rely,data,time,stor,turn,aexp,pcap,lexp,modp,loc,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,actual
0.100826815,0.22967804378068263,0.16090338,0.16871946,0.43860215,0.20714928,0.3553294855329486,0.18425404,0.4844584,0.2670181860210912,0.28109527,0.5866841,0.19314525,0.18388207,0.10385916,0.11329551,0.1019475,0.25617182,0.06532341391940484,0.06438893,0.09837179,0.21028239
0.059379175,0.2577005454620327,0.09565212,0.1308245,0.48408306,0.29643857,0.42466129246612927,0.11304205,0.6035402,0.28872921732375306,0.35296303,0.66428494,0.29445946,0.2612074,0.07707727,0.13125594,0.09340553,0.3345047,0.03931724235903455,0.047527507,0.077659324,0.25861543
0.09975967,0.2772696466361788,0.14826109,0.17925256,0.47978032,0.28508806,0.4185842118584212,0.14321175,0.56953925,0.3633112217986733,0.2757283,0.58813256,0.2522264,0.17427862,0.114842266,0.17248304,0.11914675,0.25551683,0.0841581850494911,0.08137067,0.112216234,0.25756723
0.17300545,0.15013671900820316,0.23874778,0.17556036,0.29524672,0.1644374,0.25843396584339656,0.29988626,0.34908107,0.13688615821316952,0.35285515,0.6243181,0.09292966,0.28114533,0.08625884,0.06297697,0.06711433,0.32645738,0.060633338638000314,0.0803715,0.09304181,0.098490514
0.03151501,0.40217750413065023,0.038456842,0.10649671,0.596176,0.4197393,0.5674560567456056,0.04263836,0.78449285,0.38470786308247185,0.36527228,0.6074273,0.48614532,0.24439152,0.11645332,0.17962332,0.14835185,0.32333586,0.0815518698931122,0.06758766,0.13550116,0.3625765
0.1124969,0.18848837130930227,0.17759073,0.14624943,0.40393645,0.26314217,0.34602393460239345,0.20966718,0.44945657,0.1637428898245734,0.34550843,0.6460358,0.20390397,0.2609868,0.088238716,0.0827703,0.094092906,0.32987183,0.03904290234257414,0.048501715,0.08709401,0.08994372
0.08073574,0.26036618562197117,0.1196418,0.16567679,0.46408886,0.24766879,0.398754879875488,0.14084679,0.5570476,0.3268874796132488,0.27853176,0.5953911,0.224237,0.18139222,0.10245502,0.1410305,0.099379554,0.2505595,0.07117370427042226,0.06899315,0.101868704,0.26762247
0.15305163,0.22496469349788162,0.21042112,0.2345027,0.4185561,0.19900014,0.34260049426004946,0.22714594,0.46342647,0.31289411877364715,0.23200959,0.5585447,0.15256509,0.140162,0.12327857,0.15492363,0.126834,0.21593098,0.10455440627326439,0.1025231,0.123374894,0.23323664
0.059041172,0.25786241547174493,0.09770868,0.13293687,0.48059422,0.28869802,0.4137248213724822,0.114319585,0.58069366,0.3115132186907931,0.35730648,0.64930886,0.2725732,0.23961599,0.07592389,0.12878193,0.08351107,0.31811374,0.040959565457573927,0.045441255,0.07496822,0.2780059
0.1319491,0.060513425630805535,0.17048438,0.124715544,0.20441416,0.08926447,0.2195732819573282,0.19920799,0.25622022,0.09545596572735796,0.4292891,0.7336626,0.06330323,0.36195308,0.012551624,0.016255736,0.022131957,0.4055305,0.012060124723607483,0.02042213,0.0072356462,0.17476282
0.19844134,0.17590819055449144,0.25750387,0.20869912,0.3636952,0.2972145,0.3095411309541131,0.32106096,0.42535144,0.16854247011254822,0.30257577,0.58715665,0.13214189,0.24156614,0.12845077,0.10898845,0.11861859,0.29293424,0.09346509560790574,0.11192505,0.14009002,0.13043757
0.051227227,0.17780293066817585,0.08539425,0.111241445,0.34231943,0.2012132,0.33242360324236037,0.14365354,0.47753245,0.15409021924541316,0.38017538,0.67865276,0.21570224,0.298212,0.03392918,0.04987052,0.062391832,0.35450697,0.012483265748995945,0.009165838,0.040635183,0.21485549
0.21436255,0.4317284259037056,0.2592804,0.29006046,0.57100284,0.32288355,0.5101874510187451,0.24272755,0.66695964,0.42460950547657034,0.11987808,0.39234728,0.3393805,0.041993156,0.2935466,0.26928425,0.27563298,0.110949636,0.2515732150943929,0.23690282,0.28321755,0.4021239
0.17099395,0.04062500243750015,0.19800434,0.11956953,0.15982045,0.08156584,0.18359074835907485,0.24357899,0.1887353,0.06790921407455285,0.45828363,0.7366604,0.04505527,0.39172232,0.010621466,0.020961061,0.015721343,0.43139252,0.02293006137580368,0.03724724,0.013151437,0.20413327
0.07764633,0.3276662396599744,0.10905395,0.14045066,0.5306488,0.36239254,0.4767019676701968,0.10212629,0.6606209,0.3553456613207397,0.32462043,0.60747886,0.34970778,0.20577158,0.114757925,0.17373206,0.12949263,0.29707664,0.07394503443670207,0.07573107,0.12285142,0.26466787
0.0503785,0.30295491817729514,0.08468448,0.12521705,0.50407803,0.33625442,0.45413044541304454,0.08907916,0.616325,0.35743590144615406,0.3465266,0.63565683,0.3152923,0.22669838,0.08411671,0.13816537,0.090054035,0.30644906,0.055908515354510926,0.056250334,0.09710148,0.31913388
0.060383826,0.2237014634220878,0.09656445,0.1264807,0.40221143,0.24039032,0.38334123833412387,0.11941146,0.5239169,0.2523241451394487,0.36024278,0.6658362,0.23420328,0.2598855,0.0521832,0.09483941,0.06647841,0.33004177,0.028704298722257923,0.031771287,0.05550769,0.24699709
0.16313632,0.04080146844808811,0.18855509,0.114161,0.18208681,0.08096014,0.16014286601428662,0.24125713,0.22285679,0.09159930549595832,0.4636025,0.7457992,0.04282403,0.3880419,0.018066827,0.019651428,0.021455381,0.43804643,0.01384342183060531,0.035462752,0.021388642,0.17918037
0.252757,0.43833997630039856,0.29699346,0.31998742,0.5951394,0.24114801,0.501147380114738,0.28583813,0.64072895,0.48845912930754776,0.112688184,0.36707696,0.3621474,0.054811075,0.3223167,0.28567767,0.29060733,0.092611596,0.2746617364797042,0.24876775,0.31237507,0.42655316
0.08974375,0.08360017501601051,0.1353009,0.122192904,0.20407291,0.124212876,0.2548318754831876,0.18260698,0.2670575,0.10053660603219637,0.42207834,0.7058894,0.12229067,0.34467322,0.00092121586,0.01014246,0.016946558,0.3868524,0.007613342756800565,0.0060479566,0.009286478,0.18048558
0.251639,0.03821052229263134,0.24288099,0.097652555,0.13729504,0.11525057,0.13737650373765037,0.29114905,0.16912366,0.04808906288534378,0.5749971,0.79410225,0.07913059,0.522379,0.03850652,0.036546648,0.031634696,0.5607378,0.041300532478031955,0.07293883,0.04391621,0.18000573
0.06351352,0.2766329465979768,0.086195186,0.13622229,0.46255153,0.2783295,0.39138033913803394,0.1261986,0.59339434,0.31210071872604317,0.3132878,0.59436446,0.26918697,0.21311496,0.086903796,0.11290993,0.10164447,0.28304842,0.050277143016628584,0.04564528,0.086429566,0.25719917
0.08690204,0.30106697806401866,0.11879674,0.15172361,0.49854398,0.28853655,0.4287184028718403,0.1377747,0.6194669,0.3160308789618528,0.30069184,0.5856352,0.29760322,0.19528554,0.114598066,0.14775921,0.13112992,0.28082836,0.07667100860026052,0.066956505,0.116825685,0.28207302
0.21896301,0.031977044918622695,0.23381117,0.114672,0.13026568,0.06689407,0.1384409038440904,0.27877986,0.17139831,0.08855121531307293,0.5138905,0.7660302,0.035856858,0.45479363,0.018253725,0.022822633,0.011163436,0.4954982,0.025488404529304273,0.05129254,0.020561978,0.22205572
0.08165455,0.10800446648026799,0.13299273,0.12809533,0.26148573,0.111836866,0.27291279729127976,0.18242657,0.3387332,0.11347981680878902,0.3673968,0.685642,0.105825365,0.2904665,0.017391931,0.018955871,0.030335441,0.34178975,0.010692235641534138,0.0059510246,0.015356049,0.18502009
0.91488826,0.9054598543275914,0.92041886,0.88869417,0.88443804,0.9331482,0.8983172898317291,0.93497825,0.88295346,0.807785748467145,0.07128395,0.06813559,0.9066098,0.065111235,0.8652966,0.8759435,0.8712399,0.044943485,0.8765994525959672,0.8810288,0.8898295,0.83944696
0.19339071,0.41900050514003034,0.24196368,0.28544492,0.56068987,0.2829969,0.5148717514871752,0.23434864,0.6854574,0.4408430764505846,0.11641127,0.39391568,0.35195577,0.061671853,0.28395605,0.2621969,0.2784779,0.104532704,0.2457882047472923,0.2158892,0.2841519,0.39271352
0.042301588,0.323390149403409,0.0616431,0.11933385,0.53919125,0.33332574,0.496458579645858,0.06689877,0.6839045,0.35003092100185523,0.3625642,0.6338529,0.3861733,0.2577514,0.090964645,0.1503389,0.1163329,0.32699904,0.0570598234235894,0.051411256,0.10467216,0.30428243
0.09607625,0.18637399118243947,0.11962016,0.13625829,0.36090058,0.19940005,0.3353930335393034,0.16019937,0.42594898,0.28890268733416125,0.37873122,0.671862,0.18023011,0.27761906,0.04835171,0.08355208,0.05399239,0.34284052,0.037909992274599534,0.02589336,0.05574976,0.23883924
0.029341586,0.44468552668113165,0.022820465,0.09485421,0.63902324,0.4422276,0.6088335608833562,0.035324924,0.8298925,0.4124322747459365,0.3838504,0.5953649,0.56080616,0.2760039,0.1332188,0.17199256,0.17313333,0.34673402,0.09846532590791955,0.07504381,0.15737745,0.38585514
0.39026695,0.4110889946653397,0.45616665,0.47846437,0.5211364,0.38630372,0.500588950058895,0.46215743,0.5735418,0.4613532076811924,0.11020243,0.37237003,0.3300209,0.059197582,0.36070973,0.38181287,0.37646502,0.10490985,0.35778304146698253,0.3505283,0.37327522,0.41713187
0.26308727,0.02417582045054923,0.25210556,0.10069158,0.10244337,0.09701626,0.1307868630786863,0.2889443,0.13000011,0.07629208457752508,0.61052215,0.8187901,0.07870793,0.5422873,0.025232118,0.03856395,0.026771478,0.5916421,0.04347140260828416,0.07078576,0.03167992,0.23028481
0.10562536,0.1606769096406146,0.15634601,0.15294163,0.3547184,0.21283849,0.2940416894041689,0.20669879,0.40933767,0.23279434396766063,0.34857494,0.6556243,0.127485,0.2523563,0.04941086,0.07876176,0.054045632,0.31883377,0.032379341942760514,0.03749457,0.053499088,0.22085026
0.23831134,0.09998284099897047,0.2624946,0.13054591,0.20811602,0.18457921,0.21399922139992214,0.32301378,0.24681497,0.03395641403738484,0.49242607,0.71846485,0.11247429,0.44830853,0.07057527,0.05290301,0.055363253,0.4786483,0.0597574265854456,0.080076024,0.08512989,0.075842656
0.4534071,0.5340550820433049,0.523221,0.5190514,0.61819816,0.4191209,0.600653260065326,0.4909214,0.6406854,0.5566937634016258,0.058015667,0.27997243,0.46665335,0.033657707,0.47286522,0.44757068,0.45580226,0.058465842,0.452358867141532,0.44207525,0.47187245,0.49935636
0.5393804,0.5514052830843169,0.5661369,0.58680207,0.59824115,0.5026523,0.598433759843376,0.58182395,0.65653485,0.5878365952701957,0.12129465,0.28856558,0.49279797,0.06893645,0.49269915,0.5288409,0.51033807,0.09605467,0.497107299826438,0.48749965,0.49085784,0.5762327
0.29939747,0.3616397216983833,0.37510878,0.4084733,0.50476766,0.32326782,0.4696354169635417,0.37301183,0.5527961,0.45025607701536463,0.12092468,0.41816702,0.24864557,0.055402197,0.2939363,0.32486218,0.2956727,0.113289386,0.28646371718782304,0.2823754,0.30422145,0.37839592
0.14472075,0.0540260932415656,0.1797548,0.13248616,0.21319759,0.081027016,0.1905384390538439,0.22844225,0.24378863,0.1316284078977045,0.40796262,0.70744556,0.026603267,0.33416826,0.01832692,0.024749517,0.017576184,0.38011906,0.018244256094655367,0.028872177,0.01670415,0.2179333
0.059276134,0.3071391184283471,0.09315375,0.14318289,0.49282032,0.27426928,0.4466427146642715,0.11175922,0.6080162,0.3392758903565534,0.29690546,0.5824841,0.30674416,0.18998675,0.110552564,0.13893186,0.11613782,0.25809446,0.0791185097471106,0.06865236,0.11678566,0.29242957
0.13545123,0.33928399035703943,0.18855627,0.21938343,0.51665276,0.24253608,0.45130234513023454,0.17806385,0.6057608,0.38421352305281137,0.1908689,0.48871824,0.29776186,0.10213277,0.18114388,0.19983216,0.19345993,0.17363305,0.15140493908429634,0.13200063,0.18363802,0.3003176
0.19159369,0.165599149935949,0.25802392,0.16188453,0.33966112,0.24756406,0.29106685910668595,0.32252032,0.41404492,0.10610077636604658,0.3814452,0.6542657,0.14590666,0.3235793,0.10787113,0.07486901,0.097612426,0.3737914,0.06784105407046324,0.08417873,0.115563065,0.030485258
0.1019067,0.25966611557996694,0.15649647,0.19285549,0.4721173,0.24642892,0.39303083930308397,0.16408423,0.560287,0.33654775019286504,0.26611316,0.5918798,0.21401757,0.16979219,0.1151963,0.16838615,0.12307231,0.24706788,0.0828200749692045,0.08420636,0.11144227,0.27118355
0.19401605,0.28584979715098785,0.26434404,0.2689685,0.4712155,0.23379867,0.38719720871972085,0.2654727,0.51220584,0.32593296955597817,0.17991984,0.4850692,0.21574646,0.10815641,0.1941767,0.1921211,0.19120196,0.1749057,0.15856703951402237,0.15588768,0.19862024,0.24275553
0.04040426,0.32780967966858077,0.07330075,0.1195225,0.5272326,0.29780912,0.4705138470513847,0.09113993,0.6423371,0.3762999225779954,0.30371228,0.5774807,0.3482831,0.19739448,0.107632905,0.13255362,0.122078165,0.2602627,0.07905467474328048,0.059834242,0.1161121,0.29594564
0.1213225,0.22236885334213122,0.1882684,0.19168112,0.43368518,0.20159684,0.3416715041671504,0.20976187,0.46866697,0.2680913160854789,0.26220775,0.5719615,0.16836971,0.16854903,0.1125973,0.12441395,0.10592505,0.23982494,0.07708104462486268,0.08087076,0.10942723,0.21752614
0.23305286,0.3539431612365897,0.2853211,0.3371134,0.49440455,0.27462697,0.45480878548087855,0.2870711,0.5588067,0.4312717558763054,0.13363105,0.41093713,0.2469284,0.049316697,0.26434803,0.26539993,0.25348455,0.1048677,0.23458571407514286,0.2202508,0.2540447,0.3739211
0.06459533,0.4016014540960872,0.08077486,0.13904536,0.59470314,0.34039128,0.5391072539107254,0.0859669,0.7329732,0.39912682394760945,0.30879945,0.54476786,0.42446315,0.18998598,0.16095515,0.18399091,0.17119718,0.2587549,0.11908785214527114,0.097991645,0.16349621,0.34562668
0.31073457,0.3506401210384073,0.37913463,0.38881695,0.47965425,0.3061973,0.4451573945157395,0.376183,0.50616693,0.3859691231581474,0.13117827,0.40660572,0.26181945,0.068756685,0.28336135,0.28385907,0.28383106,0.121297464,0.273646616418797,0.26516128,0.29457182,0.3489278
0.35377753,0.45741102744466167,0.4102398,0.42681503,0.59873074,0.29814875,0.5325332532533253,0.39085394,0.59456277,0.5022640301358419,0.08808991,0.33324122,0.35623145,0.03526082,0.38255405,0.36745214,0.36289197,0.073848516,0.3512292410737545,0.3386591,0.37609452,0.43921492
0.25264484,0.023534522412071344,0.25417536,0.10760331,0.10455485,0.040139794,0.11083287108328711,0.28987256,0.1557488,0.06585754895145295,0.564257,0.7883476,0.042008936,0.5093924,0.029060964,0.02818957,0.018851254,0.5482167,0.03211770192706211,0.06242326,0.024022944,0.22173044
0.053315386,0.34537130072227806,0.07301161,0.12551527,0.5556702,0.37671256,0.5085415108541511,0.07591793,0.71795416,0.35801764148105847,0.3457973,0.62468475,0.399023,0.23397551,0.10628548,0.17595167,0.13128527,0.31966078,0.067894850073691,0.065969616,0.11804095,0.32184035
0.20630847,0.1343904780634287,0.2703402,0.19557758,0.2980701,0.26125926,0.27976032797603284,0.32026905,0.35873055,0.15535815932148955,0.36289456,0.64825207,0.10375154,0.29606473,0.103541,0.08599776,0.09931356,0.34846592,0.0827578049654683,0.1034614,0.1181809,0.1396289
0.10345429,0.40442406426544386,0.11691016,0.17454934,0.58274287,0.3598234,0.5155592515559252,0.11860417,0.7339713,0.4332523559951414,0.26221627,0.51329374,0.41169077,0.16254687,0.17836812,0.21315719,0.19087945,0.22676228,0.14322849859370992,0.12265445,0.18243088,0.37296814
0.016795851,0.348286350897181,0.032826357,0.10838165,0.5360872,0.37142962,0.5334157533415754,0.043540657,0.7072307,0.3582095214925713,0.38129517,0.63874924,0.44293392,0.28197455,0.08131583,0.13873841,0.119121894,0.3423419,0.05930220355813221,0.048175067,0.11338875,0.32304004
0.1416095,0.045096282705776966,0.18317802,0.12146998,0.15976858,0.08084665,0.20263897026389704,0.21454272,0.22875631,0.05654787339287241,0.44220212,0.74185824,0.057811826,0.3805061,0.007282283,0.0131896585,0.016849134,0.42545027,0.009887610593256636,0.029423177,0.0020093843,0.17064151
0.10091671,0.29747124784827483,0.14474437,0.18462263,0.505149,0.2984982,0.4362114436211444,0.1363742,0.61099255,0.3735872724152363,0.27082247,0.58004695,0.2810207,0.16911171,0.12548517,0.18945764,0.13748072,0.25217327,0.09394534563672075,0.09396118,0.12800199,0.26854002
0.21906199,0.3651474619088477,0.2666095,0.311971,0.5194419,0.25925314,0.4616615961661596,0.26314855,0.560978,0.45017098701025926,0.1303205,0.40576848,0.26165482,0.047264814,0.2659653,0.25321358,0.23907496,0.099300414,0.22759737365584243,0.21202011,0.24776097,0.36267063
0.14865816,0.17170451030227063,0.19234732,0.14983916,0.3987455,0.26185268,0.3101009710100971,0.26157972,0.45291817,0.13967876838072613,0.35079205,0.6247036,0.15475976,0.26633418,0.101134494,0.079995915,0.10180837,0.3294275,0.05130351307821078,0.061771497,0.10803397,0.015395239
0.10196617,0.06781599406895965,0.15467197,0.12740603,0.18528087,0.09168042,0.23769488376948839,0.18969671,0.24596071,0.11036258062175484,0.41708356,0.7150809,0.087167025,0.33780575,0.0010697283,0.006148055,0.015551291,0.38597375,0.007231925133915508,0.01129283,0.0077497885,0.20543116
0.06182021,0.30870045852202754,0.080417484,0.12804066,0.5218635,0.3128307,0.4670764067076407,0.087034814,0.6487658,0.3426775505606531,0.35472646,0.639934,0.3473565,0.25023687,0.089628994,0.14976226,0.11030987,0.3251339,0.05852992851179571,0.05449316,0.10214318,0.29240382
0.14220504,0.4112740246764415,0.19096005,0.22022276,0.5846588,0.25905317,0.500100190010019,0.17491202,0.6514957,0.4396809263808556,0.1639782,0.417443,0.3673007,0.085289985,0.24067633,0.21678074,0.24560873,0.1435115,0.20558004233480254,0.17081656,0.23995857,0.35439047
0.5350549,0.47804282868256975,0.62790537,0.6006342,0.5990155,0.64593303,0.598866159886616,0.62622416,0.66142607,0.4935226096113566,0.13281141,0.35047382,0.42016584,0.093991786,0.46487254,0.47233433,0.48131227,0.1557109,0.46530994791859687,0.48727578,0.5013083,0.43540803
0.21053277,0.3124834787490087,0.28812265,0.30145913,0.4762333,0.26063138,0.4247209424720943,0.27388066,0.54112035,0.34064022043841324,0.13155065,0.4481937,0.22840923,0.06119187,0.22702594,0.21849705,0.23012455,0.13371542,0.1924525015471501,0.18559523,0.22547413,0.2840075
0.12387611,0.26174379570462775,0.18165061,0.20609067,0.46576887,0.19416802,0.3883362188336219,0.18310538,0.53064084,0.32189826931389615,0.23229021,0.5523859,0.21836978,0.14274679,0.13156232,0.15834342,0.14183597,0.21626548,0.10276041016562461,0.09792368,0.13003018,0.27067828
0.24594273,0.09109525946571558,0.25024006,0.1145457,0.22821175,0.20618843,0.18097327809732783,0.3402727,0.25739068,0.09472916068374963,0.5131256,0.7368641,0.09858894,0.4570471,0.06456621,0.043663964,0.04011537,0.48742262,0.058215886492953194,0.08585033,0.082953006,0.1296143
0.28551,0.3029988581799315,0.3397767,0.350312,0.4538725,0.30397433,0.41362018136201817,0.3613305,0.47489262,0.34334197060051824,0.18031494,0.45638055,0.2128861,0.11072382,0.23720615,0.25549585,0.22679712,0.16351402,0.23008312380498744,0.22900249,0.24801935,0.32761747
0.41846204,0.47568934854136097,0.4871002,0.50226754,0.58721346,0.39077908,0.5754442575444257,0.47589338,0.6234842,0.531937431916246,0.07897116,0.31741923,0.39910793,0.03586314,0.42791203,0.43451017,0.42792135,0.07062401,0.4128937047736223,0.39925098,0.43054593,0.47779873
0.59260595,0.7045036422702186,0.6299224,0.6335341,0.79261965,0.5016252,0.7636714763671477,0.5967518,0.7538766,0.7473009048380542,0.02307447,0.14833134,0.6575512,0.015121892,0.65229523,0.6143501,0.62088674,0.018518563,0.6162649769758987,0.5952962,0.63870996,0.64854735
0.04523526,0.43473827608429655,0.050300367,0.11449845,0.6085763,0.45936197,0.5773492577349258,0.05309456,0.80893254,0.40040960402457626,0.34549615,0.5802596,0.49104136,0.22187941,0.14003749,0.19032596,0.16559134,0.3066178,0.10172168010330081,0.09247418,0.1532337,0.40372232
0.017229363,0.34372502062350124,0.046468273,0.10139445,0.5126178,0.4190204,0.5145176014517602,0.06788169,0.68585056,0.34685962081157723,0.38831806,0.6382052,0.4462642,0.30203474,0.08145125,0.108126715,0.11960523,0.3597292,0.06781861406911685,0.061036706,0.113232985,0.3341992
0.29496354,0.3083262184995731,0.36773387,0.3709172,0.46380883,0.35265988,0.41703699170369923,0.37750018,0.53750545,0.33691516021490964,0.15666342,0.4628439,0.2267828,0.111424625,0.25056615,0.26021647,0.25417954,0.15982297,0.23682089420925367,0.24632592,0.26569694,0.2847165
0.13105018,0.23563696413821786,0.19178545,0.16715887,0.42004392,0.26887745,0.3529125852912585,0.2002555,0.4838075,0.2422723445363407,0.29471144,0.5847924,0.2046017,0.20516248,0.115748286,0.1069213,0.10619822,0.28597888,0.07106373426382406,0.077529594,0.11565402,0.096848324
0.02541598,0.385520483131229,0.035580203,0.10391809,0.5869577,0.40226263,0.5555749555574956,0.04487386,0.78383994,0.3570915214254913,0.36379066,0.6129229,0.4784882,0.2545653,0.10941826,0.1660202,0.14624025,0.33118176,0.07365176441910587,0.05822602,0.12754382,0.36089766
0.07932356,0.10345958020757481,0.11970003,0.12387301,0.24683885,0.14489089,0.2793640779364078,0.17045495,0.3095647,0.15243003914580236,0.4097981,0.7086543,0.13841736,0.31796116,0.011612635,0.025883779,0.021017913,0.3721136,0.0111066666664,0.0020815432,0.018619701,0.204907
0.090989634,0.36886229213173755,0.11343254,0.18358268,0.58799034,0.31901515,0.5157030115703012,0.10716733,0.67815614,0.4311347858680872,0.27536935,0.5328101,0.37579924,0.17628281,0.1660532,0.20964853,0.173973,0.23962738,0.12610440756626445,0.10997902,0.16972585,0.30641654
0.067123204,0.332043849922631,0.0958263,0.14538445,0.541875,0.2718022,0.4848726884872689,0.10220464,0.6368746,0.3570063014203781,0.29863706,0.5739799,0.36966783,0.20340483,0.12292004,0.15200008,0.1476849,0.2686349,0.09190981551458893,0.07252361,0.13506605,0.269574
0.19579647,0.24362801461768088,0.26425427,0.23541665,0.41818556,0.27793926,0.35899177589917763,0.28255722,0.45009476,0.2499411149964669,0.25779378,0.5453647,0.19007003,0.17348109,0.15628707,0.15064694,0.14784989,0.24225031,0.12776904766614286,0.12621029,0.16956636,0.13271874
0.30574018,0.39682342380940544,0.3586623,0.40404484,0.5226819,0.36597478,0.49562980956298097,0.35701218,0.60028297,0.4507780070466805,0.12681219,0.38608885,0.27998737,0.040249027,0.32454807,0.3368433,0.3168689,0.094631165,0.3046216182772971,0.29909497,0.31718445,0.4320849
0.114211276,0.11666723700003422,0.14289933,0.1373063,0.28740686,0.13276283,0.2540769854076986,0.19316383,0.34746927,0.18834668130080087,0.38531834,0.6918793,0.09698692,0.3095063,0.0306031,0.034027353,0.037610374,0.35233822,0.021397938283876296,0.026348978,0.029803388,0.20699279
0.5010963,0.5135966808158009,0.54948497,0.5256791,0.6107575,0.49784642,0.5867982586798259,0.5549468,0.6032208,0.5003984300239058,0.12478089,0.29825824,0.4507671,0.08194542,0.4556911,0.4409938,0.4433205,0.10235904,0.44783868687032125,0.44772667,0.47680706,0.4835578
0.07554023,0.2430042145802529,0.106732704,0.13767333,0.45568323,0.25375754,0.4023150002315,0.12534288,0.5562663,0.3052095983125759,0.3556182,0.6564012,0.25179476,0.24933244,0.07348049,0.1210634,0.082277834,0.3252319,0.04157464849447891,0.04201226,0.0717569,0.25373444
0.13082866,0.06242058774523527,0.18429407,0.14566076,0.21475805,0.10283019,0.2167842916784292,0.22970252,0.2459419,0.10100849606050977,0.3848253,0.69285285,0.03609778,0.31144673,0.022364404,0.0263419,0.023045693,0.3575433,0.01957622617457357,0.023646757,0.02488646,0.14448676
0.20379083,0.0796133947768037,0.24283573,0.1416261,0.20131421,0.13405968,0.19685198968519896,0.3049994,0.24430174,0.06682509400950565,0.43495974,0.7069414,0.046599716,0.3965869,0.04573438,0.038263693,0.03933973,0.42846057,0.043643458618607515,0.065727055,0.06388198,0.15933247
0.33501697,0.44602205676132345,0.3985765,0.4236682,0.5868701,0.33385342,0.5406259840625984,0.38388017,0.60501,0.49399426963965615,0.09195547,0.3502822,0.34521598,0.033140503,0.37011206,0.37019348,0.35236037,0.08344494,0.34240266054415963,0.33290434,0.36847413,0.43142855
0.4676782,0.6206050872363053,0.47720328,0.5005669,0.6867911,0.44385874,0.6681117668111767,0.46778947,0.7318873,0.6727649403658964,0.055823114,0.20985147,0.5531407,0.020292737,0.5287579,0.47758794,0.5113003,0.04090004,0.4948758796925528,0.464351,0.50311106,0.57306856
