data,modp,loc,Generated_Var_1,Generated_Var_2,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,actual
1.0,1.0,0.2770160798592359,-0.27432662,-0.22332819,-0.18119687,0.026693642,0.03474967,0.13599928,-0.27355647,0.18209168,0.010090355,-0.12505633,-0.2010298,1.0
0.636363636363637,0.2142857142857144,1.0,-0.2550087,-0.2575358,-0.17921081,0.012226354,0.007820934,0.12002592,-0.2859725,0.14751095,0.035365842,-0.111178935,-0.20350444,0.5787293423789506
0.636363636363637,1.0,0.2587237156147105,-0.2842003,-0.26069635,-0.18700905,0.021436878,0.031373337,0.14159143,-0.2950792,0.17625181,0.025315728,-0.12664697,-0.21196058,0.5611763983114068
1.0,0.2142857142857144,0.2177836623055347,-0.19461823,-0.19694752,-0.16015384,0.006250471,-0.012351878,0.08965349,-0.24840939,0.11770879,0.027462533,-0.0920868,-0.17751518,0.2149445765791067
0.272727272727273,0.2142857142857144,0.1010609571261824,-0.22879548,-0.21134989,-0.16832456,0.0038825236,-0.00291802,0.1044607,-0.26704484,0.1433639,0.030097455,-0.09894971,-0.19298083,0.0630238456745157
0.272727272727273,0.4285714285714286,0.0653472936011567,-0.22873168,-0.21309797,-0.1692132,0.006096069,-0.0014378428,0.10440226,-0.26777014,0.13859491,0.032394286,-0.09916812,-0.1934947,0.0467873724120378
0.272727272727273,0.0,0.0766711381334819,-0.2001992,-0.20495029,-0.17878145,-0.015855432,-0.02910214,0.08622214,-0.27229086,0.102112085,0.04526224,-0.08623739,-0.20112962,0.039239606462994
1.0,0.0,0.0313757600041811,-0.20232025,-0.20207128,-0.16184978,0.009502951,-0.007385418,0.094719514,-0.25008374,0.123878986,0.023105592,-0.09543566,-0.17727193,0.0453831368866343
0.272727272727273,0.2142857142857144,0.0400864096444312,-0.19239962,-0.1977666,-0.15928015,0.005648572,-0.014723636,0.08871035,-0.24747422,0.11639503,0.026008569,-0.09097088,-0.1745247,0.0334471349207045
0.0,0.0,0.0064633020330656,-0.17825007,-0.19644314,-0.15844066,0.001408752,-0.026131548,0.079175785,-0.24473488,0.10146473,0.03410212,-0.08674238,-0.1720345,0.0072054835397267
0.636363636363637,0.666666666666667,0.0095991359035556,-0.20853801,-0.21581118,-0.16361277,0.008804612,-0.0073593855,0.0977485,-0.2573625,0.1243297,0.027470646,-0.097169206,-0.18097201,0.0080831307431038
0.272727272727273,0.2142857142857144,0.000139370394244,-0.24240433,-0.18790981,-0.17421156,4.101172e-05,0.0066613853,0.1080952,-0.27870065,0.13586251,0.03929137,-0.1033758,-0.1998041,0.0001228706084728
0.272727272727273,0.2142857142857144,0.0,-0.24012025,-0.18788783,-0.17356709,0.0007464625,0.0062898844,0.10687184,-0.275774,0.13618845,0.03721013,-0.102472305,-0.19882876,0.0
0.636363636363637,0.4285714285714286,0.0522813191407815,-0.23430835,-0.22851504,-0.16993448,0.012421712,0.0053940564,0.110483855,-0.26830438,0.14328963,0.025775917,-0.10491644,-0.19149768,0.0927760858690023
0.636363636363637,0.666666666666667,0.337990627340987,-0.1815717,-0.20446353,-0.15542254,0.0017891936,-0.023634076,0.08242118,-0.24689662,0.105636835,0.030329125,-0.08646911,-0.17095302,0.0610930218270859
0.636363636363637,0.2142857142857144,0.0348600198602811,-0.20741385,-0.21353701,-0.16380702,0.008622222,-0.007733494,0.09727599,-0.25691873,0.12331839,0.02789942,-0.096860394,-0.18086243,0.0525798439543272
0.636363636363637,0.2142857142857144,0.0183097855438058,-0.21988852,-0.19749616,-0.16828471,0.011806864,0.0016954988,0.10251641,-0.2572484,0.1343437,0.02622012,-0.10115521,-0.18662064,0.0196680738276827
0.0,1.0,0.0095991359035556,-0.13522676,-0.18539901,-0.14911073,-0.010773124,-0.04885734,0.058400996,-0.23201767,0.07000797,0.03874503,-0.0734349,-0.16078718,0.0066788952177003
0.5000000000000006,0.4285714285714286,0.0113412658316057,-0.19776332,-0.20151916,-0.1797294,-0.0023927204,-0.023673676,0.08377449,-0.25489798,0.114255264,0.036914833,-0.089248285,-0.19515449,0.0043092477685819
0.0,0.4285714285714286,0.0505391892127314,-0.17442872,-0.20640163,-0.15736726,-0.012566762,-0.03868167,0.073641464,-0.25525397,0.0933021,0.04596673,-0.077196136,-0.17930229,0.0036071300058802
0.272727272727273,0.0,0.0113412658316057,-0.17347567,-0.22077744,-0.16365749,-0.015908135,-0.045530878,0.072301745,-0.25559554,0.08965078,0.040378653,-0.072962634,-0.18223721,0.00053536479406
0.272727272727273,0.2142857142857144,0.0036758941481855,-0.13687721,-0.2042034,-0.14074105,-0.0270526,-0.063961595,0.057130083,-0.24636829,0.07288092,0.047179706,-0.061500587,-0.16908845,0.0001843059127092
0.0,0.666666666666667,0.0008884862633055,-0.17049572,-0.21686028,-0.16191266,-0.0075661633,-0.03558203,0.07604982,-0.2530746,0.084985785,0.04114901,-0.08186875,-0.1764698,0.0001843059127092
0.0,0.2142857142857144,0.002891935680563,-0.1509165,-0.2100285,-0.15758775,-0.040036667,-0.06123814,0.052748084,-0.26539347,0.06793536,0.06267779,-0.055081032,-0.19064274,8.776472033771834e-06
0.454545454545455,0.3095238095238095,0.0379087472343687,-0.17453267,-0.1795821,-0.15518278,-0.00496565,-0.030320622,0.07704313,-0.24193946,0.103964075,0.029787924,-0.08355597,-0.16888817,0.0034316005652047
0.454545454545455,0.4285714285714286,0.0231877493423459,-0.1780702,-0.18867785,-0.15726621,-0.0018910207,-0.027657725,0.078801244,-0.24422553,0.105940655,0.0326845,-0.08448942,-0.17229584,0.0067666599380381
0.454545454545455,0.666666666666667,0.0249298792703959,-0.1705839,-0.17293605,-0.15758254,0.0039256327,-0.024640732,0.07680559,-0.23222777,0.10446781,0.024332747,-0.08814117,-0.16517904,0.0071177188193889
0.454545454545455,0.4285714285714286,0.028762565112106,-0.18036312,-0.17674515,-0.15894525,-0.0030137599,-0.026878498,0.07944319,-0.24324536,0.10521421,0.03024451,-0.08734133,-0.17124452,0.0087852485058056
0.454545454545455,0.4285714285714286,0.0618630337450567,-0.17284198,-0.17900155,-0.15625122,-0.0045355298,-0.031358182,0.07564081,-0.24107742,0.102384076,0.031742252,-0.08345691,-0.169422,0.01054054291256
0.0,0.666666666666667,0.0183097855438058,-0.13620386,-0.20416085,-0.13961498,-0.018179929,-0.05479452,0.053386904,-0.24241523,0.06836268,0.043003872,-0.059664592,-0.17637947,0.0026417180821653
0.0,0.666666666666667,0.4024494346788383,-0.2127078,-0.22621188,-0.17878738,-0.01671785,-0.025625832,0.08869542,-0.28116268,0.11112647,0.052505285,-0.08281712,-0.21082696,0.1111189124195855
0.272727272727273,0.0,0.077542203097507,-0.18240072,-0.21739225,-0.16037795,-0.0012784265,-0.027306728,0.08112784,-0.25242618,0.09808244,0.036390103,-0.08607061,-0.1766431,0.0131734845226915
0.272727272727273,0.4285714285714286,0.0191808505078308,-0.18137385,-0.20649241,-0.1611328,0.0006939396,-0.02335307,0.083223015,-0.25089654,0.1006162,0.03588637,-0.08937044,-0.17606474,0.0149287789294459
0.272727272727273,1.0,0.0069859410114806,-0.19597745,-0.18227568,-0.16823883,0.0025062114,-0.018008634,0.08840215,-0.24999246,0.11036973,0.032069243,-0.09799917,-0.17763638,0.0101894840312091
0.0,1.0,0.0054180240762356,-0.19677232,-0.20495531,-0.17028165,0.0042333268,-0.01546289,0.09088138,-0.25509718,0.11121079,0.035972454,-0.09709658,-0.1838935,0.0030805416838539
0.0,0.4285714285714286,0.002891935680563,-0.18820658,-0.20455341,-0.15924093,0.0027364641,-0.01939471,0.08484849,-0.24901077,0.10814558,0.030613098,-0.08802139,-0.17597926,0.0007108942347355
0.0,0.2142857142857144,0.0021079772129405,-0.1559704,-0.20528485,-0.15854624,-0.012525449,-0.043829195,0.06732747,-0.24789464,0.07519408,0.044788644,-0.07747671,-0.17287284,0.0012374825567618
0.0,0.666666666666667,0.003763000644588,-0.18822399,-0.23008685,-0.17595693,-0.019848982,-0.03639461,0.079161316,-0.271242,0.10187599,0.048060857,-0.0793854,-0.19943985,0.0010619531160863
0.0,0.666666666666667,0.0217940453999059,-0.20265585,-0.21386355,-0.16160412,0.0076433793,-0.010757677,0.09422414,-0.25482017,0.11997995,0.027975386,-0.09476579,-0.17856851,0.0835607902335419
0.0,0.666666666666667,0.0130833957596557,-0.2290294,-0.20623839,-0.17570442,0.015777748,0.0066066384,0.11058876,-0.26168436,0.14079897,0.025532467,-0.11003732,-0.18974641,0.0202824268700467
0.0,0.2142857142857144,0.0200519154718558,-0.18139066,-0.23060066,-0.15346685,-0.005300496,-0.03242872,0.08013941,-0.25448015,0.103809744,0.033164963,-0.08336751,-0.17796317,0.0108916017939108
0.0,0.2142857142857144,0.0183097855438058,-0.17017531,-0.19946414,-0.16072537,-0.0033416096,-0.031549484,0.07577649,-0.24649507,0.09034884,0.03829012,-0.08615307,-0.17334561,0.0056257185736477
0.0,0.666666666666667,0.004111426630198,-0.20877118,-0.21672937,-0.16489965,0.00652913,-0.008502811,0.097557575,-0.26187745,0.12029046,0.033225268,-0.096667804,-0.18427072,0.0044847772092574
0.0,0.0,0.0226651103639309,-0.17156027,-0.21799116,-0.15819167,-0.02101843,-0.042894952,0.069564596,-0.26224938,0.088552475,0.048533916,-0.06900579,-0.18621013,0.0038704241668933
0.0,0.2142857142857144,0.0062019825438581,-0.14785619,-0.20138986,-0.1440879,-0.013674177,-0.046356328,0.0654576,-0.24108762,0.083785444,0.032627597,-0.07132735,-0.16357225,0.0028172475228407
0.0,0.0,0.0069859410114806,-0.15784027,-0.21661836,-0.15599649,-0.01755664,-0.048833907,0.0656396,-0.25066924,0.076061815,0.041295752,-0.069975205,-0.17482057,0.0007986589550732
