Transactions,PointsAdjust,MI_PointsAdjust_Entities,MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,MI_PointsAdjust_Transactions,MI_PointsAdjust_ManagerExp,Effort
0.36446398,0.41596615,0.25839397,0.30853534,0.46990514,0.10555679,0.3223557,0.5629863
0.23576187,0.27817988,0.108981825,0.20490049,0.27174088,0.048543774,0.21782593,0.3951781
0.18479714,0.15999317,0.009192763,0.13320918,0.11127936,0.025269203,0.0979673,0.17235404
0.21186592,0.16037375,0.004080213,0.07263398,0.14534435,0.016658291,0.12915781,0.12578954
0.16242325,0.14331526,0.009013349,0.10115449,0.0669754,0.025614236,0.060317095,0.11159736
0.13766564,0.16339818,0.05053801,0.14730844,0.13710926,0.021923706,0.122981995,0.25212958
0.84329075,0.859751,0.79072636,0.5656361,0.8792975,0.520689,0.77759725,0.69633335
0.13433665,0.10521451,0.01049789,0.020392638,0.037329376,-0.007725565,-0.05043779,0.12633023
0.08473993,0.063431695,-0.0052689807,0.037914313,-0.0017654393,-0.0008027544,0.009860631,0.057991557
0.1246323,0.10099212,0.0058766785,0.09575498,0.0573913,0.014347703,0.01931374,0.08008695
0.25764263,0.2036649,0.005229291,0.10436733,0.18195984,0.031986885,0.1594002,0.15806729
0.12688044,0.12551314,0.0071634497,0.112234704,0.059675075,0.012132964,0.03445641,0.09511414
0.28952444,0.24068333,0.022340756,0.22631401,0.18756141,0.05585048,0.07392512,0.21403891
0.12254639,0.18846616,0.06566923,0.15022895,0.10583444,0.0069431504,0.14213498,0.11655178
0.17366037,0.18469264,0.046689246,0.18286511,0.122435756,0.022598892,0.074956685,0.14355318
0.10416021,0.20268573,0.094551325,0.18012449,0.115386516,0.008847774,0.13277195,0.09130281
0.21606725,0.18747403,0.02404115,0.15965833,0.11446493,0.041235227,0.060806476,0.10758616
0.19357586,0.18615726,0.033187803,0.166167,0.14872721,0.045454327,0.052977655,0.19900383
0.18404388,0.20917042,0.058272514,0.16517134,0.16545671,0.039200593,0.17396514,0.31569263
0.13158268,0.12509668,-0.011200713,0.032716498,0.057979614,0.0015241466,0.110756904,0.092271
0.16600594,0.27864206,0.15676546,0.18418781,0.2986689,0.045765117,0.21775314,0.5647659
0.12993379,0.2793253,0.2448018,0.25039634,0.23754139,-0.0071641435,0.081841394,0.109826624
0.20914273,0.34981385,0.19484964,0.25892842,0.3189084,0.045073956,0.24542111,0.47054142
0.18413061,0.1978677,0.052123975,0.18543632,0.14100356,0.017995581,0.064099625,0.15570055
0.24398807,0.22243915,0.052306082,0.21328114,0.19356169,0.0533729,0.09427841,0.22301789
0.16804947,0.12565345,-0.03393582,0.09360083,0.086929545,0.0148678,0.023315653,0.13999057
0.48322546,0.61403024,0.52210546,0.4443343,0.62414074,0.28625184,0.54732877,0.725779
0.15473098,0.13119853,0.007139089,0.12411201,0.08363337,0.016298037,0.058691088,0.11274725
0.29406726,0.37795597,0.23338981,0.2986156,0.42411843,0.10432422,0.22970946,0.59196913
0.14232172,0.090489596,-0.035426423,0.044776917,0.0427702,0.006179911,-0.021670833,0.08518039
0.11979709,0.17208397,0.043944173,0.12619098,0.08194987,0.018198047,0.14069635,0.16861716
0.2272776,0.16859028,0.0073387832,0.113801375,0.11128069,0.035604384,0.01163817,0.2272051
0.13080731,0.16986921,0.047730293,0.11799188,0.1122178,0.0069229594,0.027769791,0.13006207
0.120364964,0.2474785,0.18362409,0.17565936,0.1228479,0.0035770666,0.20001665,0.1539142
0.1197582,0.11106472,0.0031675473,0.074315846,0.029093834,0.007926407,0.08085221,0.059469417
0.17275468,0.1966226,0.045155834,0.17910479,0.13006318,0.022022825,0.05067127,0.16680665
0.2937507,0.34567222,0.19866851,0.26896057,0.39138672,0.079688296,0.22824842,0.51112586
0.10345466,0.09176306,-0.009097082,0.0662142,0.028886648,0.0059891893,0.047761023,0.08329081
0.28069282,0.22977255,0.0037866835,0.19969553,0.1756229,0.04078386,0.07560683,0.14728756
0.16860265,0.17064476,0.043066245,0.15753675,0.13308825,0.023011278,0.08871983,0.1462087
0.14636551,0.28979105,0.14621735,0.23285545,0.20020026,0.022442184,0.21242832,0.24460499
0.28488415,0.35257253,0.19414614,0.25597253,0.3788338,0.06296549,0.2531603,0.48438382
0.1329703,0.13169254,0.009315273,0.025114201,0.064748466,-0.00487992,0.12559953,0.08577977
0.20874828,0.29214877,0.106872156,0.21246722,0.14324285,0.03407132,0.217793,0.13206404
0.09106335,0.07790014,-0.024396243,0.06703258,0.003401734,0.0034867786,0.08208972,0.101709016
0.14257216,0.13520637,0.004391981,0.090403244,0.08023269,0.0043351417,0.10145156,0.14463265
0.17552058,0.21800983,0.09326343,0.20289673,0.18575305,0.015362193,0.06404182,0.15454042
0.28880244,0.3352457,0.17410877,0.2573782,0.37107924,0.059882913,0.28051692,0.5359001
0.11750528,0.20028265,0.059220504,0.1908241,0.091745704,0.018777072,0.13666847,0.19911976
0.23936407,0.28713435,0.10518247,0.28906348,0.23674378,0.032162465,0.09225954,0.14860716
0.2018656,0.15095517,0.000881691,0.129695,0.1134157,0.033280578,0.03970384,0.16317748
0.059036873,0.05837269,-0.018619645,0.026456954,-0.02184044,-0.003963612,-0.008602638,0.043312762
0.116251364,0.13215715,0.0146703385,0.10150196,0.048652604,0.007073122,0.1204865,0.07676308
0.15655148,0.20001759,0.032855988,0.13450013,0.074100375,0.03101825,0.014464166,0.047290187
0.13783231,0.11990544,0.015320832,0.078946985,0.054209873,0.015398509,-0.0067018066,0.12666662
0.058674507,0.039187025,-0.032838892,0.025140693,-0.018032711,-0.00041555054,-0.02942662,0.06071472
0.25614333,0.2569248,0.06681162,0.2385632,0.21103884,0.04808461,0.08772598,0.19646707
0.23159578,0.19157943,0.020628178,0.19035248,0.1552339,0.04212675,0.06366271,0.20244566
0.08913364,0.10530331,-0.0023198742,0.06243342,0.020434028,0.0089212125,0.10574317,0.12762432
0.33424437,0.24072629,0.012106748,0.24928926,0.21410257,0.06821333,0.08344592,0.26051033
0.14638898,0.15946192,0.010855103,0.122749515,0.09647733,0.018530063,0.0431339,0.11128144
0.12716648,0.08004833,-0.02149977,0.06879184,0.023649137,0.011628493,0.0648282,0.08737897
0.092356205,0.07585288,-0.0021766173,0.036458507,0.009281846,0.0026494898,-0.010332499,0.049976125
0.17205502,0.2513743,0.114819564,0.16195653,0.22013487,0.017657097,0.17248309,0.40337944
0.11699316,0.12757316,-0.009487777,0.08448126,0.072046384,0.009006358,0.04064162,0.12890208
0.11501585,0.062058523,-0.03459932,0.043451212,0.010509408,-0.0014594914,0.016566262,0.0537902
0.16190617,0.22022721,0.062349293,0.17778611,0.16735774,0.030458603,0.19473173,0.27045512
0.2969216,0.2564597,0.07033668,0.23993944,0.24048318,0.07566788,0.1078617,0.30732134
0.18762556,0.17350633,0.018274695,0.11954613,0.13334511,0.027915303,0.120667115,0.24138544
0.40108967,0.36119252,0.0918403,0.34003052,0.32822323,0.098767534,0.15093163,0.3280303
0.11716555,0.11005144,0.0017287033,0.030397236,0.05129744,0.0017994,0.10382603,0.08801237
0.26634336,0.27889526,0.09413133,0.23421992,0.25630543,0.056233715,0.112579614,0.27590916
0.27762085,0.3230252,0.14214645,0.25937954,0.33347988,0.07355309,0.253266,0.45908695
0.23210938,0.33808455,0.23974347,0.3062064,0.31045258,0.04143627,0.13703045,0.21156208
0.2838648,0.3516441,0.22984503,0.2382668,0.42161834,0.072891355,0.2571179,0.5512994
0.088494785,0.06772122,-0.017506847,0.047737718,0.014103916,0.008103897,-0.038723186,0.09250789
0.31708032,0.27869993,0.042271797,0.23762605,0.22124262,0.07617976,0.08114284,0.24273007
0.13017268,0.26336637,0.1920824,0.20500474,0.15906675,0.009258538,0.20344086,0.1921875
0.10578677,0.13667367,0.032651026,0.10253891,0.06280494,0.004313928,0.10532172,0.0971863
0.2291014,0.09910452,-0.057251144,0.10157473,0.09181826,0.03226153,0.026839413,0.17858961
0.101690985,0.10922234,0.010259988,0.07467736,0.022105103,0.0022801403,0.06715745,0.034802698
0.08038753,0.04644224,-0.02928355,0.016019095,0.0011167442,-0.0017041005,-0.02455141,0.047175337
0.08564017,0.06196099,0.008958206,0.042472765,0.006400567,-0.0067110807,-0.013800021,0.08419457
0.09356116,0.06420106,-0.024871841,0.028570399,0.017058698,-0.0138976285,0.07885161,0.089204796
0.27661607,0.2562129,0.057880305,0.23170099,0.2109701,0.053433593,0.10517278,0.224602
0.11117834,0.09304737,-0.021475675,0.043600306,0.06119047,0.0070480583,0.015710285,0.09561876
0.31330547,0.34426165,0.13919342,0.2098992,0.2337738,0.06614141,0.27702895,0.21360908
0.2572875,0.365669,0.19306162,0.27175093,0.2867444,0.060605627,0.28651062,0.30839524
0.2575667,0.2679627,0.09281277,0.11295961,0.1950653,0.03039008,0.21110491,0.17634082
0.07727059,0.10413289,0.0015427251,0.06185499,0.03198865,0.0028772429,0.03396379,0.07629982
0.08768009,0.07072608,-0.020096295,0.045357883,0.010935563,-0.005847963,0.029841147,0.049102478
0.09270431,0.07149116,-0.0274051,-0.040602453,-0.0033515329,-0.00627528,-0.088219896,0.07007182
0.20094591,0.30855945,0.13205902,0.2455174,0.24950472,0.033689637,0.21835296,0.23360604
0.0929986,0.053670183,-0.027035862,0.050904617,0.0036805747,-0.0037822425,0.044505645,0.06607107
0.27935332,0.30036172,0.09441898,0.29874593,0.24045296,0.026721664,0.07159795,0.12588748
0.18500163,0.31578282,0.26787388,0.31057185,0.2996376,-0.011830545,0.094588116,0.156072
0.15737835,0.17926456,0.04278502,0.093606375,0.098792836,0.011747492,0.11965592,0.13201782
0.19820403,0.2643143,0.1155072,0.21207641,0.25159758,0.044236798,0.21110839,0.37244073
0.37990236,0.4547036,0.3291771,0.32539666,0.57598597,0.12308218,0.33552498,0.7028651
0.21176836,0.30544594,0.1654195,0.20529108,0.33024704,0.059133243,0.2156039,0.5971803
0.16394925,0.122941375,-0.02188734,0.095483355,0.107667536,0.009542079,0.04766801,0.12758738
0.36974746,0.5019376,0.39202994,0.3617728,0.559317,0.1852943,0.41374615,0.76058364
0.028170247,0.10659203,0.0121213775,0.033468194,0.033436444,-0.0020973822,0.013407642,0.11055663
0.12151468,0.12683907,0.011624547,0.08005583,0.064430095,0.0034505008,-0.009869097,0.067913935
0.11853656,0.2773769,0.22254178,0.21852179,0.2227485,0.00067548547,0.14544336,0.22475478
0.12939714,0.24363825,0.14828795,0.17906515,0.13567545,0.008632288,0.19128715,0.13116421
0.09327857,0.114736915,0.010571929,0.070853405,0.03902611,0.0041409777,0.004919529,0.06995354
0.092350915,0.045995124,-0.042155188,-0.041853853,-0.015032597,-0.014529293,-0.08834292,0.04975888
0.34039456,0.40353253,0.27238724,0.3131135,0.48799503,0.10411285,0.26321173,0.63880455
0.26397973,0.17824325,-0.02201288,0.05996246,0.13926882,0.04272723,0.09717007,0.10701641
0.045725316,0.061648197,-0.01377341,0.03504216,-0.000897496,-0.0026625842,-0.0094899945,0.13189405
0.12812129,0.10576765,-0.008169618,0.058918633,0.051205926,0.006766281,0.055120092,0.09668689
0.27492896,0.3442773,0.2184283,0.25333294,0.41121998,0.073724695,0.25467128,0.60398626
0.16626129,0.19940974,0.0448761,0.20320313,0.1153009,0.022572715,0.0569961,0.18705246
0.116894074,0.09936508,-0.01474214,0.06585916,0.040460356,0.014453101,0.061591733,0.11644568
0.061035253,0.044679213,-0.03758399,0.014058654,0.0029975032,-0.015330343,-0.020409849,0.06300145
0.087289035,0.077110544,-0.0068041403,0.046494186,-0.043189242,-0.0041373116,0.021532292,0.101035364
0.17158046,0.13820648,-0.0068742773,0.05630497,0.016219616,0.004797983,0.1079181,0.08473728
0.030170135,0.030071776,-0.015188208,-0.027486535,-0.02782871,-0.02526518,-0.025124881,0.076534785
0.07338676,0.03932965,-0.040032282,-0.016813004,-0.0029444518,-0.03511925,-0.06713337,0.04461193
0.10627557,0.099519856,-0.013804711,0.07394661,0.06367831,0.007954516,0.09477951,0.10433177
0.21121909,0.24732849,0.112163685,0.17720734,0.2613274,0.04144435,0.19468889,0.43317094
0.09926607,0.081229515,-0.010230092,0.05747296,0.025995787,-0.0010512872,0.025856983,0.08436962
0.16316107,0.16877213,0.030695537,0.13457438,0.10747817,0.011555678,0.13803759,0.1595965
0.16700874,0.27430835,0.18995613,0.2427605,0.22922766,0.014142956,0.09461042,0.14001286
0.14670777,0.17908804,0.045326024,0.15288955,0.12396716,0.012726226,0.03221811,0.087787434
0.09884993,0.14785784,0.027952453,0.07635136,0.05560475,0.003817468,0.1358717,0.18076779
0.14585595,0.17735767,0.0290049,0.070789546,-0.008490179,0.0006762473,0.112853006,0.10389251
0.29818487,0.21432564,0.011398729,0.18389072,0.21807264,0.060908202,0.14915712,0.28979784
0.14813551,0.20204633,0.060733464,0.16064422,0.14444365,0.0069977446,0.15541457,0.22956532
0.20014374,0.17140694,0.020527488,0.1185921,0.15527289,0.024476234,0.12615581,0.24750327
0.54910344,0.55916846,0.40417206,0.36578506,0.45090446,0.2632621,0.5165635,0.42582142
0.32294613,0.24179524,0.036229376,0.18768367,0.278223,0.06273819,0.1792767,0.34178913
0.1861773,0.091409296,-0.03511252,0.07782123,0.06430794,0.030493557,0.0074886736,0.1287415
0.12291938,0.14241533,0.00046027405,0.045866206,0.1622482,0.010080011,0.1100176,0.10949858
0.11713126,0.18873282,0.08022143,0.1488314,0.09498205,0.0035539,0.11767319,0.12688816
0.08886904,0.13012731,0.02480335,0.09655028,0.042830996,0.0060318997,0.07516402,0.09143222
0.19157021,0.265553,0.08755049,0.26804274,0.18171598,0.018923506,0.060668036,0.16012064
0.31073257,0.34429106,0.16193755,0.19951604,0.38605285,0.07020149,0.25158244,0.372971
0.14786789,0.3921615,0.47424597,0.27795163,0.3396856,0.059546646,0.33416805,0.3999708
0.10705656,0.2304083,0.14375395,0.17182107,0.11246017,0.012095966,0.20286074,0.1322306
0.10737699,0.07740139,-0.014339978,0.040324315,0.012273117,0.010713565,-0.0004694704,0.052319717
0.09318869,0.059039682,-0.005326459,0.007882415,-0.02479654,-0.009050193,-0.049900595,0.08084967
0.22198927,0.23663762,0.08243614,0.18970057,0.21596593,0.034097046,0.19720833,0.30669928
0.12754808,0.101299435,-0.043908108,0.07326035,0.032987975,0.011779393,-0.0039542243,0.06497347
0.17056537,0.12734643,-0.019230803,0.08156227,0.07943833,0.019370638,0.0125899995,0.1071444
0.13537884,0.18378502,0.052386783,0.08322734,0.079681784,0.007861472,0.15959316,0.17287269
0.3007149,0.36727592,0.17569825,0.27249834,0.3182581,0.09301444,0.31674814,0.36865774
0.03040019,0.017917037,-0.03609336,0.0027937193,-0.010994012,-0.028300066,-0.02888276,0.047650322
0.18404846,0.20378514,0.05930115,0.1476646,0.18225563,0.03297416,0.16211484,0.3466541
0.08313791,0.067163914,-0.022367034,0.038571842,0.002367911,0.008578903,0.018445395,0.077055685
0.15993297,0.13116962,0.0059701963,0.029176738,0.053681217,0.014363873,-0.03452117,0.15631036
0.25630897,0.21824509,-0.0039678495,0.18857957,0.15615875,0.03866862,0.05928328,0.13796109
0.40547538,0.5306581,0.433388,0.36443087,0.69485927,0.15870972,0.35943803,0.89996606
0.05726193,0.041878894,-0.020668382,0.015092315,-0.03246057,0.0027923798,-0.092366904,0.038412467
0.12177175,0.153725,0.026494427,0.083297886,-0.00812554,-0.0020436058,0.09815258,0.07448925
0.45071852,0.46066388,0.28220603,0.2353312,0.49023846,0.17577216,0.4028128,0.3999439
0.29207402,0.22997664,-0.001901224,0.1909151,0.20739454,0.055047136,0.08673452,0.20224367
0.051535487,0.057781473,-0.012621721,0.018606866,-0.01997531,-0.0008172281,-0.0049466044,0.090999335
0.28299487,0.18618655,0.003161267,0.16096568,0.1578,0.055388693,0.04191169,0.23273993
0.28577447,0.4370474,0.3199304,0.32998592,0.44803908,0.13759261,0.3611581,0.6008855
0.13885406,0.22415432,0.1279907,0.18144208,0.13519005,0.006621399,0.103431225,0.10817457
0.093513235,0.09444977,-0.018417262,0.043271765,0.015690602,-0.011131952,0.119458646,0.082827166
0.19352129,0.1940145,0.022643726,0.18185271,0.13184336,0.0269472,0.15469056,0.13547537
0.1475654,0.13945389,0.022906026,0.11108695,0.09634944,0.013404054,0.12667339,0.16807677
0.3121376,0.33402106,0.13800298,0.3078769,0.30976987,0.079168476,0.12664323,0.30737105
0.23333517,0.26672632,0.13686813,0.18511488,0.30361417,0.040397424,0.21155304,0.44874096
0.1989312,0.17293407,0.02051843,-0.033702604,0.15433154,0.023064274,0.16827308,0.07689604
0.2909947,0.35329762,0.20005877,0.19851023,0.17777833,0.09373964,0.2732,0.24158917
0.15644883,0.14068475,0.00870158,0.11323558,0.06919531,0.016633075,0.06952395,0.08672397
0.14890802,0.23253344,0.17412782,0.13053036,0.06677057,0.014500595,0.07817279,0.10625045
0.06677368,0.11085698,-0.0012401179,0.061943866,0.05384896,-0.0045528943,0.021688092,0.106129
0.2007747,0.2348798,0.090602376,0.04951843,0.09985936,0.039931502,0.20598736,0.16596043
0.08884438,0.07261993,-0.019732608,0.045464702,0.024679068,0.017870527,-0.0013136752,0.12044846
0.10092525,0.10636091,-0.0071971267,0.09851196,0.03549271,0.020497158,0.11207682,0.12887123
0.092382245,0.048268974,-0.023249641,0.034657642,0.0038762996,0.012521259,-0.011232011,0.0788585
0.10838371,0.08132062,-0.010666298,0.06397472,0.041828983,0.014307038,0.0589262,0.13558018
0.09253739,0.10777961,-0.017386382,0.07057169,0.039196916,0.008873125,0.024576018,0.08420614
0.10570971,0.09654109,-0.01222508,0.06715442,0.009154957,-0.0056086555,0.07209349,0.061350264
0.15189216,0.23788778,0.113901846,0.15968037,0.097021855,0.0040011005,0.17476863,0.13119757
0.113758385,0.13104576,0.015215391,0.082754,0.0523287,0.0043144776,0.09422299,0.05834064
0.20357049,0.20512354,0.056795202,0.18242253,0.1631262,0.030836936,0.12643005,0.20841208
0.15310484,0.23252183,0.09401759,0.1595764,0.21897103,0.034003634,0.15179351,0.43940824
0.21614568,0.27059478,0.1231698,0.18343037,0.27428913,0.033802345,0.23350234,0.4003451
0.093369804,0.075544365,-0.015663294,-0.006072635,0.020866979,-0.017231066,-0.057238255,0.09164385
0.051247098,0.043886475,-0.03316571,0.029500376,0.026010197,-0.016876515,-0.002137905,0.05763086
0.29022187,0.32134655,0.09527811,0.16108356,0.16158225,0.060322713,0.24922371,0.15873004
0.35543597,0.416493,0.26460752,0.20830782,0.38543126,0.11872757,0.34374568,0.36712748
0.18156004,0.1859169,0.04806316,0.18413047,0.13265947,0.027804006,0.05292249,0.16687769
0.17453979,0.13036832,0.0015805252,0.10391349,0.08747598,0.012512841,0.01404903,0.11537052
0.115295544,0.08722922,-0.008322243,0.04769358,0.04028693,0.008284337,0.04794403,0.09267816
0.099839374,0.14520442,0.014519956,0.050875895,0.0008765124,0.008563462,0.07484725,0.12386008
0.1695199,0.20398486,0.05256473,0.111470565,0.10304325,0.009352815,0.14765535,0.15671997
0.24252778,0.26942348,0.105740495,0.20567793,0.29193735,0.054013472,0.24467905,0.47108087
0.17915457,0.258694,0.13614757,0.25798354,0.24384299,0.0030149324,0.061391365,0.12397709
0.22267531,0.25623822,0.09636987,0.19130665,0.24467449,0.033646777,0.19608624,0.35174373
0.08241849,0.13903293,0.017605571,0.10306851,0.050860666,-0.0046598744,0.011876095,0.09706915
0.15420878,0.25884444,0.12326611,0.18965833,0.21896756,0.03330102,0.16906641,0.38547218
0.13227864,0.13391557,0.005874788,0.09911931,0.08714814,0.016063012,0.041736804,0.13095537
0.30369145,0.4793748,0.54027575,0.39747298,0.4612516,0.14467545,0.3168316,0.35058615
0.12203282,0.09502615,-0.014327591,0.0068600164,0.025913544,-0.010820891,-0.07034178,0.13547933
0.08859144,0.06606485,-0.016430093,0.04209405,-0.0121341925,-0.009216145,0.022762034,0.050388042
0.32931465,0.3147453,0.08433952,0.36046773,0.26031274,0.052954134,0.097356394,0.21487518
0.20924509,0.2982309,0.16089275,0.20983823,0.33671457,0.05409294,0.20388211,0.5662143
0.16028331,0.20441107,0.043491833,0.15931089,0.13036035,0.031004261,0.19058369,0.1943379
0.15747721,0.17022133,0.043065306,0.15162395,0.11784087,0.007993945,0.14533506,0.17724708
0.12720935,0.21184222,0.066413015,0.19457261,0.11196755,0.019352563,0.09921454,0.17272766
0.100227214,0.109822035,0.0047206567,0.03187255,0.009314788,0.012547175,0.013444358,0.14498763
0.12803201,0.18989044,0.076082215,0.17246728,0.12700714,0.00837117,0.101492256,0.122631826
0.16210017,0.20597863,0.07705848,0.15832037,0.20232424,0.035972387,0.18023278,0.37801296
0.1440989,0.1637915,0.021809984,0.09985832,0.10068795,0.005254912,0.14428923,0.15608129
0.28712472,0.2992711,0.081565365,0.26143482,0.2426787,0.04558415,0.082895294,0.19156332
0.18337283,0.13725473,-0.01131645,0.09510277,0.09206778,0.024865951,0.028714731,0.15968627
0.18031742,0.21330805,0.049912594,0.09076493,0.017551657,0.014358361,0.122518286,0.07585382
0.09216427,0.06158005,-0.02025913,0.0338312,0.005689973,-0.0066412077,0.039398957,0.07290013
0.15808648,0.22706345,0.08338939,0.1753647,0.15900205,0.018716272,0.17742816,0.2003516
0.099517755,0.028440626,-0.03458117,-0.0072020153,-0.007803578,-0.007452629,-0.08714172,0.06771057
0.09139794,0.04573533,-0.03363974,0.017088037,0.019077405,-0.015960636,-0.022683844,0.061115123
0.44811016,0.42509195,0.18565267,0.3298277,0.35049254,0.12692773,0.31867093,0.27752402
0.20550312,0.26051894,0.108936965,0.15200284,0.09197536,0.041515734,0.052866947,0.09473932
0.38038808,0.45475397,0.32083362,0.3037059,0.49845293,0.16162404,0.40584293,0.617479
0.23154154,0.17436627,-0.012521539,0.052733734,0.0942484,0.030001886,0.07997197,0.06544344
0.10131354,0.09420831,-0.006806988,0.05754073,-0.005351588,0.0045211213,0.08103514,0.02469882
0.27247107,0.31835362,0.14818247,0.23316829,0.31825322,0.051894296,0.2580746,0.4212232
0.06578396,0.106651515,-0.0019080588,0.055637702,0.025474846,-0.0095274495,0.0010689814,0.08209429
0.30112904,0.21980086,0.0189386,0.17435002,0.20264971,0.073062345,0.13622063,0.25851372
0.07680587,0.045674987,-0.014915833,-0.035818443,-0.0184073,-0.025728462,-0.057167318,0.07353327
0.1397197,0.16906941,0.044480234,0.13098317,0.09773343,0.016181998,0.12591642,0.18053383
0.072113924,0.04291643,-0.029363506,0.025227776,-0.021734944,-0.0144338235,0.01225167,0.03965955
0.12229565,0.053481046,-0.025691628,0.0118950065,0.042970777,-0.007319268,-0.07898444,0.11205355
0.10110745,0.10690307,-0.0040167794,0.055928417,0.054746196,0.018139645,0.046968862,0.16629282
0.11579889,0.09007305,-0.008353151,0.049857013,-0.022456506,-0.0012792386,0.042120945,0.06417123
0.22241397,0.18501133,0.029808337,0.07285814,0.21142773,0.029185917,0.13316257,0.110195324
0.10100271,0.11224161,0.010104988,0.080484375,0.019483283,-0.0003148308,0.09363334,0.04772481
0.1754955,0.190246,0.053201623,0.04374884,-0.0057304446,0.037073884,0.15376277,0.11069481
