rely,data,cplx,time,pcap,vexp,lexp,tool,loc,MI_loc_aexp,MI_loc_stor,MI_loc_time,MI_loc_pcap,MI_loc_acap,actual
0.66524863,-0.27930212,0.5308669,0.43110666,0.46332142,0.8718591,0.57191,0.5985069,-0.26704884,0.49930295,0.24805017,0.10391029,0.19951864,0.420414,0.31854755
0.43972695,-0.15076591,0.49750245,0.24238405,0.4382245,0.63107383,0.41776872,0.5152823,-0.11960639,0.2774699,0.17797291,0.07027557,0.12190989,0.2399936,0.17256099
0.42357737,-0.074818775,0.49958676,0.22035375,0.41311055,0.6672078,0.36329103,0.47658294,-0.12524302,0.23729216,0.14155027,0.063786976,0.06975642,0.17829241,0.14844657
0.5699433,-0.16719843,0.65061164,0.38425478,0.50237036,0.95718604,0.6264038,0.5809442,-0.16234735,0.4168306,0.23572405,0.18144691,0.17424339,0.3617988,0.28526378
0.7450502,-0.14828715,0.6210189,0.42177147,0.5489754,0.8071908,0.6991751,0.8300096,-0.12841155,0.49282345,0.28533456,0.1742748,0.24877307,0.6376762,0.27650172
0.63987607,-0.20231059,0.5459252,0.35585883,0.4961068,0.8110948,0.4825003,0.5332899,-0.3015572,0.44708192,0.19460768,0.10650306,0.16271654,0.31789738,0.2610924
0.45023182,-0.117500424,0.5265948,0.23982435,0.4408099,0.7420233,0.42374465,0.50736463,-0.13916668,0.2742056,0.15725455,0.07534302,0.08705999,0.20433354,0.1884346
0.39607444,-0.092622906,0.41597718,0.20401703,0.39349157,0.5645121,0.3840751,0.506426,-0.044651847,0.2469634,0.14869659,0.07711087,0.118501216,0.24458554,0.15300743
0.5222869,-0.123777464,0.4435828,0.30040655,0.36012557,0.5654972,0.3782825,0.51228154,-0.1337197,0.3003715,0.1829918,0.08968275,0.09454696,0.2687247,0.18763171
0.70368415,-0.3660185,0.67885333,0.4218727,0.62124944,1.0425179,0.6879988,0.73085254,-0.22368303,0.57189053,0.33114505,0.16916686,0.31299216,0.5537916,0.27800706
0.7580843,-0.22098719,0.58415973,0.43082705,0.5463735,1.1002923,0.6881813,0.61274683,-0.39261892,0.5475903,0.23990712,0.16149333,0.17835163,0.37487093,0.35440254
0.45807672,-0.16426107,0.48607183,0.32745814,0.38037455,0.75780904,0.47070226,0.5237596,-0.17359656,0.3039824,0.2091684,0.10862268,0.0738907,0.24485205,0.19532911
0.88986194,-0.3209574,0.6192193,0.5885152,0.5805468,1.2240794,0.8719605,0.7055943,-0.45276538,0.71866167,0.27195558,0.17837524,0.26170313,0.47164008,0.45074454
0.57857126,-0.2943774,0.6634656,0.44432393,0.5556915,1.0409861,0.7261636,0.6244797,-0.22899437,0.5370219,0.28879428,0.17019477,0.25073165,0.42747268,0.28298962
0.4353274,-0.066051155,0.48564574,0.26005244,0.387242,0.55596346,0.40573803,0.54048663,-0.054396052,0.24165292,0.15605697,0.09001615,0.10945311,0.3131844,0.1562906
0.55190504,-0.17874567,0.5258847,0.35459653,0.477255,0.82779944,0.5410751,0.5401571,-0.23220322,0.4235892,0.18038344,0.09191034,0.1471512,0.2925244,0.2732257
0.33882293,-0.022614326,0.42397326,0.13684583,0.3924129,0.49146098,0.2770747,0.4291724,-0.06907596,0.15465298,0.113451585,0.025670394,0.056105886,0.14283542,0.10175784
0.33914167,-0.037447516,0.40273592,0.16423637,0.35807964,0.45959422,0.2721516,0.42134416,-0.078098536,0.15924545,0.12163995,0.016789906,0.041373488,0.13373879,0.10373756
0.47115177,-0.1316004,0.55161214,0.26761526,0.40602905,0.68876195,0.44027272,0.5839591,-0.09278339,0.25770015,0.17332534,0.11833393,0.09604515,0.29941237,0.16943203
0.5291759,-0.17147385,0.6400628,0.36721006,0.47977817,0.8876127,0.46038672,0.54910076,-0.1748233,0.3238035,0.21170105,0.12852204,0.11160155,0.27659702,0.23703726
0.49493343,-0.14618774,0.5076332,0.35880926,0.42457625,0.7701923,0.4877404,0.49405146,-0.21088612,0.32925028,0.19343989,0.10021611,0.09842394,0.2532027,0.24404806
0.43319723,-0.090704545,0.44897696,0.18256505,0.43002763,0.6283642,0.3584102,0.47046345,-0.11198881,0.25018668,0.11950907,0.050801784,0.07689488,0.18460996,0.16514519
0.4629358,-0.023967553,0.59321326,0.32263908,0.4875458,0.74202186,0.5331423,0.61802995,-0.04618739,0.31427887,0.18163522,0.14174294,0.17203021,0.39908165,0.2013549
0.94972295,-0.37875175,0.72379583,0.57300717,0.6564373,1.306585,0.81546724,0.7037833,-0.5220261,0.7388406,0.3210119,0.21682712,0.27289644,0.49086913,0.46572742
0.80901253,-0.36298606,0.71961784,0.4277128,0.64880216,1.1289654,0.62313366,0.664941,-0.40515095,0.60789686,0.26748854,0.17864028,0.26551002,0.45122603,0.37596828
0.66033787,-0.13717477,0.66574174,0.41684946,0.5941901,0.9103136,0.76199985,0.7911765,-0.08080888,0.50405884,0.23522753,0.17425936,0.27330834,0.5376511,0.32746166
0.43547347,-0.18435141,0.4989395,0.2663546,0.4633577,0.6866474,0.430457,0.50971806,-0.1883812,0.33331448,0.2207803,0.07241355,0.16610134,0.27981856,0.17104755
0.49223232,-0.16522564,0.5590509,0.3147449,0.4797639,0.8442243,0.54358554,0.5442807,-0.20404567,0.38503665,0.18968418,0.09345884,0.13473018,0.27701768,0.2612656
0.32197776,-0.041560646,0.3978891,0.16379228,0.34730473,0.4587921,0.28481865,0.42600837,-0.07125147,0.15104099,0.12413937,0.01719648,0.038968455,0.13193351,0.09979777
0.3723211,-0.08261971,0.46639922,0.21555814,0.39472923,0.5727496,0.34293404,0.445615,-0.09157623,0.20407787,0.15143716,0.056857772,0.073237956,0.19069222,0.12374571
0.50994796,-0.04576009,0.50946563,0.28297657,0.4800118,0.5125459,0.44637868,0.6941954,-0.015308417,0.30801114,0.1667458,0.094963245,0.13992417,0.4373213,0.15563375
0.37187892,-0.04638892,0.45449948,0.17356962,0.38799706,0.5646088,0.30184066,0.42904305,-0.084473655,0.18941386,0.13360132,0.047337413,0.06865114,0.1583269,0.12758024
0.46880308,-0.07582158,0.56394994,0.2674061,0.45580688,0.7647313,0.4102743,0.5105362,-0.15789938,0.29303706,0.15693432,0.09165204,0.08487727,0.2184144,0.17724101
0.33302292,-0.02578323,0.39963672,0.124610856,0.38328084,0.4626225,0.26350558,0.42996016,-0.057194587,0.15044801,0.11058304,0.01614163,0.05829708,0.1276199,0.09432736
0.32311037,0.0013324395,0.38326654,0.116575375,0.3733046,0.43538284,0.24153435,0.41994837,-0.059570264,0.15114269,0.0785485,0.005024787,0.03380801,0.10980333,0.08252413
0.5486034,-0.12277947,0.6405704,0.3585026,0.47991297,0.92912227,0.5217241,0.56009626,-0.14172792,0.34220305,0.22559361,0.1677751,0.13450219,0.32054687,0.2460508
0.4353663,-0.05810528,0.49631003,0.21194965,0.4205982,0.67690235,0.3553196,0.4815832,-0.12807658,0.25277093,0.12668835,0.067263395,0.06603466,0.18044402,0.15468301
0.31001052,-0.050819594,0.4072369,0.14518714,0.3621741,0.45859352,0.27969146,0.43373966,-0.05778232,0.15337008,0.12954965,0.0200626,0.046545256,0.14543559,0.098304
0.38138196,-0.108356014,0.51924163,0.25714484,0.42507178,0.7446181,0.40282348,0.48359144,-0.1106253,0.3057353,0.18455182,0.12490261,0.16683759,0.29576215,0.17298856
0.37628368,-0.06387186,0.4595602,0.19835094,0.39172536,0.51457745,0.31623214,0.45589375,-0.08033788,0.19408089,0.123067796,0.04192622,0.059271846,0.18583019,0.12570184
0.53595626,-0.22630604,0.62178683,0.3090664,0.5316329,0.9286907,0.5768032,0.58135164,-0.20997763,0.41160515,0.21903269,0.11363598,0.17789352,0.31008056,0.2681217
0.3986138,-0.10077053,0.41489607,0.22673604,0.3755099,0.54019547,0.38802192,0.48821726,-0.064764634,0.25677934,0.15442382,0.059627242,0.06624775,0.20851515,0.16744006
0.70099884,-0.20978068,0.597437,0.35270953,0.55234075,1.0238112,0.4787424,0.6135487,-0.3330834,0.51336616,0.200826,0.17767072,0.16222796,0.3406212,0.27251098
0.37342024,-0.023897622,0.37080863,0.15957417,0.36132136,0.4880767,0.26561213,0.39698777,-0.1100032,0.17894952,0.10890283,0.031053782,0.058668796,0.13966595,0.118584365
0.42589366,-0.15347819,0.51125973,0.2588751,0.388047,0.6599868,0.4254196,0.52127874,-0.107853085,0.25716603,0.17695355,0.08491131,0.10708572,0.24422798,0.1530723
0.76873463,0.07878638,0.64078027,0.4150832,0.6539094,0.6987761,0.69359136,0.88226116,0.0034692958,0.44282833,0.21448438,0.167534,0.276162,0.7189774,0.2979868
0.5327187,-0.03302454,0.76065534,0.44748235,0.6602046,0.86525667,0.5731298,0.73694533,-0.030668277,0.43755686,0.22885516,0.1845623,0.25200036,0.5643373,0.24872994
0.50964785,-0.10686962,0.4771544,0.28462335,0.37168232,0.6377516,0.40672907,0.523436,-0.13530266,0.28100273,0.16700864,0.08776406,0.09424408,0.24247584,0.18924372
0.44089204,-0.08620846,0.53614134,0.25019696,0.40086594,0.66123354,0.4067272,0.5137923,-0.08795121,0.24238713,0.16409984,0.095748805,0.08613238,0.24448079,0.16078176
0.32181332,-0.053484056,0.42100546,0.16723426,0.37544408,0.4461408,0.2808581,0.46103346,-0.055889804,0.17671265,0.13294764,0.045333803,0.07309736,0.19660556,0.11611897
0.4328435,-0.10442391,0.46212333,0.25545025,0.37810785,0.64729047,0.38674825,0.4795008,-0.13018154,0.24669908,0.16038387,0.083395965,0.056685794,0.18490107,0.15788914
0.507884,-0.12492472,0.53279716,0.30076885,0.42340767,0.6782167,0.4567528,0.5821508,-0.10021807,0.3069305,0.17801239,0.12214068,0.11327073,0.34347042,0.20195952
0.71495616,-0.32093242,0.7625325,0.5044503,0.62388897,1.1595668,0.77394974,0.73319143,-0.23819864,0.6039711,0.28061917,0.22276184,0.26349598,0.5120445,0.29447174
0.33633178,0.005369719,0.40835267,0.15728787,0.38344553,0.458117,0.2425086,0.40998837,-0.083525404,0.17537509,0.08087651,0.025116205,0.039879587,0.14326034,0.092522085
0.3806028,-0.09371032,0.48699805,0.2312038,0.38530764,0.5886649,0.34400427,0.45969748,-0.077530995,0.21001554,0.15944138,0.06538223,0.07358238,0.21504104,0.14642774
0.5976977,-0.23735096,0.54926723,0.43495342,0.452133,0.8852037,0.6153625,0.6314194,-0.19258013,0.482077,0.25508806,0.119596876,0.1998991,0.4361449,0.30228508
0.64303666,-0.18852912,0.5387491,0.4165425,0.43462902,0.880864,0.53535396,0.5670897,-0.26652068,0.41472098,0.22766376,0.14014727,0.12762477,0.3086705,0.29455268
0.43801346,-0.07589838,0.5444805,0.26610678,0.42494252,0.7246791,0.43024236,0.49263176,-0.08709103,0.27253208,0.17297041,0.10194906,0.115978494,0.23852709,0.17695323
0.3841351,-0.06868321,0.39025682,0.24765864,0.33792454,0.5012973,0.31574753,0.43291685,-0.10583511,0.21817619,0.14710678,0.04313855,0.051240046,0.1676191,0.138177
0.5368428,-0.09936705,0.58325714,0.3151836,0.47852105,0.84709746,0.46834022,0.52845216,-0.20354432,0.31889433,0.18037045,0.11644309,0.09426926,0.24048483,0.21293102
0.46349517,-0.14009342,0.5704425,0.27921185,0.46335098,0.8876314,0.5313025,0.5456436,-0.14542049,0.34284863,0.2083649,0.13425756,0.15072115,0.2885006,0.2400477
0.769958,-0.28629813,0.75689375,0.4254579,0.6452085,1.183859,0.6596801,0.64130664,-0.320706,0.5766874,0.31166777,0.2138963,0.28479025,0.46703076,0.3067356
0.4961,-0.20638503,0.5518355,0.35874915,0.46651185,0.82327074,0.57137597,0.5507556,-0.16342285,0.40563726,0.20776172,0.11872012,0.16014516,0.32745874,0.21930322
0.3967489,-0.09246418,0.46082607,0.21331862,0.42119735,0.64288616,0.4138984,0.4829892,-0.13838439,0.26163125,0.15065117,0.051454537,0.077067494,0.20307317,0.18560958
0.6250907,-0.27398017,0.6501906,0.3165437,0.5656735,1.0252824,0.5784385,0.6004338,-0.23912045,0.457792,0.25492463,0.16024747,0.2409794,0.3905367,0.27272475
0.34861997,-0.079882175,0.3749239,0.16623455,0.36476082,0.43739793,0.29867253,0.47133738,-0.029087272,0.21106417,0.13640279,0.0388003,0.08000089,0.19708781,0.10665822
0.39759943,-0.08977017,0.48940307,0.23224738,0.38099226,0.6274758,0.34704065,0.47637814,-0.099974155,0.23946801,0.16241166,0.066410385,0.053752374,0.19612357,0.15237293
0.34639758,-0.025108319,0.41488695,0.1537795,0.35693556,0.45883134,0.28439242,0.44229746,-0.06011689,0.14385593,0.11285928,0.033890434,0.04515985,0.1382665,0.09777884
1.0955404,-0.60941964,1.0770469,0.6035851,0.92399764,1.8280462,1.0661371,0.9570453,-0.5331267,0.94785315,0.41249466,0.32762834,0.45601296,0.67519826,0.5148418
1.1158814,-0.5009578,1.0438441,0.5952185,0.87240595,1.7962033,0.9867866,0.9254026,-0.53403425,0.88670826,0.3887037,0.35968807,0.3830255,0.65616196,0.5016447
0.3988656,-0.09846717,0.48194748,0.1908199,0.4292681,0.6232127,0.3447231,0.4622316,-0.11577134,0.23284875,0.14218631,0.058238648,0.08868563,0.19570225,0.13983274
0.80024785,-0.4393508,0.76335233,0.5002212,0.70552015,1.2486302,0.84925365,0.73458356,-0.36175078,0.69813436,0.38982788,0.19942364,0.3600154,0.5506931,0.36465436
0.58419913,-0.30500937,0.6728211,0.40343183,0.5678455,1.1408377,0.7946483,0.66580164,-0.25877497,0.5352221,0.29680696,0.17778495,0.23948255,0.42933652,0.3646712
0.3634815,-0.037633482,0.44279933,0.16915923,0.39617348,0.5379551,0.29892576,0.43832895,-0.088146776,0.18685554,0.12349801,0.03387566,0.056227554,0.13943866,0.11006886
0.4685787,-0.1658236,0.503944,0.29576617,0.41364947,0.7881401,0.5071002,0.50754726,-0.12824832,0.3540779,0.19205263,0.103521936,0.103163764,0.25405395,0.22346395
0.36787724,-0.11359377,0.4604174,0.2365214,0.38953295,0.59586084,0.362183,0.44717938,-0.09143551,0.21564406,0.17208928,0.0563849,0.09314676,0.22248705,0.14795034
0.5263591,-0.048862506,0.52579504,0.28523317,0.44986317,0.80279315,0.44149607,0.5000194,-0.19843622,0.3272315,0.16163485,0.10331904,0.07652639,0.22524305,0.20978348
0.52385145,-0.20508109,0.5676479,0.32489505,0.47734112,0.82725483,0.5224301,0.5277839,-0.19077462,0.37635237,0.19293047,0.11234907,0.14698696,0.29349175,0.24818929
0.43318763,-0.030619372,0.5631168,0.2631615,0.45965433,0.7675771,0.4703545,0.54040533,-0.06727834,0.2903222,0.15704048,0.1269247,0.14785044,0.31679806,0.19060989
0.4672814,-0.045810897,0.51927936,0.2304267,0.41050225,0.5372778,0.39536726,0.572497,-0.059035707,0.2140285,0.13984361,0.11164416,0.10009973,0.29839155,0.18188256
0.4166681,-0.10993752,0.4757662,0.22948745,0.39288738,0.5457226,0.32395592,0.4768221,-0.09665409,0.2249208,0.14427069,0.05252564,0.082486,0.22433667,0.14179182
0.41584376,-0.08732127,0.4982656,0.20921746,0.40183482,0.55131954,0.33912155,0.5015869,-0.09195413,0.20700487,0.13925493,0.043044113,0.06799096,0.22301963,0.13919528
0.38428083,-0.098958686,0.4506635,0.17895022,0.4151109,0.5352594,0.30940306,0.45835313,-0.12027888,0.22679107,0.13402833,0.022651002,0.08385232,0.17072627,0.12403509
0.35891268,-0.058368783,0.439898,0.19308628,0.3920359,0.5367143,0.36301038,0.46204036,-0.0738495,0.21310277,0.12812811,0.050637983,0.06286557,0.19024287,0.14180607
0.4364102,-0.11257185,0.5471202,0.2830488,0.43447956,0.7660524,0.5025381,0.52314365,-0.10305819,0.30137658,0.17251143,0.10663422,0.1290126,0.25546056,0.22340824
0.33277246,-0.0016405471,0.42427894,0.14170048,0.39085954,0.4678585,0.26815122,0.422637,-0.069500044,0.15561032,0.1095501,0.021986194,0.04666793,0.1385888,0.0994032
0.6619556,-0.23501359,0.7217475,0.43757713,0.5450359,1.0917395,0.650838,0.59037524,-0.20895189,0.47645503,0.27150047,0.20314416,0.1803608,0.37082618,0.32018134
0.4807461,-0.11849594,0.56372195,0.2604394,0.4794307,0.7377505,0.40966576,0.5101342,-0.17873575,0.3136344,0.16890171,0.08201961,0.11148606,0.23292425,0.18593398
0.37255976,-0.06728345,0.45515648,0.17019075,0.41653422,0.58418846,0.32904965,0.44708607,-0.09376286,0.19926636,0.12790994,0.05200745,0.07947311,0.18447188,0.12674743
0.37821907,-0.0840193,0.4610993,0.18503264,0.42324975,0.6234069,0.38726205,0.4804111,-0.09758867,0.2393909,0.12912048,0.05202219,0.07690963,0.18267927,0.16666709
0.49805164,-0.088256195,0.60133666,0.2919533,0.47921377,0.86147976,0.4281558,0.51583666,-0.15424244,0.35082003,0.17872915,0.12773114,0.14859308,0.27276623,0.1890232
0.34127766,-0.019437648,0.40645325,0.12987623,0.39442676,0.4795044,0.2656498,0.42206627,-0.067799985,0.15495504,0.107580245,0.021168672,0.059571516,0.13644281,0.09757434
0.3220872,-0.00090239197,0.41436177,0.12878124,0.38019833,0.45430326,0.27431047,0.43301615,-0.062824845,0.14039047,0.10572201,0.012473077,0.043974455,0.12015235,0.08757976
0.5209899,-0.12429032,0.49080834,0.31399065,0.4270207,0.66393864,0.5246233,0.60257685,-0.07221344,0.34345058,0.2022668,0.11282461,0.15734632,0.37797338,0.22056969
0.54426384,-0.036204267,0.42255855,0.30292246,0.40183878,0.6662488,0.38539234,0.44131774,-0.23920196,0.3255207,0.13417952,0.090344064,0.06532486,0.20416635,0.20241733
0.405867,-0.068596244,0.5060197,0.2361173,0.3926647,0.57737833,0.35681286,0.4745657,-0.09000169,0.2122811,0.13957281,0.06376793,0.0669305,0.22014488,0.14558136
0.42716178,-0.09850231,0.50954074,0.23303819,0.43275812,0.6098323,0.35184988,0.46780038,-0.12094253,0.22773525,0.14125071,0.04717852,0.07519266,0.19961,0.15859406
0.5389385,-0.114491805,0.59062153,0.32402053,0.44985855,0.75389194,0.4297386,0.5050831,-0.1291647,0.286262,0.18350837,0.15389758,0.10714202,0.26662084,0.21983245
0.93277925,-0.48445818,0.75902003,0.58233726,0.7867965,1.4319214,1.0288259,0.9106825,-0.263795,0.869267,0.4232856,0.2718844,0.45147055,0.7792735,0.37882018
0.52295864,-0.15720294,0.6231861,0.32176661,0.4940231,0.80185556,0.45909438,0.54102224,-0.18065113,0.31800106,0.1923331,0.104151495,0.1126499,0.27058744,0.2263237
0.37256423,-0.0755166,0.40656292,0.23628697,0.34970918,0.52338094,0.33188745,0.43796155,-0.11342701,0.21367201,0.15062387,0.047857977,0.045720454,0.17466494,0.13928007
0.54230654,-0.1556278,0.6639785,0.34990412,0.51551265,1.0674734,0.61686194,0.5768438,-0.15686743,0.42218632,0.24200651,0.2005502,0.21623543,0.38802958,0.2570239
0.3630328,-0.08587289,0.45130357,0.18173885,0.3703751,0.51207125,0.33365443,0.48108092,-0.06497225,0.19167133,0.1361484,0.055992275,0.077114746,0.19311512,0.12226099
0.39123085,-0.06426287,0.45167935,0.25682855,0.37668034,0.53105617,0.42005184,0.5592189,-0.031434786,0.22709015,0.17249554,0.088040106,0.09115207,0.32943928,0.15104619
0.35139653,-0.030271996,0.43148485,0.20475957,0.37055334,0.5221356,0.30835563,0.45168176,-0.07600972,0.22340924,0.13919128,0.043367907,0.055265624,0.17724645,0.12694053
0.6454717,-0.25275835,0.7005821,0.45629242,0.5826449,1.0281568,0.7308556,0.73677826,-0.14514127,0.5308571,0.25891763,0.18962651,0.26223546,0.5451053,0.31873402
0.6509422,-0.21048976,0.7497312,0.46978557,0.54935175,0.9398954,0.5058048,0.62152743,-0.19239981,0.40598547,0.2753438,0.19635102,0.16393122,0.42669278,0.26286712
0.54922265,-0.17465697,0.57347405,0.29133466,0.49619296,0.7951578,0.40732333,0.5350907,-0.25281626,0.3643817,0.17739145,0.10177796,0.12208575,0.26774958,0.22736426
0.41294074,-0.13740367,0.47337878,0.27905092,0.40288058,0.6672709,0.478649,0.53688955,-0.07424851,0.29923838,0.18352097,0.11233013,0.12263693,0.30447832,0.15873854
0.48067158,-0.11346191,0.56174195,0.28214675,0.4489569,0.7527567,0.42077166,0.5066489,-0.14503948,0.2598756,0.16133024,0.09474888,0.08703305,0.22649243,0.19257157
0.5819029,-0.06117134,0.5630308,0.35323358,0.486707,0.89169693,0.5033557,0.52222955,-0.2570007,0.361647,0.17341855,0.12889653,0.0895489,0.25884956,0.2399133
0.54996794,-0.13507399,0.62412226,0.33203146,0.4818752,0.89640284,0.4931623,0.5582251,-0.18456216,0.3187987,0.2004043,0.12917364,0.107143044,0.2823613,0.23464385
0.32841325,-0.00053665787,0.41034374,0.10861829,0.40000877,0.4217086,0.26437157,0.44866967,-0.05671906,0.14217292,0.098039314,0.0052440576,0.050987314,0.14006048,0.08490576
0.6017225,-0.17273961,0.49283442,0.3606115,0.45801893,0.79346657,0.4965117,0.5151609,-0.2568751,0.39993984,0.19141304,0.110432915,0.11994395,0.2896718,0.26678592
0.35532525,-0.02255765,0.4285116,0.13739423,0.39823985,0.4827046,0.27342832,0.445773,-0.06185494,0.15552077,0.09978828,0.022422396,0.052834246,0.14748703,0.102937594
0.46632347,-0.13333409,0.5009319,0.2366251,0.43555832,0.7305087,0.4127894,0.48603526,-0.14264566,0.28567943,0.15135501,0.076961406,0.09782195,0.22044703,0.19072762
0.41469428,-0.06950644,0.47053036,0.21842602,0.37231562,0.5470943,0.3324034,0.4631187,-0.08466573,0.19632776,0.13884866,0.0744206,0.052340005,0.17776701,0.14421415
0.37946048,-0.09549935,0.39064753,0.20796174,0.35388583,0.4779798,0.34406367,0.49888465,-0.04729479,0.22692566,0.15173258,0.061838947,0.070490226,0.2541959,0.12669267
0.5125597,-0.09615205,0.55720335,0.29054633,0.46503276,0.7945257,0.45446956,0.51717734,-0.19063091,0.31892112,0.16633704,0.093356974,0.0850198,0.22379012,0.20375463
0.57858443,-0.22974716,0.5556159,0.36070842,0.5146823,0.8355443,0.56485987,0.5561337,-0.27379808,0.4329716,0.22588412,0.09644655,0.19317979,0.33680844,0.26115054
0.48117283,-0.11281875,0.52118134,0.3282605,0.4628908,0.6266024,0.46990305,0.5797726,-0.07474038,0.34366617,0.19817883,0.08215513,0.15433498,0.3789052,0.16639274
0.5756485,-0.11509737,0.49905053,0.38589287,0.45779294,0.6965643,0.55092156,0.6359438,-0.075068116,0.3980167,0.23528394,0.1310164,0.19529057,0.4691175,0.24241336
0.62060547,-0.20917772,0.5540537,0.36594537,0.4724253,0.78000426,0.5891967,0.70564526,-0.11980541,0.42532203,0.23273507,0.13861287,0.188214,0.47143644,0.21745738
0.33339545,-0.035332296,0.4376064,0.15403116,0.36244926,0.49225897,0.3134716,0.4593731,-0.06404784,0.14781833,0.124684945,0.030068174,0.053915005,0.14312579,0.10176674
0.40312365,-0.08648777,0.48161086,0.20151845,0.41789436,0.5910282,0.31480718,0.4609524,-0.11569534,0.22035843,0.1416444,0.044746682,0.06954217,0.1702279,0.1389144
0.43942115,-0.0941425,0.47938985,0.23993242,0.38591298,0.57880574,0.44005665,0.5808283,-0.05732889,0.23388807,0.14856291,0.099277936,0.09842238,0.2952408,0.15441066
0.59521323,-0.3064958,0.60449165,0.36837095,0.54005945,0.998185,0.64707494,0.6091734,-0.21219328,0.50335425,0.27659827,0.15490088,0.24416798,0.43599597,0.26624584
0.56117374,-0.18600434,0.57088834,0.30895832,0.5113558,0.7669121,0.44280016,0.511521,-0.210226,0.38898066,0.21902391,0.1141062,0.17616992,0.30788648,0.24190705
0.58324265,-0.1297158,0.49088648,0.34622335,0.4165237,0.7410927,0.42366713,0.48503307,-0.23032811,0.33796343,0.1944547,0.11469639,0.09348889,0.2671222,0.230419
0.37474427,-0.105945304,0.4770609,0.18705413,0.41786024,0.6468405,0.3587709,0.4631632,-0.10505585,0.22610447,0.15627313,0.0639989,0.105743244,0.2022985,0.13853072
0.61050916,-0.19884261,0.64756066,0.3361855,0.529702,0.8540392,0.4126785,0.5694939,-0.20869783,0.3608114,0.1981328,0.1319085,0.13310759,0.30041245,0.23519024
0.31297874,-0.036422748,0.43352106,0.16573516,0.3537786,0.4804563,0.268572,0.4272366,-0.059506994,0.15198474,0.124055445,0.02717571,0.048972737,0.15946288,0.0956167
0.69535273,-0.32901376,0.7758185,0.43319356,0.6356245,1.1373932,0.6790141,0.6730616,-0.31363285,0.5372298,0.28266922,0.18026039,0.24814996,0.41725197,0.3177997
0.609251,-0.2323624,0.55021983,0.44096196,0.52141106,0.8671876,0.645839,0.70066994,-0.13056295,0.4970304,0.28598297,0.13579896,0.26654974,0.5589984,0.26587147
0.6966628,-0.32364485,0.73516184,0.39819324,0.67099875,1.2061808,0.8182,0.71995026,-0.30427587,0.6066791,0.26213098,0.17281845,0.27418062,0.45097366,0.38794285
1.0777999,-0.53565496,0.8460845,0.7054448,0.77126217,1.5679756,1.1227208,0.8818302,-0.4823253,0.9410452,0.4387372,0.2547111,0.43510398,0.7163023,0.5478586
0.6179588,-0.20768975,0.52562696,0.3951402,0.48028255,0.9234026,0.63142943,0.58146644,-0.27082694,0.47923195,0.20679384,0.10538361,0.16334023,0.32490772,0.3276109
0.4267787,-0.067093834,0.506345,0.23626968,0.40505773,0.6667402,0.36716133,0.45205155,-0.11551191,0.23253238,0.15557417,0.079252385,0.07885885,0.1910766,0.16509768
