har,nlan,telonuse,t03,t09,t10,t11,t12,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t08,MI_size_D_t03,MI_size_D_t10,MI_size_D_app,MI_size_D_t15,MI_size_D_telonuse,MI_size_D_har,MI_size_D_ifc,effort_D
0.8635549,0.27538037,0.17969505,0.39816397,0.8416082,0.7007067,0.4874524,0.615519,0.018645491,-0.043968495,-0.05528963,-0.018795999,0.0044517964,0.14519544,0.056231964,0.01553772,0.09772675,-0.17868167,0.17796354,-0.03170639,0.153227,0.02520246
0.90638065,0.3998542,0.34706622,0.37125313,0.86876976,0.742429,0.62088853,0.60729325,0.032180037,-0.034900427,-0.046311673,-0.01773753,0.049455225,0.15250948,0.066505,0.05675793,0.11752647,-0.1421164,0.21578117,-0.002929803,0.17178038,0.019450266
0.9134819,0.2590245,0.1536802,0.54397756,0.9576004,0.7210781,0.5199737,0.6238426,0.040577456,-0.03363937,-0.032595694,0.026896577,-0.0011383258,0.19241059,0.101669714,-0.046728656,0.10971707,-0.17006649,0.2502166,-0.06811744,0.20523983,0.02253148
0.6173384,0.16080064,-0.21181098,-0.5325701,0.34121686,0.4552161,-0.16907027,0.508381,0.028785303,0.05044852,-0.11529441,-0.018741718,-0.004439054,0.17608818,0.0057845674,-0.05323081,-0.2293398,-0.13023846,0.09457201,-0.065425634,0.11969029,-0.22728291
0.9295549,0.6078836,0.5280163,0.3945494,0.9655429,0.89823633,0.79894537,0.6615314,0.089399904,0.030825544,0.032904223,0.057911646,0.14577618,0.24318229,0.14592762,0.12781839,0.20628563,-0.04547842,0.30613786,0.07067925,0.26340306,0.0456393
0.9122086,0.2999918,0.20880051,0.56016076,0.9459606,0.706809,0.5777402,0.62749344,0.055220958,-0.006062894,-0.026878454,0.029325392,0.029037513,0.19764516,0.10289155,-0.0093760695,0.13722157,-0.14639747,0.23122936,-0.043951552,0.2129519,0.043583773
0.6362283,0.135211,-0.24733523,-0.5394949,0.28230023,0.40874705,-0.28258595,0.538961,0.0056466907,0.060072217,-0.096688345,-0.013591804,-0.007306993,0.1880218,-0.016517205,-0.10710086,-0.25469482,-0.096023306,0.09896693,-0.110533044,0.14104512,-0.2534717
0.78255993,0.18279998,0.08218141,0.33706996,0.7691323,0.5763594,0.3728187,0.5295842,0.023459319,-0.02819347,-0.05724919,-0.012469989,-0.017049989,0.14460891,0.043143626,-0.047336053,0.038411018,-0.17963912,0.18670568,-0.0674423,0.13170731,-0.022040641
0.91596085,0.28672838,0.1732654,0.5730451,0.9899875,0.74294144,0.5538314,0.6451996,0.06505091,-0.020976424,-0.027655197,0.05151793,0.0019145831,0.21416193,0.12235567,-0.045668244,0.12495901,-0.17604613,0.26497203,-0.061387617,0.21743244,0.05118054
0.92423797,0.33975714,0.25287104,0.6055644,0.98683393,0.7412545,0.62240607,0.6336127,0.062374346,-0.003112236,-0.026018938,0.03736419,0.05047112,0.20394255,0.12097047,-0.012137309,0.15771632,-0.13426447,0.25980538,-0.041239966,0.22249442,0.059473865
0.8477888,0.23802124,0.14919227,0.22994295,0.8078914,0.71431106,0.43806645,0.5950902,0.0073435456,-0.051293954,-0.06153806,-0.025268074,-0.020340942,0.120698236,0.039351862,0.017293978,0.050258104,-0.21328908,0.17724074,-0.017741468,0.13114315,0.023398153
1.2965213,1.3834441,0.3811336,0.7103402,1.596488,1.7017995,1.8297437,1.0883225,0.5430836,0.68851656,0.71484154,0.7158806,0.8333068,0.8634615,0.89141095,0.48332936,0.68597376,0.5722701,0.7324709,0.3913312,0.9166912,0.36643034
0.9188576,0.28467995,0.1789565,0.56258386,0.9701535,0.74024075,0.55731225,0.6451399,0.06313111,-0.021956313,-0.035805047,0.03844877,0.0010650903,0.20384173,0.11037633,-0.038953066,0.12264271,-0.17522143,0.2537829,-0.064754486,0.20991535,0.047062717
0.76629615,0.20181274,-0.39776984,-0.9797881,0.24031374,0.5135709,-0.53781044,0.7072241,0.0034956671,0.10197628,-0.08948254,-0.007208217,0.0172,0.22889304,0.004950868,-0.12188251,-0.34528476,-0.06185477,0.08723685,-0.13102554,0.20926894,-0.3565589
1.04495,0.40045753,0.2311763,0.72284126,1.1525613,0.86763215,0.73828113,0.71198434,0.111931056,0.042122662,0.031723864,0.117731184,0.07909396,0.31949732,0.21244551,-0.018225437,0.20362133,-0.11527905,0.33482698,-0.030124728,0.3619253,0.08347998
0.89526963,0.3921613,0.20983712,-0.2242125,0.70532656,0.8696657,0.41213793,0.699962,-0.055827897,-0.033705473,-0.03915429,-0.10327247,0.011688251,0.05885444,-0.01327628,0.16272372,0.008831102,-0.22963682,0.07730284,0.116845384,0.12445891,-0.032814518
0.59649396,0.13061891,-0.19569099,-0.37435904,0.30420193,0.38258672,-0.17981383,0.4887237,0.0046096295,0.046568584,-0.09993784,-0.015897797,-0.013592444,0.16900307,-0.014892087,-0.091707945,-0.21083519,-0.10913986,0.09459753,-0.09572293,0.11498672,-0.2199221
0.8695849,0.4491457,0.36708844,0.13849515,0.80474144,0.8325963,0.5737539,0.6389023,0.012366183,-0.03822791,-0.025559768,-0.043016177,0.044423006,0.127613,0.06589237,0.11087197,0.11565818,-0.15290356,0.17979668,0.057114944,0.15675814,0.01446538
0.81940067,0.4101103,0.23221663,0.4952269,0.8906903,0.73396796,0.613982,0.5954362,0.109947875,0.046523865,0.007334985,0.08303414,0.07109132,0.24800663,0.14467885,-0.0035733087,0.12879269,-0.08891885,0.2663794,-0.016176123,0.2615958,0.05032394
0.8173285,0.32381678,0.13843131,-0.25641567,0.6021172,0.74920756,0.3174171,0.620962,-0.04329749,-0.02281307,-0.05467593,-0.083263725,-0.015948003,0.06454978,-0.023120442,0.122092366,-0.03978298,-0.22142026,0.090692475,0.07688084,0.107413836,-0.05960478
0.9143309,0.44020596,0.21722026,-0.3864895,0.67984265,0.90723777,0.40407616,0.7281905,-0.04082037,-0.00010044873,-0.02283052,-0.07020122,0.006108772,0.0838869,0.002180379,0.18234804,-0.02399127,-0.22055514,0.094585896,0.13458422,0.1454551,-0.04838827
0.8789725,0.2630973,0.14605847,0.44937178,0.90374583,0.7165531,0.46656436,0.60743237,0.05668024,-0.017363511,-0.04606585,0.052499022,-0.029684762,0.23058683,0.11042777,-0.0673275,0.06854391,-0.17992467,0.27266967,-0.070092455,0.2214753,-0.008234218
1.545095,1.9448823,0.5055257,0.76746964,1.9328793,2.18266,2.4463573,1.3288214,0.76249504,0.94285357,1.0567497,0.95921177,1.1990496,1.12177,1.2562999,0.7509999,0.9774134,0.8815608,0.94604015,0.6041461,1.1413659,0.5584801
0.7912088,0.15606141,0.033388656,0.20526865,0.75937593,0.6148599,0.2665648,0.5513261,0.03222348,-0.0099864425,-0.06941159,0.034315713,-0.038267463,0.20931055,0.045834254,-0.11036013,-0.050266113,-0.2154874,0.26286665,-0.078722835,0.1442529,-0.06750639
0.8865084,0.310632,0.18838792,0.08888907,0.7647789,0.78630304,0.46648476,0.6493166,-0.028937522,-0.05814644,-0.05798532,-0.07042697,0.0054945424,0.09325752,0.021297824,0.08223197,0.06350903,-0.22850019,0.13643858,0.037768193,0.1258922,0.0054730214
0.6588246,0.12660494,-0.0996896,-0.16727719,0.4335655,0.42774436,-0.020640694,0.4882757,0.000115249306,0.020535551,-0.09996176,-0.015283986,-0.034680568,0.16800864,-0.01714785,-0.08892971,-0.15425411,-0.147724,0.1338415,-0.089959815,0.10616714,-0.16909507
1.0178623,0.6124642,0.48298573,0.64205045,1.1329042,0.90320736,0.91244525,0.69141823,0.14277124,0.092655115,0.072117455,0.1521854,0.16282755,0.32719907,0.2232733,0.081751645,0.24732207,-0.029276602,0.38502535,0.04391609,0.37599546,0.102747105
0.9642821,0.7828454,0.59168303,0.47601292,1.0361203,0.96471304,1.0037642,0.681633,0.18487988,0.17176607,0.14042392,0.18967974,0.27477038,0.35929024,0.24036486,0.18263407,0.2853815,0.1059424,0.4079662,0.14112283,0.36410877,0.107740544
0.8671163,0.9843122,0.30395582,0.33361036,0.9816496,1.1023266,1.2008106,0.7018802,0.33090085,0.41874766,0.4455959,0.3810383,0.5250742,0.512028,0.5079529,0.40265638,0.39883798,0.36371708,0.43872976,0.30640873,0.46504745,0.22646293
0.8156859,0.30731887,0.15885231,-0.040762253,0.6784173,0.74785864,0.39179677,0.6184841,-0.033795636,-0.055436462,-0.05667662,-0.08713387,-0.0037092064,0.06566296,-0.003612319,0.09365152,0.020802386,-0.22762977,0.10187368,0.049309082,0.10816807,-0.022738466
0.7980718,0.4185964,0.24788196,0.12281671,0.7219517,0.7488803,0.46674454,0.6169597,0.0068159476,-0.03958689,-0.014549039,-0.0363398,0.010794118,0.1132112,0.041574653,0.08496025,0.07456024,-0.15961713,0.1341223,0.06681947,0.16557963,-0.015132835
0.84915006,0.27977663,0.18818422,0.28515798,0.78705835,0.70418954,0.46820414,0.60560954,-0.0005151555,-0.050341338,-0.053075697,-0.04218545,0.008664742,0.11938756,0.036318053,0.043995664,0.08504762,-0.18498439,0.15778257,-0.0061999783,0.13466209,0.013063595
0.9755312,0.2783499,0.15578035,0.57889515,1.038997,0.80456144,0.57242584,0.68453985,0.07224195,-0.01583796,-0.031661503,0.07228145,-0.0134757515,0.25095272,0.14223985,-0.062406484,0.12211202,-0.19384171,0.29056963,-0.07208404,0.25420552,0.041296728
0.8739485,0.36387083,0.2899352,0.45282528,0.87143326,0.6949263,0.5825599,0.6055469,0.041051745,-0.010891919,-0.026979845,0.0057903137,0.06019444,0.15994179,0.069249615,0.034962036,0.12843275,-0.101486295,0.22034952,-0.005108189,0.16546077,0.024509497
0.9878297,0.5201551,0.39008498,-0.13977727,0.8395104,1.0198572,0.6066551,0.78049403,-0.041299757,-0.037377927,-0.012421936,-0.08546972,0.050664283,0.08814497,0.021191578,0.21480973,0.10182606,-0.20251,0.12985215,0.15655585,0.1642116,-0.0023877546
0.89220846,0.27978587,0.18523717,0.54905915,0.9433282,0.7014922,0.53665906,0.6208397,0.04637757,-0.02732737,-0.025756918,0.030465636,0.010000557,0.18116073,0.10762617,-0.0232324,0.13061944,-0.15880023,0.22940542,-0.058388513,0.19317092,0.035634995
0.9356626,0.48476276,0.40508756,0.5730741,0.97410053,0.7592878,0.7369759,0.6110365,0.08429989,0.020568095,-0.010876626,0.05716235,0.098237514,0.23325387,0.12762114,0.03659432,0.16129774,-0.07490614,0.28604096,-0.004529014,0.24527061,0.060016982
0.95476365,0.49249396,0.26815376,0.62398195,1.060928,0.85102504,0.783039,0.67826074,0.15482853,0.105921134,0.07470886,0.15476009,0.13163663,0.3385329,0.22294155,0.030261632,0.21184047,-0.053539526,0.32931134,0.0061595123,0.38240916,0.08509802
0.90195084,0.621549,0.48703492,0.06326165,0.8577151,0.9729688,0.70295554,0.70913726,0.02771952,0.007775473,0.025823861,-0.005135401,0.104444295,0.17061183,0.07859655,0.18515877,0.1487335,-0.08857359,0.24197002,0.13794975,0.2320486,0.0040737316
0.8718314,0.41037676,0.33696762,0.26582032,0.82138234,0.7748003,0.58826715,0.6135686,0.021130323,-0.03770849,-0.038703583,-0.02901189,0.047165662,0.13711742,0.05315571,0.08123627,0.10627784,-0.15064707,0.19813994,0.026754837,0.15789405,0.0130479485
0.89505714,0.39736518,0.26016316,0.561745,0.93548036,0.68384653,0.61840194,0.6146874,0.071545,0.018997602,0.0032909587,0.052498218,0.074411266,0.21344632,0.13464962,0.023504658,0.14439955,-0.07906276,0.25564036,-0.004681565,0.23758559,0.055162847
0.9882153,0.62778234,0.55590475,0.26169333,0.98426145,0.9942802,0.7602677,0.7751058,0.06032415,-0.028854735,-0.005334031,0.01699967,0.0807289,0.20097901,0.13434099,0.13079008,0.19284263,-0.108279996,0.2672989,0.0657876,0.23853254,0.047151804
0.9434121,0.46097368,0.30392763,-0.13323516,0.7789381,0.9474646,0.5123177,0.74763197,-0.05736703,-0.040051103,-0.024445374,-0.08669573,0.03463582,0.06661159,0.015417576,0.1872583,0.07398315,-0.21162358,0.104340136,0.13321693,0.15302674,-0.0028722137
0.8481257,0.2698946,0.18210177,0.22746843,0.75180864,0.6800314,0.45233482,0.59603345,-0.014751408,-0.051666334,-0.055805877,-0.06253308,0.011622012,0.09682338,0.014509197,0.048268985,0.07203171,-0.19112568,0.14326845,0.0022916757,0.11450812,-0.00032274053
0.8172735,0.17583513,0.06695543,0.30823433,0.77764267,0.60827357,0.3431691,0.5379531,0.015651882,-0.032337837,-0.06995032,0.0051956475,-0.03607,0.18724446,0.05685425,-0.08253805,0.0057153925,-0.19653717,0.22436666,-0.082408145,0.15470238,-0.05151307
0.64742315,0.16308123,-0.09175646,-0.3601951,0.40724927,0.4898514,0.0021057427,0.49915862,-0.0022659525,0.007524785,-0.10408951,-0.046348676,-0.023066506,0.11221615,-0.023341838,-0.022300433,-0.15306349,-0.19356988,0.09681636,-0.045551505,0.1018628,-0.16640538
0.96760195,0.21890698,0.11948412,0.46454707,0.9527504,0.72643095,0.50738853,0.63705224,0.021707706,-0.04563522,-0.04963391,0.01841098,-0.020202713,0.19471955,0.09222491,-0.051007546,0.082795754,-0.20500231,0.22793184,-0.07293369,0.2031812,0.0057519786
0.6254369,0.15243833,-0.16469835,-0.34239602,0.34203404,0.436122,-0.15654999,0.5343727,0.007046342,0.036315583,-0.10962635,-0.0045410115,-0.023006398,0.1786193,-0.007308809,-0.10126901,-0.21067329,-0.11638484,0.12615165,-0.10826756,0.12919298,-0.22398555
0.81989914,0.25446522,0.13968122,0.34810707,0.8105027,0.6688315,0.4375165,0.5951102,0.04463711,-0.024121016,-0.040958364,0.015541285,-0.028446512,0.17407991,0.06897263,-0.032369938,0.06778586,-0.17775053,0.21767387,-0.044695918,0.17023242,-0.006064322
0.90717083,0.76910675,0.41716787,0.48314726,1.0071791,0.95759165,1.0312669,0.65871054,0.24308,0.25989565,0.24139097,0.2678364,0.32403946,0.4301639,0.33201957,0.21792401,0.3016461,0.13977666,0.40008953,0.1793103,0.4184083,0.15551862
1.0055486,0.38518253,0.2855974,0.63858384,1.0986804,0.84498197,0.70472157,0.671788,0.08524481,0.0006198315,-0.001454521,0.087567896,0.04687649,0.2873587,0.17725854,-0.013931958,0.17591251,-0.13141578,0.32376668,-0.04179396,0.31590486,0.085141845
0.98106205,0.27711344,0.16670331,0.6152157,1.0424116,0.7779685,0.583613,0.6581871,0.051044933,-0.030202936,-0.018116571,0.049935322,0.005621627,0.22085722,0.13373975,-0.043312203,0.14297001,-0.17187287,0.27158815,-0.062999114,0.24529749,0.044377536
1.4422528,2.1380343,0.30487972,0.5145667,1.785437,2.2791214,2.5255013,1.3217883,0.8178797,1.0843412,1.2786558,1.0576936,1.3793076,1.1283243,1.3750811,0.9523148,1.0401525,1.0635166,0.94091356,0.7239416,1.1103346,0.6107762
0.8707975,0.25592822,0.16498294,0.27267367,0.7838464,0.6780131,0.4567714,0.60019356,-0.011266973,-0.05541805,-0.0562927,-0.050503977,-0.0054769497,0.112262525,0.023032539,0.022649778,0.073008806,-0.19745524,0.15896118,-0.018092912,0.125703,-0.0033603162
0.8187615,0.26956284,0.06144698,0.025013898,0.74159896,0.7573875,0.3259357,0.6236541,-0.008561987,-0.037032872,-0.060750894,-0.040792175,-0.039392337,0.09432599,0.020706095,0.019411635,-0.020696478,-0.27724743,0.14975508,0.014835874,0.10528299,-0.04138401
0.87893796,0.2575572,0.19497271,0.41883665,0.8307774,0.61869276,0.48996276,0.5819258,0.008049313,-0.034299947,-0.043762,-0.02280658,0.0178411,0.12669255,0.043988053,-0.006643297,0.09684959,-0.15176578,0.1953761,-0.04951865,0.13924551,-0.008861035
0.8835968,0.5013466,0.3212007,0.5827073,0.98534846,0.7963598,0.78911626,0.6070905,0.13729033,0.09996489,0.061213776,0.13115957,0.15296054,0.3123829,0.21476738,0.08407748,0.19830404,-0.024921529,0.31204146,0.02449049,0.33256376,0.08422475
1.7826804,2.453064,0.814659,0.58569866,2.1397278,2.6122525,2.959036,1.4523436,0.8941528,1.1646153,1.3838873,1.1740316,1.4683954,1.261498,1.4215163,1.0354811,1.1425754,1.1223243,1.1421793,0.8259766,1.2313315,0.6829393
0.7318423,0.13184091,0.0064991713,0.20700741,0.6498809,0.51252806,0.22938561,0.51447266,0.009070285,-0.023165997,-0.078286394,-0.033319745,-0.030037295,0.13276257,0.0098745935,-0.06273255,-0.01190418,-0.1945766,0.15552406,-0.07128362,0.10991231,-0.05905909
0.94611895,0.79195225,0.6512376,0.25424737,0.9597403,1.0006887,0.89254147,0.69997853,0.10159895,0.08489197,0.09191201,0.088528395,0.21466456,0.26234472,0.16442475,0.20064,0.22331743,0.021852009,0.34531504,0.16236779,0.29867408,0.050454848
0.7563882,0.14911705,0.036447335,0.260685,0.695334,0.53116983,0.2824725,0.5153666,0.01350864,-0.015681092,-0.07131539,-0.014917691,-0.027735762,0.15431693,0.02642795,-0.064376265,-0.00081826374,-0.18659659,0.17691626,-0.070719644,0.12612131,-0.045326542
0.9999854,0.46630272,0.35286868,0.6256888,1.0755978,0.83148676,0.768132,0.6605399,0.0887531,0.01679334,-0.0022734217,0.09470558,0.08998633,0.29766098,0.18305422,0.008409836,0.1707889,-0.100864254,0.33146596,-0.022851959,0.31792104,0.07316305
0.6158128,0.10189807,-0.07575158,-0.028060563,0.44785804,0.38172647,0.0501871,0.44390172,0.00606858,0.0035899682,-0.08622176,-0.0453062,-0.017943457,0.12581086,-0.02120216,-0.06037389,-0.08304271,-0.15988544,0.090470135,-0.073779896,0.09011905,-0.10943889
0.9620104,0.4103754,0.25410926,0.7079348,1.0967784,0.8125794,0.7140037,0.68642795,0.12408641,0.048384596,0.024032384,0.123171955,0.08736879,0.2945302,0.21078627,-0.017274681,0.20632058,-0.10360429,0.31025702,-0.016342342,0.32541046,0.08497714
0.98100555,0.70285034,0.6112182,0.51551324,1.039292,0.91211295,0.9296199,0.67421275,0.13459122,0.08839117,0.06899845,0.11953603,0.1976431,0.2939887,0.17491706,0.12448713,0.23446308,0.017207973,0.38019913,0.09420918,0.30459484,0.09141638
0.9039518,0.5098355,0.3785028,0.063640594,0.87056094,0.9500507,0.5887855,0.69404787,-0.009383757,-0.03662241,-0.01696156,-0.031707887,0.02617373,0.11371084,0.06973544,0.13208516,0.11463669,-0.18476081,0.17341146,0.0966772,0.16915363,0.0109095685
0.9081738,0.38745883,0.2739412,0.016393492,0.77009964,0.8338556,0.51494306,0.6784496,-0.02493864,-0.054277815,-0.03885342,-0.08227435,0.029404491,0.08415283,0.020828675,0.12976891,0.08002262,-0.20928845,0.14348108,0.0715275,0.13669828,0.00084177405
0.7766436,0.17588508,0.05066897,0.34367752,0.7346163,0.5702361,0.3183391,0.5447089,0.031210998,-0.0105086,-0.065345004,-0.007828816,-0.011642449,0.1670099,0.04766744,-0.05506299,0.024930652,-0.17561974,0.18256441,-0.06910476,0.14902358,-0.029979069
0.982609,0.73612666,0.5353073,0.57214487,1.0778362,0.93058056,1.0035685,0.6717169,0.17474653,0.16104297,0.1308617,0.19119757,0.2527823,0.36609253,0.25745302,0.15389429,0.26492548,0.071975425,0.3945491,0.10702732,0.3795942,0.12704217
0.98712796,0.40078664,0.26936728,0.6615284,1.0521312,0.782461,0.68420875,0.640575,0.07323859,0.005360037,-0.01077465,0.066492155,0.056209184,0.2573449,0.153352,-0.007648833,0.1577144,-0.11584967,0.28742376,-0.045554575,0.29534587,0.062638566
0.6930366,0.12905739,-0.025194287,0.0121053625,0.5535709,0.49486393,0.15379569,0.49242097,-0.0039151534,-0.030556414,-0.091992356,-0.037083752,-0.04350949,0.11452039,-0.017934993,-0.06528142,-0.06424158,-0.21123742,0.13764618,-0.06930472,0.09352176,-0.095339894
0.8998361,0.4494848,0.38583967,0.25579643,0.8643518,0.80068463,0.641422,0.6232623,0.02445408,-0.025362652,-0.021263499,-0.01014361,0.06325792,0.1525767,0.06832576,0.095617935,0.11867195,-0.14806575,0.22513431,0.049466908,0.19264837,0.0144628845
0.88871676,0.50659084,0.38823038,0.57835054,0.9913822,0.79024,0.7722413,0.63340104,0.11085218,0.051440436,0.020255074,0.08467586,0.13131806,0.25801176,0.17063306,0.045196462,0.1929858,-0.047872543,0.30638447,0.013367791,0.28285062,0.069698095
0.91346645,0.28002495,0.2083776,0.43452302,0.8705685,0.6773696,0.53292847,0.6193709,0.01877027,-0.041802052,-0.05533148,-0.02678125,0.016114097,0.14155558,0.048620317,0.00806894,0.10763498,-0.16508238,0.19729692,-0.043114554,0.14713001,0.022627689
0.85613483,0.39644882,0.27884918,0.07224877,0.75597256,0.7831443,0.5042963,0.6337802,-0.005828481,-0.054994695,-0.042497706,-0.060752593,0.014997255,0.08208509,0.03489731,0.09218848,0.061812002,-0.19815,0.13189535,0.050152667,0.13568977,-0.017374666
0.9165374,0.40698573,0.34921178,0.44117293,0.8811519,0.7097178,0.6392132,0.5973046,0.03962483,-0.020404808,-0.03675069,-0.0049782917,0.057385392,0.15911102,0.06910166,0.043175463,0.11645748,-0.11993543,0.23476613,-0.015762098,0.17726041,0.03192137
0.74038786,0.31028137,-0.04360587,-0.69334215,0.45033172,0.64319503,0.023073304,0.58596843,-0.0046323836,0.032022875,-0.07162796,-0.062308695,-0.011440063,0.09163733,0.006966656,0.07803409,-0.1945684,-0.20472948,0.06556025,0.029441653,0.15187572,-0.18329394
0.90355253,0.88883317,0.35766116,0.4497511,1.0251714,1.0508772,1.1500707,0.6942804,0.30035195,0.36711425,0.34237906,0.3461456,0.45019853,0.5080588,0.44060233,0.2974472,0.35496557,0.26861417,0.44243994,0.22506887,0.4828157,0.1930185
0.975697,0.35381982,0.21388878,0.6971524,1.0818669,0.806047,0.65877444,0.6819299,0.0883369,0.0035459464,-0.0018759407,0.07961781,0.04389915,0.24685422,0.17412347,-0.040216558,0.17361873,-0.16158053,0.29340014,-0.05126253,0.26397696,0.07631695
0.8441938,0.32680282,0.2027051,0.4663119,0.9101438,0.73085517,0.5411781,0.60724187,0.09389666,0.01893951,-0.04340223,0.06980489,0.027745739,0.265109,0.1475726,-0.061203163,0.08955993,-0.1386834,0.2929991,-0.047498044,0.24322002,0.0015937388
0.9187035,0.42012274,0.3094071,0.6420298,1.0205344,0.76293486,0.6909889,0.63671,0.09326581,0.024748718,-0.0080163665,0.07790296,0.07905822,0.2487481,0.16227986,0.007951265,0.17884171,-0.09558898,0.2816902,-0.024403907,0.26435038,0.06978859
1.1293476,0.58118165,0.44998452,0.80286914,1.2968775,1.0040783,0.9560261,0.76451105,0.14083564,0.06930335,0.05231212,0.16585787,0.1435288,0.38749018,0.26258314,0.027283957,0.27363613,-0.067755274,0.4128077,-0.0070036724,0.4270889,0.12567073
0.6260561,0.11447914,-0.08545132,-0.0913124,0.42771038,0.40292796,0.017344892,0.4649462,0.0022135116,0.006713156,-0.09456813,-0.036985632,-0.023803681,0.138477,-0.022915652,-0.070354566,-0.112179145,-0.15875766,0.10653387,-0.08026147,0.093279295,-0.1316857
0.67432094,0.12216387,-0.047033876,-0.024369739,0.51795447,0.47025254,0.11446037,0.48816538,-0.0068269335,-0.024568439,-0.096367314,-0.050885297,-0.034394227,0.10575023,-0.026691219,-0.057842094,-0.072514296,-0.21120219,0.11110596,-0.067183584,0.08998261,-0.10171959
0.9062731,0.32116097,0.21054786,0.603668,0.9551094,0.70991045,0.5836075,0.6324083,0.06955124,0.0012439955,-0.018696152,0.042923003,0.03146202,0.21257381,0.12006877,-0.02026475,0.14364895,-0.13968202,0.23633413,-0.04795343,0.22895657,0.05042406
0.81914043,0.1995334,0.11226622,0.36377454,0.7852779,0.59286284,0.40463912,0.5651051,0.014316283,-0.03714993,-0.057612497,-0.024962848,-0.012206016,0.12922478,0.036288332,-0.029558126,0.06260148,-0.17256449,0.17421888,-0.066250354,0.12871714,-0.020760136
0.90912527,0.27398306,0.18507107,0.5571456,0.9446133,0.69734424,0.5574162,0.61439276,0.0407151,-0.02597605,-0.032743208,0.01611488,0.029545434,0.17422391,0.10126011,-0.018856661,0.13058381,-0.15804783,0.23216459,-0.046409618,0.17699924,0.04406558
0.72524583,0.12945205,0.012787953,0.18376422,0.64464384,0.49699104,0.2382746,0.49008715,0.0077936687,-0.020969559,-0.07599503,-0.027574372,-0.037762295,0.13473138,0.008251514,-0.06536265,-0.017729754,-0.19244042,0.16146354,-0.069493726,0.1093653,-0.06520236
0.9616167,0.30300105,0.1917957,0.6158688,1.0177873,0.76608694,0.6020691,0.66522235,0.06549902,-0.011383559,-0.02352734,0.046298515,0.008494422,0.22215794,0.12419176,-0.031479843,0.14537857,-0.16801345,0.25531688,-0.062364858,0.24200708,0.057443246
