size_D,duration_D,app,har,dba,source,nlan,telonuse,t02,t03,t05,t07,t08,t13,Generated_Var_1,Generated_Var_2,Generated_Var_4,effort_D
0.5292166,0.8929216,1.2693121,1.182337,1.1841754,0.806214,0.94204855,0.5785426,0.6341402,0.77659667,0.62695426,0.57841206,0.7365547,0.6854904,-0.10063049,0.4551617,0.59153646,0.33169654
-0.064347066,0.20734423,0.7597617,0.6045347,0.6761512,1.0184208,0.24585915,0.18953393,0.6069751,0.19517252,0.4355646,0.3198846,0.5610428,0.5392409,0.43365422,0.14174192,0.45264885,0.021516431
-0.07361266,0.09369743,0.5714034,0.5340885,0.6953988,1.0575793,0.35961422,0.32276723,0.57003343,0.091591224,0.5124014,0.31602207,0.53073853,0.5384722,0.4742957,0.24258628,0.45467967,0.026784662
-0.11265242,0.1411952,0.2629627,0.3030168,0.63797665,0.5705363,0.2892481,-0.24683905,0.52562463,0.3963306,0.5573753,0.16869119,0.45912957,0.5821726,0.3988844,0.4669521,0.7116221,-0.102139086
-0.12061277,0.1128159,0.6425314,0.5348416,0.7409837,1.103229,0.2845816,0.17376252,0.65232575,0.11250243,0.49498266,0.30357283,0.5678588,0.5740123,0.5434561,0.23427708,0.54839,-0.023881337
0.17943963,0.33037826,0.55617726,0.6857674,0.8164832,0.7339444,0.7108835,0.6130251,0.44008327,0.3899032,0.57814866,0.3934282,0.50151443,0.52027166,0.028640904,0.38708353,0.38992044,0.118778795
-0.1398043,0.1524606,0.4184263,0.40099907,0.68736625,0.7908298,0.23921332,-0.17237192,0.5908886,0.30954748,0.53516823,0.18898445,0.51527977,0.60560346,0.4807104,0.34577596,0.7428227,-0.112531334
-0.13652678,0.1636446,0.79490054,0.59519905,0.71327883,1.135669,0.17034157,0.051069032,0.6847122,0.19874065,0.45782566,0.32970205,0.63194007,0.6100802,0.5734137,0.147165,0.5972773,-0.05750871
0.14531562,0.39738274,0.8035573,0.70992804,0.7194735,0.75945926,0.42894578,0.3618431,0.50233793,0.33506662,0.41627192,0.32849428,0.49247336,0.46806467,0.1229315,0.2002874,0.3600058,0.13938253
-0.121316664,0.12844336,0.38010857,0.3502167,0.6197278,0.73935723,0.2559005,-0.11635402,0.55129546,0.25430256,0.49935374,0.20776461,0.49038458,0.5410635,0.44847286,0.3751673,0.6365533,-0.06453442
-0.1155591,0.08669493,0.44297925,0.45538974,0.7048811,0.93111634,0.33083,0.2150421,0.55174464,0.10107076,0.50971377,0.24170002,0.4814977,0.52491915,0.42490432,0.2725672,0.53999126,-0.02528153
-0.15160362,0.20020606,0.40648416,0.41823846,0.7637841,0.78892136,0.3136114,-0.225888,0.6551883,0.44027793,0.616684,0.2133757,0.5592049,0.72062033,0.5087059,0.47624046,0.8337384,-0.098128706
0.015563728,0.14218916,0.41073212,0.49748224,0.72065955,0.84278643,0.58128214,0.42492554,0.4342863,0.2589118,0.58506304,0.32959706,0.4462464,0.49269307,0.16352986,0.31014645,0.41147614,0.00062148273
-0.1352268,0.12649558,0.39894727,0.37166834,0.62901276,0.7889838,0.22676677,-0.093506664,0.5672043,0.23000623,0.49998513,0.2031304,0.49866092,0.54884607,0.44997987,0.33101052,0.6423706,-0.07504592
-0.13029571,0.10272869,0.52796626,0.44212943,0.64317006,0.95325124,0.23322137,0.063112654,0.5808023,0.13759263,0.4809754,0.26147214,0.5219708,0.53664875,0.47950315,0.25638694,0.54788285,-0.03665209
0.25562215,0.54364693,0.8960326,0.8065269,0.8582002,0.7012621,0.5906236,0.39049456,0.51612926,0.5120483,0.49135154,0.40400252,0.5399886,0.52442014,0.0007779272,0.26765567,0.42975163,0.17986582
-0.09265792,0.09725304,0.63140917,0.51896673,0.67699945,1.068289,0.31035584,0.25942072,0.5944606,0.09659009,0.4852529,0.3297969,0.54639584,0.5281803,0.4887218,0.22737792,0.46333855,0.009881031
-0.06691286,0.08585797,0.15390038,0.2700671,0.55603105,0.49938712,0.41180214,0.05471406,0.3862617,0.30212027,0.5452681,0.21021692,0.34941143,0.48287892,0.17791246,0.40155727,0.48965356,-0.06125836
-0.1260279,0.12526226,0.6332526,0.5239654,0.7011878,1.0724647,0.27127284,0.14445487,0.6443894,0.12937129,0.4957793,0.3013672,0.56435174,0.5813596,0.5328187,0.22419745,0.5390983,-0.014177106
-0.094597235,0.120252974,0.46432865,0.55456054,0.803763,1.0283952,0.44905767,0.36928403,0.51983416,0.14257233,0.5822224,0.26800856,0.48280078,0.56465304,0.31289628,0.22467023,0.5797069,-0.072161846
-0.10920411,0.18568765,0.6422808,0.5570429,0.7516433,1.0540216,0.2824369,0.07809674,0.67178303,0.23096403,0.5094148,0.27989274,0.53532267,0.6081154,0.5307702,0.21711724,0.60273343,-0.0437386
0.001881496,0.10852917,0.34485662,0.49492842,0.6769913,0.8488889,0.59524786,0.53360295,0.4074054,0.18357411,0.6124967,0.3245995,0.40951073,0.50589687,0.16000074,0.29739705,0.402077,0.001523111
-0.18255502,0.28923383,0.79732704,0.7521831,1.1441705,1.3982742,0.4011677,0.07605778,0.92288697,0.2708782,0.6883722,0.23892155,0.76004684,0.85852253,0.72381216,0.3790843,0.96367854,-0.15477683
-0.111357965,0.111821055,0.63218164,0.4985727,0.6556524,1.0126567,0.22928461,0.10194802,0.6035376,0.1586583,0.47151032,0.31514335,0.55125564,0.5469029,0.5112048,0.21600552,0.50986904,-0.017244067
-0.2318826,0.24800457,0.87430644,0.746606,1.1309896,1.401952,0.17997658,-0.18476449,0.98941785,0.34037977,0.69744474,0.24057387,0.83070886,0.9035217,0.80883366,0.29092425,1.1163465,-0.23244774
-0.10433057,0.090985976,0.5595679,0.49101466,0.68708533,1.0184883,0.27828124,0.20550318,0.5745969,0.09200224,0.49086407,0.2812342,0.5320541,0.53081375,0.4721414,0.23096134,0.5079776,-0.011515368
-0.12780303,0.12611943,0.43101716,0.41777605,0.6902675,0.84582174,0.24346799,-0.04724967,0.58579785,0.20908032,0.5092706,0.20488608,0.5146595,0.5674541,0.47748882,0.31573868,0.6492869,-0.07838252
0.047804154,0.062094357,0.19757286,0.39914352,0.54970753,0.5842427,0.6263666,0.42241,0.30773067,0.29039764,0.5781503,0.33862045,0.3541624,0.44513577,0.068404235,0.370718,0.3450593,0.006446015
0.17837656,0.12328628,0.13759431,0.6169062,0.8855121,0.5982872,1.2639797,0.78353614,0.37093323,0.6940312,0.98988324,0.5660895,0.503777,0.74005824,-0.18444128,0.74436873,0.6227027,0.03191592
0.2103249,0.17224558,0.22327909,0.66513675,0.8822156,0.61197317,1.2344192,0.7368888,0.36728978,0.660477,0.9251227,0.5853838,0.50202715,0.7118473,-0.15144892,0.6656674,0.5502677,0.05667219
-0.0650246,0.16815019,0.64093876,0.60490125,0.8349412,1.1476227,0.44786534,0.34330747,0.6429777,0.11722513,0.54573935,0.31225705,0.57328767,0.59030366,0.44354326,0.26574886,0.5523055,-0.013624135
-0.03590681,0.059954315,0.23303263,0.34514946,0.5575455,0.6302079,0.46627915,0.25406155,0.387473,0.23630224,0.53481704,0.2537498,0.38241494,0.45584738,0.21720822,0.37487406,0.42932987,-0.018535435
0.44905856,0.7341871,1.0197277,1.0603774,1.1095932,0.76119936,0.9820194,0.67945254,0.57164824,0.6722922,0.6497414,0.53429306,0.6663286,0.64331895,-0.13358742,0.50695354,0.5705061,0.26944816
-0.16174589,0.21757284,0.41164526,0.40552807,0.78342396,0.7823535,0.2950828,-0.23047514,0.59795797,0.4432627,0.6189587,0.23407222,0.54412967,0.707479,0.40803784,0.3597648,0.77332425,-0.122120336
-0.0173571,0.27235824,0.8122982,0.6501569,0.6867889,0.9842037,0.27217633,0.19801216,0.6103234,0.24600624,0.42522153,0.33077055,0.5508574,0.5446398,0.3976871,0.13341473,0.4379983,0.04614525
-0.115605325,0.1304503,0.63363683,0.574438,0.768384,1.1262522,0.32550403,0.2661409,0.6592877,0.10672052,0.5079402,0.29999718,0.5564813,0.579885,0.5234481,0.22393215,0.5333075,-0.0056420304
-0.14615972,0.16352476,0.6463734,0.5544402,0.73095894,1.0605401,0.1986528,-0.00047434308,0.651348,0.24597405,0.48979068,0.2538965,0.58791035,0.6205748,0.49397174,0.1627446,0.64776856,-0.088909626
