rely,data,tool,Generated_Var_1,Generated_Var_6,actual
-0.12320888,0.5172969,0.26872194,0.71018785,0.40079793,0.21381767
0.73837703,-0.06728618,0.31018496,0.81367815,0.66945755,0.005138319
0.5694963,0.06387916,0.36029458,0.53227663,0.48180845,0.08700915
0.47568834,0.03230132,0.26006097,0.78497726,0.6132779,-0.008071125
0.74573123,0.09644962,0.41768527,0.5113205,0.40569964,0.16464362
0.5314621,0.35638222,0.19946091,1.0516944,0.7885881,0.014089297
0.45980826,0.4939384,0.20477691,0.94357735,0.69324785,0.06623503
0.7435599,0.002264738,0.40783948,0.66019523,0.49695364,0.09178722
0.17334521,0.42452934,0.35510683,0.6299834,0.34440568,0.28824356
0.23970522,0.2748986,0.31390214,0.6689115,0.43762913,0.15091597
0.47194877,0.62580967,0.22662361,1.3654575,1.0077857,0.08336949
0.14994617,0.51210606,0.26339686,0.5663813,0.34761855,0.16380584
0.50045973,0.11151703,0.24478008,0.8132426,0.6682313,-0.025763385
-0.73576474,1.0702887,0.4169932,0.8966703,0.38684124,0.5324301
0.6268904,0.08145407,0.3170579,0.5986865,0.43751815,0.05156107
0.7697128,0.102342024,0.43553144,0.5174973,0.39059576,0.19705597
0.030855307,0.4488397,0.33690035,0.45030352,0.22894946,0.35492933
0.65698564,0.07407993,0.39734656,0.61344033,0.49986514,0.090718076
0.30657113,0.58986104,0.2105867,0.874962,0.5709508,0.11695045
0.9412567,0.039913855,0.44358903,0.60135996,0.47247347,0.17426908
0.5187909,0.12873648,0.23024762,0.76418763,0.60174316,0.002892497
0.6605129,0.033543557,0.3439681,0.61963093,0.47295976,0.059715647
0.25033137,0.19667763,0.30188656,0.7111095,0.4904402,0.11397694
0.65750915,0.05798044,0.34348583,0.7186297,0.5800655,0.03304511
0.6541816,0.11814429,0.35626227,0.6157923,0.51597774,0.05757387
-0.1707882,0.5502957,0.24283956,0.89886945,0.5315137,0.20937406
0.8264021,0.051335067,0.42558146,0.52718884,0.4355881,0.17455709
0.52342844,0.109485894,0.2988724,0.6825419,0.57001835,0.014099452
1.2536955,0.027360879,0.57090586,0.61418617,0.5243648,0.28968522
1.1540632,0.04189102,0.5023285,0.62781876,0.4982318,0.22909294
1.2010221,0.05370392,0.5984717,0.57453436,0.4596758,0.3542961
0.49671778,0.16977659,0.3560362,0.53440714,0.3533719,0.18996832
0.4696454,0.31502324,0.19965991,0.76408565,0.5503884,0.03722492
1.0486727,0.06961125,0.4942271,0.5567523,0.44660527,0.21730725
0.69207084,0.08545652,0.3857711,0.5912422,0.4684131,0.08389893
0.6072635,0.11306615,0.36959052,0.5933542,0.50838923,0.07757945
0.5038125,0.07928542,0.35238785,0.57061195,0.43775043,0.10447401
0.6844016,0.03388599,0.33372098,0.64784044,0.5220316,0.058353998
0.59373784,0.02602183,0.3314383,0.65569633,0.5516395,0.026061188
-0.057833727,0.808093,0.26604408,0.76445556,0.40067273,0.23243602
-0.565632,1.7119882,0.4489007,1.4309727,0.75422186,0.51220983
0.5707576,-0.019026898,0.24847443,0.9759855,0.83030295,-0.079923436
0.8138048,0.045810133,0.43904626,0.5087136,0.41190872,0.19401537
1.0194384,-0.060915843,0.41402584,0.7034035,0.53088504,0.14629558
0.66213226,-0.048825346,0.24835539,1.1061232,0.93564767,-0.080152854
0.5508117,0.2211481,0.21059017,1.1037705,0.85226667,-0.014185917
0.66733015,-0.031352513,0.27246863,0.86225164,0.6980037,-0.011726122
-0.6878557,1.0492864,0.4445926,0.9791404,0.4625929,0.52800614
0.51998895,0.046909764,0.2649417,0.7605346,0.64255625,-0.019406883
0.563766,0.06066732,0.35899013,0.6670023,0.5161905,0.055770457
0.48400998,0.3028679,0.22197866,0.6588701,0.4245078,0.089255914
0.7087615,0.11754523,0.4070667,0.46345142,0.36879998,0.18821868
1.0362314,0.01823359,0.5281259,0.6303642,0.49283156,0.19295265
1.0163203,0.07103927,0.5349866,0.55778974,0.44411588,0.27933156
1.1020086,0.0946261,0.5108115,0.5905459,0.45208135,0.20810898
-0.387282,0.78066975,0.33240908,0.84975034,0.44169095,0.32753673
0.62728214,0.05474446,0.23847643,0.7884511,0.58861166,-0.006289102
0.8249581,0.14792103,0.44152224,0.52879614,0.35808992,0.22486928
0.51999784,0.046247825,0.23561077,0.83437604,0.6912716,-0.042129356
0.042673167,0.6251724,0.3243556,0.51839185,0.23460725,0.34750825
-0.6100751,1.2965593,0.41628522,1.2947212,0.69068485,0.4404482
0.7828258,0.08840039,0.41196465,0.50662017,0.4146335,0.16925691
0.33643982,0.53201824,0.23062788,1.2576607,0.9032431,0.08598259
-0.2609169,0.64954937,0.336545,0.76509774,0.37565732,0.35046282
0.5758834,0.0585884,0.2441947,0.76589435,0.602917,-0.030316055
0.51323056,0.039248623,0.24551775,0.69969535,0.57184577,-0.025190134
-0.19276121,0.7442664,0.30780417,0.8899361,0.48213586,0.28068984
-0.216033,1.0005401,0.31446522,0.8018552,0.35811284,0.34250644
0.56743675,0.013798799,0.24103147,0.99366623,0.8325802,-0.07461265
0.6993041,-0.023623176,0.30112088,0.8371008,0.6796239,0.013945703
0.5572122,0.12621203,0.31278998,0.6439944,0.530083,0.03401434
0.5520753,0.063980214,0.2875028,0.7077058,0.59182376,-0.0010031322
0.29770976,0.23227869,0.27758074,0.67911005,0.49463215,0.07060781
0.84868914,0.08342643,0.46138066,0.5604205,0.40466923,0.19713451
0.19627117,0.7002135,0.26098776,0.6349041,0.33128798,0.22229019
0.4135776,0.32550746,0.20559126,1.0109922,0.73765355,0.03459294
-0.015010912,1.358809,0.33353847,1.2674111,0.7156165,0.35845906
0.84871495,0.10594647,0.41036272,0.62392515,0.45536023,0.14743933
0.48046857,0.03317651,0.23099585,0.7497113,0.6267586,-0.042050656
0.96163446,-0.024302706,0.39030886,0.7408781,0.54264,0.097933054
0.70636654,0.097044475,0.39873838,0.5914452,0.43533364,0.11859134
1.2685058,-0.046448328,0.5558654,0.6851694,0.5483262,0.23331885
0.5631513,0.08175954,0.3211388,0.66773725,0.57896656,0.0048659793
0.65623194,0.0423751,0.39951587,0.5260961,0.43047172,0.12467764
1.1610056,-0.054167762,0.48421633,0.68405527,0.5499803,0.18521327
0.75407606,0.051007066,0.29724628,0.6705188,0.4830893,0.079830974
0.9522896,0.025385432,0.4320749,0.60154766,0.45277005,0.16242228
0.6811774,0.08583388,0.39973295,0.6162064,0.4926936,0.08352193
0.6578172,0.03932309,0.3596974,0.58837867,0.5053944,0.08838402
0.86615777,0.11051862,0.4989059,0.5807885,0.40184048,0.24523745
0.49551865,0.25770253,0.285385,0.5989684,0.47098842,0.06649639
0.26620558,0.30090737,0.31287387,0.60521555,0.35504472,0.17322701
0.5351673,0.0134088285,0.24808906,0.9548819,0.8137164,-0.07984343
0.0636668,0.37740734,0.3211032,0.7360138,0.45561755,0.21298937
0.17982945,0.6382142,0.20136422,0.7543286,0.40430638,0.18322973
-0.09394629,0.57123244,0.2607345,1.0974467,0.705321,0.15350686
0.9519285,-0.08282682,0.32060152,0.98249274,0.742265,0.00950456
0.48239923,0.08952451,0.29995397,0.6700292,0.5226061,0.025771944
0.43209818,0.1707468,0.33938557,0.6284375,0.44118324,0.11615911
0.4091204,0.09040412,0.24730377,0.6864022,0.55520386,0.012659227
0.10237401,0.63364536,0.2537782,0.7029711,0.3821858,0.19708607
0.6579865,0.0015777424,0.28689504,0.76913226,0.6202618,-0.0040039057
-0.7087617,1.6229532,0.4667675,1.430497,0.75116956,0.5330546
0.4370245,0.33982092,0.19879228,0.97946024,0.7180469,0.017824687
0.01728826,0.47739574,0.29227424,0.6673,0.38089615,0.20436841
0.5597744,0.017622106,0.23841104,0.9749983,0.8194181,-0.07126419
0.16728602,0.5142299,0.36202526,0.5827723,0.29994068,0.3034039
0.26198924,0.61754316,0.5037994,0.53853065,0.2225523,0.5842942
-0.21103726,0.6499284,0.2985648,0.7485881,0.39552084,0.27594593
0.14368205,0.6334349,0.42127067,0.59480286,0.24417034,0.5052363
0.17106277,0.3083778,0.27344415,0.66238105,0.44747445,0.12260869
0.6653679,-0.14313059,0.25122762,1.0265467,0.88984644,-0.098328516
-0.89304423,1.7420812,0.5042313,1.4393328,0.6969425,0.6322236
0.8628182,0.10565246,0.44194418,0.54643524,0.4617614,0.17101094
1.1379337,0.053696588,0.5137014,0.57109034,0.46233335,0.25292584
-0.14477532,0.56019545,0.30581087,0.75045204,0.40889263,0.2685998
0.5709002,0.12588146,0.33269036,0.6271187,0.51833653,0.046333633
0.68189627,0.1255114,0.31550765,0.6210884,0.4760959,0.07909994
0.28834793,0.8227494,0.24924096,0.90471846,0.5648515,0.174399
0.6695747,0.16422144,0.35341972,0.5728178,0.4454632,0.10644321
0.6529814,-0.07770987,0.24172737,0.96286464,0.7921338,-0.049688097
0.015123736,0.50001156,0.275569,0.6553847,0.34815627,0.27137804
0.92294455,0.047991507,0.45633543,0.57067627,0.4212505,0.20463121
0.15403885,0.53268766,0.22702916,0.683742,0.42401612,0.13467605
1.0683042,-0.11363828,0.3898983,1.006526,0.7562376,0.057822
0.5050043,0.05079516,0.2461019,0.78117824,0.65746313,-0.03879357
0.6716855,0.07433295,0.3833511,0.612417,0.5050738,0.072822936
0.7312993,0.23784497,0.46168935,0.5491731,0.3911217,0.2659591
0.6234556,0.25311357,0.46510178,0.3923614,0.2811246,0.33461416
0.4971677,0.15369773,0.37501544,0.45256743,0.3616922,0.20325463
0.07555654,0.36405262,0.26773742,0.63465136,0.3943003,0.16957502
0.49130848,0.14129874,0.35391212,0.5405451,0.41548863,0.12020947
1.1771357,0.03807809,0.57138544,0.60469544,0.494528,0.27899432
0.40313387,0.1473922,0.23278552,0.75234354,0.5841597,0.007720367
-0.23318563,0.68597776,0.30107135,0.7551584,0.38669807,0.26673847
0.53957593,0.18851808,0.28841805,0.65679675,0.52161515,0.037318796
0.2081321,0.30199194,0.29043466,0.66177136,0.40588754,0.17820431
0.88650477,-0.009850457,0.3701961,0.68795085,0.50788844,0.08713651
0.89053166,0.035195086,0.39995533,0.60965943,0.45036778,0.13687189
0.5776092,0.15076724,0.33915967,0.61217463,0.49178946,0.06267823
0.46429238,0.14426517,0.33080393,0.66957414,0.4983587,0.07536031
0.54909146,0.20819464,0.38585728,0.4070351,0.2775392,0.2553092
0.13114136,0.6394467,0.22995123,0.7576004,0.44978645,0.1533166
0.5210696,0.2907319,0.19772233,0.9595062,0.7106442,-0.0003005499
0.9344571,0.0759787,0.4486918,0.5463101,0.43246025,0.18147731
0.77137333,-0.022495925,0.38782817,0.62949526,0.5036455,0.09288429
0.5088383,0.1226418,0.3260913,0.6285316,0.48597336,0.054819256
0.75504506,0.114368945,0.40997082,0.52434486,0.4261413,0.13359822
1.1998993,0.06503924,0.5566141,0.5479337,0.45695546,0.3379857
-0.27082524,0.62992024,0.3078575,0.7968658,0.42421263,0.28119028
0.38210246,0.6151926,0.22144166,0.83575046,0.5830699,0.10132708
0.567559,0.045224495,0.23586527,0.8933568,0.72778285,-0.044507377
-0.27261782,0.66871023,0.32851595,0.73236626,0.38997623,0.33596796
0.73423135,-0.015115112,0.33607262,0.6764195,0.547926,0.059087656
0.6104342,-0.0531255,0.24851532,0.9915805,0.8255051,-0.067882195
0.7528548,-0.122823715,0.27406484,1.3320439,1.1545968,-0.12864845
0.5542125,0.11195023,0.35145527,0.6209978,0.5192537,0.0501177
0.56991506,0.1026213,0.37626123,0.5627593,0.40641207,0.14345361
0.7197116,0.07568102,0.39684403,0.57735425,0.4358551,0.11492124
0.57561135,-0.01925993,0.24508591,0.9138709,0.76445216,-0.052854653
0.54432124,0.26811832,0.41972107,0.47697625,0.3088983,0.31771377
0.6542254,0.049129106,0.3695777,0.56538564,0.47746876,0.09033607
0.5298341,0.08000493,0.26796502,0.774172,0.6494826,-0.026866738
0.19660874,0.310911,0.21106227,0.6591757,0.44300324,0.10968438
0.30598792,0.53495413,0.22140765,1.1199197,0.7859465,0.086633846
1.2053393,0.09291305,0.5823885,0.5323545,0.4318463,0.35612375
-0.9806653,1.6932938,0.5270636,1.2127503,0.5314904,0.6853078
0.7430926,0.066060506,0.4183197,0.5558293,0.4076417,0.16642877
0.9469262,0.014715787,0.43273753,0.61591566,0.5052,0.16430812
1.1535263,0.050822623,0.5165505,0.6289724,0.48479128,0.22430822
0.5129714,0.077014506,0.26041704,0.66788244,0.55455565,0.0033983383
0.48914778,0.37411365,0.22964667,0.7462094,0.48457605,0.08366184
0.72600865,0.09922983,0.38550836,0.5617738,0.4290431,0.10651077
0.13857472,0.43628708,0.25177044,0.5892856,0.34748858,0.17402695
0.6566394,0.016936481,0.37348443,0.5382427,0.45847225,0.09652987
-1.1496089,1.6383965,0.57480276,0.9870372,0.36444524,0.8380633
0.85627747,0.066654414,0.44435644,0.60310173,0.46928614,0.13516816
0.93704206,0.06182534,0.44883555,0.57304823,0.45122415,0.17832111
0.6340408,0.082995206,0.29241914,0.6531699,0.4922608,0.060150046
0.31424046,0.3772411,0.2640763,0.60041535,0.41797864,0.10428476
0.1529782,0.41955107,0.2591532,0.6635551,0.3834222,0.18349877
0.6888139,0.2620539,0.41732484,0.46412793,0.28834525,0.30698416
1.0857867,0.022417005,0.5334746,0.5784067,0.4802952,0.26269987
0.0013358891,0.4395887,0.28390154,0.5745,0.32821393,0.2974794
-0.09635241,0.7256171,0.25944322,0.82438695,0.45964965,0.21427818
0.92228335,0.08548026,0.43041623,0.5714612,0.42722926,0.16865483
0.39393547,0.1904412,0.31526846,0.6206538,0.47161415,0.08725695
0.34073085,0.6042854,0.21195322,0.9134424,0.61847603,0.105406106
-1.1792628,1.9044158,0.576775,1.5037878,0.74786115,0.7136699
0.54083914,0.13731548,0.36767513,0.4986928,0.38996512,0.14719754
-0.02319086,0.4883724,0.26575014,0.6067964,0.31795654,0.23802403
0.8018102,0.18560553,0.38525182,0.62181723,0.45325604,0.14033033
0.7099136,0.09945402,0.3974772,0.5806833,0.4311972,0.11023311
0.39932647,0.22650087,0.3383593,0.6358863,0.4377526,0.1204232
0.55603814,-0.0050430074,0.23741001,0.9890161,0.83783513,-0.07434167
-0.5406609,0.8607669,0.37616235,0.7940332,0.35937908,0.45475712
0.8945016,0.07430941,0.45199943,0.5423605,0.4372843,0.18850952
0.6298056,-0.054848984,0.25703073,0.80238134,0.62731224,-0.019367274
-0.19776319,0.6054938,0.31836027,0.7697136,0.41844735,0.29213086
-0.596892,1.1197779,0.533009,0.69667983,0.25726292,0.77113837
0.60088325,0.117912315,0.36349356,0.59380937,0.49320495,0.06937572
0.6844206,-0.049172573,0.2759745,0.8590833,0.6979146,-0.0049661547
-0.15501715,0.60805434,0.32309115,0.82395697,0.44621158,0.29468885
0.42175323,0.15473962,0.3089434,0.6020888,0.39548,0.10069533
0.20411374,0.27753496,0.32746744,0.67890286,0.43753055,0.1803306
0.8322933,0.08761969,0.44655776,0.62451375,0.47761524,0.13301434
0.3938761,0.22032936,0.3153351,0.54579777,0.35569897,0.23231313
0.71132505,0.12953176,0.36918068,0.59268636,0.50282663,0.09821254
0.80738765,0.0808876,0.43418992,0.5670215,0.43711597,0.14295658
0.86774045,0.09546797,0.42958492,0.5407634,0.43978187,0.1604498
0.9162217,0.061640967,0.4335801,0.5676242,0.45900175,0.17434853
-0.042216945,0.5811159,0.25849968,0.7045014,0.40281597,0.17441927
0.5539449,-0.029721625,0.2340385,0.87576914,0.7211751,-0.052876037
0.43954027,0.065828376,0.23236589,0.8622566,0.6984223,-0.037516646
-0.0040084757,0.5238272,0.29462606,0.5604644,0.26662114,0.32672343
0.054484583,0.97451603,0.29451257,0.8441864,0.46795446,0.23559295
0.66417617,-0.018816866,0.34221345,0.67303073,0.5480278,0.03483598
0.7209919,-0.07717806,0.27317894,0.9087264,0.7251728,-0.017472332
0.8189879,0.014995303,0.40891248,0.6003889,0.48515332,0.114277154
0.3556766,0.31672534,0.24980311,0.6917436,0.48945946,0.08727394
0.728782,0.09774777,0.40910912,0.49351403,0.3836681,0.17669688
0.8540552,-0.019352645,0.36362523,0.7157646,0.54611444,0.08935037
0.6463038,0.059009634,0.32680118,0.670795,0.5335647,0.03244232
0.6947001,0.11397077,0.3875196,0.5469812,0.42616382,0.116406545
0.2553175,0.43643126,0.38173896,0.55259246,0.31719154,0.31538817
1.1719011,0.03401814,0.5342699,0.59521174,0.4520505,0.27135256
-0.034417067,0.53304446,0.28921202,0.6772009,0.36410457,0.22915444
0.63808656,0.07762847,0.37810975,0.5356132,0.4511102,0.11144626
0.36328772,0.45514497,0.23754719,0.6759998,0.48028103,0.085689515
0.5229722,0.074110426,0.28527096,0.69269586,0.55374527,0.01641498
0.6295676,-0.06521511,0.23074438,0.86705554,0.68108547,-0.049146935
0.80494595,0.09718322,0.43885761,0.54639375,0.44326222,0.1656262
0.8119001,0.0526736,0.40022278,0.59534335,0.48122108,0.11657758
0.73133916,0.005605854,0.3247616,0.67894435,0.5260424,0.037123233
0.630085,-0.051299505,0.2648605,0.863415,0.71411806,-0.039925516
1.0198222,0.041561227,0.4797759,0.60507005,0.4494084,0.18844125
0.5630985,-0.033266,0.24332869,0.992389,0.8485268,-0.08598243
0.6804238,0.002462007,0.31640428,0.65261376,0.50700706,0.048026152
-0.82619524,1.3740463,0.45065445,1.2352501,0.6271755,0.5136783
1.1714213,0.003933847,0.4833805,0.6607583,0.4874236,0.20810193
0.9698364,0.07270594,0.49206793,0.5594052,0.42733917,0.22075208
0.36843088,0.47730866,0.20360929,0.80205053,0.5429552,0.08355515
0.28077897,0.17471673,0.22221327,0.8655525,0.6490941,0.0072036893
0.43158495,0.1740104,0.32184154,0.60640526,0.4594192,0.08878335
0.18180461,0.8100322,0.24546124,0.8638097,0.52500397,0.184481
0.5147614,0.00378301,0.24016795,0.8073546,0.6888205,-0.06644645
1.0014105,-0.05966997,0.40393126,0.79355484,0.6019118,0.11328398
0.63219917,0.09725278,0.3690688,0.5987251,0.5104835,0.07859388
0.60425425,0.11361723,0.37228703,0.6095309,0.5163703,0.059626512
-1.0298547,1.4327095,0.5612633,0.83884996,0.2895865,0.8096299
-0.42384905,0.7804736,0.34281898,0.81252265,0.40901682,0.36354455
0.56829304,0.10265422,0.37458706,0.6192367,0.50311476,0.0685657
0.22236215,0.2780596,0.31028986,0.5908426,0.38394377,0.15926833
-1.1708916,1.6264963,0.54320365,1.1261194,0.44749033,0.76512086
0.15379359,0.466335,0.2798556,0.53143895,0.30707562,0.20803684
0.4916733,0.0754393,0.22544421,0.75948215,0.5757583,-0.0055323504
-1.0285914,1.4411442,0.54320115,0.97819686,0.37459958,0.7564363
0.56403947,0.008691691,0.26357463,0.7488353,0.6187807,-0.013071928
0.54183704,0.31696928,0.4717816,0.48730096,0.25394887,0.38547465
-0.46243218,0.87435156,0.35667223,0.9285067,0.4797502,0.34548885
0.45296106,0.03846452,0.22533657,0.89938766,0.73513746,-0.06596883
0.40695667,0.12011671,0.26470378,0.666912,0.53551656,0.025828619
0.516383,0.13280103,0.34386235,0.5936333,0.44596106,0.0805468
0.6616642,0.09577143,0.38029683,0.6009228,0.4637829,0.0910857
0.36059788,0.2242734,0.31021544,0.6419784,0.4614784,0.097689465
0.2720161,0.605494,0.20081595,0.708532,0.4109156,0.14873478
-0.063746125,0.8170617,0.2805497,0.92423046,0.50337195,0.24102853
0.7235787,-0.081073314,0.29103357,0.86083513,0.6951691,-0.011118559
0.8414883,0.0063729584,0.39288563,0.5690887,0.45249683,0.16111349
-0.07732238,0.6793523,0.44668084,0.4867487,0.20854661,0.5374539
0.39173883,0.2809729,0.2996856,0.6029383,0.43980074,0.09632489
-0.16029811,0.5880118,0.2764428,0.67214346,0.3490755,0.24038187
0.84889394,0.1082229,0.43359137,0.5219307,0.42192703,0.17538531
0.7254222,0.3697859,0.33573008,0.59906554,0.39523152,0.1624417
0.4308932,0.17539637,0.32111752,0.62209785,0.48119068,0.08251271
0.6531922,-0.0068122223,0.36125928,0.5326861,0.42843518,0.11086863
0.57992023,0.056933977,0.3080657,0.6858661,0.5701477,0.011668696
0.6085203,0.032772247,0.29066807,0.6421881,0.47935367,0.023302231
-0.15621851,0.47588053,0.2964458,0.80150026,0.46245736,0.24575625
-0.43867046,0.9777871,0.34728783,0.7939246,0.35694343,0.41035366
-0.10212599,0.5560317,0.2836094,0.73683614,0.41408858,0.21411881
-0.27131313,0.79894334,0.30314332,0.73198456,0.35171315,0.31917796
1.3586171,0.021959003,0.5544938,0.6728303,0.52545583,0.27965167
0.17379135,0.30057386,0.3351283,0.6048323,0.3522012,0.22898701
0.8935088,0.05908655,0.4403723,0.6179582,0.46596637,0.16356726
-0.40198025,0.7289323,0.35937798,0.8787507,0.46768895,0.33806512
0.45022207,0.3014241,0.25097376,0.6607458,0.51258576,0.050559435
0.18592538,0.33010212,0.29385287,0.638994,0.36682191,0.20453109
0.5145962,0.14898129,0.20897993,1.0264704,0.81992227,-0.040185273
0.77053744,0.112039715,0.40796125,0.5314735,0.43643934,0.13732825
0.3293509,0.1988906,0.32462513,0.6652476,0.45788807,0.13275868
0.27187446,0.2966193,0.29172254,0.52431166,0.34210005,0.18363185
0.22735944,0.29817474,0.2857601,0.5724322,0.36809027,0.14691971
0.70460016,0.08130031,0.39455903,0.5935284,0.48134956,0.09554285
0.90269864,0.07169106,0.47361308,0.62536365,0.47398722,0.14610001
