size_D,duration_D,app,har,dba,ifc,t02,t03,t06,t14,MI_size_D_t02,effort_D
0.33947873,-0.010539066,0.5207921,0.68573457,0.7910546,1.0493851,0.56131214,0.40447557,0.7372781,0.5374166,-0.13044263,0.17540829
-0.0029573236,-0.005176167,0.9617646,0.078791365,0.70309013,0.53817433,0.5870124,0.8261401,0.6259483,0.44179302,-0.108513154,0.086290404
0.05572366,-0.10539519,0.6274038,0.50624883,0.69631106,1.0472429,0.58432937,0.12122111,0.85670227,0.6470935,-0.0912562,0.083984435
-0.024807688,-0.061602827,0.79106873,0.14540431,0.6406558,0.63425124,0.54945666,0.58822197,0.6238206,0.45440882,-0.136603,0.08890094
-0.00707832,0.00945745,1.1631925,0.03186574,0.81384796,0.57837504,0.68262285,1.0485272,0.69348985,0.45177168,-0.17262289,0.13004889
0.06684623,-0.1040376,0.6292604,0.52002555,0.7053951,1.0538391,0.5941384,0.12978785,0.86587334,0.6409352,-0.10050083,0.079052605
0.00056670606,-0.12678255,0.67865753,0.45040143,0.70435894,1.022357,0.5834937,0.16128299,0.8350665,0.6176859,-0.117221646,0.07605085
0.1362874,-0.07108541,0.5649253,0.5264407,0.6626951,0.96894354,0.5438867,0.20230666,0.79219496,0.57976395,-0.08174338,0.10451801
0.046678275,-0.0842363,0.6377426,0.50024384,0.72061104,1.0610512,0.5813045,0.14560086,0.7717216,0.6089956,-0.10412815,0.122329056
0.039340816,-0.07096372,0.6904617,0.2864432,0.60505605,0.7285681,0.51144814,0.37862295,0.6762231,0.5044971,-0.07591002,0.06913534
-0.02699906,-0.07738897,0.78224754,0.18353611,0.6593973,0.6887251,0.57311535,0.5683373,0.65850633,0.47597814,-0.14485657,0.09016824
0.019844048,-0.0956932,0.63205814,0.32735652,0.64600086,0.81722236,0.552397,0.3418663,0.71458745,0.5414456,-0.120178275,0.09478174
0.77224123,0.20503955,0.53782547,0.9386042,1.0097789,1.1057044,0.46866453,0.9459387,0.60315305,0.52122927,-0.15315822,0.38125783
-0.105884716,0.089789815,1.8534877,-0.17204389,1.1759684,0.5715667,0.96777034,1.7075129,0.8722527,0.5325059,-0.21249214,0.23089364
0.030975986,-0.08138293,0.6692504,0.30076283,0.6178743,0.75887764,0.5138157,0.35549045,0.6835576,0.50899184,-0.08668374,0.0707743
-0.007638173,-0.03453071,0.8143036,0.12825024,0.6298681,0.5727554,0.5338208,0.62788093,0.60181236,0.43269417,-0.11695411,0.07972003
0.13175082,-0.14529185,0.6616595,0.6164339,0.7897293,1.180575,0.6862038,0.20908795,0.95653486,0.6945328,-0.14911929,0.15649348
0.028252807,-0.0955417,0.6376738,0.32821566,0.6198845,0.8076836,0.51623493,0.3067617,0.6958556,0.5270362,-0.11059196,0.076493904
0.03380079,-0.10486417,0.65060467,0.48356026,0.68909097,1.017587,0.5877024,0.11553918,0.8479798,0.64042026,-0.093375094,0.067988075
0.07250761,-0.11829066,0.6166681,0.5244633,0.70151794,1.0631509,0.59790206,0.12408598,0.87111384,0.6478669,-0.103157274,0.10471156
-0.02617655,-0.07786144,0.7071533,0.19727114,0.5945202,0.665435,0.5149637,0.4350589,0.62407124,0.4526399,-0.11640647,0.06513664
0.052195728,-0.09983488,0.63731724,0.5107929,0.70502,1.0575179,0.5920571,0.11320822,0.8536005,0.6444332,-0.09355927,0.0916184
-0.021934785,-0.096678495,0.652214,0.34954876,0.6253198,0.83722,0.5364027,0.23870267,0.70141816,0.5545334,-0.09280974,0.081661806
0.7733667,0.23528364,0.54437363,0.8885063,0.9930096,0.9946365,0.39639866,0.9609632,0.5216164,0.4775726,-0.114945196,0.40829408
0.37148356,0.062028807,0.4448939,0.57174885,0.68878573,0.8152034,0.3944996,0.47792768,0.5177974,0.45581928,-0.08444103,0.19375469
0.049847886,-0.1015261,0.6427319,0.50297856,0.6974242,1.0454243,0.5928081,0.111244634,0.86370224,0.6540551,-0.086375915,0.08082278
-0.06778833,0.035582636,1.2421429,-0.009485714,0.84225607,0.55162036,0.7007045,1.0930206,0.6949849,0.45271122,-0.16669437,0.126284
0.45134637,0.048908107,0.43657073,0.64140576,0.743639,0.90247416,0.40070397,0.5707385,0.5276236,0.49220496,-0.11995693,0.26404768
0.08183099,-0.11344363,0.6863213,0.37032205,0.6890248,0.9166756,0.5620204,0.39563608,0.7508054,0.5504315,-0.119336314,0.12174457
0.26487616,-0.008784228,0.58902335,0.5628915,0.71617633,0.94786465,0.47840774,0.38262504,0.705129,0.51522106,-0.09343531,0.19153808
0.21729715,-0.024734162,0.5459014,0.524761,0.6604672,0.89636207,0.47966456,0.32199314,0.67080694,0.49553585,-0.10053375,0.13459548
0.1607426,-0.11726273,0.5932709,0.58574724,0.7362644,1.0979677,0.6169732,0.20999496,0.87395173,0.636542,-0.12557614,0.1419342
-0.03423801,-0.05380732,0.93878907,0.1471189,0.7449493,0.6991937,0.6406219,0.7410836,0.7233269,0.48984516,-0.17081764,0.11492701
0.5309781,0.038458183,0.5165424,0.75538397,0.8691015,1.0325961,0.5290724,0.65780365,0.69670963,0.5100801,-0.15797469,0.29094622
-0.090327464,-0.03573348,1.0546457,0.052964978,0.77295107,0.61577976,0.6585159,0.86423826,0.6553962,0.44654122,-0.18288994,0.099241614
-0.025048785,-0.107454814,0.6592871,0.28753847,0.605932,0.7578355,0.514618,0.30454096,0.6677608,0.5097917,-0.11610685,0.063143164
0.044489313,-0.098229505,0.62677264,0.49052328,0.6862425,1.0196265,0.5799166,0.105715714,0.84122056,0.639798,-0.08691016,0.08873683
0.089519456,-0.11017961,0.61590815,0.53764606,0.69736433,1.0623723,0.59786016,0.13733953,0.87499005,0.63883454,-0.10021289,0.09628487
0.048617452,-0.10154894,0.6438596,0.5026035,0.6973173,1.0446929,0.59286577,0.11084342,0.86358535,0.6543514,-0.08606301,0.0804085
0.8794541,0.23256817,0.54881704,1.0108927,1.0939844,1.1239654,0.469698,1.0980484,0.5891619,0.5156208,-0.16559243,0.4376079
0.037938837,-0.1099687,0.68758917,0.37847972,0.6900351,0.94364196,0.55639213,0.3125048,0.77864385,0.5525344,-0.1250034,0.11061747
0.76789397,0.16319256,0.5460601,0.9326755,1.0300983,1.0785106,0.49790102,0.9676639,0.6177453,0.51216495,-0.17772451,0.39379868
0.0023473715,-0.098818585,0.6588566,0.29608643,0.60678065,0.7737632,0.520924,0.3198427,0.677257,0.51121527,-0.10714007,0.06650868
0.23851253,-0.094424315,0.56918275,0.64865404,0.76267105,1.103464,0.6146515,0.27571929,0.8578513,0.61016315,-0.12893546,0.15632632
1.1146804,0.3381908,0.67128634,1.2114501,1.3078896,1.2572703,0.50991327,1.4423785,0.63382345,0.5443961,-0.2290822,0.58629876
0.034489483,-0.113867655,0.630843,0.43865645,0.6619158,0.9481333,0.5497265,0.1806097,0.8048116,0.6121203,-0.09085963,0.0804593
0.080880165,-0.11080863,0.6058859,0.4906127,0.6901941,1.0045377,0.5613898,0.17391163,0.8143461,0.60907114,-0.10707252,0.08763881
1.0405847,0.38013542,0.6789225,1.1410283,1.2446567,1.153592,0.4186545,1.2820823,0.56063455,0.49792406,-0.13639039,0.5593559
0.3512353,0.007684694,0.45696822,0.5911546,0.68819386,0.90675926,0.44707257,0.45098066,0.59081215,0.4987678,-0.11881076,0.19407257
0.08810319,-0.124835536,0.6105264,0.42083824,0.6546709,0.908346,0.55150515,0.3193435,0.76531774,0.56208843,-0.11431696,0.098748
0.6391736,0.17277047,0.51065445,0.76211935,0.8690028,0.8766513,0.3859163,0.81891704,0.48725387,0.4223709,-0.11026008,0.32135648
-0.016291616,-0.0921424,0.69664043,0.23202728,0.62460923,0.73695225,0.5350705,0.43318093,0.65228593,0.48430607,-0.13844594,0.0791859
0.035392586,-0.10307821,0.6417477,0.48397303,0.6870381,1.0170532,0.58232164,0.11976479,0.8380579,0.6393291,-0.09064094,0.080903016
0.56083,0.08965304,0.4890998,0.80131984,0.8405534,1.0042826,0.5030426,0.7396275,0.64842117,0.53490335,-0.16277382,0.3051437
0.042987615,-0.11707189,0.6547002,0.49706197,0.70007735,1.0323371,0.5855702,0.16373986,0.8771992,0.6389316,-0.09779755,0.08107868
-0.045085654,-0.10182759,0.6920596,0.27925068,0.62662405,0.7766393,0.52779424,0.32251722,0.6594658,0.51030254,-0.11921398,0.07072684
-0.086634964,0.028254136,1.4675593,-0.06395678,0.99354523,0.5843879,0.82548517,1.3294016,0.77581996,0.5109514,-0.19908157,0.18668106
0.25031704,-0.007078709,0.5044638,0.5741463,0.68944097,0.9399135,0.4883021,0.2874721,0.6784083,0.5225764,-0.09764734,0.12764424
-0.0008671237,-0.07975044,0.70208126,0.22799571,0.61539394,0.7171325,0.5335842,0.45830208,0.6518535,0.47081318,-0.1269399,0.06814316
0.17232227,-0.050422713,0.546546,0.54091716,0.674553,0.9709245,0.51959765,0.21717727,0.73424476,0.5592027,-0.08891596,0.113757566
-0.0041245986,-0.08582592,0.7276823,0.22285423,0.6444054,0.7388267,0.5501027,0.47646916,0.6632414,0.48323452,-0.1371033,0.092259906
0.05456201,-0.12252829,0.62050235,0.45818055,0.6819568,1.0046743,0.55478996,0.18707496,0.80227244,0.6046291,-0.10947382,0.092521444
0.07739992,-0.11211536,0.6280011,0.5203393,0.71492225,1.0606519,0.59517556,0.1715703,0.85676074,0.62940544,-0.11372599,0.080669895
0.1422592,-0.06776195,0.6052098,0.5607504,0.7222682,0.9729695,0.58209676,0.24588306,0.7828187,0.595571,-0.11951048,0.15532556
0.10290094,-0.08247219,0.5923611,0.50038004,0.658434,0.97501,0.53812844,0.17067042,0.7921485,0.5936662,-0.09090378,0.09237273
0.13301249,-0.07036711,0.57901824,0.5441481,0.6726809,0.9948081,0.5446049,0.15740871,0.7950639,0.5817151,-0.07264273,0.10253154
0.052058645,-0.09839924,0.63861793,0.5008677,0.6891824,1.0371534,0.5866518,0.11197783,0.8572966,0.64597625,-0.08632071,0.0806358
-0.07654006,0.037078302,1.328531,-0.041584745,0.88458645,0.5277649,0.7440125,1.1857632,0.7066702,0.46000922,-0.17306986,0.14688852
0.06630625,-0.10372267,0.63241136,0.5110111,0.6947367,1.0330397,0.572895,0.137524,0.84325916,0.6295562,-0.09966828,0.093619764
0.4340819,0.06120272,0.45620885,0.61951244,0.72739995,0.8697581,0.38684487,0.5296035,0.5337889,0.48015082,-0.097435966,0.2448048
-0.07415697,-0.0008285509,1.2063401,0.010008834,0.8323409,0.58135974,0.7089206,1.0504825,0.7195918,0.4668535,-0.1808064,0.1219521
0.15916058,-0.036819983,0.53168315,0.49289525,0.6311803,0.8802533,0.47504824,0.27861878,0.65945524,0.5251481,-0.09828944,0.13846326
0.38926935,0.03094304,0.46512532,0.61626834,0.73556596,0.90021735,0.43048555,0.48064554,0.58143306,0.47542474,-0.1032276,0.21489486
0.12753607,-0.069998786,0.59066504,0.5638328,0.6932606,1.0323114,0.5743679,0.15258203,0.8305949,0.6025425,-0.08399282,0.09268619
0.06420616,-0.08956478,0.58896065,0.37183768,0.62292385,0.8209515,0.48916322,0.29221213,0.6543916,0.49419636,-0.10440206,0.084495835
-0.028212866,-0.02878116,0.891169,0.095522076,0.66808283,0.57308006,0.57346123,0.72387576,0.6167436,0.43574202,-0.140545,0.086969994
-0.010863707,-0.06928119,0.66108507,0.25130284,0.60878676,0.6772468,0.50223243,0.4041112,0.5681228,0.422346,-0.11744981,0.07320844
-0.005788383,-0.027945466,1.1007464,0.06638378,0.8047261,0.6116994,0.67215365,0.9318348,0.7377749,0.5189958,-0.16426861,0.1312244
0.1173869,-0.07944638,0.59147644,0.53435314,0.6840276,1.0194976,0.55953795,0.15355238,0.8146897,0.6126115,-0.089994565,0.08907561
0.21496046,-0.002579752,0.51226985,0.49651253,0.6608604,0.7825006,0.45267028,0.41807216,0.55981976,0.45030537,-0.12113048,0.1657871
0.11687168,-0.115309715,0.6114566,0.5701782,0.723718,1.0913712,0.60813063,0.15949437,0.8775614,0.63955873,-0.113953516,0.11845678
1.0048684,0.2947131,0.63245606,1.1859441,1.2459997,1.1935748,0.439013,1.2348976,0.59140277,0.53578323,-0.10092443,0.51203024
0.13734043,-0.09163764,0.58926046,0.5527203,0.6848816,1.0271698,0.56738347,0.18028112,0.8284757,0.60630274,-0.09325643,0.103499636
0.27341172,-0.005799338,0.51010734,0.6147651,0.70307314,0.91518813,0.46083522,0.35835344,0.6186392,0.5105742,-0.09675854,0.16424373
-0.0549598,-0.102795556,0.71588755,0.24723083,0.63083667,0.7547333,0.5428201,0.3708949,0.657394,0.4836287,-0.13352284,0.069518246
0.36681855,0.03431087,0.4536002,0.6306989,0.7480022,0.9292769,0.4177431,0.4741109,0.5897713,0.49799183,-0.08816585,0.27402586
