rely,data,cplx,turn,vexp,tool,MI_aexp_data,actual
0.44834265,-0.18157434,0.17878076,0.39703214,0.45993453,0.18657285,-0.2665212,0.06973751
0.4300365,-0.2426756,0.27924967,0.34653944,0.15443447,0.22334209,-0.27117473,0.050539043
0.2261701,-0.18360803,0.17823882,0.28924552,0.25000906,0.24397643,-0.15624364,0.034317214
0.2336961,-0.19413522,0.08661497,0.25936672,0.26582468,0.21675809,-0.22184037,0.08597329
0.3131015,-0.21430907,0.15131994,0.32469398,0.14627334,0.19630262,-0.22225596,0.047063295
0.15990482,-0.1402399,-0.06650564,0.27805358,0.19232689,0.18405685,-0.18352714,0.08525336
0.39197168,-0.26840934,0.18026623,0.35086972,0.3206464,0.16754526,-0.28949296,0.06341426
0.41082436,-0.1706832,0.2784099,0.29577696,0.30512354,0.19408773,-0.24049902,0.05521887
0.40436637,-0.20650387,0.29589844,0.33334506,0.24379587,0.23184446,-0.24531119,0.04781374
0.34134218,-0.2030862,0.19888803,0.32688123,0.23506509,0.21527627,-0.22331119,0.036517773
0.10911908,-0.23483145,-0.085377365,0.28334504,0.13353759,0.22869638,-0.21572642,0.08330916
0.38082114,-0.24098077,0.20940733,0.30665898,0.25258505,0.18669857,-0.28733104,0.07962859
0.5844384,-0.2150324,0.07857968,0.5230586,0.5283105,0.090295404,-0.34841782,0.117053345
0.24906579,-0.18157199,0.14989643,0.30362517,0.16256279,0.20892245,-0.19339415,0.055980336
0.29640526,-0.27279386,0.12428576,0.3432735,0.3520481,0.1646535,-0.30923918,0.047287997
0.44307566,-0.17515135,0.28246534,0.31712323,0.3350978,0.19710527,-0.2729459,0.08176792
0.341502,-0.15739548,0.26415476,0.3342912,0.26758015,0.2517795,-0.18478853,0.03423736
0.42696047,-0.23258358,0.103014156,0.4092803,0.35962808,0.16624323,-0.29787165,0.048108827
0.34867698,-0.18696943,0.22875687,0.33394253,0.22085547,0.22568879,-0.21491633,0.036221292
0.35804963,-0.08249548,0.09443197,0.4142021,0.37015074,0.14164492,-0.21989402,0.07998629
0.12623945,-0.098205335,-0.063798204,0.2668488,0.16982217,0.20812525,-0.15304549,0.07401213
0.3327033,-0.21693724,0.19028689,0.31119248,0.10340904,0.2087811,-0.2351988,0.045150895
0.03774392,-0.14269444,-0.318389,0.2927534,0.08465381,0.21830878,-0.20841037,0.1519321
0.33970627,-0.26255316,0.19200757,0.35074738,0.24332154,0.19930336,-0.27361178,0.038929652
0.48605835,-0.16134655,0.03943722,0.51972634,0.58434594,0.15549755,-0.2812756,0.06918733
0.28808317,-0.23098212,0.06975297,0.35817406,0.19309872,0.16150817,-0.24012849,0.056947578
0.36262608,-0.2008121,0.20648843,0.35001647,0.2387231,0.20754707,-0.22781724,0.03620478
0.3076118,-0.15921322,0.22851421,0.33304018,0.23892401,0.23132722,-0.18759121,0.054541346
0.5172993,-0.3784974,-0.038866296,0.5008466,0.44195092,0.09997946,-0.41099495,0.07686685
0.39689705,-0.27476978,0.06911467,0.41203147,0.39519864,0.13718496,-0.3060941,0.050713476
0.64225405,-0.304462,0.07344018,0.4941892,0.3763885,0.09274616,-0.36884692,0.11414023
0.002838567,-0.008288778,-0.41655272,0.33163083,0.13946109,0.22234955,-0.16598415,0.16900715
0.33104992,-0.17287758,0.20339274,0.35452902,0.22996782,0.1998975,-0.20136496,0.04425731
0.28976375,-0.20739532,0.13737091,0.3121907,0.18901086,0.18225643,-0.24000312,0.049586672
0.3431142,-0.17095801,0.14266503,0.36476964,0.27445525,0.17461774,-0.22221446,0.04358728
0.41840184,-0.15835786,-0.001023069,0.49855304,0.5543124,0.16077547,-0.29857343,0.06866972
0.3565501,-0.18910757,0.22711797,0.33639258,0.27344912,0.23067346,-0.21736014,0.038608547
0.36879236,-0.23940489,0.23559737,0.32189053,0.339053,0.19480413,-0.28634527,0.06550524
0.043860458,0.16249502,-0.36164463,0.34784603,0.17139018,0.1659227,-0.12284297,0.17176956
0.3229565,-0.16249126,0.24491179,0.32848567,0.19162713,0.22956267,-0.19427615,0.04384322
0.47354528,-0.26202208,0.14137456,0.3771866,0.28001744,0.14528243,-0.29746833,0.05696201
0.56696403,-0.32641461,0.16049258,0.4566779,0.340523,0.1364558,-0.37112373,0.086929396
0.10079987,0.1999282,-0.27788562,0.38400614,0.22137801,0.1583536,-0.10026483,0.1643368
0.12560461,0.27151805,-0.5405377,0.5069301,0.22768322,0.15760171,-0.12130889,0.22677243
0.16855349,-0.21587336,-0.039610982,0.30133393,0.22803456,0.17129137,-0.2521104,0.06700572
0.3301692,0.06509247,-0.17601256,0.5190831,0.5169673,0.13086396,-0.20779678,0.123245776
0.17192987,-0.21246946,0.0042812675,0.29784676,0.1658102,0.19823089,-0.17755505,0.06420414
0.44487262,-0.25315037,0.18970098,0.40656322,0.24676883,0.15345168,-0.28249478,0.045910623
0.05418709,-0.13700405,-0.17788644,0.26036453,0.15035057,0.22530195,-0.16428566,0.10346033
0.09859386,-0.08314268,-0.16679393,0.2946872,0.13757373,0.20640878,-0.16632344,0.09942095
0.40606478,-0.1820476,0.23740359,0.34133768,0.33752126,0.2018352,-0.23870523,0.056593556
0.37973842,-0.19824117,0.19785644,0.3767293,0.2335588,0.18062003,-0.23487179,0.03999177
0.08639417,-0.30900455,-0.10299666,0.29007208,0.23296124,0.19675028,-0.2791184,0.08117986
0.016475447,-0.102723375,-0.35480368,0.2916143,0.09428199,0.21966642,-0.18245769,0.14890195
0.32572308,-0.10618747,0.25207865,0.32493043,0.2851835,0.23249957,-0.1875973,0.034759898
0.41437832,-0.21778002,0.10662494,0.3311413,0.19881755,0.14500779,-0.26033688,0.051551085
0.30464065,-0.23286748,0.17137513,0.32233274,0.08214317,0.21770602,-0.23718727,0.052951027
0.26943064,-0.13271202,-0.040952876,0.3437181,0.29730216,0.1731064,-0.20813951,0.05180419
0.32099706,-0.15522316,0.12986355,0.36017406,0.36260062,0.17526835,-0.241823,0.045845125
0.31597042,-0.29265088,0.08980146,0.34818307,0.021693647,0.20711431,-0.293899,0.05409513
0.5489712,-0.31680846,0.006106496,0.5230465,0.36872095,0.11424825,-0.3670532,0.06962082
0.27505445,-0.17912039,0.20761582,0.30354685,0.21405073,0.23504162,-0.18486057,0.045825433
0.26365957,-0.21011284,0.0944159,0.30480522,0.14404505,0.18965185,-0.23069239,0.051181626
0.40460485,-0.22724912,0.2373215,0.35383368,0.18848757,0.21036085,-0.24598001,0.034009304
0.25078383,-0.04412675,-0.039941564,0.3105263,0.23758495,0.16818921,-0.17822707,0.103868335
0.58780634,-0.31749636,0.13137779,0.44690287,0.106823474,0.10574779,-0.37774125,0.0689694
0.13240623,-0.13606468,-0.21764506,0.3162017,0.1923976,0.20015454,-0.21408571,0.101416945
0.21264781,-0.17719635,0.15729909,0.30074888,0.19620436,0.2387673,-0.15363467,0.051826093
0.3432791,-0.11919797,0.18880945,0.30763593,0.28606042,0.19231924,-0.21564539,0.060105864
0.36093295,-0.25170952,0.13571866,0.34114915,0.15449114,0.17620096,-0.26898244,0.0447223
0.43922883,-0.25570238,0.17270309,0.40536493,0.21726944,0.14294843,-0.29624644,0.04941381
0.32335642,-0.25986588,0.17961197,0.34320408,0.30337083,0.19011849,-0.27272677,0.037541796
0.09952967,-0.23647362,-0.06908746,0.27610144,0.12322002,0.23547721,-0.21886098,0.090100706
0.5460372,-0.31499445,0.22920044,0.3958981,-0.029916972,0.16637263,-0.36965188,0.06453654
0.33086854,-0.17911214,0.18175027,0.3396347,0.22513705,0.19214118,-0.23315851,0.04506613
0.33780304,-0.10852161,0.020492017,0.43685323,0.32454038,0.15702404,-0.22742109,0.0614401
0.34668517,-0.2741246,0.15201186,0.35651228,0.3091604,0.18307275,-0.29615575,0.04193383
0.40155748,-0.14392173,0.19706537,0.37905502,0.4732914,0.20434615,-0.24180606,0.057452586
0.18737361,-0.18259987,-0.009349808,0.31543234,0.17750433,0.17776674,-0.20764136,0.066146016
0.26666516,-0.13173147,0.11199589,0.3254566,0.188048,0.18796694,-0.19357216,0.057741176
0.32827196,-0.2112683,0.09712425,0.3999353,0.3481909,0.13852297,-0.2727243,0.054491606
0.090769514,-0.24247625,-0.16624244,0.27760565,0.22501141,0.21643072,-0.17492498,0.083889246
0.4275469,-0.2569165,0.15957873,0.38942033,0.21750957,0.16184764,-0.28987134,0.04349381
0.36490747,-0.19949168,0.19729868,0.34896624,0.29382074,0.21660532,-0.22716841,0.03893796
0.22736245,-0.208244,-0.053461492,0.36134544,0.21458411,0.17676337,-0.22223863,0.06743987
0.252056,-0.15633965,0.20404966,0.29041028,0.24817568,0.25674742,-0.17063534,0.048505384
0.18351544,-0.20614591,0.04848151,0.29379922,0.12758936,0.2157577,-0.21001987,0.069811925
-0.030791178,0.13448405,-0.6147663,0.40270448,0.13501734,0.2175779,-0.15998657,0.25056866
0.18739447,-0.10388073,-0.26305705,0.3908311,0.27907133,0.18130845,-0.22667433,0.11186637
0.09417812,-0.19944528,-0.054459035,0.26476786,0.175943,0.21622083,-0.17125067,0.07358061
0.35446146,-0.23891565,0.1314354,0.33484206,0.25343546,0.13112672,-0.27448806,0.055937063
0.31904018,-0.19831511,0.120841295,0.32591492,0.15238409,0.17559373,-0.24995756,0.078122735
0.30772883,-0.14039361,0.2750793,0.33780134,0.28210798,0.28012753,-0.15245797,0.030379351
0.31066823,-0.17834562,0.24254254,0.3216858,0.28483713,0.24543767,-0.19098389,0.031181563
0.29583746,-0.18592209,0.16571736,0.32026142,0.14613168,0.20167607,-0.21880497,0.05634788
0.44876722,-0.16009119,0.037458412,0.5091481,0.53592247,0.1371286,-0.28016406,0.06956664
0.35170692,-0.18538222,0.24949944,0.33769593,0.22187954,0.23421338,-0.21269442,0.041057017
0.2763564,-0.24718764,0.125621,0.30477446,0.19841804,0.19225034,-0.25300273,0.044897642
0.32500285,-0.21207583,0.18842791,0.32565224,0.12318544,0.22112894,-0.2198298,0.04167677
0.18000458,-0.22530612,0.02874069,0.2662267,0.118371874,0.20631891,-0.21515247,0.06420761
0.17818934,-0.15470436,-0.11630027,0.32296726,0.091082305,0.14493646,-0.23895562,0.103174835
0.36867812,-0.17847425,0.16457443,0.37843347,0.30595315,0.18871707,-0.24263124,0.040670004
0.3550877,-0.17499426,0.15390092,0.3649289,0.2896822,0.18691698,-0.23374373,0.03572284
0.57750595,-0.231846,0.01071322,0.5537624,0.7198316,0.16782735,-0.36580178,0.10606329
0.54146314,-0.2844631,-0.037956163,0.5304114,0.62446517,0.15461618,-0.39775154,0.10131188
-0.009095624,0.009881008,-0.5506065,0.36660504,0.11957924,0.22641076,-0.18166819,0.20116737
0.3338287,-0.18681881,0.25285664,0.31262007,0.3116027,0.23317309,-0.20908532,0.037662048
0.35347813,-0.1899701,0.24153465,0.33059865,0.16601147,0.22226156,-0.23386878,0.04091681
0.33952862,-0.20418793,0.18761852,0.33924758,0.2066512,0.19765332,-0.2316891,0.044360008
0.31964135,-0.1623421,0.23109505,0.31800824,0.21260145,0.21908587,-0.21182768,0.046569336
0.08056496,-0.13262157,-0.14816822,0.27648067,0.13970554,0.19924112,-0.18964943,0.11184153
0.108141966,-0.30724445,-0.09092888,0.30602944,0.23088595,0.19324252,-0.24971576,0.07701063
0.455012,-0.20275873,0.1671184,0.31717798,0.20093338,0.13302976,-0.27194414,0.04815426
0.49104488,-0.26170006,0.26886943,0.3692721,0.08589657,0.19212894,-0.30429235,0.04733525
0.3434863,-0.2524924,0.17228498,0.3277365,0.29048562,0.17634977,-0.27476013,0.03890839
0.38636172,-0.23845023,0.11698624,0.38000375,0.16494685,0.15760118,-0.278652,0.05397291
0.31428865,-0.25966993,0.15730079,0.3444465,0.30918354,0.17875892,-0.27732038,0.036052722
0.303673,-0.29838657,0.10034884,0.36203122,0.29772776,0.13977592,-0.30961922,0.042115305
0.69198674,-0.23003477,-0.014386296,0.5538421,0.85297287,0.18226632,-0.41452712,0.15391569
0.103762016,0.037261188,-0.18848433,0.3141877,0.19859222,0.19287427,-0.13752404,0.10133304
0.19744623,-0.2640228,0.06557356,0.3068142,0.24260342,0.18087769,-0.25799444,0.046825897
0.2771114,0.007030595,-0.16417895,0.4402945,0.35901806,0.15141019,-0.21072876,0.09642853
0.40321168,-0.3087539,0.082711294,0.41176254,0.37777483,0.12656316,-0.34792733,0.05097231
0.29479754,-0.17612013,0.1611169,0.3389724,0.21021873,0.19828467,-0.20853482,0.050689664
0.2615167,-0.15305799,0.19808291,0.29150617,0.24337664,0.2361528,-0.18510355,0.05039085
0.20962,-0.227068,0.12777555,0.28366026,0.17943253,0.22423577,-0.20992725,0.057117667
0.38779238,-0.19610155,0.13282123,0.42252547,0.3745581,0.15818939,-0.25420856,0.058256578
0.2981031,-0.18891278,0.18994406,0.3022684,0.22912115,0.20437735,-0.20699172,0.06608179
0.36993352,-0.28168395,0.123236775,0.37337923,0.31846488,0.16912186,-0.30117345,0.048078846
0.37769613,-0.18363827,0.23478782,0.34381932,0.32074267,0.21461958,-0.22120798,0.058056455
0.29063958,-0.28621274,0.034882925,0.3650549,0.22908637,0.18014431,-0.27495816,0.050193455
0.29804707,-0.22368664,0.13265058,0.3314318,0.14339995,0.19494514,-0.224764,0.05012397
0.112622745,-0.18422452,-0.111974284,0.25928158,0.22289014,0.22290638,-0.15489383,0.07033229
0.19978973,-0.11525567,0.026529029,0.29809263,0.20362656,0.18619813,-0.1668739,0.06398469
0.58010995,-0.16773593,0.26349288,0.40354276,0.52559274,0.19309902,-0.3358877,0.14042069
0.33815593,-0.20300406,0.106061235,0.33396435,0.15894099,0.1773772,-0.24857774,0.04331703
0.408158,-0.18113929,0.22332782,0.32369483,0.30959696,0.20511723,-0.23414683,0.0454796
0.061998554,-0.2076692,-0.120700076,0.25276694,0.14890072,0.23677038,-0.18737966,0.09109448
0.29874837,-0.13184586,0.27262932,0.33131075,0.2659367,0.2801739,-0.14073469,0.03578536
0.20775688,-0.20117435,0.1366812,0.29394674,0.22572306,0.22688578,-0.18328565,0.03905997
0.057483993,-0.18381599,-0.15297137,0.2602309,0.16610336,0.238484,-0.17452146,0.09133698
0.61941075,-0.28544444,0.12572937,0.43986785,0.35197565,0.10631822,-0.35696095,0.07839599
0.24767107,-0.18761298,0.15685873,0.28754702,0.16155331,0.22056057,-0.19360285,0.048664678
0.5870114,-0.21170372,0.18356162,0.35438958,0.32231146,0.10522003,-0.34168577,0.11593653
0.6498216,-0.27560395,-0.013283417,0.45343304,0.49192476,0.09092476,-0.36227912,0.09311293
0.22124389,-0.14922652,0.0014783442,0.35054582,0.23261352,0.16943541,-0.21098219,0.07889095
0.3090276,-0.2586568,0.156363,0.3185301,0.14690651,0.19880292,-0.2629552,0.061172914
0.12826015,-0.21783903,-0.18237786,0.31916896,0.06430902,0.1892598,-0.25797153,0.11703035
0.42352405,-0.2810939,0.19008632,0.34563756,0.3511275,0.16244677,-0.34632373,0.10438633
0.44260526,-0.17008415,0.11486328,0.42935008,0.5209116,0.18795669,-0.24476339,0.07676566
0.40885323,-0.2627845,0.031745628,0.45051938,0.39589643,0.166388,-0.28322712,0.060097452
0.15386096,-0.22015804,0.013043225,0.3069998,0.16563249,0.21591611,-0.20547952,0.07913241
0.32801878,-0.19031218,0.105338946,0.366417,0.2731163,0.17782663,-0.22367695,0.042728107
0.40453056,-0.24106732,0.15504783,0.3683957,0.2113156,0.17564762,-0.27446458,0.044369217
0.25913405,-0.30215266,-0.054120436,0.37812918,-0.0062274933,0.185819,-0.32725754,0.095725045
0.058684908,-0.20688158,-0.14348094,0.2768638,0.12475636,0.25178182,-0.19719334,0.116666675
0.39413598,-0.25335118,0.11396095,0.3692807,0.23178284,0.16482103,-0.26643386,0.04233337
0.36101827,-0.19009975,0.16617127,0.3630138,0.06757564,0.17963204,-0.25306663,0.06790343
-0.14628384,0.36177492,-0.99541193,0.48318833,0.13698004,0.25854915,-0.11521126,0.38051736
0.21000215,-0.27058935,0.06984275,0.28323293,0.26407427,0.1899113,-0.269237,0.07266466
0.36417943,-0.18799773,0.21373488,0.35005587,0.33679235,0.21588342,-0.21611468,0.03832021
0.11220826,-0.23529282,-0.028355971,0.27384153,0.20289168,0.21330005,-0.1908265,0.06695749
0.32967404,-0.17575788,0.13894135,0.38022393,0.3372656,0.16918966,-0.23251894,0.04315513
0.47278222,-0.21474779,0.06259572,0.35340178,0.4553405,0.114970624,-0.2801033,0.08056547
0.3644858,-0.22687155,0.048129402,0.38622022,0.22830936,0.14706776,-0.28190893,0.0433725
0.19480686,-0.16828415,0.07396918,0.28305316,0.21331337,0.21350297,-0.1642491,0.05169453
0.041743577,-0.18677679,-0.25566614,0.27641004,0.21236552,0.20233394,-0.22622497,0.098529324
0.2640141,-0.20247501,0.0021159202,0.36530113,0.21897271,0.16765009,-0.23541413,0.07083236
0.47043893,-0.22483414,0.075626574,0.45957917,0.4966765,0.15641654,-0.29099652,0.060008463
0.40433845,-0.089210905,0.16644806,0.38641888,0.38131797,0.19178773,-0.2419823,0.09541798
-0.005624667,0.34536493,-0.6369707,0.45014596,0.25401527,0.19625494,-0.11147119,0.25765264
0.3316437,-0.16449866,0.26141244,0.3236882,0.31784943,0.24037123,-0.19166128,0.039423037
0.06100609,-0.14163893,-0.20059364,0.27516633,0.12579711,0.21203642,-0.184407,0.11662662
0.3259509,-0.12894076,0.29376766,0.33326417,0.24564022,0.27200967,-0.17237201,0.041676383
0.07329755,-0.22354496,-0.2126549,0.28293687,0.098234355,0.22938886,-0.2229369,0.13379292
0.21388915,-0.16684118,-0.038735017,0.3850854,0.26212808,0.16529489,-0.23449352,0.097405046
0.48334852,-0.34712738,-0.004910946,0.48709488,0.51982003,0.09708004,-0.4189168,0.09092501
0.1455994,-0.18059194,-0.07064855,0.27800265,0.09500742,0.18569475,-0.21522325,0.0857614
0.52521974,-0.15790966,0.21417838,0.42525285,0.49864566,0.15201132,-0.3057621,0.11232798
0.38950682,-0.2724241,0.18369126,0.34843424,0.33808947,0.16807476,-0.31189182,0.064749375
0.4109013,-0.2121292,0.21916175,0.33963358,0.29325354,0.18298921,-0.2468989,0.0621355
0.44526967,-0.24960771,0.19085589,0.39337367,0.13514031,0.15580492,-0.29374793,0.053449262
0.14384846,-0.21458718,-0.013728261,0.29443663,0.21568114,0.2105451,-0.21711372,0.07698813
0.3474811,-0.17321652,0.22378813,0.35183775,0.23924443,0.19711825,-0.21121593,0.046086255
0.28374827,-0.15341508,0.1757321,0.3443678,0.20466715,0.20730999,-0.18826827,0.056948174
0.4064686,-0.25278127,0.17322439,0.33156317,0.36085358,0.15431987,-0.2964606,0.06343034
0.34220088,-0.35830012,0.08296845,0.3608948,0.23326543,0.14108257,-0.35929382,0.049270835
0.12084196,-0.2095786,-0.036632895,0.26746798,0.17501302,0.21483877,-0.20153774,0.07118943
0.37949222,-0.18578598,0.14200136,0.37380463,0.32953128,0.18258658,-0.24803448,0.04757959
0.124508694,-0.45272905,-0.21860392,0.38608122,0.29924056,0.16896471,-0.41556486,0.12487452
0.45374772,-0.20252964,0.10191569,0.40838057,0.46631598,0.17068002,-0.25575045,0.06273469
0.34389943,-0.18651038,0.20356768,0.33933413,0.24270238,0.21370375,-0.22073737,0.0394944
0.18628338,-0.092773184,-0.039507195,0.3580057,0.15098502,0.17592774,-0.17169626,0.09345867
0.14765364,-0.1827097,0.011046112,0.27261436,0.14819911,0.2183105,-0.1878007,0.07128307
0.311993,-0.19266224,0.20209804,0.30088454,0.3180329,0.23470232,-0.20326741,0.04562447
0.4742054,-0.1216527,0.1143698,0.47198522,0.5891776,0.17758547,-0.26499134,0.08145425
0.07603428,0.40959287,-0.68682194,0.5249939,0.24890238,0.18287513,-0.093597904,0.2726409
0.40407526,-0.28980714,0.14103472,0.36480504,0.22547305,0.17182137,-0.31253037,0.040541764
0.4924334,-0.25180575,0.15036939,0.36637628,0.309402,0.10621254,-0.30477914,0.09080711
0.34442872,-0.23408797,0.12718435,0.37359744,0.38994706,0.17120996,-0.2775929,0.04690432
0.372926,-0.15830758,0.13715544,0.38798773,0.43681204,0.17612861,-0.22884028,0.053666394
0.4463708,-0.23055047,0.13735938,0.38364935,0.44670564,0.14720273,-0.31124195,0.07569578
0.35252458,-0.19029167,0.16267553,0.35509196,0.258372,0.18131253,-0.22528747,0.035821225
0.33871466,-0.26528212,0.16168147,0.34837693,0.22941932,0.17250007,-0.28710926,0.049065884
0.3481102,-0.1852606,0.27591372,0.3109281,0.25869197,0.24046797,-0.22171828,0.060018282
0.44608954,-0.24720615,0.23943552,0.34015417,0.2015514,0.18734679,-0.2897347,0.04869127
0.17398241,-0.27750528,0.04549045,0.29741067,0.21307957,0.20689501,-0.24217191,0.052914616
0.24447185,-0.20579651,0.1498054,0.29970646,0.23102726,0.21330613,-0.20378959,0.043641355
0.23715276,-0.21806079,0.104723014,0.30193996,0.16222265,0.20979318,-0.21440384,0.048645783
0.19286871,-0.20593116,0.07405911,0.288449,0.1843653,0.22080013,-0.18528324,0.05606736
0.52740437,-0.30279768,0.0797421,0.4149214,0.39279097,0.10604075,-0.366466,0.08535257
0.31539536,-0.18834576,0.21129072,0.3175955,0.21638651,0.23134753,-0.20639132,0.042156767
0.04510697,-0.105803944,-0.26019758,0.28103802,0.15579715,0.2022556,-0.17603968,0.115644455
0.34337312,-0.20119447,0.17683303,0.3106065,0.33644283,0.19753873,-0.21985173,0.04425976
0.3586635,-0.17545354,0.22927353,0.33618504,0.3460371,0.2045771,-0.22966978,0.045397874
0.3835308,-0.20918906,0.18886301,0.37513292,0.3021869,0.18127859,-0.23923686,0.038364973
0.69342756,-0.19215116,0.051685244,0.5158048,0.76734173,0.1368438,-0.42669094,0.17411952
0.43058223,-0.22457287,0.0935812,0.37514114,0.41277397,0.18425104,-0.263138,0.056217138
0.17920195,-0.1787796,0.098187804,0.277012,0.17022993,0.23215717,-0.17451285,0.06078505
0.2661847,-0.18093985,0.010106221,0.34333587,0.27169108,0.16839348,-0.2367692,0.05751459
0.122235276,-0.1310674,-0.032992348,0.26407558,0.17103733,0.20978169,-0.1538246,0.072835624
0.4672396,-0.2823006,0.1691142,0.36647177,0.13415317,0.12347538,-0.35054222,0.070258796
0.27151877,-0.15157181,0.20828515,0.31682193,0.21006976,0.24043706,-0.17140922,0.051481623
0.1306344,-0.13692617,-0.09249024,0.27040645,0.12694702,0.19142234,-0.1898611,0.08856903
0.24336046,-0.23830774,-0.12404032,0.4565634,0.3454163,0.12850773,-0.30393767,0.10618521
0.29185098,-0.25530565,0.16858624,0.3272431,0.19402531,0.20370823,-0.25954032,0.04956728
0.48876664,-0.29628494,0.21328247,0.37969434,0.21735375,0.1738756,-0.31429604,0.051035237
0.21750847,-0.24194518,0.029447526,0.2918098,0.18746875,0.20970583,-0.22555555,0.032650907
0.26070777,-0.18360457,0.20822752,0.30148384,0.1981222,0.24709775,-0.18796293,0.0483681
0.34918994,-0.23283929,0.084011525,0.3561235,0.11983919,0.16826878,-0.26131797,0.06168134
0.06576669,-0.010075439,-0.23697023,0.2846195,0.16062789,0.18911023,-0.13169281,0.10492392
0.2806762,-0.22324675,0.12867011,0.3084388,0.09613391,0.202867,-0.22180113,0.05348848
0.41804942,-0.13558552,0.18469152,0.41611022,0.3234371,0.1378259,-0.24323168,0.068739176
0.26584613,-0.2599852,0.10736105,0.29680908,0.18080792,0.20666754,-0.24875483,0.06805837
0.54440886,-0.30402407,0.07659341,0.43845397,0.3099808,0.15749702,-0.34576058,0.06483087
