data,loc,Generated_Var_1,Generated_Var_3,Generated_Var_4,actual
0.272727272727273,0.0069859410114806,-1.4600117,-0.28820437,-0.8632004,0.0101894840312091
0.0,0.0054180240762356,-1.2788064,-0.2797259,-0.7706007,0.0030805416838539
0.0,0.002891935680563,-1.2128441,-0.254895,-0.7487537,0.0007108942347355
0.0,0.0021079772129405,-0.9279644,-0.22659793,-0.6099217,0.0012374825567618
0.0,0.003763000644588,-0.8423838,-0.24324906,-0.55032444,0.0010619531160863
0.0,0.0217940453999059,-1.4357195,-0.29463384,-0.8589858,0.0835607902335419
0.0,0.0130833957596557,-1.5490335,-0.2897394,-0.941116,0.0202824268700467
0.0,0.0200519154718558,-1.0845541,-0.23193744,-0.6812073,0.0108916017939108
0.0,0.0183097855438058,-0.87905866,-0.23564197,-0.57272553,0.0056257185736477
0.0,0.004111426630198,-1.2660763,-0.2836012,-0.77337766,0.0044847772092574
0.0,0.0226651103639309,-0.67574006,-0.21183528,-0.4575131,0.0038704241668933
0.0,0.0062019825438581,-1.2377937,-0.25574377,-0.7482308,0.0028172475228407
0.0,0.0069859410114806,-0.7177915,-0.2073062,-0.48714998,0.0007986589550732
