Transactions,Entities,PointsAdjust,Effort
0.13169314,0.24177341,0.20815492,0.08687335
0.16428459,0.25314045,0.21853516,0.08390461
0.124803305,0.21623495,0.18780477,0.01569482
0.22005305,0.3072314,0.2978151,0.36201867
0.10143223,0.1442551,0.13431834,0.07677825
0.11731614,0.24530458,0.20221171,0.16362192
0.36192045,0.06978418,0.4120587,0.30475023
0.14237723,0.18976791,0.19787452,0.10628706
0.23482904,0.45355317,0.36202744,0.3897068
0.31876302,0.2792123,0.3654583,0.31565365
0.12069361,0.26884514,0.20644917,0.16683887
0.25007927,0.34564415,0.2959684,0.34482586
0.16094883,0.28640997,0.25508806,0.10988496
0.22889736,0.19492993,0.29380843,0.19305544
0.16383193,0.27303645,0.253479,0.008175287
0.13163492,0.14853719,0.16630997,0.029905196
0.06601743,0.23304757,0.1502807,0.039304372
0.17271821,0.16786557,0.2040285,0.032392237
0.20711848,0.18357962,0.28364062,0.16575074
0.09920082,0.16273299,0.16154878,0.06789118
0.20192017,0.25214785,0.28705662,0.12554419
0.189672,0.08619019,0.20808235,0.024505999
0.121050924,0.33843747,0.24899113,0.16091852
0.058514588,-0.017346881,0.047988266,0.062692195
0.16964844,0.30549026,0.27211615,0.16421463
0.19157639,0.18085492,0.25328547,0.10734008
0.28316364,0.54094845,0.44527668,0.52265173
0.12557667,0.23212421,0.21384202,0.12210773
0.22087286,0.7720789,0.48778075,0.40261698
0.11916062,0.16317314,0.17827235,0.09900239
0.11183083,0.47427875,0.2850347,0.12131871
0.122281834,0.39642888,0.2715967,0.16800228
0.20451257,0.2176719,0.25510633,0.15278886
0.13058318,0.27091503,0.19535477,0.09479825
0.44072002,0.6628322,0.624572,0.71191275
0.0751605,0.1244576,0.12593749,0.049891625
0.07841698,0.12638663,0.12481277,0.032678563
0.066469505,0.6647433,0.3398513,0.1859031
0.14869364,0.28941327,0.24246582,0.118668124
0.1881437,0.4582417,0.3233158,0.19291689
0.10035904,0.19820938,0.1642045,0.009127904
0.14105557,0.2837286,0.23718128,0.13492523
0.24870685,0.21835697,0.28446957,0.21716732
0.12639637,0.09482135,0.15791194,0.111210644
0.19997528,0.17157982,0.25358525,0.09776208
0.11298181,0.16769092,0.1671642,0.09953377
0.13350813,0.42259666,0.26624498,0.23250356
0.11391322,0.24540189,0.19292758,0.05271939
0.20745254,0.24835087,0.27729654,0.014970135
0.19961403,0.20219783,0.28343758,0.16476426
0.18753834,0.4681404,0.3297493,0.3578851
0.1889911,0.60759664,0.3970189,0.29842752
0.10941853,0.22025004,0.18044177,0.14227088
0.32862094,0.25187027,0.3475833,0.38323945
0.20552853,0.23765817,0.27150607,0.10004775
0.042225458,0.11478078,0.10167608,0.058761414
0.15624644,0.6482323,0.39152256,0.16655383
0.3524735,0.65579283,0.54388714,0.62327397
0.12139268,0.25962937,0.20986679,0.12983492
0.13019824,0.19313064,0.19264975,0.06821056
0.17892203,0.40486693,0.3184719,0.30896682
0.46636006,0.26163846,0.5061593,0.4423746
0.17909116,0.3440142,0.2784656,0.19291517
0.41392824,0.2610721,0.44541913,0.4798701
0.09855929,0.3344431,0.21649817,0.17150702
0.22372879,0.1477066,0.22793111,0.17245726
0.1101487,0.12660886,0.15166877,0.033094328
0.19265084,0.27065742,0.27648643,0.16645709
0.11724657,0.28149265,0.2033264,0.12905766
0.16856985,0.30286992,0.27418968,0.17000575
0.14470705,0.21664174,0.22517127,0.09999581
0.25020385,0.43735516,0.37164655,0.42554936
0.058369875,0.34963998,0.19190574,0.03416357
0.15616794,0.20599142,0.2363522,0.12883747
0.11324392,0.27316725,0.1983286,0.06202295
0.18860982,0.17361432,0.22291628,0.0766699
0.10318203,0.16215903,0.16892378,0.1130739
0.16212814,0.26626197,0.23912682,0.12238121
0.122417375,0.1529558,0.183792,0.12425114
0.15961565,0.24491222,0.23930624,0.11720459
0.11404382,0.22328104,0.18769413,0.20613562
0.1514989,0.34396565,0.27164885,0.13253878
0.10402588,0.51521116,0.28629133,0.15452754
0.1300017,0.19839448,0.19087894,0.09984948
0.11712052,0.24136539,0.19319998,0.08866078
0.1527292,0.27645814,0.22679625,0.07243645
0.5471705,0.23416829,0.55904305,0.48825398
0.07779384,0.14736082,0.14999996,0.026391242
0.2549138,0.20508713,0.30202654,0.21999115
0.13878772,0.16251306,0.19285026,0.0709922
0.08459223,0.2525846,0.17816876,0.0981351
0.10492063,0.33694267,0.22601381,0.11336106
0.11571133,0.26397878,0.2020158,0.054341484
0.358926,0.17602733,0.3316347,0.38481766
0.19256307,0.033354945,0.17985189,0.014298204
0.13408262,0.122720644,0.16851439,0.08347702
0.11271949,0.18418473,0.1926564,0.119818464
0.20142572,0.25356287,0.3041832,0.16396789
0.1244548,0.18674691,0.1770614,0.073839754
0.14925513,0.27921766,0.22992136,0.10789707
0.14193688,0.4559352,0.27508652,0.17083934
0.08239842,0.2101784,0.15361553,0.11753219
0.09843221,0.121957205,0.13019525,0.075404495
0.28002757,0.39750072,0.38016775,0.3492415
0.096748486,0.3648916,0.22872461,0.15334357
0.25785637,0.30788276,0.34043503,0.12222424
0.14156559,0.19294915,0.23052435,0.12281272
0.42970654,0.53541344,0.56310105,0.75131756
0.196558,0.601709,0.41513914,0.2976282
0.2947832,0.22497156,0.34504905,0.18879063
0.16976066,0.39827424,0.30126143,0.26616433
0.09668311,0.113964304,0.13625231,0.04707801
0.13782914,0.16406065,0.17768654,0.046238866
0.13466202,0.4086516,0.26771533,0.17857762
0.16939935,0.23638846,0.21875611,0.19608197
0.07673282,0.21764034,0.17738841,0.089675725
0.13359846,0.31168747,0.25190347,0.18719335
0.1330896,0.22853118,0.215273,0.10518463
0.07770433,0.26627037,0.17888023,0.0874645
0.14442888,0.22435677,0.22032261,0.08344388
0.12210882,0.14964476,0.15815975,-0.02465745
0.14447674,0.23593001,0.22348292,0.1350276
0.14119539,0.32888237,0.25034112,0.14094204
0.1334548,0.26925492,0.22210172,0.10158667
0.13928553,0.28163275,0.22524583,0.14019509
0.14371267,0.25647736,0.22610302,0.13365334
0.2009794,0.3257644,0.2936342,0.11931859
0.18587886,0.19136721,0.22489953,0.14662902
0.17896771,0.25063106,0.23912364,0.21142
0.07862195,0.20008975,0.14890641,0.16107233
0.14235048,0.30261838,0.2386279,0.076827675
0.12269235,0.28916305,0.20001177,0.1709039
0.053739943,-0.023020491,0.053971138,0.023450825
0.077871226,0.264543,0.1744987,0.008959625
0.09179174,0.13553326,0.15587021,0.04224662
0.1840503,0.22790743,0.250556,0.009321779
0.1742267,0.36332968,0.264322,0.2529918
0.16319422,0.27283466,0.2366144,0.08827384
0.14470877,0.47188425,0.29677978,0.21879944
0.36752984,0.5650854,0.5071237,0.6357086
0.09813643,0.009261645,0.10185799,0.025195498
0.5620874,0.5369505,0.6829424,0.77825093
0.096726656,0.25446773,0.17757733,-0.016547678
0.11227816,0.15491109,0.16856815,0.14290343
0.07980582,0.20676671,0.15385973,0.101390556
0.13450804,0.11960563,0.16634129,0.06578232
0.15379417,0.25076705,0.22987416,0.123404786
0.1272286,0.215524,0.18715253,0.097164035
0.1402447,0.13533068,0.19288976,0.11184874
0.1637159,0.25180888,0.2400731,0.12330742
0.17841512,0.6841979,0.44335544,0.23165229
0.091274366,0.30255425,0.21174213,0.12336682
0.1853228,0.36613545,0.3274239,0.20587003
0.21007022,0.4657024,0.36006877,0.35531133
0.071179725,0.02586307,0.08073452,0.04982734
0.06824029,0.17387491,0.15757784,-0.04521004
0.113437906,0.07377878,0.13767464,0.10225238
0.20914176,0.38950762,0.30751866,0.19868758
0.089482784,0.035638396,0.09096507,0.04563443
0.118291005,0.064720914,0.15091188,0.030207459
0.20543157,0.18039954,0.2580308,0.12165505
0.3122464,0.40536368,0.39527193,0.48115298
0.19406754,0.424377,0.31038216,0.327867
0.16731656,0.27187318,0.25747332,0.18563248
0.20414807,0.005403161,0.2255581,0.09230001
0.13311578,0.2684331,0.21429394,-0.011145793
0.103166066,0.8511725,0.4232768,0.17448676
0.13529319,0.33896434,0.24389535,0.15301487
0.18382752,0.17582747,0.23364274,0.059231292
0.10786326,0.31050643,0.22223592,0.13825655
0.3278751,0.5850635,0.5019446,0.4735013
0.14374219,0.15971223,0.18681827,0.04893453
0.07115076,0.08207349,0.10667989,0.05452342
0.10474287,0.19359587,0.15409176,0.09115507
0.18751733,0.28482968,0.2561853,0.12645486
0.10178429,0.32910007,0.22873153,0.15396772
0.121169135,0.2900656,0.21139948,0.2352691
0.21149614,0.26392913,0.30922723,0.13253005
0.17643456,0.16251843,0.21775432,0.10728538
0.06954296,0.34446898,0.20308648,0.108692825
0.47889766,0.0408095,0.4329156,0.3513384
0.19763257,0.2433673,0.25568846,0.25907806
0.24584594,0.49696067,0.39360604,0.4206341
0.14562298,0.19387802,0.21121651,0.12079957
0.09587914,0.120000064,0.14011195,0.094357386
0.11425884,0.3391856,0.22334377,0.13128117
0.15504096,0.29873806,0.2483329,0.11700487
0.11494325,0.28245503,0.1962703,0.044272874
0.10824019,0.23991919,0.17424875,0.10621874
0.14830214,0.24041809,0.22237635,0.2797313
0.11931074,0.19386148,0.19654237,0.07425563
0.47376868,0.25765833,0.5067618,0.58288723
0.15798993,0.14427751,0.18625806,0.09122397
0.13222104,0.23435189,0.20606542,0.08111568
0.31066528,0.2079798,0.33350405,0.26634243
0.22574998,0.73545074,0.48835576,0.33637375
0.14533246,0.25973213,0.2155652,0.10955775
0.14211378,0.22192504,0.2013133,0.090929255
0.031906627,0.025178425,0.073920704,0.0907789
0.18503706,0.30214176,0.261709,0.24039128
0.08971169,0.32322228,0.19361062,0.06641881
0.4309605,0.2641756,0.45637742,0.51005214
0.18606831,0.19492714,0.2288053,0.09615137
0.26739264,0.6435996,0.48711428,0.29494613
0.14935955,0.35388443,0.28185222,0.20291218
0.07364719,0.18844749,0.14347154,0.0702986
0.10521254,0.11050993,0.16125683,0.06137168
0.1534907,0.17945811,0.18637088,0.08477068
0.41608375,0.46008304,0.5271631,0.55067354
0.19630885,0.3113991,0.29776058,0.06216586
0.06655044,0.10332726,0.11284762,0.05731957
0.11729334,0.24475124,0.19286889,0.02361716
0.13754268,0.28991517,0.2350539,0.2177867
0.16518411,0.27172387,0.26113126,0.13293351
0.18090244,0.38770232,0.29706573,0.26808667
0.29372215,0.27846727,0.33258006,0.36938602
0.09144833,0.19859034,0.1638671,0.08200665
0.1260615,0.3861661,0.2616683,0.19501948
0.20423149,0.05683024,0.23418318,0.04778121
0.19824249,0.09107287,0.21000539,-0.0089014135
0.1376366,0.2742257,0.25283754,-0.0015568212
0.1011417,0.16943744,0.1623412,0.18973826
0.13490276,0.203255,0.19160978,0.079630226
0.14660761,0.27434695,0.23909202,0.11379419
0.11530715,0.20238397,0.17426907,0.1007884
0.07643055,0.26670867,0.17365673,0.062420722
0.30325958,0.077455215,0.30511606,0.019999154
0.6089698,0.98058385,0.92753154,1.1113051
0.20050135,0.5282726,0.38192496,0.39452738
0.11744511,0.25689757,0.2079202,0.1497628
0.15460983,0.31144497,0.27325794,0.16387461
0.09459799,0.43989962,0.27611917,0.17118151
0.116325215,0.17452434,0.1506889,0.012855813
0.16316175,0.26436964,0.2520204,0.1484677
0.15799329,0.3391972,0.25417462,0.12220621
0.20460993,0.27056244,0.3167709,0.21781194
0.29555994,0.39514008,0.3849234,0.48912492
0.14658047,0.2821852,0.23153056,0.1402918
0.065099396,0.038140282,0.080238104,0.08232282
0.121384025,0.16798504,0.16047193,0.085525274
0.16061874,0.31964663,0.25386423,0.26799443
0.16043203,-0.010380223,0.15160164,-0.005344156
0.16495901,0.30629575,0.27290356,0.11844513
0.22363618,0.5607945,0.39617342,0.39214882
0.11955109,0.050790466,0.15270652,0.061470967
0.08891425,0.10755736,0.12019609,0.044808034
0.17856605,0.12843664,0.21626247,0.03781985
0.25525886,0.3291547,0.32932723,0.32772157
0.14439616,0.12590683,0.1798446,0.109394506
0.1362212,0.07142033,0.1796103,0.009367779
0.1496697,0.14629263,0.23834316,0.14202018
0.18814088,0.22625801,0.2572986,0.13938582
0.18331288,0.3774181,0.28873295,0.2949735
0.09379206,0.14734259,0.15295127,0.029450085
0.24772474,0.47361892,0.37094107,0.30663818
0.13480932,0.17620325,0.19916417,0.08074103
0.08743895,0.20703918,0.15698835,0.005426023
0.20801158,0.2903126,0.2656323,0.28381386
0.09080155,0.1259084,0.1413109,0.09318286
0.16410802,0.07632188,0.18697256,-0.022082033
0.11313681,0.36388376,0.2223033,0.13303556
0.12934847,0.18963785,0.1920791,0.065378726
0.16161034,0.3488847,0.27473903,0.24438733
0.09555972,0.18870237,0.14903091,0.0291139
0.11470692,0.27774912,0.2307512,0.061777357
0.09872354,0.15377156,0.15391597,0.07339962
0.10832296,0.26170248,0.19225489,0.27301008
0.1263704,0.1070143,0.16086599,0.09425193
0.28759092,0.537539,0.43630478,0.28821427
0.21733096,0.41252834,0.30754107,0.22476628
0.09804493,0.24091871,0.19250506,0.11921987
0.19709863,0.17529434,0.27030456,0.13548872
0.19132611,0.14591889,0.2206309,0.1063862
0.12425676,0.1788463,0.17652883,0.09501618
0.34715232,0.5084594,0.46709013,0.41586936
0.1749852,0.3602775,0.27110732,0.24806812
0.21324623,0.36652523,0.3128614,0.38243333
0.11538842,0.3235597,0.21536526,0.14740472
0.17435439,0.34713912,0.2998785,0.23793393
0.1284675,0.23062271,0.19934992,0.07597658
0.110072285,0.22412947,0.18954621,0.09840742
0.07333971,0.4043065,0.23467863,0.031568717
0.22871876,0.3040847,0.30911824,-0.04828249
0.1606291,0.41903237,0.3031923,0.242297
0.30486444,0.19482064,0.34928608,0.22563878
0.20086573,0.04042789,0.24529578,0.05185703
0.1377551,0.28248215,0.23076068,0.11495924
0.18865184,0.53461736,0.3464454,0.3428821
0.09964942,0.23952046,0.16906029,0.113186836
0.14954537,0.27514768,0.24963425,0.14547889
0.084642276,0.2121721,0.15318592,0.030375462
0.28876716,0.08373077,0.31586257,0.17697646
0.42159146,0.54082024,0.5733532,0.62924296
0.11791064,0.39540157,0.26372564,0.2140899
0.19580139,0.07466117,0.235366,0.05827355
0.27160993,0.41736403,0.37908715,0.51717705
0.073186144,0.74627817,0.38191813,0.05970631
0.14677976,0.275343,0.25774038,0.0057729334
0.48154455,0.25630325,0.53576446,0.50438064
0.07350813,0.13022675,0.14433807,0.044753905
0.12605187,0.20704566,0.18380328,0.05582003
0.14764592,0.3138325,0.27395666,0.1871091
0.09125816,0.1799626,0.15874219,0.1424339
0.1275596,-0.12904754,0.104784176,0.016983896
0.23454803,0.4345687,0.36093038,0.28547016
0.06857382,0.15517652,0.11855197,0.06917627
0.10812299,0.12774968,0.14330518,0.046799164
0.14479737,0.14380822,0.20756826,0.11732513
0.11061545,0.27428204,0.19348267,0.07423848
0.14896093,0.17138699,0.23037799,0.027415652
0.014127618,0.47934458,0.21706663,-0.0732347
0.2638971,0.9106549,0.62032443,0.4159925
0.2608242,0.00033590198,0.27444947,-0.03208498
0.19943911,0.19483945,0.2498954,0.14504087
0.53682846,0.3877955,0.60846096,0.8043689
0.14464264,0.1498969,0.22346741,0.11628555
0.36686888,0.6541392,0.5664065,0.6357433
0.17996524,0.2205861,0.25981924,0.19748995
0.10095181,0.1818157,0.15637262,0.08657156
0.2403279,0.5639821,0.40420648,0.42105758
0.18161824,0.5286224,0.35655874,0.3172665
0.28119215,0.3874902,0.37685487,0.36111277
0.10804774,0.27884525,0.19970462,0.088779554
0.3074456,0.31132156,0.3849324,0.34942302
0.09513644,0.29082286,0.1890388,0.10765123
0.27128965,0.32244006,0.32996893,0.23835951
0.24199712,0.34986728,0.31690082,0.2750455
0.22604236,0.39870644,0.34510943,0.4254495
0.1147812,0.22807267,0.19996434,0.024941709
0.32362875,0.09497255,0.31628275,0.053000595
0.15182705,0.2803707,0.23481056,0.11194165
0.14911176,0.2898997,0.24667375,0.16341802
0.68816394,0.7019482,0.85955644,1.1021928
0.13130158,0.24551648,0.22857362,0.1050621
0.16451341,0.20947613,0.22114936,0.08106543
0.13970084,0.13014187,0.17240049,-0.022154627
0.12678994,0.2368463,0.20062204,0.08312045
0.30282196,0.6306792,0.49854508,0.57424515
0.16621353,0.70741695,0.43947056,0.31043643
0.07605024,-0.03335713,0.07235282,0.06395446
0.2805349,0.257969,0.34102553,0.26871407
0.050473325,0.57087827,0.2784061,0.010178994
0.123207584,0.3159603,0.23345138,0.17242846
0.4995586,0.68692946,0.6783432,0.8889783
0.08530082,0.13137117,0.1364625,0.095856324
0.124085486,0.13717696,0.17376316,0.074624375
0.098471574,0.29364932,0.1950523,0.13012739
0.17847684,0.32838017,0.26426074,0.2280969
0.13793643,0.114946306,0.17431445,0.08292648
0.17059886,0.40373188,0.29277664,0.30395398
0.33955663,0.25176322,0.36445412,0.40557146
0.118001014,0.17570682,0.1599364,0.036656264
0.28183556,0.1350877,0.270441,0.24935785
0.15722013,0.24363373,0.23592941,0.06791031
0.066740096,0.097205676,0.10259256,0.037850913
0.19848876,0.47303194,0.34776768,0.3484274
0.3682679,0.23527998,0.38265818,0.46761146
0.14429681,0.28338203,0.22047925,0.08550963
0.16241683,0.2290033,0.2526399,-0.04182208
0.08827643,0.16214919,0.15371229,-0.0058432743
0.12132563,0.20403704,0.1974035,0.16459613
0.09284417,0.30633402,0.20304577,0.13026294
0.16966313,0.24481502,0.25069973,0.099700466
0.16067214,0.25519538,0.23158965,0.11881465
0.16430758,0.4180247,0.27942586,0.17259444
0.13347144,0.25097233,0.20558824,0.10660596
0.18472624,0.14612857,0.22521113,0.08515407
0.09587937,0.44290853,0.27344692,0.18866599
0.20573618,0.20799777,0.27957284,0.15743569
0.10753286,0.113443285,0.1369376,0.04702541
0.36806738,0.40191162,0.46796548,0.478425
0.089232706,0.16303977,0.13026044,0.04618786
0.18312031,0.36120567,0.29389876,0.37130126
0.1950747,0.21200414,0.26927716,0.1248779
0.11600758,0.2873421,0.20212711,0.19597206
0.10123974,0.10157463,0.1360316,0.04790723
0.17796053,0.2953564,0.26163566,0.1294979
0.17476289,0.3162542,0.260323,0.34023625
0.18510807,0.21365814,0.2501701,0.087890476
0.077898204,0.39939338,0.23261638,0.0824167
0.09037115,0.20213561,0.15759131,0.02035879
0.13255394,0.33760875,0.26036122,0.15256383
0.15959881,0.07667061,0.18816109,0.033441048
0.16670087,0.2588842,0.2606266,0.12163387
0.088237435,0.07707835,0.11394082,0.07613759
0.06349377,0.40198076,0.23010859,0.023894157
0.09034291,0.4483086,0.25739074,0.05937056
0.17958319,0.20459902,0.22812977,-0.011268847
0.08417334,0.08007738,0.11905134,0.08114146
0.08024307,0.0127899945,0.08688976,0.079594955
0.12833507,0.24605405,0.22383316,0.0507635
0.15643375,0.21699221,0.22576308,0.12677269
0.09746705,0.07434671,0.10942892,0.07955198
0.17605142,0.12945096,0.20990428,0.11728434
0.13389847,0.41937286,0.2735375,0.027284052
0.16434552,0.43854815,0.30077887,0.2759278
0.24799031,0.21548668,0.3157924,0.14544593
0.23592773,0.25295508,0.28173003,0.33279327
0.25166714,0.7918699,0.5423945,0.4865277
0.10305801,0.23427382,0.17112668,0.03674117
0.23332682,0.45137313,0.3570894,0.35977426
0.14445066,0.3912803,0.26994535,0.13755792
0.17215474,0.32353646,0.2702725,0.24367934
0.13807474,-0.011274956,0.137444,0.031803254
0.19659215,0.23136464,0.23542948,0.22267869
0.1894944,0.23930956,0.21550807,0.09934582
0.15588082,-0.095627025,0.104111,0.08823769
0.20983714,0.35076195,0.31083727,0.11125547
0.21426909,0.16483518,0.2769251,0.097019866
0.15798843,0.016685158,0.16682109,0.037968535
0.15516338,0.3631455,0.26815075,0.23906428
0.16876516,0.29164302,0.26009476,0.117796525
0.14359051,0.2622839,0.21892907,0.14114909
0.23330313,-0.012564234,0.16537559,0.17662077
0.13489129,0.1732594,0.18268001,0.0769701
0.44177833,0.4299956,0.54683954,0.6539864
0.1668356,0.20432757,0.24299876,0.09765187
0.19801386,0.15575233,0.21435212,0.20620725
0.16692567,0.29817784,0.28809118,0.18807435
0.106171414,0.32363164,0.20842141,0.14707023
0.17692901,0.32794243,0.27544475,0.1439208
0.06441641,0.8080766,0.37835276,0.1483538
0.10297952,0.36250052,0.23582001,0.13705242
0.17727473,0.27316833,0.2532958,0.11813347
0.12931496,0.22704895,0.19992387,0.1168399
0.07078367,0.39264405,0.21916452,0.10829607
0.3692167,0.57085556,0.5082743,0.6173635
0.26793012,0.46589416,0.393236,0.41527882
