size_D,t04,t07,Generated_Var_3,Generated_Var_5,Generated_Var_6,Generated_Var_9,Generated_Var_10,Generated_Var_13,Generated_Var_14,effort_D
-0.06976887,0.5179459,0.35114613,0.48503995,0.43858606,0.38026577,0.33081585,0.31426883,0.5276493,0.35003018,0.025818612
-0.20132639,0.19392337,0.20819275,0.19239673,-0.03385901,0.29838386,0.752882,0.6657839,0.22338971,0.86310077,-0.18667735
0.0031321184,0.44438443,0.31401974,0.4583007,0.37924632,0.38542956,0.20824663,0.15295985,0.48643616,0.21734703,0.020094614
-0.12766546,0.5395433,0.2878453,0.42445537,0.36567375,0.3279931,0.40194124,0.3799321,0.48060772,0.44349343,-0.03528935
-0.038034808,0.58660465,0.30774355,0.4683777,0.46203604,0.41786662,0.21666531,0.16660815,0.5648035,0.2798919,0.018568475
-0.111841455,0.4126953,0.25933224,0.3733687,0.27083907,0.2629545,0.4319163,0.39490283,0.37431613,0.4258268,-0.0178979
-0.03508519,0.4519528,0.31249452,0.440303,0.37147504,0.3228887,0.2869928,0.24408673,0.45135525,0.2748228,0.015214492
-0.22665419,0.5366647,0.23766471,0.36698872,0.28979895,0.2982038,0.58419245,0.56004614,0.4667044,0.7046168,-0.23131937
-0.095101394,0.47218463,0.3348772,0.439474,0.38956517,0.28148606,0.42023945,0.38813472,0.43987882,0.39705166,0.01626921
0.046560332,0.5328076,0.35435095,0.5188141,0.47872406,0.45717102,0.16346316,0.12056604,0.57325315,0.18614188,0.04355887
0.02682048,0.46463287,0.3385761,0.48991957,0.4317563,0.40563366,0.23160128,0.19326226,0.50489104,0.21824819,0.022910926
-0.15688436,0.01396171,0.13090383,0.2095939,-0.15000403,0.40148723,0.70282423,0.49024194,0.17447147,0.866382,-0.17372951
-0.07606748,0.4320859,0.31132454,0.40898916,0.3727589,0.30721384,0.37938896,0.38032,0.44517973,0.34126306,-0.005478576
-0.040458344,0.5375819,0.29928607,0.4898244,0.41371015,0.3345015,0.2958816,0.26591414,0.49410623,0.2644023,0.014375266
-0.08356223,0.67247134,0.30181062,0.50928545,0.48099607,0.4570031,0.34341908,0.31980836,0.5924134,0.42713565,-0.020637041
-0.08698027,0.5514815,0.2960263,0.44839168,0.43278125,0.37563533,0.33368433,0.31672555,0.5274507,0.3852377,-0.025621213
-0.16906145,0.44654217,0.17892215,0.35369495,0.1774025,0.30558464,0.57116073,0.5168712,0.3589809,0.6475968,-0.12763678
-0.07384001,0.17369936,0.18018621,0.21658823,0.06419347,0.25237298,0.4189972,0.35422325,0.22931,0.4536336,-0.07460914
-0.16320765,0.48888755,0.29121923,0.35895404,0.33442867,0.29246518,0.41788897,0.3682385,0.46978664,0.47370166,-0.09087157
0.02170211,0.304599,0.33306718,0.50121534,0.3537819,0.58178616,0.2619744,0.17337245,0.53341186,0.36174804,-0.056789998
0.2168443,0.71815175,0.55264366,0.8774382,0.81882256,0.9279192,0.08625692,-0.030136332,0.9633028,0.22404742,0.07566202
-0.15112843,0.3942719,0.25493437,0.2958741,0.2369135,0.2549005,0.42026728,0.39225763,0.38113803,0.47202498,-0.094779596
-0.15170446,0.4269804,0.2879312,0.32873952,0.27362376,0.277805,0.43886885,0.40472734,0.41856217,0.4927275,-0.094355255
-0.21877103,0.22597983,0.21037674,0.20513597,0.015594906,0.2775685,0.73392266,0.63147897,0.26789957,0.8569214,-0.18978763
0.06698253,0.5465996,0.35619137,0.5431731,0.51248527,0.4938562,0.1450067,0.091422975,0.6006832,0.1635979,0.08315006
0.032216176,0.7314552,0.3710331,0.5858652,0.66203636,0.6506238,0.16169506,0.08184673,0.7538769,0.29964247,0.039583933
-0.03008272,0.33659354,0.2595174,0.4332846,0.2670154,0.39373097,0.2677501,0.17188081,0.45024514,0.31509748,-0.050619084
-0.12529728,0.5120392,0.31743157,0.41707924,0.37477133,0.35616076,0.41487566,0.4132964,0.49207905,0.49044365,-0.05330218
-0.08271638,0.20301,0.16317676,0.238465,0.058419846,0.24015713,0.40285385,0.32961524,0.22987452,0.43539783,-0.08023138
-0.075069785,0.5010048,0.33281282,0.4616672,0.40475333,0.3577763,0.34774807,0.3383689,0.5064966,0.38637394,0.0063598044
-0.078572065,0.51325375,0.35418743,0.47516128,0.4374338,0.33311296,0.35893714,0.32649794,0.496258,0.34848624,0.031804424
-0.04144674,0.23488793,0.21693388,0.29810396,0.1577903,0.3157995,0.3402977,0.28067017,0.31295872,0.3645664,-0.04717564
0.17955416,0.7668066,0.59180117,0.92954934,0.79947037,0.94037,0.06738062,-0.018337943,0.9955923,0.2745183,0.045418065
-0.12045364,0.27557105,0.15495677,0.29047078,0.100948915,0.24575245,0.44707075,0.3673116,0.2627777,0.45204803,-0.08363336
-0.13433954,0.46739304,0.26173085,0.37832868,0.32153988,0.255717,0.40945333,0.3912583,0.4150086,0.43336943,-0.038918387
-0.0817271,0.6947726,0.29514897,0.5334542,0.4951586,0.4973041,0.34934384,0.3371863,0.6289862,0.4817434,-0.046653073
-0.20331657,0.33328837,0.15778586,0.2603272,0.106349126,0.24230972,0.6222916,0.5690821,0.30410638,0.7094914,-0.18008237
0.36496446,0.8696662,0.46408588,0.90089566,1.021278,1.1251676,-0.109292746,-0.21865888,1.0551791,0.10734828,0.254927
-0.13565443,0.16296485,0.17498629,0.18666728,0.008066742,0.22003564,0.5271263,0.45613146,0.20996132,0.5813775,-0.09763764
-0.08449743,0.07448122,0.14222866,0.14512311,-0.059770174,0.23925626,0.4803141,0.40523207,0.15975723,0.55827767,-0.122182876
0.014620684,0.62551385,0.35294327,0.5274585,0.55780834,0.5350503,0.17473724,0.112140074,0.64981604,0.26066765,0.052628588
0.5292166,1.02195,0.57841206,1.0947473,1.2715924,1.4147364,-0.198586,-0.33836132,1.2754945,0.0893437,0.33169654
-0.064347066,0.5516011,0.3198846,0.47039944,0.44600087,0.39120123,0.28000095,0.23571801,0.5378616,0.324963,0.021516431
-0.07361266,0.50230306,0.31602207,0.4549233,0.4006097,0.30265573,0.38996422,0.35059983,0.45581847,0.3549361,0.026784662
-0.11265242,0.16039363,0.16869119,0.18180458,-0.0093040615,0.21460596,0.4968942,0.43941313,0.19087516,0.54536116,-0.102139086
-0.12061277,0.47228184,0.30357283,0.40998423,0.34223542,0.29344243,0.42757308,0.4019608,0.43225795,0.45108065,-0.023881337
0.17943963,0.652598,0.3934282,0.7404256,0.7083874,0.78110826,0.07752045,-0.015405521,0.80633855,0.12977903,0.118778795
-0.1398043,0.27671024,0.18898445,0.22418997,0.08116899,0.22083625,0.50803196,0.4446544,0.2503914,0.54561234,-0.112531334
-0.13652678,0.48940155,0.32970205,0.39069968,0.361381,0.30749205,0.40864497,0.3802597,0.4672099,0.44561368,-0.05750871
0.14531562,0.6672156,0.32849428,0.65374124,0.6821594,0.66239125,0.060693126,-0.054791242,0.7197863,0.15454721,0.13938253
-0.121316664,0.24052617,0.20776461,0.25010705,0.10783552,0.21800601,0.4842955,0.42761672,0.26073247,0.5126861,-0.06453442
-0.1155591,0.44018346,0.24170002,0.38610888,0.27921247,0.26667452,0.4085974,0.36553282,0.37530494,0.40930864,-0.02528153
-0.15160362,0.23259985,0.2133757,0.22522835,0.053951625,0.25920868,0.56300884,0.486696,0.27871084,0.6350596,-0.098128706
0.015563728,0.5349815,0.32959706,0.49605548,0.4274514,0.47273088,0.15494744,0.16970748,0.5582395,0.23766491,0.00062148273
-0.1352268,0.2683958,0.2031304,0.23398197,0.10872552,0.2046153,0.46503362,0.40969706,0.2732517,0.49528354,-0.07504592
-0.13029571,0.36073187,0.26147214,0.32026774,0.24421176,0.23679036,0.43168437,0.39590716,0.36151314,0.44692767,-0.03665209
0.25562215,0.76703596,0.40400252,0.7872602,0.8272892,0.898314,-0.0337911,-0.16253386,0.8656307,0.106519386,0.17986582
-0.09265792,0.4788895,0.3297969,0.44597667,0.38972047,0.30627486,0.39386454,0.37355727,0.45734137,0.38871384,0.009881031
-0.06691286,0.25561175,0.21021692,0.3006185,0.1448862,0.27640557,0.3273366,0.2472981,0.32184744,0.3663742,-0.06125836
-0.1260279,0.4489754,0.3013672,0.39690724,0.33819768,0.28140888,0.42785618,0.3956282,0.42820624,0.44403464,-0.014177106
-0.094597235,0.5576396,0.26800856,0.45076296,0.38824522,0.3366528,0.30133033,0.30547166,0.49554595,0.37818965,-0.072161846
-0.10920411,0.45499676,0.27989274,0.36341134,0.30306387,0.33623967,0.3946166,0.38155544,0.40423337,0.42243895,-0.0437386
0.001881496,0.536878,0.3245995,0.515691,0.45513248,0.39212033,0.22515437,0.20275131,0.5383395,0.21592769,0.001523111
-0.18255502,0.5671402,0.23892155,0.41200137,0.2971691,0.398239,0.5519645,0.5394348,0.47549948,0.68807095,-0.15477683
-0.111357965,0.41887572,0.31514335,0.38811067,0.3256725,0.27585036,0.41827515,0.38721615,0.40773976,0.41869047,-0.017244067
-0.2318826,0.46136025,0.24057387,0.3262992,0.22564223,0.30082116,0.6418446,0.6218242,0.42473236,0.7855722,-0.23244774
-0.10433057,0.4504764,0.2812342,0.39550516,0.33405894,0.2669211,0.39770418,0.36965066,0.41841903,0.4018713,-0.011515368
-0.12780303,0.3155439,0.20488608,0.2670933,0.14142561,0.21842894,0.45647204,0.41528207,0.30016342,0.4915981,-0.07838252
0.047804154,0.41616753,0.33862045,0.47963217,0.40599066,0.44603506,0.19290467,0.14571968,0.5120858,0.2114513,0.006446015
0.17837656,0.591789,0.5660895,0.8217394,0.76712567,0.8845691,0.1673813,0.08637471,0.9127977,0.29447556,0.03191592
0.2103249,0.6674838,0.5853838,0.867968,0.7890769,0.93103206,0.10516973,0.0019834265,0.97140044,0.24857679,0.05667219
-0.0650246,0.54335713,0.31225705,0.471391,0.40188685,0.41176468,0.3332143,0.3227307,0.5363106,0.41173652,-0.013624135
-0.03590681,0.32970244,0.2537498,0.36718634,0.25661606,0.32045785,0.31581593,0.2710667,0.37396586,0.3075096,-0.018535435
0.44905856,0.95135254,0.53429306,1.0483133,1.1575145,1.2969098,-0.14125338,-0.2785316,1.1908615,0.10315697,0.26944816
-0.16174589,0.3318128,0.23407222,0.26905924,0.09686547,0.25483036,0.4532183,0.35707033,0.29098767,0.5578226,-0.122120336
-0.0173571,0.59121656,0.33077055,0.5143662,0.5013995,0.45811498,0.22709662,0.17775817,0.5833029,0.28902593,0.04614525
-0.115605325,0.5268299,0.29999718,0.4270399,0.37590748,0.30766806,0.4033825,0.3722561,0.45350775,0.39562848,-0.0056420304
-0.14615972,0.46384105,0.2538965,0.3323487,0.26197344,0.2766305,0.39655125,0.32941598,0.4016885,0.43062094,-0.088909626
-0.12643799,0.81872183,0.3260079,0.6790241,0.5299129,0.56339973,0.31003118,0.3027259,0.69657457,0.49317345,-0.09009674
-0.11860209,0.43849948,0.2635988,0.36943507,0.28002805,0.308053,0.41892666,0.395405,0.4100622,0.47419876,-0.04402821
0.25362805,1.020381,0.41639188,0.9488531,1.0607319,1.0871279,-0.037788685,-0.16598783,1.087492,0.19673505,0.17095013
-0.07236535,0.32949162,0.26831993,0.3679723,0.25008544,0.27748013,0.37898225,0.3142544,0.355938,0.35398045,-0.021432752
-0.023620972,0.6902373,0.29348677,0.5816516,0.59017324,0.52440745,0.19374056,0.12075743,0.68068945,0.30291426,-0.018678881
0.4169565,1.0408927,0.5269823,1.0404334,1.216501,1.3268312,-0.12803821,-0.23906074,1.2340448,0.17765273,0.25260735
0.057502795,0.70302254,0.3515417,0.60192484,0.6395466,0.6397113,0.11342621,0.016263336,0.7231906,0.25506827,0.048541423
-0.09211276,0.51356685,0.32393348,0.45961297,0.40730053,0.3046543,0.42454615,0.38331294,0.4697383,0.39043218,0.019926127
-0.17347309,0.20684491,0.18350315,0.1910789,0.029581437,0.23440555,0.5772703,0.51659125,0.23568894,0.6541856,-0.13421397
-0.15059444,0.5146822,0.22481388,0.39840817,0.26708513,0.28402376,0.4983135,0.45754808,0.4155567,0.5472481,-0.07351411
-0.094494335,0.47582006,0.35027754,0.44978413,0.40548486,0.2946336,0.4218761,0.39057755,0.44778568,0.39763516,0.01429354
-0.11917414,0.6836282,0.31823164,0.5030858,0.51047194,0.4601962,0.26431063,0.16921268,0.6354236,0.40134594,-0.12266946
0.040202048,0.22836632,0.35322192,0.47001848,0.31068775,0.6855179,0.31981173,0.20334086,0.55112094,0.48512903,-0.082644075
-0.11750488,0.22826672,0.19004768,0.23380914,0.09378077,0.21905336,0.45818615,0.3941751,0.24747322,0.48208386,-0.061892625
0.022194114,0.5225971,0.35500857,0.54741675,0.45817718,0.49273777,0.17559928,0.15039256,0.5829524,0.24551195,0.0028776824
-0.061528154,0.5008795,0.34960964,0.48012614,0.42767462,0.36165386,0.33756685,0.33005583,0.5056915,0.35203508,0.024730835
0.16590995,0.62954414,0.4958163,0.7179577,0.6829006,0.7383165,0.09454326,0.049258444,0.81085646,0.19336079,0.053599272
-0.094075695,0.48332542,0.320211,0.44076014,0.38093436,0.28658146,0.4122149,0.37743324,0.4448792,0.38580006,0.016783264
0.20175906,0.66302687,0.4888927,0.76117074,0.74551356,0.8236654,0.0667016,-0.008922391,0.8552952,0.18044198,0.0994619
0.008961875,0.51623166,0.3599681,0.62175953,0.44726947,0.59365433,0.19608174,0.17622644,0.6176205,0.31907266,-0.031205952
-0.15175185,0.32784614,0.2547155,0.2874908,0.16250867,0.26263115,0.5257705,0.47290862,0.33457702,0.57943255,-0.1119369
0.25306213,0.72710824,0.54024285,0.84229267,0.824002,0.9653307,0.008466251,-0.095004335,0.9796447,0.1551205,0.13970815
0.16269279,0.7637623,0.343366,0.7311928,0.7684754,0.78382844,0.020839114,-0.113614574,0.82783335,0.15392017,0.14798446
-0.16076191,0.3353636,0.16212784,0.3174451,0.11202848,0.2783014,0.48349094,0.4203686,0.3056396,0.5540297,-0.1255658
-0.12196967,0.47243714,0.30422354,0.38799873,0.3288544,0.29340312,0.4119095,0.39848524,0.45047855,0.45111224,-0.036181495
-0.078046076,0.5231247,0.35477257,0.4910405,0.44768667,0.3696515,0.3570956,0.33237076,0.5175587,0.36687228,0.023586016
-0.14123976,0.4238857,0.27279693,0.32160178,0.26288438,0.25638086,0.4192633,0.37189025,0.39481646,0.4516403,-0.06618309
0.15642452,0.5311754,0.48029175,0.6692438,0.6101821,0.7402942,0.11270565,0.035702016,0.7658732,0.22434677,0.034329716
0.13338006,0.73960733,0.3461756,0.68732476,0.7334946,0.7458633,0.042486772,-0.07909262,0.79542464,0.18279974,0.12460737
-0.08040291,0.31533903,0.23476142,0.3299899,0.20893553,0.24178946,0.4032023,0.3436604,0.31428987,0.37193838,-0.023458797
0.20938392,0.69282025,0.5715928,0.86515707,0.7939402,0.9220327,0.09471003,0.020790793,0.95916224,0.25396523,0.034281146
-0.1171295,0.27295738,0.176127,0.26203614,0.1093531,0.23415723,0.46025982,0.40317267,0.2552745,0.48915893,-0.07830258
-0.09529856,0.62728053,0.33731,0.44866666,0.45820186,0.413469,0.3030552,0.2628352,0.56008387,0.36617926,-0.037265755
-0.06419398,0.5190673,0.34013855,0.48106813,0.4234626,0.38019946,0.32363403,0.3162958,0.5253997,0.359515,0.01853611
-0.123880066,0.2022731,0.16335121,0.20602943,0.018585281,0.20534876,0.5129426,0.46275562,0.20118469,0.5479605,-0.10624356
0.042798866,0.4494833,0.34587878,0.49151608,0.42981014,0.45570105,0.16512765,0.11978663,0.5331223,0.19027005,0.030756932
-0.13747314,0.39394453,0.26931554,0.32835656,0.256332,0.24373618,0.454323,0.41999298,0.37692913,0.4853245,-0.048972186
0.047502857,0.56308746,0.36366364,0.56015444,0.5122803,0.46015188,0.21814713,0.18034713,0.58446777,0.19298296,0.028366793
0.07537724,0.5597676,0.39782083,0.6197623,0.5460297,0.5711469,0.1512227,0.12385219,0.6624363,0.20678014,0.022793982
-0.07610898,0.4317533,0.29949087,0.41809657,0.34932807,0.3067567,0.35051605,0.31671607,0.41726106,0.32222325,0.0105031915
-0.11211672,0.52669203,0.29547858,0.45290348,0.38460132,0.32505846,0.4079876,0.38620806,0.46215037,0.4090431,-0.00054130703
-0.10342537,0.5286424,0.28249758,0.43889663,0.36623922,0.30942816,0.3637399,0.3378902,0.47219822,0.38473618,-0.015090559
-0.059378646,0.5115901,0.3053233,0.47564226,0.40559518,0.317071,0.3238434,0.27629226,0.47694984,0.290434,0.030839581
-0.124632806,0.48260477,0.27947122,0.41345778,0.3307508,0.2854543,0.4365884,0.41053665,0.432885,0.45123422,-0.028287033
0.32013094,0.93322444,0.45494658,0.883536,1.0230154,1.0941905,-0.07373753,-0.16258217,1.0513945,0.1808915,0.19612606
0.033931617,0.82434285,0.3017053,0.6710485,0.68877846,0.6640551,0.16389866,0.10745354,0.7733204,0.30728412,0.048279185
-0.03824065,0.5482508,0.35736975,0.4922937,0.47780892,0.40603334,0.27862144,0.24251306,0.5535517,0.31226128,0.04589283
-0.1209943,0.002271928,0.14482838,0.1293725,-0.15723738,0.3155494,0.6178849,0.4834965,0.1445368,0.751787,-0.15154023
-0.11853579,0.4941349,0.29399663,0.4074641,0.34776625,0.3054001,0.40668672,0.3914864,0.4488202,0.4362927,-0.02357201
-0.1740417,0.3501476,0.21619388,0.25166616,0.15878686,0.22819436,0.500785,0.4473576,0.3390975,0.5623862,-0.12621592
-0.18606135,0.55720496,0.31177807,0.37153488,0.34792694,0.32864428,0.44679904,0.3916601,0.49852082,0.5090325,-0.14163193
-0.066051066,0.54337555,0.33984315,0.4703431,0.4400877,0.40992093,0.29984352,0.2731558,0.55779314,0.34459347,0.011895243
-0.16752085,0.4205192,0.17440191,0.33166957,0.15571275,0.28087837,0.56741333,0.5119031,0.3361686,0.6169844,-0.11466791
-0.047356527,0.25413907,0.23295034,0.30657032,0.17396733,0.30246648,0.33977664,0.26492536,0.338666,0.3569373,-0.03857398
-0.15692797,0.47665524,0.25688457,0.3693897,0.2987295,0.31674832,0.46020222,0.44605494,0.45947683,0.57255656,-0.11791837
-0.15181376,0.5317453,0.25866932,0.39727885,0.34407943,0.27874687,0.4161625,0.38912064,0.45319873,0.43622166,-0.057524927
0.20361893,0.7569965,0.38063607,0.74593985,0.7608228,0.8344333,-0.020179752,-0.102610216,0.8484519,0.13352634,0.14322485
-0.04505443,0.11503018,0.21616825,0.31177053,0.06941946,0.46798187,0.3902134,0.24061403,0.341905,0.52998495,-0.11749248
-0.15981083,-0.010397129,0.1265674,0.11636542,-0.20765978,0.32373655,0.7561543,0.62756556,0.10740998,0.8932207,-0.16660328
-0.08506711,0.4926585,0.29693788,0.4312064,0.3810378,0.3071482,0.32297608,0.2892941,0.4714219,0.33758858,0.011131417
0.060598988,0.5830084,0.3889307,0.59153104,0.5383733,0.5285169,0.18521652,0.14266329,0.63569415,0.19544905,0.028100792
-0.1698896,0.5323571,0.24608982,0.39291877,0.34294277,0.2988755,0.46324444,0.43615925,0.47282478,0.56775385,-0.12874016
-0.19298208,0.50814474,0.20670393,0.3917225,0.25978336,0.3409182,0.590419,0.5679799,0.44185892,0.7301267,-0.16350348
0.06811071,0.59904414,0.348749,0.5335591,0.5376232,0.5394337,0.101043984,0.03955901,0.61621535,0.15847944,0.08943717
0.20676987,0.68072104,0.53040045,0.8132058,0.7899289,0.8651174,0.073961005,0.03927629,0.9130985,0.19996245,0.060778756
-0.1216783,0.26236528,0.21639894,0.2583129,0.13138673,0.22047704,0.4772401,0.4306547,0.26260588,0.49578282,-0.06156685
-0.07910215,0.4764471,0.3334778,0.45646903,0.4019964,0.29272392,0.39220983,0.35427153,0.44587642,0.360573,0.025127348
-0.12321862,0.44857273,0.28456166,0.3864023,0.32404625,0.26248327,0.42139056,0.3938595,0.41614905,0.44306314,-0.022684565
-0.1658119,0.5261821,0.25118724,0.37486163,0.3383935,0.27032703,0.432188,0.38125306,0.47918075,0.51097184,-0.13584429
-0.20333157,0.4456746,0.28038839,0.3032035,0.24646178,0.28642407,0.53530777,0.49148953,0.42541295,0.6166674,-0.18934476
-0.12368733,0.22265756,0.13873832,0.22742073,0.02319015,0.23016906,0.50041914,0.42338735,0.21472496,0.5359822,-0.11426143
0.102609135,0.421479,0.42586094,0.58084285,0.49168536,0.6681195,0.15289077,0.0718895,0.67848957,0.26199293,0.007128004
-0.12059868,0.20302492,0.16931139,0.21192828,0.044901,0.21868455,0.47817054,0.44367427,0.2258522,0.51827896,-0.08511804
-0.103461586,0.37077242,0.29082397,0.36127394,0.28088582,0.240765,0.44270623,0.39875853,0.3650034,0.42934734,-0.010930419
-0.11589126,0.078843325,0.12251025,0.18135706,-0.058316424,0.28639442,0.51034397,0.3941741,0.17600358,0.5879846,-0.12347269
-0.15319273,0.23124436,0.1892868,0.21686746,0.08157554,0.2245385,0.50873995,0.44928223,0.25788754,0.55979,-0.08489845
-0.1571493,0.49067342,0.2776828,0.36432928,0.29599944,0.30458757,0.41884437,0.3413627,0.4535199,0.45694914,-0.083109334
-0.15772784,0.4675343,0.27708793,0.3378119,0.27371898,0.28993136,0.46085495,0.42724377,0.42221248,0.5003597,-0.08847514
-0.15395851,0.11471205,0.11165618,0.18112698,-0.14870894,0.26498038,0.69615495,0.60491574,0.1356964,0.7944096,-0.19259395
