AFP,Input,Output,Enquiry,Added,PDR_UFP,Dev.Type,N_effort,Effort
0.01744046,0.016823182,0.023024432,0.03324008,0.011932905,0.10767693,-0.000839998,0.04090729,0.035961457
0.017674262,0.0035414845,0.017145872,0.07954998,0.01254148,0.13050614,0.00056171045,0.05349035,0.05236742
0.032271665,0.015284607,0.054880094,0.09766903,0.02904723,0.051674757,-0.0012572492,0.04147434,0.04610538
0.017429572,0.008403873,0.04641897,0.050617553,0.02056322,0.055518787,-0.0022425586,0.022987736,0.022259483
-0.004944194,-0.007073108,0.026824445,0.021183768,0.00063986424,0.09749929,-0.00050301757,0.025499236,0.024526292
0.008360734,-0.0020456705,0.053098742,-0.0092487,0.01511182,0.10408676,-0.0017234059,0.019836074,0.021537893
0.017915944,0.015756732,0.039192166,0.0566081,0.01825346,0.071799904,-0.00025404058,0.051004075,0.043910585
0.046173576,0.042762443,0.063716896,0.06529234,0.0464049,0.11143823,-0.0007143682,0.17450234,0.15439117
0.018638667,0.012950895,0.0023394404,0.10705669,0.016885296,0.22052768,-0.0006368784,0.12746805,0.113315836
0.021335255,0.012816569,0.0687055,-0.020227138,0.01881755,0.08326466,-0.00047446135,0.031920925,0.03193395
0.022020679,0.019625248,0.0023290701,0.08505483,0.019232057,0.06351749,-0.00076816604,0.046354473,0.038765915
0.004193248,0.0033529159,0.022861533,0.002051626,-0.009271983,0.1712094,-0.0019469336,0.018104509,0.010580812
0.0067817867,0.008661481,0.01814885,0.008605785,-0.0020270902,0.19788054,-0.0008947514,0.037303656,0.043676972
0.008165266,0.008374818,0.0012175152,0.021992585,0.011551561,0.075634226,-0.0015164064,0.012572575,0.013319401
0.007016778,-0.0021687467,0.036411285,0.038152643,0.009665446,0.14398757,-0.00026784278,0.0561192,0.046230935
0.0026180688,-0.00014411844,0.011024446,0.010684765,0.00743082,0.062198717,-0.0013164179,0.013328109,0.008143345
0.004965272,0.0065818373,0.010645575,0.02186805,0.000210742,0.11459723,-0.0009784764,0.03659066,0.03749637
0.0056032557,0.0033475943,0.01701577,0.036294617,0.004431222,0.08256559,-0.00039106328,0.036217496,0.03285594
0.023855738,0.014751894,0.04330705,0.09479809,0.0045036958,0.028328989,-0.0012933612,0.037407216,0.023618998
0.0047692023,-0.0027719755,0.019000415,0.0074964827,0.0042222305,0.2177563,-0.00043865386,0.02533828,0.033284277
0.0151975,0.006839456,0.023433425,0.04249474,0.018718526,0.12798752,-0.0005242033,0.059070922,0.0555647
0.0019739438,-0.0036555175,0.0460172,0.0048278505,-0.0048720585,0.10238759,-0.0008995915,0.029688744,0.024020476
0.010751593,0.0070430376,0.027487107,0.13077798,0.014268292,0.34551695,0.00053301547,0.23539193,0.21604283
0.013770109,0.011213535,0.012343577,0.019161541,0.02067261,0.045782614,-0.0021130163,0.009554554,0.0102614835
-0.0019758549,0.0045440625,0.018716604,-0.014749473,-0.0051526465,0.035072483,-0.001851541,0.041559834,0.032924406
0.04322743,0.038346723,0.04936877,0.07848306,0.051884696,0.19468129,-0.0011510607,0.22414002,0.19815277
0.0066097826,0.007220773,0.00884108,0.044472896,0.0018551201,0.052229296,-0.001262188,0.011803787,0.0072771176
0.0035605691,0.00027489476,-0.014024711,0.09785387,0.00021974277,0.05363617,-0.0013619894,-0.00071758404,-0.0011830903
0.014213744,0.012030518,-0.005237527,0.02718766,0.020880358,0.13347334,-0.0007792236,0.08329951,0.067894846
0.011924126,0.000849165,0.06893268,-0.009451419,0.012501836,0.32699552,-0.0015213611,0.022194384,0.019391097
0.009541096,0.0059731826,0.01317302,0.02606074,0.0040238076,0.09349826,-0.0014930079,0.03568258,0.02130547
0.018978616,0.010427637,0.051473208,0.033885013,0.019360889,0.047740243,-0.0014084168,0.02173046,0.022203377
0.01765791,0.0032786336,0.061715137,0.09553784,0.019199172,0.13327014,8.272659e-05,0.09548772,0.08244966
0.010886061,0.0062738247,0.04946828,-0.034052756,0.012151504,0.059925538,-0.0010797558,0.011616278,0.014747422
0.013943977,0.011404688,-0.0024084123,0.063651,0.01611976,0.21239296,-0.0014065839,0.07872856,0.0707532
0.02220085,0.014165318,0.046180848,0.027100673,0.028746484,0.093189314,-0.0021957569,0.046143755,0.04601775
0.0074691027,-0.00039586797,0.048755568,-0.016431266,0.009850518,0.082240984,-0.00036105607,0.017945468,0.016528321
0.00043605827,-0.00063989125,0.003856711,-0.0027107191,0.0010334305,0.13964519,-0.0015684767,0.016148832,0.017686518
0.009979159,0.004219657,0.05124389,0.09427081,-0.0021038386,0.13094378,-0.00029879622,0.16149566,0.13599642
0.043099016,0.0443106,0.043295253,0.077631846,0.046841145,0.10776299,-0.0007163882,0.14942789,0.14017415
0.007123748,0.0076462775,-0.0039525707,0.017821373,0.0042150524,0.09842476,-0.0014258316,0.01306117,0.0129636135
0.00723421,0.0042421017,0.034928724,0.020241192,0.006188129,0.10044926,-0.0011415323,0.022255978,0.022727435
0.03312041,0.019974912,0.081601165,0.028350841,0.041662946,0.045731813,-0.0019779326,0.051111598,0.04961329
0.0039041508,0.004551936,0.05192221,-0.025002152,-0.007582817,0.18299031,-0.0021900078,0.062461503,0.041690253
0.00023885816,0.00036379136,0.043607008,-0.0123048965,-0.008166433,0.17856559,-0.00016972981,0.046937,0.03211917
0.027330637,0.0107869785,0.055501904,0.054764286,0.035739377,0.049747728,-0.0012500715,0.03460371,0.030271737
0.0060231555,0.0023486875,0.016690463,0.004045896,0.009504419,0.082676,-0.0008013807,0.00999498,0.009557752
0.023315141,0.021024602,-0.007000113,0.056773435,0.022361882,0.079265565,-0.002095608,0.03426576,0.031754203
0.0036917422,-0.00035787746,0.011190691,0.06865028,0.005913759,0.19693187,-0.0021614805,0.07600747,0.06902397
-0.0025605503,-0.0051528867,0.020944305,-0.0018070317,-0.00252569,0.09907931,-0.0018439665,0.01397489,0.010656713
0.0127657605,0.0037737824,-0.008995262,0.11258764,0.011634123,0.37500554,0.00020176265,0.15468702,0.14234318
0.010569135,0.0059800427,0.014049274,0.08969526,0.011635524,0.07588891,-0.00075193495,0.040968996,0.038829118
0.017677829,0.0132402275,0.0054959245,0.07846205,0.018960709,0.045390762,-0.0008902708,0.015965583,0.013122123
0.005967794,-0.00643579,0.035476428,-0.0029913164,0.018288739,0.15044168,-0.0018358026,0.06980633,0.05777482
0.003977027,-3.3458695e-05,0.024088278,0.015098672,0.00010246318,0.16930671,-0.0015343986,0.032025285,0.02671435
0.008573817,0.009121599,0.033185866,-0.026946483,0.001696121,0.05842396,-0.0009056702,0.011618808,0.011649581
0.01620802,0.013793023,-0.0061811367,0.055750012,0.018546611,0.064118505,-0.0010562781,0.0208094,0.027552964
0.017511085,0.00878581,0.039361596,0.027131196,0.017228015,0.33445594,-0.00016758218,0.06829855,0.07176739
0.010701982,0.00765064,0.0055219578,0.03374861,0.013308633,0.061612073,-0.0015127119,0.02009156,0.014710216
0.03983862,0.032275155,0.08420142,0.08154488,0.043616183,0.1712107,0.0004054876,0.19610244,0.1854574
0.01943282,0.0073538646,0.052391075,-0.023079751,0.028036876,0.03272262,-0.0013857717,0.013341282,0.007550731
0.012609026,0.0114833545,-0.042017736,0.14254716,0.0047639753,0.20362437,0.0010228744,0.10706228,0.10601806
0.023115031,0.02469288,-0.008643053,0.060450234,0.024826916,0.08598324,-0.00077526644,0.06143588,0.052239016
0.003695134,0.004143985,-0.020650493,0.02843049,0.000766231,0.17394195,-0.00086470135,0.032162648,0.025497613
0.007021107,0.0019504763,0.025502466,0.013164977,-0.0007305145,0.13318929,-0.0011865096,0.052931767,0.04197321
0.032608587,0.014800815,0.081646696,0.096659735,0.02988313,0.06476248,-0.0009808214,0.06342315,0.04890117
0.016987607,0.013548536,0.036176298,0.029211938,0.018668232,0.0750423,-0.0012491783,0.029695163,0.027283097
0.007537814,0.006211875,-0.008817931,0.035096433,0.010529163,0.03844025,-0.0011539394,0.0063132793,0.00554252
0.014123706,0.008939199,0.046531625,0.0005149096,0.015739392,0.13469341,-0.0005969675,0.038005058,0.03534738
0.023304373,0.010223789,0.06763785,0.10229593,0.0188183,0.11337522,-0.00096984673,0.10578506,0.09422885
-0.0058264043,-0.011845359,0.037951645,0.0016531001,-0.013495371,0.14220169,-0.0014053937,0.019600913,0.020524831
-0.004053369,-0.0013169777,-0.01195859,0.09385678,-0.016514136,0.10830763,-0.0004323637,0.031699114,0.030406596
0.033263516,0.0122323055,0.0750908,0.078521915,0.04543063,0.17496371,-0.0009633899,0.10664515,0.104380384
0.0030835383,0.0015053749,0.029666983,-0.0023246272,-0.010804904,0.088300765,-0.0019634925,0.01322538,0.00819326
0.037275195,0.039341792,0.03254967,0.05196308,0.031052379,0.16582762,-0.0022154497,0.19426593,0.17141096
0.0055749826,0.0028709248,0.00021930132,0.025030088,-0.001863529,0.33975875,-0.0009997115,0.049166568,0.039506074
0.0070312973,0.0024775956,-0.015145888,0.078925796,0.00065254583,0.0471948,-0.0012463508,0.014575485,0.009814413
0.0029275436,0.0058779307,0.037428852,-0.044820588,-0.006900712,0.09049371,-0.00039618276,0.009412587,0.015765466
0.008233985,0.0067103375,0.011558804,0.015444774,-0.00061720517,0.12037917,-0.0011954075,0.077603094,0.06038712
0.031542305,0.028231079,0.018772915,0.08783078,0.031996578,0.110903546,-0.0003526155,0.10778118,0.0908147
0.009939892,0.0005694702,-0.0028450685,0.058767643,0.016711593,0.25592303,-0.001962305,0.05807314,0.060247377
0.010316924,0.0045880117,-0.009172486,0.031225521,0.013443133,0.1393922,-0.0014366023,0.039383013,0.036771633
0.015586331,0.011700405,0.039251816,0.0047883093,0.0009302634,0.098319486,-0.0012257788,0.061563086,0.044696935
-0.0139053855,-0.00015325099,0.008348578,-0.019060137,-0.02636563,0.09366366,-0.004172167,0.032599725,0.021022622
0.03586079,0.025248168,0.08159271,0.06549993,0.033869404,0.08182339,-0.00068011973,0.1076548,0.09203449
0.0109621,0.0077280384,0.027004085,0.00073354365,-0.004597566,0.19385311,-0.00068756286,0.053588226,0.03804704
0.031810828,0.020089773,0.049670707,0.13109837,0.025482513,0.058243133,0.00031509157,0.109082654,0.09382759
0.029801024,0.018870397,0.11738335,0.035157494,0.03423668,0.19709885,0.00010727253,0.24201916,0.21078224
0.022051137,0.0035599936,0.060715575,0.05090865,0.032090317,0.2899624,-0.0016591586,0.12493275,0.12530561
0.009004461,0.014745606,0.0081101945,0.028926516,-0.0032126196,0.12980267,-0.0025456753,0.050568987,0.04955883
0.0251378,0.0084932055,0.086100146,0.22171961,-0.0037149042,0.031197693,-0.0006876895,0.09931801,0.07276979
0.00810146,0.0069159027,0.006369957,-0.0039009922,0.0012894103,0.1203613,-0.0014784914,0.04234352,0.033821385
-0.001258459,-0.009588553,0.030260999,0.020970069,-0.0064744754,0.18634775,-0.0005983114,0.0146118775,0.0061624157
-0.00060367025,0.004333472,0.01192518,-0.02313087,-0.01896068,0.17498982,-3.453344e-06,0.015929209,0.031755745
0.032779094,0.01910008,0.070066646,0.12704173,0.02322678,0.00761991,-0.0008675102,0.08410165,0.0655527
0.0048137363,0.0007567331,-0.006587162,0.025170874,0.008436624,0.21472287,-0.00106603,0.04670702,0.048109032
0.019552995,0.012031766,0.027358472,0.09020095,0.022150237,0.06970887,-0.0011158949,0.033403084,0.030742435
0.022864543,0.014361633,0.025253512,0.07347576,0.027560186,0.123500794,-0.00019877218,0.085116126,0.07646069
0.022650296,0.010730604,0.07351954,0.121787086,-0.005043649,0.027585596,-0.0007860474,0.05727221,0.04481188
0.0067563597,0.005888123,0.017648984,0.02119576,0.0042022923,0.08564359,-0.0013923692,0.021713987,0.014853265
0.004937399,-0.010350026,0.06477007,-0.0143652,0.008561244,0.22369963,-0.0016420949,0.03244514,0.022374151
0.017832395,0.008391252,0.02028181,0.016822243,0.0052306247,0.4027013,0.00029350165,0.110253595,0.09912415
0.0016828384,-0.0076698903,0.038723327,0.039367616,-0.004529169,0.2367441,-2.9844232e-05,0.12634927,0.11451925
0.012633963,0.012006147,0.015691977,0.05252197,0.0073459586,0.084745765,-0.0007890165,0.056309327,0.04733783
0.015927404,0.010212889,0.046379745,0.016921258,0.015716285,0.084291846,-0.0009808112,0.032114625,0.035584815
0.016891241,0.007599501,0.047019523,0.041359074,0.012868853,0.1581798,-0.0007586079,0.10655987,0.090284094
0.010609105,0.009096896,0.03332503,0.016186222,0.023682732,0.0689165,-0.0014699372,0.0247109,0.022731738
0.016929653,0.015342241,0.073268674,-0.023230799,0.008715001,0.0803205,-0.000367851,0.09910777,0.08567822
0.03370955,0.019122032,0.0793577,0.06723949,0.041920297,0.10752466,8.438714e-06,0.12882097,0.11085786
0.014201618,0.009552443,0.03986149,0.032210547,0.00864296,0.07600677,-0.0018408485,0.049594395,0.03608349
0.029011173,0.018184463,0.015328635,0.07452563,0.028232105,0.09894709,-0.0010914262,0.09569122,0.08391847
0.017107297,0.011774575,0.0019875625,0.06024462,0.010685025,0.089445546,-0.00062920526,0.02028832,0.029074306
0.004000347,0.0051118527,0.08619938,-0.047887616,-0.008107366,0.3955997,-0.0014479738,0.056129783,0.033755988
0.012428792,0.0065074023,0.028293148,0.022649204,-0.0025701593,0.17700648,-0.0005780617,0.054188743,0.04456526
0.0035330243,-0.0031142905,0.0119038215,0.026190363,0.00094887544,0.10773685,-0.00088787545,0.042246435,0.024635518
0.010287568,0.0073624775,0.024286736,0.012932306,-0.0044481717,0.322714,-0.001869387,0.045635685,0.03563627
0.014173901,0.002469696,0.06071988,0.023316652,0.026541362,0.12226077,-0.0010670153,0.07020233,0.059071288
-0.0040091164,-0.0039103273,0.011262287,0.026810266,-0.008192637,0.07109939,-0.0008106157,0.012434531,0.01108109
0.0057584886,-0.00041111745,0.015697882,0.026719533,0.009612614,0.11429691,-0.0014944524,0.023747457,0.021182522
0.0154169,0.01556349,-0.011447523,0.04371713,0.021770684,0.0712384,-0.0008399291,0.034095243,0.030576667
0.008787237,-0.0031420197,0.020272862,0.02655805,0.013110724,0.32559928,-0.0016815783,0.06338251,0.05554442
0.0054871216,0.0015144218,0.0131174205,0.013535302,0.0039792405,0.11407359,-0.0011162665,0.019207245,0.017484967
0.010692737,0.011024306,0.0058466243,0.024833255,0.006510419,0.09351747,-0.0017711017,0.04546369,0.035972532
0.033356488,0.020152016,0.08213875,0.01007209,0.038012497,0.0047828406,-0.0018855585,0.034537934,0.0313503
0.0050657317,-0.00064301305,-0.016325057,0.03846453,0.007917361,0.21639067,-0.001297568,0.05176698,0.04730218
0.0056210496,0.0018326528,0.02169549,0.06357147,0.00013617566,0.09590392,-0.0010107011,0.05191089,0.04667926
0.02825346,0.022055453,0.06925268,0.005151721,0.03143098,0.09555261,-0.0012220237,0.08843289,0.08181719
0.010012072,0.0038018022,0.012551426,0.007571701,0.01500152,0.04451844,-0.0009888103,0.014892053,0.0054305415
0.010390798,0.0067267735,0.04127118,0.0072109504,0.0086729005,0.12755528,-0.0010406347,0.028291285,0.02884729
0.007941954,0.001560295,0.053296145,0.023910461,-0.009402585,0.068276085,-9.771716e-05,0.010120042,0.010591822
0.018145587,0.008404382,0.01801901,0.039756805,0.011782959,0.4184998,0.0004237406,0.122117005,0.11263341
0.024122315,0.01299444,0.07801736,-0.018873224,0.028823216,0.076751836,-0.00093321316,0.03761318,0.032807153
0.04491204,0.035781793,0.045241654,0.044067465,0.039683178,0.12869619,0.0010638377,0.16159964,0.13827567
0.015294644,0.011112174,0.032270636,0.035732675,0.016013835,0.03625094,-0.00068380684,0.01615128,0.014211735
0.026598487,0.019281512,0.0035880692,0.097282834,0.020979123,0.15809953,-0.00029790122,0.09895186,0.095262796
0.008631762,0.008211207,0.014702256,0.008376112,0.0065213516,0.12019669,-0.0018641762,0.044657476,0.0444737
-0.0036710985,-0.005266417,0.016215958,0.02665863,-0.005330826,0.14526254,-0.002211527,0.035525292,0.020371987
0.0101798875,0.0036001746,0.023559913,0.004250131,-0.0006373157,0.19388175,-0.00061589014,0.020889616,0.023737377
0.010541301,0.0058907755,-0.0056486833,0.03361989,0.011990735,0.1246015,-0.0010362538,0.026478795,0.026922422
0.022014339,0.0070936885,0.08293173,-0.012832755,0.02874851,0.04585249,-0.0008564312,0.022299161,0.031112717
0.020043552,0.009662397,0.032193158,0.23755948,-0.012104241,0.071611986,0.0002519898,0.09480448,0.07570049
0.025830718,0.015621932,0.0703433,0.028341653,0.03196886,0.050880205,-0.00096961856,0.048836593,0.04923317
0.014958907,0.01169976,-0.027367182,0.077427015,0.022089845,0.16729772,-0.00094033964,0.06318399,0.057175256
0.00026233867,0.0026125778,0.003564882,-0.0072991266,-0.009159191,0.11308552,-0.0010321587,0.008702856,0.012362691
0.009532774,0.005722752,-0.001033986,0.046478588,0.010477355,0.033391327,-0.0014427342,0.0008184351,0.00081373146
0.0032358747,-0.0025292877,0.020872261,0.010726476,-0.006484139,0.20912147,-5.972106e-05,0.031706803,0.023237517
0.002701247,-0.0027671717,-0.015177559,0.04363809,-0.0028095841,0.23113945,-0.0009392835,0.027509311,0.02887507
0.018867822,0.011997735,0.037794974,0.027477533,0.017765846,0.14415467,-0.001001562,0.051417556,0.051800407
0.004878847,-0.00023359992,0.022875518,0.00930588,0.00032227114,0.29698557,-0.00045488868,0.03171572,0.023402054
0.008930547,0.0007101912,0.020909872,-0.011051606,0.006121371,0.07571982,0.00016307831,-0.001079008,-0.00069474196
0.010660509,0.00887762,0.025392197,0.0583899,0.008722582,0.092690766,-0.0007955115,0.054230012,0.04207022
0.0044614784,0.016100878,-0.061948977,0.07297175,0.0060565514,0.24362075,-0.0011908356,0.07120842,0.0589493
0.017683364,0.0098938625,0.0031086458,0.06490977,0.02360675,0.19159442,-0.0005996851,0.07924643,0.07085175
0.015231168,0.0046495646,0.011436238,0.056081723,0.016109694,0.078159586,-0.0007719137,0.02409681,0.01988245
0.023685247,0.01375168,0.07716845,0.0015924543,0.033966653,0.09760952,-0.0012738053,0.06900385,0.063405134
0.02081874,0.021798411,-0.013124816,0.07587122,0.024403263,0.090852305,-0.0015179226,0.040189754,0.038275465
0.04422182,0.030799052,0.055641282,0.10273642,0.048698187,0.048485074,0.00034773722,0.098634854,0.086512186
0.016031824,0.010861905,0.022969998,0.07855374,0.019575167,0.109896705,-0.0008221939,0.06373397,0.05578213
-0.0017585866,0.0018092599,-0.0010019531,0.040226556,-0.002690745,0.033676825,-0.0017712256,-0.0021293499,-0.00022907322
0.028223922,0.021080734,0.036679793,0.019764112,0.0346496,0.039486147,-0.0007062657,0.043260306,0.03892996
0.0046378393,0.0077994578,-0.008205898,0.0028655955,-0.009667455,0.20058739,-0.00056791864,0.062156368,0.05897657
0.008861797,0.0069306437,0.006401862,0.00030972296,0.013868946,0.056223474,-0.00087666325,0.025973361,0.017717307
0.008196695,-0.0006796215,0.040823326,-0.008995324,0.011421062,0.09136832,-0.0011026841,0.024615392,0.020385098
0.041497007,0.01738366,0.08687752,0.11234317,0.04712636,0.044468146,-0.0010426957,0.06569714,0.06461699
0.013119289,0.002238471,0.02340991,0.07906823,0.003272321,0.12685405,-0.0013567638,0.05961469,0.048333153
0.010767109,0.0037474632,0.048155546,0.012196666,0.0048494358,0.32568058,-0.00040526222,0.058892608,0.048514046
0.013264857,0.00417649,0.05641051,-0.019315109,0.014540133,0.07355714,-0.001057609,0.032625508,0.01755985
0.020177413,0.014451819,0.023659669,0.04208221,0.0031775108,0.08505371,-0.002064458,0.025578603,0.040992048
0.015961032,-8.352101e-06,0.03964377,0.06462695,0.0066679,0.24528196,3.275182e-05,0.06214815,0.06105358
-0.0005475618,-0.004354585,0.007547454,-0.013633439,-0.007717265,0.20058295,-0.001230129,0.022784809,0.018490747
0.016467549,0.013931228,0.028853651,0.05856888,0.030784389,0.01861183,-0.0016740449,0.013958465,0.016936734
0.017111197,0.0070221424,0.024590045,0.037144653,0.018642511,0.06773345,-0.00072384346,0.026650641,0.027779123
0.00763887,-0.0047733653,0.061540913,0.016697666,0.0032038656,0.14603545,-0.0005329214,0.07265127,0.07280695
0.015696006,0.007597141,0.01683103,0.04913016,0.017483894,0.2250278,-2.0647421e-05,0.07609444,0.07296342
0.004878355,0.0041414946,0.02438933,-0.005898466,0.006247808,0.08875814,-0.0013055168,0.009955861,0.011965485
0.046945244,0.02709031,0.07708844,0.11254966,0.059527673,0.0006023161,-0.0014835214,0.07422842,0.067513786
0.0046835113,0.0076459497,0.003101104,0.02748765,0.0024870902,0.09713919,-0.0010262383,0.022689974,0.023453955
0.06979191,0.055537388,0.094425924,0.24826235,0.077057704,0.14733839,-0.00013901014,0.30246785,0.26500708
0.0029517505,-0.0022538118,-0.010333857,0.041751724,0.00244827,0.11253202,-0.001146283,0.01285775,0.013073251
0.047863327,0.036822997,0.0852847,0.18183866,0.048712566,0.0711624,0.0009569675,0.2139717,0.189057
0.0035033487,-0.0018471275,0.038164444,-0.014611216,-0.0019301968,0.10035917,-0.00014087837,0.016547477,0.014319697
0.011347579,0.0043753423,-0.023116902,0.041387904,0.014602262,0.10037871,-0.0016085068,0.030526955,0.028365174
0.010270966,0.006886376,0.057418603,0.0077157146,0.007298048,0.06956734,-0.00038978737,0.036989577,0.021297075
0.014051077,0.007174082,0.043085657,0.018812316,0.015337423,0.2311194,8.70768e-05,0.06780571,0.058156043
0.013904099,0.018175336,0.023549717,-0.020164123,0.011940885,0.07147461,-6.677676e-05,0.04219322,0.034700964
0.013074325,0.008974627,0.03681513,0.06732627,0.018648056,0.050465405,-0.0014407691,0.03534119,0.03854737
0.013596113,0.007705247,0.031868465,-0.0041297474,0.011010954,0.09885375,-0.0008915672,0.016877092,0.018192358
0.023213515,0.018934118,0.051953334,0.048975557,0.019638378,0.12777483,-0.00095146894,0.13512945,0.118078664
0.019223504,0.02146781,0.0019216463,0.015948629,0.019445661,0.053988587,-0.00054283906,0.04165324,0.035257716
0.0028573684,-0.0010953359,0.04537647,0.0042783474,9.666197e-05,0.08978896,-0.0008844407,0.021326445,0.018518217
0.05820149,0.037212133,0.11019748,0.21145637,0.050101295,0.10754825,0.00020129234,0.14701715,0.13391748
0.006813746,0.005675921,0.0044578947,0.011525174,0.009092476,0.07468721,-0.0012494056,0.01662038,0.015251415
0.013729112,0.011589551,0.0421081,0.029522892,0.029249325,0.04605228,-0.0015056338,0.027717778,0.024837228
0.02059408,0.00999571,0.033656117,0.1456237,0.0044174464,0.09473586,-0.0011819201,0.09083182,0.07821638
0.017019127,0.007114852,0.04110134,0.014888918,0.023265017,0.049478985,-0.0013322774,0.013625056,0.013475351
0.011670666,0.009321045,0.0003413707,0.04569005,0.016853865,0.081753224,-0.0014297338,0.02058782,0.02011999
0.0075986423,-0.0013033245,0.06274753,-0.028336639,0.0075300876,0.1583749,-0.00069085136,0.03447348,0.04364138
0.014133926,0.008565994,-0.017019238,0.11492858,0.0141211925,0.13350056,-0.0009775087,0.06749512,0.0639576
0.012553238,0.006376166,0.035271525,-0.016965022,0.008790471,0.050630335,-0.0006983569,0.010662168,0.005171968
0.00835974,0.007410014,0.026382409,0.010347891,0.0037529157,0.09073095,-0.0016508726,0.04841923,0.03771383
0.021046273,0.0128319245,0.044608213,0.04258649,0.01362013,0.09665899,0.00039828662,0.08424842,0.077529185
0.007922703,0.0062317103,0.012149562,0.01997555,0.0032282933,0.14856163,-0.00096909795,0.049649224,0.041684225
0.022066116,0.010603057,0.047876284,0.053019814,0.028663056,0.054198373,-0.0006561689,0.026850864,0.031239403
0.0075711273,-8.329749e-05,0.01810249,0.028793951,0.0014573815,0.27253175,-0.0016548987,0.04716533,0.040652636
0.009103049,0.004004156,0.032694973,-0.009521939,0.0057335272,0.07820733,-0.00039007794,0.028607713,0.022090925
0.025989214,0.021174865,0.008696605,0.09664808,0.030761829,0.10118045,-0.0011004303,0.07974765,0.075851016
0.013475178,0.0065249056,0.022709403,0.07390205,0.00050758803,0.03831683,-0.00026267022,0.035687625,0.02654243
0.026930416,0.016424345,0.046794962,0.0758045,0.029990489,0.040145718,-0.0008390108,0.031492878,0.034184586
0.010351361,-0.0004557036,0.012621199,0.038612597,0.010349041,0.3733963,-0.00056705996,0.07326126,0.067061566
0.023009852,0.01599651,0.03045566,0.069269165,0.028110327,0.09148841,-0.0013774484,0.08644055,0.07050081
0.002394462,-0.0019048266,-0.0022931877,-0.006015681,-0.007945673,0.18855622,-0.0018920135,0.02658897,0.024836404
0.022728167,0.010455916,0.04676807,0.006309323,0.022594428,0.018050645,-0.0009810599,0.0061989203,0.019020012
0.0038767476,-0.003187012,0.0064459806,0.02500501,0.009552397,0.32818717,-0.00056923646,0.016770102,0.020187207
0.017492425,0.011244396,0.03922692,0.06321325,0.0028173546,0.048414182,-0.00088771153,0.05861059,0.04587987
0.0008876566,-0.0029269364,0.0075004483,0.016008824,0.0030515448,0.063733965,-0.0016376683,0.012633197,0.0011244835
0.0100635635,0.0013709404,0.0056788167,0.027045162,0.0068718614,0.15865764,-0.00059544947,0.03784368,0.040247828
