turn,aexp,modp,loc,Generated_Var_5,Generated_Var_7,Generated_Var_9,actual
0.10682128,0.1151361,0.25429994,0.05952534,0.38296568,0.06256443,0.2381857,0.002483393
0.09856884,0.053818256,0.16455033,0.06454499,0.34308016,-0.103633575,0.13555905,-0.015319461
0.2233104,0.27777502,0.33182907,0.10116221,0.48238015,0.20530197,0.35012403,0.08149007
0.2587394,0.45415178,0.5974673,0.16060005,0.8027697,0.4162056,0.6252433,0.2567323
0.17345533,0.29245266,0.35139662,0.13767006,0.60263234,0.21016163,0.40337053,0.13732773
0.17797615,0.3480194,0.44479525,0.16827087,0.7742484,0.33643952,0.5428668,0.20504327
0.20793486,0.29383487,0.31009403,0.110273376,0.57211936,0.2579946,0.39278665,0.1192563
0.32396048,0.35585877,0.37396216,0.15943308,0.45393765,0.16329664,0.33495,0.12014733
0.20042503,0.3093945,0.35007146,0.13104177,0.63430613,0.28294107,0.43573645,0.15334791
0.19338483,0.2530297,0.22884369,0.1237759,0.4476416,0.05552316,0.24135873,0.06518181
0.0758953,-0.04647994,0.1699223,0.03294151,0.24516359,-0.23897304,0.046537198,-0.053556208
0.023781277,-0.046993613,0.2259005,0.04236066,0.2589498,-0.16231468,0.07514201,-0.08663146
0.28683084,0.3386379,0.34877068,0.1557989,0.4835602,0.17511414,0.3390939,0.12643674
0.13727605,0.25491324,0.3221178,0.1372602,0.63625044,0.16914564,0.38214386,0.12530097
0.29294807,0.30833027,0.30211252,0.12873738,0.45865524,0.17659584,0.3110145,0.08659157
0.30880627,0.28096387,0.16678025,0.11964725,0.43348533,0.11325366,0.25855303,0.06063079
0.2468208,0.36555538,0.40044582,0.12025839,0.56000686,0.22061001,0.40200147,0.13154395
0.24320059,0.35938135,0.46822515,0.1261608,0.5789656,0.35397583,0.49216712,0.15948747
0.87872607,0.8882976,1.1840746,0.520038,0.8664272,0.47960252,0.7487302,0.44043556
0.4359275,0.5075499,0.6155393,0.22918485,0.5505618,0.22625996,0.44880903,0.22104283
0.1870858,0.19216335,0.19597416,0.072096415,0.38083792,0.08641874,0.23005278,0.015504865
0.23836882,0.41852447,0.49312782,0.14981483,0.7750933,0.3755099,0.57447696,0.2306759
0.31006837,0.37972194,0.3968335,0.15878397,0.49166548,0.19371115,0.36413243,0.13153286
0.24492316,0.30835178,0.31412578,0.12611274,0.500034,0.20338264,0.3512464,0.11724797
0.5946905,0.59528196,0.5706608,0.346336,0.6514855,0.23388791,0.504328,0.25049385
0.5442362,0.6970386,0.87266874,0.3300252,0.7328966,0.37691435,0.6447098,0.35927424
0.1770392,0.2735678,0.32049617,0.08987963,0.5355521,0.1930516,0.37071764,0.09508252
0.31173497,0.42880693,0.24782528,0.17785361,0.65591216,0.26472476,0.43714,0.17774424
1.2646667,1.3271353,1.8241673,0.77048534,1.2811625,0.7693081,1.1324865,0.6776475
0.2994486,0.31892076,0.18590298,0.1475655,0.514642,0.14350672,0.3078114,0.09465267
0.34239274,0.35498303,0.22373916,0.17915016,0.48827505,0.12489001,0.31379098,0.11771974
0.3253634,0.36576295,0.52534765,0.18730323,0.45976663,0.15233427,0.34894148,0.14370723
0.4592489,0.47115982,0.53107363,0.27098396,0.5315303,0.19338216,0.41720688,0.19809869
0.2077303,0.33351672,0.27818877,0.14646253,0.6299008,0.23922983,0.40837008,0.1574901
0.26043987,0.2655323,0.27106762,0.11183653,0.41971993,0.11689565,0.27624536,0.06371063
0.9117868,1.0309885,1.4151115,0.53223246,0.9858539,0.6138841,0.88209784,0.5326182
0.8543023,0.9072552,1.2252741,0.50611347,0.8644447,0.49720234,0.7602055,0.46345633
0.25229287,0.35955948,0.4113548,0.12198688,0.50437295,0.19826783,0.38750654,0.11955592
0.29717386,0.45896107,0.6077242,0.17757563,0.7402152,0.46040532,0.6297382,0.25879708
0.19567057,0.32018575,0.32864872,0.12898415,0.6452253,0.26991338,0.4391598,0.14731108
0.5139846,0.4565336,0.5218985,0.23570274,0.52261513,0.23478253,0.38104078,0.16159487
0.17528734,0.13844919,0.18098566,0.0736818,0.32968038,-0.0002062209,0.17659283,-0.0024894644
0.6423855,0.646842,0.44480553,0.33063143,0.767693,0.31542385,0.5534624,0.2388643
0.21300425,0.16552648,0.19008198,0.07971135,0.36589235,0.05871878,0.21242176,0.006494104
0.124351874,0.066968516,0.18768501,0.079980955,0.26748878,-0.16969983,0.08259811,-0.07178523
0.15537925,0.28269964,0.43345362,0.19490637,0.7993169,0.26566452,0.5124217,0.1924856
0.098607376,-0.021178655,0.14790174,0.031641297,0.21851993,-0.19919236,0.042968336,-0.07670657
0.5527743,0.6252416,0.7560996,0.32629842,0.6252148,0.30832008,0.5313003,0.30654314
0.23084724,0.28012604,0.29885566,0.09285435,0.48609847,0.23947123,0.34875876,0.08282919
0.13852854,0.3248691,0.5434358,0.18748091,0.7956098,0.34353694,0.5687055,0.2240787
0.7519613,0.7682647,0.947057,0.43418747,0.7776457,0.38958207,0.62790465,0.34452108
0.47839278,0.54706055,0.6443325,0.3075508,0.6072259,0.26405874,0.4989126,0.27390137
0.21254039,0.3200572,0.34358,0.091452055,0.5130108,0.22860779,0.37477762,0.09771137
1.8622466,1.9463892,2.7848125,1.1289319,1.8617607,1.2152469,1.6511581,1.0194367
0.17546403,0.134641,0.21349382,0.09016446,0.3397357,-0.032147344,0.189372,0.00906114
0.8046083,0.7589296,0.96206796,0.41657978,0.78983676,0.39394546,0.61993897,0.34122807
0.13089268,0.13996705,0.17726296,0.054172292,0.38319337,0.019638209,0.22030532,0.0012678439
0.5370688,0.5609717,0.6628759,0.29314095,0.589573,0.24591498,0.46106339,0.24800242
0.37526846,0.40044203,0.17461611,0.1813532,0.5961222,0.20240133,0.40760505,0.086467594
0.19765534,0.2741113,0.3162767,0.10206471,0.53091097,0.23218334,0.36897314,0.10398552
0.24414146,0.31127188,0.28470004,0.096791,0.53159446,0.2479151,0.35854158,0.099902764
0.68703467,0.5924991,0.8360723,0.33002508,0.61388904,0.18718363,0.46804097,0.2504831
0.18154924,0.320065,0.38937572,0.15315458,0.69001436,0.3043401,0.47581795,0.18293785
0.53015274,0.4939265,0.6287322,0.29315484,0.550033,0.22764152,0.43533674,0.21381767
0.08578663,0.07231744,0.27659476,0.09601231,0.3997177,-0.034760833,0.22730699,0.005138319
0.19367948,0.25455314,0.34314594,0.09057447,0.47551107,0.23445493,0.3645306,0.08700915
0.15289533,0.112364784,0.2115946,0.06764778,0.31646633,-0.07142843,0.16739371,-0.008071125
0.20289394,0.35448015,0.43451664,0.1308425,0.63710904,0.32255343,0.48224115,0.16464362
0.26032722,0.1326895,0.13664927,0.115643136,0.37552994,-0.032495555,0.19492558,0.014089297
0.35353106,0.24043068,0.17776978,0.14862214,0.45039296,0.053281326,0.2798878,0.06623503
0.14128302,0.27484205,0.36284858,0.08340915,0.5442936,0.17531921,0.37457907,0.09178722
0.41564655,0.57829416,0.66770554,0.28039795,0.6791817,0.29236665,0.5408352,0.28824356
0.33630276,0.4069959,0.4449027,0.1685067,0.5026083,0.18201198,0.37742832,0.15091597
0.42272985,0.27009052,0.3161574,0.22263154,0.51138955,0.0032911496,0.32318687,0.08336949
0.46422642,0.4765347,0.42518452,0.23988406,0.5383186,0.30279034,0.39363652,0.16380584
0.19455272,0.090906106,0.1756532,0.06103703,0.31755477,-0.02338292,0.15934265,-0.025763385
0.9517966,1.0370338,1.4299824,0.56318873,0.9892909,0.5851966,0.86936307,0.5324301
0.16292664,0.23555002,0.16862355,0.08493492,0.5010496,0.11433024,0.27760077,0.05156107
0.22728746,0.3786031,0.44293994,0.14758605,0.6858355,0.32097542,0.49687904,0.19705597
0.46245927,0.6451458,0.8432456,0.3168611,0.74385715,0.45106652,0.6750977,0.35492933
0.2037954,0.28984436,0.32895163,0.08733622,0.50802225,0.22212109,0.36080766,0.090718076
0.441683,0.37103903,0.22238626,0.20289823,0.52048683,0.14388283,0.33776054,0.11695045
0.18194701,0.30454972,0.33517724,0.15643495,0.68737537,0.27083528,0.44494018,0.17426908
0.16444513,0.12797503,0.1280765,0.067698106,0.34182185,-0.008017368,0.17100596,0.002892497
0.15301198,0.23146775,0.20862116,0.084548,0.49593467,0.119081706,0.27419862,0.059715647
0.32215723,0.3523626,0.45897463,0.15477273,0.4761073,0.110580646,0.35991225,0.11397694
0.16221362,0.20566583,0.22900856,0.06453821,0.4392832,0.080839284,0.2760891,0.03304511
0.19228387,0.2425127,0.25394303,0.080969065,0.48399425,0.17548425,0.32996327,0.05757387
0.567401,0.5343096,0.6974722,0.30924332,0.5643821,0.14102376,0.37826195,0.20937406
0.18639496,0.31722307,0.42570332,0.14675154,0.67006207,0.3093972,0.48247463,0.17455709
0.18606475,0.18820116,0.19271596,0.068498224,0.3814267,0.08299807,0.223716,0.014099452
0.18534641,0.42416853,0.5796132,0.18812996,0.918252,0.4322619,0.66430247,0.28968522
0.18535659,0.35615066,0.44473782,0.18492644,0.8199482,0.34323242,0.546638,0.22909294
0.24923974,0.5452618,0.78533447,0.21955517,1.0220351,0.5465218,0.80901754,0.3542961
0.25954345,0.3955679,0.43934885,0.15661502,0.5935731,0.2458594,0.4373052,0.18996832
0.25985467,0.23087966,0.09919033,0.10581145,0.4232369,0.0567185,0.22895609,0.03722492
0.20210224,0.3833914,0.42693824,0.15517138,0.7913481,0.35042816,0.54774374,0.21730725
0.19257589,0.2748313,0.2472927,0.09672205,0.54122674,0.2133101,0.3444891,0.08389893
0.23585053,0.27837902,0.27943385,0.09369314,0.4804567,0.22766277,0.33311298,0.07757945
0.19553648,0.28666335,0.3816633,0.10857859,0.48838627,0.18093063,0.36872855,0.10447401
0.15510154,0.1871126,0.21756777,0.08787888,0.47018218,0.11033334,0.28027454,0.058353998
0.14646247,0.17860533,0.25048363,0.06150831,0.41145575,0.09725242,0.26655203,0.026061188
0.66214705,0.6242987,0.6239315,0.32831067,0.6825813,0.3410393,0.51760644,0.23243602
1.3532792,1.2790741,1.4381412,0.7140704,1.2951378,0.69062155,1.0651921,0.51220983
0.12523325,-0.02561418,0.18265457,0.034774166,0.23437762,-0.17741637,0.07427292,-0.079923436
0.18050346,0.35039106,0.5232761,0.14996472,0.6978466,0.3596277,0.55135906,0.19401537
0.10937851,0.2368693,0.33552226,0.15486492,0.66616637,0.15724371,0.3832913,0.14629558
0.07564572,-0.06990314,0.1675273,0.024790376,0.20980859,-0.25411505,0.03452373,-0.080152854
0.20356569,0.04871072,0.14279044,0.0918252,0.30893135,-0.1277893,0.12664571,-0.014185917
0.09264664,0.039047092,0.17643695,0.06603135,0.32298064,-0.106706925,0.13756418,-0.011726122
0.9611073,1.0484006,1.4311839,0.5803062,0.9829573,0.55008304,0.8673028,0.52800614
0.13829967,0.10882777,0.17083408,0.046578187,0.32277048,-0.010655307,0.15347002,-0.019406883
0.1881204,0.2627451,0.31087282,0.07550796,0.4613803,0.13961174,0.31074795,0.055770457
0.2758205,0.27742523,0.16236098,0.13155293,0.47613537,0.11819438,0.29809642,0.089255914
0.23431593,0.3697673,0.45538223,0.14285782,0.6582312,0.35864276,0.50509554,0.18821868
0.18860379,0.38670227,0.4159025,0.11590081,0.7466926,0.3075414,0.51223296,0.19295265
0.20864439,0.4821479,0.6982908,0.20022687,0.8794105,0.46433043,0.709365,0.27933156
0.2506884,0.40881023,0.418483,0.16724269,0.84561366,0.38131565,0.58104455,0.20810898
0.75289166,0.7193813,0.9656471,0.40897584,0.72511023,0.36938536,0.5943786,0.32753673
0.122790575,0.09628153,0.13838819,0.077072516,0.37409472,-0.034644984,0.17588091,-0.006289102
0.25172022,0.4225493,0.47212136,0.17659386,0.74858254,0.33469072,0.5371678,0.22486928
0.10934159,0.06278975,0.1368466,0.04562162,0.2759674,-0.09435147,0.10837036,-0.042129356
0.5510503,0.68968564,0.8024491,0.34128445,0.78322005,0.46298984,0.6561657,0.34750825
1.093144,1.0199208,1.3018209,0.5931264,1.0283403,0.5019429,0.8093922,0.4404482
0.20624536,0.33073103,0.41702786,0.14096853,0.6469754,0.32020608,0.47178912,0.16925691
0.41767204,0.2653478,0.35948145,0.21850176,0.45927125,-0.026146706,0.28614485,0.08598259
0.6526877,0.68933785,0.89734304,0.37563294,0.7429244,0.32729232,0.56673074,0.35046282
0.101608165,0.063630104,0.14182177,0.053141348,0.3289284,-0.05633545,0.17440593,-0.030316055
0.12206738,0.11942838,0.15275154,0.047057983,0.32123294,-0.023376826,0.14845145,-0.025190134
0.6340071,0.6417389,0.73126626,0.3792305,0.6678173,0.26096553,0.52179766,0.28068984
0.8056999,0.796084,0.8637899,0.43211544,0.84578395,0.4391118,0.6615726,0.34250644
0.09654616,-0.012842827,0.14235964,0.030737042,0.21691856,-0.17678095,0.06589691,-0.07461265
0.10491261,0.07594594,0.20021453,0.08051336,0.37143302,-0.05290567,0.17616475,0.013945703
0.20648438,0.22774264,0.19088155,0.07154837,0.4247973,0.12837334,0.2508173,0.03401434
0.15026471,0.14430672,0.172936,0.061193377,0.35149592,0.031349856,0.18899459,-0.0010031322
0.324746,0.28963128,0.36098063,0.14987227,0.42805845,0.1142794,0.2959466,0.07060781
0.20761934,0.4045152,0.47609073,0.1363422,0.70659995,0.32395732,0.539245,0.19713451
0.5041662,0.60077125,0.48427954,0.30201626,0.673827,0.32509923,0.52398545,0.22229019
0.243872,0.15721172,0.18684287,0.13146754,0.3619713,-0.057199545,0.1887038,0.03459294
0.9695653,0.95692,0.843024,0.52284586,1.0506262,0.4795608,0.81260276,0.35845906
0.18684077,0.33619034,0.32320622,0.120856814,0.648617,0.19299953,0.42476833,0.14743933
0.1066949,0.084941275,0.1448707,0.039915618,0.2743552,-0.06399682,0.113177925,-0.042050656
0.12508668,0.21872959,0.2683295,0.12605822,0.6075411,0.080507405,0.34000218,0.097933054
0.21014652,0.30262718,0.27461785,0.11731139,0.58082724,0.21641745,0.3749963,0.11859134
0.16418442,0.33896077,0.5041106,0.2134396,0.88657284,0.35116836,0.5852845,0.23331885
0.18047068,0.1656183,0.22412929,0.06662956,0.38808286,0.10129674,0.23829679,0.0048659793
0.16443436,0.29973683,0.44961053,0.12196746,0.56895834,0.2831551,0.45751134,0.12467764
0.119548135,0.30687493,0.40926123,0.13927704,0.7581409,0.22905844,0.49110797,0.18521327
0.13964698,0.2263763,0.21477297,0.11533571,0.53311414,0.06093806,0.26603878,0.079830974
0.14795598,0.30269116,0.35325646,0.13476154,0.68823856,0.23180519,0.45024002,0.16242228
0.20591486,0.2896747,0.28147635,0.08359417,0.5191233,0.21861358,0.3497759,0.08352193
0.1810444,0.23582572,0.29685003,0.09690926,0.486351,0.19035369,0.33281544,0.08838402
0.23579769,0.479991,0.5999714,0.16143939,0.7828807,0.38441804,0.6233833,0.24523745
0.28353897,0.30029643,0.17839855,0.100707486,0.4617532,0.17395243,0.3022701,0.06649639
0.33401316,0.4057975,0.43298346,0.20217237,0.5278181,0.19909075,0.3876522,0.17322701
0.14618541,-0.009602465,0.18395513,0.035332847,0.23365644,-0.15932387,0.08424653,-0.07984343
0.42848253,0.5083465,0.59071994,0.24018356,0.5602219,0.21384443,0.44468424,0.21298937
0.46868473,0.46455243,0.35990056,0.24398068,0.56825286,0.1853472,0.40012747,0.18322973
0.54725087,0.45649037,0.64287376,0.2848247,0.521696,0.031935457,0.3765859,0.15350686
0.056844987,0.035499237,0.21096477,0.07936348,0.43563217,-0.14750215,0.16704084,0.00950456
0.19211447,0.19579595,0.2176377,0.07050286,0.3907631,0.051586423,0.23397672,0.025771944
0.27301508,0.34569997,0.37046915,0.13068342,0.5095981,0.17116834,0.36172673,0.11615911
0.17993176,0.12236066,0.25011528,0.067341015,0.32033488,0.031385303,0.19875832,0.012659227
0.4990011,0.5160532,0.43292817,0.27737322,0.60400015,0.2472642,0.4245801,0.19708607
0.11115239,0.1012567,0.17617354,0.060606383,0.37405342,-0.03575672,0.19203596,-0.0040039057
1.2981244,1.2389221,1.5001439,0.7240397,1.2230055,0.6357645,1.0106064,0.5330546
0.2455098,0.1640091,0.15994246,0.11629571,0.36746204,-0.027011216,0.19801086,0.017824687
0.46468717,0.51928604,0.56878746,0.252629,0.56168586,0.24009585,0.43605214,0.20436841
0.09755664,-0.0077860802,0.13473769,0.03260579,0.21757157,-0.17335029,0.068150416,-0.07126419
0.48240048,0.6286184,0.736753,0.30716145,0.7474621,0.39767015,0.62641907,0.3034039
0.63573,0.9724603,1.3149796,0.474541,1.2271956,0.69616985,1.0342128,0.5842942
0.6048439,0.60965645,0.75010824,0.32330334,0.6275702,0.29904503,0.5021887,0.27594593
0.6151854,0.87357616,1.0983679,0.4382816,1.0427107,0.5493363,0.88039935,0.5052363
0.36470842,0.3527462,0.38762468,0.1732625,0.44894236,0.14839165,0.3233944,0.12260869
0.047800772,-0.07185488,0.20439038,0.014180984,0.20173661,-0.23428494,0.010272674,-0.098328516
1.4171879,1.3655803,1.748423,0.78586274,1.3383856,0.7371088,1.0981342,0.6322236
0.21273963,0.34122598,0.4177928,0.13858324,0.66658676,0.3289484,0.47945368,0.17101094
0.20864786,0.40046382,0.49046728,0.18545134,0.8576782,0.39283276,0.5911535,0.25292584
0.5501957,0.5887582,0.707067,0.2824971,0.6079314,0.26226026,0.4778364,0.2685998
0.21366774,0.2476508,0.20763172,0.07514222,0.45154238,0.15616198,0.27428913,0.046333633
0.19184244,0.2309519,0.19963826,0.10483964,0.51166874,0.14086403,0.3117728,0.07909994
0.60239494,0.54659575,0.35525814,0.27551293,0.6821096,0.29763603,0.4814109,0.174399
0.21729203,0.29495713,0.26023188,0.11787244,0.56452066,0.21298303,0.36009377,0.10644321
0.07113639,-0.010014981,0.15919584,0.045910276,0.25362474,-0.20544444,0.046113968,-0.049688097
0.45365465,0.53852737,0.6029552,0.3006543,0.59271926,0.23773938,0.47888786,0.27137804
0.18851751,0.3607551,0.4341983,0.16129251,0.7315609,0.30327937,0.51286757,0.20463121
0.4788087,0.4141711,0.3802345,0.2108091,0.50705063,0.21688528,0.36092654,0.13467605
0.087646626,0.08001149,0.27649704,0.13874191,0.52802354,-0.052336812,0.25609612,0.057822
0.11856519,0.08086035,0.14694677,0.04350401,0.28121793,-0.059960246,0.12349744,-0.03879357
0.19294025,0.2541172,0.2584326,0.08661893,0.4980955,0.19698964,0.32284778,0.072822936
0.31106555,0.51419634,0.61423016,0.18692587,0.7917768,0.4218178,0.63818705,0.2659591
0.3602913,0.56519467,0.77779734,0.25040329,0.84571457,0.56097436,0.7566161,0.33461416
0.24252425,0.38366672,0.55902314,0.17328368,0.61646545,0.3625752,0.5230715,0.20325463
0.3930651,0.41573742,0.4549679,0.20370443,0.46989596,0.1809119,0.3694978,0.16957502
0.25950235,0.32266465,0.36171615,0.1208921,0.5016508,0.23907122,0.3860581,0.12020947
0.21501017,0.45275807,0.58110905,0.1569775,0.8867665,0.42355952,0.6551068,0.27899432
0.22536586,0.16477077,0.20338437,0.08526272,0.34919372,0.0075006927,0.1890141,0.007720367
0.6191243,0.61776316,0.743857,0.33921766,0.63643056,0.30648246,0.50220037,0.26673847
0.2375113,0.23682588,0.16655146,0.082414076,0.43466783,0.13388082,0.26280448,0.037318796
0.33648086,0.4197549,0.44523147,0.19667871,0.51445436,0.16922297,0.37844083,0.17820431
0.13003016,0.19667783,0.25151846,0.109165184,0.5726616,0.097665034,0.33472118,0.08713651
0.15371463,0.2957903,0.29676735,0.12141731,0.6432493,0.18347505,0.39628822,0.13687189
0.23187138,0.27304095,0.22113135,0.08583194,0.47947854,0.18375598,0.30324328,0.06267823
0.24607359,0.29871505,0.3096431,0.10504362,0.45293522,0.13461918,0.3118914,0.07536031
0.2787662,0.45750898,0.59832335,0.21793173,0.7024269,0.4029407,0.58911574,0.2553092
0.5180289,0.4749632,0.38781452,0.24780712,0.5752468,0.23568197,0.39994594,0.1533166
0.22088493,0.1447714,0.13915667,0.113699876,0.3940999,-0.053719275,0.1947034,-0.0003005499
0.19436467,0.33783442,0.3762336,0.14663938,0.7163597,0.31493062,0.49222937,0.18147731
0.13389657,0.21835113,0.32677117,0.11054372,0.55307126,0.1582188,0.35528994,0.09288429
0.20388614,0.2498306,0.23857406,0.089267224,0.45796746,0.12592483,0.26605862,0.054819256
0.21633233,0.32020995,0.34343296,0.123071894,0.6183021,0.29692924,0.43537572,0.13359822
0.22997992,0.4644856,0.7194625,0.23076648,0.98791665,0.53789395,0.757226,0.3379857
0.62182206,0.614753,0.7825668,0.32948244,0.62560683,0.28256074,0.5004883,0.28119028
0.45789307,0.383485,0.19167931,0.17716038,0.5356633,0.20176649,0.36532602,0.10132708
0.11232402,0.036791347,0.13369676,0.050071627,0.27481496,-0.1271791,0.11111054,-0.044507377
0.63754225,0.68414956,0.8447871,0.36822617,0.671196,0.34661642,0.57279885,0.33596796
0.12531632,0.1529836,0.23743589,0.09697175,0.46569204,0.0832483,0.2716443,0.059087656
0.09491523,-0.038856722,0.19316988,0.033466063,0.23880926,-0.19112943,0.072129905,-0.067882195
0.05057191,-0.12223738,0.23001331,0.0063508525,0.17251581,-0.3631842,-0.033512972,-0.12864845
0.21548723,0.24561584,0.24579361,0.08792591,0.45239854,0.16420561,0.2910216,0.0501177
0.20625615,0.3319556,0.40551266,0.13062239,0.55449027,0.2179818,0.41269323,0.14345361
0.2061171,0.2831566,0.28823858,0.12260223,0.5843221,0.23596577,0.39619,0.11492124
0.11434048,0.0042907894,0.17231439,0.046456248,0.26156557,-0.13747264,0.08973499,-0.052854653
0.33841926,0.5623003,0.742496,0.23099291,0.79937845,0.4746843,0.6901413,0.31771377
0.18122998,0.2443895,0.33229002,0.10027816,0.5047372,0.21970017,0.36150202,0.09033607
0.16693479,0.099435285,0.18289652,0.05875261,0.31849483,-0.006337897,0.1671148,-0.026866738
0.3193544,0.32227713,0.2934507,0.1544492,0.42551154,0.10414732,0.28539848,0.10968438
0.41737348,0.2812124,0.33730453,0.20911834,0.47359204,0.015291005,0.29119045,0.086633846
0.28367317,0.52936566,0.740402,0.23260209,1.0376532,0.56819415,0.7961652,0.35612375
1.442178,1.3862079,1.8724408,0.7736897,1.3843261,0.8182129,1.1337603,0.6853078
0.18951705,0.3519701,0.41615096,0.12845787,0.6320987,0.26938826,0.46172717,0.16642877
0.15413927,0.27905655,0.4270329,0.15952127,0.6817472,0.2676425,0.47801763,0.16430812
0.20398432,0.38576606,0.4046525,0.19032134,0.8438603,0.3488927,0.55467653,0.22430822
0.15355632,0.15610601,0.16429374,0.07030905,0.36291516,0.05129268,0.19503066,0.0033983383
0.26949617,0.34585983,0.17904514,0.17757133,0.5256998,0.087350495,0.31284863,0.08366184
0.19563779,0.28958866,0.27677336,0.103771515,0.5855908,0.2398297,0.3891216,0.10651077
0.41718918,0.46449244,0.43820122,0.2286386,0.5322482,0.21958753,0.36659145,0.17402695
0.15286082,0.23871824,0.36398947,0.10442022,0.51522434,0.22982916,0.3851557,0.09652987
1.38618,1.5671557,2.1718085,0.84742045,1.5086981,0.99445415,1.3743355,0.8380633
0.19148326,0.3147774,0.322296,0.109496765,0.6360892,0.25494826,0.42548668,0.13516816
0.18963069,0.33124584,0.36292666,0.15526578,0.71012104,0.29665002,0.47406864,0.17832111
0.14605397,0.18330792,0.18498757,0.0858448,0.452295,0.07695076,0.26944995,0.060150046
0.36523038,0.3635678,0.28949064,0.15993679,0.4722256,0.22022094,0.3264168,0.10428476
0.38271248,0.41606814,0.41287366,0.22211346,0.50207007,0.16189373,0.36554047,0.18349877
0.31592894,0.5298736,0.61198556,0.25955856,0.8368084,0.42672262,0.6330271,0.30698416
0.18565683,0.42607883,0.65062225,0.20434906,0.8655395,0.43477356,0.6731489,0.26269987
0.4234982,0.5452704,0.6515757,0.27844512,0.6145736,0.2972217,0.50075567,0.2974794
0.63491577,0.5891571,0.6153935,0.31132656,0.6487434,0.27240017,0.49422485,0.21427818
0.18044251,0.33534843,0.34697878,0.13037315,0.7000381,0.27370688,0.46806955,0.16865483
0.2871752,0.3091185,0.30900696,0.1254079,0.44492805,0.16487835,0.3102697,0.08725695
0.44860375,0.35129136,0.23521395,0.19089863,0.51578456,0.14367329,0.33920893,0.105406106
1.6110588,1.5124999,2.0825582,0.87128735,1.4629672,0.86926734,1.2008992,0.7136699
0.25455946,0.3567496,0.40015757,0.12683888,0.5455584,0.2981526,0.43966356,0.14719754
0.47799695,0.52017814,0.5716827,0.25931537,0.5724437,0.24207559,0.4397779,0.23802403
0.23249282,0.3438917,0.26946527,0.1283615,0.63966393,0.21173099,0.40257376,0.14033033
0.21055888,0.29305056,0.2738132,0.11426929,0.5744457,0.23017967,0.3821664,0.11023311
0.28760013,0.37506145,0.38686827,0.14295639,0.5037029,0.19679686,0.37061906,0.1204232
0.13136664,-0.024908647,0.21211603,0.02949059,0.24949786,-0.16950354,0.06607331,-0.07434167
0.78926784,0.8910262,1.1899647,0.4758721,0.8474928,0.48292837,0.7549441,0.45475712
0.2010447,0.3539617,0.43336606,0.1377312,0.7089647,0.3281828,0.508775,0.18850952
0.10729128,0.05072557,0.16127512,0.06495703,0.33202168,-0.1145718,0.109575994,-0.019367274
0.5906287,0.5991731,0.7491754,0.34561837,0.6371037,0.2566403,0.49890587,0.29213086
1.0120257,1.343333,1.826318,0.6725005,1.3452529,0.88775927,1.286708,0.77113837
