size_D,duration_D,telonuse,t04,t07,t08,t13,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t02,MI_size_D_t10,MI_size_D_app,MI_size_D_t15,MI_size_D_telonuse,MI_size_D_har,MI_size_D_ifc,MI_size_D_dba,MI_duration_D_t07,effort_D
0.04387813,0.120038696,0.7870029,0.6831770683177069,0.1106602960660296,0.17011292,0.11470667188240032,0.073092416,0.0629754,0.08135907813590783,0.031591102,0.1256521,0.05617921,0.1939849,0.057381786,0.03593553815613229,0.10168725983127401,0.097577594,0.038400173,0.01680192,0.11755007705300463,0.076411866
0.13255239,0.14685765,0.6068971,0.692092469209247,0.2692643269264327,0.21647456,0.10748097644885858,0.1592755,0.13875231,0.13129631312963133,0.16633666,0.108076684,0.17916481,0.1960527,0.14267722,0.12558990753539445,0.15993942400605757,0.13368577,0.14554423,0.15200843,0.1241434514486071,0.14621302
0.33626035,0.38366053,0.41749159,0.43001794300179436,0.3667480366748037,0.3947607,0.23744417424665046,0.3902593,0.33717036,0.35336331533633153,0.33241677,0.3148797,0.38108128,0.40174168,0.3583192,0.3483001808980109,0.3427667257233274,0.37479737,0.39368787,0.34792778,0.34166857050011423,0.37487924
0.09705553,0.09854495,0.6605929,0.7081395708139572,0.20511435051143506,0.17478026,0.06812528408751704,0.13044651,0.11009447,0.10619501061950107,0.09166731,0.07241721,0.1355052,0.21125622,0.084189735,0.08104046486242789,0.16151016384898362,0.11877362,0.11933743,0.08204301,0.10163229609793777,0.0928754
0.034128167,0.13249034,0.76650816,0.6389176638917664,0.06113240611324062,0.161401,0.12488338749300326,0.084798485,0.04659871,0.05587607058760707,0.020137351,0.13149205,0.059352078,0.15347661,0.040257476,0.03426856705611402,0.07560553243944675,0.104596965,0.0430345,0.015341606,0.10010895000653701,0.09146094
0.15659735,0.42308238,0.73106974,0.5323526232352623,0.12334982833498284,0.41905478,0.5901977754118666,0.06806142,0.052206356,0.09137759513775952,0.11862609,0.5929556,0.017194059,0.19409584,0.16268428,0.09656662579399755,0.21408687859131212,0.34664583,0.08737844,0.11910419,0.3005492180329531,0.25983524
0.0453199,0.07884716,0.7064725,0.7126759712675972,0.11619676161967617,0.12542892,0.09005332540319953,0.054570064,0.04740026,0.053179548317954836,0.046407677,0.079316534,0.07186936,0.11616635,0.03635858,0.01955235817314149,0.031403196859680314,0.06461159,0.030645177,0.043198843,0.05562571733754304,0.049844634
0.31791452,0.36529425,0.46228045,0.44106014410601446,0.3564379856437986,0.37366712,0.21739571304374278,0.3779932,0.33249152,0.33444086344408636,0.32431847,0.31985167,0.35835198,0.4118989,0.35138434,0.3286695197201712,0.3301248269875173,0.35176602,0.36448252,0.32808933,0.32115351926921115,0.34632838
0.06869464,0.030734815,0.7018772,0.7488346748834676,0.12601597260159728,0.08199093,0.06492206889532413,0.048899785,0.08691977,0.07468631146863114,0.08819212,0.08176958,0.13088831,0.12474366,0.060220152,0.04624308277458496,0.05946833805316619,0.052757002,0.050903603,0.102124706,0.025910773554646414,0.069931544
0.07330812,0.061340854,0.6796705,0.7586631358663136,0.19484506948450694,0.1359637,0.056510958390657506,0.115432866,0.08291509,0.09244700924470094,0.09401963,0.06656306,0.11298254,0.20204206,0.07310739,0.06684151401049085,0.10471093952890603,0.07928752,0.07566084,0.08711043,0.07823456469407387,0.059277896
0.026861325,0.0783998,0.7306274,0.691670429167043,0.10198627019862702,0.13167301,0.09023583541415013,0.040239803,0.044088595,0.01798422479842248,0.029650949,0.07489913,0.050604902,0.14953667,0.024921259,0.006662108399726504,0.06744741725525828,0.05376882,0.040730752,0.015795525,0.05461653627699218,0.044009835
0.023282208,0.08162332,0.7332778,0.7112682711268271,0.11224193522419354,0.14024411,0.09363526561811594,0.04787183,0.045735393,0.038922130892213094,0.029446363,0.08083395,0.05004955,0.15893343,0.023315705,0.006608017396481044,0.05458475054152494,0.06070312,0.033824503,0.012019012,0.07049587022975222,0.03165968
0.0394751,0.05564549,0.723809,0.7545663754566376,0.1768216376821638,0.13256893,0.04631999277919956,0.08280215,0.07431553,0.07205184720518473,0.06154392,0.040100954,0.07899712,0.1817595,0.048072018,0.04716046282962777,0.0801434619856538,0.05475057,0.03941931,0.045376655,0.0735686984141219,0.04033769
0.19642925,0.084990315,0.7217917,0.7441790744179075,0.21452059145205915,0.09569305,0.11577794694667681,0.13465928,0.20673944,0.18114236811423684,0.16985933,0.19931558,0.22494559,0.26879779,0.08980573,0.1249933314995999,0.2619434938056506,0.16694939,0.15699407,0.20566335,0.12332577739954664,0.15768862
0.14047551,0.0656059,0.6973948,0.7448971744897175,0.23751932375193238,0.11383399,0.07083079424984766,0.12924206,0.16867048,0.14392867439286747,0.14484252,0.12485703,0.16774358,0.25645044,0.079675674,0.09982452598947156,0.20647563935243607,0.104679205,0.11111297,0.13747977,0.10198105611886338,0.10165417
0.036658138,0.15910837,0.7394223,0.6422501642250165,0.08255485825548584,0.19020596,0.17763634065818046,0.04828981,0.041395653,0.04189311718931173,0.031172086,0.18448797,0.040515706,0.19095576,0.04322592,0.025381939522916373,0.08149167185083281,0.11057382,0.050886117,0.021083493,0.12115801726948104,0.08526156
0.014597185,0.02292344,0.7258126,0.7695977269597728,0.15128089512808954,0.10263617,0.009067923544075413,0.053845327,0.057580046,0.04467458446745845,0.048444748,0.009200081,0.07302318,0.17946395,0.023586499,0.01730863103851786,0.06531050346894965,0.015080094,0.030455671,0.01584604,0.03611162516669751,0.004655645
0.1725693,0.21447292,0.5702821,0.5925106992510699,0.2512655251265525,0.25968963,0.11400622684037362,0.2501552,0.20010845,0.21136497113649713,0.18673894,0.16062582,0.22565316,0.26738942,0.2141848,0.20527106231626377,0.2199640480035952,0.2099317,0.23177564,0.20420036,0.20561720233703215,0.20305736
0.08947294,0.046609238,0.7230211,0.7617890361789036,0.15208636520863653,0.09851205,0.04656476079388565,0.10174993,0.113938846,0.08596584859658486,0.093393564,0.084648065,0.115885586,0.20717317,0.02658787,0.05315794318947659,0.16832360316763967,0.06885313,0.094945915,0.08603805,0.07251181935070916,0.04717542
0.22414508,0.11835856,0.6794814,0.7137573713757372,0.2892587789258779,0.14630865,0.12836099770165987,0.18864007,0.24467541,0.2281473228147323,0.22395928,0.22997415,0.25301573,0.32701176,0.1390044,0.14636731878203912,0.31595446840455316,0.1808227,0.19372457,0.2179744,0.14930233895814035,0.15913504
0.599646,0.6116672,0.23546904,0.25273560527356054,0.6061443606144361,0.62358105,0.4042723442563407,0.6429917,0.5903805,0.6054902105490211,0.5896865,0.5721861,0.6273975,0.6679659,0.57765645,0.5838696350321781,0.6049719395028059,0.5975239,0.63171506,0.60853153,0.5914376354862582,0.5993415
0.06973948,0.15894929,0.72927773,0.6307072630707263,0.06695643669564368,0.17609027,0.19520716171242972,0.038838144,0.059698366,0.05563104356310436,0.06524693,0.226156,0.050947383,0.12990604,0.05644372,0.03583734715024083,0.07347417265258273,0.13291273,0.05396951,0.062200185,0.11162967669778061,0.10561274
0.177124,0.17592132,0.5651599,0.6173149617314962,0.26512682651268266,0.23446634,0.10119316607158997,0.22785747,0.18465857,0.1877596587759659,0.16971192,0.137243,0.220855,0.259318,0.16033815,0.17371225042273503,0.1918001408199859,0.18585026,0.20762669,0.18266264,0.1654006099240366,0.1876134
0.14521635,0.025440872,0.78370523,0.7805952780595279,0.17325805732580574,0.05351553,0.10388810023328601,0.06330839,0.16940238,0.12504521250452125,0.13833599,0.16611025,0.18406397,0.1945328,0.0767715,0.08852375131142508,0.19838660016134,0.09872628,0.086760655,0.17692776,0.06953836417230184,0.12848054
0.17156562,0.19366309,0.5676153,0.5715087571508757,0.2521091952109195,0.23812822,0.10545418632725118,0.23294069,0.19163373,0.1800439380043938,0.17545421,0.15569448,0.21638449,0.26147076,0.16936824,0.17250435035026104,0.1916537508346249,0.18239966,0.21515253,0.16963802,0.1641087898465274,0.17364089
0.181532,0.12484569,0.6307716,0.6865574186557418,0.2474189047418905,0.16817172,0.08680454520827272,0.1869471,0.17286909,0.17156966715696673,0.17466477,0.14448112,0.22359566,0.25576338,0.11567843,0.14810240888614454,0.21610714838928513,0.16338709,0.17673302,0.17804484,0.13242751794565108,0.16232787
0.008745275,0.050245143,0.72903347,0.7176832117683212,0.11638106163810617,0.11400162,0.04768926286135577,0.05408857,0.04092381,0.028581677858167787,0.02476729,0.030321546,0.061683506,0.15578966,0.014367662,0.0051759483105568984,0.054090524590947535,0.032498024,0.028006963,0.006506894,0.03914078534844712,0.0187146
0.17030677,0.22158444,0.62456423,0.5731812573181257,0.22643714264371426,0.24603602,0.11481485688889141,0.21150412,0.18831894,0.198412319841232,0.16406825,0.16267955,0.20447691,0.2461028,0.19469976,0.18666917120015028,0.19692206030779397,0.2013903,0.19192407,0.16676684,0.19087557145253428,0.20258555
0.08040934,0.22494635,0.71494824,0.5786783078678308,0.045019929501992954,0.24358994,0.2753058865183532,0.06691842,0.054233067,0.053993398399339844,0.04334022,0.29300377,0.049227573,0.099419,0.07276947,0.0433378466002708,0.08762645123735488,0.18423569,0.06918314,0.07848433,0.1654656599279396,0.14649384
0.031502336,0.17852342,0.6994308,0.6271972627197263,0.08496550849655085,0.20735607,0.22642211358532682,0.056542285,0.022208868,0.019345080934508097,0.034928825,0.20436218,0.03000577,0.16657501,0.049110517,0.026895368613722118,0.07209003779099622,0.11474561,0.04443995,0.03341392,0.10617443637046618,0.10449228
0.038154736,0.12389328,0.73873305,0.6642544364254437,0.09495202949520296,0.16673566,0.13523844811430688,0.0541704,0.051305015,0.049936534993653504,0.03377966,0.14613593,0.04894038,0.18554585,0.038348995,0.017004588020275282,0.07474485752551424,0.09468546,0.0455731,0.020213362,0.10032237601934256,0.058159914
0.12139229,0.31570005,0.79533494,0.5393142539314254,0.08256367825636783,0.30949292,0.3843895430633726,0.06820734,0.06382297,0.0887655088765509,0.08884511,0.46087372,0.04815075,0.1837112,0.13126625,0.0805045848302751,0.1508928249107175,0.25999248,0.07502399,0.082184315,0.24743904484634272,0.21128781
0.01778575,0.05452743,0.7347817,0.7265117326511733,0.12054337205433721,0.119400784,0.05586108935166536,0.048131026,0.04805603,0.035452700545270055,0.030210078,0.04323954,0.056930102,0.15955307,0.016662657,0.003971107538266453,0.05754173724582627,0.0407326,0.03074966,0.011007968,0.04968615898116954,0.018470492
0.0069852844,0.020301878,0.73013574,0.7707563770756377,0.14701549470154948,0.09865031,0.006028861361731682,0.046441875,0.056366526,0.03640773164077317,0.043006107,0.009012692,0.068899885,0.17805406,0.012377186,0.004949391296963478,0.053065801693419824,0.008198559,0.02697765,0.010123197,0.028888964733337887,0.0013218941
0.008387975,0.026463434,0.7287057,0.7649783764978377,0.14499469449946945,0.10180074,0.018039466082367967,0.038664643,0.05513815,0.03343389134338914,0.043430403,0.011549398,0.066933826,0.16723917,0.01540091,0.00322965549377933,0.04956940804305919,0.007389955,0.023596296,0.01021238,0.025324018519441112,0.006456525
0.05506465,0.070459746,0.69816977,0.7389938338993834,0.196863909686391,0.1409375,0.04705757282345437,0.10048699,0.08689499,0.08523528852352885,0.08032128,0.05022391,0.09427945,0.19041629,0.06454829,0.06999066919944015,0.08263587173641282,0.06344832,0.058083966,0.07015377,0.0845497350729841,0.06652793
0.43064168,0.44788972,0.3605849,0.39296386929638694,0.4873936987393699,0.46891025,0.29010421740625303,0.4922503,0.41802377,0.4426394242639425,0.4411366,0.42261362,0.47735947,0.5009939,0.4318105,0.4178332950699977,0.4530553346944665,0.44871688,0.48598516,0.43529627,0.41734149504048973,0.43189913
0.05433283,0.15044367,0.8093065,0.6582139158213917,0.10361681436168145,0.17797168,0.15026799901607993,0.061213523,0.054204985,0.09169023916902391,0.030745529,0.17781517,0.05938777,0.22761297,0.06267379,0.04186770551206233,0.13143660685633932,0.120457776,0.037149116,0.0017749295,0.1358746381524783,0.09678312
0.020104624,0.099584036,0.7150045,0.6602737660273766,0.07655957765595776,0.13604401,0.09254286555257193,0.05988539,0.03385845,0.025599709559970957,0.030263916,0.07499509,0.05967058,0.09002058,0.03745836,0.023287886397273187,0.03172289982771001,0.057567902,0.034944862,0.020988617,0.048897932933875975,0.060674366
0.011243917,0.023906603,0.723203,0.7677589767758978,0.15412996541299653,0.10223769,0.010584503635070219,0.053555675,0.055999625,0.03871104887110489,0.046829678,0.01376126,0.07239793,0.17797567,0.01587502,0.012682647260958836,0.056459451354054856,0.015142195,0.028778953,0.015575301,0.033806252028375124,0.008355345
0.024458438,0.09297297,0.7394225,0.6919892691989269,0.09840214984021499,0.13947812,0.09348807560928454,0.049794182,0.04069647,0.04428004442800444,0.027892258,0.08609248,0.052732162,0.14499658,0.0257812,0.018288785097327107,0.046526025347397464,0.06492666,0.03213056,0.015571039,0.07410609444636566,0.049326178
0.04286603,0.10744356,0.7805532,0.691769169176917,0.10557736055773606,0.15655033,0.09029448541766913,0.0852173,0.06341412,0.07260721126072113,0.044272445,0.13079837,0.06401027,0.15538026,0.040531106,0.03623116217386973,0.11234051376594861,0.09283698,0.04584153,0.016577613,0.11706337302380239,0.058416042
0.11932189,0.33745703,0.77052915,0.5463941546394154,0.10710237471023748,0.3296243,0.42767330566039835,0.06403077,0.0494555,0.06709872670987267,0.093769245,0.4633482,0.038214974,0.2210828,0.13259831,0.07989776479386589,0.17551720244827976,0.26308945,0.07546073,0.07089156,0.24485371469122288,0.21359842
0.04502994,0.13741434,0.763116,0.6642147964214796,0.0896023589602359,0.17097086,0.14962295897737754,0.05846169,0.05684555,0.06647676664767667,0.039446503,0.18105635,0.053515434,0.15359795,0.0503674,0.02469056948143417,0.058815741118425885,0.11323794,0.04033569,0.02309959,0.11846884710813084,0.06570978
0.07383736,0.03809593,0.75657374,0.7617091061709107,0.12845079284507926,0.078675136,0.05397555523853332,0.041350596,0.1067035,0.07491160149116015,0.10060343,0.0812838,0.11299172,0.19564095,0.06673849,0.031285466877128014,0.1401254259874574,0.056976683,0.052235074,0.06320946,0.024119811447188687,0.059545632
0.061899208,0.028223462,0.75224775,0.7547230254723026,0.0990094049009405,0.07352047,0.05901310354078621,0.0342047,0.09069392,0.042046927204692726,0.05935836,0.06603914,0.099339604,0.12059237,0.03151217,0.023429283405757003,0.08402776159722383,0.050563835,0.04843863,0.065265626,0.015186302911178175,0.053993035
0.032350138,0.12501538,0.7308601,0.6456635645663564,0.07121501112150111,0.1588347,0.12798938767936327,0.050220214,0.039450433,0.026917940691794068,0.0369624,0.1455279,0.047441695,0.13592109,0.04035542,0.015374258922455536,0.057220034277996566,0.08746364,0.051025063,0.029920135,0.08603943516236612,0.06957938
0.12931949,0.35527852,0.7217907,0.5415978941597894,0.0799283779928378,0.3493132,0.4506008870360532,0.0779867,0.041470595,0.08913207891320789,0.07725548,0.4782338,0.04917167,0.22251517,0.11563559,0.10341485620489138,0.18563058143694186,0.27234885,0.08428264,0.088815495,0.26433904586034274,0.22641377
0.042455934,0.17967841,0.7212809,0.6123257312325732,0.0795677979567798,0.20238706,0.2143744928624696,0.05130501,0.030418968,0.02888066288806629,0.031432346,0.21129403,0.035263464,0.17504774,0.05708003,0.019734681184080873,0.08242864175713582,0.12876573,0.051511467,0.026402723,0.111002566660154,0.10514906
0.6398835,0.6615373,0.19989026,0.2359939735993974,0.6832874683287469,0.6682105,0.44846269690776186,0.6739115,0.6153425,0.6464240646424065,0.65640724,0.62509745,0.6764423,0.73930836,0.64709365,0.6355279381316763,0.6291280970871903,0.6571276,0.6891076,0.64303935,0.6258941375536483,0.64219594
0.20784241,0.09630758,0.7380534,0.7567617456761747,0.2720460872046087,0.13745743,0.061836275710176546,0.19213387,0.21544321,0.16209606620960662,0.19783457,0.18103504,0.21418509,0.2740791,0.12136938,0.13104224786253488,0.301455939854406,0.17830056,0.18026887,0.18461823,0.12199132131947929,0.14497687
0.10009598,0.048772246,0.7629786,0.7392385739238575,0.07817125781712578,0.07904929,0.09910351594621096,0.041486796,0.12001062,0.07395402339540234,0.07789384,0.15147847,0.12085822,0.13789237,0.05338493,0.037385600243136016,0.16714301328569867,0.11033829,0.07631603,0.09837259,0.04127848247670895,0.09411596
0.37141344,0.30110818,0.5049053,0.5635810563581056,0.3789572778957278,0.32278675,0.18414853104891188,0.3946325,0.33276796,0.3849161384916139,0.36174542,0.36486202,0.4246201,0.36878204,0.27096468,0.28944529736671787,0.4166643783335621,0.37629992,0.40348127,0.37338826,0.28961266737676006,0.32011706
0.018378124,0.10184411,0.71861607,0.6678930667893067,0.09421122942112295,0.14480811,0.11573464694407883,0.05216782,0.02819057,0.022262154226215424,0.017660886,0.10204355,0.043691475,0.1674118,0.026232865,0.008480325508819532,0.05673424432657556,0.06570811,0.03680741,0.006614916,0.06443364386601863,0.05526421
0.056072123,0.18404332,0.76855147,0.6089934608993461,0.055218612521861256,0.20614842,0.18706439122386348,0.062071048,0.04275525,0.04550708955070896,0.04204659,0.2232047,0.04714304,0.16052864,0.07033759,0.03992391639543498,0.11177571482242851,0.128954,0.064011924,0.03483468,0.1399152083949125,0.11147131
0.057316586,0.032341726,0.73762244,0.7295196229519624,0.09755901475590148,0.07331923,0.055213335312800114,0.029709654,0.07098212,0.03470797847079785,0.056517094,0.062233277,0.09526727,0.09436082,0.033991747,0.02962141677728501,0.052940601705939824,0.039477997,0.030590719,0.07312384,0.02169159930149596,0.06435785
0.014580704,0.027713597,0.746098,0.7546676754667676,0.1377146937714694,0.1059736,0.019867868192072095,0.046293713,0.053332742,0.04470969847096985,0.039999053,0.018684335,0.060673404,0.16395976,0.023391947,0.009088762545325754,0.07337000266299973,0.020696513,0.026397606,0.0044243485,0.04321667859300072,0.006657378
0.048456542,0.16080725,0.7884589,0.6344732634473264,0.07387212738721274,0.18598846,0.15552747933164876,0.05476345,0.04787155,0.06357058035705804,0.03695161,0.18664816,0.04753931,0.20434883,0.067525014,0.031662651899759114,0.10347682965231703,0.11075605,0.050772518,0.009912524,0.13040102782406168,0.09826424
0.010634027,0.08170854,0.69085246,0.6804055080405509,0.07286844728684475,0.13947164,0.1108263766495826,0.084883064,0.005081722,0.01797832379783238,0.032691788,0.0774383,0.038703516,0.09611786,0.0,0.03387841803270508,0.04796111120388887,0.04603023,0.027837409,0.044965733,0.04909634294578058,0.057282243
0.053193487,0.18428788,0.7290443,0.6438143643814365,0.09548891554889156,0.22561133,0.2833501870010112,0.058603562,0.06008453,0.05382222838222284,0.047871314,0.25361416,0.023786075,0.12574446,0.045006834,0.023570978414258707,0.07270305272969473,0.13867557,0.041113272,0.056658205,0.11424057085443426,0.12253064
0.14459321,0.15741277,0.58706117,0.6215196321519633,0.2574580857458086,0.21271339,0.08278120096687207,0.2148718,0.18404217,0.17299990729999074,0.1613132,0.13759339,0.1955774,0.26794606,0.14598477,0.14905739894344394,0.17419171258082872,0.15057445,0.18680392,0.1726359,0.15187505911250357,0.15097497
0.01424367,0.02941925,0.72151685,0.7691896769189678,0.14267723426772344,0.111111954,0.020967842258070538,0.06090898,0.06907655,0.04866898886689889,0.045243733,0.02662497,0.06964308,0.1894615,0.022500811,0.007650532459031948,0.06492561950743804,0.019607298,0.033572495,0.02055801,0.04199605651976339,0.0
0.016723603,0.036003195,0.7395141,0.7518187351818735,0.14283140428314045,0.11314258,0.028124482687468963,0.058867395,0.056359567,0.04897967089796709,0.03901542,0.02163852,0.065634154,0.17496963,0.023558354,0.0166933250015995,0.06413259358674063,0.034151442,0.026480813,0.015831936,0.04679060980743659,0.011866712
