rely,data,turn,pcap,modp,loc,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,actual
1.0,0.0,0.0,0.2222222222222222,0.2142857142857144,0.001672444730928,0.40196946,0.5270172,0.41032538,0.34673828,0.0048358360906082
1.0,0.272727272727273,0.0,0.2222222222222222,0.4285714285714286,0.003588787651783,0.583263,0.34467784,0.5346572,0.549451,0.0029927769635162
1.0,0.272727272727273,0.0,0.2222222222222222,0.4285714285714286,0.0014111252417205,0.60415226,0.33497453,0.56550616,0.590765,0.0002720706330469
0.6153846153846153,1.0,0.7142857142857147,0.4166666666666667,1.0,0.2770160798592359,0.0,1.0,0.031722695,0.072207786,1.0
0.6153846153846153,0.636363636363637,0.2499999999999999,0.4166666666666667,0.2142857142857144,1.0,0.48510057,0.51203537,0.47923175,0.55261135,0.5787293423789506
1.0,0.636363636363637,0.7142857142857147,0.527777777777778,1.0,0.2587237156147105,0.06903524,0.82893014,0.0,0.0,0.5611763983114068
0.3846153846153847,1.0,0.0,0.4166666666666667,0.2142857142857144,0.2177836623055347,0.65991986,0.3045928,0.6345744,0.66390586,0.2149445765791067
0.6153846153846153,0.272727272727273,0.4642857142857144,0.2222222222222222,0.2142857142857144,0.1010609571261824,0.47822323,0.49369055,0.5059935,0.48490584,0.0630238456745157
0.6153846153846153,0.272727272727273,0.4642857142857144,0.2222222222222222,0.4285714285714286,0.0653472936011567,0.4531263,0.5263503,0.49497578,0.46135414,0.0467873724120378
0.2,0.272727272727273,0.0,0.4166666666666667,0.0,0.0766711381334819,0.8358648,0.12811226,0.85149276,0.80772346,0.039239606462994
0.6153846153846153,1.0,0.0,0.2222222222222222,0.0,0.0313757600041811,0.59395444,0.34282508,0.5584583,0.5689003,0.0453831368866343
0.2923076923076922,0.272727272727273,0.7142857142857147,0.2222222222222222,0.2142857142857144,0.0400864096444312,0.5520604,0.36097386,0.489496,0.49402544,0.0334471349207045
0.6153846153846153,0.0,0.0,0.4166666666666667,0.0,0.0064633020330656,0.6997621,0.27757305,0.7316123,0.69743687,0.0072054835397267
0.6153846153846153,0.636363636363637,0.7142857142857147,0.2222222222222222,0.666666666666667,0.0095991359035556,0.33976984,0.51116973,0.2203307,0.21539403,0.0080831307431038
0.2,0.272727272727273,0.4642857142857144,0.2222222222222222,0.2142857142857144,0.000139370394244,0.5112565,0.4243115,0.5229837,0.46054196,0.0001228706084728
0.2,0.272727272727273,0.4642857142857144,0.2222222222222222,0.2142857142857144,0.0,0.5202772,0.40986806,0.51553196,0.46426737,0.0
1.0,0.636363636363637,0.7142857142857147,0.2222222222222222,0.4285714285714286,0.0522813191407815,0.32957232,0.5433523,0.23170435,0.26524046,0.0927760858690023
0.2,0.636363636363637,0.4642857142857144,0.4166666666666667,0.666666666666667,0.337990627340987,0.5212291,0.4435031,0.46522763,0.5573088,0.0610930218270859
1.0,0.636363636363637,0.2499999999999999,0.2222222222222222,0.2142857142857144,0.0348600198602811,0.52226895,0.37271443,0.44205725,0.45446748,0.0525798439543272
0.6153846153846153,0.636363636363637,0.0,0.4166666666666667,0.2142857142857144,0.0183097855438058,0.4584317,0.57611525,0.58248466,0.52760905,0.0196680738276827
0.0,0.0,0.4642857142857144,0.4166666666666667,1.0,0.0095991359035556,0.45335788,0.46627235,0.40926185,0.41225418,0.0066788952177003
0.2,0.5000000000000006,0.0,0.6527777777777778,0.4285714285714286,0.0113412658316057,0.7343124,0.293421,0.83569884,0.79075944,0.0043092477685819
0.2,0.0,0.4642857142857144,0.2222222222222222,0.4285714285714286,0.0505391892127314,0.79787534,0.15364964,0.76430684,0.7785052,0.0036071300058802
0.3846153846153847,0.272727272727273,0.0,0.4166666666666667,0.0,0.0113412658316057,0.91480047,0.09989882,0.9598309,0.92394465,0.00053536479406
0.3846153846153847,0.272727272727273,0.4642857142857144,0.0,0.2142857142857144,0.0036758941481855,0.80513257,0.12238344,0.7442343,0.76060927,0.0001843059127092
0.3846153846153847,0.0,0.0,0.6527777777777778,0.666666666666667,0.0008884862633055,0.65852636,0.35047364,0.74679697,0.6663507,0.0001843059127092
0.2,0.0,0.0,0.0,0.2142857142857144,0.002891935680563,1.0,0.0,1.0,1.0,8.776472033771834e-06
0.2,0.454545454545455,0.7142857142857147,0.3194444444444446,0.3095238095238095,0.0379087472343687,0.6568542,0.26862615,0.6034489,0.5969296,0.0034316005652047
0.3846153846153847,0.454545454545455,0.7142857142857147,0.4166666666666667,0.4285714285714286,0.0231877493423459,0.5771611,0.34735775,0.52769864,0.5250267,0.0067666599380381
0.2,0.454545454545455,0.7142857142857147,0.4166666666666667,0.666666666666667,0.0249298792703959,0.51639885,0.40918764,0.47389066,0.47576028,0.0071177188193889
0.2,0.454545454545455,0.7142857142857147,0.4166666666666667,0.4285714285714286,0.028762565112106,0.6062939,0.322962,0.57120883,0.54933274,0.0087852485058056
0.2,0.454545454545455,0.7142857142857147,0.2222222222222222,0.4285714285714286,0.0618630337450567,0.61499274,0.30786693,0.56064194,0.55743724,0.01054054291256
0.0,0.0,0.0,0.0,0.666666666666667,0.0183097855438058,0.7909094,0.18081501,0.76755553,0.79109395,0.0026417180821653
0.2,0.0,0.4642857142857144,0.6527777777777778,0.666666666666667,0.4024494346788383,0.5725318,0.4368969,0.6459294,0.6235091,0.1111189124195855
0.3846153846153847,0.272727272727273,0.0,0.0,0.0,0.077542203097507,0.9216136,0.028117785,0.8782967,0.8964103,0.0131734845226915
0.6153846153846153,0.272727272727273,0.0,0.2222222222222222,0.4285714285714286,0.0191808505078308,0.6676355,0.27427098,0.629524,0.6579777,0.0149287789294459
0.2,0.272727272727273,1.0,1.0,1.0,0.0069859410114806,0.25103238,0.7250423,0.3173848,0.25759545,0.0101894840312091
0.2,0.0,0.4642857142857144,0.4166666666666667,1.0,0.0054180240762356,0.5095801,0.40781322,0.46236944,0.4490661,0.0030805416838539
0.2,0.0,0.4642857142857144,0.0,0.4285714285714286,0.002891935680563,0.5521477,0.33463603,0.46178576,0.46047965,0.0007108942347355
0.3846153846153847,0.0,0.0,0.4166666666666667,0.2142857142857144,0.0021079772129405,0.8090365,0.16934367,0.83018553,0.79970556,0.0012374825567618
0.2,0.0,0.0,0.6527777777777778,0.666666666666667,0.003763000644588,0.82433724,0.20591073,0.9069267,0.88007206,0.0010619531160863
0.6153846153846153,0.0,0.4642857142857144,0.4166666666666667,0.666666666666667,0.0217940453999059,0.41623783,0.49207675,0.3671978,0.35613027,0.0835607902335419
0.3846153846153847,0.0,0.4642857142857144,0.4166666666666667,0.666666666666667,0.0130833957596557,0.26029792,0.6593306,0.2587308,0.21173538,0.0202824268700467
1.0,0.0,0.4642857142857144,0.0,0.2142857142857144,0.0200519154718558,0.62511766,0.27384472,0.4914406,0.5325524,0.0108916017939108
0.3846153846153847,0.0,0.0,0.4166666666666667,0.2142857142857144,0.0183097855438058,0.81118315,0.15264115,0.8255904,0.7736097,0.0056257185736477
0.6153846153846153,0.0,0.4642857142857144,0.2222222222222222,0.666666666666667,0.004111426630198,0.45682383,0.43003616,0.37844482,0.35047325,0.0044847772092574
0.3846153846153847,0.0,0.0,0.2222222222222222,0.0,0.0226651103639309,0.94084615,0.03626435,0.94361365,0.8971891,0.0038704241668933
0.2,0.0,0.4642857142857144,0.0,0.2142857142857144,0.0062019825438581,0.6545271,0.26045775,0.5858681,0.59640867,0.0028172475228407
0.3846153846153847,0.0,0.0,0.2222222222222222,0.0,0.0069859410114806,0.919993,0.06392043,0.91652095,0.8907045,0.0007986589550732
