Transactions,Entities,PointsAdjust,Generated_Var_1,Generated_Var_3,Generated_Var_4,Effort
0.2112968,0.5566378,0.37120974,0.4103015946180957,0.5597687,0.7168997,0.44479707
0.22526497,0.4251541,0.3105684,0.4429000265740016,0.47687238,0.6074558,0.40840334
0.48486876,0.5315967,0.527906,0.26275749576544977,0.6474314,0.57010263,0.30093104
0.18825492,0.45592725,0.31712693,0.4360627761637666,0.4894925,0.4963507,0.28786892
0.30775052,0.5935397,0.43752605,0.31681533900892034,0.6166239,0.763364,0.6039326
0.05660007,0.27678713,0.167616,0.6256837375410242,0.23813629,0.16759068,0.17171046
0.2425431,0.34389344,0.32469425,0.37700828262049696,0.38673094,0.28450596,0.11442971
0.26353,0.32323834,0.28832623,0.5846266350775982,0.4046743,0.5052096,0.35201657
0.19357336,0.3201151,0.27036187,0.4649816478988989,0.45899186,0.4011243,0.13565147
0.16040091,0.30947912,0.23069757,0.5688657341319441,0.40379906,0.4183061,0.24780205
0.68007034,0.82179046,0.7575554,0.10900325254019515,0.8229841,0.8188954,0.78110796
0.15034433,0.3260467,0.22948836,0.4983948799036928,0.42203826,0.34066564,0.23452456
0.21430424,0.47288266,0.35149845,0.34902116094126967,0.52425706,0.49787933,0.29303777
0.5837214,0.71437657,0.63246506,0.26580376594822597,0.68055534,0.62601644,0.53949535
0.08535136,0.21289736,0.15299654,0.6520207391212444,0.31212553,0.31064028,0.16374631
0.11047335,0.42401809,0.26306447,0.49137666948260017,0.436853,0.43075675,0.22760206
0.18781763,0.42363536,0.31115562,0.4881437692886262,0.45679545,0.5792274,0.31545883
0.1957099,0.5232444,0.3472149,0.34024765041485905,0.5307231,0.52688366,0.40674195
0.23217267,0.5608065,0.36716998,0.34063972043838325,0.56787825,0.5219241,0.3739069
0.28020567,0.56787884,0.40042636,0.44608315676498944,0.55713594,0.5795645,0.35333282
0.3399966,0.43467793,0.39691663,0.37259712235582737,0.52280647,0.46607023,0.18831533
0.10009934,0.35735714,0.23244834,0.490100949406057,0.4156726,0.36590993,0.19838044
0.14299928,0.4740789,0.26513848,0.4875023092501386,0.50562364,0.6085164,0.40582576
0.300106,0.40935707,0.3414564,0.5051855303111318,0.47772247,0.6324511,0.34514868
0.23606879,0.39207694,0.29809457,0.5250302915018175,0.42752275,0.5179997,0.3579025
0.48742217,0.7226006,0.6166884,0.18542957112577427,0.6944784,0.67197937,0.6416593
0.10619444,0.46057707,0.2485793,0.45713224742793485,0.43708867,0.44037873,0.28261948
0.2741802,0.2848385,0.3189,0.5460645327638719,0.3925983,0.4125589,0.35552412
0.18590808,0.23741424,0.27812624,0.535831182149871,0.3571539,0.33544487,0.27214196
0.06847387,0.3365922,0.2004815,0.4746095784765747,0.42856213,0.43250883,0.20776017
0.12599999,0.32828772,0.23150153,0.45709064742543887,0.40480125,0.42787457,0.23590872
0.104636654,0.26916033,0.16602467,0.6521957391317444,0.30238253,0.26173687,0.17217112
0.20417419,0.32780403,0.26679683,0.5120262807215769,0.36027223,0.3891189,0.35085386
0.5104356,0.36347887,0.514853,0.2734581964074918,0.59621215,0.7579537,0.065596595
0.08219698,0.30021405,0.19098362,0.513198430791906,0.36351332,0.32331252,0.2039766
0.05223208,0.30846494,0.17933923,0.560237633614258,0.3274838,0.28711408,0.1886943
0.4693268,0.6603239,0.5793413,0.22424864345491863,0.6293547,0.6286289,0.5447473
0.08454877,0.32537034,0.1951136,0.561351933681116,0.37569147,0.30133957,0.14384867
0.28884158,0.32268977,0.35513848,0.3580255214815313,0.43909973,0.45244008,0.17369117
0.60389674,0.6681312,0.6525069,0.17566972054018323,0.7352998,0.6280522,0.5349029
0.30017623,0.565752,0.41560596,0.29462917767775065,0.5980668,0.47455204,0.3901573
0.036029816,0.17232579,0.180659,0.4753955885237353,0.41085616,0.5582875,0.1698947
0.21691978,0.54013693,0.38990432,0.3878843432730606,0.4870873,0.5832142,0.4060813
0.11468746,0.30162323,0.15035942,0.6828707409722445,0.33772898,0.29068488,0.17995906
0.20550507,0.5357722,0.35419828,0.3905148734308924,0.5169341,0.6080565,0.37336987
0.16951853,0.47074187,0.28748387,0.37364676241880573,0.5531831,0.6811188,0.45573485
0.092215165,0.36095864,0.2119734,0.5840151350409082,0.2589711,0.14894825,0.26152736
0.16183737,0.39980444,0.2689498,0.4894494693669682,0.46527582,0.34709787,0.2038839
0.12144087,0.3904975,0.23717022,0.6427116385626984,0.36242473,0.34809214,0.2565183
0.03189461,0.2099861,0.12266469,0.6630118897807133,0.17956421,0.079741895,0.15454857
0.05748944,0.22130203,0.15197769,0.6951064417063866,0.13168667,0.11783332,0.18454498
0.21763575,0.5352863,0.3556135,0.36467888188073294,0.5060944,0.49763453,0.35378876
0.106835365,0.39521533,0.25374144,0.5492214929532896,0.41173083,0.43242693,0.22675523
0.17915414,0.4844875,0.2774347,0.5013405300804318,0.4901327,0.5049346,0.23941702
0.17348573,0.44853634,0.321293,0.4086852245211135,0.4504555,0.54869473,0.39402863
0.55215293,0.72353226,0.64386,0.20671644240298656,0.6647712,0.671056,0.62567914
0.24907553,0.43486398,0.3485652,0.4974112798446768,0.56545246,0.9245406,0.39429015
0.23392683,0.57928884,0.38322312,0.3596040215762413,0.56956756,0.54865277,0.393575
0.16814911,0.43040434,0.3125838,0.33448346006900764,0.4797745,0.40565377,0.2825926
0.16057873,0.33951694,0.22163373,0.728910783734647,0.32852757,0.35765934,0.25230753
0.22868314,0.45663962,0.2956739,0.4472280968336858,0.5291036,0.5584481,0.2984369
0.14882794,0.30577904,0.13568722,0.6701622402097345,0.3817224,0.38464266,0.15972136
0.2762175,0.37468225,0.33016363,0.542614232556854,0.42418072,0.5464076,0.3963375
0.16318336,0.26375553,0.25023574,0.6293659377619564,0.27835208,0.19077116,0.25568175
0.2562229,0.39650148,0.33162713,0.47911324874679495,0.4898263,0.43642074,0.18521485
0.19674255,0.298242,0.25785828,0.5586670935200256,0.38133755,0.4320323,0.29847205
0.1858654,0.59369564,0.349075,0.37614115256846914,0.54937387,0.62739986,0.42835516
0.17378214,0.12475049,0.21989666,0.5980313758818826,0.2701363,0.24572217,0.2219665
0.07868864,0.12764814,0.11122055,0.6857871411472285,0.22301985,0.15597773,0.13749331
0.30057448,0.6115444,0.4452323,0.31848748910924934,0.5986476,0.58857125,0.44398037
0.120390266,0.49795693,0.27580333,0.4682374880942493,0.48505497,0.50863326,0.2778097
0.1968722,0.52252233,0.3526362,0.3703040222182414,0.5322422,0.64759475,0.48416755
0.15594178,0.4401678,0.2845571,0.4154086249245175,0.45656425,0.504765,0.35247728
0.35183486,0.6127709,0.47713256,0.30255468815328135,0.57308114,0.5809328,0.4706591
0.16674401,0.44176507,0.292875,0.42388048543282913,0.49018997,0.44606942,0.21554154
0.10190877,0.4678219,0.23376931,0.522198731331924,0.43525246,0.47361296,0.30433762
0.1486005,0.43957162,0.27991033,0.5066067903964074,0.47321516,0.58509,0.27650416
0.25713536,0.28771722,0.30759132,0.4760879585652775,0.39996904,0.44256604,0.38285807
0.19532028,0.1286784,0.18800718,0.6159511369570682,0.33158165,0.2908705,0.16136028
0.38943562,0.3971098,0.45402545,0.3062458783747527,0.56157136,0.69028217,0.12230609
0.16566995,0.42454237,0.26911342,0.47049626822977614,0.45354113,0.42187905,0.2333729
0.33529857,0.606992,0.46508527,0.3199258091955485,0.5529958,0.5132089,0.43085498
0.13068366,0.1690782,0.17670551,0.6034599862075991,0.29005075,0.1841858,0.18308616
0.123072624,0.43023816,0.24683028,0.5503042630182557,0.395411,0.39852995,0.24982822
0.16272582,0.36150777,0.28414816,0.5766709346002561,0.42585063,0.6012481,0.29683873
0.13922678,0.3361491,0.2472368,0.48814394928863697,0.38179517,0.31257147,0.12347678
0.11501281,0.444541,0.23626861,0.5205884312353058,0.44708216,0.373024,0.22748946
0.21185002,0.51330703,0.3277397,0.4702401482144089,0.5053595,0.5862091,0.32652596
0.636755,0.79090035,0.7009264,0.18237322094239328,0.734041,0.7288106,0.68497837
0.24109864,0.5748451,0.38439354,0.36748226204893575,0.56323826,0.563495,0.36076164
0.12775649,0.3959799,0.24214707,0.42770172566210357,0.47999492,0.6175402,0.36582595
0.5210328,0.7343048,0.615166,0.1921648315298899,0.7267753,0.75410277,0.6217075
0.27316418,0.5181119,0.39338294,0.3587990015279401,0.5707798,0.51327145,0.3083847
0.13403375,0.5463152,0.28068936,0.44413390664803437,0.51145744,0.4965018,0.3038327
0.11628947,0.42614916,0.24913743,0.558994633539678,0.39472356,0.41250467,0.2920149
0.3782956,0.5160506,0.4531968,0.37663932259835936,0.59126234,0.43527097,0.30968952
0.06524063,0.20571548,0.15406713,0.677782580666955,0.2397937,0.20965427,0.14013784
0.11988218,0.35535848,0.20683073,0.6138266668296001,0.42017516,0.47658175,0.21131511
0.26818758,0.52728856,0.39375487,0.3584217615053057,0.56473935,0.5311196,0.3878181
0.16382776,0.4726829,0.31627688,0.4932633895958034,0.46300384,0.58754736,0.2987558
0.117267594,0.3874077,0.23593181,0.6461210387672623,0.34997445,0.32586914,0.22794995
0.08386867,0.36686808,0.22394206,0.4656219779373187,0.4271804,0.4126305,0.2739833
0.14752261,0.42076015,0.25786108,0.4887982893278974,0.48130202,0.4420799,0.28537798
0.24816045,0.26952806,0.28167218,0.47340062840403774,0.45368925,0.45534307,0.25268608
0.39582822,0.18455091,0.37885898,0.41098782465926953,0.47042173,0.42837667,0.3705805
0.113036245,0.30715364,0.20856977,0.7092590725555444,0.22378412,0.14128798,0.24017021
0.18978599,0.52083683,0.3218273,0.43739625624377537,0.4835974,0.570195,0.42414162
0.9075159,0.94866836,0.92516714,0.0,0.8868655,0.92440647,0.9133554
0.08575767,0.37367883,0.20240307,0.5175052310503139,0.40625608,0.36566728,0.22772557
0.110829934,0.21345414,0.16773261,0.5796372047782323,0.3126825,0.23410255,0.12734088
0.41609997,0.5725377,0.5219904,0.23981651438899085,0.60548174,0.5639354,0.45145586
0.27376908,0.54430985,0.3945358,0.40710177442610646,0.521688,0.52962804,0.35178354
0.23795986,0.35219473,0.33605194,0.5633740338024421,0.4347734,0.5591238,0.3398576
0.2297251,0.42162302,0.33919856,0.49177582950654974,0.45730546,0.6000312,0.35228288
0.049923383,0.22484156,0.123797774,0.6776871406612285,0.24996775,0.25449586,0.18119316
0.11246799,0.27769554,0.2039321,0.4996530699791842,0.36248598,0.3333423,0.2091849
0.30468762,0.5327945,0.41655368,0.3343213400592804,0.585798,0.5253367,0.376849
0.12393543,0.3981758,0.24796551,0.5667675340060521,0.40367967,0.38282973,0.20656827
0.17684445,0.4532942,0.28675038,0.49801054988063304,0.4803413,0.62714535,0.3269272
0.24532491,0.43141967,0.35395977,0.3635542018132521,0.5157213,0.4411769,0.24803287
0.19939783,0.4594597,0.3083583,0.4737375084242505,0.48522964,0.5152476,0.27607986
0.1746684,0.5268453,0.27542356,0.5674233340454,0.47162956,0.47003436,0.2823816
0.14519347,0.40481013,0.2385197,0.4711900082714005,0.42563206,0.4457699,0.27457625
0.11901152,0.38281682,0.21338803,0.5831504849890291,0.39127585,0.3936007,0.23046777
0.16385636,0.43751606,0.27695704,0.551143083068585,0.45446095,0.654941,0.33079007
0.05519837,0.23132715,0.1570093,0.6750662705039763,0.227722,0.15059465,0.17274088
0.18112016,0.4128023,0.26621872,0.489246399354784,0.43395245,0.35683185,0.20831278
0.12375957,0.23588508,0.21448205,0.47737636864258215,0.38858327,0.39479655,0.1039799
0.62878996,0.7133668,0.648166,0.25552029533121773,0.699188,0.6743396,0.59139526
0.20916858,0.36077973,0.25591648,0.6062314863738892,0.4128727,0.46628445,0.23770246
0.24566561,0.47399634,0.34965083,0.34163125049787507,0.5499979,0.40634525,0.27303243
0.40617862,0.5216001,0.47786158,0.29910761794645707,0.59345603,0.47795838,0.2927959
0.10884474,0.3429973,0.2150986,0.4983018898981134,0.3905733,0.33384365,0.13521744
0.1710967,0.43451303,0.23937736,0.5169068310144099,0.49268916,0.4793821,0.23412117
0.3560247,0.60438955,0.47419262,0.2912328974739739,0.6065992,0.55932015,0.4380943
0.16225895,0.44434986,0.29227152,0.3573869714432183,0.5458524,0.6269615,0.39797089
0.1101968,0.5014105,0.26002896,0.4715126482907589,0.45483544,0.4569112,0.31702638
0.037634164,0.24980101,0.13942216,0.6015016360900981,0.27637702,0.21346933,0.1271964
0.16699252,0.37788475,0.2801715,0.3958010237480615,0.4595748,0.39702767,0.21432364
0.054106064,0.23916015,0.18890962,0.542315432538926,0.34343463,0.45160955,0.18914649
0.089075014,0.2228058,0.16519605,0.5531784031907042,0.26942664,0.37401253,0.03411989
0.113426596,0.36087072,0.23955077,0.4319836759190206,0.42645952,0.37787485,0.17824237
0.09143829,0.3667509,0.21613911,0.47087308825238533,0.45480374,0.49089605,0.29442844
0.2413899,0.48661748,0.3229674,0.447342366840542,0.51165587,0.46285218,0.28310442
0.0768989,0.22142144,0.10397275,0.725503783530227,0.2787893,0.29761136,0.17687382
0.15739478,0.46771508,0.30111817,0.4325328759519726,0.50158954,0.41378456,0.27750936
0.17600621,0.44849965,0.33477688,0.37856438271386295,0.5315918,0.742793,0.32880464
0.13923742,0.46276727,0.24488081,0.6121295367277723,0.4005448,0.41905236,0.26904723
0.09331925,0.33456236,0.22508422,0.6200576772034606,0.32347554,0.28222048,0.20331481
0.17764601,0.47597522,0.317461,0.3701595222095713,0.52096486,0.40212274,0.25647765
0.16501392,0.49930948,0.29042566,0.42779078566744716,0.4851824,0.4788363,0.2715003
0.17514227,0.37683368,0.27133805,0.4659359279561557,0.4436338,0.3235541,0.17196691
0.16060492,0.37335566,0.25771248,0.4898711093922666,0.4436631,0.36042875,0.22167137
0.25105497,0.5826347,0.40059987,0.3482943408976605,0.58772075,0.61682135,0.44360405
0.06577822,0.24208727,0.11843388,0.6671410400284624,0.2845288,0.26838273,0.17458971
0.13877378,0.40785974,0.25179255,0.41943142516588555,0.46339935,0.38452643,0.18989307
0.14680229,0.5354831,0.2848013,0.4547542572852554,0.5402661,0.5065298,0.31006837
0.34233278,0.26724052,0.3200786,0.47900052874003174,0.44925255,0.6189969,0.4547671
0.25977457,0.5161258,0.38058323,0.37124492227469535,0.57215023,0.64237946,0.2998125
0.12504402,0.18414757,0.18689404,0.6415002384900143,0.1840706,0.16061687,0.19714534
0.11491363,0.45016518,0.23328644,0.5362250321735019,0.45456707,0.43745804,0.20946345
0.21710074,0.26473576,0.23034275,0.5416545024992702,0.40836325,0.46842945,0.32401687
0.11378381,0.4274381,0.25761616,0.4992003099520186,0.48430142,0.4368481,0.24156582
0.087359995,0.15900728,0.14661005,0.6308946378536783,0.30040398,0.42631376,0.16855478
0.12810236,0.29603338,0.22988945,0.6671934400316065,0.2581181,0.17476416,0.24321124
0.23272908,0.5776541,0.38260067,0.3596467615788057,0.52634954,0.5998927,0.4306549
0.52203596,0.64690536,0.60327125,0.17632776057966565,0.67793095,0.5989788,0.5125221
0.10215071,0.37276417,0.20048122,0.6434355386061323,0.3305006,0.32638925,0.20261881
0.13599394,0.39980203,0.21596183,0.6781203006872181,0.3392011,0.29825753,0.22015037
0.10188873,0.26798433,0.20193464,0.5751830645109839,0.30196708,0.2521351,0.17321962
0.3955607,0.5963954,0.49901867,0.25772041546322494,0.6344949,0.52226096,0.43876696
0.08534899,0.3297425,0.20587999,0.568305034098302,0.37564442,0.34256315,0.18429422
0.29858586,0.28687185,0.31864035,0.42966272577976355,0.47704053,0.4875489,0.16856441
0.023205154,0.15940872,0.016438998,0.7856383771383028,0.20751902,0.21089071,0.15742165
0.28927505,0.24144132,0.3143973,0.6663202399792144,0.33030388,0.33694237,0.31845364
0.20800233,0.55850106,0.35363448,0.4152863249171795,0.5428798,0.535435,0.34644708
0.30936632,0.30705062,0.31470188,0.551857633111458,0.39818153,0.4789868,0.39576742
0.13819715,0.3948414,0.2355175,0.5967352358041141,0.39911166,0.46556658,0.26904532
0.07526152,0.30841857,0.20588173,0.48228242893694573,0.48329917,0.60137266,0.2061325
0.086442694,0.38107136,0.19478984,0.6215958972957538,0.3295832,0.28487957,0.22211346
0.15796748,0.47947058,0.30995366,0.5258090315485419,0.44185898,0.5653931,0.3244663
0.10366772,0.4347801,0.2483969,0.48958672937520376,0.4102289,0.40518087,0.21783257
0.36327997,0.6376348,0.49016583,0.2232702133962128,0.64770937,0.6746357,0.5755563
0.40391356,0.66554004,0.5516845,0.259554115573247,0.59769094,0.71929127,0.6034627
0.3459751,0.23604758,0.3737337,0.48552926913175615,0.4766643,0.5258702,0.3782353
0.33330226,0.6537756,0.47014722,0.2554358353261501,0.6161859,0.6003228,0.50440735
0.13262248,0.35039258,0.19469568,0.6063445363806722,0.3618457,0.27821064,0.15777951
0.068560936,0.2499956,0.10503921,0.8969262538155752,0.108581915,0.03779304,0.23005812
0.27042058,0.3806344,0.33083948,0.37783042266982536,0.46854085,0.3354963,0.14675103
0.24271458,0.28756744,0.28002834,0.4857030291421818,0.45462793,0.43337417,0.18087131
0.09541932,0.24142155,0.17337392,0.5620383337223,0.2828997,0.28394002,0.0547681
0.7130805,0.7912958,0.7712382,0.09068051544083093,0.7950295,0.72504264,0.726087
0.13595475,0.3621853,0.22468643,0.48793884927633097,0.3910473,0.33472866,0.1863122
0.1068995,0.27195913,0.24026963,0.4980538298832298,0.34238696,0.34128404,0.22960445
0.19739798,0.5230634,0.3362034,0.3728983023738982,0.5377443,0.654712,0.4652133
0.1646968,0.38350794,0.24023677,0.5361053621663218,0.4206273,0.4369278,0.2953555
0.18745588,0.33605266,0.2419363,0.6239040374342423,0.36007884,0.3885942,0.29065248
0.25086072,0.2763029,0.27485114,0.5105833306349998,0.45007622,0.4094866,0.22060274
0.52760464,0.7244354,0.6346784,0.19107574146454448,0.66253483,0.6599712,0.6298869
0.10671662,0.22445987,0.17456806,0.5819199349151961,0.31630713,0.23011923,0.17095196
0.1413766,0.45807394,0.2848357,0.4400270264016216,0.46775347,0.4402092,0.2989761
0.41770777,0.56134987,0.492339,0.29008251740495106,0.59865427,0.50114405,0.38896662
0.13355443,0.22081098,0.09766382,0.8780122926807375,0.18345873,0.17170781,0.1736589
0.10135043,0.44053325,0.23652855,0.4675778480546709,0.47828448,0.45773977,0.23086986
0.15869002,0.3725693,0.27132702,0.48621382917282974,0.42499423,0.3733353,0.16329566
0.0913838,0.34028363,0.18885991,0.6317108379026503,0.27423263,0.18780935,0.1669154
0.14573364,0.2937181,0.2526106,0.4669109280146557,0.41470283,0.38313055,0.14871915
0.084353805,0.1788512,0.15449491,0.6897908813874529,0.1765789,0.09395075,0.16087413
0.18627565,0.247575,0.23527485,0.5359394921563696,0.33528933,0.26069576,0.24986163
0.1274148,0.41709572,0.22538036,0.4923717095423026,0.4218932,0.31035346,0.17156887
0.09415157,0.36212844,0.21029466,0.535604032136242,0.4058791,0.3096913,0.17025343
0.27201003,0.56947684,0.410719,0.31161053869663236,0.60451686,0.5919686,0.38848636
0.1349774,0.40485877,0.27107155,0.49975099998506,0.41611874,0.40609455,0.20424767
0.069133274,0.2385439,0.16930106,0.6004636360278182,0.3062921,0.2102111,0.14930484
0.084458336,0.32755357,0.1986141,0.6856788411407305,0.2534623,0.17580283,0.19433305
0.21682313,0.22486809,0.20255992,0.7909408074564485,0.27992967,0.3033542,0.24792647
0.5487959,0.676877,0.63438076,0.1911405614684337,0.69553983,0.58091956,0.58334893
0.08887079,0.35714394,0.22398287,0.5625681037540862,0.3843757,0.38169152,0.20064726
0.5279871,0.73387986,0.6396329,0.18152183089130985,0.7184372,0.69963413,0.65828425
0.1372037,0.45098472,0.27821097,0.4105448246326895,0.4911284,0.50605893,0.33764413
0.10734056,0.3045485,0.20413497,0.5671751340305081,0.36017254,0.25327104,0.13173665
0.19969976,0.5096321,0.32659185,0.44422640665358437,0.47946978,0.46995234,0.34685972
0.101152346,0.35436308,0.19868094,0.493161949589717,0.42140162,0.44801027,0.2967664
0.17053106,0.5430747,0.32456774,0.45143559708613584,0.5257973,0.51241,0.3330722
0.35536438,0.5842219,0.46282464,0.2458966347537981,0.6512027,0.65126055,0.5464622
0.18469666,0.5497365,0.3396663,0.38210090292605414,0.49816173,0.5731028,0.4142917
0.23668799,0.31709242,0.25241792,0.4959979297598758,0.5400994,0.8028241,0.48509726
0.047067143,0.16616723,0.073035344,0.7770484466229068,0.21868946,0.25457728,0.17407958
0.12536548,0.299214,0.22121422,0.5440430926425855,0.3731152,0.25226784,0.15414521
0.03391946,0.15668577,0.12103091,0.6961700417702025,0.17049316,0.085698664,0.17998351
0.14695336,0.25559193,0.20838138,0.6611383396683004,0.3044898,0.32885516,0.23244652
0.26359922,0.20966512,0.3093825,0.5221342713280562,0.40103853,0.44725966,0.33029264
0.23903796,0.36536235,0.316185,0.4227406053644363,0.48968372,0.601654,0.08707608
0.20243162,0.46805593,0.31561458,0.39233764354025863,0.52642715,0.45143116,0.24872473
0.16558793,0.48752743,0.28244352,0.4871371692282302,0.48524162,0.45256823,0.21961331
0.2602303,0.521683,0.38439894,0.39618989377139363,0.5652001,0.56271535,0.3224217
0.417712,0.58480173,0.51581454,0.24488222469293347,0.637069,0.4873914,0.46501806
0.106980905,0.34704638,0.21106711,0.6970595418235725,0.26056358,0.18663657,0.20216191
0.28759858,0.5259384,0.40263277,0.34733804084028247,0.573555,0.6677895,0.4619307
0.22257942,0.40754148,0.32523978,0.4317994959079698,0.50363946,0.5753848,0.20533863
0.2798375,0.45805183,0.37072378,0.3624973517498411,0.5194515,0.40303606,0.31480107
0.19432291,0.39152613,0.3027417,0.3616535916992155,0.4816934,0.39710492,0.24755263
0.11747153,0.29004085,0.1996008,0.5370731322243879,0.37300122,0.2934996,0.09825447
0.055038586,0.18997392,0.14711402,0.6377184382631064,0.20763466,0.15114981,0.14448556
0.43265462,0.65793556,0.5330255,0.2926946475616789,0.6333997,0.73108107,0.52744097
0.15142652,0.36400777,0.2064904,0.6210927772655667,0.3742689,0.30755877,0.19070026
0.075234026,0.38398516,0.1964111,0.611540766692446,0.35874903,0.32053983,0.21939442
0.28151926,0.55815303,0.41378233,0.29022921741375307,0.5469624,0.6345089,0.5158725
0.33814523,0.332667,0.37839758,0.3882036432922186,0.51303685,0.6566767,0.046265766
0.3443413,0.59194064,0.46678054,0.27053137623188256,0.62384796,0.55137223,0.42786095
0.15668282,0.5262613,0.2952366,0.45720728743243727,0.4907271,0.55482525,0.34796154
0.14460254,0.33641723,0.26334584,0.6102190366131421,0.36209846,0.39400625,0.25286496
0.07907647,0.25764513,0.18608424,0.708962182537731,0.20791385,0.1601013,0.19291042
0.11379768,0.4238917,0.2610352,0.5131039307862358,0.41929063,0.37468386,0.26500693
0.20141658,0.37960812,0.31610832,0.4462185767731146,0.4141168,0.5097079,0.3607089
0.19254601,0.3196642,0.24300763,0.5297705817862349,0.38584074,0.37201768,0.29595375
0.13412915,0.3406597,0.22409505,0.6149229368953762,0.35771015,0.32066774,0.1796233
0.27040136,0.4554949,0.3581695,0.40472754428365265,0.5415336,0.38029093,0.23621874
0.16402328,0.3596041,0.22471781,0.5092929305575759,0.43130574,0.46467036,0.31158614
0.16477251,0.4019146,0.22910027,0.5527372731642364,0.40726542,0.36045027,0.20638075
0.1780426,0.29439706,0.24268205,0.7607925956475557,0.27621686,0.22042668,0.24010783
0.67319787,0.7310051,0.7059653,0.18484249109054948,0.77306163,0.66349405,0.60961926
0.1791538,0.3428264,0.25476864,0.4922070295324218,0.4279228,0.42918253,0.27942154
0.18640408,0.40327272,0.27566144,0.562598683755921,0.37202016,0.401415,0.26752013
0.2960242,0.5694765,0.4267303,0.3111066386663983,0.6248127,0.6205115,0.47919583
0.40465206,0.44018918,0.45467955,0.3261640195698412,0.5399537,0.5396789,0.19154254
0.13693762,0.40132824,0.23557463,0.6399076983944619,0.34354523,0.3123539,0.21914953
0.16185482,0.4524023,0.2953287,0.4875284692517082,0.45747554,0.42651385,0.27194965
0.15194587,0.18551716,0.167009,0.7760600465636028,0.2460203,0.2940982,0.21686316
0.29773444,0.42579547,0.3851312,0.35400327124019626,0.51175183,0.39323336,0.19119143
0.13656501,0.30946103,0.23815727,0.44726725683603547,0.4203677,0.5037347,0.29820704
0.18827449,0.53341925,0.33560163,0.4032435641946139,0.50528467,0.5664979,0.35767803
0.57892853,0.76419157,0.6590229,0.1387416083244965,0.73871255,0.6999807,0.66380435
0.28213257,0.30820552,0.331016,0.4301272258076336,0.45463654,0.48627156,0.04147134
0.07427944,0.40477782,0.20720604,0.508278400496704,0.4055799,0.37344337,0.236449
0.15114062,0.4822065,0.2587834,0.5863487351809241,0.45422387,0.4270913,0.23555896
0.14259663,0.49781838,0.2966668,0.487075299224518,0.4610765,0.49922943,0.255024
0.124770254,0.4193521,0.2330113,0.5271286716277204,0.40894523,0.33348882,0.18212976
0.06826471,0.3991368,0.21286294,0.46648218798893126,0.42493314,0.44254977,0.2662352
0.083257064,0.2568043,0.16651084,0.6653552399213144,0.26433262,0.19858402,0.18101205
0.23132583,0.5397197,0.37973484,0.3546144012768641,0.5360166,0.49441206,0.35786706
