data,loc,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,actual
0.0,0.0054180240762356,0.458196,0.5708651,0.39564443,0.5641171,0.5282735,0.5466617,0.5489056,0.5519796,0.5272419,0.5135242,0.42685717,0.4740534,0.0030805416838539
0.0,0.002891935680563,0.43298727,0.5778599,0.44191873,0.5801988,0.54072964,0.5757425,0.5483937,0.5759937,0.5351238,0.5048212,0.4146797,0.45870307,0.0007108942347355
0.0,0.0021079772129405,0.6967075,0.29090467,0.72348744,0.2868339,0.23471798,0.84588593,0.27940202,0.28225312,0.20483524,0.84027755,0.7428512,0.7760739,0.0012374825567618
0.0,0.003763000644588,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0010619531160863
0.0,0.0217940453999059,0.36588696,0.65287006,0.3469369,0.64393127,0.5984767,0.44461754,0.63703763,0.64005715,0.6138801,0.4054657,0.37676203,0.37585786,0.0835607902335419
0.0,0.0130833957596557,0.21717434,0.78045547,0.2608611,0.7750547,0.7021155,0.4392362,0.7524444,0.7700149,0.68598694,0.37563795,0.27427164,0.29566103,0.0202824268700467
0.0,0.0200519154718558,0.6490823,0.33930993,0.67711276,0.34531298,0.3601695,0.7278781,0.30661407,0.33882204,0.34396255,0.71354645,0.64942545,0.67209816,0.0108916017939108
0.0,0.0183097855438058,0.65629953,0.3609562,0.61368364,0.35011336,0.32286826,0.73417336,0.3540022,0.34349516,0.30235457,0.72266513,0.65517706,0.692072,0.0056257185736477
0.0,0.004111426630198,0.40166244,0.64192337,0.32115817,0.63158226,0.5880964,0.49141544,0.62009573,0.6186695,0.5961933,0.44110653,0.37658054,0.41168576,0.0044847772092574
0.0,0.0226651103639309,0.8497237,0.17113051,0.81943214,0.16590755,0.15764919,0.8686673,0.14836688,0.16229866,0.16250902,0.860907,0.8081155,0.85426885,0.0038704241668933
0.0,0.0062019825438581,0.32397482,0.68104756,0.34579265,0.68982714,0.6506454,0.4788008,0.6410913,0.6866904,0.65523016,0.38471243,0.28717026,0.33969685,0.0028172475228407
0.0,0.0069859410114806,0.8917399,0.095610015,0.9493677,0.10299521,0.06771908,0.96688503,0.06749288,0.10043425,0.08228311,0.9590487,0.8828807,0.9161457,0.0007986589550732
