size_D,duration_D,app,dba,ifc,t01,t02,t03,t04,t05,t06,t07,t12,t14,Generated_Var_2,effort_D
0.4784333,0.5795179,0.11411762,0.05125606,0.06084579565074774,0.03745570425442957,0.028755665,0.4765439,0.07255077,0.021259606,0.31488344,0.37984014,0.03626898217613893,0.09115642911564292,0.30217639021763903,0.8245248
0.3399933,0.4361308,0.15105036,0.07601315,0.07603675456220528,0.12404199159580083,0.1459997,0.34063548,0.1764,0.11614713,0.4600821,0.26203114,0.07483947449036847,0.21320959132095912,0.40082564008256405,0.7091522
0.60962665,0.64588666,0.37894616,0.321634,0.28207524692451486,0.28628600137139987,0.11271462,0.5612261,0.17415252,0.25424358,0.27367318,0.4915285,0.2685531561131894,0.10351674035167405,0.21660956166095616,0.5823534
0.41325867,0.52096695,0.113587916,0.05436617,0.09399414563964875,0.06416171358382865,0.087554455,0.38892865,0.10939938,0.02764088,0.3828454,0.30714703,0.026366354581981274,0.13365109336510936,0.36534396653439666,0.7661723
0.21013509,0.33619964,0.3622345,0.35374326,0.38265469295928156,0.34593939540606045,0.41601002,0.16887684,0.40358788,0.3277574,0.6422396,0.19758777,0.276763516605811,0.4582793858279386,0.6315311631531163,0.5443641
0.36896563,0.34181267,0.41670987,0.22418767,0.16225076973504618,0.38787453121254684,0.24322975,0.46629983,0.4033078,0.3710766,0.49892044,0.26276377,0.38096650285799016,0.35155183515518357,0.29524638952463894,0.66176605
0.3406785,0.4365199,0.17983237,0.109624326,0.12654471759268307,0.13977088602291138,0.17124796,0.302993,0.18191653,0.121178865,0.46048388,0.24745996,0.06944823416689405,0.22091769209176923,0.44323714432371447,0.6812769
0.85001993,0.87806064,0.5392755,0.603304,0.5704897342293841,0.4598027940197206,0.111729056,0.83423805,0.15341124,0.36965075,0.07864018,0.78831255,0.4096850445811027,0.040559474055947405,0.08311013831101384,0.75407404
0.42740953,0.5145951,0.19143292,0.107919276,0.1358648581518915,0.12440611755938824,0.11002901,0.4235163,0.1659548,0.080423415,0.36304098,0.30274296,0.08816212928972776,0.14193327419332744,0.3425417842541784,0.7076705
0.67990667,0.6204149,0.44693908,0.29805988,0.2202947232176834,0.31352990864700914,0.09190637,0.67429423,0.18613255,0.30184212,0.24425358,0.6504784,0.27446813646808815,0.11756105175610519,0.13251930325193034,0.847995
0.4424187,0.4881168,0.2377244,0.16715187,0.17016436020986161,0.15850813414918657,0.11661503,0.4605915,0.2666884,0.12583685,0.37313408,0.36709958,0.20239921214395273,0.1790596179059618,0.30941877094187714,0.71437407
0.5716607,0.5807848,0.23761025,0.1595174,0.09007454540447273,0.13430191656980836,0.03790933,0.53604233,0.120657146,0.15026078,0.2838022,0.4791163,0.15904331954259918,0.10029484002948401,0.21129594112959413,0.7983986
0.24568191,0.34283248,0.31022432,0.28311467,0.3041831482509889,0.28855419114458086,0.343422,0.23877087,0.3335079,0.2746068,0.5784215,0.17224923,0.22422321345339283,0.3790812579081258,0.5670332567033257,0.5145545
0.408866,0.5090752,0.113280624,0.047744215,0.07544976952698618,0.06318368868163113,0.081147045,0.40885168,0.12536529,0.03779027,0.38404274,0.30583775,0.04402297964137878,0.14705707470570747,0.3603318060331806,0.760275
0.48357862,0.5299764,0.18423173,0.11694312,0.10216576612994596,0.10060910993908899,0.060474098,0.45648202,0.1651712,0.08834553,0.3376323,0.3882888,0.1338929580335775,0.1299232329923233,0.28638079863807986,0.7610699
0.5996019,0.7186777,0.29706147,0.32146662,0.38247569294854156,0.24326700567329942,0.10427794,0.6384801,0.066437036,0.18858221,0.1877448,0.5139338,0.18054826083289566,0.05208534520853452,0.21698295169829518,0.6445136
0.31764185,0.5011,0.1166105,0.17138314,0.329923649795419,0.11843927815607218,0.18815562,0.3498085,0.19327712,0.08449578,0.47486472,0.37523597,0.12118560727113645,0.23829167382916738,0.47500751750075176,0.76089525
0.2894389,0.21430472,0.5836419,0.452038,0.34238788054327285,0.5722278927772108,0.395617,0.33607998,0.60581076,0.56879675,0.6037092,0.23444913,0.5934314356058862,0.5421169542116955,0.3914316691431669,0.41755557
0.50645804,0.59084904,0.12565607,0.043086648,0.034329178059750685,0.042210127778987215,0.010174841,0.5105957,0.06970522,0.048749536,0.29821616,0.42317742,0.041956962517417755,0.06700120070012007,0.2516600451660045,0.86171824
0.64629745,0.6961005,0.30258104,0.22856301,0.20571745234304714,0.20037502996249698,0.03799191,0.62348735,0.059507012,0.14478731,0.19223697,0.54267764,0.13919580835174852,0.03596787359678736,0.18436372843637283,0.81001145
0.42621863,0.480277,0.21470973,0.13500673,0.12807977768478668,0.15583808441619157,0.11578357,0.41197386,0.22718897,0.13280311,0.4104934,0.34843993,0.18399448103966887,0.19608541960854198,0.3268096726809673,0.7066766
0.38406447,0.51265824,0.07276943,0.048162222,0.11452329687139781,0.02730312726968727,0.09517068,0.37707174,0.09711164,0.021175325,0.37797043,0.27727982,0.00787314847238891,0.13649503364950336,0.3767365876736588,0.69881815
0.49968123,0.46700522,0.36401525,0.24784815,0.18662412119744728,0.2683222931677707,0.1428363,0.45231658,0.29904842,0.26770595,0.40238428,0.4200466,0.31179769870786195,0.24040507404050743,0.27342530734253073,0.70141757
0.39094886,0.42580646,0.32434198,0.107572615,0.11907429214445753,0.2733995926600407,0.16331059,0.48559108,0.2665053,0.21506545,0.40510082,0.2682041,0.19003130140187807,0.20707845070784509,0.301134930113493,0.7473067
0.32223806,0.4303909,0.21249357,0.13492823,0.163943299836598,0.1598335640166436,0.21166646,0.26143628,0.19877487,0.14504457,0.51231277,0.2488735,0.07778090466685428,0.26255306625530667,0.498327129832713,0.6851231
0.49851894,0.5827308,0.13979188,0.08782178,0.08561045513662731,0.06384136361586362,0.03824526,0.4876823,0.0974015,0.046321005,0.30016905,0.39752668,0.06468704388122264,0.08568473856847386,0.2786697678669768,0.81051713
0.45711306,0.56564677,0.10364127,0.054538727,0.07823473469408408,0.03351744664825533,0.043361455,0.46614003,0.090361774,0.018615037,0.32352585,0.36361986,0.03988591239315474,0.09854353485435349,0.3131476313147632,0.80528134
0.30555677,0.36186367,0.21132657,0.17924958,0.1634560898073654,0.18447603155239684,0.2116394,0.26444045,0.27184105,0.20782343,0.524642,0.24904475,0.18500818110049086,0.31147355114735514,0.4540283854028385,0.6170269
0.59240913,0.7048992,0.20088527,0.20846975,0.21210367272622038,0.13589932641006736,0.030696005,0.610173,0.049423724,0.117361605,0.18600327,0.461847,0.11868477712108663,0.024409877440987746,0.20261239026123906,0.78888875
0.5052406,0.613165,0.16225347,0.12129164,0.12636060758163645,0.08339809166019083,0.042399526,0.51549363,0.0738692,0.066097766,0.27175173,0.3729536,0.08536720512203232,0.07102911710291172,0.27287017728701773,0.7820798
0.44526106,0.4423775,0.28618625,0.21092665,0.15705752942345177,0.2513431348656865,0.16794506,0.37763423,0.26241526,0.22328392,0.46387878,0.32195693,0.24893619493617172,0.2382797238279724,0.3390739339073934,0.6746701
0.461825,0.53818697,0.16684827,0.09198624,0.10339427620365657,0.09859802014019799,0.07475838,0.46436557,0.117963284,0.06961805,0.34373444,0.34143254,0.08923197535391852,0.12293042229304224,0.3158604815860482,0.7497767
0.44450295,0.51556724,0.18503037,0.03460735,0.055383923323035406,0.1113126488687351,0.078339726,0.45587736,0.13836497,0.06573415,0.36125293,0.33038175,0.033501418010085084,0.11263252126325214,0.3037160603716061,0.8522853
0.46677744,0.57288307,0.10464656,0.044087946,0.05851436051086163,0.03252982674701733,0.033505857,0.4580683,0.074068815,0.019277722,0.32814112,0.3685044,0.03001922580115355,0.09727129972712997,0.31572929157292917,0.8231596
0.4517722,0.4429875,0.33129534,0.08881348,0.04006082240364934,0.26596200340379966,0.14133817,0.57951546,0.2567018,0.26949367,0.4232645,0.3902462,0.22285015337100922,0.22331466233146624,0.2370187137018714,0.82053494
0.40755326,0.4269548,0.31049648,0.23818415,0.22230531333831882,0.2421631857836814,0.18810531,0.3661871,0.331505,0.22954997,0.4587093,0.32018298,0.30161018809661133,0.27132918713291876,0.35572223557222354,0.60769784
0.47401854,0.58990365,0.11398399,0.075176656,0.10614801136888069,0.0405833979416602,0.040442944,0.47638226,0.077928394,0.024257869,0.2978931,0.3710162,0.04716399582983975,0.08761744876174489,0.299735229973523,0.79607195
0.44488207,0.55020696,0.088024795,0.020787776,0.04084676745080605,0.02948501405149859,0.036441028,0.4491691,0.08913499,0.0080756545,0.34537253,0.3609528,0.023178161390689685,0.1084779608477961,0.32364863236486324,0.82105494
0.57246286,0.37394622,0.6806283,0.40068972,0.24011178440670708,0.5524210447578954,0.27060145,0.59608114,0.4903105,0.59303904,0.4722935,0.6358307,0.5712297942737877,0.40484184048418403,0.17575244757524475,0.6804586
0.40561527,0.5129455,0.094558716,0.03929627,0.06559849393590964,0.05304055869594412,0.07469702,0.3986247,0.120545805,0.028987408,0.38006356,0.3193317,0.033096404985784304,0.13562695356269536,0.3570831157083116,0.76973504
0.75746894,0.74983317,0.44779631,0.40532428,0.33573278014396685,0.3277658672234133,0.066476375,0.7076322,0.13381785,0.27076975,0.15915239,0.67417884,0.283462367007742,0.052074408207440824,0.13190652319065233,0.79565156
0.44258028,0.5487132,0.101097494,0.036159694,0.05034649702078982,0.045387472461252756,0.04477465,0.449922,0.097007364,0.020592064,0.3511341,0.36188084,0.04166144249968655,0.11526320552632056,0.32303693230369324,0.81233954
0.33393174,0.38034785,0.3350983,0.27583677,0.28293331697599905,0.2966457003354299,0.25802857,0.34483272,0.36562747,0.2431188,0.46323287,0.23528837,0.3007484880449093,0.29705485970548595,0.41576801157680116,0.51344323
0.41991937,0.5044343,0.15107241,0.06689888,0.07394975843698552,0.09421166057883393,0.084688485,0.4152602,0.14940459,0.07159126,0.3697636,0.3163582,0.09379906062794365,0.14677004467700447,0.3291556529155653,0.74157315
0.40951467,0.39333874,0.4259089,0.20362276,0.14951890897113454,0.3627563637243636,0.23239398,0.52734214,0.33714116,0.367497,0.45937634,0.34105897,0.3608448716506923,0.295470979547098,0.27258228725822875,0.61780906
0.41631824,0.47094858,0.25022277,0.16206932,0.17203719032223144,0.18315424168457584,0.15117475,0.43329287,0.23562828,0.15747932,0.40648198,0.33919176,0.2157125629427538,0.21160664116066413,0.3380290038029004,0.62856543
0.18430117,0.2788579,0.46898386,0.4580019,0.45138689708321383,0.4523759947624005,0.52961195,0.13016462,0.4790787,0.4530228,0.71091145,0.1573763,0.3634674218080453,0.5674452167445218,0.7194883319488332,0.43191987
0.41557,0.43804368,0.25071928,0.08996475,0.06085515365130922,0.1917711008228899,0.107311934,0.4707535,0.25051618,0.17825449,0.4082998,0.32876122,0.17172808030368483,0.20545249054524906,0.27858098785809876,0.76632255
0.42382732,0.42634267,0.28956214,0.19769353,0.16888387013303222,0.22830957716904227,0.15608361,0.38877293,0.31260222,0.2199476,0.44775867,0.3495477,0.28689081721344906,0.26060577606057767,0.3277529827752983,0.64114153
0.48458374,0.31200525,0.62042475,0.366718,0.22613979356838762,0.5364443463555654,0.27811426,0.53832173,0.5407333,0.5578673,0.5281167,0.5284143,0.5726847343610841,0.4673150467315047,0.23217930321793032,0.68386054
0.33211285,0.41085872,0.41208228,0.3497997,0.3973616038416962,0.3612405038759496,0.3378728,0.3228028,0.37981474,0.2811416,0.4908135,0.17719227,0.34491839069510344,0.3183562518356252,0.4923095892309589,0.42510217
0.28675234,0.31477734,0.3303688,0.28794605,0.2525161651509699,0.31581346841865315,0.29424804,0.2672609,0.3604657,0.3163205,0.5485494,0.20770851,0.32075758924545533,0.3793667679366768,0.47371664737166475,0.5078545
0.68736565,0.75587374,0.3170928,0.32328707,0.2955324777319487,0.2402810559718944,0.038983256,0.68241256,0.07025853,0.19707987,0.1498103,0.59049886,0.19701553182093193,0.02181649418164942,0.15167394516739455,0.79477763
0.8457173,0.8310267,0.6327326,0.6429895,0.5799220347953221,0.5163314983668501,0.159226,0.7857201,0.2169717,0.44200364,0.123896435,0.756702,0.490773649446419,0.08792496879249688,0.09310169931016994,0.602366
0.44216907,0.48558712,0.28595677,0.12893695,0.12842250770535046,0.2096342490365751,0.12315974,0.47849566,0.209822,0.16120076,0.3478822,0.3345726,0.19438327166299632,0.1697232569723257,0.2894047289404729,0.726049
0.46327227,0.55574656,0.13696793,0.03893304,0.062316243738974625,0.05658596234140376,0.053365022,0.43302345,0.07799339,0.02924344,0.34163952,0.35474235,0.02509260350555621,0.09749636974963699,0.3186529618652962,0.814111
0.24752113,0.3497467,0.32566527,0.2696743,0.2841526470491588,0.3085140691485931,0.35863537,0.23446727,0.35165548,0.29696998,0.6129904,0.2000519,0.2432231445933887,0.39887756988775697,0.5512193951219395,0.5185219
0.47820324,0.59216076,0.12328479,0.06278646,0.09082896044973764,0.04743596525640347,0.0499973,0.47223738,0.07488778,0.02231437,0.3133601,0.3712945,0.03616518016991081,0.08263467826346782,0.3084957308495731,0.81107986
0.85098886,0.8081064,0.5644647,0.6037916,0.52419600145176,0.48908185109181485,0.12767038,0.7898854,0.21218976,0.39799634,0.13091137,0.8165842,0.4567638874058333,0.08740790874079088,0.0794777179477718,0.73770213
0.49204367,0.5851067,0.1228075,0.05547005,0.06059009363540562,0.044226015577398435,0.029058784,0.47897965,0.05994007,0.028191537,0.30327815,0.38455403,0.03202188192131292,0.08195318819531883,0.29218992921899295,0.8261283
0.46674317,0.6078781,0.061915636,0.060868442,0.11099327265959635,0.014672248532775146,0.024625093,0.47554773,0.027405143,0.013476193,0.2810229,0.36583942,0.0,0.06188026618802662,0.302018490201849,0.81749713
0.39763105,0.48056376,0.18364957,0.0964821,0.09188920551335233,0.13688375631162436,0.112612545,0.41269368,0.19684768,0.10732332,0.401622,0.31331515,0.11560834193650053,0.1805700580570058,0.3307628930762893,0.7302607
0.32737383,0.41029143,0.21374443,0.1456005,0.1628953897737234,0.16853733314626668,0.20125991,0.3260001,0.23881194,0.15685898,0.4840555,0.22928654,0.14486599869195993,0.25738915573891563,0.4373890637389064,0.6177648
0.44376263,0.54296416,0.13772658,0.07008517,0.0806697048401823,0.0705546629445337,0.06256744,0.43761355,0.122207284,0.046792448,0.34460658,0.34065294,0.07632029457921767,0.12698195269819526,0.32462785246278525,0.7686872
0.3255802,0.39488518,0.2018095,0.14015502,0.14341396860483813,0.17448540255145972,0.18473965,0.31482548,0.24699935,0.16433305,0.4827221,0.2630328,0.15368778922126736,0.25836052583605257,0.4146773614677362,0.644694
0.43806016,0.43306583,0.28671107,0.12862349,0.07020050421203025,0.22049868795013117,0.12164539,0.44907752,0.24741098,0.2342932,0.4118368,0.36757123,0.23846997430819847,0.23752739375273937,0.2802812780281278,0.73806137
0.5091209,0.6083184,0.16672012,0.1066193,0.11679250700755042,0.07587336741266326,0.048053056,0.5117919,0.06915614,0.06818619,0.28439158,0.38815606,0.0876264052575843,0.07810269781026978,0.2750397875039788,0.742079
0.63950145,0.76664436,0.25026277,0.3060196,0.3831814729908884,0.2237249076275092,0.08767143,0.6313693,0.06668225,0.15634742,0.15330899,0.51629376,0.17543526052611563,0.023154082315408234,0.21155356115535615,0.7477125
0.30915925,0.40636027,0.17909965,0.12569004,0.13670135820208149,0.14576424542357547,0.19069612,0.29832116,0.22517663,0.13797444,0.4815823,0.24447812,0.09716588582995316,0.25890779589077956,0.45326866532686655,0.66988707
0.30990484,0.35663208,0.29414418,0.24772823,0.24093194445591667,0.2641055035894496,0.2570166,0.28967717,0.33716178,0.24858335,0.5054636,0.20523614,0.26559235593554137,0.3163417316341732,0.4462899746289975,0.5393591
0.3863201,0.4933591,0.1312736,0.06878209,0.1070005964200358,0.09243225075677491,0.10367799,0.38319436,0.15307114,0.055522293,0.39604127,0.28607875,0.06759006405540384,0.15979562597956262,0.37352493735249376,0.70872974
0.50017077,0.46278813,0.37595853,0.24357724,0.16903086014185162,0.28406835159316485,0.14911059,0.46591488,0.30880678,0.29115424,0.41129303,0.4266379,0.32910038974602335,0.24687903468790348,0.2615434261543426,0.6811479
0.3640106,0.49363503,0.100170195,0.06259197,0.08773494526409671,0.048920418107958184,0.11303657,0.33750445,0.1226114,0.048295647,0.42281458,0.27751717,0.004172921250375275,0.18519334851933486,0.4199573419957342,0.7363986
0.70633197,0.63653094,0.47959027,0.39871782,0.2765977565958654,0.3642301635769836,0.11262825,0.6323273,0.24053502,0.33310077,0.2860338,0.6960962,0.3856207231372434,0.15055911505591152,0.1483340548334055,0.7598215
0.3121552,0.39392853,0.20724311,0.15362316,0.15686262941175777,0.18422682157731785,0.20808172,0.2936235,0.2448625,0.17758313,0.50158304,0.2163883,0.15237051914223115,0.2691211969121197,0.4483139048313905,0.621352
0.4804651,0.45140266,0.29729697,0.21555233,0.1715788302947298,0.20377666962233304,0.13685825,0.39858505,0.29832196,0.21284029,0.41655537,0.41868782,0.27626761657605703,0.24211027421102743,0.3075839607583961,0.71592563
0.46028298,0.5519652,0.19275871,0.11353141,0.13280791796847508,0.1097908190209181,0.09821153,0.46148732,0.12613955,0.09483889,0.3519743,0.34911063,0.11739820704389242,0.1320972232097223,0.3262221326222133,0.68101054
0.3031998,0.36155558,0.26460466,0.21847153,0.21263493275809597,0.2435115656488434,0.24383807,0.2870912,0.3007725,0.23043594,0.51091456,0.21984501,0.22685535361132123,0.31210747121074717,0.46125890612589066,0.5616753
0.5283035,0.5126349,0.2810904,0.20076782,0.1437677186260631,0.18198461180153883,0.09104943,0.43112022,0.23437667,0.20657787,0.393948,0.45081922,0.24285204457112267,0.19236452923645292,0.2804745680474568,0.75864667
0.43802494,0.45246425,0.23011497,0.11506349,0.08817071529024292,0.1618316838168316,0.09320557,0.44677103,0.2441841,0.16145909,0.39760873,0.35865265,0.1994202219652133,0.2109909610990961,0.29191976919197693,0.7633072
0.63436097,0.74236387,0.25419882,0.26062107,0.3302951198177072,0.20440739955926004,0.08521822,0.61983645,0.07557261,0.13739648,0.17550412,0.51604664,0.15591967935518078,0.024281221428122144,0.21137025113702512,0.7621703
0.33544415,0.43092182,0.16943017,0.1178202,0.1341583180494991,0.13854999614500038,0.17168725,0.32109854,0.19206053,0.11984596,0.45525244,0.24392979,0.09816170588970236,0.22577011257701127,0.43624214362421443,0.6576376
0.3746393,0.48111507,0.149025,0.12105101,0.1650039099002346,0.11615978838402115,0.13479114,0.3504811,0.20316279,0.080730915,0.41897184,0.30176657,0.10286033617162017,0.1901565390156539,0.3918427591842759,0.68826425
0.5827772,0.56727797,0.3365791,0.19659388,0.14408720864523253,0.2223690777630922,0.0846785,0.5797883,0.17348194,0.19672653,0.28014022,0.49536818,0.20470877228252635,0.11723972172397218,0.2085036508503651,0.81411946
0.4808414,0.57110393,0.13366589,0.071371555,0.09175843550550614,0.06603365339663465,0.060916454,0.44403845,0.09033379,0.033596843,0.33045587,0.38193667,0.051787588107255283,0.10835932083593208,0.3175025917502592,0.80483687
0.45292777,0.51691186,0.13635996,0.025073826,0.023176015390560925,0.06564869843513016,0.048066884,0.41598356,0.124349594,0.06719506,0.35685667,0.36949766,0.07073271424396287,0.12582443258244325,0.29332407933240795,0.81476045
0.28487164,0.32857054,0.30614462,0.26240742,0.25958843557530614,0.28620219137978087,0.28002644,0.26183558,0.36951685,0.27466062,0.54770404,0.23206773,0.27168603630116217,0.35462773546277354,0.46234919623491966,0.5402333
0.47144708,0.5630112,0.14793405,0.064421535,0.0814319298859158,0.07289170271082972,0.049236745,0.47520572,0.09952673,0.04932654,0.3204384,0.3712159,0.06925642915538575,0.10407532040753205,0.298256429825643,0.8116058
0.47927338,0.5793184,0.09880489,0.0424006,0.052352729141163755,0.02642228935777106,0.024107963,0.47382188,0.061465263,0.01881963,0.31680322,0.37457192,0.024041326442479586,0.08487980848798087,0.30490789049078904,0.8395712
0.48850745,0.5318914,0.19293764,0.014755815,0.013371408802284528,0.0910500808949919,0.037370503,0.520195,0.10308814,0.09488857,0.32465178,0.3997016,0.066951100017066,0.11283559728355974,0.25321022532102255,0.8906847
0.37081712,0.44026121,0.13906065,0.07270795,0.06743556404613385,0.10022829997716999,0.10997799,0.3453048,0.16980559,0.10374579,0.43315947,0.2869794,0.08242083094524986,0.20518532051853206,0.3817959781795978,0.73097205
0.36720994,0.4685066,0.11491895,0.063266575,0.08238661494319689,0.07864587713541228,0.11556521,0.3546213,0.14025408,0.061754525,0.41763473,0.2776161,0.0491511549490693,0.17609401760940177,0.39752963975296396,0.71506685
0.52757096,0.5854896,0.18803552,0.11384529,0.10505211630312698,0.10030521996947799,0.043553412,0.5256847,0.098009884,0.06239912,0.2773422,0.42558718,0.09693563581613815,0.07503605750360576,0.2495749249574925,0.78203577
0.6413454,0.7100148,0.26830652,0.23520201,0.21598489295909357,0.1800135519986448,0.025382161,0.63509965,0.04628378,0.14081782,0.17291021,0.5330522,0.12688208761292527,0.028078945807894582,0.18072336807233683,0.8154986
0.44893163,0.5468461,0.11645746,0.04163426,0.07285285437117126,0.04516800748319925,0.062120706,0.4186183,0.096660405,0.017699689,0.35948065,0.34480262,0.031859608911576534,0.1102786770278677,0.33645113364511336,0.806544
0.67524445,0.5656451,0.58133686,0.4259836,0.29432221765933303,0.43534038646596135,0.16023582,0.6658504,0.34450042,0.4362025,0.2891825,0.6503126,0.45091102705466163,0.21440469144046914,0.13039428303942832,0.76869214
0.4243459,0.52739245,0.12940517,0.06555426,0.08058333883500034,0.08400281159971884,0.08285117,0.41091058,0.1214706,0.047706366,0.38334268,0.3394361,0.05864024351841462,0.1403208840320884,0.3475378547537855,0.7833673
0.5629969,0.58867353,0.24169853,0.17913097,0.1343450580607035,0.14569927543007247,0.0505701,0.51551986,0.14184475,0.13373208,0.28016087,0.46217096,0.16051150963069058,0.09226433322643332,0.23455750345575038,0.7639415
0.35772505,0.42515397,0.23108515,0.1408689,0.14368093862085635,0.1903312909668709,0.17293003,0.38010886,0.27063447,0.16554612,0.45734048,0.275111,0.18506647110398827,0.2402107640210764,0.3600240660024066,0.6625091
0.5207439,0.6098384,0.13773361,0.07536632,0.06749636404978185,0.052432889756711024,0.017213762,0.50558907,0.04701686,0.044220597,0.27785105,0.4113074,0.03442526206551572,0.06566993056699306,0.2692764969276497,0.8405476
0.33729136,0.34831852,0.3073512,0.23590398,0.19981546198892775,0.28633964136603585,0.25074673,0.26753545,0.3423347,0.29123273,0.53004503,0.26447433,0.29076231744573905,0.33771926377192635,0.4138568413856842,0.59002304
0.35049725,0.38927758,0.26087543,0.19623363,0.18734867124092028,0.22717750728224925,0.19802135,0.33982506,0.29536325,0.208433,0.46400088,0.26440138,0.23889739433384366,0.27864259786425977,0.394393839439384,0.598701
0.5590851,0.58351314,0.214775,0.13935733,0.0828887249733235,0.11381067861893214,0.03256145,0.49362376,0.10037172,0.12246293,0.28842124,0.45229727,0.12599897755993864,0.09216395921639592,0.2390448839044884,0.7878604
0.58487344,0.7281998,0.16697314,0.21869218,0.2772619866357192,0.12203712779628721,0.044799715,0.60976124,0.053123564,0.10827759,0.19478579,0.47877678,0.12999326779959608,0.02198596519859652,0.22102497210249722,0.78939986
0.24525338,0.3444335,0.32401696,0.27768993,0.28644509718670585,0.305026769497323,0.3622315,0.19700664,0.3306526,0.29834065,0.6065099,0.19944845,0.21203513272210797,0.4064133906413391,0.6034194603419462,0.56540924
0.6380336,0.54660094,0.44487646,0.33639026,0.2176856530611392,0.3281050871894912,0.12422475,0.53270745,0.24703813,0.3309292,0.32566056,0.60713255,0.34971948098316885,0.19104345910434592,0.198993509899351,0.73920476
0.6209754,0.57261235,0.39570007,0.31997997,0.23983527439011645,0.27911587208841276,0.11455974,0.54716647,0.24154928,0.26251522,0.2980151,0.55221546,0.3223325193399512,0.15209184520918453,0.2088756608875661,0.7167772
0.42703286,0.38876855,0.34991828,0.22946614,0.1934436716066203,0.2822660717733928,0.17559788,0.4244228,0.38181,0.2747921,0.4630471,0.37552,0.3325008899500534,0.3168616616861662,0.3153378315337832,0.6842599
0.61179096,0.6618062,0.24965873,0.17909515,0.16046250962775058,0.15883828411617157,0.03751892,0.57757145,0.060408115,0.1154052,0.22009003,0.5000793,0.10327339619640379,0.04917124491712449,0.21329308132930816,0.81171644
0.7022195,0.68889403,0.37298915,0.3182935,0.2436643946198637,0.2531353246864675,0.05680871,0.66429675,0.13507211,0.23889789,0.19871199,0.6246524,0.23797269427836165,0.0682369568236957,0.14266842426684243,0.8197783
0.27569008,0.3883198,0.24707595,0.1971249,0.2154128729247724,0.21517509848249014,0.27517062,0.2452558,0.28380913,0.20990375,0.5669197,0.19528814,0.15117210907032655,0.33311591331159135,0.5266999526699953,0.6151978
0.59371907,0.58342135,0.3530279,0.22284716,0.1696064601763876,0.23794347620565237,0.072980404,0.60510916,0.19391572,0.20217237,0.26728877,0.5153017,0.23982818438969108,0.11078248507824852,0.18465255846525586,0.78399044
0.36527693,0.44645315,0.22683933,0.15736753,0.17891944073516644,0.18368042163195783,0.17414027,0.37047213,0.24066362,0.1358001,0.4183314,0.25366685,0.16785819007149141,0.2206301320630132,0.393685559368556,0.6139116
