data,cplx,time,stor,virt,aexp,pcap,lexp,loc,Generated_Var_3,actual
0.37232843,0.1841712,0.28811628,0.2228279,0.28222117,0.3853864631231878,0.6464393,0.1673471,0.50133294,0.29565841043415897,0.6304563
0.12156589,0.5205777,0.6032035,0.5860566,0.5963211,0.06160860869651652,0.2512913,0.52665913,0.24450263,0.5824058417594158,0.45471647
0.18349004,0.3808487,0.5145681,0.45152304,0.48142743,0.12049513722970824,0.36759925,0.3905578,0.3659248,0.44875125512487446,0.52660644
0.5507356,0.08672102,0.16569605,0.11728704,0.15697621,0.5852986951179217,0.7314301,0.07289931,0.6732085,0.18489037151096283,0.62503135
0.13871028,0.72016835,0.7643368,0.7430416,0.72588396,0.07933292975997579,0.15301877,0.70901686,0.1726393,0.7783894221610577,0.48803163
0.40172622,0.24190989,0.35585552,0.30215988,0.34275874,0.31714828902889736,0.5410917,0.25481063,0.4128696,0.31106751889324813,0.75995487
0.31950632,0.22207874,0.3261546,0.2730541,0.31164166,0.34877809092668544,0.5937328,0.20420831,0.4479731,0.3256312274368772,0.59480023
0.4296787,0.19449833,0.29491496,0.25388074,0.2944338,0.33881052032863124,0.5472376,0.22349255,0.47556478,0.2209714479028552,0.7124259
0.19506422,0.38822046,0.51945245,0.43421674,0.48029876,0.15273663916419836,0.41335726,0.37521145,0.35342434,0.4473160352683965,0.44245484
0.5447919,0.08965388,0.18002987,0.12773249,0.17465699,0.5637415938244956,0.7474642,0.06971184,0.6624026,0.20979598902040109,0.77070427
0.24637163,0.32838207,0.47108608,0.38531262,0.4332326,0.20965792257947535,0.40730017,0.31843558,0.31808427,0.4457241154275884,0.6610817
0.22051972,0.3195433,0.41734663,0.3623162,0.40869844,0.1905363914321835,0.4436896,0.30270833,0.33933678,0.39631026036897393,0.48921072
0.25790712,0.29588634,0.41677138,0.34598303,0.3863962,0.22713975362838523,0.5340708,0.28077722,0.38261557,0.396019560398044,0.52366894
0.19480655,0.34203348,0.44410723,0.39016327,0.426979,0.1914918814895129,0.45303273,0.32772964,0.34745443,0.40592028940797104,0.51836765
0.26035607,0.31408682,0.4177952,0.3754476,0.39729172,0.18502439110146346,0.49168092,0.34112868,0.4025567,0.3179026682097331,0.69415694
0.08986799,0.5264129,0.6319649,0.58185744,0.62572837,0.0569583134174988,0.24332073,0.50919294,0.11178547,0.5863455413654458,0.4780711
0.43850565,0.14808936,0.26001582,0.20690098,0.25080115,0.4579423274765397,0.678553,0.12846749,0.5789719,0.29487023051297695,0.6216199
0.27268213,0.25498408,0.3689813,0.32672173,0.36343044,0.21886752313205138,0.4787338,0.28677905,0.4197269,0.2709570529042947,0.7130094
0.60055166,0.085121274,0.17069109,0.14117461,0.15649235,0.6042984362579062,0.78848654,0.07152433,0.710252,0.20145750985424898,0.777292
0.37904182,0.18983668,0.2753839,0.22203942,0.27563784,0.3637419218245153,0.6507453,0.16383356,0.5107343,0.27275193272480674,0.58046234
0.20655009,0.36232236,0.45612615,0.40744478,0.46344516,0.17640058058403485,0.39850974,0.36846426,0.32723936,0.39639651036034895,0.5897081
0.16064084,0.3991051,0.5230171,0.4585892,0.4739437,0.10651774639106479,0.38933265,0.39364174,0.26701763,0.49002685099731486,0.46264184
0.30231348,0.26106298,0.34703776,0.30001292,0.33731067,0.31466417887985076,0.58827573,0.23780404,0.4283737,0.3423362057663794,0.5904266
0.26666015,0.38792303,0.48254317,0.4162898,0.43679738,0.2500368550022113,0.53611225,0.3752872,0.36367217,0.45327089467291054,0.5386392
0.10603924,0.677493,0.7658348,0.7215639,0.7268144,0.015571609934296597,0.1293424,0.66544884,0.09908206,0.7451711254828874,0.37597612
0.42183313,0.15535828,0.24811494,0.19746968,0.25212032,0.4388414863304892,0.6717648,0.14057204,0.52123106,0.26247517375248264,0.6304081
0.57190853,0.10032958,0.18770179,0.17910427,0.1847279,0.47901650874099055,0.74085325,0.12119685,0.6441294,0.13866975613302437,0.7508864
0.082819924,0.49546975,0.5641911,0.5096183,0.55397713,0.13281235796874147,0.23967916,0.48437062,0.22507474,0.5361864063813594,0.33014345
0.081879705,0.7954516,0.87232095,0.811836,0.8385711,0.00484229649053779,0.018621564,0.7845634,0.20708093,0.8245435175456483,0.4549276
0.35121617,0.17055225,0.2672854,0.20446108,0.25946367,0.3773735426424126,0.60287255,0.1582909,0.4532524,0.2734822926517707,0.5177311
0.23842224,0.3453948,0.45937192,0.38137108,0.45827103,0.216624932997496,0.5121168,0.37022266,0.4146539,0.38656046134395383,0.7340389
0.28539148,0.3514889,0.45654202,0.37338287,0.43573108,0.26499751589985093,0.53434056,0.3505514,0.42090183,0.39918878008112196,0.61991674
0.61044604,0.07074416,0.14298284,0.10065775,0.13659678,0.6387853383271204,0.75814205,0.060023554,0.7384517,0.16876165312383468,0.62870383
0.9471764,0.028249178,0.019765764,0.00034342706,0.0,0.9834499590069976,0.9767791,0.003304381,0.94868374,0.05385736161426384,0.8585428
0.12619235,0.43021944,0.52829164,0.48260647,0.5286129,0.12030616721837004,0.37076885,0.43422446,0.35749558,0.46819145318085464,0.56160593
0.11052017,0.43946224,0.55978507,0.48746747,0.5102031,0.1111772366706342,0.30790398,0.41336572,0.284148,0.5262408473759153,0.47333908
0.2899155,0.2050674,0.3113631,0.26170838,0.2961822,0.27374269642456184,0.5657035,0.18780798,0.37825972,0.300916909908309,0.53657216
0.1530661,0.37722877,0.46624213,0.41765282,0.46749163,0.18915991134959467,0.42788684,0.35704893,0.3210444,0.4369759563024043,0.45403087
0.1850865,0.3895989,0.50424993,0.43887085,0.474685,0.14054611843276713,0.40026885,0.3707652,0.27118936,0.4544128945587105,0.41359597
0.1920186,0.37061572,0.46509317,0.4485188,0.4597152,0.18193323091599387,0.43564135,0.35712898,0.26324216,0.4503019849698015,0.5529143
0.25812507,0.2664284,0.34475815,0.31192547,0.36317492,0.26038415562304934,0.44641316,0.26336974,0.35666743,0.30806701919329804,0.5060902
0.27964932,0.28169373,0.38549083,0.3230747,0.37507007,0.23978208438692508,0.50767505,0.29296792,0.39973542,0.30882450911754905,0.6649643
0.37527528,0.20099708,0.29410478,0.24143118,0.28593835,0.37384412243064735,0.6242509,0.17459957,0.47865877,0.300631849936815,0.60249525
0.71796465,0.041709375,0.10158455,0.0946108,0.085379496,0.7236615834196951,0.82874393,0.04557057,0.8915806,0.14861750513824948,0.7729485
0.1636672,0.4639964,0.5379952,0.497157,0.5293034,0.15145805908748355,0.34099883,0.44695714,0.298281,0.50536519946348,0.5042245
0.515424,0.10440706,0.19535278,0.14232935,0.18876106,0.54730733283844,0.7112451,0.08588655,0.6106639,0.22038443796155618,0.7129614
0.33809987,0.19931948,0.28585637,0.23119375,0.28504047,0.37017262221035735,0.59539163,0.1797141,0.414779,0.28401825159817484,0.5202326
0.69684786,0.07752082,0.12801647,0.103793055,0.12870352,0.6838200410292025,0.85732365,0.05991083,0.77361846,0.1798525620147438,0.7200396
0.5022549,0.12995757,0.22330134,0.19479138,0.19473585,0.4361040861662452,0.6816633,0.119529605,0.6328938,0.1792555020744498,0.6843441
0.5342837,0.112899765,0.22331925,0.16314416,0.21588339,0.4903498594209916,0.6357989,0.12927747,0.52631205,0.19918288008171198,0.7803835
0.6486162,0.06003925,0.12817356,0.095798686,0.12827928,0.6695822901749374,0.82715404,0.047868643,0.773304,0.16733612326638767,0.64467585
0.13365777,0.5498237,0.6498871,0.6054342,0.61867225,0.09385946563156794,0.25711876,0.51389456,0.23300129,0.6329817767018223,0.638067
0.15662283,0.5153467,0.5993169,0.5651701,0.5823326,0.08699807521988451,0.2956474,0.51915324,0.30191016,0.5587794841220515,0.5630681
0.14302266,0.6963246,0.7485186,0.73339117,0.71726894,0.05779212346752741,0.14377743,0.6928766,0.22940281,0.7746214225378577,0.47872496
0.2761597,0.28879794,0.38679767,0.35476404,0.37170827,0.269233116153987,0.468059,0.27806777,0.37229392,0.35996168400383155,0.60948384
0.74062276,0.056387592,0.103778005,0.10628479,0.08718863,0.7183737031024222,0.7981294,0.06322789,0.8070954,0.10402948959705104,0.67884034
0.24173838,0.2998232,0.41405398,0.33135265,0.39391252,0.268406816104409,0.5729772,0.29119742,0.37705848,0.3843545815645418,0.5731629
0.34897992,0.18044949,0.27175787,0.21849482,0.2652957,0.37100645226038714,0.5821792,0.16162361,0.40911,0.2652199334780066,0.51951295
0.09247864,0.564706,0.66485184,0.6225186,0.65597427,0.05166758310005499,0.19219463,0.5448129,0.11234325,0.6138626886137311,0.49883646
0.117490366,0.5005899,0.6033393,0.56342375,0.57692957,0.07441636446498187,0.26718923,0.49883458,0.27639654,0.5661028033897196,0.5531121
0.52444327,0.09945719,0.18807772,0.13971597,0.18879205,0.537545132252708,0.7087004,0.08986887,0.62529254,0.2130782986921701,0.7063745
0.14106795,0.51924485,0.6550869,0.56971824,0.60685277,0.053044793182687594,0.2660248,0.51921034,0.31984326,0.5540550445944955,0.5463712
0.37296617,0.15580812,0.28413075,0.22622992,0.2671761,0.36426662185599734,0.6355073,0.14150065,0.52608716,0.26625162337483765,0.7088666
0.3323044,0.21884054,0.30090758,0.26600462,0.3190717,0.2990040379402423,0.4983781,0.2171033,0.33222237,0.26856607314339265,0.45713043
0.935587,0.013199139,0.054754704,0.058125243,0.05774933,0.8738018524281111,0.9180121,0.017369531,0.88817054,0.09660810033918996,0.87880707
0.17885739,0.4484955,0.58338606,0.5031725,0.5463425,0.1082431964945918,0.30717313,0.43933642,0.25668952,0.49738625026137495,0.5297619
0.49998042,0.14293075,0.22316188,0.20089117,0.21669316,0.5170117310207039,0.77281433,0.121513255,0.5851198,0.2806551519344848,0.6069823
0.08920501,0.68853295,0.7401781,0.7209586,0.7443817,0.052692483161548995,0.161717,0.674642,0.17058057,0.7156607984339202,0.553938
0.3969984,0.19337934,0.3145528,0.25110894,0.26538,0.387318483239109,0.679643,0.18447705,0.5202943,0.2971819902818009,0.6578172
0.3713974,0.18429406,0.27242032,0.22306228,0.26907948,0.4063721243823275,0.58563495,0.1612242,0.4258356,0.27655879234412073,0.5291518
0.18845615,0.31202722,0.4093182,0.353799,0.39505434,0.23689232421353945,0.49007386,0.29512113,0.31232622,0.3737300626269937,0.37688035
0.18845123,0.38504642,0.49562502,0.45474413,0.48726672,0.12411224744673485,0.37957093,0.4127578,0.38118076,0.4128996587100341,0.7007346
0.5174058,0.08697614,0.1853393,0.1360849,0.1856091,0.5128658707719522,0.71585816,0.071675785,0.64302343,0.21761398823860115,0.73553264
0.14161794,0.47010165,0.55223054,0.5133127,0.5370512,0.12711015762660946,0.36722785,0.42550877,0.16469815,0.5689004431099557,0.40585715
0.22904974,0.35958531,0.46077898,0.4230921,0.4400394,0.19057433143445987,0.47316062,0.35951748,0.3867749,0.4379798962020104,0.61619496
0.44284305,0.13742898,0.23363079,0.17210817,0.23694989,0.44951536697092204,0.670448,0.117991194,0.58157223,0.25414982458501756,0.6645943
0.49103737,0.12970103,0.23987532,0.20818323,0.25557396,0.41593899495633974,0.60787153,0.14372763,0.47135496,0.24604890539510943,0.6744802
0.19160166,0.57930654,0.6583259,0.5985763,0.6189783,0.10057879603472776,0.22073944,0.60529363,0.36990535,0.6245696375430362,0.5855437
0.1807978,0.48000884,0.6116369,0.51339144,0.538203,0.09726466083587966,0.36060387,0.4724546,0.24863818,0.5253284474671552,0.3693478
0.33083263,0.21630913,0.31105536,0.25364423,0.295673,0.36193155171589314,0.6315167,0.1932489,0.43498966,0.3107265489273451,0.599239
0.5984773,0.06949927,0.15085109,0.1130867,0.14559385,0.6226300373578023,0.77900183,0.06225066,0.73231953,0.18803052119694785,0.6678226
0.20856461,0.31560525,0.42099962,0.34579355,0.40805945,0.2537830652269839,0.54243857,0.31169963,0.3736292,0.399267340073266,0.50432384
0.3177338,0.2405794,0.33509177,0.29251683,0.31619072,0.31723396903403817,0.5842716,0.22175157,0.43803078,0.3353142964685703,0.6372943
0.07892504,0.73680305,0.7821339,0.7503497,0.7684463,0.07796151467769089,0.11061296,0.7543941,0.1311494,0.7602341639765835,0.2577026
0.1524587,0.37859228,0.47267607,0.4231912,0.47308153,0.17919360075161606,0.44176543,0.36971372,0.27140984,0.44755815524418446,0.40064225
0.32060838,0.20839107,0.29093862,0.24873096,0.3034318,0.3251598395095904,0.5227418,0.18570448,0.40287963,0.28760717123928287,0.46506175
0.25778657,0.31412712,0.4245011,0.3483197,0.41567147,0.25330655519839335,0.5007668,0.30794674,0.33964556,0.400948719905128,0.6060045
0.55929136,0.110804126,0.21971431,0.17945687,0.21218307,0.49911872994712386,0.71529967,0.11404043,0.618938,0.23824597617540239,0.7635815
0.41321513,0.16511194,0.2671231,0.2016956,0.2603422,0.4361289961677398,0.6789731,0.1416241,0.5535625,0.2894883710511629,0.6158351
0.38189557,0.17470677,0.27675164,0.21630177,0.2597145,0.4063053943783237,0.6679051,0.15329812,0.5251213,0.2899972710002729,0.58536196
0.31230643,0.20477852,0.29135916,0.24198136,0.303141,0.35833587150015234,0.5765466,0.17763332,0.4090366,0.2746509725349027,0.52470946
0.18442819,0.32814205,0.42905176,0.36812818,0.4296214,0.20454297227257834,0.44480878,0.3281018,0.30528858,0.38695326130467383,0.53230816
0.42776933,0.119867355,0.23354737,0.18019192,0.20940155,0.4550559773033586,0.67619777,0.106076196,0.5642092,0.24607408539259146,0.63288176
0.20007071,0.32217592,0.42571166,0.36705106,0.42512766,0.21230886273853178,0.47514033,0.31541637,0.27392298,0.39030798096920183,0.40932998
0.12252848,0.45287538,0.58102286,0.51005507,0.556096,0.09183439551006374,0.2984527,0.43048313,0.2223484,0.5531258046874195,0.6085957
0.16247194,0.37335375,0.43986538,0.42007792,0.46626723,0.19648678178920692,0.30210537,0.38129222,0.19334652,0.36522721347727866,0.42024288
0.36616036,0.17782521,0.27759603,0.21514645,0.2777165,0.37108647226518837,0.61503357,0.14719948,0.52771026,0.2676058132394186,0.5866748
0.07923547,0.6363572,0.67347,0.6382477,0.6534972,0.08688708921322535,0.12515014,0.6192341,0.19579911,0.6881035311896468,0.27779728
0.4094475,0.16345212,0.25493562,0.20704898,0.2521803,0.38951888337113305,0.64740723,0.14285761,0.5162215,0.2501262749873725,0.6274866
0.1303301,0.4629705,0.57389814,0.5284357,0.5342693,0.12229463733767824,0.34450722,0.43984333,0.20160621,0.5499943450005654,0.53928214
0.44980627,0.12127358,0.2272635,0.21098414,0.21540126,0.3970220238213214,0.6443121,0.12791216,0.5958161,0.19605358039464194,0.707066
0.16443896,0.37423447,0.45768648,0.42257053,0.46327412,0.17869196072151763,0.39776814,0.36194792,0.3075545,0.4328506567149343,0.5122179
0.12762418,0.6381092,0.6995662,0.68050605,0.6774009,0.07343487440609246,0.20704554,0.6279112,0.2535723,0.6898407810159218,0.6216203
0.2190912,0.44944364,0.52894825,0.4593253,0.49912232,0.1703006702180402,0.36406398,0.4340328,0.21275505,0.502525849747415,0.2695983
0.2947199,0.3205427,0.4261583,0.37926885,0.4076965,0.22039900322394018,0.46398854,0.335198,0.44024715,0.34152483584751636,0.71468055
0.3804989,0.19020104,0.28185955,0.21831766,0.28578973,0.3934580236074814,0.64967644,0.17075531,0.49080086,0.29568660043133993,0.5746986
0.8022108,0.049431022,0.11982882,0.10490008,0.15216541,0.6880965412857925,0.8544314,0.05814248,0.7360342,0.18262276173772382,0.8684703
0.24727151,0.29494798,0.41102746,0.33856046,0.38247472,0.26585145595108733,0.57541806,0.28023243,0.39146852,0.38953356104664383,0.58598894
0.2591495,0.27628785,0.3607385,0.32023492,0.37742427,0.23380364402821865,0.44929183,0.25761032,0.32223812,0.35499768450023156,0.44336087
0.120535836,0.65885884,0.71011233,0.6941465,0.6975174,0.06786048407162905,0.2042547,0.6478131,0.25060767,0.6986907301309269,0.5615114
0.14016941,0.59488016,0.72323203,0.6321783,0.6555558,0.0333226049993563,0.18112966,0.5814249,0.18442014,0.6615561738443826,0.50973415
0.23515722,0.34848315,0.4704181,0.41910645,0.46238923,0.16035509962130598,0.35548824,0.3932134,0.19324994,0.37821736217826374,0.46953744
0.27016708,0.37285018,0.4722951,0.426603,0.46779546,0.17147730028863803,0.4342126,0.42642558,0.36569437,0.3237286176271382,0.62495357
0.34329632,0.32573435,0.46917364,0.36743534,0.42752016,0.25711051542663094,0.5023921,0.343575,0.36462942,0.42031158796884116,0.6152028
0.25854453,0.26887724,0.38337412,0.3117502,0.3709756,0.2608529456511767,0.52231133,0.28860867,0.41066423,0.33055060694493926,0.61847216
0.12637304,0.84779686,0.93495,0.8612409,0.8556839,0.0,0.021490097,0.83101493,0.055365935,0.9229543077045691,0.42128882
0.2200248,0.36886856,0.48125336,0.46217546,0.49218422,0.09610377076622624,0.30705822,0.42676848,0.2938035,0.3201157379884262,0.74389476
0.2373938,0.32127443,0.42272577,0.36499107,0.40723348,0.23205845392350724,0.49909967,0.3174572,0.40630516,0.3856371214362878,0.6209364
0.641398,0.074703425,0.14468129,0.10022103,0.15460013,0.6721892803313568,0.8201824,0.042671278,0.6932929,0.21981031801896816,0.67064273
0.266375,0.2616622,0.35416234,0.27515584,0.36059323,0.3274806596488396,0.5891655,0.2533778,0.38417575,0.3389557861044214,0.6249062
0.13021964,0.41326284,0.5099175,0.46519202,0.50398046,0.13090625785437549,0.37281066,0.40452448,0.2821444,0.46758515324148464,0.43539694
0.43119946,0.23041633,0.32873774,0.2803201,0.33206338,0.3373374802402488,0.47898412,0.27263206,0.45158318,0.25355870464412955,0.7076769
0.4981872,0.10781257,0.19202068,0.15444583,0.19073525,0.5132608307956499,0.673524,0.0970362,0.63971984,0.198997180100282,0.59188485
0.39313892,0.17908427,0.28130516,0.23292965,0.26108176,0.38123714287422855,0.66726136,0.15479465,0.5107052,0.28721837127816285,0.65490454
0.2059569,0.3097447,0.41527137,0.3651116,0.40715343,0.19621844177310652,0.42615813,0.31562865,0.37557524,0.36693098330690166,0.6243545
0.10498212,0.5677126,0.6475308,0.61551845,0.6337259,0.04496468869788132,0.20852399,0.5635014,0.3003036,0.6193091380690862,0.5302131
0.7273698,0.045711424,0.14040057,0.086691745,0.14024055,0.6902325414139525,0.7887583,0.057845093,0.713,0.16838924316107567,0.87335706
0.1727138,0.3198489,0.4275663,0.36448252,0.42669594,0.21256355275381317,0.45954123,0.32824346,0.31072983,0.37328731267126875,0.48431396
0.41274795,0.21196622,0.3209625,0.2615357,0.27647865,0.3573080514384831,0.6050014,0.21403663,0.53175336,0.2707795729220427,0.67381454
0.14513949,0.42487085,0.52705073,0.47995237,0.5241314,0.12050126723007604,0.37951922,0.43504688,0.3671538,0.46616701338329863,0.61029714
0.07504752,0.59576535,0.6337146,0.6244446,0.6577655,0.09584195575051735,0.2207819,0.58960503,0.30163294,0.60995929900407,0.5128244
0.36766604,0.19754782,0.28366405,0.22840697,0.2923169,0.36185714171142846,0.626932,0.16600825,0.46923912,0.2904259309574069,0.578266
0.10734457,0.8962278,0.92266625,0.91860515,0.90972877,0.042421499545289974,0.018748522,0.8667066,0.062715,0.9251784074821592,0.50415725
0.7459576,0.05025434,0.07274842,0.09391129,0.08722688,0.7888712473322749,0.8517532,0.027439423,0.8002532,0.1615623838437616,0.59725684
0.4643444,0.11340594,0.22911419,0.15660419,0.22775608,0.4725162083509725,0.6739648,0.10493383,0.55797386,0.24803147519685245,0.71466887
0.24027702,0.29875296,0.3821456,0.35863483,0.38007796,0.2230557933833476,0.44380167,0.2652375,0.36073956,0.38482260151773984,0.41848603
0.40008923,0.15037987,0.2401974,0.18330987,0.24195898,0.43341376600482595,0.64174205,0.14198846,0.49196905,0.24734914526508547,0.62492335
0.24079686,0.31818122,0.41777232,0.34064394,0.38967222,0.2493665649619939,0.5070548,0.29524463,0.40763667,0.38637244136275584,0.56229913
0.08702734,0.4594571,0.567289,0.5039749,0.55840456,0.10786329147179749,0.2806663,0.42891446,0.21953043,0.5265882473411753,0.46134308
0.16854924,0.38522378,0.503062,0.4363471,0.45346582,0.12213741232824475,0.3751586,0.374528,0.28574234,0.4672892532710747,0.47670525
0.35232934,0.19167581,0.30240747,0.29055065,0.3019307,0.3040135382408123,0.5202604,0.20623823,0.38637015,0.24867552513244748,0.5961299
0.2953892,0.32265753,0.41496125,0.33579206,0.4034859,0.3017725181063511,0.58289266,0.31231636,0.38682675,0.38348686165131385,0.6223327
0.75178593,0.031335626,0.08565742,0.098852955,0.08224021,0.7289257437355446,0.8306099,0.051399417,0.8770013,0.10339971366002862,0.70222086
0.2205334,0.54109454,0.6573897,0.5664906,0.5674731,0.109723966583438,0.3803841,0.53782535,0.20380047,0.597631740236826,0.33148342
