AFP,Input,Enquiry,Added,PDR_AFP,PDR_UFP,NPDU_UFP,N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_4,Effort
0.26086238,0.34438103,0.4118692188130781,0.22777996366679784,0.11524844,0.1356485681389141,0.106548004,0.050869755,0.6976191418571486,0.4270885,0.28499067,0.04176316
0.12223746,0.19032815,0.23019728698027128,0.09429656565779394,0.34728932,0.30790917847455074,0.2830296,0.094295844,0.6133808868028532,0.73664236,0.52115965,0.09721748
0.14210922,0.26550555,0.1315424468457553,0.1358183681491021,0.12607954,0.14239505854370352,0.11177325,0.043218993,0.8839440530366431,0.6450095,0.58947366,0.040553484
0.33099073,0.3807532,0.4081111591888841,0.18758714125522846,0.1804705,0.21292716277562979,0.20289302,0.16697913,0.7211004432660266,0.5860348,0.43237072,0.16173755
0.07692213,0.12957655,0.10285385371461463,0.10538709632322578,0.5593824,0.536678882200733,0.5172629,0.12958138,0.566342683980561,0.37594724,0.22993806,0.1347997
0.13297871,0.21172285,0.15513350448664953,0.0839247650354859,0.16482963,0.17599226055953562,0.15665804,0.02795527,0.6246279374776763,0.3931167,0.25861543,0.023815077
0.23749757,0.26545686,0.2207573979242602,0.2158694729521684,0.23441006,0.2537456652247399,0.23546587,0.16857924,0.6837230410233824,0.5327647,0.42103612,0.16685472
0.43821132,0.50370646,0.39063256093674387,0.5009448800566928,0.35655448,0.3783670927020256,0.3527934,0.45957693,0.32418604945116297,0.25668454,0.0,0.45858294
0.1860381,0.22996,0.15187494481250552,0.1591444395486664,0.13643579,0.15699430941965858,0.116758205,0.050549492,0.840204850412291,0.6425307,0.63423026,0.05914812
0.11641738,0.12863481,0.12898552710144728,0.12484010349040621,0.19001637,0.19984360199061613,0.17571622,0.017609209,0.8882453532947212,0.645478,0.6306086,0.020951549
0.085215665,0.1885047,0.1297064170293583,0.10175026110501567,0.28667155,0.29897777793866664,0.29146987,0.06940675,0.5672214340332861,0.39470458,0.20743713,0.06063268
0.21887866,0.23732811,0.3159417684058231,0.2487915349274921,0.094564036,0.10580259634815578,0.064340204,0.019136906,0.834176750050605,0.58383083,0.54145163,0.023298897
0.16808465,0.22181928,0.07828448217155178,0.1203111632186698,0.110702,0.14114755846885352,0.11331472,0.05205363,0.978154898689294,0.70435166,0.7793282,0.059530247
0.11912307,0.20864362,0.10563763943623605,0.09383024062981443,0.26529655,0.2731474763888486,0.25602686,0.029089537,0.8807746128464767,0.6096587,0.5931058,0.02714804
0.235796,0.3165685,0.2632820736717926,0.10008434100506046,0.2914639,0.30902074854124495,0.2945756,0.1657959,0.7508598450515906,0.54653883,0.40935433,0.15967192
0.41080478,0.2370798,0.32839402716059723,0.30312691818761506,0.28562105,0.30517838831070326,0.26885763,0.27915964,0.39728036383682186,0.22574306,0.067316145,0.28697062
0.13031346,0.21364614,0.13880056611994337,0.112332066739924,0.24816002,0.2626199557571974,0.23429668,0.05532782,0.7987310479238628,0.5127516,0.45297313,0.059305448
0.19665739,0.23821399,0.1384003361599664,0.09914557594873456,0.06489778,0.09571339574280374,0.061188437,0.032372087,0.838117950287077,0.52682567,0.5170645,0.0375385
0.16039696,0.26295763,0.23257735674226432,0.10057520003451201,0.14047489,0.15732920943975257,0.12910987,0.033133514,0.836940850216451,0.5326307,0.4493513,0.026978957
0.3127822,0.34165847,0.14795245520475447,0.3550977913058675,0.3000558,0.3133810188028612,0.26959446,0.26466614,0.5620527037231623,0.36653757,0.14617556,0.2660995
0.22281331,0.23818976,0.21877812812218717,0.18424721105483266,0.7450662,0.7348165940889957,0.7176816,0.40426436,0.26574761594485696,0.1449976,0.23213175,0.42365614
0.09755489,0.1340283,0.10904694909530509,0.10081647204898832,0.26129532,0.26848153610889214,0.25125667,0.042851426,0.9555549573332974,0.70320916,0.66338503,0.03662078
0.13659425,0.2705413,0.1407405559259444,0.12370244742214685,0.20936835,0.2171268930276136,0.199004,0.020488521,0.7850168771010126,0.47974682,0.42228645,0.014317238
0.2691657,0.27241975,0.23400384659961532,0.263506015810361,0.39738956,0.4122757247365435,0.39470425,0.26648128,0.41747369504842174,0.28286338,0.035402715,0.26412004
0.09589393,0.17925374,0.2598619240138076,0.12302649738158986,0.68192464,0.6764075405844525,0.67727757,0.1539162,0.47078826824729614,0.29919434,0.14421326,0.16053686
0.30089152,0.33087885,0.4185128981487102,0.33228854993731305,0.104222745,0.12577087754625266,0.08563655,0.066340014,0.7532431951945917,0.53054595,0.4199109,0.068054385
0.2242313,0.23175201,0.1634085636591436,0.22825263369515802,0.19762959,0.2164815929888956,0.17555778,0.14224254,0.7468959448137567,0.47902703,0.39956266,0.14867076
0.104400784,0.18839918,0.16463001353699866,0.1088346065300764,0.548659,0.5551995933119757,0.5391382,0.09855366,0.4157176849430611,0.27069688,0.101474345,0.10418158
0.22215688,0.30987284,0.14746129525387047,0.22759126365547583,0.6950242,0.6830693409841605,0.70073307,0.3363824,0.5521092731265563,0.54906464,0.26649222,0.33721313
0.19978854,0.2733603,0.21493761850623816,0.20908589254515356,0.08796555,0.11389275683356541,0.09117401,0.039437696,0.8808029528481772,0.5436046,0.4935727,0.02668204
0.23093197,0.28890932,0.31628776837122313,0.11767933706076023,0.45726317,0.46030994761859684,0.47177115,0.287536,0.6019030361141822,0.3962853,0.22211128,0.27705845
0.34842426,0.3013812,0.22503404749659525,0.3289994797399688,0.31208462,0.339926050395563,0.33285877,0.35008347,0.4014687740881264,0.24751735,0.038178504,0.343209
0.1088434,0.21768047,0.19327007067299293,0.0832748749964925,0.40523088,0.4157040949422457,0.43191922,0.08796689,0.7594247455654847,0.45638132,0.36238104,0.07658933
0.11415377,0.18714394,0.13528358647164135,0.1058535063512104,0.22694914,0.23946326436779586,0.21247134,0.0527107,0.9121869547312174,0.63652253,0.60632104,0.05383712
0.2353707,0.27751076,0.21552947844705214,0.25045461502727695,0.35322383,0.36919867215192037,0.3471557,0.23614964,0.6023021361381281,0.45410514,0.25316077,0.23785333
0.16770655,0.24711643,0.20121533987846602,0.12520215751212946,0.3651369,0.36861669211700154,0.36449096,0.16680859,0.7491494849489692,0.5628364,0.47461444,0.16351601
0.16561534,0.1740109,0.12257345274265473,0.14917803895068232,0.22786896,0.24678616480716992,0.20987979,0.09064022,0.8108295086497705,0.6619253,0.5646662,0.0968194
0.26448,0.34102732,0.37522750247724973,0.11383461183007672,0.26178038,0.277533516652011,0.25179198,0.17261535,0.6583050394983024,0.41068268,0.24912009,0.16977586
0.16066992,0.21827513,0.12732329726767025,0.1632636397958184,0.3227437,0.33360022001601325,0.31131443,0.12651098,0.5858749351524961,0.36600614,0.19747469,0.12373026
0.09371455,0.1945368,0.2201103079889692,0.08861916531714993,0.39884013,0.4072129944327797,0.43231004,0.07586727,0.6564405393864323,0.4126165,0.18565094,0.055827033
0.23409072,0.22367795,0.17758278224172178,0.24012447440746848,0.47203016,0.47633078857984734,0.45718995,0.22759306,0.43182262590935755,0.25655723,0.07091531,0.23371243
0.16878518,0.1873281,0.1504929649507035,0.1951909817114589,0.22678651,0.24204651452279088,0.20589021,0.093876496,0.6070747764244866,0.3749287,0.2186344,0.09857657
0.42993215,0.49629372,0.5681217931878206,0.4509680870580852,0.18487103,0.20672381240342877,0.17922403,0.22905557,0.5215297312917839,0.3759508,0.20937392,0.23162344
0.5106443,0.6266601,0.8501580149841985,0.3113254186795251,0.30086783,0.3228972793738368,0.32455721,0.48518455,0.3613059716783583,0.28005815,0.18440521,0.48826045
0.1641857,0.23646809,0.13260053673994632,0.09701620582097235,0.17655501,0.20421308225278495,0.18149099,0.06587894,0.9007443140446588,0.6809089,0.65967935,0.062665194
0.29229507,0.27720255,0.27877317212268277,0.1344164980649899,0.41974673,0.43599548615972916,0.44456232,0.36517316,0.3305379898322794,0.23850155,0.13320243,0.36209548
0.46301213,0.6491492,0.6539828346017166,0.285056917103415,0.06377543,0.08425546505532791,0.07915952,0.080254376,0.6865245411914724,0.53192425,0.32605267,0.062421825
0.47809768,0.6560774,0.36730071326992864,0.49173816950429017,0.024206502,0.05639753038385183,0.071416244,0.080387816,0.7917500475050028,0.6855469,0.7497013,0.0700074
0.18512419,0.16030535,0.16643850335614965,0.16974009018440542,0.2994975,0.31122909867374593,0.2829438,0.14742829,0.7011658920699535,0.45157814,0.3183726,0.14478044
0.181026,0.21952713,0.20433936956606305,0.15812950948777058,0.33566868,0.3392134203528052,0.3128891,0.14313883,0.6639186398351185,0.442899,0.28864026,0.14417565
0.16533545,0.20178074,0.18516071148392885,0.17558234053494046,0.3787855,0.3878951232737074,0.36116317,0.15847811,0.6690185401411124,0.4285276,0.30014563,0.16439651
0.10902007,0.18009213,0.19850976014902397,0.1369283582157015,0.43863836,0.4398136063888164,0.42875612,0.1314432,0.5789806047388363,0.38741493,0.18796676,0.12906428
0.13395382,0.173242,0.16642228335777165,0.10163902609834156,0.08542353,0.10208182612490957,0.07780066,0.025828905,0.8423721505423291,0.5391617,0.4743752,0.020908726
0.20718116,0.25957415,0.201670809832919,0.15866312951978775,0.32768717,0.3549653812979229,0.36159575,0.16853298,0.7253814435228866,0.42939115,0.3139528,0.1536868
0.17703828,0.2667213,0.31936976806302314,0.11467219088033145,0.5808846,0.5964650357879022,0.6285826,0.19660865,0.5820188849211331,0.36256695,0.20214349,0.18787125
0.20808655,0.252444,0.1723449927655007,0.07859677471580648,0.10311591,0.1315795678947741,0.09818991,0.04005813,0.7590157455409448,0.48878217,0.3625291,0.03748631
0.43298817,0.37545192,0.2413948758605124,0.42596756555805393,0.17867792,0.19157180149430808,0.16268235,0.21039627,0.46077259764635586,0.57650757,0.3300115,0.21577896
0.14417306,0.26296026,0.19515044048495594,0.13300416798025008,0.39498463,0.4154477049268623,0.38454175,0.13905223,0.6018473861108432,0.36034584,0.22042602,0.14216112
0.41230923,0.3718403,0.2778601322139868,0.38659132319547945,0.04408576,0.07659677859580673,0.07279193,0.054414954,0.6577899894673993,0.51165915,0.4143287,0.04213223
0.160542,0.2232306,0.2585365541463446,0.06479854388791263,0.11600186,0.12790036767402205,0.108746774,0.048721652,0.824770199486212,0.45743966,0.42753518,0.036035724
0.12357859,0.24110346,0.06716670928332907,0.11545658692739522,0.10036295,0.11049920662995241,0.07748739,0.027657036,0.6129538767772326,0.47786975,0.22570664,0.02361363
0.43693155,0.38475856,0.4254807574519242,0.2806546568392794,0.26285073,0.2751223565073414,0.23341367,0.32918656,0.2772727766363666,0.1769501,0.2819631,0.35971913
0.18845597,0.30784172,0.08706563629343636,0.20991976259518574,0.20038319,0.22402011344120681,0.18808778,0.08566733,0.7433436946006218,0.4929514,0.40041572,0.08661814
0.3697217,0.4017769,0.22395198760480123,0.36699522201971335,0.16615543,0.1892301713538103,0.14212167,0.15943785,0.6350602381036142,0.61418295,0.4396361,0.17372693
0.17784375,0.23621929,0.1710812228918777,0.1940979816458789,0.34918752,0.3587265215235913,0.33789608,0.15897946,0.568510034110602,0.32879806,0.1659813,0.1572556
0.15622,0.23720682,0.18702836129716385,0.14588909875334594,0.2615172,0.2675054860503292,0.25818044,0.113736644,0.4207904552474273,0.31355977,0.10817605,0.108978875
0.35475883,0.32970268,0.36723204327679565,0.3017446581046795,0.18134072,0.20304648218278895,0.17763324,0.19483607,0.4552533273151997,0.30044365,0.14647105,0.19854495
0.34170336,0.40842003,0.46544627345537265,0.31102867866172074,0.06748672,0.09473350568401034,0.057855792,0.06512074,0.7659444459566668,0.5090301,0.4338174,0.062468592
0.10573092,0.12442801,0.20848897915110207,0.12773281766396907,0.55321497,0.553421533205292,0.57100815,0.13090563,0.6269284376157064,0.3928814,0.22050819,0.12198584
0.20739985,0.23675102,0.1808153919184608,0.20273361216401675,0.19754504,0.22286397337183841,0.19708954,0.10206883,0.7693426461605588,0.47281456,0.3885169,0.09946778
0.16990063,0.20747653,0.20888649911135007,0.16129094967745697,0.2474859,0.24796327487779649,0.21505588,0.092509,0.48164322889859373,0.31295776,0.11898741,0.09698812
0.123295754,0.14989091,0.24016527598347237,0.12000410720024644,0.14494972,0.15191276911476617,0.1303365,0.01727875,0.6820306409218385,0.42895913,0.29736358,0.008905647
0.09068339,0.21490546,0.14526072547392743,0.0548504532910272,0.30698365,0.31579751894785113,0.34129253,0.050377823,0.9786739587204375,0.6659951,0.6541067,0.025443755
0.22800815,0.31857935,0.1811661818833818,0.1353765081225905,0.07847804,0.10616542636992558,0.08268172,0.022849932,0.8695517521731052,0.655185,0.65872383,0.021573873
0.26269943,0.3478119,0.3842739615726038,0.025749111544946694,0.2691118,0.2765640465938428,0.25812182,0.1711027,0.6073721364423281,0.36181545,0.19546467,0.1669248
0.12511821,0.24876867,0.19779273022072696,0.16897375013842503,0.31834817,0.3263451395807084,0.298084,0.09603976,0.5014134900848094,0.31495333,0.14728376,0.09909478
0.23554626,0.27017277,0.11552155344784465,0.23314468398868105,0.1517408,0.18137741088264464,0.1629499,0.09065656,0.6574531394471884,0.40611196,0.26934525,0.084603086
0.13368705,0.24900422,0.23009254699074527,0.12960403777624227,0.503621,0.5157540709452443,0.52425843,0.1469004,0.6676236800574208,0.41748118,0.25609878,0.13870957
0.090657786,0.15905306,0.22516805748319424,0.09636024578161476,0.46463022,0.47810369868622193,0.49972457,0.05903962,0.5215362612921758,0.3723383,0.15510029,0.048250075
0.075228535,0.059067234,0.1607389539261046,0.09863152191789132,0.6948084,0.6865553411933205,0.74244773,0.11193691,0.8044122482647349,0.56166315,0.40095407,0.09783927
0.3790903,0.42279595,0.23896156610384336,0.3649685618981137,0.21718684,0.24715481482928892,0.20201853,0.23141944,0.5498476929908616,0.55072284,0.33554733,0.2445599
0.1627645,0.22531672,0.16353906364609364,0.1596744895804694,0.17669563,0.19427041165622472,0.17299165,0.08659382,0.7104657426279446,0.42085862,0.32571006,0.08305758
0.19170305,0.22790983,0.21413963858603613,0.18153323089199386,0.18322563,0.20435214226112852,0.17164832,0.10379994,0.6332787079967226,0.39651847,0.24965325,0.10657668
0.15475553,0.1767456,0.14386394561360544,0.15754020945241257,0.24001673,0.25023676501420594,0.221921,0.051016692,0.8075860484551629,0.4908278,0.467304,0.05483694
0.38809267,0.34739766,0.2213673078632692,0.26747296604837795,0.25938526,0.275912516554751,0.26016888,0.34211993,0.1953827517229651,0.14342272,0.26958272,0.36307025
0.19421199,0.3157506,0.12552912744708725,0.22462348347740901,0.24647647,0.26014538560872313,0.22680208,0.09562239,0.7550875453052528,0.5265422,0.4239785,0.09464873
0.27076218,0.2889104,0.23759359624064036,0.29556559773393587,0.09165629,0.11418373085102386,0.08052402,0.044442378,0.7606199856371991,0.62138295,0.53835976,0.048463028
0.11217961,0.24549314,0.10960548903945108,0.10941925656515539,0.16491044,0.18120746087244766,0.15607105,0.039583042,0.8740040024402401,0.60238385,0.55021966,0.03409389
0.23541698,0.28967685,0.19472999052700093,0.2431113545866813,0.21158919,0.24105820446349227,0.20023008,0.16012746,0.7191363431481805,0.46791077,0.37766606,0.17024164
0.19687521,0.26970625,0.2418922758107724,0.17508670050520203,0.18288264,0.1894693113681587,0.18125863,0.085631564,0.6518606891116414,0.42719555,0.22428569,0.07192961
0.5440773,0.6137656,0.45955102404489756,0.23967300438038028,0.115761824,0.14377865862671954,0.12656505,0.15628834,0.6348911380934683,0.3448212,0.18629563,0.1465928
0.10123058,0.15010792,0.16209316379068361,0.14713334882800094,0.5083687,0.4892640093558406,0.48560616,0.0748812,0.6881815412908925,0.44131327,0.30096865,0.06851097
0.70097214,0.34099185,0.4862645513735448,0.6481009388860564,0.29206228,0.3024222181453331,0.26387766,0.5141087,0.26388783583327013,0.15154159,0.1952672,0.5276497
0.15067962,0.15211716,0.16694819330518068,0.11771805706308343,0.25385562,0.26749359604961576,0.23662372,0.0665406,0.7564436053866164,0.5499432,0.43362927,0.06961226
0.23122174,0.30337715,0.21270770872922912,0.23434723406083405,0.1236623,0.14726472883588373,0.10496431,0.06512232,0.7993988879639333,0.57931185,0.4873001,0.06885085
0.10745957,0.1525941,0.13460731653926833,0.10790089647405379,0.1855355,0.1909799214587953,0.15611853,0.023618534,0.8583985515039131,0.6297662,0.55200166,0.023369778
0.074861184,0.14008656,0.13639141636085836,0.029868607792116468,0.27148563,0.2717131563027894,0.26950362,0.04248906,0.8868478532108712,0.66503596,0.6633272,0.03893483
0.20180213,0.34255198,0.18874044112595587,0.21952502317150138,0.12457263,0.1406036684362201,0.11883334,0.08580583,0.5088874305332458,0.39397573,0.16888997,0.0826478
0.1458627,0.17705023,0.24736381526361845,0.17369361042161663,0.27717727,0.279596816775809,0.26008728,0.089520514,0.7471787448307247,0.5221727,0.39001453,0.08604194
0.1426188,0.14586978,0.13783337621666236,0.12680149760808984,0.19310294,0.20711246242674775,0.17128868,0.0753082,0.8557633113457987,0.5784581,0.5355791,0.08232689
0.15044983,0.21881148,0.17748756225124376,0.17443896046633764,0.25202492,0.265367015922021,0.23101781,0.090796754,0.7679434860766092,0.47886658,0.39920998,0.094381526
0.52262557,0.4519043,0.16950018304998168,0.18465624107937448,0.09722554,0.12426089745565386,0.09528092,0.16649222,0.7439247846354871,0.5184586,0.45705354,0.17021337
0.099431716,0.17348224,0.1308516769148323,0.13024738781484327,0.318738,0.32061771923706317,0.31271008,0.023949679,0.7424701445482087,0.48695755,0.36153883,0.015070964
0.18161798,0.22465482,0.1828890517110948,0.1649227198953632,0.11944849,0.1457510187450611,0.12124421,0.04725677,0.6931010415860624,0.4180677,0.30663162,0.04321847
0.2619529,0.23930234,0.2132578286742171,0.2509005850540351,0.3031735,0.32431654945899296,0.3062584,0.2203105,0.549071532944292,0.39217854,0.18349469,0.21532758
0.18810442,0.24266702,0.2700236129976387,0.21935133316108,0.14286269,0.15718820943129258,0.12488969,0.040685266,0.7850556471033389,0.5490389,0.42873108,0.03659742
0.14420664,0.12588899,0.14558085544191446,0.13018572781114368,0.1372159,0.15561709933702597,0.11841881,0.034053925,0.8122246187334772,0.5568056,0.46879256,0.03641611
0.1291859,0.17525987,0.28568584143141584,0.17746318064779085,0.46194068,0.46057390763443445,0.46014377,0.1660047,0.4125548247532895,0.29844284,0.06321588,0.16524622
0.18194488,0.24373543,0.1637118336288166,0.20508278230496693,0.15928826,0.17035627022137623,0.14844757,0.079526186,0.7699409461964568,0.7018094,0.59392357,0.07676295
0.23244917,0.23278147,0.3109708689029131,0.2514889150893349,0.15225285,0.17387709043262542,0.14290486,0.09099954,0.7242392434543546,0.4505055,0.35962784,0.09200322
0.5027559,0.4056857,0.4402252259774774,0.5309508718570524,0.2151462,0.2461442347686541,0.23122373,0.3317843,0.4090211045412663,0.303957,0.02436784,0.32197216
0.25178942,0.28112555,0.2552675344732465,0.20508928230535695,0.26906025,0.28861524731691485,0.26992315,0.18288307,0.6506524390391464,0.4102192,0.2830841,0.18221085
0.24057496,0.41373467,0.19867408013259197,0.07709815062588905,0.09271908,0.12179548230772894,0.0853488,0.06612919,0.8399919203995152,0.6287279,0.6182435,0.07459718
0.14915936,0.18174714,0.199173160082684,0.109361716561703,0.21285842,0.221566733294004,0.19289812,0.07057488,0.7455127047307624,0.47336316,0.35183448,0.068651676
0.23586273,0.30364257,0.21440917855908212,0.20690284241417056,0.33241588,0.34866338091980287,0.34018946,0.21662262,0.6655199399311965,0.46354675,0.31531167,0.21083859
0.24963334,0.38064608,0.16578210342178964,0.27903564674213877,0.13143508,0.15155779909346795,0.11355022,0.0677896,0.7717542463052548,0.56510687,0.46060652,0.06814925
0.28136826,0.21761017,0.16656917334308266,0.20152516209150972,0.17295015,0.17886628073197686,0.15626577,0.13484466,0.44024202641452165,0.27474618,0.16477677,0.14135495
0.08397382,0.23788068,0.14257271574272842,0.12014438720866323,0.35884374,0.3591951215517073,0.3610168,0.04399749,0.5180214910812895,0.3233347,0.15035492,0.034216054
0.17010115,0.257579,0.19880315011968497,0.1382317782939067,0.40611726,0.4219337253160236,0.42175144,0.13718055,0.810260648615639,0.5339308,0.41000545,0.12842263
0.25159806,0.3041402,0.3267323073267693,0.2461294947677697,0.11805577,0.1384026783041607,0.12457601,0.08105829,0.7657743459464608,0.4989791,0.38689935,0.06902303
0.51455957,0.2913326,0.3505025149497485,0.46974575818474545,0.06666061,0.09243793554627613,0.090268455,0.07176764,0.6433297785997867,0.48358512,0.35843766,0.056851022
0.13921715,0.17749622,0.08753168124683186,0.10608344636500679,0.07936514,0.09915550594933036,0.07017741,0.023026226,0.9891812593508755,0.6672468,0.7511687,0.026217662
0.1549994,0.18255669,0.14674798532520145,0.1337436080246165,0.3479967,0.36803882208232935,0.3555975,0.13441756,0.7548082452884948,0.500242,0.37448215,0.1328626
0.2449229,0.40427783,0.21875548812445117,0.05953295857197752,0.057188086,0.0832993549979613,0.058770843,0.04345204,0.9251277555076654,0.69253373,0.6644779,0.038111866
0.17896864,0.2342212,0.1501832349816765,0.20265184215911053,0.28883922,0.3019698481181909,0.27747858,0.14207792,0.6101097866065872,0.38927174,0.21707052,0.14083074
0.122424364,0.15851678,0.1799336820066318,0.11144489668669381,0.21408042,0.218660133119608,0.19643186,0.06996994,0.7846617470797048,0.5058458,0.42633063,0.07035951
0.21911997,0.28179556,0.21513644848635513,0.18735660124139608,0.09473498,0.12055345723320744,0.07963219,0.06417446,0.844267600656056,0.6589725,0.6561978,0.077067934
0.18207738,0.22284797,0.101167379883262,0.10586999635219978,0.3847527,0.4113642246818535,0.44507477,0.10922922,0.8685547021132821,0.59666085,0.54513955,0.09613997
0.16261199,0.19674018,0.301959009804099,0.14097871845872312,0.19527034,0.2148393228903594,0.18807161,0.08498222,0.7615026056901564,0.46269822,0.36759973,0.08078856
0.124026105,0.1408038,0.1793245220675478,0.16078041964682518,0.4412794,0.43595447615726857,0.41230297,0.078113824,0.7646984958819099,0.5352328,0.39514095,0.080678865
0.11741234,0.17551044,0.14604981539501843,0.10187022611221357,0.12757607,0.14485747869144872,0.12333419,0.01119499,0.8782087526925252,0.58383226,0.5286208,0.0021812725
0.17428303,0.26945212,0.18880493111950689,0.16692741001564462,0.29305598,0.3038488482309309,0.26943526,0.12985563,0.7475722848543371,0.4645126,0.37110412,0.1326998
0.43207476,0.5890386,0.5500640449935954,0.4102251746135105,0.2679871,0.28850807731048467,0.30088872,0.3930425,0.4933181695990902,0.4670322,0.1814706,0.37752187
0.30670443,0.48963913,0.24377282562271743,0.37789112267346736,0.046580292,0.06158771769526306,0.034916803,0.03036855,0.5800299948017996,0.41442156,0.2022888,0.023665732
0.10352403,0.16152343,0.17677532232246776,0.11964772717886363,0.29874077,0.29811751788705104,0.28537732,0.07682437,0.6619158797149528,0.43817472,0.28600317,0.07294106
0.557639,0.6136611,0.24811262518873745,0.6712292802737568,0.13299914,0.1697749301864958,0.1471589,0.22891773,0.5436241926174517,0.50589824,0.31320816,0.22660819
0.24606675,0.3135416,0.4441563955843604,0.18394418103665086,0.18130092,0.19845461190727673,0.18584646,0.09800336,0.7150963929057836,0.3888235,0.3071975,0.087616004
0.13114843,0.24847133,0.17099227290077268,0.13153160789189647,0.09288376,0.1122580567354834,0.09132418,0.023417693,0.9053035943182157,0.66213036,0.6427832,0.017163713
0.1576896,0.20224372,0.2189939981006002,0.12540187752411266,0.27670917,0.2867045872022752,0.2813742,0.12630099,0.550267933016076,0.33357024,0.18718374,0.11995561
0.35351154,0.3555395,0.21414995858500413,0.32176711930602714,0.1532505,0.18180052090803125,0.14900047,0.15052642,0.6713916402834984,0.63758993,0.49153376,0.15598999
0.16612819,0.29327738,0.24877569512243047,0.12073438724406324,0.40166765,0.4094554445673267,0.42303944,0.087615415,0.7377440442646427,0.44134784,0.34481627,0.07690643
0.10491152,0.16077647,0.15418235458176455,0.10635232638113959,0.69617105,0.6853381411202885,0.7170663,0.12503254,0.7783280466996828,0.53506327,0.39222193,0.11957281
0.22953299,0.26485834,0.19935785006421497,0.2189153231349194,0.23340672,0.261424815685489,0.22401886,0.14384636,0.7307677138460629,0.5237992,0.40721613,0.14913957
0.093853466,0.18431258,0.16414231358576864,0.11835186710111203,0.4977467,0.48960139937608393,0.48335898,0.10927604,0.6496149389768964,0.4512174,0.25511312,0.10600289
0.14253692,0.22521427,0.12460550753944924,0.15245080914704856,0.074786335,0.09145092048705522,0.07223868,0.02791734,0.8799910527994632,0.60040355,0.62175333,0.027457621
0.45452395,0.55525583,0.3909721009027899,0.4582884574973075,0.18686624,0.22221450333287018,0.2152232,0.22939277,0.4627508777650527,0.29792285,0.103482366,0.22150324
0.3354718,0.40881333,0.29559192044080795,0.2816654868999292,0.10697303,0.14780863886851833,0.14045319,0.09985125,0.7642376458542587,0.43159866,0.41495782,0.08777396
0.15180853,0.25399905,0.10486105951389404,0.10672390640343439,0.14531338,0.16773204006392242,0.13990276,0.027818568,0.8471647508298851,0.5382972,0.5160968,0.026387207
0.3333816,0.43463403,0.20376483962351602,0.3540038412402305,0.19563347,0.21492294289537658,0.18042411,0.19055063,0.510464700627882,0.59672594,0.33423126,0.1986287
0.16625324,0.26982456,0.13751323624867637,0.14407995864479753,0.11511894,0.1407599084455945,0.09321511,0.035133757,0.8577985514679132,0.596519,0.5754345,0.04474352
