Transactions,Entities,PointsAdjust,Envergure,Language,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Effort
0.23122689,0.39767507,0.29930252,0.57342875,0.6219593,0.48312338898740337,0.4884263,0.48536664,0.44512343,0.24390906
0.1655961,0.47170433,0.28484005,0.6768709,0.84638083,0.496409149784549,0.44817787,0.45572427,0.5477125,0.29184476
0.4047948,0.41958004,0.4344351,0.7356994,0.36741146,0.3508368210502093,0.5542265,0.5036668,0.45254844,0.2159843
0.5962355,0.70167005,0.6084322,0.4538672,0.80033195,0.28676505720590345,0.69374615,0.6935916,0.661362,0.5080143
0.61423534,0.5953478,0.63495624,0.5824946,0.53260016,0.1841234810474089,0.7543396,0.6958283,0.5958081,0.41666377
0.129937,0.34367895,0.2436123,0.4905507,0.60585487,0.4680618880837133,0.42175114,0.40004447,0.34706938,0.1605217
0.124204144,0.21606043,0.22434212,0.21625972,0.8882613,0.4363633061817984,0.49692458,0.42359838,0.46349716,0.12537496
0.10519698,0.34532452,0.24620833,0.476157,0.81051886,0.5832792349967542,0.33789313,0.3517137,0.37131226,0.2431806
0.1735133,0.32173502,0.25691086,0.5346712,0.80873674,0.549683482981009,0.35326216,0.34446064,0.35458565,0.3009703
0.8864059,0.9106915,0.8928046,0.5473328,0.7399535,0.058842126530527596,0.93021244,0.91108537,0.87665385,0.8106676
0.2112968,0.5566378,0.37120974,0.8198097,0.9113842,0.4103015946180957,0.5957556,0.5597687,0.7168997,0.44479707
0.22526497,0.4251541,0.3105684,0.7132271,0.810593,0.4429000265740016,0.5609591,0.47687238,0.6074558,0.40840334
0.48486876,0.5315967,0.527906,0.6004629,0.54465437,0.26275749576544977,0.7157399,0.6474314,0.57010263,0.30093104
0.18825492,0.45592725,0.31712693,0.5061827,0.7341133,0.4360627761637666,0.5607767,0.4894925,0.4963507,0.28786892
0.30775052,0.5935397,0.43752605,0.8436056,0.8581768,0.31681533900892034,0.6535215,0.6166239,0.763364,0.6039326
0.05660007,0.27678713,0.167616,0.41903192,0.51841605,0.6256837375410242,0.25720125,0.23813629,0.16759068,0.17171046
0.2425431,0.34389344,0.32469425,0.57623416,0.34730896,0.37700828262049696,0.46654359,0.38673094,0.28450596,0.11442971
0.26353,0.32323834,0.28832623,0.65462446,0.84256774,0.5846266350775982,0.32077637,0.4046743,0.5052096,0.35201657
0.19357336,0.3201151,0.27036187,0.17825948,0.82846117,0.4649816478988989,0.5196118,0.45899186,0.4011243,0.13565147
0.16040091,0.30947912,0.23069757,0.48287603,0.71930766,0.5688657341319441,0.44453943,0.40379906,0.4183061,0.24780205
0.68007034,0.82179046,0.7575554,0.66377157,0.7740438,0.10900325254019515,0.85420763,0.8229841,0.8188954,0.78110796
0.15034433,0.3260467,0.22948836,0.43285945,0.7000586,0.4983948799036928,0.4737916,0.42203826,0.34066564,0.23452456
0.21430424,0.47288266,0.35149845,0.4331719,0.83843625,0.34902116094126967,0.5827105,0.52425706,0.49787933,0.29303777
0.5837214,0.71437657,0.63246506,0.4464343,0.79020804,0.26580376594822597,0.70199066,0.68055534,0.62601644,0.53949535
0.08535136,0.21289736,0.15299654,0.44395885,0.6648561,0.6520207391212444,0.25138062,0.31212553,0.31064028,0.16374631
0.11047335,0.42401809,0.26306447,0.4672045,0.8656206,0.49137666948260017,0.45492822,0.436853,0.43075675,0.22760206
0.18781763,0.42363536,0.31115562,0.65066457,0.87349296,0.4881437692886262,0.45025676,0.45679545,0.5792274,0.31545883
0.1957099,0.5232444,0.3472149,0.59787345,0.77929807,0.34024765041485905,0.57490367,0.5307231,0.52688366,0.40674195
0.23217267,0.5608065,0.36716998,0.64456046,0.7505419,0.34063972043838325,0.60271084,0.56787825,0.5219241,0.3739069
0.28020567,0.56787884,0.40042636,0.6198629,0.7147262,0.44608315676498944,0.59349215,0.55713594,0.5795645,0.35333282
0.3399966,0.43467793,0.39691663,0.66899323,0.44473997,0.37259712235582737,0.5887039,0.52280647,0.46607023,0.18831533
0.10009934,0.35735714,0.23244834,0.42503506,0.749269,0.490100949406057,0.4565283,0.4156726,0.36590993,0.19838044
0.14299928,0.4740789,0.26513848,0.7434422,0.83501,0.4875023092501386,0.52899545,0.50562364,0.6085164,0.40582576
0.300106,0.40935707,0.3414564,0.7321538,0.92227554,0.5051855303111318,0.431131,0.47772247,0.6324511,0.34514868
0.23606879,0.39207694,0.29809457,0.669135,0.87928903,0.5250302915018175,0.38022578,0.42752275,0.5179997,0.3579025
0.48742217,0.7226006,0.6166884,0.6036924,0.7907035,0.18542957112577427,0.76502067,0.6944784,0.67197937,0.6416593
0.10619444,0.46057707,0.2485793,0.57947564,0.8136238,0.45713224742793485,0.47592643,0.43708867,0.44037873,0.28261948
0.2741802,0.2848385,0.3189,0.5467987,0.7876923,0.5460645327638719,0.38906512,0.3925983,0.4125589,0.35552412
0.18590808,0.23741424,0.27812624,0.37023598,0.73917896,0.535831182149871,0.41104478,0.3571539,0.33544487,0.27214196
0.06847387,0.3365922,0.2004815,0.44585732,0.8152834,0.4746095784765747,0.47496817,0.42856213,0.43250883,0.20776017
0.12599999,0.32828772,0.23150153,0.45847416,0.8399271,0.45709064742543887,0.43240368,0.40480125,0.42787457,0.23590872
0.104636654,0.26916033,0.16602467,0.45408013,0.6692011,0.6521957391317444,0.23946632,0.30238253,0.26173687,0.17217112
0.20417419,0.32780403,0.26679683,0.5666232,0.7706444,0.5120262807215769,0.36543065,0.36027223,0.3891189,0.35085386
0.5104356,0.36347887,0.514853,1.0,0.0,0.2734581964074918,0.71576136,0.59621215,0.7579537,0.065596595
0.08219698,0.30021405,0.19098362,0.4193769,0.73022676,0.513198430791906,0.3989309,0.36351332,0.32331252,0.2039766
0.05223208,0.30846494,0.17933923,0.39254737,0.6743189,0.560237633614258,0.35174698,0.3274838,0.28711408,0.1886943
0.4693268,0.6603239,0.5793413,0.5702305,0.7801094,0.22424864345491863,0.6800401,0.6293547,0.6286289,0.5447473
0.08454877,0.32537034,0.1951136,0.30819505,0.7213199,0.561351933681116,0.39353955,0.37569147,0.30133957,0.14384867
0.28884158,0.32268977,0.35513848,0.7363433,0.3090817,0.3580255214815313,0.5055549,0.43909973,0.45244008,0.17369117
0.60389674,0.6681312,0.6525069,0.57524395,0.64397705,0.17566972054018323,0.7655001,0.7352998,0.6280522,0.5349029
0.30017623,0.565752,0.41560596,0.54042304,0.73460865,0.29462917767775065,0.6356411,0.5980668,0.47455204,0.3901573
0.036029816,0.17232579,0.180659,0.3276284,0.87787044,0.4753955885237353,0.4064228,0.41085616,0.5582875,0.1698947
0.21691978,0.54013693,0.38990432,0.7038585,0.85956514,0.3878843432730606,0.5282255,0.4870873,0.5832142,0.4060813
0.11468746,0.30162323,0.15035942,0.5029373,0.66222584,0.6828707409722445,0.2605866,0.33772898,0.29068488,0.17995906
0.20550507,0.5357722,0.35419828,0.66700023,0.7606537,0.3905148734308924,0.5970564,0.5169341,0.6080565,0.37336987
0.16951853,0.47074187,0.28748387,0.7276062,0.8367156,0.37364676241880573,0.57069683,0.5531831,0.6811188,0.45573485
0.092215165,0.36095864,0.2119734,0.4989603,0.6662723,0.5840151350409082,0.23901857,0.2589711,0.14894825,0.26152736
0.16183737,0.39980444,0.2689498,0.34218323,0.76085,0.4894494693669682,0.5026783,0.46527582,0.34709787,0.2038839
0.12144087,0.3904975,0.23717022,0.5026686,0.77383953,0.6427116385626984,0.35112417,0.36242473,0.34809214,0.2565183
0.03189461,0.2099861,0.12266469,0.18156591,0.5842837,0.6630118897807133,0.17598674,0.17956421,0.079741895,0.15454857
0.05748944,0.22130203,0.15197769,0.19358146,0.62095803,0.6951064417063866,0.15654081,0.13168667,0.11783332,0.18454498
0.21763575,0.5352863,0.3556135,0.7291923,0.66895413,0.36467888188073294,0.5455009,0.5060944,0.49763453,0.35378876
0.106835365,0.39521533,0.25374144,0.4783835,0.88089895,0.5492214929532896,0.4253712,0.41173083,0.43242693,0.22675523
0.17915414,0.4844875,0.2774347,0.59934354,0.8287857,0.5013405300804318,0.4628395,0.4901327,0.5049346,0.23941702
0.17348573,0.44853634,0.321293,0.69549036,0.8174876,0.4086852245211135,0.49156561,0.4504555,0.54869473,0.39402863
0.55215293,0.72353226,0.64386,0.6027081,0.7653595,0.20671644240298656,0.7071197,0.6647712,0.671056,0.62567914
0.24907553,0.43486398,0.3485652,0.7859087,0.9632466,0.4974112798446768,0.58753365,0.56545246,0.9245406,0.39429015
0.23392683,0.57928884,0.38322312,0.60607946,0.7951634,0.3596040215762413,0.61653465,0.56956756,0.54865277,0.393575
0.16814911,0.43040434,0.3125838,0.40907115,0.785091,0.33448346006900764,0.539113,0.4797745,0.40565377,0.2825926
0.16057873,0.33951694,0.22163373,0.5478996,0.7445686,0.728910783734647,0.280294,0.32852757,0.35765934,0.25230753
0.22868314,0.45663962,0.2956739,0.63707864,0.7853806,0.4472280968336858,0.504122,0.5291036,0.5584481,0.2984369
0.14882794,0.30577904,0.13568722,0.5624966,0.69229156,0.6701622402097345,0.27972266,0.3817224,0.38464266,0.15972136
0.2762175,0.37468225,0.33016363,0.6592974,0.8632482,0.542614232556854,0.41868272,0.42418072,0.5464076,0.3963375
0.16318336,0.26375553,0.25023574,0.39771292,0.70050395,0.6293659377619564,0.27440473,0.27835208,0.19077116,0.25568175
0.2562229,0.39650148,0.33162713,0.5019009,0.52279735,0.47911324874679495,0.54435724,0.4898263,0.43642074,0.18521485
0.19674255,0.298242,0.25785828,0.5286617,0.80988604,0.5586670935200256,0.42343393,0.38133755,0.4320323,0.29847205
0.1858654,0.59369564,0.349075,0.73710185,0.835839,0.37614115256846914,0.6116814,0.54937387,0.62739986,0.42835516
0.17378214,0.12475049,0.21989666,0.19033475,0.6658281,0.5980313758818826,0.31391132,0.2701363,0.24572217,0.2219665
0.07868864,0.12764814,0.11122055,0.28432116,0.6272129,0.6857871411472285,0.15655348,0.22301985,0.15597773,0.13749331
0.30057448,0.6115444,0.4452323,0.63488835,0.81339717,0.31848748910924934,0.6411146,0.5986476,0.58857125,0.44398037
0.120390266,0.49795693,0.27580333,0.5946059,0.87193954,0.4682374880942493,0.527555,0.48505497,0.50863326,0.2778097
0.1968722,0.52252233,0.3526362,0.77175295,0.84812903,0.3703040222182414,0.56501967,0.5322422,0.64759475,0.48416755
0.15594178,0.4401678,0.2845571,0.6654613,0.83913124,0.4154086249245175,0.48247325,0.45656425,0.504765,0.35247728
0.35183486,0.6127709,0.47713256,0.5912186,0.8023739,0.30255468815328135,0.6235697,0.57308114,0.5809328,0.4706591
0.16674401,0.44176507,0.292875,0.58858335,0.59663093,0.42388048543282913,0.54607713,0.49018997,0.44606942,0.21554154
0.10190877,0.4678219,0.23376931,0.6537138,0.77342176,0.522198731331924,0.47022384,0.43525246,0.47361296,0.30433762
0.1486005,0.43957162,0.27991033,0.61657745,0.8377449,0.5066067903964074,0.47640118,0.47321516,0.58509,0.27650416
0.25713536,0.28771722,0.30759132,0.6140876,0.85088336,0.4760879585652775,0.39477557,0.39996904,0.44256604,0.38285807
0.19532028,0.1286784,0.18800718,0.18280469,0.50656223,0.6159511369570682,0.36822796,0.33158165,0.2908705,0.16136028
0.38943562,0.3971098,0.45402545,0.87665963,0.22807826,0.3062458783747527,0.6531359,0.56157136,0.69028217,0.12230609
0.16566995,0.42454237,0.26911342,0.53532577,0.8088453,0.47049626822977614,0.43311253,0.45354113,0.42187905,0.2333729
0.33529857,0.606992,0.46508527,0.6539485,0.73988575,0.3199258091955485,0.5893851,0.5529958,0.5132089,0.43085498
0.13068366,0.1690782,0.17670551,0.2109716,0.610088,0.6034599862075991,0.3122907,0.29005075,0.1841858,0.18308616
0.123072624,0.43023816,0.24683028,0.5780836,0.79741114,0.5503042630182557,0.37082037,0.395411,0.39852995,0.24982822
0.16272582,0.36150777,0.28414816,0.5985111,0.8758315,0.5766709346002561,0.42201114,0.42585063,0.6012481,0.29683873
0.13922678,0.3361491,0.2472368,0.44230074,0.54373276,0.48814394928863697,0.41609135,0.38179517,0.31257147,0.12347678
0.11501281,0.444541,0.23626861,0.5196887,0.6866193,0.5205884312353058,0.4776367,0.44708216,0.373024,0.22748946
0.21185002,0.51330703,0.3277397,0.6857965,0.8440273,0.4702401482144089,0.5160657,0.5053595,0.5862091,0.32652596
0.636755,0.79090035,0.7009264,0.5818137,0.79145086,0.18237322094239328,0.76218706,0.734041,0.7288106,0.68497837
0.24109864,0.5748451,0.38439354,0.58530456,0.82376635,0.36748226204893575,0.605752,0.56323826,0.563495,0.36076164
0.12775649,0.3959799,0.24214707,0.69519377,0.8714261,0.42770172566210357,0.5110671,0.47999492,0.6175402,0.36582595
0.5210328,0.7343048,0.615166,0.74997497,0.71982336,0.1921648315298899,0.7671767,0.7267753,0.75410277,0.6217075
0.27316418,0.5181119,0.39338294,0.5887466,0.67416835,0.3587990015279401,0.6266785,0.5707798,0.51327145,0.3083847
0.13403375,0.5463152,0.28068936,0.62617767,0.83977026,0.44413390664803437,0.5421208,0.51145744,0.4965018,0.3038327
0.11628947,0.42614916,0.24913743,0.58191967,0.8080809,0.558994633539678,0.42578104,0.39472356,0.41250467,0.2920149
0.3782956,0.5160506,0.4531968,0.45263118,0.6759056,0.37663932259835936,0.6255407,0.59126234,0.43527097,0.30968952
0.06524063,0.20571548,0.15406713,0.11125185,0.67283964,0.677782580666955,0.26626262,0.2397937,0.20965427,0.14013784
0.11988218,0.35535848,0.20683073,0.5616461,0.7740267,0.6138266668296001,0.37896064,0.42017516,0.47658175,0.21131511
0.26818758,0.52728856,0.39375487,0.58126837,0.7396621,0.3584217615053057,0.6250279,0.56473935,0.5311196,0.3878181
0.16382776,0.4726829,0.31627688,0.63764995,0.8848158,0.4932633895958034,0.4839197,0.46300384,0.58754736,0.2987558
0.117267594,0.3874077,0.23593181,0.4815755,0.79634625,0.6461210387672623,0.33331808,0.34997445,0.32586914,0.22794995
0.08386867,0.36686808,0.22394206,0.53998077,0.7791716,0.4656219779373187,0.45661053,0.4271804,0.4126305,0.2739833
0.14752261,0.42076015,0.25786108,0.5464845,0.7475232,0.4887982893278974,0.53361064,0.48130202,0.4420799,0.28537798
0.24816045,0.26952806,0.28167218,0.43031737,0.6486093,0.47340062840403774,0.5201944,0.45368925,0.45534307,0.25268608
0.39582822,0.18455091,0.37885898,0.49331903,0.7468195,0.41098782465926953,0.555807,0.47042173,0.42837667,0.3705805
0.113036245,0.30715364,0.20856977,0.4286986,0.6359387,0.7092590725555444,0.19855218,0.22378412,0.14128798,0.24017021
0.18978599,0.52083683,0.3218273,0.78031063,0.85849166,0.43739625624377537,0.51177955,0.4835974,0.570195,0.42414162
0.9075159,0.94866836,0.92516714,0.5987879,0.7828898,0.0,0.9355123,0.8868655,0.92440647,0.9133554
0.08575767,0.37367883,0.20240307,0.50227886,0.6916814,0.5175052310503139,0.41934404,0.40625608,0.36566728,0.22772557
0.110829934,0.21345414,0.16773261,0.17209691,0.6445154,0.5796372047782323,0.33273768,0.3126825,0.23410255,0.12734088
0.41609997,0.5725377,0.5219904,0.6018548,0.6305535,0.23981651438899085,0.65710735,0.60548174,0.5639354,0.45145586
0.27376908,0.54430985,0.3945358,0.5762186,0.8059446,0.40710177442610646,0.5360332,0.521688,0.52962804,0.35178354
0.23795986,0.35219473,0.33605194,0.604478,0.89618516,0.5633740338024421,0.4262225,0.4347734,0.5591238,0.3398576
0.2297251,0.42162302,0.33919856,0.6468462,0.8827218,0.49177582950654974,0.4841864,0.45730546,0.6000312,0.35228288
0.049923383,0.22484156,0.123797774,0.45037794,0.6041999,0.6776871406612285,0.20959036,0.24996775,0.25449586,0.18119316
0.11246799,0.27769554,0.2039321,0.4130743,0.7310467,0.4996530699791842,0.41674867,0.36248598,0.3333423,0.2091849
0.30468762,0.5327945,0.41655368,0.4589825,0.7682366,0.3343213400592804,0.6139049,0.585798,0.5253367,0.376849
0.12393543,0.3981758,0.24796551,0.5169032,0.6881827,0.5667675340060521,0.42472854,0.40367967,0.38282973,0.20656827
0.17684445,0.4532942,0.28675038,0.71150863,0.8429321,0.49801054988063304,0.47114906,0.4803413,0.62714535,0.3269272
0.24532491,0.43141967,0.35395977,0.5951538,0.62171257,0.3635542018132521,0.5276829,0.5157213,0.4411769,0.24803287
0.19939783,0.4594597,0.3083583,0.54646456,0.8310523,0.4737375084242505,0.4858453,0.48522964,0.5152476,0.27607986
0.1746684,0.5268453,0.27542356,0.6940844,0.85093236,0.5674233340454,0.43240362,0.47162956,0.47003436,0.2823816
0.14519347,0.40481013,0.2385197,0.56947815,0.8353784,0.4711900082714005,0.42147863,0.42563206,0.4457699,0.27457625
0.11901152,0.38281682,0.21338803,0.5424744,0.60889673,0.5831504849890291,0.428382,0.39127585,0.3936007,0.23046777
0.16385636,0.43751606,0.27695704,0.6741526,0.8254524,0.551143083068585,0.47190547,0.45446095,0.654941,0.33079007
0.05519837,0.23132715,0.1570093,0.22969066,0.66926533,0.6750662705039763,0.20137134,0.227722,0.15059465,0.17274088
0.18112016,0.4128023,0.26621872,0.40095848,0.8156043,0.489246399354784,0.43168518,0.43395245,0.35683185,0.20831278
0.12375957,0.23588508,0.21448205,0.22280507,0.8794191,0.47737636864258215,0.43869528,0.38858327,0.39479655,0.1039799
0.62878996,0.7133668,0.648166,0.53333664,0.7680008,0.25552029533121773,0.7082856,0.699188,0.6743396,0.59139526
0.20916858,0.36077973,0.25591648,0.5824157,0.822181,0.6062314863738892,0.37145573,0.4128727,0.46628445,0.23770246
0.24566561,0.47399634,0.34965083,0.4066872,0.74110866,0.34163125049787507,0.579555,0.5499979,0.40634525,0.27303243
0.40617862,0.5216001,0.47786158,0.48954928,0.63896334,0.29910761794645707,0.62012833,0.59345603,0.47795838,0.2927959
0.10884474,0.3429973,0.2150986,0.34455353,0.8375639,0.4983018898981134,0.40229604,0.3905733,0.33384365,0.13521744
0.1710967,0.43451303,0.23937736,0.61737025,0.7747777,0.5169068310144099,0.43806252,0.49268916,0.4793821,0.23412117
0.3560247,0.60438955,0.47419262,0.49580362,0.7787027,0.2912328974739739,0.65317005,0.6065992,0.55932015,0.4380943
0.16225895,0.44434986,0.29227152,0.6306099,0.82576,0.3573869714432183,0.5690282,0.5458524,0.6269615,0.39797089
0.1101968,0.5014105,0.26002896,0.6628493,0.8259655,0.4715126482907589,0.46737683,0.45483544,0.4569112,0.31702638
0.037634164,0.24980101,0.13942216,0.19846275,0.65741193,0.6015016360900981,0.30996206,0.27637702,0.21346933,0.1271964
0.16699252,0.37788475,0.2801715,0.2905714,0.793818,0.3958010237480615,0.5078885,0.4595748,0.39702767,0.21432364
0.054106064,0.23916015,0.18890962,0.4414082,0.7786019,0.542315432538926,0.3341669,0.34343463,0.45160955,0.18914649
0.089075014,0.2228058,0.16519605,0.50919914,0.20365332,0.5531784031907042,0.32708672,0.26942664,0.37401253,0.03411989
0.113426596,0.36087072,0.23955077,0.3287338,0.8314419,0.4319836759190206,0.47649056,0.42645952,0.37787485,0.17824237
0.09143829,0.3667509,0.21613911,0.57624257,0.8218161,0.47087308825238533,0.4994241,0.45480374,0.49089605,0.29442844
0.2413899,0.48661748,0.3229674,0.5084799,0.80986273,0.447342366840542,0.5044945,0.51165587,0.46285218,0.28310442
0.0768989,0.22142144,0.10397275,0.49640718,0.5998378,0.725503783530227,0.20566042,0.2787893,0.29761136,0.17687382
0.15739478,0.46771508,0.30111817,0.5008142,0.74947405,0.4325328759519726,0.5511889,0.50158954,0.41378456,0.27750936
0.17600621,0.44849965,0.33477688,0.5763543,0.91489613,0.37856438271386295,0.5935488,0.5315918,0.742793,0.32880464
0.13923742,0.46276727,0.24488081,0.6403766,0.77257806,0.6121295367277723,0.3715149,0.4005448,0.41905236,0.26904723
0.09331925,0.33456236,0.22508422,0.32608134,0.76102066,0.6200576772034606,0.3222131,0.32347554,0.28222048,0.20331481
0.17764601,0.47597522,0.317461,0.4536956,0.777884,0.3701595222095713,0.566735,0.52096486,0.40212274,0.25647765
0.16501392,0.49930948,0.29042566,0.75763166,0.65674037,0.42779078566744716,0.52770835,0.4851824,0.4788363,0.2715003
0.17514227,0.37683368,0.27133805,0.25276077,0.76876533,0.4659359279561557,0.46965,0.4436338,0.3235541,0.17196691
0.16060492,0.37335566,0.25771248,0.40992844,0.70115757,0.4898711093922666,0.49581742,0.4436631,0.36042875,0.22167137
0.25105497,0.5826347,0.40059987,0.6561208,0.80911136,0.3482943408976605,0.6396196,0.58772075,0.61682135,0.44360405
0.06577822,0.24208727,0.11843388,0.49912462,0.5719567,0.6671410400284624,0.21907897,0.2845288,0.26838273,0.17458971
0.13877378,0.40785974,0.25179255,0.36209226,0.81163204,0.41943142516588555,0.5060689,0.46339935,0.38452643,0.18989307
0.14680229,0.5354831,0.2848013,0.64583045,0.785081,0.4547542572852554,0.5643468,0.5402661,0.5065298,0.31006837
0.34233278,0.26724052,0.3200786,0.72003084,0.85720646,0.47900052874003174,0.45959532,0.44925255,0.6189969,0.4547671
0.25977457,0.5161258,0.38058323,0.761623,0.56767464,0.37124492227469535,0.62169313,0.57215023,0.64237946,0.2998125
0.12504402,0.18414757,0.18689404,0.22687183,0.6888938,0.6415002384900143,0.19186519,0.1840706,0.16061687,0.19714534
0.11491363,0.45016518,0.23328644,0.56476605,0.7064651,0.5362250321735019,0.49226713,0.45456707,0.43745804,0.20946345
0.21710074,0.26473576,0.23034275,0.5810766,0.7889843,0.5416545024992702,0.42610264,0.40836325,0.46842945,0.32401687
0.11378381,0.4274381,0.25761616,0.5339529,0.7369951,0.4992003099520186,0.5302967,0.48430142,0.4368481,0.24156582
0.087359995,0.15900728,0.14661005,0.4443517,0.6749962,0.6308946378536783,0.25252038,0.30040398,0.42631376,0.16855478
0.12810236,0.29603338,0.22988945,0.36945868,0.6955031,0.6671934400316065,0.25036773,0.2581181,0.17476416,0.24321124
0.23272908,0.5776541,0.38260067,0.69669354,0.8266612,0.3596467615788057,0.59557134,0.52634954,0.5998927,0.4306549
0.52203596,0.64690536,0.60327125,0.6087922,0.61742,0.17632776057966565,0.72766334,0.67793095,0.5989788,0.5125221
0.10215071,0.37276417,0.20048122,0.5504157,0.5527708,0.6434355386061323,0.34529662,0.3305006,0.32638925,0.20261881
0.13599394,0.39980203,0.21596183,0.5503815,0.7153851,0.6781203006872181,0.29047972,0.3392011,0.29825753,0.22015037
0.10188873,0.26798433,0.20193464,0.3312429,0.7512276,0.5751830645109839,0.29930767,0.30196708,0.2521351,0.17321962
0.3955607,0.5963954,0.49901867,0.5343208,0.714957,0.25772041546322494,0.6737734,0.6344949,0.52226096,0.43876696
0.08534899,0.3297425,0.20587999,0.3537873,0.7949038,0.568305034098302,0.40982017,0.37564442,0.34256315,0.18429422
0.29858586,0.28687185,0.31864035,0.49180487,0.44588512,0.42966272577976355,0.5309354,0.47704053,0.4875489,0.16856441
0.023205154,0.15940872,0.016438998,0.55421716,0.4068637,0.7856383771383028,0.13452849,0.20751902,0.21089071,0.15742165
0.28927505,0.24144132,0.3143973,0.44650596,0.8173768,0.6663202399792144,0.3127964,0.33030388,0.33694237,0.31845364
0.20800233,0.55850106,0.35363448,0.6135098,0.832888,0.4152863249171795,0.58466583,0.5428798,0.535435,0.34644708
0.30936632,0.30705062,0.31470188,0.6320905,0.83448434,0.551857633111458,0.40351653,0.39818153,0.4789868,0.39576742
0.13819715,0.3948414,0.2355175,0.6073165,0.8006773,0.5967352358041141,0.3718213,0.39911166,0.46556658,0.26904532
0.07526152,0.30841857,0.20588173,0.46014163,0.8811617,0.48228242893694573,0.46771738,0.48329917,0.60137266,0.2061325
0.086442694,0.38107136,0.19478984,0.5139098,0.63412774,0.6215958972957538,0.33932438,0.3295832,0.28487957,0.22211346
0.15796748,0.47947058,0.30995366,0.63099635,0.8340467,0.5258090315485419,0.47614798,0.44185898,0.5653931,0.3244663
0.10366772,0.4347801,0.2483969,0.5320182,0.8440665,0.48958672937520376,0.45736763,0.4102289,0.40518087,0.21783257
0.36327997,0.6376348,0.49016583,0.65882766,0.7767944,0.2232702133962128,0.66905844,0.64770937,0.6746357,0.5755563
0.40391356,0.66554004,0.5516845,0.73405206,0.83605886,0.259554115573247,0.6524629,0.59769094,0.71929127,0.6034627
0.3459751,0.23604758,0.3737337,0.5487076,0.8324666,0.48552926913175615,0.51677895,0.4766643,0.5258702,0.3782353
0.33330226,0.6537756,0.47014722,0.6873877,0.77633417,0.2554358353261501,0.6545743,0.6161859,0.6003228,0.50440735
0.13262248,0.35039258,0.19469568,0.43210334,0.7715719,0.6063445363806722,0.31239724,0.3618457,0.27821064,0.15777951
0.068560936,0.2499956,0.10503921,0.3784242,0.40585282,0.8969262538155752,0.0484665,0.108581915,0.03779304,0.23005812
0.27042058,0.3806344,0.33083948,0.51178783,0.45915264,0.37783042266982536,0.52927595,0.46854085,0.3354963,0.14675103
0.24271458,0.28756744,0.28002834,0.45525035,0.5206415,0.4857030291421818,0.4971858,0.45462793,0.43337417,0.18087131
0.09541932,0.24142155,0.17337392,0.47177696,0.3065221,0.5620383337223,0.32559907,0.2828997,0.28394002,0.0547681
