rely,data,time,turn,acap,pcap,modp,loc,actual
1.0,0.636363636363637,0.1666666666666668,0.7142857142857147,0.0,0.527777777777778,1.0,0.2587237156147105,0.5611763983114068
0.3846153846153847,1.0,0.090909090909091,0.0,0.2,0.4166666666666667,0.2142857142857144,0.2177836623055347,0.2149445765791067
0.6153846153846153,0.272727272727273,0.4090909090909091,0.4642857142857144,0.2,0.2222222222222222,0.2142857142857144,0.1010609571261824,0.0630238456745157
0.6153846153846153,0.272727272727273,0.1212121212121213,0.4642857142857144,0.2,0.2222222222222222,0.4285714285714286,0.0653472936011567,0.0467873724120378
0.2,0.272727272727273,0.090909090909091,0.0,0.3866666666666667,0.4166666666666667,0.0,0.0766711381334819,0.039239606462994
0.6153846153846153,1.0,0.2272727272727271,0.0,0.2,0.2222222222222222,0.0,0.0313757600041811,0.0453831368866343
0.2923076923076922,0.272727272727273,0.1060606060606061,0.7142857142857147,0.2,0.2222222222222222,0.2142857142857144,0.0400864096444312,0.0334471349207045
0.6153846153846153,0.0,0.5303030303030305,0.0,0.3866666666666667,0.4166666666666667,0.0,0.0064633020330656,0.0072054835397267
0.6153846153846153,0.636363636363637,0.1666666666666668,0.7142857142857147,0.2,0.2222222222222222,0.666666666666667,0.0095991359035556,0.0080831307431038
0.2,0.272727272727273,0.0,0.4642857142857144,0.5200000000000001,0.2222222222222222,0.2142857142857144,0.000139370394244,0.0001228706084728
0.2,0.272727272727273,0.0,0.4642857142857144,0.3866666666666667,0.2222222222222222,0.2142857142857144,0.0,0.0
1.0,0.636363636363637,0.7272727272727273,0.7142857142857147,0.2,0.2222222222222222,0.4285714285714286,0.0522813191407815,0.0927760858690023
0.2,0.636363636363637,0.0,0.4642857142857144,0.0,0.4166666666666667,0.666666666666667,0.337990627340987,0.0610930218270859
1.0,0.636363636363637,0.7272727272727273,0.2499999999999999,0.2,0.2222222222222222,0.2142857142857144,0.0348600198602811,0.0525798439543272
0.6153846153846153,0.636363636363637,0.090909090909091,0.0,0.3866666666666667,0.4166666666666667,0.2142857142857144,0.0183097855438058,0.0196680738276827
0.0,0.0,0.090909090909091,0.4642857142857144,0.3866666666666667,0.4166666666666667,1.0,0.0095991359035556,0.0066788952177003
0.2,0.5000000000000006,0.0,0.0,0.64,0.6527777777777778,0.4285714285714286,0.0113412658316057,0.0043092477685819
0.2,0.0,0.0,0.4642857142857144,0.2,0.2222222222222222,0.4285714285714286,0.0505391892127314,0.0036071300058802
0.3846153846153847,0.272727272727273,0.0,0.0,0.0,0.4166666666666667,0.0,0.0113412658316057,0.00053536479406
0.3846153846153847,0.272727272727273,0.0,0.4642857142857144,0.0,0.0,0.2142857142857144,0.0036758941481855,0.0001843059127092
0.3846153846153847,0.0,0.0,0.0,0.2,0.6527777777777778,0.666666666666667,0.0008884862633055,0.0001843059127092
0.2,0.0,0.0,0.0,0.3866666666666667,0.0,0.2142857142857144,0.002891935680563,8.776472033771834e-06
0.2,0.454545454545455,0.0,0.7142857142857147,0.2,0.3194444444444446,0.3095238095238095,0.0379087472343687,0.0034316005652047
0.3846153846153847,0.454545454545455,0.0,0.7142857142857147,0.2,0.4166666666666667,0.4285714285714286,0.0231877493423459,0.0067666599380381
0.2,0.454545454545455,0.090909090909091,0.7142857142857147,0.3866666666666667,0.4166666666666667,0.666666666666667,0.0249298792703959,0.0071177188193889
0.2,0.454545454545455,0.0,0.7142857142857147,0.3866666666666667,0.4166666666666667,0.4285714285714286,0.028762565112106,0.0087852485058056
0.2,0.454545454545455,0.0,0.7142857142857147,0.3866666666666667,0.2222222222222222,0.4285714285714286,0.0618630337450567,0.01054054291256
0.0,0.0,0.0,0.0,0.0,0.0,0.666666666666667,0.0183097855438058,0.0026417180821653
0.2,0.0,0.0,0.4642857142857144,0.64,0.6527777777777778,0.666666666666667,0.4024494346788383,0.1111189124195855
0.3846153846153847,0.272727272727273,0.0,0.0,0.0,0.0,0.0,0.077542203097507,0.0131734845226915
0.6153846153846153,0.272727272727273,0.4545454545454546,0.0,0.2,0.2222222222222222,0.4285714285714286,0.0191808505078308,0.0149287789294459
0.2,0.272727272727273,0.0,1.0,0.64,1.0,1.0,0.0069859410114806,0.0101894840312091
0.2,0.0,0.0,0.4642857142857144,0.3866666666666667,0.4166666666666667,1.0,0.0054180240762356,0.0030805416838539
0.2,0.0,0.1666666666666668,0.4642857142857144,0.0,0.0,0.4285714285714286,0.002891935680563,0.0007108942347355
0.3846153846153847,0.0,0.0,0.0,0.3866666666666667,0.4166666666666667,0.2142857142857144,0.0021079772129405,0.0012374825567618
0.2,0.0,0.0,0.0,0.2,0.6527777777777778,0.666666666666667,0.003763000644588,0.0010619531160863
0.6153846153846153,0.0,0.4545454545454546,0.4642857142857144,0.2,0.4166666666666667,0.666666666666667,0.0217940453999059,0.0835607902335419
0.3846153846153847,0.0,0.1666666666666668,0.4642857142857144,0.3866666666666667,0.4166666666666667,0.666666666666667,0.0130833957596557,0.0202824268700467
1.0,0.0,1.0,0.4642857142857144,0.0,0.0,0.2142857142857144,0.0200519154718558,0.0108916017939108
0.3846153846153847,0.0,0.090909090909091,0.0,0.3866666666666667,0.4166666666666667,0.2142857142857144,0.0183097855438058,0.0056257185736477
0.6153846153846153,0.0,0.1666666666666668,0.4642857142857144,0.2,0.2222222222222222,0.666666666666667,0.004111426630198,0.0044847772092574
0.3846153846153847,0.0,0.0,0.0,0.2,0.2222222222222222,0.0,0.0226651103639309,0.0038704241668933
0.2,0.0,0.1666666666666668,0.4642857142857144,0.0933333333333334,0.0,0.2142857142857144,0.0062019825438581,0.0028172475228407
0.3846153846153847,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0069859410114806,0.0007986589550732
