rely,cplx,virt,turn,pcap,vexp,tool,sced,loc,MI_loc_data,actual
0.13168171,0.43776077,0.11056307,0.43715215,0.14878981,0.10998248,0.34766674,0.09834515,0.17527416,0.0043710023,-0.06994775
0.24599664,0.46645343,0.13818099,0.43335652,0.09661119,0.007861942,0.28563488,0.034778964,0.09794583,-0.03499528,-0.049283672
0.27931216,0.4177352,0.029356778,0.29536393,0.03640177,0.017018922,0.20822203,0.04119438,0.18839845,0.009262271,-0.059292305
0.3631379,0.40739793,0.27027106,0.4562627,0.096627876,0.13676761,0.37498674,0.044958577,0.10638909,-0.03488522,-0.0520205
0.09756203,0.44503278,-0.011493385,0.32546493,0.09918356,-0.059667394,0.20526272,0.07814023,0.17206469,0.014127752,-0.06783429
1.2728207,0.9689902,0.7185674,0.64829576,-0.0571733,0.43525094,0.3621124,-0.18450299,0.1807,-0.08798947,-0.38886338
0.2709575,0.43561244,0.21734151,0.4633444,0.14572236,0.14401497,0.38610482,0.06935638,0.08366675,-0.02796495,-0.021261279
0.19135082,0.4181132,0.1623116,0.52466255,0.2041304,0.13156873,0.4799014,0.09400846,0.11518115,-0.027286641,-0.012786191
0.038548846,0.44690037,-0.03664439,0.32079327,0.13601752,0.027325569,0.2650302,0.06211593,0.17451401,0.019797724,-0.050844703
0.2842877,0.4266025,0.28716618,0.61675495,0.140991,0.16336557,0.46890065,0.074930795,0.10797439,-0.079660654,-0.072034225
0.112421684,0.46201405,0.20211934,0.6249433,0.13741498,0.1025908,0.42599815,0.15558107,0.15407169,-0.03858307,-0.079037756
0.1407681,0.53417915,0.22761455,0.8312913,0.09821467,0.081322744,0.48952672,0.1421786,0.16592918,-0.14452669,-0.17612027
0.43735248,0.4970884,0.33319312,0.6441346,0.07760866,0.13056882,0.4468722,-0.018518686,0.07913976,-0.11432973,-0.1098233
0.01198739,0.42233258,0.030583337,0.45851207,0.17027754,0.037615106,0.31545377,0.14320546,0.15989327,-0.023015961,-0.076591805
0.15775612,0.6038018,0.009986103,0.47389573,0.004188679,-0.17493743,0.19674645,0.06203624,0.22176185,-0.03369703,-0.15498729
0.23276019,0.42697233,0.1395543,0.4230879,0.08913095,0.03713774,0.27242094,0.033864375,0.12939814,-0.034752257,-0.07382846
0.04311378,0.40101194,0.04498544,0.4296801,0.2359349,0.14813964,0.34155214,0.19512299,0.21627492,0.029336078,-0.07395856
0.16756247,0.5154108,-0.044056132,0.41201723,0.037023403,-0.1769917,0.13117057,0.049770087,0.25377685,-0.001118023,-0.11968213
0.15035963,0.43366376,0.2505342,0.66580546,0.16125728,0.16064054,0.46357837,0.16360521,0.128764,-0.06685489,-0.09733279
0.123602144,0.43524265,-0.002386108,0.2915934,0.14001,0.03864538,0.30833656,0.043413512,0.11495502,0.006792335,-0.017761167
0.3108393,0.442717,0.24914728,0.52925134,0.12532955,0.15719411,0.403473,0.055862844,0.10628525,-0.06172151,-0.08013025
0.24354993,0.4724628,0.039957725,0.33302894,0.025708701,-0.0974588,0.18085952,-0.000308156,0.12051426,-0.017552633,-0.08876082
0.23546457,0.48132622,0.02162392,0.28599653,0.03153579,-0.078261785,0.17142883,-0.010609999,0.12566432,-0.010125816,-0.07574491
0.4655478,0.4926342,0.27823412,0.4335345,0.04736077,0.11474613,0.25416836,0.015219912,0.09348444,-0.058343045,-0.1260773
0.6384556,0.55951333,0.36794645,0.44889432,0.0038178042,0.20471847,0.2742773,-0.020796582,0.12283273,-0.06016165,-0.17763558
0.35996562,0.45261195,0.29315674,0.53281665,0.12275572,0.1674408,0.39153293,0.04708839,0.09740568,-0.05658763,-0.076773286
-0.011580791,0.45662975,-0.063127965,0.40044624,0.12349136,-0.06224346,0.23986417,0.1148819,0.20504788,-0.011376172,-0.103539854
0.93767166,0.76944035,0.61840343,0.6803099,0.021222271,0.39445174,0.43897232,-0.06517067,0.14136676,-0.106810234,-0.25367504
0.3210116,0.4654844,0.27842975,0.5320562,0.20308627,0.19143474,0.4306364,0.09471023,0.10251156,-0.02966842,-0.03071436
0.2637601,0.44166568,0.22248162,0.57902837,0.114324495,0.06155876,0.37737754,0.0718249,0.098640405,-0.07928304,-0.08134392
0.33132654,0.46674648,0.20765969,0.52014786,0.03456768,0.008218359,0.31326535,-0.0017593801,0.10092866,-0.08647722,-0.10677688
0.57066715,0.5256595,0.3345421,0.42881155,0.05082597,0.18866521,0.27847552,-0.009809852,0.09150149,-0.037873864,-0.10715258
-0.0013823435,0.72618586,-0.13262105,0.4562723,0.05343742,-0.29014686,0.20384099,0.08101789,0.3352232,0.007271193,-0.17441574
0.31543368,0.44137144,0.27104026,0.6173331,0.12842318,0.10646177,0.45060244,0.040651135,0.09412299,-0.069501154,-0.043215033
0.09954129,0.4305334,0.15504415,0.6219639,0.19722939,0.1527188,0.46530455,0.18132436,0.22420529,-0.040718928,-0.09522772
0.28749537,0.45202777,0.10796576,0.3605678,0.014257345,-0.026058584,0.20882559,0.019588947,0.13852394,-0.030830584,-0.08607258
0.21243885,0.45353913,0.04918688,0.36540776,0.033560425,-0.05753112,0.26065934,-0.0020686984,0.14363523,-0.026574016,-0.06639399
0.32470572,0.77038115,-0.124411196,0.40889072,-0.012066562,-0.34210563,0.06667389,-0.074240096,0.31067446,0.0035906434,-0.218175
1.281602,0.96143144,0.83017886,0.80386955,-0.045242805,0.5118471,0.49125767,-0.14242846,0.20661257,-0.120234914,-0.40077135
0.2030992,0.44017288,0.16102591,0.49937224,0.17475288,0.10339965,0.40178305,0.087470464,0.11176823,-0.021865204,-0.020988245
0.23259938,0.46599662,0.17897226,0.48407412,0.2091909,0.14365363,0.41244638,0.09753867,0.11158652,-0.005072467,-0.0060847476
0.3748082,0.588357,0.081239365,0.3778695,0.0012607314,-0.07361398,0.17294286,-0.025525443,0.1634863,-0.030535065,-0.12961586
0.1474805,0.39500928,0.12286201,0.47708493,0.22413482,0.14601147,0.40235308,0.14722131,0.13074888,-0.011084881,-0.01495662
0.3363576,0.45027444,0.23570776,0.47006655,0.12846038,0.09962779,0.35237807,0.04499576,0.07887274,-0.033290334,-0.03993314
0.101923846,0.4124068,0.12434104,0.49262017,0.21261093,0.1405631,0.40905777,0.14458099,0.15045479,-0.0088100955,-0.034857016
0.3068788,0.43817928,0.23182938,0.50501513,0.14659093,0.12010407,0.3948753,0.050495632,0.07414858,-0.040677316,-0.03554338
0.28081703,0.49759626,0.25274837,0.68069816,0.07136393,0.08049749,0.38924155,0.07497033,0.11890589,-0.12148348,-0.14630008
0.34404844,0.43611494,0.20728728,0.41434145,0.11212142,0.10885615,0.36324835,0.04616929,0.09230011,-0.030062616,-0.023777831
0.08172157,0.4889467,-0.00068460405,0.41848487,0.05927395,-0.14093533,0.19676389,0.10422251,0.18133312,-0.029575117,-0.118456766
0.25609672,0.4454635,0.2744099,0.6397791,0.12423356,0.119377516,0.41639686,0.09842701,0.104374774,-0.08832752,-0.085831136
0.4236158,0.52522504,0.1889454,0.4352063,0.027240805,0.081823215,0.25289884,-0.00039218366,0.16415021,-0.026053648,-0.13273442
0.2744283,0.4729288,0.11833887,0.38618326,0.05539363,-0.027912728,0.23490155,0.022125714,0.10499411,-0.029065467,-0.07229227
0.4325053,0.47557983,0.30426383,0.52904713,0.03595407,0.10545188,0.38414377,-0.00026815385,0.10888122,-0.08000783,-0.12512648
0.45158648,0.46979985,0.26002797,0.42865044,0.037172332,0.10139432,0.32389918,-0.0038905144,0.096342154,-0.044304125,-0.09327696
0.206849,0.44159314,0.1681206,0.50292426,0.22647722,0.15669888,0.43851268,0.104316264,0.11980348,-0.008093245,-0.0109174065
0.17045686,0.5281999,-0.091800064,0.28306565,0.046589095,-0.17705354,0.15474583,-0.018670209,0.16867019,-0.006376855,-0.054113816
0.72720826,0.640895,0.45350444,0.5432783,0.0021399446,0.28339413,0.28767365,0.038319126,0.19441135,-0.05709201,-0.2682092
0.25430185,0.46412602,0.16966626,0.4642828,0.165181,0.08097234,0.35598665,0.06334076,0.09295353,-0.017545827,-0.024488244
0.43396163,0.5115101,0.23121302,0.57953537,0.01929107,0.044950455,0.36714318,-0.061718144,0.1100847,-0.103910215,-0.15689693
0.014203766,0.50025547,-0.014034569,0.40410525,0.07830702,-0.098319255,0.22404698,0.1137915,0.1956879,-0.008701552,-0.09434253
0.14430001,0.45757183,0.03582983,0.34786302,0.11685082,-0.011891879,0.25670618,0.050495274,0.12650484,-0.006013125,-0.038127277
0.8090895,0.6777278,0.4362732,0.50678825,-0.043926243,0.21988517,0.24983177,-0.02263499,0.17533557,-0.060237646,-0.27683127
0.15903024,0.4079314,0.02114115,0.33682343,0.157918,0.05378161,0.36865532,0.0578202,0.12745571,-0.0072455853,-0.013295498
0.6472037,0.5713723,0.30989188,0.49469382,-0.051124353,0.12666374,0.21691623,-0.014725827,0.15909736,-0.078563206,-0.22635773
0.26236135,0.43806928,0.07814779,0.34670568,0.015813679,-0.060527787,0.22249028,0.008819226,0.13162288,-0.01709212,-0.07468945
0.48446834,0.4859949,0.3471409,0.49105304,0.07989061,0.20505878,0.34311405,0.03428819,0.08663877,-0.04827366,-0.07283312
0.21254629,0.43119764,0.18064278,0.541,0.18375558,0.09267144,0.4323753,0.09851393,0.120830335,-0.043855183,-0.02906185
0.074150234,0.45672348,0.08199808,0.6154129,0.08967772,-0.027150676,0.30831468,0.12847698,0.20148237,-0.056085333,-0.1509408
0.41512227,0.56467056,0.055690058,0.3572322,-0.03639062,-0.081780545,0.18843618,-0.045547135,0.21681483,-0.030855224,-0.13168547
0.37032682,0.5261592,0.110094115,0.32158542,0.0110236965,-0.009189017,0.179807,0.0019360483,0.15543953,-0.022428308,-0.10787657
0.5025394,0.50495845,0.3758512,0.4905635,0.07335438,0.22712886,0.331807,0.019962374,0.10107993,-0.052365795,-0.109861314
0.45469093,0.49892938,0.20934968,0.4387074,-0.03231475,0.0087586045,0.23613927,-0.007100545,0.1433838,-0.050566226,-0.14610127
0.9133574,0.8228337,0.428075,0.4847178,-0.06189121,0.26235884,0.2690559,-0.15364271,0.15804712,-0.054134965,-0.26639193
0.29224354,0.43568137,0.17573991,0.53234065,0.056323692,7.518381e-05,0.36592174,0.00019919127,0.09972388,-0.0813066,-0.08733891
0.32223588,0.46257553,0.33980927,0.7477441,0.124097824,0.15805754,0.5221218,0.076735616,0.1254885,-0.114620306,-0.09894273
0.21771643,0.4268578,0.24074158,0.5436092,0.12222339,0.13380341,0.40069893,0.11127701,0.12043622,-0.029634304,-0.06261715
0.24075645,0.4540341,0.17006476,0.47596604,0.19606821,0.11108743,0.39382654,0.077380285,0.09046216,-0.012661502,-0.006996177
0.2558568,0.41689003,0.22364567,0.57490444,0.14977784,0.10384316,0.44838482,0.056049787,0.09199037,-0.06580242,-0.03742117
0.114148535,0.408858,-0.031770878,0.26995116,0.11465821,-0.021771215,0.23255348,0.04426956,0.12410433,0.021110011,-0.009575259
1.2205651,0.9208304,0.58985376,0.58185935,-0.13047932,0.31828836,0.32146785,-0.18355912,0.20871902,-0.088479035,-0.39645404
0.242424,0.4493819,0.19974247,0.5182006,0.2295236,0.17383799,0.4609657,0.102143854,0.10385944,-0.011673663,-0.006074775
0.33465296,0.5077666,0.04547905,0.3122154,0.012525793,-0.07232429,0.17059094,-0.023421071,0.1481605,-0.02494935,-0.10035163
0.3089068,0.45201093,0.36381584,0.6601977,0.13985673,0.24574286,0.48144892,0.0956901,0.120272994,-0.09440125,-0.11201401
0.4326933,0.49610916,0.21029632,0.35764545,0.023851013,0.09149878,0.22629586,0.02351946,0.13171987,-0.024905168,-0.07914142
0.40882027,0.46956468,0.3108122,0.5069492,0.10425967,0.16028744,0.32659346,0.07708776,0.08242788,-0.050271966,-0.08215399
0.25800276,0.4636853,0.15727925,0.44539785,0.124737516,0.053005423,0.32883954,0.049003616,0.09643651,-0.022792224,-0.030173201
0.16176225,0.4217302,0.18343572,0.5385857,0.25243455,0.21376523,0.5083907,0.14114237,0.13673855,-0.007722173,-0.01506434
0.6291835,0.58072156,0.5695299,0.8613562,0.0814613,0.33132148,0.5609376,0.010411952,0.15364727,-0.14609593,-0.20190531
0.25026143,0.44252035,0.22278856,0.49539,0.1842262,0.1535567,0.4262717,0.1048293,0.110806845,-0.002515126,-0.011016224
0.19044644,0.44887462,0.17775522,0.4920357,0.16805653,0.08859345,0.39537883,0.099817656,0.116176076,-0.005042482,-0.008956332
0.19754833,0.4280996,0.15379488,0.47808516,0.19635865,0.12664336,0.43510833,0.09919515,0.1013077,-0.0206239,-0.012381386
0.29341912,0.4393349,0.247084,0.6177533,0.12480329,0.07468967,0.4572726,0.035662033,0.08370689,-0.088776164,-0.04911096
0.20502588,0.43138564,0.053349655,0.36928654,0.101292565,-0.018675119,0.33111316,-0.00093340874,0.10999299,-0.024700597,-0.023686256
0.60307026,0.5426909,0.35181534,0.39775467,6.340444e-06,0.1916655,0.2625838,-0.025905028,0.14106141,-0.063441396,-0.19099091
0.16324086,0.3985049,-0.030928537,0.29035452,0.10191463,-0.03619965,0.262394,0.040405393,0.14857009,0.00044570863,-0.013698678
0.18187071,0.44012043,0.11365062,0.45525426,0.096465066,-0.014147356,0.27989632,0.06743767,0.11113547,-0.03497199,-0.05839662
0.25731096,0.42007914,0.24691819,0.5894019,0.15995632,0.13087386,0.47325662,0.066882834,0.0971555,-0.067667924,-0.033966634
0.37395644,0.51061875,0.3546714,0.822159,0.09900527,0.16008255,0.5741674,0.027321234,0.12542191,-0.14171353,-0.13280219
0.36904943,0.45023492,0.19191605,0.3832453,0.064627886,0.081137925,0.23323634,0.018462833,0.13191079,-0.028754838,-0.10289064
1.4998246,1.1558414,0.67648137,0.69427735,-0.18966521,0.29382214,0.2539649,-0.26241058,0.25101566,-0.12976044,-0.5451481
0.5739969,0.54766583,0.27061334,0.5515124,-0.06162117,0.012840234,0.31505045,-0.10665531,0.14377421,-0.12004591,-0.2247591
0.25933814,0.53292435,0.35891023,0.8466633,0.14212312,0.19233644,0.59401584,0.09550348,0.14718673,-0.11309747,-0.14359823
0.2331959,0.49442425,0.03247526,0.31665468,0.043529943,-0.09249165,0.19138959,0.0057652965,0.12789732,-0.020209275,-0.077772126
0.39535636,0.46464422,0.3368278,0.53482366,0.1631019,0.20237368,0.4066074,0.093218975,0.08451347,-0.036573224,-0.06359522
1.2173116,0.9273603,0.77746177,0.8066755,-0.049578797,0.44525427,0.4648967,-0.16239333,0.21418917,-0.12157766,-0.4001726
0.24135645,0.4040596,0.104566656,0.3808844,0.07394826,0.02953429,0.23228148,0.033850074,0.14101362,-0.011138551,-0.07481901
0.59896046,0.74865866,0.17925794,0.5307057,-0.030003075,-0.04323545,0.17366481,-0.035192117,0.24825843,-0.049083658,-0.24880436
0.29747105,0.5459778,0.44416276,0.8929681,0.15778145,0.32473296,0.6175503,0.13530758,0.16172612,-0.14133295,-0.20145455
0.31808943,0.44771558,0.25096077,0.5313983,0.08749169,0.07989289,0.31957543,0.08248441,0.09685131,-0.061395563,-0.10140158
0.077512346,0.45174167,0.0074524656,0.3697949,0.1145713,-0.038096115,0.24414837,0.07573331,0.14508893,-0.014986653,-0.061750557
0.4201017,0.4579127,0.26954436,0.4375173,0.078659214,0.10503119,0.2779924,0.021891754,0.093852125,-0.03284301,-0.09611024
0.5248089,0.49494863,0.26645803,0.43133187,-0.021889728,0.082473196,0.28780356,-0.043649144,0.107910305,-0.0705141,-0.14506575
0.8742045,0.7508461,0.48117262,0.53659445,-0.020654451,0.2810272,0.30997947,-0.11837844,0.12513705,-0.06431728,-0.24865931
0.3694861,0.680541,0.049730886,0.44725,-0.039928045,-0.17653847,0.17871514,-0.027549736,0.23868641,-0.03838037,-0.18293345
0.16874596,0.47538412,0.21476223,0.7182712,0.09030834,0.06989541,0.439059,0.11676969,0.13934956,-0.09920167,-0.13826707
0.50552505,0.5819935,0.518543,0.91429406,0.1422554,0.31875104,0.62126625,0.0491029,0.13419011,-0.16716504,-0.17409705
0.3507064,0.48451304,0.088869706,0.33416653,0.03319429,0.008191984,0.20860247,-0.009999812,0.17269388,-0.012936447,-0.087256104
0.37793195,0.44651797,0.116171435,0.33600616,-0.0038152188,0.008580353,0.21529755,0.017643668,0.18156563,-0.016245972,-0.07857485
0.25831926,0.4346468,0.2553385,0.58102113,0.16402018,0.12250722,0.46359354,0.074773766,0.09588375,-0.045411766,-0.021978471
0.50376236,0.53782046,0.18781455,0.3853191,-0.038199563,-0.031129777,0.16232413,-0.055871315,0.15009858,-0.059083097,-0.18650822
0.5211829,0.5190646,0.26175296,0.43977696,-0.014548965,0.10373326,0.32384235,-0.04790721,0.14233121,-0.06370541,-0.15006112
0.30211252,0.48463365,0.16359392,0.40447897,0.051498007,0.0023384802,0.24011987,0.024997309,0.10627916,-0.040483356,-0.08021513
0.34886783,0.41211638,0.2287231,0.47459483,0.05415204,0.08441857,0.33655524,0.01259407,0.08477119,-0.069288805,-0.064648494
0.03959491,0.43205383,-0.007266991,0.43516725,0.13810791,-0.028765976,0.27693766,0.11861494,0.14347582,-0.03028018,-0.08268884
0.26581514,0.4677668,0.22790307,0.6178325,0.061148454,0.0970325,0.30961254,0.12391246,0.15045643,-0.084399335,-0.19349565
0.062450282,0.46280453,0.051689647,0.47624928,0.087262005,-0.0397321,0.27818897,0.107256964,0.16884321,-0.040760227,-0.06800017
0.2775224,0.411772,0.12173085,0.40437537,0.004590396,-0.051591687,0.18011093,0.034716357,0.15543963,-0.025990795,-0.14644699
0.46880883,0.5892323,0.06513876,0.3895635,-0.03982814,-0.16872215,0.10885964,-0.057585917,0.23572145,-0.027716331,-0.19516985
0.39679188,0.47733426,0.36056545,0.671117,0.08532352,0.16202894,0.44405442,0.027596265,0.10307657,-0.120965265,-0.12928826
0.7580065,0.74870855,0.17881462,0.4127826,-0.07241768,0.012764484,0.21704814,-0.11510161,0.23638017,-0.062817745,-0.23244935
0.21861194,0.4868871,0.09011883,0.40034896,0.04451567,-0.05994124,0.23378074,0.018491495,0.115526065,-0.041333474,-0.06764053
0.18007201,0.420202,0.2143923,0.5567949,0.2045697,0.18697408,0.46095902,0.13957095,0.14738755,-0.027041696,-0.033251654
0.653005,0.5737084,0.3249732,0.4170257,0.018490687,0.17499024,0.24483624,-0.009045862,0.14326221,-0.056589134,-0.18123485
0.1785566,0.41895962,0.11329393,0.42525268,0.16977112,0.096919745,0.4270643,0.09019446,0.11758171,-0.011663385,-0.010220934
0.06550646,0.40523517,0.070252255,0.47658873,0.21503943,0.09569273,0.38214704,0.14252457,0.16854572,-0.010574393,-0.050668787
0.41921884,0.636503,0.17274259,0.44031817,-0.012385689,-0.01896187,0.20137146,-0.023210593,0.16631335,-0.034350254,-0.13918057
0.64644885,0.6045934,0.31243432,0.4911372,-0.046870407,0.09517112,0.25486583,-0.10713806,0.1169112,-0.09584466,-0.20558432
0.36789966,0.4825305,0.25671524,0.5996589,0.07716935,0.073176265,0.41662368,-0.009920277,0.08871444,-0.09024792,-0.08753991
0.2238669,0.45674866,0.17368722,0.4540199,0.18604176,0.1166777,0.34714314,0.10580389,0.107645296,-0.0083990805,-0.040804487
0.15641254,0.494163,0.04996388,0.3998506,0.055040825,-0.088990174,0.22006819,0.051826525,0.13673389,-0.029101871,-0.07261905
0.25202194,0.43242154,0.082406804,0.29885322,0.07550539,0.012917303,0.24025661,0.013393808,0.10647103,-0.0022425428,-0.02422605
0.37354076,0.4198095,0.32814872,0.5116498,0.11175363,0.25965148,0.36110055,0.13753465,0.15194023,-0.043787733,-0.11930969
0.09754476,0.5927854,-0.039775662,0.41492134,0.040992107,-0.1997402,0.18763296,0.043983217,0.21821089,-0.0011277199,-0.13531137
0.1134027,0.45182484,-0.086845085,0.24665932,0.07095154,-0.10377603,0.1693665,-0.0028537363,0.14087267,0.016251594,-0.029160377
0.21922462,0.40881744,0.18422325,0.5554304,0.1490601,0.07868507,0.42543414,0.06207031,0.091711216,-0.06084787,-0.03934214
0.24021588,0.43332213,0.09659044,0.34992266,0.059101656,-0.015605964,0.23002335,0.03329219,0.107086174,-0.024602115,-0.070825666
0.3209685,0.4303792,0.2540941,0.5458203,0.13270104,0.12331167,0.3837739,0.06663004,0.085378945,-0.05460254,-0.054447774
0.17071174,0.37965092,0.12593658,0.41321415,0.17505893,0.115797475,0.34687206,0.12871125,0.13052587,-0.022077724,-0.0475701
0.21604227,0.63726324,-0.053654924,0.33380046,0.01767032,-0.18647483,0.15475026,-0.028764963,0.19001266,-0.020751465,-0.11872086
0.7988159,0.67230564,0.4677584,0.54589206,0.0066925064,0.28174004,0.33483833,-0.080231674,0.11658689,-0.08405215,-0.21563753
0.20700052,0.43416947,0.18231854,0.51042145,0.23940654,0.18523234,0.4722149,0.11812265,0.111687005,-0.006568644,-0.00226615
0.20382619,0.42764032,0.16780663,0.49566054,0.2103604,0.15103242,0.4281969,0.107563086,0.1170139,-0.018592723,-0.017332401
0.14504635,0.46021807,0.1749706,0.58164567,0.13852149,0.075956464,0.350922,0.14926574,0.12206153,-0.05621276,-0.08622901
0.28071684,0.43688384,0.1027355,0.3326465,0.07129666,-0.009836689,0.23943663,0.0085400455,0.102562,-0.018131323,-0.050237406
0.45068002,0.48626658,0.2742359,0.45498478,0.021928316,0.04277451,0.22510421,0.03541931,0.11211732,-0.046247043,-0.16519728
0.53690404,0.5456211,0.21467054,0.42887527,-0.06950764,-0.01536604,0.23376092,-0.09137469,0.16072248,-0.059704624,-0.18700948
