PointsAdjust,MI_PointsAdjust_Entities,Effort
0.14674696,0.045477275,0.028236367
0.08252381,0.0013065524,0.0077638365
0.104002334,0.021123715,-0.026773933
0.18555707,0.05950744,0.12454147
0.19079542,0.0862463,0.18167748
0.04498831,-0.016568655,-0.027741516
0.33095294,0.17998028,0.1915306
0.12815067,0.054497663,0.061046313
0.20907584,0.057483155,0.078199446
0.36973846,0.18450469,0.20171426
0.12186949,-0.006777147,0.123578854
0.3162555,0.30535924,0.38292593
0.043528996,-0.032003548,-0.044217907
0.2000581,0.07451418,0.12648696
0.12828353,-0.0040313713,0.0691756
0.12405996,-0.008472493,0.08656285
0.12964037,0.04162759,0.050246414
0.09694916,-0.0008710399,0.03987532
0.20727581,0.054929916,-0.0040523903
0.14389789,0.008663498,0.09391642
0.13048226,0.019179251,0.0041042343
0.16227162,0.053247493,0.09002459
0.31171238,0.121891126,0.2201778
0.3096135,0.13685693,0.11587322
0.105552755,-0.052800998,0.041102864
0.11484007,0.028896336,-0.03796203
0.21755731,0.10441925,0.11757438
0.2847634,0.23525341,0.25574985
0.1910598,0.05646133,0.16289204
0.2923242,0.10271075,0.09254769
0.10147421,-0.0030245967,0.018139357
0.28581333,0.23924531,0.24609596
0.12852113,0.0023001172,0.065013565
0.210475,0.0728285,0.18922056
0.24815091,0.09069486,0.17498027
0.1721887,0.021319322,0.07672892
0.12327942,0.0076590218,0.010136937
0.14819327,0.019273605,0.17170964
0.15775736,0.049829606,-0.0136178015
0.0611007,0.0041928403,-0.011165393
0.14312683,-0.0017418303,0.06496971
0.17940927,0.0028857328,0.15676574
-0.03449478,-0.06761154,-0.02452868
0.19043875,0.007965155,0.29743415
0.21270192,0.11678828,0.27004927
0.18291438,0.031198863,0.17970607
0.07472281,0.0060361437,-0.026552312
0.09021041,0.008342516,0.034900982
0.23961914,0.039055016,0.12017169
0.14912805,0.055252407,0.06731724
0.23853692,0.07647133,0.07769115
0.1751301,0.005940065,0.06671844
0.4085102,0.37129882,0.33348843
0.14301261,-0.007827561,0.03502934
0.0900307,0.009081699,0.017607156
0.16557431,0.0074450746,0.18231066
0.14795001,0.022000581,0.1105592
0.5932738,0.6523099,0.5206504
0.09496871,0.034545932,0.04096678
0.1636156,-0.0045343526,0.05793714
0.08706794,-0.045040667,0.0043920777
0.6965078,0.6361883,0.60220313
0.2897037,0.23110022,0.2564105
0.19144592,0.067850485,0.0660485
0.23090002,0.08417414,0.026599286
-0.041115977,-0.07685684,-0.034170948
0.16426462,0.067218736,0.15745758
0.106244765,0.04715341,-0.020829717
0.12037834,0.030524295,0.03189496
0.45598984,0.22160606,0.24401174
0.22647011,0.08049229,0.07184264
0.13979483,0.033512767,0.032968473
0.18001449,0.053719077,0.09975342
0.06523554,-0.04534966,0.0066541275
0.21993145,0.01054474,0.15746322
0.24971893,0.093104154,0.05960921
-0.04191856,-0.07377118,-0.032801673
0.3543711,0.108353585,0.1459864
0.5236713,0.4552652,0.3653487
0.14097041,0.002210509,0.07499048
0.49359408,0.28131634,0.39514184
0.123772606,-0.00048467517,-0.015795758
0.23681843,0.10234341,-0.10424515
0.12393037,0.017759517,0.064700514
0.20436212,0.037592124,0.21593778
0.1820668,-0.012039263,0.19079348
0.085712254,0.011881869,-0.0022744078
0.50857013,0.3837177,0.38292244
0.31198043,0.07556717,0.14671113
0.15989691,0.044169363,0.087493524
0.7099883,0.80837524,0.6650899
0.1854836,0.06947932,0.10731668
0.18218136,0.037058737,0.15354702
0.100804284,0.031428862,-0.011203911
0.10851023,0.015196174,0.09110886
0.118063904,-0.003573805,-0.012982326
0.16077545,0.118445694,-0.0052211676
0.39591157,0.40587708,0.2615022
0.07555638,0.01507619,-0.074634604
0.13268593,0.0038321577,0.031431675
0.19871277,0.044428978,0.14862187
0.21307567,0.14970492,0.057734564
0.18060726,0.051114943,0.017794779
0.120817095,0.020741925,-0.04329708
0.20734683,0.072779685,0.0933818
0.23744464,0.036504086,0.0907302
0.17340413,0.015404683,0.100046135
0.1895423,0.047542874,0.11802783
0.57898504,0.40903124,0.41253287
0.21395415,0.07592459,0.118295096
0.09369912,-0.019742327,0.016785208
0.17136413,0.03290272,0.25039756
0.08526077,-0.012695333,-0.0031991506
0.14297202,0.016165227,0.09566474
0.07544802,0.011315826,0.012004073
0.19392613,0.10169932,-0.021418357
0.12036071,0.031620402,0.031633075
0.19283417,0.037728447,0.30655307
0.18384057,0.03009263,0.15541011
0.15227175,0.03837735,0.0565374
0.12860435,-0.025122022,0.16892251
0.18045214,0.040479552,0.12449577
0.17038216,0.054494653,0.08115064
0.6096353,0.37358978,0.26466706
0.13949908,0.027610932,0.13496415
0.26418638,0.18285705,0.21396667
0.08164215,-0.0025857054,0.0010897334
0.18081114,0.13965815,0.020161891
0.0733324,0.003080003,-0.020452552
0.09582406,0.01344284,0.021763379
0.17420399,0.028447669,0.15598702
0.18271002,0.036466587,0.14347458
0.15345524,0.03993136,-0.030483084
0.091384925,0.0026290454,-0.028210806
0.30105957,0.10478847,0.26430002
0.164349,0.03553992,0.21346378
0.15218815,-0.01948279,0.17598838
0.15546696,0.037670437,0.07437239
0.7573331,0.5879671,0.4807421
0.14343119,0.010407191,0.2263194
0.084996834,-0.018436702,0.030619575
0.16426569,0.049390625,-0.04123383
0.008296296,-0.03891319,-0.06022275
0.16631605,0.021819301,0.14259133
0.18338934,0.02069633,0.20351091
0.2232964,0.06785081,0.14358369
0.11744834,0.027671237,-0.0004051372
0.18849167,0.041970972,0.13551815
0.17849964,0.04938909,0.08737959
0.19188914,0.07801929,0.10705673
0.1845862,0.034294505,0.10037421
0.38308027,0.1660152,-0.08069219
0.17673025,0.10182765,0.119515
0.5514941,0.40623754,0.3762025
0.31781954,0.11243428,0.122033544
0.2884287,0.14163034,0.29367304
0.28523168,0.18422015,0.17647123
0.58209145,0.43898556,0.36612898
0.4000816,0.37212008,0.34651712
0.13640107,0.02001571,0.09848791
0.20435295,0.048578683,0.14028092
0.08493506,0.012058586,0.0013238068
0.24332684,0.058292676,0.15089357
0.16383812,0.034332734,0.09367155
0.23112136,0.11926769,0.017970266
0.45880848,0.4486635,0.45744693
0.15501973,0.025772411,-0.005189889
0.2184321,0.109930485,0.12638193
0.135836,0.023640197,0.10079151
0.18204135,0.012808386,0.23077963
0.87509215,0.9259749,0.78318477
0.15784684,0.011866104,0.23157142
0.089190006,-0.002118837,0.016450776
0.18130988,0.0103735365,0.10640078
0.278871,0.09703794,0.1003992
0.14255565,0.061595615,-0.017242048
0.14324394,0.028085586,0.16868277
0.13568413,0.030034032,0.022129973
0.18772194,0.064420655,0.15132017
0.14217842,0.0045397133,0.18714364
0.23930189,0.066963345,0.16088314
0.2049895,0.02993958,0.13981465
0.18843517,0.072866246,0.121284135
0.1909391,0.032166693,0.18097661
0.2458506,0.043416325,0.1422211
0.21897623,0.09165631,0.11724036
0.42183927,0.21647526,0.25502944
0.41463807,0.34113747,0.39234588
0.486335,0.23608099,0.1973896
0.01639707,0.014151271,-0.030128429
0.30295205,0.31771958,0.27764365
0.10581398,-0.01848737,0.11459431
0.13958114,0.035773214,0.014972274
0.3344464,0.16485903,0.09407727
0.096214175,0.0051849224,0.034407385
0.39441574,0.16273005,0.17727289
0.087409765,-0.015317775,-0.016287865
-0.031424172,-0.021742392,-0.028567443
0.17232543,0.035311017,0.045792516
0.2560594,0.13259506,0.011742962
0.41974425,0.17690168,0.03533825
0.18012324,0.007098254,0.07016425
0.15992916,-0.00042377785,0.069801584
0.32582816,0.23470338,0.34553975
0.08627345,0.025463436,-0.03946713
0.0060443133,0.009457324,-0.029855983
0.12523884,0.015647266,0.104953006
0.23387247,0.07753363,0.1661958
0.1929662,0.033896055,0.11616397
0.47406983,0.37244943,0.44210672
0.1489375,0.029514845,0.039619196
0.13387446,0.084433734,0.04795466
0.16879734,0.051499125,0.050680578
0.38117155,0.22413807,0.26173097
0.18124351,0.068929076,0.059782665
0.09088269,-0.019863043,-0.012748511
0.07522601,-0.0073696114,0.029275643
0.18049589,0.032978166,0.1080774
0.18991554,0.101938844,-0.04106048
0.17037684,-0.015334414,0.11851953
0.17866743,0.052811068,0.06993823
0.15500206,-0.006001089,0.06519345
0.20186752,0.116689175,0.16530992
0.33757555,0.14430702,0.3382722
0.19382203,0.06892429,-0.044479728
0.14888129,0.08737914,0.1382529
-0.038939893,-0.059490032,-0.014548304
0.20265928,0.026121069,0.2020231
0.10310592,-0.009715466,0.0027218051
0.13352223,0.022657517,0.039006133
0.15084273,0.018964011,0.14889526
-0.001002565,-0.020849578,-0.029414138
0.15739894,0.021983583,0.10307046
0.09079166,0.01236295,0.027218945
0.115746506,0.013811141,0.11286298
0.15243298,0.07890825,0.08184041
0.14204724,-0.017302042,0.05181959
0.1589325,0.03601597,0.0132380575
0.5521705,0.29750434,0.32508865
0.20041454,0.06303452,0.13976918
0.16230503,0.03753222,-0.0063497266
0.30823106,0.11185728,0.103855625
0.25821403,0.12624955,0.27170336
0.20248085,0.005155407,0.10924374
0.07888441,0.0021519326,0.008943921
0.18498906,-0.0069817696,0.09855403
0.44263574,0.21643032,0.06866295
0.1192219,0.05817197,-0.04208301
0.13689213,0.029533502,0.040303167
0.16107437,0.040221486,0.12759005
0.16288903,0.040277515,0.10107958
0.15635797,0.032913115,0.11075781
0.2322171,0.09635821,0.18403417
0.2131753,0.16823456,0.08312625
0.181665,0.06567454,0.086335264
0.16742319,-0.013405068,0.1444351
0.19810924,0.11646716,0.08868018
0.16307846,0.048067313,0.08354373
0.14926594,0.058129843,0.121888265
0.20701754,0.092196405,0.24104904
0.24771321,0.06465131,-0.007002619
0.13721739,-0.009891739,0.06319183
0.1502653,0.024411958,0.19392991
0.27007088,0.11102843,0.22318438
0.1541512,0.041617814,0.11509838
0.22713217,0.15243046,0.33445805
0.08958334,-0.028266361,0.018894548
0.0904534,-0.011129985,0.0026326608
0.0924481,-0.020896818,0.031308543
0.266832,0.1004045,0.26866674
0.22324136,0.05950403,0.13544773
0.068282545,-0.0026450828,0.0058455206
0.21738148,0.12685978,0.14109537
0.16355938,0.028824087,-0.006153522
0.17557567,0.063878074,0.10016472
0.10758154,-0.0105046425,0.012517297
0.18789327,0.050211582,-0.007529421
0.19408944,0.053954806,0.065574974
0.29876155,0.21149786,0.14960785
0.079547495,-0.007188713,0.021083027
0.2217282,0.03460302,0.34939146
0.13943878,0.031599153,0.04867226
0.1934532,0.048325453,0.19098637
0.048228014,-0.018413542,-0.011561901
0.5887552,0.5210821,0.45536962
0.32901916,0.12954475,0.23427023
0.22538495,0.048161056,0.15446512
0.1909787,0.038046967,0.10908123
0.12325135,-0.0039905943,0.05748113
0.2278069,0.07626724,0.2391067
0.120143965,0.0066135675,0.18930927
0.15289743,0.01837822,0.05347256
0.05450715,-0.039246906,0.016502403
0.1610868,0.06449343,0.067622095
0.23668599,0.045633044,0.1187167
0.08844688,0.0047764145,0.04302502
0.05111097,-0.031181158,-0.006028603
0.14426298,0.006644558,0.097755566
0.14040367,0.039888714,0.037120268
0.16232666,0.062441293,0.044127434
0.12677133,0.03305242,0.045041844
0.14283845,0.027053233,0.032029957
0.26357085,0.119470865,0.18680823
0.150813,0.017345905,0.07890546
0.08149624,-0.012120746,-0.01687565
0.27939788,0.25409627,0.37617984
0.61954194,0.5315799,0.51411504
0.18215537,0.03739624,0.110129535
0.111873135,0.0040692687,0.095009744
0.16151875,0.023526471,0.076167084
0.19221368,0.13469158,0.1391428
0.12458931,0.012238797,0.055333886
0.5290206,0.3497551,0.42192528
0.15039378,0.03982057,-0.02627695
0.12749417,0.012837164,0.10440626
0.34425512,0.17961733,0.16108207
0.16184029,0.041714046,0.100547574
0.13832198,0.040455114,0.044995464
0.25903141,0.16934955,0.23340586
0.12095812,-0.002445273,0.0605418
0.23147404,0.120336175,0.22315268
0.2400352,0.022711392,0.12622432
0.16947371,0.041386347,0.09206039
0.047963217,-0.014430992,-0.046906043
0.13770716,0.035562772,0.0655184
0.26054153,0.08955693,0.24131449
0.08182281,-0.019269321,0.05130045
0.1501238,0.03843045,0.063434884
0.10615034,-0.017567193,0.050072707
0.25054997,0.11060883,0.14625104
0.22248504,0.024234045,0.14522684
0.5217649,0.3791271,0.45858383
0.4185752,0.3610488,0.2550022
0.047045995,-0.04294469,-0.01057966
0.15102728,0.022454992,0.032606345
0.16329905,0.01897582,0.111831784
0.14356905,0.02830286,0.036017742
0.17754632,0.0586334,0.103932805
0.23178175,0.03852837,0.14059168
0.33460292,0.15462178,0.13729617
0.12351227,-0.004080169,0.031058278
0.5604582,0.41602495,0.37444824
0.21801576,0.056935284,0.092866555
0.1200864,-0.015664387,0.051523797
0.7595027,0.59057575,0.45803317
0.16400689,0.015084203,0.058070205
0.1983664,0.045413125,0.27961522
0.17546636,0.07085076,0.09199802
0.3458165,0.12574296,0.21122521
0.1854533,0.026410338,0.13872667
0.23730975,0.12263636,0.13457896
0.1484671,-0.013686959,0.13879247
0.112599954,-0.008806862,0.10284519
0.18955582,0.020265378,0.09521073
0.12656298,0.009931557,0.0951806
0.27671078,0.11774497,-0.008375311
0.5046185,0.38842574,0.45527214
0.07503245,0.0036292523,-0.10425019
0.12349946,-0.005366508,0.039072566
0.08032735,-0.017268676,0.051493052
0.12758082,0.012469035,0.06617414
0.14076611,0.00925497,0.106586345
0.13516685,0.057417687,0.12450912
0.2325083,0.13398336,0.17576554
0.09473239,-0.02596549,0.035895526
0.10433644,0.0044478215,0.02404686
0.17200065,0.028675262,0.12360943
0.510586,0.2739992,0.35310838
0.26196596,0.07890777,0.118776746
0.18461418,0.03950868,0.14448239
0.07281231,-0.00024294108,0.0075376257
0.43861568,0.24229597,0.09914087
0.39530805,0.34797394,0.35138223
0.23104182,0.093322724,0.15028057
0.15223658,0.030480359,0.08742185
0.1000852,-0.010093324,0.029337645
0.20118701,0.065111294,0.14529651
0.12127501,0.039400708,0.030759128
0.3807092,0.27319676,0.28579772
0.27265355,0.08898856,0.052476674
0.10616799,0.00884714,0.08356409
0.10227823,0.027106818,-0.087199174
0.16480568,-0.006609883,0.10312314
0.21003237,0.056012597,0.23631234
0.32822576,0.23767759,0.29096162
0.3315408,0.3176551,0.23993579
0.10681052,-0.028500535,0.038449198
0.114355855,0.0065139793,0.15612327
0.29976356,0.11648582,0.17225102
0.16386963,0.052493718,-0.004964106
0.34875083,0.2436295,0.17826006
0.19315234,0.09548202,0.15640949
0.41535988,0.3363384,0.23124798
0.19594625,0.037070904,0.10066827
0.03318021,-0.022373457,-0.033926513
0.18871158,0.084740326,0.1691475
0.080950364,-0.06459059,-0.0059379935
0.318194,0.32616574,0.3090845
0.18517277,0.046093,0.15704192
0.26784453,0.098441795,0.14644764
-0.030621924,-0.05276771,-0.054678936
0.12943192,0.03953037,0.09304637
0.1519716,0.03133962,0.05665018
0.14173758,0.031680603,0.06564619
0.12502633,0.027793456,-0.039984714
0.37379777,0.36620897,0.34790254
0.10529123,-0.024356756,0.042030297
0.19020066,0.06264682,0.10674645
0.25881457,0.09833501,0.06580782
0.18119603,0.087367594,0.15756737
0.1877774,-0.0051658563,0.18419512
