har,t03,t07,t10,t12,t15,MI_size_D_t11,effort_D
0.51957387,0.55474097,0.8194544,0.7598199,0.91156894,0.7931642,0.3409133,0.43960235
0.9156794,1.0585911,1.6407597,1.3576801,1.5563353,1.3306454,0.9149516,0.9729691
0.3498736,0.3777466,0.5381352,0.58256215,0.6392027,0.5895148,0.15928759,0.26015106
0.4168787,0.4282476,0.6064804,0.6475188,0.72611296,0.69759005,0.1853395,0.29476875
0.5060857,0.64741844,0.8429415,0.8046778,0.964432,0.8569687,0.33161932,0.48960805
0.5340458,0.44165835,0.8655123,0.757936,0.8248705,0.7183752,0.35261434,0.39716902
0.44032165,0.38815287,0.5408608,0.57981735,0.6836514,0.64729977,0.12859939,0.24487327
0.42618108,0.36706132,0.6106887,0.6107333,0.68844885,0.6487909,0.1701748,0.2596855
0.68984836,0.8475669,1.0839158,1.0051118,1.1240215,1.0008966,0.44873774,0.68641514
0.46706015,0.50066257,0.70453227,0.72768945,0.8266147,0.7623688,0.2701584,0.39228067
0.48576954,0.481233,0.65438926,0.66538906,0.79356253,0.75486296,0.21850625,0.32190824
0.6239266,0.6422398,1.0492027,0.9062315,1.0436156,0.9371307,0.5005133,0.5585056
0.5087273,0.5257523,0.73952496,0.7307408,0.8721162,0.8136334,0.28332892,0.38994184
0.42748502,0.4799043,0.6034138,0.6301229,0.77595377,0.72118574,0.21886519,0.29726386
0.84521604,0.865674,1.4861649,1.1682545,1.3110512,1.1043618,0.7827066,0.76861346
0.46533257,0.47660536,0.6003104,0.61602026,0.7773185,0.72297865,0.2284286,0.27855024
0.55344474,0.70424616,0.92551565,0.87427276,1.0768104,0.96490175,0.34151462,0.5413227
0.37142822,0.38179365,0.5195428,0.5403064,0.66669244,0.59036696,0.15820402,0.2174764
0.43564823,0.5667244,0.7106292,0.76012343,0.89165264,0.8340328,0.30500996,0.37319812
0.4315034,0.3795563,0.56729907,0.6062431,0.6873456,0.657548,0.12862216,0.25099492
0.45440203,0.44398344,0.6909357,0.6828134,0.78638244,0.7110376,0.22903034,0.33949268
0.6198328,0.71075827,0.9290994,0.84577954,1.0474598,0.9385236,0.4095276,0.5649057
0.4805787,0.47502887,0.6702855,0.6785063,0.75309753,0.7184773,0.24116525,0.35505122
0.53983045,0.60210735,0.82124835,0.81778413,0.80729574,0.67639667,0.30212447,0.48707
0.4179654,0.3653466,0.61117417,0.6397449,0.7099411,0.66124755,0.14733335,0.26763454
0.5918222,0.7508019,1.1238621,1.0395705,1.1517953,0.9648542,0.54670376,0.6730101
0.43318576,0.38556075,0.63655883,0.66282046,0.7294753,0.68268836,0.17745104,0.2908426
0.40082762,0.40144205,0.55022985,0.58998054,0.6683633,0.616088,0.1373343,0.2658606
0.37298015,0.41190317,0.5510634,0.60484326,0.62062985,0.56036913,0.14314823,0.27832195
0.48604164,0.35975814,0.6813624,0.6192003,0.7082089,0.63901925,0.21046895,0.2766316
0.59617287,0.4847782,0.93802094,0.77002686,0.87647235,0.7587421,0.41341278,0.43078876
0.5543202,0.5301027,0.68792117,0.6690717,0.8436322,0.78816247,0.2782172,0.37671435
0.45124683,0.5967332,0.7412303,0.72904396,0.9136147,0.82788336,0.29807273,0.41230753
0.43044156,0.533563,0.71417093,0.75905925,0.80738634,0.77505547,0.26514637,0.38577154
0.5627518,0.61197716,0.9020513,0.8010185,0.9487828,0.8328269,0.44594413,0.45741305
0.45461184,0.56094366,0.67978233,0.6886986,0.8555253,0.7901791,0.26311594,0.36995992
0.35661146,0.48475236,0.6190181,0.6356293,0.7457388,0.6883599,0.2370193,0.32543457
0.44456488,0.43348363,0.73463684,0.717939,0.78493416,0.7101374,0.252448,0.33609232
0.40412828,0.4086948,0.5378137,0.5699041,0.6596332,0.60788804,0.1430044,0.2658894
0.45526072,0.45471504,0.6224209,0.65840906,0.7624825,0.73108095,0.18864937,0.30294713
0.39408818,0.54102063,0.7009263,0.7464518,0.80878174,0.73052776,0.27407062,0.37953252
0.6747148,0.7321503,1.0691541,0.9306279,1.1181712,1.003256,0.5200147,0.63414276
0.40278268,0.47662216,0.7877961,0.7040593,0.7967257,0.58936787,0.3282606,0.39782566
0.50247943,0.4850945,0.58741343,0.6000772,0.7568095,0.70839,0.21256396,0.29914665
0.42721426,0.37132245,0.57567185,0.6164213,0.6901053,0.66123927,0.12689196,0.25017565
0.4453642,0.46264043,0.6064516,0.6378585,0.76405054,0.71718925,0.19216971,0.29794556
0.47369713,0.47108,0.5704244,0.5899117,0.76524824,0.70781773,0.20959201,0.26480457
0.49492323,0.6037286,0.6871508,0.7083296,0.9181765,0.85267264,0.31677508,0.35540655
0.43043208,0.48256406,0.59827214,0.61084473,0.72395563,0.6790301,0.21158975,0.32841945
0.40144503,0.46716756,0.6259293,0.6762124,0.7770542,0.7468574,0.21901816,0.27757382
0.54325515,0.6191812,0.8502634,0.828314,1.0047256,0.9296751,0.32998776,0.47341716
0.6477638,0.75125575,0.9546896,0.88547933,1.1330287,1.0581377,0.41532904,0.5184495
0.4217815,0.4425333,0.61835045,0.6413256,0.7272833,0.6677457,0.20797911,0.30869615
0.59004927,0.77309036,0.990583,0.9494086,1.155987,1.0341903,0.4287849,0.5784327
0.4063586,0.49737182,0.6913461,0.70921,0.73352337,0.6033951,0.24065039,0.38865823
0.7302873,0.6777005,1.2834105,1.0256213,1.1333382,0.9521354,0.65817195,0.62354606
0.63296753,0.6332859,1.0538251,0.89669263,0.98881876,0.87379605,0.5575399,0.5211454
0.64812,0.737593,1.077591,0.9432944,1.1017456,0.9557735,0.54716086,0.6214067
0.42638105,0.3833495,0.5276573,0.5635027,0.6740422,0.6375289,0.14539433,0.2290279
0.4032077,0.4839926,0.66022635,0.6617335,0.70713526,0.5972768,0.24187273,0.39422095
0.5744395,0.64286643,0.965773,0.87640107,0.96682775,0.79351074,0.497635,0.58597976
0.70167744,1.0021737,1.1275721,1.084331,1.4157375,1.2644913,0.6263073,0.68373674
0.4417385,0.52995825,0.6807248,0.6815434,0.7857656,0.71808475,0.2403883,0.37655538
0.7463776,0.8811353,1.1986753,1.1002218,1.2204083,1.0756428,0.46515173,0.7191318
0.409434,0.5202234,0.6647135,0.6374547,0.7774347,0.6619672,0.25297529,0.37764746
0.4835104,0.58457637,0.69246566,0.67909074,0.85725313,0.7887086,0.28418338,0.38767543
0.4436057,0.51578826,0.74143976,0.75853306,0.8063697,0.7752309,0.27909312,0.40243772
0.5168921,0.60641307,0.8971326,0.83937025,0.909925,0.7685485,0.44032195,0.53117913
0.53431135,0.59329623,0.8271324,0.8055857,0.9657929,0.88794184,0.31146604,0.43760246
0.6127776,0.5700219,0.94011736,0.7999544,0.957135,0.84044,0.44535655,0.41968504
0.3776649,0.48731938,0.61893564,0.6180329,0.7170854,0.63359547,0.23734275,0.33274734
0.5548467,0.63926816,1.0067539,0.9426881,1.0400244,0.9336653,0.4825124,0.53992325
0.6392871,0.6667384,1.05557,0.9090397,1.0682435,0.93303764,0.5103035,0.5775308
0.45733854,0.5345729,0.65030324,0.64770705,0.8202705,0.7486724,0.24742925,0.35229495
0.49117383,0.5713727,0.8182391,0.8007181,0.9241363,0.7905297,0.3906064,0.5030517
0.4570229,0.48186493,0.65214735,0.6688868,0.76408154,0.7006092,0.1968031,0.34198818
0.5597642,0.65209866,0.9067464,0.83461875,0.99436074,0.88598084,0.40232143,0.48979154
0.42568567,0.46928793,0.6853661,0.7314973,0.7927729,0.74629813,0.21215549,0.33373973
0.6426875,0.77317435,1.0385861,0.9682803,1.0715575,0.9538621,0.39743093,0.6154745
0.4741759,0.4659565,0.6009407,0.61441696,0.7523693,0.7051171,0.20201254,0.2922967
0.47882268,0.36724392,0.7133209,0.65020734,0.7321784,0.66609883,0.23063427,0.30046818
0.6565736,0.6129079,1.138139,0.92919284,1.029676,0.88067627,0.5810786,0.5561459
0.47616878,0.5296258,0.6874366,0.67956847,0.8678709,0.7931592,0.2793269,0.29859453
0.44971296,0.46776837,0.6801697,0.71745646,0.80059063,0.75043875,0.21398553,0.32967976
0.46178833,0.55998474,0.6802249,0.70449996,0.8595937,0.81219757,0.29736137,0.34804887
0.4943667,0.6122273,0.77711654,0.80411637,0.95554894,0.8875959,0.3216537,0.4246413
0.47667143,0.4926847,0.86072326,0.79228175,0.8550285,0.79125756,0.33931038,0.41796872
0.47732672,0.52111506,0.6682771,0.6852158,0.8271389,0.7811316,0.24678412,0.3464222
0.40795767,0.4167843,0.62927157,0.6829507,0.72492784,0.672526,0.1768683,0.28070542
0.40554622,0.41448036,0.5591216,0.6058765,0.67457914,0.6448411,0.15131554,0.2785538
0.46802518,0.4245914,0.55741537,0.5826366,0.71665096,0.6694989,0.17384358,0.27089342
1.136388,1.0053234,1.9902122,1.4784176,1.5989321,1.351612,1.0927334,0.9767916
0.58503103,0.7257454,1.0251821,0.9306457,1.1270334,0.9849109,0.4813977,0.5564958
0.84018964,0.7737554,1.4678985,1.1726894,1.2723627,1.0727152,0.79064995,0.71878165
0.6533545,0.8712646,1.0083616,0.94335365,1.2941087,1.1915977,0.5151371,0.5689233
0.4089041,0.34179673,0.57153165,0.5723862,0.672473,0.5704512,0.16716622,0.20938858
0.46375135,0.6457543,0.75520974,0.80452937,1.00213,0.93204623,0.350931,0.37254143
0.43458915,0.5126629,0.65388393,0.6877639,0.83095896,0.7762735,0.2373187,0.33739457
0.38135484,0.3949629,0.5461748,0.5895216,0.677232,0.62228864,0.14725088,0.26250264
0.5355218,0.543617,0.65762526,0.65534407,0.8485223,0.7820492,0.2670634,0.3599013
0.41344777,0.38168496,0.54085356,0.5847177,0.6746665,0.6280093,0.11530323,0.24198392
0.42560354,0.46055472,0.7009886,0.6968922,0.8180435,0.71425873,0.2308006,0.34562597
0.47340545,0.51877725,0.69837403,0.68110687,0.81703496,0.7443,0.20420575,0.39543977
0.50282645,0.6508655,0.78025687,0.7858614,0.98086774,0.89731586,0.33115262,0.43747595
0.45019472,0.52746904,0.6765032,0.6684519,0.7867544,0.68270874,0.21805447,0.3916927
0.6133405,0.6625208,0.92797697,0.90861905,0.8837462,0.75602037,0.32552007,0.5642374
0.5253993,0.61606574,0.76280576,0.75448143,0.8982975,0.8675101,0.30576897,0.41749257
0.42658937,0.4841464,0.65854466,0.6716547,0.7322211,0.65303034,0.18541798,0.36673525
0.6616612,0.86791205,1.1103967,1.0373013,1.2242254,1.1475685,0.5212933,0.6709966
0.51502144,0.5439337,0.6704459,0.66593635,0.8357268,0.7882498,0.25313067,0.36306658
0.39758503,0.42165282,0.5692229,0.5892172,0.66340864,0.61195636,0.16166826,0.29350898
0.43810022,0.44575587,0.69499165,0.6940692,0.7966068,0.7517512,0.2305688,0.31275392
0.47911635,0.5128815,0.812118,0.7624789,0.8699371,0.7755084,0.35084617,0.40227216
0.4950307,0.6102465,0.7655014,0.72367656,0.8797223,0.79358,0.31683066,0.4718642
0.49345413,0.4411134,0.60480464,0.61420935,0.73633623,0.7011129,0.19574869,0.3012942
0.6418717,0.6061138,1.0740472,0.888018,1.0220643,0.8766629,0.52775294,0.5070674
0.49244702,0.5480059,0.8065339,0.7924543,0.9196401,0.8364544,0.28951737,0.41688696
0.52154,0.56148154,0.7278724,0.7227317,0.898635,0.8489874,0.2754405,0.3935535
0.45154804,0.36288863,0.5465235,0.5803624,0.6770818,0.6533072,0.10146226,0.23187149
0.37705708,0.3992841,0.55519354,0.583889,0.66684026,0.5923303,0.15269487,0.28613394
0.4319059,0.46570078,0.675368,0.69720066,0.77007437,0.73438007,0.23102239,0.33565822
0.69968957,0.6288609,1.2087231,0.9648006,1.077262,0.90953875,0.5948572,0.5866005
0.62563896,0.68267506,0.91490436,0.8528339,1.0823051,0.97401273,0.39085016,0.5237144
0.5473111,0.62314165,0.7716201,0.7700819,0.95758134,0.8966501,0.31781185,0.42336708
0.42915478,0.42591274,0.6425359,0.6683922,0.7465375,0.6964123,0.19262041,0.2973467
0.4630962,0.47621787,0.7400742,0.7100971,0.8123209,0.743478,0.27397257,0.35203883
0.40972966,0.49127707,0.6777047,0.6930061,0.73215246,0.5917599,0.2597217,0.39304972
0.51439416,0.5481168,0.8375607,0.8391863,0.95456773,0.88685906,0.25816044,0.424813
0.48204318,0.5362334,0.6969038,0.711884,0.8300733,0.76140237,0.28526568,0.38721436
0.40309682,0.47673327,0.59534055,0.62970376,0.75996804,0.71187925,0.21095198,0.2989776
0.49086785,0.5999373,0.7672795,0.74787,0.9044226,0.81060433,0.30225235,0.44592902
0.6579001,0.7269162,1.0056322,0.9314894,1.011268,0.8605212,0.3608762,0.60688674
0.44295472,0.51216394,0.6350748,0.669528,0.8310729,0.7717041,0.26041672,0.30569243
0.40286607,0.36560592,0.5980244,0.6439233,0.7059751,0.63161683,0.13945894,0.26565874
0.67877084,0.741057,0.99110043,0.9232302,1.038138,0.92343795,0.3665914,0.5913383
0.44430608,0.40173787,0.6141831,0.64383024,0.7285348,0.68668336,0.1735796,0.28137916
0.4605409,0.41358116,0.6215102,0.65323335,0.74767274,0.71371746,0.15947635,0.2891327
0.6012863,0.59014803,1.0695989,0.90441316,1.0177547,0.8656484,0.5056761,0.53692347
0.42773998,0.4588639,0.66987747,0.7174115,0.7825996,0.7373803,0.20273691,0.3189966
0.55955315,0.6270778,0.8635933,0.8265772,1.0016721,0.9146227,0.34506837,0.48939136
0.5358743,0.5772641,0.7515226,0.74607825,0.8697288,0.7778505,0.28984162,0.419813
0.5166175,0.52091074,0.7222696,0.7208598,0.8692501,0.8191738,0.2634612,0.38553095
0.7722731,0.8484933,1.4350038,1.18029,1.3398006,1.1291535,0.7959921,0.8217785
0.42123687,0.42740706,0.5883923,0.617949,0.71252906,0.6705108,0.157698,0.295786
0.40058273,0.36169332,0.601824,0.59469235,0.68357325,0.59975857,0.16884337,0.27448046
0.47058153,0.47066614,0.60854137,0.6179036,0.7577534,0.71097213,0.22293344,0.2830897
0.59780335,0.73400176,1.0403495,0.9857645,1.1242529,0.9923159,0.46817428,0.60933626
0.5134281,0.6011465,0.79558235,0.7879059,0.7946159,0.6832583,0.2923376,0.4728207
0.4327151,0.38754997,0.5979275,0.62543625,0.71382266,0.67634636,0.15371919,0.26920092
0.45560476,0.45406395,0.5779051,0.59371805,0.73157555,0.68927056,0.172419,0.285129
0.6565576,0.6192362,1.1678537,0.98373795,1.0900413,0.9549165,0.5710758,0.5914702
0.49050322,0.563356,0.73035455,0.73534775,0.9043377,0.841401,0.27223212,0.38213485
0.49224672,0.5130124,0.67855287,0.66112345,0.8059017,0.74631464,0.28147635,0.33202228
0.46773016,0.45538568,0.62965566,0.64886886,0.7466632,0.7038913,0.20613855,0.31638238
0.5665851,0.6191985,0.8858774,0.8278856,0.97699004,0.8818213,0.33124697,0.49170932
0.48312184,0.49058077,0.7619521,0.7769317,0.857454,0.78877354,0.26165423,0.39379427
0.4671173,0.5930755,0.758565,0.77285653,0.9510262,0.88376045,0.29946822,0.39081833
0.45372006,0.5291489,0.73673457,0.7303566,0.81534094,0.72762716,0.22355631,0.3991102
0.54079527,0.52018833,0.77139497,0.7521814,0.8934919,0.8312445,0.27409288,0.40392217
0.5357992,0.7689396,1.0659853,1.0266502,1.0037752,0.73628813,0.44177002,0.60702664
0.4859371,0.43067098,0.75538856,0.6930972,0.7704996,0.69498765,0.30328405,0.3598866
0.49292597,0.6208143,0.7462191,0.72068584,0.9000472,0.8249244,0.3161611,0.42243215
0.4590578,0.47231707,0.5880985,0.6107512,0.74101967,0.69246626,0.207784,0.29488242
0.45646164,0.4995403,0.6443251,0.6789072,0.7841431,0.7298258,0.20266438,0.33153623
0.4514877,0.38368493,0.5953164,0.5713805,0.6851327,0.6574378,0.178819,0.24406633
0.5474681,0.53937376,0.68910134,0.6623122,0.84449697,0.7750004,0.2561338,0.36713135
0.56957877,0.6498066,0.84822106,0.82811713,0.93764603,0.8686842,0.3912876,0.5160704
0.43174505,0.40317023,0.5954208,0.62212086,0.7115737,0.674454,0.1712358,0.27521378
0.6039752,0.7015375,1.0147016,0.9241136,1.1161479,1.000835,0.44185993,0.5616034
0.42536548,0.4841092,0.6372683,0.6493164,0.7106851,0.60622793,0.21882933,0.3539135
0.5028826,0.45836055,0.81096154,0.72716683,0.8018244,0.6926489,0.35242265,0.37147892
0.5143448,0.59469354,0.75904274,0.7494066,0.8235741,0.7215251,0.30529252,0.45196167
0.7276043,0.80270785,1.2193406,1.0154053,1.2363914,1.0926807,0.6370554,0.6911552
0.5361474,0.6925986,0.93557507,0.91632295,1.0435396,0.9452988,0.40836203,0.54807323
0.4915029,0.46862468,0.61228323,0.6298493,0.7596281,0.7261827,0.20255622,0.30266172
0.44124475,0.5080354,0.75708824,0.7584601,0.8635142,0.78258485,0.25944662,0.3784502
0.41426453,0.40432093,0.5709965,0.6098906,0.69496286,0.65553516,0.14594735,0.27092242
0.55735713,0.6576665,0.8388818,0.8262481,1.0350453,0.95293903,0.35056046,0.47088367
0.40157267,0.52284336,0.6760406,0.703706,0.8531473,0.78190064,0.26714832,0.34538588
