time,stor,MI_loc_aexp,MI_loc_stor,MI_aexp_data,actual
0.3961516,0.571378,-0.17856304,0.2832364,-0.24700104,-0.12961586
0.21812591,0.29836977,-0.043754008,0.095938355,0.0018607975,-0.01495662
0.31327754,0.4601244,-0.09152783,0.13384794,-0.072845556,-0.03993314
0.24726266,0.29980326,-0.039854906,0.105090246,-0.00029477087,-0.034857016
0.2980111,0.45503664,-0.099997066,0.13373601,-0.08563794,-0.03554338
0.43031314,0.63086283,-0.14803678,0.19474201,-0.20809214,-0.14630008
0.3058366,0.45464474,-0.11501782,0.14353314,-0.112682186,-0.023777831
0.30265963,0.37370026,-0.10018655,0.15296195,-0.09151684,-0.118456766
0.3796133,0.54098916,-0.13285287,0.16204585,-0.13175294,-0.085831136
0.40503925,0.6294013,-0.1982135,0.2702135,-0.24041544,-0.13273442
0.30032632,0.43590316,-0.10089976,0.17112455,-0.103149146,-0.07229227
0.40958318,0.61232764,-0.18796192,0.23487292,-0.23294945,-0.12512648
0.3659338,0.5676236,-0.16339126,0.22457515,-0.21369302,-0.09327696
0.23809321,0.35561004,-0.048506856,0.1075716,0.0024895875,-0.0109174065
0.233962,0.3434546,-0.08752699,0.15936635,-0.13078097,-0.054113816
0.6387826,0.95536137,-0.30800512,0.4059091,-0.4076683,-0.2682092
0.27445707,0.3912177,-0.06518265,0.12199363,-0.03354567,-0.024488244
0.41986716,0.6967003,-0.19893573,0.24866584,-0.26234713,-0.15689693
0.29743725,0.33552486,-0.06397012,0.12734467,-0.0778123,-0.09434253
0.24318404,0.30173397,-0.06381308,0.11498129,-0.057085797,-0.038127277
0.67434907,1.0214002,-0.32242092,0.45453182,-0.49639648,-0.27683127
0.17635995,0.28475323,-0.037892368,0.0989109,-0.05020357,-0.013295498
0.5621083,0.87444794,-0.29126355,0.38401368,-0.39880887,-0.22635773
0.29988807,0.42046827,-0.10100424,0.17688806,-0.13858704,-0.07468945
0.41051203,0.6104365,-0.17453049,0.22014502,-0.20939407,-0.07283312
0.28309357,0.42089537,-0.088538274,0.12586612,-0.04291704,-0.02906185
0.3585778,0.4569973,-0.106174745,0.19559051,-0.120811306,-0.1509408
0.43765768,0.6389032,-0.16535838,0.2617438,-0.28620377,-0.13168547
0.36812156,0.5278932,-0.15509489,0.24502812,-0.25355694,-0.10787657
0.43657959,0.66281843,-0.21766181,0.2664223,-0.2428294,-0.109861314
0.4226515,0.62039274,-0.18626277,0.27284372,-0.23630878,-0.14610127
0.74759114,1.1324298,-0.39071658,0.5563908,-0.5875592,-0.26639193
0.32399562,0.53386265,-0.1252793,0.1525932,-0.14320676,-0.08733891
0.43828177,0.65578276,-0.1832925,0.19003265,-0.15238973,-0.09894273
0.34932145,0.4601255,-0.09851562,0.16474698,-0.127446,-0.06261715
0.25273374,0.36721316,-0.050564244,0.11330822,-0.0089275185,-0.006996177
0.29296237,0.47255236,-0.08848813,0.12952253,-0.0670758,-0.03742117
0.17734545,0.22744149,-0.045780025,0.09298454,-0.06997392,-0.009575259
0.95456225,1.4336185,-0.48001203,0.68962145,-0.7643627,-0.39645404
0.24778411,0.37793708,-0.048950206,0.11242767,-0.008803651,-0.006074775
0.3178392,0.46326888,-0.1414891,0.22256963,-0.22030179,-0.10035163
0.41905037,0.58218503,-0.1724679,0.19879353,-0.16987354,-0.11201401
0.4207616,0.5707022,-0.18826953,0.2442066,-0.239836,-0.07914142
0.39636192,0.55404013,-0.16637187,0.19066542,-0.15700734,-0.08215399
0.28662556,0.41124183,-0.07710561,0.13499878,-0.05596193,-0.030173201
0.2419008,0.327937,-0.04209124,0.116763964,0.0037588833,-0.01506434
0.6291295,1.0031862,-0.27195528,0.3098155,-0.32843074,-0.20190531
0.29191902,0.40141442,-0.07415839,0.1276955,-0.048585795,-0.011016224
0.29346386,0.3876377,-0.07016144,0.11861771,-0.035224687,-0.008956332
0.23678792,0.3563301,-0.043821555,0.100753784,-0.019358542,-0.012381386
0.33435643,0.5362639,-0.108144976,0.13987623,-0.09377372,-0.04911096
0.22685148,0.37468976,-0.08602101,0.11773105,-0.12253169,-0.023686256
0.5072784,0.7898014,-0.2600169,0.3158829,-0.3552199,-0.19099091
0.1719806,0.29244787,-0.07729248,0.10982056,-0.07467528,-0.013698678
0.28005442,0.39338186,-0.07754936,0.13004796,-0.057732485,-0.05839662
0.3044511,0.4859875,-0.0942264,0.12614778,-0.08617367,-0.033966634
0.4930672,0.7649098,-0.19154856,0.22553255,-0.22098328,-0.13280219
0.32625765,0.51202786,-0.15263383,0.21082519,-0.18378945,-0.10289064
1.1859114,1.7991134,-0.62455493,0.8576791,-0.93597394,-0.5451481
0.48638755,0.82009137,-0.21983299,0.29456338,-0.3557672,-0.2247591
0.5284126,0.6883697,-0.17047496,0.23256901,-0.23654504,-0.14359823
0.27974623,0.3922852,-0.091289155,0.1652319,-0.13417469,-0.077772126
0.33870327,0.499129,-0.13179941,0.16265175,-0.09464744,-0.06359522
0.996438,1.5552689,-0.49998936,0.65953356,-0.7259426,-0.4001726
0.2416323,0.4211113,-0.11079482,0.1830897,-0.10761846,-0.07481901
0.5990075,0.90085596,-0.27925277,0.41868368,-0.41798538,-0.24880436
0.57292414,0.748128,-0.19272058,0.26254687,-0.2823129,-0.20145455
0.36284584,0.5088758,-0.13361049,0.16889845,-0.12978168,-0.10140158
0.2404925,0.29834414,-0.039837807,0.114273086,-0.034581777,-0.061750557
0.31866294,0.54268295,-0.12558326,0.20001929,-0.15439107,-0.09611024
0.42133707,0.67211103,-0.20529465,0.27892157,-0.3002881,-0.14506575
0.69183713,1.0729944,-0.36249402,0.505115,-0.5245479,-0.24865931
0.48071364,0.6749092,-0.16353817,0.29416803,-0.25899318,-0.18293345
0.41995117,0.5594765,-0.12849492,0.18732245,-0.18303953,-0.13826707
0.6029577,0.919154,-0.22778417,0.25804046,-0.28758642,-0.17409705
0.33133736,0.5151982,-0.18015964,0.22283232,-0.22705953,-0.087256104
0.39105588,0.55424166,-0.1672392,0.23130518,-0.21413048,-0.07857485
0.32190776,0.47205076,-0.09575873,0.12991399,-0.07066636,-0.021978471
0.41758385,0.66282266,-0.1808803,0.28131723,-0.2996741,-0.18650822
0.44003674,0.7064423,-0.22370966,0.29687664,-0.31630284,-0.15006112
0.34146598,0.4855982,-0.121456675,0.1777012,-0.13255818,-0.08021513
0.3317899,0.5309252,-0.1514538,0.16842459,-0.17071414,-0.064648494
0.23706149,0.28560984,-0.05696526,0.10888751,-0.041766144,-0.08268884
0.4351759,0.5834883,-0.16606158,0.23391224,-0.2293283,-0.19349565
0.2947175,0.38359287,-0.07968852,0.12853764,-0.06046425,-0.06800017
0.32659477,0.48865318,-0.107556336,0.15308307,-0.13606612,-0.14644699
0.43459034,0.65360403,-0.19405876,0.28165814,-0.26254672,-0.19516985
0.43843162,0.67149794,-0.18833628,0.20017861,-0.19975518,-0.12928826
0.64863306,0.97860956,-0.31808448,0.45573658,-0.53860277,-0.23244935
0.30327222,0.450809,-0.08983792,0.16126059,-0.11407236,-0.06764053
0.2846847,0.39727,-0.05778358,0.1166697,-0.04208789,-0.033251654
0.5116279,0.79649115,-0.28175238,0.35511914,-0.3951932,-0.18123485
0.24135166,0.3468405,-0.04712774,0.105566904,-0.03976041,-0.010220934
0.22513238,0.2823931,-0.045187846,0.11095998,-0.0017231981,-0.050668787
0.4674601,0.6798204,-0.15767269,0.288656,-0.26859853,-0.13918057
0.52355355,0.8537948,-0.26426566,0.36273387,-0.39810914,-0.20558432
0.38630968,0.6153191,-0.1585403,0.1941887,-0.17977227,-0.08753991
0.29469883,0.3600125,-0.07455145,0.11569907,-0.05378933,-0.040804487
0.30326566,0.4081192,-0.09316354,0.1372789,-0.08157762,-0.07261905
0.25836465,0.3660305,-0.09447127,0.13119264,-0.12740336,-0.02422605
0.39870292,0.5248765,-0.17698187,0.22028835,-0.15258794,-0.11930969
0.36180627,0.46204072,-0.09055139,0.18984042,-0.101809554,-0.13531137
0.18013117,0.25407735,-0.06898897,0.12240608,-0.0893061,-0.029160377
0.27690938,0.43563947,-0.07621807,0.120087266,-0.053285353,-0.03934214
0.28016415,0.38734984,-0.07948312,0.148103,-0.101089805,-0.070825666
0.31566596,0.4951068,-0.102797724,0.13859287,-0.087354206,-0.054447774
0.24464636,0.30393663,-0.051912807,0.11100502,-0.051923666,-0.0475701
0.3317092,0.44872636,-0.12728636,0.22479987,-0.18147038,-0.11872086
0.6420679,0.9902185,-0.3439617,0.44103596,-0.47933963,-0.21563753
0.23267278,0.34536678,-0.03823839,0.10682839,0.005953191,-0.00226615
0.24219155,0.35326818,-0.039325893,0.10658905,-0.0017006601,-0.017332401
0.34912038,0.43692243,-0.09665073,0.1308207,-0.081955746,-0.08622901
0.26380175,0.39196864,-0.09349508,0.15394825,-0.12853304,-0.050237406
0.38744196,0.56548464,-0.17081559,0.23889656,-0.17630406,-0.16519728
0.47104573,0.7210919,-0.20226893,0.3039248,-0.33667484,-0.18700948
0.24560227,0.37872812,-0.057886206,0.12700072,-0.04472306,-0.018307004
0.31028,0.5016994,-0.09969432,0.12881374,-0.07592205,-0.03146786
0.5079499,0.6843955,-0.17323773,0.22365443,-0.2147566,-0.12882659
0.605759,0.8575817,-0.23587847,0.37242526,-0.38217345,-0.25369197
0.31150728,0.4256888,-0.14195278,0.20369892,-0.14800529,-0.11359812
0.4499497,0.699715,-0.18511418,0.2102568,-0.21957015,-0.10715066
0.30590117,0.39504263,-0.11994483,0.19015954,-0.12556186,-0.10141662
0.3490909,0.4760741,-0.10372115,0.18645753,-0.15678419,-0.07821791
0.4014605,0.59920126,-0.14620517,0.17715468,-0.15260796,-0.07078251
0.3080534,0.5083681,-0.103879854,0.15197858,-0.08212491,-0.045087878
0.4670126,0.6712167,-0.23530503,0.28732187,-0.30793992,-0.104660854
0.40021876,0.59802693,-0.1492179,0.1647435,-0.15145811,-0.10311256
0.3124803,0.48426786,-0.115137,0.14352268,-0.124567285,-0.04621597
0.27861488,0.3801874,-0.069946155,0.128305,-0.05735681,-0.043733876
0.46446577,0.7342911,-0.21478833,0.2734843,-0.24838293,-0.15766862
0.46279627,0.761122,-0.18985957,0.23529729,-0.24545436,-0.13754028
0.8893617,1.3991846,-0.43208373,0.5505191,-0.5960761,-0.39568037
0.5631314,0.849316,-0.20608962,0.2501263,-0.26985,-0.15805618
0.35752496,0.54920626,-0.11654114,0.1910869,-0.17671333,-0.08636099
0.38043264,0.5978536,-0.16642563,0.22537456,-0.18939456,-0.1043548
0.23674873,0.31760573,-0.06208583,0.1342357,-0.04337003,-0.058043282
0.3184945,0.38197485,-0.08791539,0.13714102,-0.06227248,-0.108565345
0.6244804,0.9313182,-0.2852967,0.41884977,-0.40633,-0.28856555
0.50724256,0.7632238,-0.20066532,0.2535531,-0.25218093,-0.13601631
0.32158938,0.45806536,-0.13482973,0.18191673,-0.13082324,-0.07812196
0.97427624,1.4312586,-0.4551703,0.6370296,-0.6910267,-0.4153393
0.45682797,0.71781945,-0.23553316,0.28537473,-0.29733506,-0.132655
0.38913634,0.5491195,-0.13302778,0.23665585,-0.21548086,-0.13743255
0.5919683,0.92289245,-0.31335884,0.41652593,-0.457201,-0.23055112
0.332912,0.36858124,-0.07383288,0.1377466,-0.07199253,-0.075763345
0.24786516,0.34606543,-0.07733787,0.15021098,-0.07150734,-0.03144599
0.24479568,0.3230129,-0.11199657,0.17843632,-0.14396258,-0.06794195
0.34967476,0.5613901,-0.13762936,0.15410353,-0.14038561,-0.117444724
0.2974014,0.4586606,-0.11626058,0.17210896,-0.14312445,-0.067306176
0.32792723,0.46810105,-0.10250484,0.1413006,-0.07920615,-0.025355805
0.37116113,0.53128785,-0.17813398,0.22045983,-0.19031091,-0.11686969
0.34968466,0.5167593,-0.11223516,0.23669183,-0.13542075,-0.11578472
0.96979,1.5162566,-0.48101053,0.6824573,-0.7484189,-0.4611444
0.3810775,0.64356744,-0.15344147,0.19578902,-0.1828408,-0.09351371
0.21198173,0.2521266,-0.026785864,0.09380947,0.009658797,-0.03091475
0.5373261,0.82854104,-0.27546814,0.35628036,-0.37369576,-0.15992723
0.2368761,0.35707003,-0.038828082,0.10619892,0.0034793469,-0.005045425
0.5169901,0.74194556,-0.21181175,0.32495603,-0.32076964,-0.14669521
0.37844884,0.5070193,-0.1109832,0.15704347,-0.11717734,-0.041185778
0.54432034,0.87173915,-0.3085477,0.3570718,-0.44017825,-0.18673204
0.4854222,0.8001083,-0.228317,0.3183268,-0.34538823,-0.19606072
0.21613222,0.28534907,-0.030979875,0.113112286,0.0075942054,-0.06768526
0.37410188,0.48241302,-0.104203366,0.15452866,-0.13208127,-0.09275788
0.26772243,0.34001395,-0.05113492,0.114683315,-0.028829582,-0.0524284
0.27620414,0.34941497,-0.0702454,0.13685934,-0.06400372,-0.081128806
0.2997316,0.3785356,-0.08223808,0.14510626,-0.073571764,-0.09002234
0.5757766,0.9494481,-0.24191983,0.3084076,-0.33976522,-0.2071875
0.43060857,0.6714367,-0.15961555,0.19302557,-0.17488815,-0.08892438
0.4658579,0.6982753,-0.2208229,0.29733428,-0.30100605,-0.15325603
0.3248139,0.5243298,-0.10849606,0.13650198,-0.08211041,-0.041198757
0.58994627,0.95206165,-0.2561952,0.3618535,-0.41771853,-0.23950803
0.41162142,0.61717385,-0.14466675,0.17739002,-0.1693681,-0.12255213
0.303319,0.47457522,-0.093913704,0.124193996,-0.07443535,-0.028056499
0.3998329,0.5701342,-0.15159953,0.16479957,-0.15124567,-0.097316444
0.2722939,0.4234041,-0.095892765,0.14692259,-0.085759975,-0.051117297
0.3776388,0.41961816,-0.10560305,0.17410134,-0.102499045,-0.12677075
0.4771979,0.6970654,-0.1946839,0.2691163,-0.26478454,-0.14063711
0.6362744,0.97126615,-0.23415883,0.30716813,-0.32436058,-0.22185817
0.36268538,0.58543646,-0.13217105,0.15313153,-0.119745694,-0.06508176
0.270894,0.4031418,-0.08354008,0.109800935,-0.07131441,-0.074209005
0.44137642,0.7214587,-0.19184345,0.23584326,-0.22731966,-0.13969931
0.35465792,0.48267803,-0.1304511,0.20957144,-0.1837477,-0.11042455
0.45099705,0.7243045,-0.24378532,0.30111876,-0.3330642,-0.16580714
0.7544421,1.1844696,-0.3739049,0.5017549,-0.5740708,-0.2721641
0.49902552,0.7968039,-0.24934559,0.30778465,-0.3256339,-0.19808522
0.35500434,0.44061053,-0.09626034,0.15929188,-0.10968038,-0.07289976
0.42194182,0.662545,-0.19611974,0.2577288,-0.24851905,-0.13117345
0.60155267,0.9433362,-0.31006074,0.43718144,-0.46755353,-0.2147007
0.25654724,0.3723414,-0.060760923,0.10353023,-0.036681034,0.0024561696
0.32797983,0.53975123,-0.14767107,0.17262332,-0.1654131,-0.071318
0.36745504,0.5428743,-0.13519177,0.19792983,-0.152714,-0.11174671
0.25309283,0.37815458,-0.09088135,0.16657884,-0.07370057,-0.06380978
0.43686104,0.5851964,-0.12623298,0.2092325,-0.20296164,-0.09772737
0.15145797,0.23439634,-0.06406152,0.11803368,-0.063143164,-0.02788512
0.50231683,0.7986086,-0.25883293,0.32325956,-0.34483954,-0.1511706
0.35332313,0.48214707,-0.13153477,0.20348476,-0.1539539,-0.08670071
0.38089943,0.6160642,-0.1498571,0.2043664,-0.20598355,-0.15067458
0.34970635,0.4688032,-0.09803172,0.14141703,-0.1100491,-0.06638779
0.269662,0.40557745,-0.06627706,0.12081711,-0.020554584,-0.009253543
0.52538806,0.7700798,-0.2681254,0.3254799,-0.32701707,-0.13116267
0.38128126,0.5227234,-0.096843384,0.19811293,-0.16258828,-0.08191018
0.19697559,0.21915492,-0.054306112,0.116649926,-0.08101793,-0.040829893
0.39131147,0.6201049,-0.16237907,0.23888461,-0.22316714,-0.17643811
0.38452774,0.5884547,-0.14358439,0.17315812,-0.15218152,-0.081938684
0.3758699,0.5103527,-0.14927481,0.22232573,-0.17144342,-0.16828015
0.2200125,0.3404187,-0.081579275,0.11863172,-0.08199261,-0.035536867
0.5059865,0.8301797,-0.25169554,0.30866876,-0.34824538,-0.16748415
0.2455293,0.39388353,-0.093145095,0.10916856,-0.07207039,-0.047121
0.52356267,0.8336163,-0.28501123,0.33117592,-0.38388118,-0.1780869
0.34597746,0.51937556,-0.11947327,0.14209251,-0.11079325,-0.06809686
0.640243,1.0379614,-0.28017685,0.3476688,-0.40565562,-0.23894703
0.35857794,0.452307,-0.13222021,0.17887528,-0.09106381,-0.1484808
0.45461005,0.6895739,-0.16771986,0.19698343,-0.19140126,-0.12236574
0.30000007,0.39954287,-0.08159002,0.13090405,-0.054956693,-0.06110226
0.52282256,0.8512457,-0.20359991,0.27980998,-0.2907375,-0.16257618
0.28368318,0.3966943,-0.061559543,0.10184154,-0.02185826,-0.035211597
0.5364426,0.85681415,-0.27558756,0.34638742,-0.3633735,-0.18154517
0.21654649,0.27324718,-0.026740765,0.09289533,0.016470324,-0.031848487
0.3140267,0.45602548,-0.107584774,0.1691884,-0.1112962,-0.061391797
0.5801489,0.8634888,-0.2118039,0.25107384,-0.2634154,-0.18524241
0.3880278,0.5601704,-0.17152922,0.23678957,-0.22860248,-0.08935484
0.24044988,0.31264466,-0.07110417,0.12124732,-0.08734365,-0.048921328
0.51291996,0.75060904,-0.17673546,0.24427737,-0.25393385,-0.16796933
0.6159182,0.94900006,-0.26916683,0.30768782,-0.35825604,-0.19926548
0.3198402,0.4286925,-0.092157386,0.17063405,-0.11506989,-0.064875364
0.62087184,0.95752424,-0.34532177,0.43290755,-0.46822158,-0.19263397
0.2603212,0.3387852,-0.07823437,0.14541143,-0.059452213,-0.059591155
0.28829783,0.42946443,-0.09393404,0.13175379,-0.05161005,-0.05445141
0.26823753,0.27986875,-0.065836646,0.12740548,-0.00038541836,-0.06618807
0.608305,0.93070465,-0.3020876,0.34828264,-0.3937803,-0.17711744
0.3322424,0.44662762,-0.10148879,0.16362591,-0.110021144,-0.10604161
0.24403302,0.27702418,-0.029212732,0.08980963,0.0090456605,-0.033114474
0.40843552,0.5118074,-0.12738389,0.17014591,-0.14885558,-0.14112592
0.3962867,0.5601933,-0.12889054,0.17536388,-0.13056888,-0.065895304
0.31839952,0.43940812,-0.10934678,0.17496143,-0.10941244,-0.049125258
0.34031382,0.47756106,-0.11680808,0.15887253,-0.0990717,-0.0377195
0.20568879,0.28915194,-0.017996814,0.09537901,0.02407198,-0.014340941
0.37316442,0.55882955,-0.14340012,0.15693966,-0.12843585,-0.10240176
0.26418903,0.35540283,-0.08120911,0.135303,-0.0969484,-0.05209356
0.3994476,0.6475981,-0.13606015,0.1856168,-0.15736884,-0.09400214
0.3848183,0.50324404,-0.10850768,0.15904285,-0.13423751,-0.09723911
0.69914687,1.090441,-0.3838596,0.4841667,-0.53609854,-0.27701187
0.22089617,0.33849436,-0.07336962,0.11038624,-0.09633737,-0.025544759
0.3966999,0.62328416,-0.1353806,0.1724683,-0.13897116,-0.082488954
0.27153957,0.33855763,-0.06429338,0.13865043,-0.05752569,-0.056680936
0.33159736,0.52365315,-0.11073812,0.13644302,-0.083858155,-0.036978427
0.2920887,0.38631293,-0.06459504,0.1133713,-0.044432282,-0.008331787
0.25414312,0.3518462,-0.049200863,0.11681262,-0.0291778,-0.02435283
0.36084732,0.5733062,-0.18364196,0.26362056,-0.2466956,-0.1073716
0.3684832,0.55089116,-0.16992857,0.25504497,-0.2148463,-0.12563217
0.4436311,0.6789188,-0.18943368,0.2756315,-0.26933756,-0.12295166
0.29594603,0.45148724,-0.0987893,0.15493378,-0.09652141,-0.048131388
0.5575554,0.833329,-0.22318356,0.277508,-0.30863214,-0.1497238
0.32349902,0.4671991,-0.12967588,0.19464788,-0.18933979,-0.062034424
0.38497937,0.5943101,-0.13238744,0.23096304,-0.21283792,-0.112758294
0.38292214,0.5765205,-0.1583033,0.18129425,-0.14728789,-0.08183828
0.44652498,0.6123724,-0.15898752,0.19984354,-0.17199676,-0.07909162
0.3543944,0.53017884,-0.14359042,0.21448629,-0.22436568,-0.098961234
0.3231868,0.45246324,-0.098489694,0.16270325,-0.116844565,-0.09668186
0.23959292,0.2535552,-0.05052302,0.11983539,0.011553563,-0.08470516
0.55079854,0.9072466,-0.2650766,0.365074,-0.41939634,-0.23209292
0.3024048,0.4457568,-0.09110704,0.123181775,-0.06565155,-0.044091437
0.42218202,0.5973745,-0.15537828,0.18095912,-0.15669914,-0.103577584
0.23453039,0.21051216,-0.024519812,0.11187656,0.031019758,-0.06513235
0.32728335,0.5168395,-0.11960838,0.14479068,-0.07227962,-0.07280266
0.20201848,0.2612409,-0.016912045,0.091547996,0.030502655,-0.021336194
0.29599908,0.45048258,-0.10065698,0.12076926,-0.10313079,-0.042217363
0.46899822,0.72905594,-0.23856021,0.32863894,-0.317861,-0.1996069
0.26194516,0.42128512,-0.07854027,0.11259906,-0.05414958,-0.018396843
0.2767488,0.35479444,-0.075074874,0.113388866,-0.03594786,-0.07078825
0.7524435,1.1997367,-0.3825627,0.54505384,-0.61156607,-0.31542408
