rely,data,time,turn,pcap,modp,loc,Generated_Var_1,Generated_Var_3,Generated_Var_4,actual
1.0,0.636363636363637,0.7272727272727273,0.7142857142857147,0.2222222222222222,0.4285714285714286,0.0522813191407815,0.7142677,0.6283219,0.30465892,0.0927760858690023
0.2,0.636363636363637,0.0,0.4642857142857144,0.4166666666666667,0.666666666666667,0.337990627340987,0.31887713,0.24550335,0.7392187,0.0610930218270859
1.0,0.636363636363637,0.7272727272727273,0.2499999999999999,0.2222222222222222,0.2142857142857144,0.0348600198602811,0.6188372,0.5877498,0.3947278,0.0525798439543272
0.6153846153846153,0.636363636363637,0.090909090909091,0.0,0.4166666666666667,0.2142857142857144,0.0183097855438058,0.78629553,0.5629451,0.26967883,0.0196680738276827
0.0,0.0,0.090909090909091,0.4642857142857144,0.4166666666666667,1.0,0.0095991359035556,0.5100686,0.5688331,0.50689226,0.0066788952177003
0.2,0.5000000000000006,0.0,0.0,0.6527777777777778,0.4285714285714286,0.0113412658316057,0.33206683,0.21913268,0.7309234,0.0043092477685819
0.2,0.0,0.0,0.4642857142857144,0.2222222222222222,0.4285714285714286,0.0505391892127314,0.14302082,0.10572285,0.9017172,0.0036071300058802
0.3846153846153847,0.272727272727273,0.0,0.0,0.4166666666666667,0.0,0.0113412658316057,0.1716378,0.102655075,0.86349446,0.00053536479406
0.3846153846153847,0.272727272727273,0.0,0.4642857142857144,0.0,0.2142857142857144,0.0036758941481855,0.14014357,0.0983055,0.91555166,0.0001843059127092
0.3846153846153847,0.0,0.0,0.0,0.6527777777777778,0.666666666666667,0.0008884862633055,0.29587904,0.3059634,0.765686,0.0001843059127092
0.2,0.0,0.0,0.0,0.0,0.2142857142857144,0.002891935680563,0.054975543,0.0680878,1.0,8.776472033771834e-06
0.2,0.454545454545455,0.0,0.7142857142857147,0.3194444444444446,0.3095238095238095,0.0379087472343687,0.28620574,0.22007999,0.7590936,0.0034316005652047
0.3846153846153847,0.454545454545455,0.0,0.7142857142857147,0.4166666666666667,0.4285714285714286,0.0231877493423459,0.41278443,0.3542526,0.62853897,0.0067666599380381
0.2,0.454545454545455,0.090909090909091,0.7142857142857147,0.4166666666666667,0.666666666666667,0.0249298792703959,0.40609378,0.38156268,0.6356154,0.0071177188193889
0.2,0.454545454545455,0.0,0.7142857142857147,0.4166666666666667,0.4285714285714286,0.028762565112106,0.34719437,0.2867315,0.70323837,0.0087852485058056
0.2,0.454545454545455,0.0,0.7142857142857147,0.2222222222222222,0.4285714285714286,0.0618630337450567,0.31553364,0.26259315,0.7281459,0.01054054291256
0.0,0.0,0.0,0.0,0.0,0.666666666666667,0.0183097855438058,0.0,0.12813616,0.99935305,0.0026417180821653
0.2,0.0,0.0,0.4642857142857144,0.6527777777777778,0.666666666666667,0.4024494346788383,0.42315817,0.36130092,0.6558694,0.1111189124195855
0.3846153846153847,0.272727272727273,0.0,0.0,0.0,0.0,0.077542203097507,0.10661277,0.0,0.913313,0.0131734845226915
0.6153846153846153,0.272727272727273,0.4545454545454546,0.0,0.2222222222222222,0.4285714285714286,0.0191808505078308,0.391037,0.29693562,0.6632619,0.0149287789294459
0.2,0.272727272727273,0.0,1.0,1.0,1.0,0.0069859410114806,0.73821634,0.67194027,0.33139163,0.0101894840312091
0.2,0.0,0.0,0.4642857142857144,0.4166666666666667,1.0,0.0054180240762356,0.45251065,0.4406684,0.5878977,0.0030805416838539
0.2,0.0,0.1666666666666668,0.4642857142857144,0.0,0.4285714285714286,0.002891935680563,0.51541054,0.46814743,0.48305482,0.0007108942347355
0.3846153846153847,0.0,0.0,0.0,0.4166666666666667,0.2142857142857144,0.0021079772129405,0.34851116,0.24896999,0.68883026,0.0012374825567618
0.2,0.0,0.0,0.0,0.6527777777777778,0.666666666666667,0.003763000644588,0.13892129,0.1294028,0.9334988,0.0010619531160863
0.6153846153846153,0.0,0.4545454545454546,0.4642857142857144,0.4166666666666667,0.666666666666667,0.0217940453999059,0.63509405,0.5847834,0.42123872,0.0835607902335419
0.3846153846153847,0.0,0.1666666666666668,0.4642857142857144,0.4166666666666667,0.666666666666667,0.0130833957596557,0.9452348,0.8361598,0.068977974,0.0202824268700467
1.0,0.0,1.0,0.4642857142857144,0.0,0.2142857142857144,0.0200519154718558,0.54452074,0.49167743,0.5386638,0.0108916017939108
0.3846153846153847,0.0,0.090909090909091,0.0,0.4166666666666667,0.2142857142857144,0.0183097855438058,0.33709505,0.25810164,0.6950708,0.0056257185736477
0.6153846153846153,0.0,0.1666666666666668,0.4642857142857144,0.2222222222222222,0.666666666666667,0.004111426630198,0.58940107,0.5366515,0.4533661,0.0044847772092574
0.3846153846153847,0.0,0.0,0.0,0.2222222222222222,0.0,0.0226651103639309,0.20193332,0.15646526,0.8288591,0.0038704241668933
0.2,0.0,0.1666666666666668,0.4642857142857144,0.0,0.2142857142857144,0.0062019825438581,0.3969027,0.39991862,0.59880924,0.0028172475228407
0.3846153846153847,0.0,0.0,0.0,0.2222222222222222,0.0,0.0069859410114806,0.15520366,0.096659325,0.8796938,0.0007986589550732
