size_D,har,dba,source,telonuse,t01,t08,Generated_Var_5,effort_D
0.17908761,0.10244344,0.08469081,0.40548518,0.6265175,0.003739953,0.1305654169434583,0.20989287,0.11663053
0.11230331,0.12013127,0.11348331,0.4789235,0.63761663,0.041974902,0.35426771457322853,0.30837518,0.05737003
0.21176952,0.049510673,0.010456741,0.29572248,0.5442003,0.061460853,0.13350231664976833,0.23904455,0.18707125
0.27902347,0.045572475,0.046012342,0.2457802,0.48737732,0.15688741,0.1602168239783176,0.26418328,0.25041363
0.31679255,0.230011,0.15461195,0.4605047,0.7238425,0.11528334,0.16595645340435464,0.088284425,0.27249163
0.3745774,0.19600122,0.076785386,0.37498745,0.6625169,0.1289266,0.07819523618047637,0.04933212,0.31528628
0.3485843,0.07121645,0.070439935,0.20876476,0.47016534,0.2501287,0.17653091234690876,0.2467531,0.33978873
0.64525604,0.5146619,0.413647,0.6018742,0.8128017,0.3890608,0.37704503229549674,0.0059771314,0.5826529
0.30474722,0.17456092,0.11464441,0.3952208,0.6763494,0.076189846,0.04090383190961681,0.08593444,0.25698724
0.34497756,0.2762696,0.22454554,0.47948575,0.7549677,0.1264512,0.1609180139081986,0.06266654,0.29286325
0.21948989,0.10369299,0.051291287,0.37277165,0.61946064,0.02114582,0.03808444319155568,0.14807567,0.16030724
0.35152295,0.17449667,0.04842204,0.37315202,0.65721023,0.11101574,0.06352298864770113,0.061937906,0.28468645
0.49663067,0.3263319,0.211864,0.4594056,0.74595153,0.20070559,0.17674167232583277,0.020434625,0.41768008
0.17566025,0.0975842,0.06401062,0.39788622,0.61929965,0.008378893,0.1318602168139783,0.2064791,0.12624732
0.22700815,0.17960082,0.16071022,0.45622867,0.67420936,0.08343804,0.13714189628581036,0.184778,0.22591604
0.17433509,0.11091338,0.114000976,0.40900034,0.63253033,0.03188485,0.14472426552757345,0.21000457,0.14930776
0.17706406,0.092886254,0.06301403,0.39191446,0.6188825,0.0,0.10314704968529502,0.19784671,0.12877446
0.42930645,0.23723824,0.0913263,0.39675143,0.6874765,0.14643294,0.11583770841622916,0.027153425,0.3467182
0.16268362,0.099444166,0.10428035,0.41334102,0.60496044,0.0338369,0.19796194020380595,0.2622825,0.11779621
0.28454804,0.0038153678,0.08468187,0.14283094,0.35678166,0.3100419,0.33619146638085334,0.4505515,0.3180436
0.3847069,0.048574522,0.22755402,0.08504001,0.19902515,0.6092442,0.5782037421796258,0.6610826,0.46783835
0.12426346,0.21291815,0.2966467,0.60798085,0.6770137,0.12036708,0.5439872456012753,0.40594327,0.09637783
0.15296231,0.10861282,0.09481877,0.4358094,0.6140816,0.044523954,0.2434234656576534,0.26037028,0.09425181
0.41530854,0.24130528,0.09889561,0.40863144,0.7023161,0.14732164,0.10671968932803107,0.016787209,0.33791322
0.15932795,0.114015624,0.15571004,0.43109557,0.62608063,0.039007336,0.2141490085850991,0.28792855,0.11574383
0.3084432,0.16393898,0.086271465,0.38827333,0.6656467,0.08234385,0.02914774108522589,0.07624508,0.25405276
0.44414437,0.34721255,0.25409073,0.5200704,0.76907325,0.22854018,0.1798657320134268,0.048022695,0.4189819
0.6034814,0.43906587,0.33341712,0.5408812,0.7609574,0.35493302,0.3195688680431132,0.019215383,0.52923137
0.46913034,0.09470506,0.2224226,0.12262309,0.27130273,0.5830704,0.4532536746746325,0.512792,0.4920342
0.16565633,0.10251401,0.093752325,0.41586253,0.6277696,0.015646398,0.1303247969675203,0.21916294,0.11955276
0.11296623,0.131187,0.15138918,0.49398398,0.65945387,0.024798244,0.32713329728667023,0.3010094,0.05953607
0.4193496,0.10859506,0.10506201,0.19742978,0.41787106,0.35548282,0.2632744336725566,0.29269198,0.39219356
0.15182325,0.15716825,0.1932261,0.5219112,0.6633718,0.06635785,0.3904711609528839,0.31235036,0.082793206
0.32796216,0.03937067,0.19089597,0.15757698,0.33202004,0.4001574,0.3857467614253238,0.49693114,0.3858077
0.21343267,0.12136479,0.09191346,0.4080236,0.6521915,0.03314033,0.11872954812704518,0.15147376,0.16130616
0.42068905,0.22914247,0.084800184,0.39295197,0.68618405,0.1484651,0.1117703488229651,0.026419811,0.3394444
0.15595077,0.1380863,0.17221415,0.47193176,0.65767014,0.033676952,0.22681856731814323,0.26760963,0.1226247
0.14187102,0.10855745,0.13136733,0.4434934,0.633498,0.029890567,0.22671676732832324,0.27151325,0.11385011
0.2369067,0.103035346,0.04542291,0.37073112,0.62460726,0.03550026,0.06510394348960565,0.14149445,0.19774044
0.50336987,0.34160906,0.22749919,0.48672616,0.74675393,0.24325424,0.21543890845610913,0.01460918,0.42883414
0.16020337,0.120632485,0.12734485,0.43835798,0.64074975,0.032158554,0.21364945863505413,0.23456118,0.119045496
0.11928993,0.11062093,0.23039657,0.4573694,0.5598021,0.15640229,0.4721438727856127,0.480668,0.13390404
0.26775554,0.018448249,0.07468015,0.16464716,0.3761524,0.29438746,0.3398992360100764,0.4436832,0.30033058
0.2842166,0.17480658,0.06917697,0.41442183,0.68650204,0.08169666,0.13465817653418236,0.10151412,0.225501
0.28980172,0.026023567,0.038823366,0.1929993,0.4269089,0.24054605,0.26082242391775756,0.34359905,0.2740901
0.2023225,0.11174144,0.10054606,0.40472195,0.62297744,0.0203619,0.06690245330975467,0.18496704,0.15115711
0.22345302,0.091821745,0.05739963,0.36083627,0.5980498,0.03451991,0.04163065183693482,0.15792084,0.17353249
0.25083852,0.03649874,0.032701075,0.2601534,0.50170994,0.11649057,0.1515827848417215,0.26039273,0.22612755
0.31744146,0.15499087,0.03462684,0.3658984,0.6584056,0.0636408,0.05728762727123727,0.06254672,0.25367865
0.3559854,0.18594776,0.05787331,0.37211183,0.66176164,0.101454794,0.06619589838041015,0.053839915,0.27951005
0.23521982,0.14299797,0.09212679,0.40646377,0.65258396,0.049589545,0.09499307550069244,0.1357257,0.18268166
0.8131264,0.7689269,0.74175143,0.8346236,0.9202647,0.6683785,0.6381669361833063,0.040658437,0.7887281
0.20121723,0.08221312,0.09100562,0.36759862,0.5957615,0.04315999,0.12506820749317926,0.21397716,0.16742834
0.240385,0.053118512,0.073236525,0.29241738,0.50962365,0.116137534,0.16443927355607263,0.26574624,0.20075879
0.33079326,0.07428689,0.045916617,0.22317705,0.487984,0.20123464,0.1421585857841414,0.21421775,0.30502754
0.13762395,0.11375694,0.1266715,0.45363227,0.62480587,0.034928143,0.2624515337548466,0.29304218,0.10052802
0.19216445,0.07464494,0.07250315,0.35459304,0.5846817,0.022225678,0.09181641581835841,0.21898636,0.15584636
0.21180636,0.10336922,0.07576257,0.38948023,0.61499643,0.025572658,0.08748313125168687,0.17849126,0.15352595
0.16510357,0.09792413,0.054297507,0.40928978,0.6148659,0.035833567,0.1923143407685659,0.22183734,0.10696496
0.22952789,0.11858724,0.061397016,0.3942938,0.633865,0.036375552,0.07188432681156731,0.14787576,0.17247792
0.29000562,0.18123834,0.10454625,0.40742892,0.6891057,0.06289911,0.08919318608068139,0.082759775,0.23895875
0.28737977,0.15457325,0.107587576,0.39290774,0.6528536,0.06981915,0.02695739030426097,0.09955942,0.24634163
0.16072881,0.11259766,0.10758942,0.43229336,0.62696445,0.009617239,0.1715442628455737,0.24045396,0.10345886
0.105503425,0.15884872,0.20771462,0.5570234,0.64925104,0.090471715,0.5100845489915451,0.39107352,0.054499652
0.17538813,0.095967904,0.068936706,0.40038827,0.61579174,0.009524286,0.13348735665126432,0.21056977,0.123976536
0.3346384,0.21725519,0.12600464,0.41499895,0.7049895,0.09933549,0.11721588827841116,0.055173792,0.27828324
0.3096743,0.17504631,0.100005925,0.41113457,0.6865356,0.079344034,0.0804946019505398,0.08357186,0.25007913
0.20536664,0.09329866,0.16748834,0.40968275,0.6540614,0.012417883,0.03736737026326297,0.18289682,0.18553823
0.1718958,0.12828423,0.110027134,0.44215268,0.64121133,0.04841554,0.21880823811917618,0.2378909,0.1414977
0.4226156,0.3118986,0.23564732,0.49621212,0.73562634,0.21550298,0.13527210647278934,0.06017477,0.39493322
0.17801091,0.1707453,0.19920802,0.52559537,0.69156814,0.09987348,0.401911189808881,0.27586114,0.13720927
0.25783056,0.03559254,0.08827591,0.23200852,0.44542193,0.20873672,0.27786785221321475,0.36456773,0.26976997
0.3641957,0.19851653,0.06553805,0.38684547,0.67738116,0.11332914,0.06313180368681963,0.040560476,0.29396343
0.548254,0.41386408,0.28858286,0.5192414,0.7786207,0.29177892,0.27944887205511276,0.005883582,0.4835589
0.28309307,0.17950843,0.15710038,0.4251316,0.6905214,0.07068232,0.07315253268474672,0.091834895,0.24681313
0.1631777,0.075578615,0.10002142,0.37725815,0.57850325,0.054206014,0.19906993009300697,0.29392433,0.13489297
0.50989044,0.32683992,0.18352509,0.45591587,0.7271887,0.23067826,0.19625253037474694,0.012746908,0.42944592
0.21676606,0.11531271,0.06864774,0.39394894,0.6300511,0.034993857,0.08217110178288982,0.15878138,0.15830687
0.22095893,0.07926057,0.04228908,0.34788176,0.59102434,0.032913506,0.06739046326095366,0.17528126,0.18225919
0.22044078,0.1370203,0.072592735,0.4073476,0.651511,0.049144953,0.11656357834364216,0.14818966,0.18235138
0.19736713,0.10184412,0.078821,0.39308968,0.6169665,0.020584166,0.08274465172553482,0.18140715,0.14135751
0.19232933,0.101007,0.08985776,0.3711132,0.59847325,0.038142055,0.11197008880299111,0.20290452,0.16871959
0.6720487,0.54211503,0.4463417,0.618405,0.8132992,0.44003946,0.41978798802120115,0.018698283,0.605156
0.30147773,0.018935919,0.21416563,0.12104323,0.23983714,0.53356296,0.5823058417694158,0.6773487,0.4223264
0.187211,0.12482534,0.121362686,0.42966592,0.6520614,0.016166568,0.13454081654591835,0.2030105,0.13450427
0.21960023,0.112084374,0.038415313,0.38589066,0.62350583,0.035061717,0.07747169225283078,0.15230641,0.16708095
0.281371,0.13334231,0.070580125,0.376913,0.6381807,0.06350818,0.06228789077121092,0.110055484,0.22337925
0.17734687,0.1216995,0.105555415,0.43074766,0.63796353,0.038034737,0.17852891214710878,0.22961906,0.14803693
0.5283687,0.3781522,0.24700552,0.48917162,0.76569086,0.25998014,0.26778817322118265,0.00054020435,0.45125628
0.2587667,0.13720222,0.12021649,0.3981306,0.65551656,0.063929945,0.033351806664819336,0.12882313,0.2260786
0.186189,0.08819242,0.054646075,0.37856644,0.59917015,0.019369781,0.11374391862560812,0.20068565,0.13389227
0.2745107,0.0062568784,0.07095218,0.14452803,0.35979435,0.29642892,0.32854294714570526,0.44434768,0.29853147
0.09641287,0.17455386,0.2830637,0.57942456,0.65427095,0.10403347,0.5113615488638451,0.42034197,0.061791163
0.20895901,0.12316771,0.13293707,0.414338,0.6583803,0.012796611,0.12256403774359621,0.18413076,0.16087146
0.15801802,0.0918446,0.12609446,0.40383664,0.5926283,0.0545682,0.2317078168292183,0.3086479,0.1312369
0.32251534,0.05771394,0.14742208,0.23885548,0.4842191,0.21817678,0.17649526235047375,0.29721823,0.32905018
0.4941662,0.3108436,0.17635953,0.44686612,0.7226926,0.21834916,0.20266134973386501,0.010816924,0.40917808
0.55778843,0.415093,0.34226185,0.55563104,0.7808771,0.34392047,0.26621199337880064,0.024065532,0.51785356
0.25718302,0.013776943,0.07355946,0.1879319,0.41122952,0.22930413,0.2899077510092249,0.39285898,0.26339602
0.4980958,0.08322342,0.3614658,0.0,0.0764654,0.857756,0.7472717252728275,0.7793944,0.610173
0.25305453,0.155955,0.09924716,0.4196893,0.65862566,0.06468001,0.12410821258917873,0.14201388,0.20841849
0.1265361,0.16501196,0.1987927,0.54482794,0.6576005,0.0979166,0.4831942116805788,0.35332385,0.063896626
0.09426301,0.15689681,0.23712867,0.55824023,0.64668125,0.10664606,0.498523570147643,0.40457267,0.06362723
0.39341944,0.07899873,0.33052146,0.16643989,0.24293983,0.60991484,0.5585675841432416,0.67475635,0.49586356
0.37972772,0.22364058,0.15634161,0.41511795,0.6901368,0.11981183,0.08206763179323681,0.06952029,0.32944155
0.18202206,0.09218831,0.06727409,0.3908481,0.60924345,0.0118331015,0.10712339428766057,0.201653,0.12963203
0.3063009,0.1165645,0.05509454,0.31032708,0.6013446,0.08008957,0.06571232342876765,0.11351272,0.24674419
0.2751371,0.16860123,0.16021305,0.42275605,0.6779428,0.07897946,0.06683423331657666,0.12230288,0.25436574
0.22704199,0.10820584,0.03119111,0.3750614,0.62685716,0.038218766,0.08247365675263432,0.14177841,0.16685456
0.11121125,0.13563742,0.17524505,0.49989992,0.6436524,0.043959796,0.3472260652773934,0.33120131,0.075648665
0.3618545,0.07581471,0.15300703,0.16740552,0.37358534,0.3883801,0.3368833663116633,0.3955599,0.36907
0.513656,0.32886285,0.20896274,0.44729054,0.6762686,0.27870095,0.22294933770506623,0.05442428,0.43681484
0.1654382,0.10282518,0.0982393,0.4244669,0.6214992,0.025271803,0.18643333135666684,0.24717572,0.121804856
0.38825434,0.17379038,0.2488352,0.35506663,0.55154276,0.30129957,0.22899932710006726,0.24005333,0.3871587
0.35313112,0.1398649,0.109473705,0.31694013,0.5843644,0.15977305,0.11984326201567379,0.16156042,0.3131895
0.17319737,0.095630094,0.08499628,0.40462375,0.60526854,0.026393235,0.1598974040102596,0.23900118,0.12261088
0.19703536,0.15640624,0.20811468,0.49772662,0.65352994,0.1087082,0.34007882599211736,0.2779088,0.17390709
0.49677998,0.3213691,0.18474686,0.45569837,0.7315459,0.22205997,0.1804099219590078,0.006352149,0.42170626
0.39709383,0.04855673,0.2620352,0.07959501,0.20508978,0.6267703,0.59493250050675,0.6268129,0.48455805
0.17623214,0.11075263,0.084058106,0.42433643,0.63705266,0.033424675,0.15962250403774958,0.20422289,0.115858085
0.441925,0.26775104,0.14073259,0.42305362,0.70419097,0.16898978,0.12279935772006423,0.028290339,0.35879177
0.277515,0.1315464,0.02686119,0.3632882,0.6378307,0.0552938,0.03979548402045159,0.089923434,0.21922955
0.234321,0.09737499,0.03473699,0.3569491,0.6212255,0.011911303,0.06515025348497465,0.13649336,0.17432123
0.6758474,0.5788154,0.534652,0.67743033,0.84703064,0.44076157,0.4131302586869741,0.029768534,0.6495039
0.2019361,0.088599846,0.041461945,0.37054545,0.5991457,0.013790339,0.06739979326002067,0.17223394,0.14077768
0.34942555,0.023435622,0.1321913,0.14005548,0.35322607,0.35800552,0.30560486943951304,0.4197721,0.37920022
0.14469148,0.11427064,0.09121364,0.44932237,0.6233897,0.05121541,0.305182749481725,0.27797958,0.080760546
0.276174,0.15125366,0.07701999,0.38498414,0.64882356,0.067450255,0.0605453189454681,0.1015875,0.2148763
0.2667531,0.23380671,0.1883297,0.491435,0.72650874,0.11261088,0.29317993068200693,0.14303493,0.21809871
0.19896716,0.10422702,0.054386973,0.39549583,0.6119851,0.02169633,0.100221919977808,0.1837914,0.1448619
0.16741554,0.025593624,0.06578559,0.2980285,0.50858754,0.11918372,0.27512854248714574,0.36298266,0.19537318
0.19748116,0.112209216,0.13625157,0.40034437,0.6189309,0.03344205,0.12621052737894725,0.2125948,0.16606317
0.26456687,0.18739207,0.14566648,0.4519889,0.68850446,0.10175452,0.13984800601519937,0.13705641,0.22769268
0.44132888,0.055898383,0.2550276,0.054589108,0.18498996,0.65632284,0.5438814856118513,0.6265909,0.5079129
0.38291985,0.2164493,0.07221496,0.38750404,0.69897246,0.11052793,0.10801626919837308,0.016616426,0.31139016
0.80768484,0.7572159,0.7735646,0.8409454,0.92354745,0.66164887,0.6380292761970724,0.06430397,0.7836201
0.39589417,0.030770287,0.15864599,0.09110025,0.27066755,0.4985109,0.4139991886000811,0.50793254,0.43317473
0.14280657,0.109266594,0.10437012,0.44093257,0.63679546,0.0176197,0.22682184731781527,0.2549303,0.09873131
0.15688756,0.08342256,0.13522655,0.40304813,0.583737,0.05618602,0.22321469767853022,0.308512,0.14250332
0.41178924,0.2572226,0.12686586,0.4334242,0.7137592,0.16608536,0.13786150621384935,0.03308741,0.3570056
0.24376284,0.09808789,0.05408156,0.35953987,0.60144484,0.050623536,0.04602363239763676,0.14835823,0.19876102
0.37609416,0.22458713,0.11541873,0.40289664,0.7081397,0.106411874,0.10140992985900701,0.038553916,0.319399
0.14586276,0.10699837,0.098799646,0.4537015,0.61382836,0.0582695,0.30502938949706104,0.29822233,0.09595957
0.15295118,0.16681008,0.18984997,0.5602935,0.6759707,0.09838104,0.40707002929299707,0.292199,0.09670005
0.2360211,0.14792739,0.09521711,0.4099252,0.64669645,0.04955417,0.06317597368240263,0.14430559,0.1970163
0.56261605,0.42636698,0.3250199,0.557914,0.7850565,0.33502907,0.2671532032846797,0.018513955,0.52653676
0.69588983,0.609567,0.5550263,0.71779066,0.8592113,0.5230859,0.46025393397460657,0.04225328,0.6733266
0.25579464,0.11729361,0.053192496,0.3689299,0.6228097,0.04620239,0.02608713239128676,0.117920004,0.19165435
0.3114306,0.16179864,0.06394005,0.38027552,0.67147696,0.062360317,0.039960440003955995,0.05559378,0.24394944
0.225146,0.12754522,0.07271558,0.40318996,0.6426816,0.048389733,0.11542506845749315,0.16224882,0.17797521
0.6787189,0.59780526,0.5484555,0.6980737,0.8429233,0.48486453,0.4167933383206661,0.04235717,0.65406203
0.21839418,0.21842323,0.17351979,0.49698836,0.6820909,0.12601402,0.20619416938058305,0.20307201,0.22920515
0.2280663,0.121547535,0.08271003,0.38900828,0.639897,0.036239862,0.055294001470599846,0.1529513,0.18380328
0.29396313,0.19010474,0.06520128,0.41733068,0.696064,0.09052631,0.1499422350057765,0.084540464,0.23480158
0.18724844,0.13596292,0.1985318,0.47687286,0.66762334,0.028978407,0.12509514749048525,0.22750273,0.1551409
0.33394736,0.12026094,0.037296474,0.29700458,0.57288545,0.1268864,0.09648575435142456,0.1251002,0.278439
0.19579819,0.09715466,0.087798715,0.3692442,0.5913446,0.038114578,0.1513155848684415,0.22843447,0.171424
0.053623974,0.2045611,0.3008567,0.65510285,0.6703694,0.13873261,0.6139513786048622,0.4846388,0.034613635
0.1234877,0.09964572,0.14855188,0.45272797,0.58596945,0.10872641,0.4099135290086471,0.38082463,0.101578504
0.33589536,0.16224949,0.02687788,0.359067,0.6565731,0.081261694,0.052078390792160915,0.049592562,0.2598403
0.3827393,0.30590588,0.25447923,0.5208198,0.74635285,0.20563757,0.18052215194778481,0.07956564,0.36697978
0.23380497,0.1052867,0.018810987,0.36237016,0.62362325,0.023074895,0.02710926228907377,0.11333739,0.17404674
0.086801864,0.15802161,0.18768495,0.54912615,0.64311504,0.09509513,0.5084803491519652,0.39432502,0.046913486
0.24694793,0.15053199,0.09831458,0.41401482,0.65183043,0.070595115,0.07701765729823426,0.14295894,0.22323008
0.22560194,0.11433418,0.055160463,0.38533852,0.6221998,0.03049171,0.03957613904238609,0.1432572,0.16561976
0.2656706,0.12870891,0.026898265,0.36449262,0.64152414,0.03978324,0.038933661106633884,0.09478461,0.21312796
0.14732909,0.13635714,0.13907897,0.4680798,0.65058166,0.04042369,0.2517210248278975,0.2679444,0.12709919
0.1628871,0.092718884,0.06677163,0.40505055,0.60835534,0.021501034,0.1733331826666817,0.23458588,0.10890426
0.51736426,0.45272315,0.4086935,0.61282736,0.8211553,0.332672,0.3143011285698871,0.06875836,0.48291093
0.43304598,0.19439964,0.24926054,0.34530345,0.539446,0.30752218,0.21954280804571918,0.23536536,0.41794968
0.21139121,0.10627775,0.06982857,0.38964954,0.63074255,0.014582813,0.056455278354472165,0.16482174,0.15578684
0.24275467,0.13971148,0.07799637,0.4096349,0.6459398,0.061748713,0.09703325029667496,0.14770532,0.20173539
0.16433454,0.12388252,0.112392426,0.44084767,0.63104063,0.039723694,0.21767688823231116,0.2532046,0.13441837
0.5005728,0.3560003,0.26630312,0.49711573,0.7636108,0.27496243,0.2314025768597423,0.013487287,0.44485384
0.21939176,0.06006287,0.058897376,0.30970666,0.5361855,0.08004001,0.1521497547850245,0.24925986,0.16959421
0.41248465,0.11593799,0.102799654,0.21240008,0.44575733,0.32785094,0.22729379727062027,0.25297982,0.3832804
0.339848,0.17338274,0.06458014,0.37875232,0.66603,0.08764684,0.0601873939812606,0.0521247,0.2723149
0.19281578,0.12710176,0.16566765,0.4369245,0.63558406,0.028332263,0.10767568923243107,0.21796358,0.17005861
0.17078468,0.104526296,0.08465499,0.421027,0.6263516,0.034891576,0.2107217989278201,0.23224276,0.12046998
0.521653,0.352665,0.25999045,0.47080314,0.7321833,0.28596675,0.2216380878361912,0.039850928,0.4545837
0.21675381,0.08607729,0.027998924,0.35778868,0.60830265,0.013704747,0.04926174507382549,0.15134692,0.16806471
0.4729728,0.35498524,0.2546652,0.50129884,0.78022665,0.21596366,0.20319253968074602,0.022307329,0.413554
0.35105526,0.18039717,0.07142711,0.3746283,0.65225375,0.11072886,0.06562506343749365,0.060710944,0.27838513
0.40723872,0.2822132,0.1661272,0.45631146,0.7375009,0.1736415,0.1319270868072913,0.03385567,0.3536312
