rely,data,cplx,stor,acap,aexp,vexp,sced,Generated_Var_1,Generated_Var_4,actual
0.16313632,0.04080146844808811,0.41603845,0.114161,0.33799174,0.08096014,0.4455647,0.36125016,0.4636025,0.23128358,0.17918037
0.252757,0.43833997630039856,0.24439886,0.31998742,0.52334034,0.24114801,0.18063882,0.26686305,0.112688184,0.14829195,0.42655316
0.08974375,0.08360017501601051,0.28197095,0.122192904,0.46953142,0.124212876,0.34344375,0.21659744,0.42207834,0.16163367,0.18048558
0.251639,0.03821052229263134,0.5170514,0.097652555,0.2502941,0.11525057,0.5656382,0.44134772,0.5749971,0.38086608,0.18000573
0.06351352,0.2766329465979768,0.19608667,0.13622229,0.6866795,0.2783295,0.16904801,0.30561844,0.3132878,0.071252584,0.25719917
0.08690204,0.30106697806401866,0.21243586,0.15172361,0.69432795,0.28853655,0.16595161,0.34286946,0.30069184,0.06735718,0.28207302
0.21896301,0.031977044918622695,0.4782129,0.114672,0.25934285,0.06689407,0.5438316,0.43925288,0.5138905,0.30763033,0.22205572
0.08165455,0.10800446648026799,0.28496155,0.12809533,0.49715346,0.111836866,0.31310335,0.25952703,0.3673968,0.09910691,0.18502009
0.91488826,0.9054598543275914,0.91741663,0.88869417,0.2436217,0.9331482,0.37655532,0.89728117,0.07128395,0.8022933,0.83944696
0.19339071,0.41900050514003034,0.18553741,0.28544492,0.58930075,0.2829969,0.12613806,0.15588248,0.11641127,0.109894425,0.39271352
0.042301588,0.323390149403409,0.16072065,0.11933385,0.82540005,0.33332574,0.11794888,0.28358674,0.3625642,0.103830725,0.30428243
0.09607625,0.18637399118243947,0.26801723,0.13625829,0.54237986,0.19940005,0.27277017,0.39138082,0.37873122,0.089695424,0.23883924
0.029341586,0.44468552668113165,0.04504749,0.09485421,0.92021644,0.4422276,0.029887706,0.12513137,0.3838504,0.12949431,0.38585514
0.39026695,0.4110889946653397,0.5058967,0.47846437,0.37017873,0.38630372,0.29774088,0.5275243,0.11020243,0.2330297,0.41713187
0.26308727,0.02417582045054923,0.5429619,0.10069158,0.23647352,0.09701626,0.5873294,0.44429407,0.61052215,0.41183898,0.23028481
0.10562536,0.1606769096406146,0.32320952,0.15294163,0.5085249,0.21283849,0.2957713,0.4898104,0.34857494,0.08892369,0.22085026
0.23831134,0.09998284099897047,0.46566784,0.13054591,0.28111318,0.18457921,0.49835458,0.4447956,0.49242607,0.36551782,0.075842656
0.4534071,0.5340550820433049,0.48870122,0.5190514,0.40387872,0.4191209,0.26078314,0.37895158,0.058015667,0.31893876,0.49935636
0.5393804,0.5514052830843169,0.61266834,0.58680207,0.3310284,0.5026523,0.3270644,0.59240156,0.12129465,0.38878384,0.5762327
0.29939747,0.3616397216983833,0.43235213,0.4084733,0.40482122,0.32326782,0.246637,0.5105554,0.12092468,0.12321347,0.37839592
0.14472075,0.0540260932415656,0.39021575,0.13248616,0.36025625,0.081027016,0.41972065,0.41068742,0.40796262,0.16155213,0.2179333
0.059276134,0.3071391184283471,0.1565476,0.14318289,0.6967398,0.27426928,0.14093411,0.2255935,0.29690546,0.07826561,0.29242957
0.13545123,0.33928399035703943,0.20009091,0.21938343,0.61614466,0.24253608,0.15285379,0.25108868,0.1908689,0.052188247,0.3003176
0.19159369,0.165599149935949,0.39913034,0.16188453,0.42371467,0.24756406,0.37688512,0.49522886,0.3814452,0.25882217,0.030485258
0.1019067,0.25966611557996694,0.2730156,0.19285549,0.63118476,0.24642892,0.1970568,0.4347119,0.26611316,0.046307504,0.27118355
0.19401605,0.28584979715098785,0.30185568,0.2689685,0.49654937,0.23379867,0.24727523,0.38007057,0.17991984,0.08578405,0.24275553
0.04040426,0.32780967966858077,0.106600925,0.1195225,0.7380029,0.29780912,0.092694685,0.15626402,0.30371228,0.051363796,0.29594564
0.1213225,0.22236885334213122,0.2837921,0.19168112,0.5375823,0.20159684,0.2382199,0.3912477,0.26220775,0.06249535,0.21752614
0.23305286,0.3539431612365897,0.30451232,0.3371134,0.4579113,0.27462697,0.19520335,0.34192938,0.13363105,0.07187548,0.3739211
0.06459533,0.4016014540960872,0.1120346,0.13904536,0.795411,0.34039128,0.07218501,0.1901817,0.30879945,0.090296775,0.34562668
0.31073457,0.3506401210384073,0.4256599,0.38881695,0.41100767,0.3061973,0.27530855,0.39115527,0.13117827,0.16652158,0.3489278
0.35377753,0.45741102744466167,0.39742422,0.42681503,0.4420081,0.29814875,0.22568642,0.35629353,0.08808991,0.20167044,0.43921492
0.25264484,0.023534522412071344,0.51542205,0.10760331,0.23098704,0.040139794,0.5959796,0.40049833,0.564257,0.37923434,0.22173044
0.053315386,0.34537130072227806,0.17285734,0.12551527,0.819248,0.37671256,0.11503123,0.3263584,0.3457973,0.099803805,0.32184035
0.20630847,0.1343904780634287,0.44157737,0.19557758,0.3424677,0.26125926,0.39818406,0.550153,0.36289456,0.20973304,0.1396289
0.10345429,0.40442406426544386,0.1468229,0.17454934,0.7338265,0.3598234,0.102624394,0.2577551,0.26221627,0.08619207,0.37296814
0.016795851,0.348286350897181,0.07411988,0.10838165,0.83919513,0.37142962,0.08505555,0.18255824,0.38129517,0.1028713,0.32304004
0.1416095,0.045096282705776966,0.37796795,0.12146998,0.3758972,0.08084665,0.4155972,0.27479064,0.44220212,0.20742622,0.17064151
0.10091671,0.29747124784827483,0.23885763,0.18462263,0.68076384,0.2984982,0.16838884,0.40021807,0.27082247,0.054107636,0.26854002
0.21906199,0.3651474619088477,0.27584237,0.311971,0.48416182,0.25925314,0.17902379,0.30149686,0.1303205,0.063357234,0.36267063
0.14865816,0.17170451030227063,0.34443885,0.14983916,0.47304416,0.26185268,0.29918268,0.5670444,0.35079205,0.1605236,0.015395239
0.10196617,0.06781599406895965,0.29727855,0.12740603,0.41623557,0.09168042,0.3624117,0.22131795,0.41708356,0.14703098,0.20543116
0.06182021,0.30870045852202754,0.20067665,0.12804066,0.7816889,0.3128307,0.1426632,0.35607558,0.35472646,0.092015296,0.29240382
0.14220504,0.4112740246764415,0.13741821,0.22022276,0.65711284,0.25905317,0.10977756,0.04779695,0.1639782,0.110926956,0.35439047
0.5350549,0.47804282868256975,0.70357776,0.6006342,0.30807558,0.64593303,0.3901024,0.7673854,0.13281141,0.39610532,0.43540803
0.21053277,0.3124834787490087,0.30266756,0.30145913,0.48987934,0.26063138,0.21739727,0.3368494,0.13155065,0.06241113,0.2840075
0.12387611,0.26174379570462775,0.25612718,0.20609067,0.5850438,0.19416802,0.19475362,0.34105754,0.23229021,0.037082016,0.27067828
0.24594273,0.09109525946571558,0.49557245,0.1145457,0.28837532,0.20618843,0.5104252,0.5363569,0.5131256,0.36368993,0.1296143
0.28551,0.3029988581799315,0.446266,0.350312,0.41244546,0.30397433,0.3003348,0.46008626,0.18031494,0.14183971,0.32761747
0.41846204,0.47568934854136097,0.49146754,0.50226754,0.3895954,0.39077908,0.2587061,0.47178212,0.07897116,0.25077155,0.47779873
0.59260595,0.7045036422702186,0.5435579,0.6335341,0.37887502,0.5016252,0.23973283,0.4333093,0.02307447,0.46702626,0.64854735
0.04523526,0.43473827608429655,0.08403522,0.11449845,0.8534434,0.45936197,0.050224677,0.18956535,0.34549615,0.09298858,0.40372232
0.017229363,0.34372502062350124,0.065424204,0.10139445,0.7766901,0.4190204,0.111346595,0.15199128,0.38831806,0.10601097,0.3341992
0.29496354,0.3083262184995731,0.4410209,0.3709172,0.39018854,0.35265988,0.305517,0.55634516,0.15666342,0.15687135,0.2847165
0.13105018,0.23563696413821786,0.25976458,0.16715887,0.53259015,0.26887745,0.24896444,0.36769882,0.29471144,0.09399015,0.096848324
0.02541598,0.385520483131229,0.09499636,0.10391809,0.8844192,0.40226263,0.070332274,0.19005328,0.36379066,0.119232446,0.36089766
0.07932356,0.10345958020757481,0.26967895,0.12387301,0.5061487,0.14489089,0.32593662,0.24023846,0.4097981,0.15143842,0.204907
0.090989634,0.36886229213173755,0.15292415,0.18358268,0.75781125,0.31901515,0.10442658,0.31457475,0.27536935,0.07808024,0.30641654
0.067123204,0.332043849922631,0.14043048,0.14538445,0.7596478,0.2718022,0.108293235,0.1941362,0.29863706,0.08694044,0.269574
0.19579647,0.24362801461768088,0.33341378,0.23541665,0.4594367,0.27793926,0.28020707,0.4559417,0.25779378,0.11352423,0.13271874
0.30574018,0.39682342380940544,0.39537573,0.40404484,0.4151827,0.36597478,0.21932667,0.4228576,0.12681219,0.12201795,0.4320849
0.114211276,0.11666723700003422,0.32992458,0.1373063,0.46568018,0.13276283,0.32410997,0.3673668,0.38531834,0.11553702,0.20699279
0.5010963,0.5135966808158009,0.570963,0.5256791,0.32732698,0.49784642,0.31715417,0.54954267,0.12478089,0.37507716,0.4835578
0.07554023,0.2430042145802529,0.26080376,0.13767333,0.6892064,0.25375754,0.19473925,0.40055418,0.3556182,0.080884695,0.25373444
0.13082866,0.06242058774523527,0.35702276,0.14566076,0.37711003,0.10283019,0.38461533,0.3232435,0.3848253,0.14783683,0.14448676
0.20379083,0.0796133947768037,0.45015466,0.1416261,0.28935775,0.13405968,0.49306086,0.4329801,0.43495974,0.29874644,0.15933247
0.33501697,0.44602205676132345,0.4010073,0.4236682,0.44110292,0.33385342,0.20892097,0.42431927,0.09195547,0.17150596,0.43142855
0.4676782,0.6206050872363053,0.39699417,0.5005669,0.45916805,0.44385874,0.1867871,0.26156428,0.055823114,0.3409581,0.57306856
0.30757874,0.028770243726214628,0.5912341,0.08639307,0.1830307,0.113890454,0.657364,0.52928823,0.62850606,0.4928032,0.23179062
0.45890826,0.4706995482419729,0.57204443,0.5337493,0.37928557,0.47795546,0.29892206,0.5345664,0.07114687,0.3137248,0.41902068
0.14415435,0.4252420655145239,0.13706733,0.21821587,0.69686264,0.30271322,0.095299706,0.13144875,0.18175206,0.10822263,0.35856915
0.15947229,0.03941413236484794,0.37088883,0.13775401,0.26915926,0.027587444,0.44652754,0.1839296,0.41904297,0.18808553,0.25868008
0.06295209,0.34928488095709287,0.15016866,0.12910172,0.76610446,0.36068684,0.10678457,0.28144187,0.32306343,0.0672279,0.3101529
0.066896886,0.37001296220077773,0.13809764,0.1501779,0.7915625,0.3598367,0.09674527,0.26472265,0.30711335,0.08846405,0.31998056
0.18289404,0.27550941653056504,0.31878847,0.28273046,0.49246657,0.23720191,0.23452473,0.41731566,0.15714413,0.059060186,0.27487764
0.070614666,0.40350368421022104,0.10919798,0.13879466,0.7907728,0.36008227,0.08248523,0.18918484,0.29422042,0.09861717,0.34628367
0.0336662,0.3305701798342108,0.13723662,0.116771914,0.84550023,0.34082663,0.1060858,0.25153995,0.3630743,0.11259094,0.2994182
0.12763362,0.277274266636456,0.23665595,0.13723764,0.6141211,0.33867186,0.22232962,0.42151603,0.3495775,0.15410945,0.10061874
0.10934706,0.08975132538507952,0.32842302,0.13023223,0.4494859,0.120805874,0.34999016,0.34844738,0.39137205,0.13372946,0.15909033
0.18623279,0.4091286645477199,0.18323201,0.27785844,0.583978,0.23799588,0.12755853,0.21461453,0.14005148,0.111201495,0.36165524
0.20243381,0.23788394427303666,0.36429417,0.23344776,0.45558727,0.2406425,0.30658147,0.4413986,0.23970087,0.12741488,0.1991943
0.4015453,0.5015049300902958,0.42345005,0.45647764,0.43582875,0.42836332,0.22317977,0.37567803,0.09306015,0.24751535,0.46508187
0.048330024,0.3108638986518339,0.18726267,0.12568805,0.8036582,0.3394029,0.13047493,0.31583178,0.3517741,0.09997085,0.30046844
0.14476304,0.04319707559182454,0.3805526,0.11970037,0.38199118,0.08515139,0.42094392,0.2779062,0.45431435,0.22414103,0.16628624
0.119619906,0.3574408814464529,0.1859196,0.18250813,0.6053874,0.26444697,0.16705614,0.36134914,0.23742723,0.07264158,0.3084756
0.19898282,0.3089957185397431,0.31302655,0.2971305,0.48616266,0.27099162,0.21410498,0.3870307,0.14651582,0.041606218,0.2990685
0.2826947,0.03698691921921515,0.5710452,0.1102763,0.18844298,0.1646562,0.63041425,0.5741636,0.5770595,0.39932624,0.3423867
0.12131393,0.17770846066250764,0.33199537,0.1722094,0.5139978,0.2474335,0.2892607,0.4767504,0.32142955,0.1279481,0.1647826
0.10006215,0.2563518453811107,0.25318694,0.19378823,0.617309,0.25344253,0.1955953,0.37913913,0.2636807,0.03587839,0.2651363
0.06651823,0.2465357347921441,0.2393346,0.13035211,0.6963417,0.29469985,0.19009878,0.41891897,0.35344988,0.087659895,0.24463941
0.06278847,0.2950101177006071,0.23340616,0.13824166,0.77752393,0.3306467,0.15799662,0.38239595,0.33952507,0.102740556,0.2855445
0.16199635,0.3008949380536963,0.27165812,0.24722156,0.5496639,0.23279954,0.2098579,0.39879066,0.18239877,0.04916221,0.27309957
0.11560662,0.06463303387798203,0.34180027,0.13173914,0.41569602,0.080021426,0.3756368,0.30386114,0.40480125,0.1473664,0.17753813
0.39749837,0.39971714398302866,0.54078853,0.47542363,0.3579975,0.38643038,0.30858937,0.5958235,0.14187881,0.22849873,0.45298874
0.14589833,0.3054422183265331,0.24494597,0.25310534,0.5529206,0.22822358,0.17316768,0.27177918,0.15343398,0.033232898,0.2953481
0.426678,0.4758933285535997,0.5205599,0.49993038,0.39267692,0.42420936,0.2741627,0.5092405,0.084809504,0.2813302,0.45509416
0.35516298,0.36290652177439137,0.502644,0.43900555,0.35401073,0.3796593,0.3028898,0.5390436,0.14129026,0.19539508,0.38690048
0.24244498,0.029062056743723405,0.50634575,0.10833076,0.24820909,0.07902329,0.57176626,0.50725853,0.5408766,0.33767048,0.27267808
0.17001978,0.29163409749804586,0.27587336,0.2222193,0.5518865,0.3170312,0.22429413,0.3914899,0.22294435,0.09008461,0.21607493
0.08989242,0.34275432056525923,0.19424814,0.14735714,0.7327609,0.35521007,0.13826221,0.33665454,0.3089949,0.079179496,0.28582126
0.100725815,0.3888203233292194,0.1493896,0.18700011,0.71301883,0.34118384,0.105183296,0.2576849,0.25304985,0.06689748,0.35639602
0.3217196,0.31417461885047715,0.4865778,0.41228396,0.35785964,0.3201427,0.32575214,0.56282794,0.16713314,0.16010278,0.36899373
0.11460656,0.3057927983475679,0.22311951,0.20777918,0.6324656,0.23396714,0.15591538,0.32237536,0.21915056,0.049770504,0.2685487
0.17739202,0.286077317164639,0.3031308,0.26841637,0.45508236,0.19051029,0.21771385,0.37370998,0.16626967,0.031822592,0.32701397
0.38226187,0.5560872933652375,0.34506643,0.43522954,0.48359838,0.3664834,0.17578873,0.2782454,0.057364043,0.25797638,0.50586855
0.30635822,0.42876042572562556,0.34747386,0.38109076,0.4643404,0.23561697,0.22614866,0.37261236,0.09469646,0.17889938,0.4062086
0.17084906,0.16015694960941698,0.36088437,0.212373,0.33734822,0.17357378,0.32850528,0.44264257,0.30052218,0.067213595,0.25610062
0.13894585,0.3607264416435865,0.20198163,0.21030492,0.6055374,0.26149583,0.15496439,0.32569677,0.19997334,0.04810518,0.31229943
0.30288178,0.389666583379995,0.4030316,0.40296882,0.44003958,0.30004632,0.22750455,0.39664775,0.09267542,0.14357784,0.39120066
0.23474766,0.031877899912674,0.4813949,0.098112784,0.25291997,0.06443943,0.5514053,0.31420887,0.57320285,0.3589348,0.24655464
0.10403453,0.2781634466898068,0.26216942,0.174527,0.67911905,0.31239372,0.18955736,0.40862077,0.28812522,0.09184095,0.23776948
0.23952095,0.3126263787575827,0.35777903,0.348105,0.4298477,0.2854216,0.23870723,0.45111388,0.14855947,0.06837654,0.3535533
0.2106225,0.31671811900308716,0.32224697,0.28762865,0.4660811,0.23186423,0.24299076,0.37773088,0.16237645,0.0979355,0.30549914
0.18124084,0.037960942277656534,0.42790616,0.12016027,0.31096068,0.07449831,0.48361588,0.3619871,0.48517746,0.2501035,0.20291634
0.11127253,0.20616166236969974,0.29643804,0.16688645,0.56916964,0.24043427,0.2579025,0.42738584,0.30457798,0.078918934,0.17154248
0.19579719,0.11693559701613583,0.42480594,0.17103973,0.3270782,0.18265887,0.45268252,0.4820954,0.37460497,0.23369226,0.15282053
0.06611639,0.3575029614501777,0.15336701,0.14301369,0.7815537,0.3587832,0.099536985,0.27779934,0.31591192,0.078600645,0.3071609
0.1828164,0.1316101678966101,0.4008162,0.16476372,0.3811925,0.21030127,0.3964703,0.4730643,0.3811825,0.21754244,0.052283183
0.09208347,0.11959032717541963,0.30883646,0.12434949,0.5326487,0.18942447,0.3045031,0.37856826,0.39511418,0.13963461,0.15038373
0.16107886,0.26376707582602454,0.2792871,0.262679,0.4902324,0.15865351,0.22201191,0.32214034,0.16977651,0.032812327,0.30531558
0.13115588,0.07555390453323427,0.3686167,0.12938665,0.40051857,0.11875181,0.40019467,0.407857,0.405983,0.18122157,0.1791035
0.20714815,0.31609283896557033,0.3030411,0.31268176,0.45309484,0.2477548,0.21400006,0.41688353,0.17708772,0.05438122,0.33835012
0.20250411,0.3252936795176208,0.28825495,0.2675793,0.51721627,0.35434693,0.20088689,0.33539146,0.16902313,0.06283882,0.26644272
0.20499279,0.043480585608835144,0.45865637,0.12559013,0.27289322,0.06493749,0.51571286,0.4114565,0.46755743,0.27561685,0.22778356
0.18929838,0.30428905825734354,0.28640378,0.2451798,0.5206687,0.31053448,0.2266465,0.41206035,0.19675037,0.08429301,0.2188149
0.3028406,0.22446678346800703,0.49855417,0.28445303,0.27959535,0.36914432,0.41228902,0.61263,0.3093276,0.24810532,0.27229434
0.1545828,0.26378603582716215,0.23980662,0.2241596,0.44665188,0.1045192,0.2429923,0.27149433,0.20574844,0.06691274,0.23481195
0.30055696,0.28666694720001684,0.4700961,0.33678263,0.33947483,0.3282585,0.36269543,0.5751072,0.23482566,0.19912544,0.2881096
0.10583079,0.215085732905144,0.29456484,0.15766451,0.60184336,0.26279515,0.23759794,0.4524697,0.32683563,0.09703535,0.19301707
0.0790347,0.32360149941608995,0.18868282,0.14297245,0.7241528,0.37400752,0.14136818,0.34574914,0.3183345,0.06494844,0.27805245
0.020433351,0.3057172183430331,0.11377928,0.11063884,0.7816876,0.33617342,0.11717216,0.182004,0.35769588,0.08049098,0.32098705
0.09780109,0.25505831530349893,0.2277165,0.1377885,0.61913484,0.25854844,0.20688817,0.3986582,0.32421255,0.03769529,0.2418793
0.11479284,0.058759423525565416,0.3378144,0.13919346,0.39917076,0.068649605,0.3830409,0.34411353,0.38926497,0.133755,0.1772629
0.110392556,0.3339619800377188,0.18544325,0.17912456,0.661214,0.29212922,0.14439647,0.23916095,0.24259076,0.0634011,0.26988
0.37445962,0.4335318460119108,0.45386815,0.4628942,0.41082448,0.38062418,0.25511315,0.45850536,0.0948325,0.20170608,0.4506362
0.28018022,0.5045420802725248,0.23476642,0.3151034,0.5380835,0.3053611,0.15199819,0.25507414,0.11639722,0.17768559,0.4508578
0.14490971,0.35382475122948503,0.2019005,0.2057618,0.6020869,0.27789092,0.16812542,0.30889636,0.20629743,0.074377775,0.31367564
0.117688924,0.04997192599831556,0.3524837,0.1270277,0.4156799,0.08631508,0.39117295,0.26467857,0.42304346,0.18318447,0.14992058
0.07290149,0.3208221192493272,0.1766845,0.16535003,0.7123004,0.28510648,0.1290792,0.295583,0.28883561,0.0567711,0.29587013
0.09967798,0.2482588448955307,0.2769908,0.17900902,0.6391479,0.26235014,0.21633849,0.4468048,0.28069657,0.06497985,0.26502582
0.1275326,0.2862375571742535,0.2567224,0.2303612,0.567486,0.23750006,0.18274675,0.36145726,0.2067492,0.016938299,0.27355763
0.15282728,0.05925318355519102,0.38742054,0.13974448,0.34057066,0.07910915,0.44398075,0.3661985,0.41015962,0.19535258,0.20266888
0.090767324,0.3453495707209743,0.16824225,0.16832986,0.720514,0.30335414,0.11993545,0.24561727,0.26255098,0.06934011,0.2828977
0.091459334,0.09393864563631875,0.28009987,0.1306351,0.446393,0.090279475,0.33858222,0.23237073,0.3907347,0.10957593,0.19031534
0.12264438,0.27368031642081897,0.25805914,0.1545766,0.66075313,0.35221332,0.21314454,0.37428173,0.30917466,0.12904203,0.1533097
0.15892334,0.27494539649672384,0.2856629,0.21598208,0.5681962,0.304159,0.22122754,0.423236,0.24003282,0.07298803,0.19227925
0.04380458,0.4418604965116298,0.07020018,0.107750624,0.88402843,0.4339167,0.04138355,0.1381447,0.34824896,0.12788239,0.38118258
0.14141786,0.29617823777069424,0.23730709,0.21731336,0.5176973,0.16613756,0.20909718,0.32954645,0.2007919,0.045134485,0.2843659
0.43807632,0.028569111714146705,0.74843735,0.04547047,0.079760075,0.17870326,0.8193046,0.67836165,0.8175483,0.7423488,0.24115369
0.20138802,0.27243877634632657,0.3397287,0.30051088,0.46227035,0.2606597,0.23951039,0.39946413,0.15656836,0.041641474,0.26735455
0.094282225,0.28483291708997505,0.21088886,0.18438679,0.62639713,0.20789199,0.16266751,0.2677197,0.23536086,0.050789,0.27724582
0.32480973,0.034891406093484366,0.6131884,0.06794047,0.19259675,0.15934242,0.66707593,0.5970062,0.6890589,0.53268886,0.19883877
0.18431206,0.19815899188953953,0.37822056,0.2698978,0.4302225,0.23099001,0.2856596,0.47804755,0.20872611,0.051984847,0.24522927
0.33855945,0.31467475888048557,0.50128096,0.4166507,0.35853425,0.37694484,0.33726764,0.5862146,0.17085038,0.20132056,0.32427353
0.22243325,0.0381246382874783,0.48033732,0.113619,0.25209582,0.087633416,0.5453769,0.47110415,0.5019273,0.3224577,0.21713497
0.3314737,0.2490009849400591,0.52682567,0.3344162,0.2823426,0.33307958,0.43130767,0.5246762,0.2923441,0.26160493,0.30736572
0.42470348,0.5821355349281322,0.40821207,0.47486848,0.46458942,0.43684244,0.19176202,0.34783196,0.054194175,0.27711913,0.5480766
0.050301358,0.29280891756853505,0.1857138,0.13718753,0.79993343,0.31100065,0.1437013,0.33681715,0.33473408,0.11470792,0.269629
0.4893418,0.555759033345542,0.5510225,0.5611494,0.36924094,0.48038673,0.27116075,0.6098528,0.08437897,0.33382407,0.5392634
0.11891067,0.34110387046623225,0.16557628,0.21665113,0.610664,0.2587269,0.13904113,0.23776436,0.23197427,0.072846204,0.32708305
0.38940746,0.39597820375869225,0.49180532,0.44377315,0.38038337,0.45269406,0.31117347,0.5596092,0.16345726,0.25360844,0.3753357
0.06668596,0.3858422231505334,0.14450346,0.13178715,0.81224036,0.39677715,0.09686768,0.28356928,0.3263782,0.09470546,0.33080178
0.32249928,0.4120218747213125,0.39965844,0.41834372,0.4333541,0.30264193,0.22323197,0.33620083,0.076269425,0.16470286,0.39972502
0.07133947,0.1373820682429241,0.28529233,0.13401929,0.5692476,0.16245313,0.28453043,0.3115666,0.36798894,0.12170249,0.2061105
0.07583547,0.3081465184887911,0.20224288,0.15950015,0.73944503,0.29816842,0.13747488,0.29305753,0.29268706,0.0753113,0.27843368
0.1779987,0.26706217602373056,0.29788184,0.21398312,0.46095958,0.20658733,0.2779641,0.352567,0.25206852,0.13628876,0.16189757
0.0631724,0.14592025875521553,0.21547854,0.11942209,0.5601612,0.15710445,0.27491093,0.14996552,0.41277796,0.13352382,0.19776872
0.074476734,0.3591691515501491,0.12790273,0.15658833,0.7529571,0.29197896,0.09562497,0.1515832,0.2726012,0.09063837,0.2877251
0.18948825,0.07292794437567666,0.41251695,0.17814428,0.23757735,0.12734802,0.4544053,0.30920848,0.38377225,0.17021123,0.29430068
0.25252753,0.2984625579077535,0.39847392,0.31646287,0.42579317,0.28518015,0.29337382,0.4333878,0.17762443,0.15453783,0.26563475
0.19215702,0.29054181743250906,0.3073634,0.2526831,0.51729995,0.30538613,0.23813134,0.4517372,0.19854158,0.06634316,0.23496461
0.15383583,0.04395085263705116,0.38461912,0.12558033,0.34328663,0.051781192,0.43266675,0.28619796,0.4303636,0.19672629,0.16145746
0.022316895,0.29226605753596346,0.12861168,0.11279273,0.7973263,0.29258704,0.118331224,0.15803468,0.3515725,0.112440884,0.2712922
0.32322186,0.3999311839958711,0.4065959,0.3934549,0.41058728,0.28181583,0.26085138,0.46337244,0.122507095,0.19155094,0.42397454
0.06570804,0.24404056464243387,0.22503784,0.12696722,0.6696943,0.25829887,0.19310054,0.3508691,0.3591279,0.06201741,0.27747446
