rely,data,virt,turn,aexp,vexp,tool,sced,loc,Generated_Var_1,Generated_Var_2,Generated_Var_4,actual
0.49387795,0.5893453,0.23446795,-0.147338,0.08306207,0.75839925,0.36002702,0.66241026,-0.021126898,0.49955767,0.38152108,1.0402967,-0.09082181
0.3759728,0.5998717,0.16713004,-0.0742955,0.15765548,0.6627168,0.37074983,0.5758755,-0.029860737,0.62440884,0.36721283,1.0147203,-0.12651038
-0.10895869,0.8351936,0.07140854,0.013754636,0.7480736,0.51738495,0.45819092,0.46963847,0.023282092,0.87499696,0.40172234,1.0725454,-0.28018722
0.4372037,0.4203605,0.4439797,0.14868511,0.24161698,0.66394573,0.4690441,0.31091797,0.16328727,0.49103487,0.42952892,0.75300384,0.0056054145
0.5016012,0.551081,0.34171456,0.03128977,0.15852855,0.75303495,0.46323624,0.63323176,0.07356544,0.39721674,0.49449876,0.9438851,-0.05526664
0.12458114,0.46687916,0.43062,0.11027516,0.5428999,0.7204247,0.5055185,0.4133326,0.11055529,0.49969986,0.46975896,0.671497,-0.08628098
0.37572616,0.37694132,0.50151813,0.15785146,0.32729614,0.7113229,0.51207185,0.34084818,0.16838285,0.49563995,0.41721407,0.68903553,-0.0017518625
0.3994657,0.334481,0.5573032,0.14187722,0.35194054,0.7532081,0.5129782,0.33692905,0.14771414,0.44743147,0.41751835,0.6539328,0.0046107396
0.7324016,0.7112965,0.55821055,-0.017721184,0.29090285,1.1638768,0.5821948,0.9403807,0.1051799,0.38336575,0.74248254,1.3053977,-0.06910098
0.3659027,0.34751537,0.50040615,0.1672399,0.34113273,0.68245727,0.49473763,0.32049757,0.14733005,0.43437204,0.3913814,0.63066447,0.0016820654
0.35669118,0.5768556,0.19076686,-0.014663637,0.19909337,0.5814487,0.38446623,0.5371528,0.017403502,0.50347984,0.3338339,0.85550773,-0.08825108
0.1579378,0.6630046,0.2520789,0.09948542,0.45869908,0.68929744,0.45079246,0.5769531,0.04190348,0.5794118,0.44105908,0.83717203,-0.11230876
0.34152162,0.41719338,0.47924146,0.093637474,0.40959406,0.7590602,0.4723289,0.54240215,0.07880273,0.33792004,0.4156282,0.6497625,-0.008946098
0.24405158,0.47847247,0.34303993,0.15834591,0.39353314,0.56402504,0.4763443,0.28679767,0.14018404,0.56900984,0.37703535,0.6949048,-0.056058474
-0.044745,0.6212402,0.22183268,0.05458469,0.6465321,0.5721724,0.43070608,0.4685418,0.043247364,0.597069,0.37768337,0.7361418,-0.16661811
0.4156795,0.45362812,0.70107496,0.10420962,0.49696326,1.153679,0.633381,0.7047125,0.15280026,0.4780708,0.6489514,0.8558465,-0.047127284
0.07998708,0.6544686,0.19041595,0.07357756,0.5249827,0.5253729,0.45476332,0.35536233,0.088099346,0.7124838,0.39099994,0.87705946,-0.150803
0.28928348,0.4548228,0.36913046,0.27362758,0.37622535,0.53854823,0.5222163,0.2923073,0.15317562,0.51851505,0.4234815,0.6218703,-0.02597253
0.1223829,0.3966942,0.5536969,0.19838472,0.65050393,0.8722421,0.56581676,0.58682954,0.07753277,0.32196122,0.5263323,0.5094516,-0.07059843
-0.23860127,0.9517922,0.033622615,-0.07596738,0.91453785,0.58624166,0.4606078,0.52144426,-0.037128553,0.9801753,0.42655054,1.189527,-0.3308734
0.30305257,0.44683185,0.34267902,0.20609915,0.33870032,0.5287346,0.47818416,0.29049966,0.14068657,0.51280427,0.37032607,0.64676356,-0.043537445
0.5910601,0.52676266,0.4875409,0.06287352,0.2086271,0.86122346,0.5093841,0.65688986,0.11064327,0.37819234,0.57038766,0.95751464,-0.050794758
0.4755015,0.36594614,0.6229203,0.15712044,0.3489249,0.8836398,0.5524043,0.46964833,0.1539449,0.3803069,0.51723427,0.68362653,0.00033401698
0.7332201,0.7117021,0.4696041,-0.18741882,0.108731,1.1605551,0.50062376,0.9715511,0.0551845,0.51533395,0.6969045,1.4111379,-0.09831574
0.5396984,0.6278522,0.30600065,-0.046675406,0.1795069,0.81343853,0.44855273,0.72746474,0.038986076,0.41442063,0.49042276,1.0573487,-0.06625513
0.4412304,0.38865694,0.6327938,0.14743543,0.43348986,0.9448326,0.55872035,0.63227946,0.13668565,0.29358476,0.5882987,0.63611007,-0.044296913
0.0013636947,0.728642,0.08614523,-0.005312063,0.6028534,0.45650065,0.41593742,0.35058987,0.034644,0.7823201,0.34869888,0.9484364,-0.21603778
0.4983649,0.46877545,0.44842568,0.12604941,0.21902263,0.7504793,0.49296293,0.5106013,0.13421644,0.41713426,0.52200407,0.7855375,-0.026602112
0.340793,0.44226918,0.37107503,0.2684235,0.32638276,0.53386307,0.5138012,0.2731773,0.16088924,0.5483924,0.3963748,0.6683451,-0.026602894
0.20253336,0.5927363,0.17008145,0.11176774,0.38025105,0.4219346,0.4266264,0.2777341,0.09279376,0.65718585,0.3330041,0.8228501,-0.10989068
0.65975916,0.5393898,0.588019,0.054370806,0.2446143,1.006864,0.5389892,0.7080646,0.12473516,0.38825583,0.6325521,1.0417099,-0.04746353
0.29247063,0.357835,0.57241464,0.115011856,0.49676427,0.875619,0.52207386,0.5490255,0.10535366,0.30309355,0.5103776,0.5456261,-0.054285176
0.5097773,0.4609832,0.48446307,0.12422146,0.21985997,0.7677698,0.48890144,0.4668876,0.1441197,0.42701292,0.5016404,0.81368315,-0.011525847
0.6475221,0.6162165,0.38979697,-0.1289258,0.08060234,0.9446266,0.45727065,0.7594079,0.042366095,0.4464895,0.561878,1.213148,-0.07354545
0.4188894,0.48408177,0.34029582,0.0880322,0.19299343,0.67566484,0.43243077,0.44846892,0.11224299,0.42531317,0.4286959,0.79122305,-0.027460061
0.20901528,0.358225,0.5907154,0.15031275,0.57074803,0.8648569,0.53073716,0.5676971,0.0693003,0.29987422,0.4828289,0.5169543,-0.052198865
-0.18325481,0.9593699,0.016125426,-0.045226686,0.87782574,0.5522525,0.47899517,0.51185495,-0.008938482,0.99480736,0.4073082,1.2154996,-0.33949682
0.11883799,0.7228879,0.059474304,-0.018521823,0.41599485,0.460791,0.39413095,0.42312136,-0.007796459,0.76448953,0.31674865,1.0112873,-0.20086735
0.31139994,0.5043731,0.25158548,0.17772436,0.26780254,0.47956437,0.43918094,0.29610997,0.10857949,0.5637231,0.35726362,0.7772963,-0.06281797
0.6504978,0.6530301,0.5353992,-0.022529416,0.20247033,1.0609382,0.5219208,0.7895946,0.11170902,0.5057241,0.6870728,1.2027301,-0.046288915
0.23063928,0.61231,0.10321885,-0.0016215742,0.27901095,0.4593905,0.372337,0.35259345,0.030028716,0.6644744,0.28713244,0.92240703,-0.14316422
0.6974338,0.66975266,0.5350843,-0.043222852,0.21242534,1.1134177,0.53921443,0.9139853,0.09530163,0.40878242,0.7094205,1.2910373,-0.085706495
0.5334674,0.49153063,0.40266627,0.05329414,0.17381968,0.7619181,0.45781815,0.5620882,0.11358322,0.39278615,0.48738256,0.88226104,-0.033288866
-0.008367181,0.5895892,0.21044835,0.078822605,0.59745854,0.52346,0.43288052,0.41986835,0.05696348,0.5940245,0.37393895,0.7328981,-0.15456924
0.45621836,0.51263183,0.27971864,-0.021785341,0.11962679,0.6761747,0.38502038,0.52044785,0.052538812,0.44012088,0.373536,0.907246,-0.036509223
0.2993117,0.504857,0.2391035,0.20390117,0.28218445,0.48348483,0.4581543,0.35453552,0.11343345,0.5206973,0.36759898,0.73185647,-0.067638956
0.22614385,0.3762188,1.0995203,0.16741887,1.0118321,1.6780136,0.8487719,1.0131272,0.033297718,0.26146898,0.8088386,0.71151376,-0.15374726
0.38670954,0.41120082,0.41922665,0.10921847,0.29663652,0.7115461,0.46390522,0.47576743,0.13816376,0.3609707,0.45347634,0.6577134,-0.037342854
0.6038393,0.695936,0.3045655,-0.28644475,0.043218084,1.0056264,0.39640546,0.8696689,-0.061804898,0.5398601,0.51678956,1.3190486,-0.08825406
0.47180894,0.5647211,0.29054642,-0.036486916,0.1700266,0.7498295,0.41201237,0.63010794,0.054349862,0.39966694,0.44606283,0.94648683,-0.065537505
0.40344962,0.51386,0.26242402,0.06430383,0.18835482,0.56084275,0.40197712,0.38854492,0.09935912,0.4780454,0.37041703,0.83124495,-0.046948157
0.46900588,0.32328832,0.7519156,0.112045,0.48233023,1.0820597,0.6136936,0.51741403,0.13501473,0.40647313,0.51813793,0.7363262,-0.009657927
0.34557125,0.43108118,0.45800814,0.22133976,0.3597574,0.70202345,0.5208734,0.44122416,0.15218471,0.35621697,0.5102675,0.5657352,-0.02516397
0.25766653,0.55613726,0.19301733,0.12741962,0.31195715,0.44211322,0.41509065,0.2712941,0.10477939,0.6236421,0.33561742,0.83720887,-0.08892352
0.2633896,0.4460605,0.38505974,0.27543074,0.41072965,0.56733036,0.520725,0.34261933,0.1401756,0.49730852,0.4207854,0.60393715,-0.038811557
0.28948307,0.4030662,0.3673898,0.10443063,0.32259735,0.55658007,0.44845977,0.2643666,0.13299704,0.5178374,0.33663437,0.6871686,-0.031433903
0.2633103,0.71131885,0.14171551,-0.06516678,0.28894612,0.48473766,0.37949973,0.45658144,0.020767495,0.6695966,0.34827128,1.0001943,-0.16116768
0.54127765,0.53450614,0.37520567,-0.0012258142,0.14027216,0.78779906,0.435829,0.56384885,0.08467773,0.42239857,0.48296434,0.96720386,-0.024278983
0.44998336,0.5568039,0.22492662,-0.106096186,0.08873015,0.69979954,0.3478067,0.54351157,-0.004794413,0.5447184,0.34585074,1.0201236,-0.083857305
0.20641224,0.51382077,0.30063832,0.21040791,0.43386498,0.5276668,0.5005112,0.35449886,0.124318846,0.56270254,0.39427134,0.7124548,-0.07185996
-0.07901858,0.91287977,-0.011093542,0.058905847,0.7447271,0.4421631,0.4946666,0.4430893,0.007058179,0.9528534,0.37582353,1.1712377,-0.2956664
0.3118731,0.46485135,0.5028822,0.2629745,0.4456361,0.8081364,0.59339905,0.49731222,0.15717748,0.50689673,0.54025763,0.6963129,-0.0366944
0.48676252,0.48582125,0.3260712,0.044193078,0.13614455,0.6545067,0.42140734,0.46748176,0.08999932,0.41268083,0.4213648,0.84504986,-0.024133153
0.18615627,0.7061259,0.06576429,-0.0007676631,0.37194952,0.45570713,0.38816312,0.43331668,0.026217166,0.72802526,0.31665856,0.97054636,-0.18135843
0.39839858,0.53255135,0.41443285,0.1525265,0.33238518,0.68550795,0.49715427,0.5039754,0.08690246,0.39055994,0.41646507,0.7549877,-0.01654046
0.5117199,0.4789959,0.34965718,0.04993985,0.124541104,0.67430025,0.43014553,0.4566144,0.101210214,0.42149335,0.43228775,0.8612083,-0.021713063
0.394591,0.42278573,0.5226728,0.14580698,0.39723158,0.8107502,0.5211463,0.5519212,0.10517131,0.32152334,0.47303802,0.6273668,-0.030584998
0.11696507,0.38725886,0.69375384,0.14181116,0.7420842,1.0820813,0.61329746,0.6570159,0.07635673,0.32168308,0.6310459,0.55540824,-0.09026725
0.4203877,0.50574446,0.29594973,0.0679421,0.1761278,0.6072548,0.4266929,0.40423194,0.091088004,0.5033629,0.39674887,0.8357227,-0.020452842
0.32813853,0.36872426,0.5262233,0.21605226,0.38730282,0.743488,0.5313449,0.36291268,0.16800794,0.4326192,0.48405418,0.58339274,-0.0010183379
0.51590645,0.6062446,0.26298356,-0.12632611,0.09381809,0.78717667,0.4099119,0.6956846,-0.004062932,0.47139785,0.44978788,1.0585427,-0.08820196
-0.07037336,0.9731073,-0.07703532,0.06936727,0.7364703,0.39220077,0.51574916,0.46789277,0.011087399,1.0333922,0.37335846,1.2892671,-0.34271303
0.06670741,0.7891022,0.012247011,0.07317598,0.5068769,0.44738275,0.44372782,0.5336906,0.018157337,0.7974116,0.3621864,1.0627952,-0.2522601
0.34415653,0.46641764,0.252713,0.13356996,0.23121339,0.527251,0.418272,0.29253784,0.10686342,0.57631254,0.3636413,0.7669425,-0.044748046
0.5338551,0.4329191,0.5283005,0.15458333,0.22907367,0.7862438,0.51438856,0.44482037,0.1533744,0.43287528,0.5097848,0.78955543,-0.0062240213
0.30359614,0.5179305,0.20154953,0.12634116,0.2531715,0.4959578,0.42703882,0.3982421,0.07423448,0.5453997,0.33788085,0.79609907,-0.08977301
0.11158169,0.6530973,0.10826194,0.07550988,0.4220883,0.4328518,0.42686367,0.3389129,0.033013716,0.6854991,0.3279396,0.8815135,-0.14566407
0.32821023,0.45615864,0.3858912,0.21282142,0.33619282,0.6339766,0.5043981,0.40040618,0.142707,0.40551966,0.47242522,0.59445155,-0.022009946
0.23607564,0.59075963,0.22589242,0.10386354,0.35205758,0.5201507,0.4180659,0.37936172,0.10553757,0.5838799,0.38068488,0.8249283,-0.08422724
0.075787574,0.61990744,0.1880001,0.22163814,0.5343479,0.46774483,0.5025121,0.39536935,0.08271638,0.6099729,0.41927612,0.75085366,-0.11562353
0.57723975,0.63644546,0.34457672,-0.08945649,0.15814783,0.8582959,0.45505518,0.73803246,0.04226312,0.4234527,0.5265048,1.1156207,-0.0645472
0.15133451,0.5874727,0.20829463,0.109542154,0.41596493,0.543544,0.43376818,0.4026017,0.06627615,0.5544292,0.38818416,0.73481405,-0.097803436
0.3605324,0.36310166,0.47137034,0.1553072,0.336718,0.652347,0.4924431,0.27425602,0.1554339,0.4765969,0.39308086,0.6312928,-0.0057253167
0.42044145,0.41182357,0.43688434,0.21432668,0.27593338,0.6162416,0.5120704,0.27590498,0.17464896,0.49842718,0.4179676,0.6714865,0.0041000694
0.03155771,0.836173,0.0387559,-0.019439012,0.56031024,0.57077634,0.43404746,0.63853824,-0.012960885,0.8329626,0.38003635,1.1684356,-0.30027407
0.23127583,0.53982216,0.19546798,0.21906081,0.37425837,0.41094834,0.46352452,0.32123542,0.11311232,0.5848788,0.34955612,0.74919116,-0.08518236
0.44002947,0.3633271,0.5534707,0.2492496,0.32960907,0.7668237,0.57055914,0.34751278,0.18764547,0.50229436,0.47216216,0.6857786,0.0016016439
0.4779451,0.46662578,0.44102985,0.11716776,0.26766363,0.7455485,0.4897985,0.54985607,0.12307692,0.3266008,0.4865986,0.7527832,-0.021371804
0.43829513,0.42043933,0.3864314,0.13460995,0.22879769,0.641172,0.46064484,0.3922185,0.13482141,0.38819736,0.4152116,0.68212545,-0.01102636
0.6648352,0.58412886,0.49088165,-0.0011123493,0.17157638,0.9631748,0.50082326,0.74169284,0.10344261,0.41750655,0.62263525,1.1252327,-0.0638705
-0.071660504,0.94961697,-0.04854366,0.04563474,0.7080674,0.42871737,0.49793068,0.45024514,0.0037272507,0.9912759,0.377015,1.2421701,-0.3149837
0.12769744,0.37679276,0.58452773,0.18454646,0.6637724,0.9060756,0.55717933,0.6177526,0.062977605,0.3001596,0.51852185,0.50788856,-0.07537005
0.46043503,0.4919427,0.3405999,0.080737926,0.17224386,0.6775011,0.4300295,0.5078284,0.110269845,0.40109992,0.42844474,0.8304217,-0.02519466
0.00028307736,0.7877388,0.036915563,0.10445182,0.58027005,0.42624703,0.4628725,0.4264931,0.02995692,0.79087347,0.36938873,1.0021198,-0.22056016
0.7933819,0.82246727,0.3330539,-0.4947966,-0.030301603,1.30441,0.42868954,1.2015499,-0.13273264,0.6420886,0.5712276,1.771776,-0.20896026
0.34285527,0.47275743,0.31687802,0.18726513,0.29801396,0.5341424,0.47279695,0.27714595,0.16003339,0.5373042,0.38599768,0.7131491,-0.02132579
0.25394133,0.77266335,0.07913533,-0.13817456,0.29663002,0.57375115,0.37019485,0.6097433,-0.011684727,0.74024314,0.33318225,1.1420212,-0.19957617
-0.027603596,0.7843692,0.045288816,0.102883995,0.63162047,0.41986424,0.46236613,0.37714323,0.030539284,0.8007718,0.36814645,0.9775195,-0.20943093
0.48500082,0.44097123,0.48408192,0.17070964,0.26343977,0.72692484,0.51574457,0.43696818,0.14122528,0.4236421,0.45566973,0.7309563,0.018641606
0.12377372,0.5877141,0.23747072,0.25111628,0.48498407,0.501451,0.50625855,0.39374605,0.094289556,0.58563274,0.43445104,0.7024964,-0.09511552
0.03388855,0.72982156,0.052053213,0.116077125,0.5381345,0.4050649,0.45537347,0.38206166,0.047876615,0.747601,0.35427678,0.9529636,-0.19643208
0.19686373,0.65489686,0.0990186,0.1264796,0.36179864,0.4532059,0.43642175,0.49781334,0.045321196,0.6487439,0.35981014,0.910169,-0.16234753
0.32391858,0.37501332,0.5168885,0.1899222,0.41522506,0.724422,0.5152017,0.4229613,0.12122448,0.36192337,0.41321853,0.5801721,-0.0133236945
-0.31196254,1.139431,-0.017808914,-0.057071157,1.095869,0.7037512,0.5648433,0.667412,-0.03898626,1.2237387,0.52569413,1.4960241,-0.44823614
0.32034767,0.40570363,0.4892383,0.19728467,0.38782537,0.7203901,0.5236081,0.36508635,0.17087372,0.46598297,0.4609193,0.6471653,-0.016948394
0.5664943,0.5237993,0.65146255,0.11773762,0.30290285,1.0159581,0.61512685,0.59599864,0.11542958,0.46722245,0.58496433,0.9610394,0.0053610355
0.43855888,0.44497,0.31702006,0.10016783,0.17738806,0.5659795,0.41596615,0.29405576,0.1288186,0.4933232,0.36065334,0.78698766,-0.006818734
-0.14164126,0.7782761,0.07775407,0.0012427345,0.75521594,0.50797576,0.4437744,0.4730766,0.01017334,0.78003436,0.38510576,0.95529354,-0.24436674
0.34084544,0.4623647,0.38911048,0.19196618,0.3260896,0.6166177,0.4984243,0.3314892,0.16365898,0.49978602,0.43752274,0.6969507,-0.010656297
0.38623506,0.39751068,0.42003608,0.21675473,0.2886037,0.6086189,0.5011195,0.31221205,0.16201863,0.43213987,0.4238691,0.59247327,-0.0058559105
0.21466407,0.41671756,0.5160842,0.25185198,0.54234576,0.79224384,0.564385,0.49631938,0.1286686,0.4078307,0.50813675,0.5766623,-0.049647905
0.3335278,0.44976673,0.35596693,0.26122537,0.334383,0.5201754,0.51184726,0.26952764,0.16009122,0.55591375,0.38655236,0.6739458,-0.0280694
0.5734565,0.6004016,0.30282873,-0.1908463,0.033204414,0.8610794,0.3932525,0.7099503,-0.029363533,0.48986003,0.4561927,1.1483107,-0.07503194
0.5797472,0.4612611,0.56984293,0.1331315,0.2545621,0.8904107,0.5363975,0.6068798,0.14482717,0.36221376,0.5860827,0.8453548,-0.04048001
0.44544584,0.40987483,0.42560095,0.17393926,0.23647581,0.617809,0.48180434,0.26808175,0.16960883,0.49198598,0.397273,0.71749294,0.010931499
0.42547935,0.54316574,0.21835959,0.008079283,0.14136128,0.5964415,0.39230198,0.5742108,0.03661623,0.4518062,0.35607278,0.8728571,-0.06870989
0.8658929,0.97479093,0.51330984,-0.25144678,0.25379956,1.4904089,0.6160672,1.3291272,0.032098845,0.50398326,0.8935826,1.8491312,-0.14762166
0.30321246,0.47748867,0.27923876,0.10881361,0.2703355,0.5163698,0.42914206,0.29747248,0.1021459,0.51296014,0.35621443,0.70508385,-0.04859703
-0.14832857,0.7013444,0.2512172,-0.020286374,0.81441593,0.72296464,0.45761564,0.55706275,0.020677421,0.64694,0.45161918,0.8296317,-0.22981194
0.43566978,0.45737714,0.33431637,0.024895355,0.18162587,0.64412373,0.41053396,0.4596926,0.086150795,0.42103174,0.39745763,0.76854205,-0.025874339
0.23523271,0.36804432,0.6258123,0.15990081,0.6048746,0.9554332,0.5594815,0.634861,0.09204187,0.26841164,0.5727925,0.5145172,-0.05864977
0.20798868,0.58212984,0.22271356,0.14578585,0.37169364,0.5710945,0.44107684,0.5058968,0.07737664,0.5251466,0.3892477,0.80167913,-0.10006388
0.32570234,0.31990194,0.590545,0.17476472,0.42379376,0.8058938,0.54711163,0.38457987,0.14663853,0.4094242,0.4704828,0.59131795,-0.012973629
0.10112381,0.7025789,0.036117114,0.12687686,0.47125793,0.3496545,0.4350488,0.3600569,0.056811273,0.742328,0.32099262,0.9476507,-0.18963838
0.40711126,0.5021463,0.25866836,0.056079913,0.1584769,0.54849386,0.39350295,0.39674333,0.07261279,0.48275805,0.3430393,0.82171273,-0.041951455
-0.12758842,0.87055457,0.026095547,0.05825049,0.779996,0.48802152,0.48191327,0.48464334,0.0046436246,0.8661584,0.40684953,1.0562711,-0.2683601
0.5498312,0.5212533,0.4779153,0.088935226,0.21514592,0.8364136,0.50249684,0.5981528,0.113243446,0.40743163,0.53593737,0.9119723,-0.022126473
0.18560469,0.6700387,0.13418336,-0.044966884,0.37935185,0.60253024,0.39386797,0.48162022,-0.014137818,0.65103704,0.3852466,0.9176363,-0.1670857
0.24357885,0.51325977,0.28250155,0.16208328,0.35782585,0.50167495,0.45149282,0.28601825,0.12575212,0.5472914,0.38187867,0.70293915,-0.04741744
0.6032289,0.6299859,0.39878702,-0.017234057,0.21510969,0.9240803,0.50095224,0.78489894,0.0741868,0.38333166,0.59893006,1.1260537,-0.06723615
-0.08064966,0.956685,-0.050336927,0.03707943,0.7232617,0.44451994,0.49403358,0.45986792,0.006529987,0.9925841,0.38257742,1.2522168,-0.32799116
0.24447468,0.3733088,0.58058727,0.24022403,0.5257872,0.8352102,0.57121885,0.4774699,0.13629235,0.38309634,0.54133046,0.5299096,-0.027396016
0.32898986,0.4323088,0.37541926,0.20443437,0.3224737,0.54636574,0.48324767,0.2743159,0.15345338,0.533254,0.36120597,0.6800144,-0.03462054
0.35241807,0.35890946,0.5788286,0.17577654,0.4135736,0.8450525,0.5332837,0.48444957,0.14428113,0.35320196,0.5167715,0.579985,-0.015975304
0.37002861,0.4646438,0.30614662,0.16210237,0.26063538,0.5160025,0.4493611,0.24526119,0.15333313,0.565945,0.36239192,0.7553129,-0.029034086
