size_D,duration_D,app,har,ifc,nlan,telonuse,t01,t03,t04,t13,Generated_Var_3,Generated_Var_5,Generated_Var_6,effort_D
0.38335007,-0.06340315,0.9932651,0.8278819,1.3832947,0.67526305,-0.13973103,0.624323,0.028742619,0.5636184,0.16425283,0.7623187,0.69998634,0.5212945,0.14225635
0.31963813,-0.04111601,1.0778764,0.67642605,1.6117562,0.49460733,-0.22500004,0.6906003,-0.087579794,0.75649416,0.16802756,0.90173495,0.70544934,0.5758062,0.13607584
0.41769853,-0.09268671,0.9576247,0.77645373,1.65463,0.7447618,0.4284271,0.6555895,0.03343255,0.6390557,0.18234006,0.7242264,0.6397728,0.3305466,0.12426056
0.5873415,-0.03365702,1.0069274,0.84071034,1.131211,0.938473,-0.28846812,0.8171836,0.32897827,0.45018268,0.25871876,0.7407901,0.98146945,0.7090569,0.1966946
0.8347351,-0.005823753,0.9137674,1.2600194,2.1644447,1.7937373,1.8600537,0.86460924,0.41663745,0.4702598,0.20142135,0.3477874,0.61707646,-0.06750426,0.23363087
0.6356164,0.11270257,0.7069398,0.585305,0.6478279,0.90148914,-0.38411278,0.84161174,0.5578866,0.18441984,0.2583183,0.6037946,1.1466644,0.8407479,0.2172272
0.38862354,0.0061344937,0.96295875,0.82578665,1.2016293,0.7757322,-0.04910875,0.63286346,0.18615298,0.4681543,0.30341676,0.6045197,0.6428687,0.4571014,0.14089996
0.6570498,-0.06044235,0.8566056,1.0093354,2.000377,1.3785267,1.3852782,0.77741396,0.23200008,0.55596596,0.117926836,0.44998604,0.59825295,0.013171572,0.19802518
0.27799472,-0.005419596,0.8189753,0.63335115,1.0896933,0.52684546,-0.07523651,0.54236704,0.090648666,0.47099394,0.23793316,0.58594245,0.5643132,0.4047188,0.10289219
0.5486879,-0.051447112,1.316212,0.9773809,1.7528268,0.7336936,-0.15006343,0.8621964,0.05306801,0.71937805,0.22721612,0.93390787,0.89840716,0.6479537,0.1605525
0.38885424,0.030929819,0.708045,0.5186764,0.7958267,0.5794609,-0.27673393,0.6484723,0.31112364,0.30002725,0.20475602,0.5669676,0.82743394,0.6230397,0.11897248
0.4482031,-0.01790084,0.88803774,0.7727719,1.076203,0.7890121,-0.12923974,0.68437266,0.23479596,0.42707074,0.2731622,0.63609684,0.789175,0.5646566,0.15654132
0.29637808,0.006420912,0.7237376,0.53910583,0.9453811,0.473651,-0.18472031,0.5866052,0.17207786,0.37297207,0.19051641,0.58874995,0.6877945,0.5039549,0.08237955
0.42934296,-0.028797016,0.9221833,0.6665663,1.148235,0.57105654,-0.34219545,0.70455587,0.14835405,0.4705773,0.16780123,0.7387438,0.86844105,0.6675906,0.12282239
0.41894248,0.009545739,0.72652256,0.60779005,0.82427335,0.7018455,-0.17606162,0.632597,0.31065494,0.30717462,0.23925003,0.54812086,0.7723375,0.5616065,0.1409155
0.30254817,-0.01229219,0.83011144,0.68453217,1.0322385,0.59623563,-0.02984415,0.5463054,0.15343402,0.41853905,0.2728131,0.54340935,0.55964124,0.39586285,0.08907263
0.39968297,-0.04416077,1.0191016,0.78535,1.3221929,0.61120933,-0.098102435,0.6659989,0.07897276,0.5561573,0.2514126,0.724236,0.69286674,0.5028306,0.106560275
0.38732046,-0.027749602,0.8914221,0.7834937,1.1785364,0.8132804,0.16690253,0.5680953,0.18830387,0.44296855,0.2631761,0.5726715,0.5769863,0.38396314,0.14377467
0.3451455,0.010060913,0.83268094,0.6880011,1.0027928,0.65429556,-0.12924263,0.6052049,0.2207331,0.4090438,0.26567915,0.56495875,0.66345733,0.48253036,0.13113073
0.5592321,0.042253736,0.7814499,0.7759011,0.8052492,0.98334616,-0.14172877,0.72275734,0.44593066,0.26952428,0.3444657,0.51962984,0.82933736,0.5738107,0.21190953
0.4366421,-0.039436053,0.93243414,0.7544714,1.121705,0.7003423,-0.17649859,0.6818491,0.20240855,0.4610197,0.24575639,0.6682852,0.7832066,0.57558423,0.12388322
0.6403,-0.14774576,1.4862849,1.0935471,2.0262394,0.7994045,-0.23469214,0.935923,-0.044405982,0.90745026,0.1744041,1.1177523,1.0003734,0.7385552,0.18697786
0.30068016,-0.0036868863,0.7885488,0.6132691,0.9793964,0.5160679,-0.13784161,0.5774983,0.17262185,0.40122145,0.23879099,0.57645804,0.6481696,0.4671874,0.08584526
0.3767066,-0.13144124,1.0278585,0.7093721,1.7619016,0.638775,0.17141871,0.7077136,-0.041370183,0.78415453,0.09891486,0.812125,0.70159477,0.4396424,0.16022307
0.53325427,-0.104749516,1.2009916,0.9672148,1.5124662,0.81273425,-0.07454613,0.7658463,0.12187812,0.62442344,0.264444,0.77873814,0.7903797,0.5477096,0.15948063
0.32653952,-0.023087885,0.86102664,0.69671804,1.1088347,0.591402,-0.025386892,0.57525575,0.1341815,0.45927006,0.2681177,0.58207864,0.5934838,0.4061099,0.09547347
0.39453882,-0.02466537,0.73703563,0.7562455,1.1644984,0.89213526,0.48114622,0.5511916,0.18201664,0.36878687,0.2370221,0.3999251,0.46385568,0.2148331,0.11148809
0.7200369,-0.019586645,1.0109016,1.0623504,1.7791634,1.314257,0.96019,0.81627923,0.26997754,0.46386433,0.18243752,0.5157038,0.66949004,0.19160186,0.18901293
0.6033651,0.009451603,0.7371022,0.9424959,1.2411549,1.290387,0.777386,0.6448015,0.35890585,0.2707767,0.2823527,0.3138605,0.5325983,0.15580037,0.20806183
0.45178044,-0.058212623,1.165509,0.7564759,1.7357059,0.4968089,-0.30932444,0.7831107,-0.10907162,0.79497707,0.09378108,1.0028499,0.85243744,0.68018335,0.17610438
0.45058894,-0.1096493,1.3050401,0.8778123,1.7892822,0.6851898,-0.32962036,0.8127636,-0.03563132,0.8479473,0.16926235,1.0102642,0.8469262,0.6865887,0.16092296
0.30154467,-0.014231601,0.7743856,0.6712543,1.0108141,0.6203229,0.060599636,0.5277053,0.1547631,0.39402723,0.2688918,0.50532186,0.5304055,0.345608,0.08994153
0.5811964,0.011359802,0.8518844,0.9459447,1.4421906,1.227046,0.8050682,0.6759363,0.27716875,0.39984745,0.2213516,0.38513184,0.51319146,0.17539427,0.16810855
0.4961058,-0.10936165,1.1476792,0.94577426,1.4884441,0.81602883,-0.012083806,0.7179204,0.10185005,0.60914916,0.24706084,0.7488491,0.7379022,0.5176086,0.15588005
0.39124846,-0.027385514,0.94804543,0.7426765,1.2667412,0.61033845,-0.046234056,0.66149145,0.09706256,0.49349147,0.24567983,0.70127976,0.70285404,0.49870223,0.1047913
0.4454116,-0.0077910526,0.79283744,0.85167134,1.2364899,0.9874881,0.47826827,0.58036166,0.21942043,0.36233628,0.25045452,0.44609097,0.5273684,0.23485649,0.14419565
0.65814275,-0.038332492,1.1092488,0.8350417,1.2979711,0.8105444,-0.4766732,0.8835944,0.25303203,0.5149388,0.20146814,0.88397294,1.1321254,0.88677347,0.19211182
0.47002262,-0.014000227,1.0289302,0.88432664,1.384258,0.771244,0.07665798,0.71538466,0.13438815,0.5145027,0.26703593,0.7075961,0.72617525,0.4942319,0.11161204
0.50046045,0.00089774,0.73856026,0.8553521,1.2439802,1.0731553,0.6936551,0.6078853,0.24317417,0.32831895,0.23047411,0.3753269,0.4924453,0.17042893,0.13179284
0.47897872,-0.026194122,0.8560813,0.83998376,1.2647829,0.9271755,0.28191552,0.6906359,0.20798379,0.3999408,0.21700871,0.58281857,0.7188963,0.39530227,0.11167517
0.46355233,-0.014269897,0.9829559,0.8724656,1.2851555,0.81784403,0.0779054,0.67566955,0.17536548,0.4728424,0.27126554,0.62560636,0.6745823,0.42912513,0.13175276
0.46543306,0.017593624,0.7726452,0.584257,0.85731566,0.6906604,-0.30768085,0.69982934,0.33934778,0.33228987,0.21258831,0.63424456,0.9051724,0.6810587,0.14341062
0.53420526,-0.055070028,1.0640049,0.9085502,1.2258397,0.8606317,-0.1331562,0.7185843,0.24274683,0.49018407,0.2786619,0.67345464,0.77598256,0.5681071,0.18226762
0.3799331,-0.03449184,0.9010205,0.7196317,1.1718128,0.620179,-0.06922278,0.65507144,0.1441794,0.46281117,0.24816486,0.6536015,0.7073943,0.47995302,0.09428674
0.64108133,-0.012292317,0.7895844,1.0123802,1.5784197,1.383722,1.1679268,0.6891069,0.33191708,0.35971028,0.21229494,0.31123483,0.5251208,0.06669245,0.20961672
0.3947635,-0.023807023,0.8991327,0.7705549,1.1325357,0.7192179,-0.007071648,0.610951,0.1719909,0.45329225,0.27266824,0.5865243,0.62395144,0.4192339,0.11895123
0.47790244,0.010224671,0.8279903,0.8446926,1.1034944,1.0238886,0.2736045,0.62021106,0.27576846,0.34059817,0.26502097,0.4725581,0.5893674,0.35081035,0.16902304
0.8316286,-0.10257827,1.6131691,1.4165336,2.1011274,1.3517089,0.06090581,1.0630796,0.17882454,0.7669898,0.30471492,1.0603038,1.0869168,0.74874276,0.23271506
0.3054338,-0.026342165,0.8835029,0.5657831,1.2757462,0.38923585,-0.21938373,0.63791746,0.012362383,0.5923074,0.14267986,0.7507143,0.70391214,0.5265292,0.10474886
0.56605303,-0.06973495,1.233257,0.9809805,1.4556259,0.87728924,-0.28427953,0.7921348,0.19413248,0.6184424,0.24522603,0.83915406,0.89150625,0.6931062,0.17830998
0.5569013,-0.002255803,0.9715929,0.9849811,1.3394753,1.1054395,0.2991004,0.7111553,0.2522236,0.4258023,0.28654033,0.56396836,0.65102774,0.38644925,0.16374505
0.41210905,-0.017957088,0.7002347,0.76652944,1.1413531,0.933241,0.5156746,0.54571736,0.21330196,0.3410157,0.2457988,0.37393287,0.47131738,0.1908763,0.13365883
0.8916362,0.08431129,0.9232687,1.0395703,0.86509144,1.4787109,0.0010666586,0.9257892,0.734424,0.18049595,0.42124864,0.5479855,1.0709122,0.72747654,0.3487963
0.46817073,-0.05733794,1.1293622,0.9133645,1.3808352,0.79426837,-0.18494634,0.70120895,0.14264771,0.57303244,0.24978307,0.7497831,0.7562484,0.57465947,0.15682025
0.3453847,-0.007862539,0.7885607,0.66514105,0.95794445,0.6526301,-0.104546726,0.5844671,0.22112423,0.38753045,0.25719634,0.54862064,0.6444047,0.46101797,0.11187765
0.28140292,-0.0062020896,0.7734162,0.6140829,0.99381,0.52362764,-0.11158621,0.5547049,0.14405556,0.4080646,0.23385239,0.55750513,0.6051655,0.43425608,0.089407966
0.37343687,-0.055936858,1.0073054,0.774441,1.2885064,0.64718866,-0.1588002,0.6422482,0.10558789,0.54428506,0.25229353,0.701663,0.70143294,0.5273777,0.12230426
0.4240268,-0.010425878,0.71640146,0.7683521,1.1267164,0.9278824,0.48186374,0.557638,0.21592972,0.33290255,0.23032373,0.38130936,0.4756338,0.20714235,0.12544206
0.58596337,0.037449546,0.987603,0.9559617,1.069011,1.0932567,-0.07027807,0.732287,0.39695916,0.3678887,0.37422904,0.55697614,0.7616001,0.5480641,0.24616776
0.44318587,-0.081245594,0.88697076,0.8917683,1.4913609,0.99640995,0.5887076,0.61518043,0.15177312,0.5069477,0.22181717,0.55727845,0.5706762,0.24723989,0.16895396
0.5651974,-0.0639275,1.2876891,1.0096782,1.6736966,0.7929958,-0.11023185,0.83372945,0.062715344,0.67094123,0.25662893,0.9124507,0.8763605,0.6445306,0.14529957
0.9028248,0.027139116,0.90246415,1.2862004,1.8347934,1.902609,1.5031359,0.8718685,0.5142754,0.32466033,0.23781973,0.25879955,0.58498967,0.017816488,0.28072068
0.69667566,-0.08063148,1.0005059,1.0898839,2.3263607,1.4299191,1.5167837,0.8736165,0.18489076,0.67473876,0.13762149,0.56775063,0.651768,0.0578622,0.24372098
0.45531663,0.0340106,0.8085737,0.7738963,0.8737254,0.86875457,-0.035864487,0.63737965,0.36216542,0.30768043,0.3403536,0.47979087,0.66628975,0.4739572,0.18464403
0.3907613,-0.009200261,0.8354786,0.6755146,1.0002388,0.65598595,-0.17995563,0.65746456,0.22632676,0.40792155,0.25214303,0.61326444,0.7651576,0.56325865,0.1260724
0.5841665,-0.12913427,1.4918988,0.9569463,2.2226937,0.7171169,-0.2739269,0.977592,-0.08626615,1.0295794,0.110582754,1.2039149,1.0208191,0.76408595,0.2265777
0.34711915,-0.018505428,0.80104136,0.72924626,1.074501,0.7116403,0.12885456,0.5415784,0.16482107,0.40379047,0.26047713,0.52236736,0.5559823,0.33179915,0.10204445
0.48283958,-0.04770474,0.94169766,0.80065244,1.0967026,0.7922588,-0.15421249,0.68466246,0.25094786,0.44396722,0.25076827,0.6370489,0.77229846,0.55555403,0.15710434
0.4617661,-0.017270856,0.797493,0.8492726,1.1648258,1.016322,0.44178748,0.59531254,0.23607013,0.34848493,0.26163125,0.44608876,0.53269684,0.2651059,0.1587746
0.44773716,-0.058204666,0.8701855,0.8173111,1.909795,1.1098146,0.8326561,0.70173424,0.03583587,0.72750765,0.07678592,0.57994586,0.54925954,0.18673739,0.18198332
0.32282838,-0.02072522,0.81870854,0.6847077,1.059124,0.6198298,0.011481961,0.568521,0.15748945,0.4168526,0.25323078,0.5665572,0.593086,0.3960972,0.093027845
0.7154246,-0.19591327,1.7520632,1.1562047,2.7268448,0.73875475,-0.3234589,1.1246125,-0.29564583,1.283611,0.048854895,1.5189358,1.1990707,0.9283897,0.28500673
0.3552228,-0.01840375,0.7872686,0.7403364,1.0995262,0.7485462,0.20445815,0.5539914,0.16808566,0.39676923,0.2590024,0.5179161,0.5610297,0.31963623,0.09986584
0.541457,-0.042384215,1.0638822,0.9392289,1.495147,0.8696392,0.17360811,0.75628465,0.15337676,0.54230905,0.24406356,0.68120396,0.7514097,0.4225992,0.14945412
0.56687367,-0.036729235,1.0084863,0.7778201,1.1788125,0.7715285,-0.37450194,0.83158606,0.25949726,0.48152387,0.2095106,0.80125564,1.0233341,0.7838793,0.15616627
0.7407671,0.092150636,0.92786354,1.0285789,0.8835367,1.387326,-0.035332024,0.8220949,0.63846874,0.23385888,0.47786248,0.48122963,0.8624584,0.6084042,0.3442847
0.28417394,-0.02103101,0.7967814,0.66510576,1.044576,0.5924584,-0.0012134276,0.5219803,0.12377091,0.43006027,0.2435275,0.5565045,0.55770314,0.37448195,0.098270535
0.42734456,0.015555272,0.80862945,0.76211363,0.90346634,0.82507974,-0.039955854,0.6142628,0.30851823,0.33610016,0.32423127,0.49015236,0.63941056,0.44880027,0.16233668
1.0017864,0.021187061,1.0413038,1.4558488,2.2001245,2.0711153,1.7893274,0.9708005,0.4994339,0.4089659,0.20230392,0.3178194,0.6056824,0.01589781,0.27322736
0.61089116,-0.05052369,1.281446,0.97273064,1.6906049,0.7819595,-0.20005824,0.92295015,0.112893716,0.68422794,0.22685942,0.9818988,1.0386686,0.727537,0.14839645
0.55476636,0.09802428,0.6369317,0.3560577,0.6942091,0.50572705,-0.5437154,0.8144091,0.3819483,0.19882366,0.09955661,0.66786814,1.1705077,0.90110165,0.12188859
0.70202744,0.037448265,1.2402189,0.6495207,1.6327146,0.63574654,-0.7207872,1.0271089,0.12703806,0.65733284,0.08023978,1.1288869,1.3644369,1.118175,0.20404759
0.29673895,-0.029162038,0.85294586,0.6684021,1.1369712,0.56120443,-0.07634639,0.5584847,0.089017026,0.49493194,0.226946,0.6060793,0.5721997,0.41769353,0.09850414
0.33503202,-0.038174566,0.8823536,0.7316174,1.1917984,0.6657693,0.066894785,0.5662559,0.11981946,0.48292124,0.24283269,0.6125827,0.59279704,0.39300424,0.095380455
0.4363426,-0.034194186,0.7487397,0.8110531,1.2317052,0.9467187,0.5130915,0.57992023,0.21357334,0.37852985,0.23058024,0.4094558,0.5104133,0.21580197,0.14137973
0.4284729,-0.010942715,1.0296897,0.7815505,1.296651,0.6994576,-0.22232048,0.6816404,0.12968394,0.54475564,0.21887544,0.7250468,0.752097,0.5784682,0.17010503
0.3639878,-0.047187477,0.78584325,0.7480388,1.2082424,0.8532546,0.43042862,0.53277534,0.15007879,0.43035895,0.23098913,0.47033235,0.4880961,0.26944175,0.1325717
0.4677251,0.008301338,0.8401499,0.5974454,1.0872953,0.5691592,-0.21616907,0.7574195,0.20965701,0.38775885,0.18454789,0.7136308,0.90929955,0.66078657,0.09390406
0.35543388,-0.024624527,0.82396746,0.6685023,0.99274486,0.6236173,-0.1312758,0.5932449,0.20606783,0.4088112,0.24116454,0.5794065,0.66531926,0.48041213,0.11002441
0.4171097,-0.015055693,0.87944543,0.7145183,1.0111693,0.7161536,-0.20987776,0.65661377,0.26606563,0.40935302,0.2392608,0.6212168,0.7784728,0.57691747,0.14005332
0.46247607,-0.015350114,0.76034105,0.8239354,1.3721099,1.0022779,0.7598958,0.5870984,0.18614025,0.416287,0.19556981,0.42421442,0.49807617,0.16542313,0.1536213
0.6654287,0.024843864,0.8136902,1.0426182,1.3017175,1.4904208,0.7708559,0.7091739,0.4220672,0.31077975,0.31589785,0.3151355,0.5299158,0.20598614,0.23793218
0.3826267,-0.00358235,0.9100239,0.5124681,1.4116511,0.33275253,-0.32812983,0.7400173,-0.036040805,0.607296,0.0817318,0.8634374,0.8613581,0.68185127,0.10753806
0.44741172,-0.08777224,1.0687932,0.889941,1.6168045,0.7710952,0.06389848,0.70452315,-0.009927101,0.6470043,0.17462759,0.8261845,0.71211505,0.4982897,0.15886734
0.8641911,0.11060018,0.9753881,1.0562825,0.8824695,1.4729141,-0.14270599,0.93357074,0.74516076,0.21820867,0.4396567,0.5648948,1.092119,0.7801931,0.38359526
0.7142783,-0.13244459,1.4720513,1.2005556,1.8124342,1.0135369,-0.20135568,0.9492345,0.13930666,0.7573133,0.2557667,0.9982738,1.0306715,0.74295187,0.21312912
0.42134044,-0.027444195,0.9855234,0.8528205,1.2621784,0.78091156,0.008192705,0.6601301,0.15014173,0.4833495,0.29346544,0.6478129,0.66525275,0.46457723,0.11476183
0.51822376,-0.017475635,1.1047177,0.9099987,1.42577,0.81068,-0.04889901,0.8186782,0.15895274,0.5385586,0.30081087,0.7668316,0.8417975,0.5766376,0.13434175
0.33221313,-0.0072651403,0.81348217,0.7059473,1.0072788,0.64950967,0.014300214,0.55729806,0.18570209,0.39334697,0.28168026,0.52512825,0.5674589,0.3848796,0.10197282
0.6494793,0.025868762,0.83618057,0.74312955,0.88349813,0.9241906,-0.34461147,0.8418333,0.45445308,0.30017632,0.2837606,0.6662945,1.0796613,0.7671123,0.21014798
0.4736353,-0.01823134,0.91577506,0.7494753,1.0798705,0.7474266,-0.24717022,0.7294934,0.25097987,0.4394853,0.25049487,0.68756145,0.841478,0.6201172,0.13274123
0.39697593,-0.025970936,0.8900636,0.7846609,1.0844977,0.77853656,-0.02147336,0.6004055,0.20708457,0.42630744,0.28606778,0.5711826,0.62176037,0.44193226,0.13391401
0.33207425,-0.044475198,0.90843034,0.6657391,1.1671311,0.5159681,-0.20410016,0.61168456,0.11028299,0.5108309,0.22579363,0.69249463,0.69891685,0.51969326,0.09845859
0.2946541,-0.021543168,0.80633855,0.668778,1.0743252,0.5998731,0.046420727,0.5386677,0.127298,0.43692213,0.24829176,0.55622923,0.55226636,0.3661819,0.09367117
0.47344097,-0.015346953,0.8400761,0.84752136,1.0631692,0.9370489,0.12302229,0.62321544,0.27235165,0.372908,0.3134901,0.50775445,0.61229646,0.38417068,0.16340719
0.5329773,0.09203823,0.61896247,0.44193596,0.6161998,0.6607069,-0.39416057,0.76313764,0.4471975,0.17179424,0.18418208,0.58300304,1.0695426,0.80284595,0.13417663
0.31426007,-0.06583817,0.7935889,0.6473405,1.3617736,0.6147465,0.20533296,0.59285015,0.012323856,0.553171,0.13508904,0.616802,0.5600059,0.31627738,0.110121906
0.6375205,0.021169044,0.8678298,0.9308464,0.9917536,1.1821488,0.028311584,0.7585631,0.4697534,0.28465354,0.33376667,0.56108934,0.85193694,0.56453556,0.24290723
0.7529294,0.030226745,1.1364832,1.1597587,1.1636124,1.4108993,-0.023404162,0.85332036,0.551543,0.3610934,0.4518592,0.571482,0.839708,0.59944874,0.30915296
0.32935637,-0.082021266,1.1533978,0.5997717,2.0682297,0.4250729,-0.21073142,0.7859727,-0.25112233,1.0361646,-0.0026864856,1.1275913,0.814576,0.66862494,0.19332431
0.67077523,0.027165074,0.8950116,0.9192975,0.91103035,1.1780353,-0.12098789,0.80063295,0.49759257,0.28583023,0.38923565,0.5410926,0.86807126,0.6170118,0.24570787
0.43815,-0.0032287026,0.7186176,0.7754206,1.1275226,0.97118425,0.5465535,0.54750985,0.22463259,0.3252306,0.23256344,0.3582958,0.46074003,0.19042104,0.14155927
0.29299834,-0.007727352,0.7843155,0.61772984,0.98117864,0.52736926,-0.15721191,0.5756591,0.17254731,0.40724266,0.229844,0.57549983,0.6419103,0.47175708,0.09006581
0.31943253,-0.029550403,0.83482397,0.7086653,1.0982368,0.64356136,0.058688745,0.555957,0.141105,0.4336046,0.2626824,0.5589796,0.5655642,0.37480932,0.09681022
0.43209654,0.0027947119,0.8086808,0.75893384,0.90947205,0.80888903,-0.054713294,0.62471384,0.297052,0.3415743,0.32242814,0.5001549,0.65713686,0.4672006,0.15954962
0.29640695,-0.009175382,0.8199737,0.6703045,1.0241342,0.5770575,-0.04359167,0.54283905,0.14587213,0.41697752,0.26914334,0.54269713,0.55676705,0.40258235,0.091815904
0.33457252,0.001701884,0.7545682,0.5392811,0.9344883,0.49039483,-0.24899368,0.60646707,0.198064,0.3902281,0.19723925,0.6108788,0.7525653,0.55611587,0.103930354
0.35991055,-0.02996575,0.7655333,0.7310161,1.130621,0.76792175,0.30605626,0.5516465,0.15861534,0.39897698,0.24311817,0.4923044,0.5316275,0.28353262,0.102300465
0.59213585,-0.09567516,1.3879321,0.9781037,2.0159574,0.74046695,-0.103258625,0.89937407,-0.083026,0.86346686,0.105333954,1.057439,0.92873484,0.67174953,0.19282605
0.46856582,0.062804736,0.7677338,0.5654248,0.83420956,0.6657638,-0.35979074,0.73538756,0.3549009,0.30234927,0.21834847,0.61831677,0.94646937,0.7097573,0.14690965
0.4293296,-0.008819616,0.9135348,0.84052986,1.0799106,0.8554766,0.03129705,0.6333524,0.2558744,0.4018544,0.33148676,0.53057986,0.6027957,0.42616332,0.14443405
1.0556918,0.08058875,1.0200036,1.4268045,1.5535122,2.1623974,1.0135231,0.9350449,0.69469386,0.22004028,0.39370063,0.32357758,0.751185,0.27729616,0.39825353
0.44430798,0.022028305,1.1183203,0.59218293,1.6567183,0.47219628,-0.45122528,0.8085617,-0.03382065,0.7624715,0.12170821,0.98699594,0.9505101,0.7620612,0.1902785
0.8275551,-0.014755174,0.9548527,1.2216572,1.8643955,1.7243897,1.3609536,0.8322553,0.39742854,0.35852242,0.17840955,0.33014795,0.59157777,0.07189287,0.26980725
0.35645506,-0.010421057,0.86274165,0.71475196,1.0374749,0.67891264,-0.10775265,0.597428,0.20914236,0.42185223,0.25617218,0.57680917,0.6574627,0.47576928,0.12936987
0.52577245,-0.03550863,0.7668197,0.8982505,1.4907354,1.1420782,0.8502602,0.6331545,0.22050643,0.40923214,0.1717298,0.4035908,0.52559555,0.1204036,0.17533289
0.39924324,-0.09373077,1.0715384,0.7460245,1.5932229,0.5875923,-0.09290798,0.71272343,-0.007546775,0.72756934,0.15548477,0.85809857,0.74970454,0.52943677,0.12279746
0.36173174,-0.04101768,0.9355005,0.76712763,1.1658635,0.6586757,-0.067148045,0.59620047,0.13692167,0.47667706,0.2642707,0.6127055,0.61165357,0.4532916,0.1142859
0.6433224,-0.042557314,0.92025733,1.1004174,1.9593577,1.4545612,1.3811188,0.73936844,0.27314112,0.53449214,0.211418,0.40954232,0.5459093,0.044572875,0.22345413
0.3343692,-0.05932884,1.0138971,0.69603276,1.4590611,0.5534062,-0.19552086,0.65839624,-0.01639089,0.6993476,0.16259545,0.8107411,0.6814327,0.5284039,0.13278219
0.62381285,-0.05603163,1.1702459,1.1492724,1.4447182,1.2836728,0.06659963,0.79687965,0.30665287,0.5005996,0.34714139,0.70292705,0.7790027,0.5296836,0.21728359
0.304052,-0.013005632,0.79291534,0.665432,1.021962,0.60004693,0.0056759324,0.5525883,0.16260263,0.40429348,0.255273,0.54905623,0.57829905,0.39069554,0.09039989
0.3857619,-0.022511367,0.9295919,0.78230894,1.2169011,0.6880203,0.030246312,0.63042986,0.13760218,0.46859682,0.27147776,0.62533414,0.6348655,0.4301237,0.10102795
0.38291496,-0.0017997939,0.85506594,0.7350597,1.0059685,0.7351395,-0.079948016,0.6080236,0.24744311,0.39784908,0.273387,0.5522056,0.66425997,0.47744542,0.14759342
0.31863883,-0.052969992,0.93198967,0.70736265,1.2957842,0.58165,-0.07012721,0.6069582,0.06473974,0.55975926,0.24201065,0.66455615,0.6130748,0.46179363,0.10714713
0.28326595,-0.0003645569,0.777893,0.6314219,0.9632635,0.5521006,-0.08180163,0.5427613,0.17245615,0.3967079,0.2540778,0.53874004,0.5876633,0.42230818,0.09204003
0.39661634,0.00019278098,0.90391445,0.7866471,1.2025639,0.7159425,0.06964994,0.623525,0.13727689,0.44872648,0.2667503,0.6072042,0.6180953,0.4191291,0.10430181
0.6959508,0.031071085,0.84604824,0.82634634,0.8563158,1.1328524,-0.21690767,0.8346359,0.52172315,0.27495623,0.3136783,0.6166288,1.0494858,0.73819816,0.25830716
0.31723127,-0.08407278,0.9367402,0.6875956,1.3855991,0.5663344,-0.10835178,0.6214762,0.0007356256,0.6527507,0.15844925,0.7456409,0.63507664,0.47109273,0.11664428
0.50156355,-0.032871284,1.0258044,0.91678095,1.2185613,0.98965675,-0.085616924,0.70756614,0.27927414,0.46993035,0.2938549,0.66694474,0.7773364,0.55122435,0.20116444
0.5398902,-0.039801244,1.2147038,0.6968912,1.777411,0.46995908,-0.46742094,0.8652012,-0.03761959,0.81264454,0.06883795,1.0556747,1.0432177,0.8199092,0.21281101
0.28891987,-0.037428893,0.8570312,0.63700104,1.1756603,0.5015372,-0.10659526,0.559176,0.0546244,0.53334343,0.20085254,0.64709944,0.5855135,0.4246149,0.10057472
