Dataset                      Metric                   metric valor    d    t
../datasets_2/albrecht.arff  RMSE                     20.2163         6  150
../datasets_2/albrecht.arff  R2 Score                  0.678193       6  150
../datasets_2/albrecht.arff  MAE                      12.1346         6  200
../datasets_2/albrecht.arff  Median Absolute Error     4.58356        6  200
../datasets_2/albrecht.arff  RMSE                     19.6117         6  200
../datasets_2/albrecht.arff  R2 Score                  0.697152       6  200
../datasets_2/albrecht.arff  MAE                      12.6651         6  250
../datasets_2/albrecht.arff  Median Absolute Error     4.7157         6  250
../datasets_2/albrecht.arff  RMSE                     20.7816         6  250
../datasets_2/albrecht.arff  R2 Score                  0.659944       6  250
../datasets_2/albrecht.arff  MAE                      12.1729         6  300
../datasets_2/albrecht.arff  Median Absolute Error     4.50024        6  300
../datasets_2/albrecht.arff  RMSE                     19.175          6  300
../datasets_2/albrecht.arff  R2 Score                  0.710489       6  300
../datasets_2/albrecht.arff  MAE                      11.8763         7   50
../datasets_2/albrecht.arff  Median Absolute Error     5.01705        7   50
../datasets_2/albrecht.arff  RMSE                     19.025          7   50
../datasets_2/albrecht.arff  R2 Score                  0.715001       7   50
../datasets_2/albrecht.arff  MAE                      12.1024         7  100
../datasets_2/albrecht.arff  Median Absolute Error     4.22058        7  100
../datasets_2/albrecht.arff  RMSE                     19.8888         7  100
../datasets_2/albrecht.arff  R2 Score                  0.688534       7  100
../datasets_2/albrecht.arff  MAE                      12.5818         7  150
../datasets_2/albrecht.arff  Median Absolute Error     4.85501        7  150
../datasets_2/albrecht.arff  RMSE                     20.2123         7  150
../datasets_2/albrecht.arff  R2 Score                  0.678321       7  150
../datasets_2/albrecht.arff  MAE                      12.1481         7  200
../datasets_2/albrecht.arff  Median Absolute Error     4.33706        7  200
../datasets_2/albrecht.arff  RMSE                     21.0743         7  200
../datasets_2/albrecht.arff  R2 Score                  0.650296       7  200
../datasets_2/albrecht.arff  MAE                      12.018          7  250
../datasets_2/albrecht.arff  Median Absolute Error     4.53823        7  250
../datasets_2/albrecht.arff  RMSE                     20.4601         7  250
../datasets_2/albrecht.arff  R2 Score                  0.670385       7  250
../datasets_2/albrecht.arff  MAE                      12.8885         7  300
../datasets_2/albrecht.arff  Median Absolute Error     4.4964         7  300
../datasets_2/albrecht.arff  RMSE                     19.8612         7  300
../datasets_2/albrecht.arff  R2 Score                  0.689397       7  300
../datasets_2/albrecht.arff  MAE                      12.3545         8   50
../datasets_2/albrecht.arff  Median Absolute Error     4.68714        8   50
../datasets_2/albrecht.arff  RMSE                     20.2097         8   50
../datasets_2/albrecht.arff  R2 Score                  0.678401       8   50
../datasets_2/albrecht.arff  MAE                      12.1055         8  100
../datasets_2/albrecht.arff  Median Absolute Error     5.32147        8  100
../datasets_2/albrecht.arff  RMSE                     19.3223         8  100
../datasets_2/albrecht.arff  R2 Score                  0.706025       8  100
../datasets_2/albrecht.arff  MAE                      12.8313         8  150
../datasets_2/albrecht.arff  Median Absolute Error     4.35545        8  150
../datasets_2/albrecht.arff  RMSE                     20.5617         8  150
../datasets_2/albrecht.arff  R2 Score                  0.667101       8  150
../datasets_2/albrecht.arff  MAE                      12.2198         8  200
../datasets_2/albrecht.arff  Median Absolute Error     4.81906        8  200
../datasets_2/albrecht.arff  RMSE                     18.7387         8  200
../datasets_2/albrecht.arff  R2 Score                  0.723513       8  200
../datasets_2/albrecht.arff  MAE                      12.4601         8  250
../datasets_2/albrecht.arff  Median Absolute Error     4.82349        8  250
../datasets_2/albrecht.arff  RMSE                     19.8626         8  250
../datasets_2/albrecht.arff  R2 Score                  0.689355       8  250
../datasets_2/albrecht.arff  MAE                      12.2442         8  300
../datasets_2/albrecht.arff  Median Absolute Error     4.71831        8  300
../datasets_2/albrecht.arff  RMSE                     20.4682         8  300
../datasets_2/albrecht.arff  R2 Score                  0.670122       8  300
../datasets_2/albrecht.arff  MAE                      12.7129         9   50
../datasets_2/albrecht.arff  Median Absolute Error     5.4305         9   50
../datasets_2/albrecht.arff  RMSE                     18.8391         9   50
../datasets_2/albrecht.arff  R2 Score                  0.720543       9   50
../datasets_2/albrecht.arff  MAE                      13.0687         9  100
../datasets_2/albrecht.arff  Median Absolute Error     5.12574        9  100
../datasets_2/albrecht.arff  RMSE                     19.4803         9  100
../datasets_2/albrecht.arff  R2 Score                  0.701198       9  100
../datasets_2/albrecht.arff  MAE                      12.353          9  150
../datasets_2/albrecht.arff  Median Absolute Error     4.81873        9  150
../datasets_2/albrecht.arff  RMSE                     18.7885         9  150
../datasets_2/albrecht.arff  R2 Score                  0.722044       9  150
../datasets_2/albrecht.arff  MAE                      12.583          9  200
../datasets_2/albrecht.arff  Median Absolute Error     4.55062        9  200
../datasets_2/albrecht.arff  RMSE                     20.0994         9  200
../datasets_2/albrecht.arff  R2 Score                  0.681904       9  200
../datasets_2/albrecht.arff  MAE                      12.6817         9  250
../datasets_2/albrecht.arff  Median Absolute Error     4.65932        9  250
../datasets_2/albrecht.arff  RMSE                     19.9329         9  250
../datasets_2/albrecht.arff  R2 Score                  0.687152       9  250
../datasets_2/albrecht.arff  MAE                      12.2947         9  300
../datasets_2/albrecht.arff  Median Absolute Error     4.32405        9  300
../datasets_2/albrecht.arff  RMSE                     19.9217         9  300
../datasets_2/albrecht.arff  R2 Score                  0.687504       9  300
../datasets_2/albrecht.arff  MAE                      12.4541        10   50
../datasets_2/albrecht.arff  Median Absolute Error     4.21143       10   50
../datasets_2/albrecht.arff  RMSE                     21.6873        10   50
../datasets_2/albrecht.arff  R2 Score                  0.629658      10   50
../datasets_2/albrecht.arff  MAE                      11.458         10  100
../datasets_2/albrecht.arff  Median Absolute Error     4.59326       10  100
../datasets_2/albrecht.arff  RMSE                     18.0615        10  100
../datasets_2/albrecht.arff  R2 Score                  0.743138      10  100
../datasets_2/albrecht.arff  MAE                      12.3811        10  150
../datasets_2/albrecht.arff  Median Absolute Error     4.52437       10  150
../datasets_2/albrecht.arff  RMSE                     20.0333        10  150
../datasets_2/albrecht.arff  R2 Score                  0.683992      10  150
../datasets_2/albrecht.arff  MAE                      12.6959        10  200
../datasets_2/albrecht.arff  Median Absolute Error     4.45701       10  200
../datasets_2/albrecht.arff  RMSE                     20.4663        10  200
../datasets_2/albrecht.arff  R2 Score                  0.670183      10  200
../datasets_2/albrecht.arff  MAE                      12.5293        10  250
../datasets_2/albrecht.arff  Median Absolute Error     4.49336       10  250
../datasets_2/albrecht.arff  RMSE                     19.9556        10  250
../datasets_2/albrecht.arff  R2 Score                  0.686438      10  250
../datasets_2/albrecht.arff  MAE                      12.1717        10  300
../datasets_2/albrecht.arff  Median Absolute Error     5.09052       10  300
../datasets_2/albrecht.arff  RMSE                     19.1794        10  300
../datasets_2/albrecht.arff  R2 Score                  0.710356      10  300
../datasets_2/kemerer.arff   MAE                      56.419          5   50
../datasets_2/kemerer.arff   Median Absolute Error    78.0308         5   50
../datasets_2/kemerer.arff   RMSE                     64.8732         5   50
../datasets_2/kemerer.arff   R2 Score                  0.492135       5   50
../datasets_2/kemerer.arff   MAE                      61.0739         5  100
../datasets_2/kemerer.arff   Median Absolute Error    80.0371         5  100
../datasets_2/kemerer.arff   RMSE                     68.5805         5  100
../datasets_2/kemerer.arff   R2 Score                  0.43243        5  100
../datasets_2/kemerer.arff   MAE                      44.7935         5  150
../datasets_2/kemerer.arff   Median Absolute Error    47.0562         5  150
../datasets_2/kemerer.arff   RMSE                     49.5659         5  150
../datasets_2/kemerer.arff   R2 Score                  0.703527       5  150
../datasets_2/kemerer.arff   MAE                      62.5505         5  200
../datasets_2/kemerer.arff   Median Absolute Error    81.9545         5  200
../datasets_2/kemerer.arff   RMSE                     71.245          5  200
../datasets_2/kemerer.arff   R2 Score                  0.387471       5  200
../datasets_2/kemerer.arff   MAE                      51.921          5  250
../datasets_2/kemerer.arff   Median Absolute Error    62.8401         5  250
../datasets_2/kemerer.arff   RMSE                     58.4012         5  250
../datasets_2/kemerer.arff   R2 Score                  0.588413       5  250
../datasets_2/kemerer.arff   MAE                      54.0871         5  300
../datasets_2/kemerer.arff   Median Absolute Error    67.8314         5  300
../datasets_2/kemerer.arff   RMSE                     60.1123         5  300
../datasets_2/kemerer.arff   R2 Score                  0.563942       5  300
../datasets_2/kemerer.arff   MAE                      46.0981         6   50
../datasets_2/kemerer.arff   Median Absolute Error    49.325          6   50
../datasets_2/kemerer.arff   RMSE                     55.0176         6   50
../datasets_2/kemerer.arff   R2 Score                  0.634725       6   50
../datasets_2/kemerer.arff   MAE                      68.7095         6  100
../datasets_2/kemerer.arff   Median Absolute Error    84.7793         6  100
../datasets_2/kemerer.arff   RMSE                     77.0731         6  100
../datasets_2/kemerer.arff   R2 Score                  0.283158       6  100
../datasets_2/kemerer.arff   MAE                      65.3951         6  150
../datasets_2/kemerer.arff   Median Absolute Error    61.9131         6  150
../datasets_2/kemerer.arff   RMSE                     76.9324         6  150
../datasets_2/kemerer.arff   R2 Score                  0.285773       6  150
../datasets_2/kemerer.arff   MAE                      59.4264         6  200
../datasets_2/kemerer.arff   Median Absolute Error    73.0581         6  200
../datasets_2/kemerer.arff   RMSE                     67.6274         6  200
../datasets_2/kemerer.arff   R2 Score                  0.448096       6  200
../datasets_2/kemerer.arff   MAE                      51.5148         6  250
../datasets_2/kemerer.arff   Median Absolute Error    51.7343         6  250
../datasets_2/kemerer.arff   RMSE                     59.0718         6  250
../datasets_2/kemerer.arff   R2 Score                  0.578907       6  250
../datasets_2/kemerer.arff   MAE                      53.7298         6  300
../datasets_2/kemerer.arff   Median Absolute Error    68.6385         6  300
../datasets_2/kemerer.arff   RMSE                     60.629          6  300
../datasets_2/kemerer.arff   R2 Score                  0.556413       6  300
../datasets_2/kemerer.arff   MAE                      65.8265         7   50
../datasets_2/kemerer.arff   Median Absolute Error    82.4271         7   50
../datasets_2/kemerer.arff   RMSE                     78.6335         7   50
../datasets_2/kemerer.arff   R2 Score                  0.253837       7   50
../datasets_2/kemerer.arff   MAE                      63.7981         7  100
../datasets_2/kemerer.arff   Median Absolute Error    74.6779         7  100
../datasets_2/kemerer.arff   RMSE                     74.6159         7  100
../datasets_2/kemerer.arff   R2 Score                  0.328136       7  100
../datasets_2/kemerer.arff   MAE                      57.4112         7  150
../datasets_2/kemerer.arff   Median Absolute Error    72.3136         7  150
../datasets_2/kemerer.arff   RMSE                     63.544          7  150
../datasets_2/kemerer.arff   R2 Score                  0.512734       7  150
../datasets_2/kemerer.arff   MAE                      61.7756         7  200
../datasets_2/kemerer.arff   Median Absolute Error    75.5255         7  200
../datasets_2/kemerer.arff   RMSE                     71.0992         7  200
../datasets_2/kemerer.arff   R2 Score                  0.389976       7  200
../datasets_2/kemerer.arff   MAE                      51.9397         7  250
../datasets_2/kemerer.arff   Median Absolute Error    68.5145         7  250
../datasets_2/kemerer.arff   RMSE                     58.0655         7  250
../datasets_2/kemerer.arff   R2 Score                  0.593131       7  250
../datasets_2/kemerer.arff   MAE                      55.0425         7  300
../datasets_2/kemerer.arff   Median Absolute Error    71.3146         7  300
../datasets_2/kemerer.arff   RMSE                     62.6319         7  300
../datasets_2/kemerer.arff   R2 Score                  0.526621       7  300
../datasets_2/kemerer.arff   MAE                      62.753          8   50
../datasets_2/kemerer.arff   Median Absolute Error    86.4556         8   50
../datasets_2/kemerer.arff   RMSE                     71.8498         8   50
../datasets_2/kemerer.arff   R2 Score                  0.377028       8   50
../datasets_2/kemerer.arff   MAE                      52.8727         8  100
../datasets_2/kemerer.arff   Median Absolute Error    63.2291         8  100
../datasets_2/kemerer.arff   RMSE                     59.5394         8  100
../datasets_2/kemerer.arff   R2 Score                  0.572214       8  100
../datasets_2/kemerer.arff   MAE                      53.5711         8  150
../datasets_2/kemerer.arff   Median Absolute Error    63.4717         8  150
../datasets_2/kemerer.arff   RMSE                     60.2326         8  150
../datasets_2/kemerer.arff   R2 Score                  0.562194       8  150
../datasets_2/kemerer.arff   MAE                      60.9456         8  200
../datasets_2/kemerer.arff   Median Absolute Error    64.6846         8  200
../datasets_2/kemerer.arff   RMSE                     68.0081         8  200
../datasets_2/kemerer.arff   R2 Score                  0.441865       8  200
../datasets_2/kemerer.arff   MAE                      50.7127         8  250
../datasets_2/kemerer.arff   Median Absolute Error    64.4897         8  250
../datasets_2/kemerer.arff   RMSE                     57.5616         8  250
../datasets_2/kemerer.arff   R2 Score                  0.600162       8  250
../datasets_2/kemerer.arff   MAE                      58.9695         8  300
../datasets_2/kemerer.arff   Median Absolute Error    72.0511         8  300
../datasets_2/kemerer.arff   RMSE                     66.8209         8  300
../datasets_2/kemerer.arff   R2 Score                  0.461182       8  300
../datasets_2/kemerer.arff   MAE                      47.9695         9   50
../datasets_2/kemerer.arff   Median Absolute Error    47.0271         9   50
../datasets_2/kemerer.arff   RMSE                     53.8081         9   50
../datasets_2/kemerer.arff   R2 Score                  0.650608       9   50
../datasets_2/kemerer.arff   MAE                      53.1756         9  100
../datasets_2/kemerer.arff   Median Absolute Error    74.3612         9  100
../datasets_2/kemerer.arff   RMSE                     61.2227         9  100
../datasets_2/kemerer.arff   R2 Score                  0.547682       9  100
../datasets_2/kemerer.arff   MAE                      51.3983         9  150
../datasets_2/kemerer.arff   Median Absolute Error    62.1453         9  150
../datasets_2/kemerer.arff   RMSE                     57.5463         9  150
../datasets_2/kemerer.arff   R2 Score                  0.600375       9  150
../datasets_2/kemerer.arff   MAE                      60.705          9  200
../datasets_2/kemerer.arff   Median Absolute Error    66.7268         9  200
../datasets_2/kemerer.arff   RMSE                     68.855          9  200
../datasets_2/kemerer.arff   R2 Score                  0.427878       9  200
../datasets_2/kemerer.arff   MAE                      51.9405         9  250
../datasets_2/kemerer.arff   Median Absolute Error    57.7261         9  250
../datasets_2/kemerer.arff   RMSE                     59.5152         9  250
../datasets_2/kemerer.arff   R2 Score                  0.572562       9  250
../datasets_2/kemerer.arff   MAE                      52.2756         9  300
../datasets_2/kemerer.arff   Median Absolute Error    63.3685         9  300
../datasets_2/kemerer.arff   RMSE                     57.8779         9  300
../datasets_2/kemerer.arff   R2 Score                  0.595757       9  300
../datasets_2/kemerer.arff   MAE                      42.2924        10   50
../datasets_2/kemerer.arff   Median Absolute Error    48.2024        10   50
../datasets_2/kemerer.arff   RMSE                     47.026         10   50
../datasets_2/kemerer.arff   R2 Score                  0.733133      10   50
../datasets_2/kemerer.arff   MAE                      60.6355        10  100
../datasets_2/kemerer.arff   Median Absolute Error    80.3691        10  100
../datasets_2/kemerer.arff   RMSE                     69.3693        10  100
../datasets_2/kemerer.arff   R2 Score                  0.419299      10  100
../datasets_2/kemerer.arff   MAE                      55.6244        10  150
../datasets_2/kemerer.arff   Median Absolute Error    67.8164        10  150
../datasets_2/kemerer.arff   RMSE                     63.2545        10  150
../datasets_2/kemerer.arff   R2 Score                  0.517162      10  150
../datasets_2/kemerer.arff   MAE                      54.6754        10  200
../datasets_2/kemerer.arff   Median Absolute Error    72.1865        10  200
../datasets_2/kemerer.arff   RMSE                     60.212         10  200
../datasets_2/kemerer.arff   R2 Score                  0.562495      10  200
../datasets_2/kemerer.arff   MAE                      50.384         10  250
../datasets_2/kemerer.arff   Median Absolute Error    66.377         10  250
../datasets_2/kemerer.arff   RMSE                     55.8717        10  250
../datasets_2/kemerer.arff   R2 Score                  0.623294      10  250
../datasets_2/kemerer.arff   MAE                      53.2792        10  300
../datasets_2/kemerer.arff   Median Absolute Error    66.9118        10  300
../datasets_2/kemerer.arff   RMSE                     61.0587        10  300
../datasets_2/kemerer.arff   R2 Score                  0.550103      10  300
../datasets_2/cocomo81.arff  MAE                     266.336          5   50
../datasets_2/cocomo81.arff  Median Absolute Error   102.312          5   50
../datasets_2/cocomo81.arff  RMSE                    478.241          5   50
../datasets_2/cocomo81.arff  R2 Score                  0.259882       5   50
../datasets_2/cocomo81.arff  MAE                     257.392          5  100
../datasets_2/cocomo81.arff  Median Absolute Error   106.273          5  100
../datasets_2/cocomo81.arff  RMSE                    424.578          5  100
../datasets_2/cocomo81.arff  R2 Score                  0.416658       5  100
../datasets_2/cocomo81.arff  MAE                     255.599          5  150
../datasets_2/cocomo81.arff  Median Absolute Error   106.713          5  150
../datasets_2/cocomo81.arff  RMSE                    426.771          5  150
../datasets_2/cocomo81.arff  R2 Score                  0.410617       5  150
../datasets_2/cocomo81.arff  MAE                     255.012          5  200
../datasets_2/cocomo81.arff  Median Absolute Error   105.463          5  200
../datasets_2/cocomo81.arff  RMSE                    435.756          5  200
../datasets_2/cocomo81.arff  R2 Score                  0.385538       5  200
../datasets_2/cocomo81.arff  MAE                     249.986          5  250
../datasets_2/cocomo81.arff  Median Absolute Error    83.0951         5  250
../datasets_2/cocomo81.arff  RMSE                    444.873          5  250
../datasets_2/cocomo81.arff  R2 Score                  0.359558       5  250
../datasets_2/cocomo81.arff  MAE                     259.581          5  300
../datasets_2/cocomo81.arff  Median Absolute Error    95.8243         5  300
../datasets_2/cocomo81.arff  RMSE                    457.584          5  300
../datasets_2/cocomo81.arff  R2 Score                  0.322437       5  300
../datasets_2/cocomo81.arff  MAE                     237.439          6   50
../datasets_2/cocomo81.arff  Median Absolute Error    77.8283         6   50
../datasets_2/cocomo81.arff  RMSE                    423.857          6   50
../datasets_2/cocomo81.arff  R2 Score                  0.418638       6   50
../datasets_2/cocomo81.arff  MAE                     253.653          6  100
../datasets_2/cocomo81.arff  Median Absolute Error    93.8117         6  100
../datasets_2/cocomo81.arff  RMSE                    457.147          6  100
../datasets_2/cocomo81.arff  R2 Score                  0.32373        6  100
../datasets_2/cocomo81.arff  MAE                     261.136          6  150
../datasets_2/cocomo81.arff  Median Absolute Error   116.029          6  150
../datasets_2/cocomo81.arff  RMSE                    451.191          6  150
../datasets_2/cocomo81.arff  R2 Score                  0.341236       6  150
../datasets_2/cocomo81.arff  MAE                     254.719          6  200
../datasets_2/cocomo81.arff  Median Absolute Error   101.498          6  200
../datasets_2/cocomo81.arff  RMSE                    425.524          6  200
../datasets_2/cocomo81.arff  R2 Score                  0.414055       6  200
../datasets_2/cocomo81.arff  MAE                     257.872          6  250
../datasets_2/cocomo81.arff  Median Absolute Error   102.871          6  250
../datasets_2/cocomo81.arff  RMSE                    461.872          6  250
../datasets_2/cocomo81.arff  R2 Score                  0.30968        6  250
../datasets_2/cocomo81.arff  MAE                     251.357          6  300
../datasets_2/cocomo81.arff  Median Absolute Error   106.195          6  300
../datasets_2/cocomo81.arff  RMSE                    442.11           6  300
../datasets_2/cocomo81.arff  R2 Score                  0.367487       6  300
../datasets_2/cocomo81.arff  MAE                     231.392          7   50
../datasets_2/cocomo81.arff  Median Absolute Error    79.408          7   50
../datasets_2/cocomo81.arff  RMSE                    415.055          7   50
../datasets_2/cocomo81.arff  R2 Score                  0.442533       7   50
../datasets_2/cocomo81.arff  MAE                     259              7  100
../datasets_2/cocomo81.arff  Median Absolute Error    97.5722         7  100
../datasets_2/cocomo81.arff  RMSE                    452.544          7  100
../datasets_2/cocomo81.arff  R2 Score                  0.337281       7  100
../datasets_2/cocomo81.arff  MAE                     255.22           7  150
../datasets_2/cocomo81.arff  Median Absolute Error    87.8801         7  150
../datasets_2/cocomo81.arff  RMSE                    450.755          7  150
../datasets_2/cocomo81.arff  R2 Score                  0.34251        7  150
../datasets_2/cocomo81.arff  MAE                     244.568          7  200
../datasets_2/cocomo81.arff  Median Absolute Error   100.151          7  200
../datasets_2/cocomo81.arff  RMSE                    419.145          7  200
../datasets_2/cocomo81.arff  R2 Score                  0.431492       7  200
../datasets_2/cocomo81.arff  MAE                     255.93           7  250
../datasets_2/cocomo81.arff  Median Absolute Error   101.689          7  250
../datasets_2/cocomo81.arff  RMSE                    453.875          7  250
../datasets_2/cocomo81.arff  R2 Score                  0.333378       7  250
../datasets_2/cocomo81.arff  MAE                     263.064          7  300
../datasets_2/cocomo81.arff  Median Absolute Error    93.9441         7  300
../datasets_2/cocomo81.arff  RMSE                    467.984          7  300
../datasets_2/cocomo81.arff  R2 Score                  0.291287       7  300
../datasets_2/cocomo81.arff  MAE                     285.508          8   50
../datasets_2/cocomo81.arff  Median Absolute Error   157.958          8   50
../datasets_2/cocomo81.arff  RMSE                    453.49           8   50
../datasets_2/cocomo81.arff  R2 Score                  0.334507       8   50
../datasets_2/cocomo81.arff  MAE                     247.121          8  100
../datasets_2/cocomo81.arff  Median Absolute Error    90.0643         8  100
../datasets_2/cocomo81.arff  RMSE                    419.857          8  100
../datasets_2/cocomo81.arff  R2 Score                  0.429558       8  100
../datasets_2/cocomo81.arff  MAE                     252.088          8  150
../datasets_2/cocomo81.arff  Median Absolute Error    98.3785         8  150
../datasets_2/cocomo81.arff  RMSE                    434.482          8  150
../datasets_2/cocomo81.arff  R2 Score                  0.389127       8  150
../datasets_2/cocomo81.arff  MAE                     251.809          8  200
../datasets_2/cocomo81.arff  Median Absolute Error    98.9193         8  200
../datasets_2/cocomo81.arff  RMSE                    433.391          8  200
../datasets_2/cocomo81.arff  R2 Score                  0.392189       8  200
../datasets_2/cocomo81.arff  MAE                     260.585          8  250
../datasets_2/cocomo81.arff  Median Absolute Error   111.135          8  250
../datasets_2/cocomo81.arff  RMSE                    425.846          8  250
../datasets_2/cocomo81.arff  R2 Score                  0.413168       8  250
../datasets_2/cocomo81.arff  MAE                     250.41           8  300
../datasets_2/cocomo81.arff  Median Absolute Error   101.585          8  300
../datasets_2/cocomo81.arff  RMSE                    424.575          8  300
../datasets_2/cocomo81.arff  R2 Score                  0.416665       8  300
../datasets_2/cocomo81.arff  MAE                     258.737          9   50
../datasets_2/cocomo81.arff  Median Absolute Error   116.811          9   50
../datasets_2/cocomo81.arff  RMSE                    460.386          9   50
../datasets_2/cocomo81.arff  R2 Score                  0.314114       9   50
../datasets_2/cocomo81.arff  MAE                     244.101          9  100
../datasets_2/cocomo81.arff  Median Absolute Error   105.048          9  100
../datasets_2/cocomo81.arff  RMSE                    420.598          9  100
../datasets_2/cocomo81.arff  R2 Score                  0.427543       9  100
../datasets_2/cocomo81.arff  MAE                     254.565          9  150
../datasets_2/cocomo81.arff  Median Absolute Error   101.575          9  150
../datasets_2/cocomo81.arff  RMSE                    460.439          9  150
../datasets_2/cocomo81.arff  R2 Score                  0.313954       9  150
../datasets_2/cocomo81.arff  MAE                     247.454          9  200
../datasets_2/cocomo81.arff  Median Absolute Error   100.838          9  200
../datasets_2/cocomo81.arff  RMSE                    440.404          9  200
../datasets_2/cocomo81.arff  R2 Score                  0.372361       9  200
../datasets_2/cocomo81.arff  MAE                     255.978          9  250
../datasets_2/cocomo81.arff  Median Absolute Error   107.057          9  250
../datasets_2/cocomo81.arff  RMSE                    444.784          9  250
../datasets_2/cocomo81.arff  R2 Score                  0.359814       9  250
../datasets_2/cocomo81.arff  MAE                     251.612          9  300
../datasets_2/cocomo81.arff  Median Absolute Error    93.6198         9  300
../datasets_2/cocomo81.arff  RMSE                    452.537          9  300
../datasets_2/cocomo81.arff  R2 Score                  0.337301       9  300
../datasets_2/cocomo81.arff  MAE                     259.892         10   50
../datasets_2/cocomo81.arff  Median Absolute Error    99.2605        10   50
../datasets_2/cocomo81.arff  RMSE                    466.445         10   50
../datasets_2/cocomo81.arff  R2 Score                  0.29594       10   50
../datasets_2/cocomo81.arff  MAE                     262.062         10  100
../datasets_2/cocomo81.arff  Median Absolute Error   109.246         10  100
../datasets_2/cocomo81.arff  RMSE                    466.92          10  100
../datasets_2/cocomo81.arff  R2 Score                  0.294507      10  100
../datasets_2/cocomo81.arff  MAE                     271.399         10  150
../datasets_2/cocomo81.arff  Median Absolute Error    89.4822        10  150
../datasets_2/cocomo81.arff  RMSE                    473.66          10  150
../datasets_2/cocomo81.arff  R2 Score                  0.273991      10  150
../datasets_2/cocomo81.arff  MAE                     256.475         10  200
../datasets_2/cocomo81.arff  Median Absolute Error   103.686         10  200
../datasets_2/cocomo81.arff  RMSE                    441.208         10  200
../datasets_2/cocomo81.arff  R2 Score                  0.370065      10  200
../datasets_2/cocomo81.arff  MAE                     256.996         10  250
../datasets_2/cocomo81.arff  Median Absolute Error    82.1558        10  250
../datasets_2/cocomo81.arff  RMSE                    465.41          10  250
../datasets_2/cocomo81.arff  R2 Score                  0.299063      10  250
../datasets_2/cocomo81.arff  MAE                     264.76          10  300
../datasets_2/cocomo81.arff  Median Absolute Error   125.514         10  300
../datasets_2/cocomo81.arff  RMSE                    438.925         10  300
../datasets_2/cocomo81.arff  R2 Score                  0.376568      10  300
../datasets_2/china.arff     MAE                     404.943          5   50
../datasets_2/china.arff     Median Absolute Error   164.081          5   50
../datasets_2/china.arff     RMSE                   1486.01           5   50
../datasets_2/china.arff     R2 Score                  0.926533       5   50
../datasets_2/china.arff     MAE                     431.248          5  100
../datasets_2/china.arff     Median Absolute Error   172.49           5  100
../datasets_2/china.arff     RMSE                   1619.38           5  100
../datasets_2/china.arff     R2 Score                  0.912754       5  100
../datasets_2/china.arff     MAE                     416.528          5  150
../datasets_2/china.arff     Median Absolute Error   166.211          5  150
../datasets_2/china.arff     RMSE                   1547.18           5  150
../datasets_2/china.arff     R2 Score                  0.920361       5  150
../datasets_2/china.arff     MAE                     416.654          5  200
../datasets_2/china.arff     Median Absolute Error   170.025          5  200
../datasets_2/china.arff     RMSE                   1516.24           5  200
../datasets_2/china.arff     R2 Score                  0.923514       5  200
../datasets_2/china.arff     MAE                     422.366          5  250
../datasets_2/china.arff     Median Absolute Error   172.259          5  250
../datasets_2/china.arff     RMSE                   1555.96           5  250
../datasets_2/china.arff     R2 Score                  0.919454       5  250
../datasets_2/china.arff     MAE                     419.567          5  300
../datasets_2/china.arff     Median Absolute Error   172.855          5  300
../datasets_2/china.arff     RMSE                   1534.74           5  300
