size_D,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t08,MI_size_D_t10,MI_size_D_app,MI_size_D_t15,MI_size_D_ifc,MI_size_D_dba,effort_D
0.0900725041829336,0.0166103438142815,0.0600483361219557,0.0900725041829336,0.0324297188755019,0.0900725041829336,0.0972891566265059,0.0600483361219557,0.0900725041829336,0.0900725041829336,0.0548874205764446
0.0454545454545454,0.010777255362915,0.0454545454545453,0.0303030303030302,0.032730923694779,0.0151515151515151,0.0490963855421686,0.0303030303030302,0.0454545454545454,0.0454545454545453,0.0148468571247484
0.5022308979364194,0.3704672347928299,0.5022308979364194,0.3348205986242796,0.5424698795180722,0.3348205986242796,0.5424698795180722,0.5022308979364194,0.5022308979364194,0.5022308979364194,0.4013088051211357
0.6787506971556051,0.6079635615633265,0.9050009295408068,0.6787506971556051,0.4887550200803213,0.4525004647704034,0.7331325301204819,0.6787506971556051,0.6787506971556051,0.6787506971556051,0.5815626435962035
0.1076408254322364,0.1020863943579194,0.1076408254322364,0.0717605502881575,0.1162650602409637,0.0717605502881575,0.1022578189395751,0.0717605502881576,0.1076408254322364,0.1076408254322364,0.2292627275752246
0.0680423870607919,0.0448133999412282,0.0453615913738612,0.0680423870607919,0.0489959839357429,0.0680423870607919,0.0734939759036143,0.0453615913738612,0.0680423870607919,0.0680423870607919,0.1656763480217394
0.8103736754043502,0.2134880987364091,0.8103736754043501,0.5402491169362335,0.2917670682730923,0.5402491169362335,0.7698477249699625,0.5402491169362335,0.8103736754043502,0.8103736754043501,0.2838966265785679
0.071388733965421,0.0188069350573023,0.071388733965421,0.071388733965421,0.0514056224899597,0.0475924893102806,0.0771084337349396,0.0475924893102806,0.071388733965421,0.071388733965421,0.1392150338292849
0.0850529838259899,0.0537760799294739,0.0283509946086633,0.0567019892173265,0.0612449799196786,0.0567019892173265,0.091867469879518,0.0567019892173266,0.0850529838259899,0.0850529838259899,0.1045934940026302
0.1447295036252091,0.0457537466940934,0.1447295036252091,0.1447295036252091,0.1042168674698794,0.1447295036252091,0.1563253012048192,0.1447295036252091,0.1447295036252091,0.1447295036252091,0.1562960498169891
0.1168432794199665,0.0277034969144872,0.077895519613311,0.077895519613311,0.0420682730923694,0.077895519613311,0.1262048192771084,0.077895519613311,0.1168432794199665,0.1168432794199665,0.071572309106178
0.9258226436140546,1.0,0.9258226436140546,0.6172150957427031,1.0,0.6172150957427031,1.0,0.9258226436140546,0.9258226436140546,0.9258226436140546,1.0
0.0571667596207473,0.0,0.0190555865402491,0.0381111730804982,0.0411646586345381,0.0190555865402491,0.0543079090223132,0.0571667596207473,0.0571667596207473,0.0571667596207473,0.0169225650045158
0.041271611823759,0.0065236555980017,0.013757203941253,0.0,0.0148594377510039,0.0137572039412529,0.010653364043469,0.027514407882506,0.041271611823759,0.041271611823759,0.01373770024243
0.0382041271611823,0.0080517190714075,0.0254694181074548,0.0127347090537274,0.0412650602409637,0.0127347090537274,0.0,0.0254694181074548,0.0382041271611823,0.0382041271611823,0.0184120042464863
0.0945343000557724,0.0049808992065824,0.0630228667038482,0.0945343000557724,0.0680722891566264,0.0630228667038482,0.0898067373588496,0.0945343000557724,0.0945343000557724,0.0945343000557724,0.0192517944573846
0.1065253764640267,0.0673523361739641,0.1065253764640267,0.0355084588213422,0.1150602409638553,0.0,0.043743219028736,0.0710169176426844,0.1065253764640267,0.1065253764640267,0.0376162634089144
0.0435025097601784,0.0022920952101087,0.0290016731734522,0.0145008365867261,0.0313253012048192,0.0290016731734522,0.0469879518072288,0.0290016731734522,0.0435025097601784,0.0435025097601784,0.0060211373611573
0.0064138315672058,0.0003379371143109,0.0021379438557352,0.0042758877114705,0.0023092369477911,0.0,0.0069277108433734,0.0042758877114705,0.0064138315672058,0.0064138315672058,0.0102993139072427
0.2208588957055214,0.0116367910667058,0.2208588957055214,0.2208588957055214,0.2385542168674698,0.1472392638036809,0.0,0.2944785276073619,0.0,0.2208588957055214,0.0421004262331447
0.4461795872838817,0.0822803408756979,0.5949061163785089,0.4461795872838817,0.1606425702811244,0.4461795872838817,0.4819277108433734,0.5949061163785089,0.0,0.4461795872838816,0.1492132908684698
0.2752370329057446,0.0290038201586835,0.3669827105409928,0.2752370329057446,0.0990963855421686,0.2752370329057446,0.297289156626506,0.3669827105409928,0.0,0.2752370329057446,0.0985089762481976
0.139431121026213,0.0661181310608286,0.092954080684142,0.0464770403420709,0.1004016064257027,0.0464770403420709,0.1324583146885688,0.092954080684142,0.139431121026213,0.139431121026213,0.0517659362076341
0.5593976575571667,0.3978989127240671,0.3729317717047778,0.3729317717047778,0.4028112449799196,0.3729317717047778,0.5314227585305384,0.5593976575571667,0.5593976575571667,0.5593976575571667,0.2125936841438101
0.0708310094813162,0.0410520129297678,0.0472206729875441,0.023610336493772,0.051004016064257,0.023610336493772,0.0290858053227721,0.0472206729875441,0.0708310094813162,0.0708310094813162,0.0824578916512177
0.3134411600669269,0.1486335586247428,0.3134411600669269,0.2089607733779512,0.0,0.0,0.2977662914199028,0.3134411600669269,0.3134411600669269,0.3134411600669269,0.1444597613728193
0.0571667596207473,0.0045180722891566,0.0381111730804982,0.0381111730804982,0.020582329317269,0.0190555865402491,0.0,0.0381111730804982,0.0,0.0571667596207473,0.0081919158308377
0.0499163413273842,0.0131501616220981,0.0332775608849228,0.0499163413273842,0.0179718875502007,0.0499163413273842,0.0539156626506023,0.0332775608849228,0.0499163413273842,0.0499163413273842,0.0791462661025811
0.0030674846625766,0.0001616220981486,0.0010224948875255,0.002044989775051,0.0011044176706826,0.0010224948875255,0.003313253012048,0.002044989775051,0.0030674846625766,0.0030674846625766,0.0075581118980843
0.0699944227551589,0.0036879224213928,0.0466629485034392,0.0466629485034392,0.0504016064257027,0.0233314742517196,0.0,0.0466629485034392,0.0699944227551589,0.0699944227551589,0.0744085817052494
0.1042944785276073,0.0302233323538054,0.0695296523517382,0.1042944785276073,0.0375502008032128,0.034764826175869,0.0990788193870494,0.1042944785276073,0.1042944785276073,0.1042944785276073,0.1193769707341034
0.2816508644729503,0.0370996179841316,0.3755344859639337,0.1877672429819668,0.1014056224899598,0.1877672429819668,0.3042168674698794,0.2816508644729503,0.2816508644729503,0.2816508644729503,0.1287731140371726
0.0047406581148912,0.0006244490155744,0.0047406581148912,0.0031604387432608,0.0034136546184738,0.0031604387432608,0.0,0.0031604387432608,0.0047406581148912,0.0,0.0033750059419118
0.0953708867819297,0.0552747575668527,0.0953708867819296,0.0953708867819297,0.103012048192771,0.0635805911879531,0.0906014872469811,0.0953708867819296,0.0953708867819297,0.0953708867819297,0.1654228264486381
0.0404350250976017,0.0095871290038201,0.0134783416992005,0.0134783416992005,0.0,0.0134783416992005,0.0436746987951806,0.0404350250976017,0.0404350250976017,0.0404350250976017,0.0185704552296747
0.4121583937534858,0.2605935938877461,0.2747722625023238,0.2747722625023238,0.1483935742971887,0.1373861312511619,0.0,0.2747722625023238,0.4121583937534858,0.4121583937534858,0.0847395858091299
0.1469604015616285,0.0348442550690567,0.1469604015616285,0.0979736010410856,0.0,0.0489868005205428,0.1396110636817515,0.0979736010410856,0.1469604015616285,0.1469604015616285,0.0613680657888482
0.1285554935861684,0.030480458419042,0.0857036623907789,0.0857036623907789,0.0925702811244979,0.0428518311953894,0.1388554216867469,0.0857036623907789,0.1285554935861684,0.1285554935861684,0.0478046616279254
0.1491912994980479,0.0314428445489274,0.0497304331660159,0.0,0.0537148594377509,0.0,0.061263408849146,0.0994608663320319,0.1491912994980479,0.1491912994980479,0.0629684207190505
0.0744562186279977,0.0196150455480458,0.0744562186279977,0.0496374790853317,0.0804216867469878,0.0248187395426658,0.0707327400436957,0.0496374790853318,0.0744562186279977,0.0744562186279977,0.1294386081665636
0.0250976017847183,0.0052894504848662,0.0167317345231455,0.0167317345231455,0.0090361445783132,0.0167317345231455,0.0238424966439423,0.0167317345231455,0.0250976017847183,0.0250976017847183,0.0452694458969117
0.058282208588957,0.0076770496620628,0.0388548057259713,0.0388548057259713,0.0419678714859437,0.0388548057259713,0.0629518072289156,0.0388548057259713,0.058282208588957,0.058282208588957,0.0221514474497314
0.1045733407696598,0.0716279753158977,0.1045733407696598,0.0697155605131065,0.1129518072289156,0.0348577802565532,0.1129518072289156,0.0697155605131065,0.1045733407696598,0.1045733407696598,0.2078401546481595
0.1246514221974344,0.0525418748163385,0.0831009481316229,0.1246514221974344,0.0448795180722891,0.0415504740658114,0.0511864369262958,0.1246514221974344,0.1246514221974344,0.1246514221974344,0.1033417312354423
0.1600669269380925,0.0506024096385541,0.1067112846253949,0.1067112846253949,0.1152610441767067,0.0533556423126974,0.152062145262477,0.1067112846253949,0.1600669269380925,0.1600669269380925,0.0987624978212989
0.0435025097601784,0.0091683808404348,0.0435025097601784,0.0435025097601784,0.0469879518072288,0.0435025097601784,0.0,0.0290016731734522,0.0435025097601784,0.0435025097601784,0.0639666619131371
0.158393753485778,0.0459006758742286,0.1055958356571853,0.158393753485778,0.1710843373493975,0.1055958356571853,0.1504726454862142,0.158393753485778,0.158393753485778,0.158393753485778,0.1088241352537592
1.0,0.7639876579488687,1.0,1.0,0.3600401606425703,1.0,0.9499910329464162,1.0,1.0,1.0,0.6163109442094088
