AFP,Input,File,Added,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_Added,MI_N_effort_NPDU_UFP,MI_N_effort_PDR_UFP,MI_N_effort_Input,MI_N_effort_NPDR_AFP,MI_N_effort_Enquiry,MI_N_effort_Duration,MI_N_effort_File,MI_N_effort_Changed,MI_N_effort_Output,MI_AFP_PDR_AFP,Effort
0.008568747,0.0068500694,0.006488806,0.008042127,0.029292643,0.02372361,0.03286958,0.0323496,0.04117514,0.0058393697,0.000388599,0.001009536,0.00039532146,-0.0005274061,0.0016622957,0.0005710582,-0.00057835924,-0.0007462385,0.0006752487,7.690408e-05,0.00040208484,-0.0009087497,0.005220323,0.004677779
0.005778767,0.001430911,0.0030033158,0.0058441786,0.03730705,0.032132935,0.0365308,0.0371989,0.020150857,0.002731164,0.0002725718,0.0013445618,0.00020265803,-0.0011030342,0.00095426,0.0003995416,-0.000904263,-0.0006381951,-0.0006314806,-0.0003684701,0.00032484985,-0.00090863724,0.0032304325,0.0034242603
0.018285306,0.007851725,0.012281079,0.02202528,0.06259686,0.054199282,0.04861517,0.05121673,0.043982405,0.035163984,0.0015843394,0.00879825,0.0005386158,0.0030503834,0.0074240477,0.00045949107,0.0041107824,0.0014565033,0.007163237,0.00067495764,0.0009064395,0.004244091,0.03620687,0.034145795
0.021469146,0.01870204,0.01198095,0.011591429,0.016999185,0.0068555064,0.020975407,0.023138318,0.026371267,0.022307644,0.0017340416,0.0044661853,0.0005717805,0.0018431481,0.0042769187,0.0009408739,0.0010533342,0.0021785058,0.00046097208,0.00053779455,0.0025135442,0.0011761147,0.020571932,0.01908489
0.012447601,-0.007959752,0.013206879,0.0187288,0.35390866,0.3151988,0.33861485,0.32637653,0.055047687,0.10481083,0.002430521,0.061897457,0.002236227,0.045335967,0.07087675,0.0012531306,0.06367768,0.010829413,0.015937008,0.0010186231,0.0015500893,0.0046473043,0.09612125,0.093551606
0.010398321,0.005103263,0.010813946,0.006867041,0.07427846,0.061590143,0.068038,0.061330784,0.18721811,0.013802511,0.0013692111,0.005362331,0.0004237424,0.0005924527,0.00633026,0.0012003123,0.0021889152,-0.0018727727,0.009407558,-0.0002598937,0.0008941593,-0.0013484776,0.01613768,0.016767856
0.003764333,0.0013424375,-0.004538257,0.0011164844,0.063459724,0.05080674,0.056438785,0.055915575,0.0046497434,0.003207322,0.0007050191,0.0028508,0.0001435226,-0.00019506318,0.002508583,0.00045020288,0.00046385126,-0.00094563223,-0.0005676234,-0.00020891347,0.0006714556,-0.00045797735,0.005449723,0.0059029907
0.005167702,0.003665622,0.0011212905,0.0041836556,0.049107213,0.038390905,0.047910854,0.046577327,0.019202152,0.0034873916,0.00028508878,0.0015754073,0.00041554985,-0.00056763086,0.0019089069,0.000494773,-0.00034961803,-0.00051229756,-0.0003951257,0.00014626817,0.00044192682,-0.00039893267,0.0038210577,0.00373032
0.0071565895,0.004310951,0.013294844,0.00647379,0.07057741,0.057324048,0.06775269,0.0650569,0.03997163,0.013932204,0.0008258056,0.0037393176,0.00018793781,0.0014400433,0.0044036666,0.00033063453,0.0024705178,0.0002827141,0.000971155,0.00047357508,0.0006437748,-0.0012936285,0.014356087,0.013130077
0.0051216427,0.0018428433,0.0007779896,0.0043941336,0.03850227,0.033620667,0.03843642,0.03998831,0.02127663,0.0013993505,0.00070812274,0.0018129132,6.699262e-05,-0.00054517435,0.0012496206,0.00046579863,-0.0010065475,-0.0012551864,-0.00044061407,-0.00063880254,0.00031929626,-0.001272995,0.0017902734,0.002215748
0.00563314,0.00325197,0.008074906,0.004504186,0.062725194,0.052201234,0.06029459,0.05712961,0.052636914,0.007744091,0.00065095443,0.0028393401,0.00012751704,-9.7755576e-05,0.0031397953,0.00056629383,0.0015750991,-0.0008330201,0.0011788148,-4.330196e-05,0.00049206585,-0.0017066654,0.008757954,0.008717172
0.0077560856,0.003662451,0.0045418623,0.005503363,0.042729516,0.03676682,0.042798642,0.040532876,0.04003212,0.008406388,-0.00018476672,0.0015122325,0.00040548603,-0.0005096663,0.002206569,0.00048725915,-0.00020167162,-0.0007388679,0.0009499714,0.0001504441,0.00092600286,-0.0006028426,0.007063064,0.006183815
0.01934907,0.006792563,0.02459597,0.025402946,0.034299433,0.029995158,0.028471313,0.029841226,0.012833348,0.022190087,0.0008444374,0.0040301746,0.00087451807,0.00088665844,0.004149716,0.0005854427,0.0008076129,0.0036003261,0.001239267,0.00054025406,0.0002450107,0.00073116564,0.023974588,0.023298668
0.007000536,0.0043275654,0.004774969,0.0052691195,0.04896438,0.04320763,0.04976785,0.050223626,0.0395719,0.007575525,0.0009883966,0.0025990393,-2.766418e-05,0.00039570616,0.0027853795,0.0004740503,0.0014026558,-0.0009273954,0.00050660805,-0.000501388,0.0004371961,-0.0016193171,0.0082210805,0.00805429
0.009485591,0.00605799,0.003368663,0.002982443,0.05657343,0.04716885,0.054253854,0.054529153,0.048595842,0.014802933,0.0009891083,0.0039004798,-4.542526e-05,0.0012510915,0.0037288875,0.00047243244,0.002164818,-0.00079927256,0.0014396794,-0.00027151196,0.0015801311,-0.00014072616,0.014975463,0.014162903
0.014814811,0.0073112696,0.029908322,0.017989242,0.13041012,0.106796384,0.1182124,0.11050771,0.02874139,0.042245418,0.0014288283,0.010777037,0.0011302102,0.0066045355,0.011806712,0.00087408733,0.008008867,0.0023492412,0.004472909,0.001595462,0.0016655467,-6.788684e-05,0.04208351,0.0375639
0.009562902,0.005395476,0.0021151912,0.0076362304,0.05453759,0.043653242,0.05341984,0.0457454,0.050703067,0.01013555,0.000577837,0.005014805,0.0007029261,-2.2680266e-05,0.005102652,0.0012246893,0.00092028873,-0.0014184628,0.0044943546,-1.0492746e-05,0.0012210041,-0.0014084124,0.009529179,0.008932132
0.0063785235,0.004143909,0.003900061,0.002074302,0.051730268,0.04358657,0.050068792,0.049672786,0.04046524,0.008028389,0.00039649778,0.0017431832,2.9102433e-05,-0.00017925166,0.0020684279,0.00037929846,0.00088771177,-0.0006792785,-0.00022324384,-5.9457263e-05,0.00095704413,-0.0008709549,0.008149376,0.007846532
0.010564357,0.007740234,0.014088193,0.006327209,0.046387322,0.039623458,0.04689393,0.047373887,0.034042645,0.013547001,0.0010114168,0.0023485685,0.0002626122,0.00092248176,0.002694136,0.000599641,0.0016458442,-0.00093327276,0.00042607193,0.0004202897,0.0011554516,-0.00027107954,0.012978782,0.012405889
0.0041832295,0.0015985519,0.0016704826,0.002004931,0.07011256,0.05889634,0.0638684,0.0644591,0.054141033,0.00488012,0.0005224487,0.0022906947,-0.00010036881,0.00012208824,0.0029976629,0.00015527391,0.00082924473,-0.0010889032,0.00039048935,-0.00027044606,0.00041382737,-0.0008724713,0.006518792,0.0066733705
0.0034465534,0.003990491,0.0009081764,-0.0026445303,0.066029996,0.055678472,0.06171032,0.060953557,0.058005545,0.0084701795,0.00039660046,0.0032960519,1.222326e-05,0.0007350694,0.0033491831,0.0006093972,0.0012415943,-0.001150558,0.001679326,5.3156517e-05,0.0012975729,-0.0010495975,0.0085167615,0.008373437
0.0114312675,0.0068521863,0.016241018,0.010025096,0.103515625,0.085540384,0.09820496,0.09441002,0.048707947,0.034166582,0.0008989691,0.006935397,0.0006870961,0.0050493423,0.008517167,0.0007306592,0.005350735,0.0022367386,0.0036153146,0.0014129147,0.001798897,0.00040077692,0.03211124,0.028953975
0.005335509,0.0026956936,-0.00020436756,0.0016925831,0.056482043,0.04808241,0.052801043,0.051085174,0.023045145,0.0063197673,0.00043240096,0.0026290396,6.605865e-05,-0.00038543576,0.002593767,0.00047703504,0.0011270919,-0.00087864464,-0.00014499947,-0.00022750418,0.0008527166,-0.0012535546,0.00690547,0.006727184
0.0072412123,0.005038535,0.0018765936,0.0009511248,0.046563756,0.039435234,0.046847355,0.04831639,0.03471496,0.0072042076,0.0010588197,0.002589306,-4.744809e-05,0.00072838715,0.0023102812,0.00054067525,0.0003004016,-0.0014919944,-2.20933e-05,-0.00041756337,0.0012515491,-0.0007977244,0.006685821,0.0065741907
0.004187027,0.0025627043,0.017390823,0.0052005667,0.094035506,0.07281489,0.083049364,0.07659888,0.0854447,0.010631124,6.345613e-05,0.0035143464,0.00057883095,0.00013016793,0.0038806903,0.00040055672,0.0008347451,-0.00060601823,0.0031852908,0.0008792319,0.00093402277,-0.00084959035,0.013297844,0.01323671
0.010318387,0.0048035905,0.004259049,0.0048478628,0.034133658,0.02971138,0.02919403,0.030943617,0.13525741,0.0076479125,0.00035265507,0.0011574833,0.00035714288,-0.0006483514,0.0021964377,0.00033562008,-0.0015109968,-0.0010448995,0.0044796364,-0.00011442776,0.0008644127,0.0005627197,0.008206496,0.008258514
0.004597024,0.005664873,0.021848323,0.0057022087,0.09823094,0.076018065,0.090991266,0.08382757,0.06193971,0.010831935,0.00107103,0.0054689664,0.00030440107,0.0010211451,0.005742858,0.00049676193,0.0030446316,-0.00017107395,0.0022736257,0.0009029729,0.0005198922,-0.0028782745,0.013014125,0.012817974
0.0092762355,0.0063239485,0.0017701103,0.00078862556,0.055335864,0.04505434,0.05242721,0.054149315,0.041267958,0.0126857385,0.0011546458,0.0033800534,-0.00013975031,0.0012834428,0.0033237846,0.0004085119,0.0015698506,-0.00090822414,0.0005482952,-0.00025290018,0.0018156699,-0.00023288833,0.0132091995,0.012787411
0.0066292044,0.0039102603,0.0058215805,0.0048617264,0.049267717,0.04238367,0.04885772,0.0477803,0.045976903,0.00766362,0.00039042416,0.0018302163,0.00015219429,-0.00021594786,0.0023170584,0.00046711782,0.0006613538,-0.0008158656,0.00066724955,-8.402858e-05,0.0006134749,-0.0011848488,0.007647479,0.0073593305
0.012719892,0.0054286877,0.014118871,0.010835794,0.093835205,0.07858765,0.09561685,0.08773096,0.058121353,0.036129385,0.0009870292,0.007833714,0.00065079733,0.004927952,0.009031481,0.0009841041,0.0074057383,0.0028921568,0.004343886,0.00093445944,0.0014222204,0.00014023343,0.033476252,0.028848952
0.0020348704,0.00054418773,-0.0028354554,-0.00046166917,0.06985164,0.058547445,0.066801995,0.06592785,0.028354857,0.002560784,0.00034359144,0.0022359046,0.00013104803,-2.454198e-05,0.002573981,0.00038883515,0.0005210219,-0.0008384109,-0.00073392387,-0.00029323343,0.00043865177,-0.0007291531,0.0028301012,0.0030290878
0.014055913,0.010553968,-0.015529541,0.00065106084,0.05083647,0.049062494,0.0451124,0.04686257,0.00829122,0.019546745,9.377464e-05,0.004826244,0.0005167807,0.0014881676,0.0061007976,0.00031449518,-0.00027994858,0.0055280603,0.0021562008,-3.5422738e-05,0.0029730317,-0.00068285625,0.020197852,0.017262455
0.008784432,0.00449358,0.008514287,0.008180988,0.05111534,0.04449517,0.04937051,0.049531594,0.032773256,0.011211787,0.0008323041,0.0028517453,0.00014632911,0.00043665548,0.0030575576,0.00047485036,0.0015375798,0.00026347607,0.000328684,-0.00014472997,0.00048516085,-0.0010480247,0.012043452,0.011746268
0.009675613,0.0043508895,0.007645555,0.010504315,0.032176282,0.026916133,0.03562347,0.034504406,0.04991487,0.0067880824,0.0005262317,0.0016502074,0.00044368475,-0.00010674028,0.0021572206,0.00066430285,-0.00027072383,-0.0009105563,0.0017492599,-0.00024600793,0.0002252477,-0.0007652096,0.0072501213,0.006611688
0.01109891,0.005253859,0.0104629975,0.011503552,0.037200406,0.033321094,0.039224867,0.0391135,0.042666472,0.011686846,0.0005667757,0.002417952,0.0003915007,0.00044768653,0.0029898323,0.0005450513,0.00046427315,-6.0978564e-05,0.0015171957,-0.000114457915,0.00051093794,-0.000752866,0.011233214,0.010427988
0.008535491,0.008159981,-0.0036164992,0.00026694685,0.066533096,0.059504643,0.06619512,0.06481065,0.05611345,0.01818113,0.000753619,0.0047878027,0.00020672983,0.0023577942,0.0058223456,0.0007192833,0.0029450955,0.0012938789,0.0030414416,-3.767747e-05,0.0017742413,-0.0013776573,0.017696217,0.015669508
0.010707932,0.00810036,0.0038612015,0.0037098646,0.041991614,0.031722706,0.041588664,0.042686246,0.031381875,0.01059399,0.0012124749,0.002804119,4.496082e-05,0.0005477143,0.002536761,0.0005753279,0.0013911163,1.484868e-05,-0.00057120156,-0.00018848956,0.0013474019,-0.00021054718,0.011780125,0.011346311
0.0041273106,0.004492349,0.0013944153,-0.0007671581,0.06358528,0.05415787,0.059090957,0.059201643,0.06102333,0.008773563,0.0005805015,0.0038030765,0.00010298405,0.001016841,0.0037072217,0.0006857936,0.0010678468,-0.0011625913,0.0024073403,-1.6422826e-05,0.0011564388,-0.0010063569,0.00899917,0.009015393
0.035969105,0.022444667,0.0352359,0.03732372,-0.009724785,-0.013923474,-0.005683128,-0.0035990104,0.04346197,0.02265037,0.0024757744,0.0047548553,0.0017784587,-0.00014020316,0.0028238231,0.0017196378,-0.00045506866,0.0050455495,0.0033360966,0.0012193522,0.0014855214,0.0039113923,0.021599278,0.022393929
0.009214553,0.005986714,0.0028520348,0.0021876877,0.07330574,0.06317412,0.07368726,0.07407287,0.043066196,0.018636309,0.000954458,0.0044779098,0.00015369145,0.0025624947,0.005058925,0.00068189454,0.0033826476,0.00031583972,0.0007997239,-8.528365e-05,0.001719274,-0.00019272283,0.017178066,0.01600368
0.012390563,0.0055709314,0.012998136,0.0141042,0.044188373,0.03951504,0.040397454,0.042463712,0.022660462,0.015028328,0.0012315642,0.0046645403,0.00040519846,0.0011867394,0.004067696,0.0006984865,0.0011462513,0.00124336,0.0015266556,-0.0001447316,0.00050632335,-0.00060596206,0.01630994,0.016304381
0.009550817,0.004680127,0.0036597338,0.0035977971,0.052118257,0.044599432,0.044511534,0.04661083,0.144301,0.00919391,0.00046609621,0.001675939,0.00017497144,2.7803937e-05,0.0033153244,0.00012565874,-0.0001705694,-0.0009669707,0.004540931,-0.00010679127,0.00077836635,0.00062419986,0.010716858,0.010566932
0.011687923,0.007211487,0.009756313,-0.002753411,0.14846934,0.13161437,0.1399499,0.1404179,0.08213541,0.054514334,0.0011465838,0.02465135,0.00015315035,0.018183034,0.027336905,0.0006844111,0.022862824,0.0017082907,0.009588912,0.0004967273,0.004039921,0.0013709192,0.052083004,0.049183544
0.011602983,0.005030644,0.018444717,0.015712509,0.079183854,0.06366113,0.06455686,0.06180624,0.025717214,0.023367813,0.00085901003,0.005390579,0.0008411594,0.0021639133,0.005438012,0.00052784494,0.0023514081,-0.0005668299,0.002682338,0.00058376114,0.0010793649,0.00078733853,0.026047995,0.024158327
0.018235685,0.01787284,0.018643247,0.009460145,0.05309031,0.045898575,0.06644448,0.06518072,0.08579144,0.01712894,0.0019515413,0.005129504,-0.00019007252,0.0028841414,0.0053634755,0.0008887392,0.004327344,0.0041595846,0.0036821146,-0.00016432011,0.0015336727,-0.0033768185,0.014699994,0.014113725
0.0060399724,0.003569612,0.0062406645,0.0045426423,0.05948136,0.050260104,0.05789023,0.0550287,0.059659135,0.007836142,0.0007030843,0.0028587284,0.00013845513,-3.131712e-05,0.0031570108,0.00068407203,0.0012711454,-0.0011668836,0.0018270323,-0.00018599688,0.0005969118,-0.0016528103,0.008513805,0.008614767
0.013931775,0.016037047,0.022785863,0.01644853,0.09948452,0.08827951,0.08647826,0.08730501,0.15532525,0.036796685,0.0014934314,0.010567104,0.0010036404,0.0054822713,0.012055234,0.0012904006,0.008379077,0.0015711338,0.0122342855,0.0012533886,0.0007838586,-0.00037374446,0.040341273,0.039552856
0.004302344,0.0032526723,-0.0009193551,0.00044556893,0.056236114,0.047655635,0.05252956,0.05257934,0.028095016,0.004642986,0.00069628237,0.0023571586,-2.950133e-05,3.1060074e-05,0.0023480747,0.00044252383,0.0002228897,-0.0014669375,-4.946487e-05,-0.00025351695,0.0008362158,-0.0012421256,0.0049399477,0.005170486
0.0066710026,0.0049217762,0.0065040146,0.005782726,0.052823383,0.04568188,0.050045144,0.050408043,0.04518854,0.008317849,0.0006388789,0.0021305706,0.00013496043,8.629402e-05,0.0026323395,0.00042009738,0.0010156576,-0.0006058512,0.0006451423,-1.8201768e-05,0.0004001555,-0.0011463491,0.009119194,0.009139208
0.004802822,0.0070985416,0.01355101,0.0046691317,0.0886902,0.06924023,0.08305642,0.073724866,0.082543924,0.009802379,0.0011638007,0.005364475,0.00038614907,-0.00014389958,0.005616355,0.0012031171,0.0031142624,-0.00091822736,0.0038202843,0.0005719627,0.00062066386,-0.0030156444,0.011277028,0.012068513
0.005054565,0.003304026,0.0045269993,0.0030413752,0.059867255,0.051240556,0.057748605,0.057940528,0.035762314,0.007103424,0.00037751067,0.0017525575,0.00011055241,9.537442e-06,0.0023261635,0.00036346473,0.00086662895,-0.0005410806,-0.00043571542,1.8642633e-05,0.0005989773,-0.0009254034,0.0071611595,0.0072470144
0.005693127,0.002480747,0.013406994,0.006184159,0.099192575,0.08229654,0.091281414,0.08854779,0.048559636,0.011337747,0.0010463463,0.005623998,0.00013792864,0.0017369275,0.0063564437,0.00028658265,0.0037418075,-0.00015145297,0.0013155746,0.00013668393,0.00022413081,-0.0019225415,0.013532137,0.01291077
