size_D,har,dba,nlan,telonuse,t03,t06,t07,t09,t10,t11,t12,t14,t15,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t02,MI_size_D_t08,MI_size_D_t03,MI_size_D_t10,MI_size_D_app,MI_size_D_t15,MI_size_D_t12,MI_size_D_telonuse,MI_size_D_har,MI_size_D_ifc,MI_size_D_dba,MI_duration_D_t07,effort_D
-0.042758137,0.8635549,0.84525454,0.27538037,0.17969505,0.39816397,0.69918114,0.5347383,0.8416082,0.7007067,0.4874524,0.615519,0.723773,0.50770664,0.018645491,-0.043968495,-0.05528963,-0.018795999,0.0044517964,0.021236762,0.14519544,0.056231964,0.01553772,0.09772675,-0.17868167,-0.0964417,0.17796354,-0.03170639,0.153227,0.14301006,-0.09469584,0.02520246
-0.01855762,0.90638065,0.8165753,0.3998542,0.34706622,0.37125313,0.71130884,0.5215795,0.86876976,0.742429,0.62088853,0.60729325,0.6593713,0.56091505,0.032180037,-0.034900427,-0.046311673,-0.01773753,0.049455225,0.019896496,0.15250948,0.066505,0.05675793,0.11752647,-0.1421164,-0.08597629,0.21578117,-0.002929803,0.17178038,0.16609709,-0.13073318,0.019450266
-0.043944187,0.9134819,0.9216896,0.2590245,0.1536802,0.54397756,0.63070035,0.6844957,0.9576004,0.7210781,0.5199737,0.6238426,0.71742624,0.53354496,0.040577456,-0.03363937,-0.032595694,0.026896577,-0.0011383258,0.00059439614,0.19241059,0.101669714,-0.046728656,0.10971707,-0.17006649,-0.1232992,0.2502166,-0.06811744,0.20523983,0.1710977,0.036951177,0.02253148
0.046673246,0.6173384,1.013229,0.16080064,-0.21181098,-0.5325701,1.529551,0.66447806,0.34121686,0.4552161,-0.16907027,0.508381,1.3311489,0.6303904,0.028785303,0.05044852,-0.11529441,-0.018741718,-0.004439054,0.0039916895,0.17608818,0.0057845674,-0.05323081,-0.2293398,-0.13023846,-0.005326541,0.09457201,-0.065425634,0.11969029,0.29398072,-0.17114237,-0.22728291
0.004071392,0.9295549,0.7731291,0.6078836,0.5280163,0.3945494,0.6965896,0.5778235,0.9655429,0.89823633,0.79894537,0.6615314,0.6422892,0.6773354,0.089399904,0.030825544,0.032904223,0.057911646,0.14577618,0.018284034,0.24318229,0.14592762,0.12781839,0.20628563,-0.04547842,-0.03466399,0.30613786,0.07067925,0.26340306,0.24953616,-0.09641996,0.0456393
-0.01825085,0.9122086,0.87691534,0.2999918,0.20880051,0.56016076,0.60286385,0.66335714,0.9459606,0.706809,0.5777402,0.62749344,0.6675798,0.52839875,0.055220958,-0.006062894,-0.026878454,0.029325392,0.029037513,0.0024166685,0.19764516,0.10289155,-0.0093760695,0.13722157,-0.14639747,-0.104339376,0.23122936,-0.043951552,0.2129519,0.17563713,0.031168554,0.043583773
0.08326594,0.6362283,1.1244911,0.135211,-0.24733523,-0.5394949,1.6630929,0.7131889,0.28230023,0.40874705,-0.28258595,0.538961,1.3904059,0.6597144,0.0056466907,0.060072217,-0.096688345,-0.013591804,-0.007306993,-0.019549966,0.1880218,-0.016517205,-0.10710086,-0.25469482,-0.096023306,0.0029059295,0.09896693,-0.110533044,0.14104512,0.29118454,-0.1196041,-0.2534717
-0.018156946,0.78255993,0.83684504,0.18279998,0.08218141,0.33706996,0.6715331,0.5603403,0.7691323,0.5763594,0.3728187,0.5295842,0.70393157,0.4584189,0.023459319,-0.02819347,-0.05724919,-0.012469989,-0.017049989,0.010345001,0.14460891,0.043143626,-0.047336053,0.038411018,-0.17963912,-0.1127107,0.18670568,-0.0674423,0.13170731,0.12913795,-0.022992624,-0.022040641
-0.05246322,0.91596085,0.9025384,0.28672838,0.1732654,0.5730451,0.6052215,0.7182629,0.9899875,0.74294144,0.5538314,0.6451996,0.6973372,0.5366239,0.06505091,-0.020976424,-0.027655197,0.05151793,0.0019145831,0.0043399185,0.21416193,0.12235567,-0.045668244,0.12495901,-0.17604613,-0.109483555,0.26497203,-0.061387617,0.21743244,0.19920577,0.06676294,0.05118054
-0.009218425,0.92423797,0.8633348,0.33975714,0.25287104,0.6055644,0.5627254,0.6919576,0.98683393,0.7412545,0.62240607,0.6336127,0.6274699,0.53728515,0.062374346,-0.003112236,-0.026018938,0.03736419,0.05047112,0.015324768,0.20394255,0.12097047,-0.012137309,0.15771632,-0.13426447,-0.100535914,0.25980538,-0.041239966,0.22249442,0.18948233,0.0688128,0.059473865
-0.06832644,0.8477888,0.8562453,0.23802124,0.14919227,0.22994295,0.7860113,0.4702092,0.8078914,0.71431106,0.43806645,0.5950902,0.8008732,0.51269364,0.0073435456,-0.051293954,-0.06153806,-0.025268074,-0.020340942,0.028642584,0.120698236,0.039351862,0.017293978,0.050258104,-0.21328908,-0.09594835,0.17724074,-0.017741468,0.13114315,0.16629872,-0.18235692,0.023398153
0.38941193,1.2965213,0.82418823,1.3834441,0.3811336,0.7103402,0.8643066,1.4499613,1.596488,1.7017995,1.8297437,1.0883225,0.75829846,1.292667,0.5430836,0.68851656,0.71484154,0.7158806,0.8333068,0.15861744,0.8634615,0.89141095,0.48332936,0.68597376,0.5722701,0.57026225,0.7324709,0.3913312,0.9166912,0.6309165,0.44712144,0.36643034
-0.052653708,0.9188576,0.9017172,0.28467995,0.1789565,0.56258386,0.6142105,0.705153,0.9701535,0.74024075,0.55731225,0.6451399,0.70117486,0.5295603,0.06313111,-0.021956313,-0.035805047,0.03844877,0.0010650903,-0.0036287308,0.20384173,0.11037633,-0.038953066,0.12264271,-0.17522143,-0.10859254,0.2537829,-0.064754486,0.20991535,0.18633376,0.047752813,0.047062717
0.17278317,0.76629615,1.5352129,0.20181274,-0.39776984,-0.9797881,2.4403505,1.0081005,0.24031374,0.5135709,-0.53781044,0.7072241,2.0325766,0.92306334,0.0034956671,0.10197628,-0.08948254,-0.007208217,0.0172,0.0016637612,0.22889304,0.004950868,-0.12188251,-0.34528476,-0.06185477,0.038559828,0.08723685,-0.13102554,0.20926894,0.44839922,-0.20154616,-0.3565589
-0.011108931,1.04495,0.95095253,0.40045753,0.2311763,0.72284126,0.5816562,0.8443266,1.1525613,0.86763215,0.73828113,0.71198434,0.70711607,0.63740605,0.111931056,0.042122662,0.031723864,0.117731184,0.07909396,-0.0060932217,0.31949732,0.21244551,-0.018225437,0.20362133,-0.11527905,-0.08881433,0.33482698,-0.030124728,0.3619253,0.24873553,0.15371343,0.08347998
-0.0707843,0.89526963,0.9071473,0.3921613,0.20983712,-0.2242125,1.2590892,0.2729954,0.70532656,0.8696657,0.41213793,0.699962,1.1628987,0.6824701,-0.055827897,-0.033705473,-0.03915429,-0.10327247,0.011688251,0.070304275,0.05885444,-0.01327628,0.16272372,0.008831102,-0.22963682,-0.072913006,0.07730284,0.116845384,0.12445891,0.15394811,-0.54030746,-0.032814518
0.05148901,0.59649396,0.97990716,0.13061891,-0.19569099,-0.37435904,1.3899515,0.61946416,0.30420193,0.38258672,-0.17981383,0.4887237,1.179688,0.5709964,0.0046096295,0.046568584,-0.09993784,-0.015897797,-0.013592444,-0.01726478,0.16900307,-0.014892087,-0.091707945,-0.21083519,-0.10913986,-0.0053675696,0.09459753,-0.09572293,0.11498672,0.23854087,-0.09713358,-0.2199221
-0.06557321,0.8695849,0.7718071,0.4491457,0.36708844,0.13849515,0.8796287,0.3732895,0.80474144,0.8325963,0.5737539,0.6389023,0.79906195,0.6023496,0.012366183,-0.03822791,-0.025559768,-0.043016177,0.044423006,0.042943962,0.127613,0.06589237,0.11087197,0.11565818,-0.15290356,-0.08260423,0.17979668,0.057114944,0.15675814,0.18906164,-0.29629523,0.01446538
-0.018541759,0.81940067,0.7674111,0.4101103,0.23221663,0.4952269,0.5466299,0.6965805,0.8906903,0.73396796,0.613982,0.5954362,0.5953926,0.5453843,0.109947875,0.046523865,0.007334985,0.08303414,0.07109132,-0.0076702135,0.24800663,0.14467885,-0.0035733087,0.12879269,-0.08891885,-0.035700828,0.2663794,-0.016176123,0.2615958,0.21430957,0.08648849,0.05032394
-0.07148266,0.8173285,0.87764156,0.32381678,0.13843131,-0.25641567,1.2133744,0.30307335,0.6021172,0.74920756,0.3174171,0.620962,1.1149389,0.6046978,-0.04329749,-0.02281307,-0.05467593,-0.083263725,-0.015948003,0.043120064,0.06454978,-0.023120442,0.122092366,-0.03978298,-0.22142026,-0.056292538,0.090692475,0.07688084,0.107413836,0.1490353,-0.46147326,-0.05960478
-0.08385186,0.9143309,0.9359884,0.44020596,0.21722026,-0.3864895,1.3952045,0.28765666,0.67984265,0.90723777,0.40407616,0.7281905,1.2871933,0.72004604,-0.04082037,-0.00010044873,-0.02283052,-0.07020122,0.006108772,0.06746151,0.0838869,0.002180379,0.18234804,-0.02399127,-0.22055514,-0.054008853,0.094585896,0.13458422,0.1454551,0.19003356,-0.5875926,-0.04838827
-0.08507866,0.8789725,0.90530324,0.2630973,0.14605847,0.44937178,0.67640835,0.6927091,0.90374583,0.7165531,0.46656436,0.60743237,0.7518987,0.5458568,0.05668024,-0.017363511,-0.04606585,0.052499022,-0.029684762,-0.01751788,0.23058683,0.11042777,-0.0673275,0.06854391,-0.17992467,-0.0958437,0.27266967,-0.070092455,0.2214753,0.21281864,0.050290022,-0.008234218
0.6062072,1.545095,0.8448354,1.9448823,0.5055257,0.76746964,1.028496,1.8198614,1.9328793,2.18266,2.4463573,1.3288214,0.8051749,1.6426169,0.76249504,0.94285357,1.0567497,0.95921177,1.1990496,0.29945707,1.12177,1.2562999,0.7509999,0.9774134,0.8815608,0.8935524,0.94604015,0.6041461,1.1413659,0.86851704,0.5674442,0.5584801
-0.056238666,0.7912088,0.9476342,0.15606141,0.033388656,0.20526865,0.83440405,0.6569798,0.75937593,0.6148599,0.2665648,0.5513261,0.8664208,0.51667106,0.03222348,-0.0099864425,-0.06941159,0.034315713,-0.038267463,0.004896283,0.20931055,0.045834254,-0.11036013,-0.050266113,-0.2154874,-0.10401578,0.26286665,-0.078722835,0.1442529,0.20046653,0.00394603,-0.06750639
-0.063708425,0.8865084,0.8651558,0.310632,0.18838792,0.08888907,0.96445054,0.3765186,0.7647789,0.78630304,0.46648476,0.6493166,0.913828,0.5583705,-0.028937522,-0.05814644,-0.05798532,-0.07042697,0.0054945424,0.03884135,0.09325752,0.021297824,0.08223197,0.06350903,-0.22850019,-0.09030284,0.13643858,0.037768193,0.1258922,0.15472697,-0.3358214,0.0054730214
0.018779848,0.6588246,0.93306327,0.12660494,-0.0996896,-0.16727719,1.1426537,0.58266234,0.4335655,0.42774436,-0.020640694,0.4882757,1.0142372,0.52867705,0.000115249306,0.020535551,-0.09996176,-0.015283986,-0.034680568,-0.025266102,0.16800864,-0.01714785,-0.08892971,-0.15425411,-0.147724,-0.042062506,0.1338415,-0.089959815,0.10616714,0.19336772,-0.07179774,-0.16909507
0.039296806,1.0178623,0.82883096,0.6124642,0.48298573,0.64205045,0.57409763,0.81493473,1.1329042,0.90320736,0.91244525,0.69141823,0.5650397,0.68171316,0.14277124,0.092655115,0.072117455,0.1521854,0.16282755,-0.019170385,0.32719907,0.2232733,0.081751645,0.24732207,-0.029276602,-0.024759542,0.38502535,0.04391609,0.37599546,0.24507396,0.11614875,0.102747105
0.08014771,0.9642821,0.69967127,0.7828454,0.59168303,0.47601292,0.6335455,0.71171737,1.0361203,0.96471304,1.0037642,0.681633,0.5136643,0.7392649,0.18487988,0.17176607,0.14042392,0.18967974,0.27477038,0.01002362,0.35929024,0.24036486,0.18263407,0.2853815,0.1059424,0.07377425,0.4079662,0.14112283,0.36410877,0.26762113,0.051500015,0.107740544
0.24483204,0.8671163,0.5368954,0.9843122,0.30395582,0.33361036,0.67679334,0.83668554,0.9816496,1.1023266,1.2008106,0.7018802,0.4614361,0.8497602,0.33090085,0.41874766,0.4455959,0.3810383,0.5250742,0.12324145,0.512028,0.5079529,0.40265638,0.39883798,0.36371708,0.41561294,0.43872976,0.30640873,0.46504745,0.37964475,0.15565833,0.22646293
-0.057355173,0.8156859,0.8404865,0.30731887,0.15885231,-0.040762253,1.0160874,0.32234251,0.6784173,0.74785864,0.39179677,0.6184841,0.96515757,0.5558652,-0.033795636,-0.055436462,-0.05667662,-0.08713387,-0.0037092064,0.044508412,0.06566296,-0.003612319,0.09365152,0.020802386,-0.22762977,-0.07859357,0.10187368,0.049309082,0.10816807,0.13654244,-0.38377756,-0.022738466
-0.07067184,0.7980718,0.77034616,0.4185964,0.24788196,0.12281671,0.8240099,0.36590713,0.7219517,0.7488803,0.46674454,0.6169597,0.79138565,0.57533556,0.0068159476,-0.03958689,-0.014549039,-0.0363398,0.010794118,0.06043095,0.1132112,0.041574653,0.08496025,0.07456024,-0.15961713,-0.047065977,0.1341223,0.06681947,0.16557963,0.15995458,-0.25077716,-0.015132835
-0.043132443,0.84915006,0.8334476,0.27977663,0.18818422,0.28515798,0.77135867,0.463048,0.78705835,0.70418954,0.46820414,0.60560954,0.7643029,0.51227945,-0.0005151555,-0.050341338,-0.053075697,-0.04218545,0.008664742,0.028617982,0.11938756,0.036318053,0.043995664,0.08504762,-0.18498439,-0.09150827,0.15778257,-0.0061999783,0.13466209,0.13891682,-0.18378055,0.013063595
-0.08126825,0.9755312,0.9620702,0.2783499,0.15578035,0.57889515,0.6708797,0.76951194,1.038997,0.80456144,0.57242584,0.68453985,0.77531415,0.57054126,0.07224195,-0.01583796,-0.031661503,0.07228145,-0.0134757515,-0.018586831,0.25095272,0.14223985,-0.062406484,0.12211202,-0.19384171,-0.10812253,0.29056963,-0.07208404,0.25420552,0.23095581,0.065810144,0.041296728
-0.008951785,0.8739485,0.8043947,0.36387083,0.2899352,0.45282528,0.61322427,0.5543896,0.87143326,0.6949263,0.5825599,0.6055469,0.6033832,0.5294043,0.041051745,-0.010891919,-0.026979845,0.0057903137,0.06019444,0.028194789,0.15994179,0.069249615,0.034962036,0.12843275,-0.101486295,-0.083203524,0.22034952,-0.005108189,0.16546077,0.15171438,-0.02765837,0.024509497
-0.077937245,0.9878297,0.9340242,0.5201551,0.39008498,-0.13977727,1.2384591,0.27778694,0.8395104,1.0198572,0.6066551,0.78049403,1.1197898,0.76124686,-0.041299757,-0.037377927,-0.012421936,-0.08546972,0.050664283,0.06769158,0.08814497,0.021191578,0.21480973,0.10182606,-0.20251,-0.072364405,0.12985215,0.15655585,0.1642116,0.20746599,-0.56272155,-0.0023877546
-0.03559849,0.89220846,0.87186325,0.27978587,0.18523717,0.54905915,0.6083386,0.65637517,0.9433282,0.7014922,0.53665906,0.6208397,0.6687773,0.51605314,0.04637757,-0.02732737,-0.025756918,0.030465636,0.010000557,0.0072171018,0.18116073,0.10762617,-0.0232324,0.13061944,-0.15880023,-0.109656066,0.22940542,-0.058388513,0.19317092,0.16884132,0.025528034,0.035634995
0.016744215,0.9356626,0.79727495,0.48476276,0.40508756,0.5730741,0.5577867,0.68890035,0.97410053,0.7592878,0.7369759,0.6110365,0.54281425,0.5776527,0.08429989,0.020568095,-0.010876626,0.05716235,0.098237514,-0.00086388364,0.23325387,0.12762114,0.03659432,0.16129774,-0.07490614,-0.08211003,0.28604096,-0.004529014,0.24527061,0.18426087,0.062151346,0.060016982
0.011723127,0.95476365,0.8255347,0.49249396,0.26815376,0.62398195,0.53325355,0.8220552,1.060928,0.85102504,0.783039,0.67826074,0.61197823,0.6453843,0.15482853,0.105921134,0.07470886,0.15476009,0.13163663,-0.017036108,0.3385329,0.22294155,0.030261632,0.21184047,-0.053539526,-0.019607246,0.32931134,0.0061595123,0.38240916,0.25447103,0.15236118,0.08509802
-0.042037975,0.90195084,0.81572556,0.621549,0.48703492,0.06326165,0.9506347,0.3846613,0.8577151,0.9729688,0.70295554,0.70913726,0.879417,0.7342287,0.02771952,0.007775473,0.025823861,-0.005135401,0.104444295,0.05881957,0.17061183,0.07859655,0.18515877,0.1487335,-0.08857359,-0.029060744,0.24197002,0.13794975,0.2320486,0.24142827,-0.3215541,0.0040737316
-0.035715383,0.8718314,0.7985356,0.41037676,0.33696762,0.26582032,0.7773545,0.45453656,0.82138234,0.7748003,0.58826715,0.6135686,0.7143743,0.56636816,0.021130323,-0.03770849,-0.038703583,-0.02901189,0.047165662,0.028634444,0.13711742,0.05315571,0.08123627,0.10627784,-0.15064707,-0.0705421,0.19813994,0.026754837,0.15789405,0.16996652,-0.2022497,0.0130479485
0.00683707,0.89505714,0.8093195,0.39736518,0.26016316,0.561745,0.515889,0.67397976,0.93548036,0.68384653,0.61840194,0.6146874,0.56088,0.5527186,0.071545,0.018997602,0.0032909587,0.052498218,0.074411266,0.015447851,0.21344632,0.13464962,0.023504658,0.14439955,-0.07906276,-0.07761349,0.25564036,-0.004681565,0.23758559,0.1855988,0.07335935,0.055162847
-0.07012899,0.9882153,0.81774914,0.62778234,0.55590475,0.26169333,0.8702276,0.50756156,0.98426145,0.9942802,0.7602677,0.7751058,0.81051,0.705105,0.06032415,-0.028854735,-0.005334031,0.01699967,0.0807289,0.05871614,0.20097901,0.13434099,0.13079008,0.19284263,-0.108279996,-0.10805927,0.2672989,0.0657876,0.23853254,0.26618132,-0.22164582,0.047151804
-0.07499957,0.9434121,0.8989347,0.46097368,0.30392763,-0.13323516,1.2048359,0.27283055,0.7789381,0.9474646,0.5123177,0.74763197,1.10574,0.708146,-0.05736703,-0.040051103,-0.024445374,-0.08669573,0.03463582,0.06759221,0.06661159,0.015417576,0.1872583,0.07398315,-0.21162358,-0.08067456,0.104340136,0.13321693,0.15302674,0.18608116,-0.5298168,-0.0028722137
-0.03239663,0.8481257,0.8304745,0.2698946,0.18210177,0.22746843,0.8070798,0.4240796,0.75180864,0.6800314,0.45233482,0.59603345,0.77196115,0.50531554,-0.014751408,-0.051666334,-0.055805877,-0.06253308,0.011622012,0.03608959,0.09682338,0.014509197,0.048268985,0.07203171,-0.19112568,-0.100663945,0.14326845,0.0022916757,0.11450812,0.12393527,-0.22066337,-0.00032274053
-0.054091536,0.8172735,0.89253736,0.17583513,0.06695543,0.30823433,0.7353634,0.60386896,0.77764267,0.60827357,0.3431691,0.5379531,0.78314877,0.50082797,0.015651882,-0.032337837,-0.06995032,0.0051956475,-0.03607,-0.011885509,0.18724446,0.05685425,-0.08253805,0.0057153925,-0.19653717,-0.11230013,0.22436666,-0.082408145,0.15470238,0.16330087,-0.011203336,-0.05151307
-0.0040212423,0.64742315,0.8899919,0.16308123,-0.09175646,-0.3601951,1.2641504,0.5021728,0.40724927,0.4898514,0.0021057427,0.49915862,1.1402731,0.53661734,-0.0022659525,0.007524785,-0.10408951,-0.046348676,-0.023066506,-0.017216232,0.11221615,-0.023341838,-0.022300433,-0.15306349,-0.19356988,-0.03553853,0.09681636,-0.045551505,0.1018628,0.19410582,-0.2416594,-0.16640538
-0.055892274,0.96760195,0.95988715,0.21890698,0.11948412,0.46454707,0.72501767,0.65645564,0.9527504,0.72643095,0.50738853,0.63705224,0.7890161,0.5387194,0.021707706,-0.04563522,-0.04963391,0.01841098,-0.020202713,-0.0114257755,0.19471955,0.09222491,-0.051007546,0.082795754,-0.20500231,-0.13092634,0.22793184,-0.07293369,0.2031812,0.17412274,-0.031067925,0.0057519786
0.029105008,0.6254369,1.0227096,0.15243833,-0.16469835,-0.34239602,1.4108467,0.6596513,0.34203404,0.436122,-0.15654999,0.5343727,1.1958117,0.5958911,0.007046342,0.036315583,-0.10962635,-0.0045410115,-0.023006398,-0.010272133,0.1786193,-0.007308809,-0.10126901,-0.21067329,-0.11638484,-0.002219472,0.12615165,-0.10826756,0.12919298,0.2646541,-0.069722146,-0.22398555
-0.059596308,0.81989914,0.8344221,0.25446522,0.13968122,0.34810707,0.6698706,0.5863329,0.8105027,0.6688315,0.4375165,0.5951102,0.721335,0.49128243,0.04463711,-0.024121016,-0.040958364,0.015541285,-0.028446512,-0.0021101907,0.17407991,0.06897263,-0.032369938,0.06778586,-0.17775053,-0.07382709,0.21767387,-0.044695918,0.17023242,0.1778614,-0.017800774,-0.006064322
0.11643452,0.90717083,0.6477053,0.76910675,0.41716787,0.48314726,0.59633315,0.79434323,1.0071791,0.95759165,1.0312669,0.65871054,0.48043448,0.73165727,0.24308,0.25989565,0.24139097,0.2678364,0.32403946,0.017138645,0.4301639,0.33201957,0.21792401,0.3016461,0.13977666,0.16913143,0.40008953,0.1793103,0.4184083,0.28501686,0.13225304,0.15551862
-0.048100367,1.0055486,0.9101927,0.38518253,0.2855974,0.63858384,0.5637759,0.79074776,1.0986804,0.84498197,0.70472157,0.671788,0.6665189,0.617537,0.08524481,0.0006198315,-0.001454521,0.087567896,0.04687649,-0.030350745,0.2873587,0.17725854,-0.013931958,0.17591251,-0.13141578,-0.09540175,0.32376668,-0.04179396,0.31590486,0.2396909,0.10435042,0.085141845
-0.04662013,0.98106205,0.95356953,0.27711344,0.16670331,0.6152157,0.6369646,0.7274997,1.0424116,0.7779685,0.583613,0.6581871,0.73162234,0.5566977,0.051044933,-0.030202936,-0.018116571,0.049935322,0.005621627,0.0036248863,0.22085722,0.13373975,-0.043312203,0.14297001,-0.17187287,-0.13027225,0.27158815,-0.062999114,0.24529749,0.19807011,0.055123545,0.044377536
0.7358107,1.4422528,0.70361745,2.1380343,0.30487972,0.5145667,1.1770976,1.744662,1.785437,2.2791214,2.5255013,1.3217883,0.8007839,1.7273796,0.8178797,1.0843412,1.2786558,1.0576936,1.3793076,0.39764866,1.1283243,1.3750811,0.9523148,1.0401525,1.0635166,1.1737683,0.94091356,0.7239416,1.1103346,0.9525816,0.47739568,0.6107762
-0.0411489,0.8707975,0.84869015,0.25592822,0.16498294,0.27267367,0.7900707,0.4586434,0.7838464,0.6780131,0.4567714,0.60019356,0.76600033,0.50320303,-0.011266973,-0.05541805,-0.0562927,-0.050503977,-0.0054769497,0.02517058,0.112262525,0.023032539,0.022649778,0.073008806,-0.19745524,-0.1096378,0.15896118,-0.018092912,0.125703,0.12828952,-0.18281426,-0.0033603162
-0.08749081,0.8187615,0.90236175,0.26956284,0.06144698,0.025013898,1.00897,0.45752683,0.74159896,0.7573875,0.3259357,0.6236541,1.0106038,0.55476516,-0.008561987,-0.037032872,-0.060750894,-0.040792175,-0.039392337,0.0659843,0.09432599,0.020706095,0.019411635,-0.020696478,-0.27724743,-0.07860269,0.14975508,0.014835874,0.10528299,0.17893004,-0.25772455,-0.04138401
-0.0037403293,0.87893796,0.851109,0.2575572,0.19497271,0.41883665,0.67350125,0.5552192,0.8307774,0.61869276,0.48996276,0.5819258,0.6587837,0.5002553,0.008049313,-0.034299947,-0.043762,-0.02280658,0.0178411,0.017253779,0.12669255,0.043988053,-0.006643297,0.09684959,-0.15176578,-0.11719698,0.1953761,-0.04951865,0.13924551,0.116449825,-0.055459723,-0.008861035
0.035813645,0.8835968,0.7325978,0.5013466,0.3212007,0.5827073,0.4992515,0.7491337,0.98534846,0.7963598,0.78911626,0.6070905,0.5150821,0.5940061,0.13729033,0.09996489,0.061213776,0.13115957,0.15296054,-0.021462338,0.3123829,0.21476738,0.08407748,0.19830404,-0.024921529,-0.007855501,0.31204146,0.02449049,0.33256376,0.23187801,0.13127084,0.08422475
