size_D,duration_D,app,telonuse,t08,t10,effort_D
0.1944606,0.17692259,0.100233469976653,0.6003351,0.118972704,0.6903661,0.25903565
0.16786659,0.13777699,0.054621644537835544,0.60344684,0.082034275,0.6753573,0.24990845
0.24496886,0.18165842,0.10590747440925255,0.7234484,0.13751887,0.7579185,0.24411975
0.1739866,0.061571836,0.06301725769827422,0.80837435,0.10918541,0.82210004,0.09046231
0.19857219,0.123082206,0.06112635988736401,0.71917766,0.09635113,0.7961222,0.23136207
0.13353416,0.110612065,0.07162059283794071,0.62002575,0.09867947,0.6495535,0.18734592
0.41272417,0.20820853,0.1609501839049816,0.6599928,0.15742432,0.7286933,0.41771698
0.39337352,0.4229602,0.300469789953021,0.38162285,0.3078316,0.3987915,0.42974007
0.13621426,0.17285171,0.10821518917848107,0.6145284,0.14536808,0.6716995,0.19067854
0.120695576,0.20501465,0.1502334449766555,0.53141713,0.17471187,0.5940953,0.2024027
0.21992251,0.26084885,0.1816049518395048,0.49438173,0.2188019,0.50046945,0.26778352
0.13370903,0.07659914,0.02722085727791427,0.71883583,0.057156697,0.7715956,0.12976855
0.27356797,0.21921742,0.15272730472726953,0.5359098,0.17606936,0.59499115,0.33081067
0.29960167,0.19336,0.08196074180392582,0.6459878,0.10830204,0.7023341,0.3327403
0.22808453,0.17966452,0.09341970665802933,0.63856995,0.14178745,0.7063008,0.2681238
0.22397399,0.1690078,0.10274917372508262,0.5630081,0.0993693,0.630408,0.29424033
0.16709259,0.13622954,0.03683419131658087,0.64918804,0.06588091,0.73181057,0.22188154
0.24769595,0.24623966,0.1914122908587709,0.51150024,0.22178538,0.5292727,0.3039617
0.11466284,0.12369327,0.06528435347156465,0.62738925,0.07505636,0.6946225,0.17780438
0.18370071,0.16404149,0.06698689330131066,0.58770907,0.09355469,0.6561205,0.26455396
0.26789138,0.16811512,0.0917314648268535,0.6090008,0.10463525,0.6530896,0.31459123
0.08614398,0.060013343,0.008279203172079683,0.6627534,0.026700065,0.7085762,0.13599545
0.25469255,0.11996761,0.07133004886699511,0.7871731,0.13362513,0.8420943,0.2224201
0.32766297,0.22203377,0.1311384168861583,0.58547026,0.13455902,0.6405544,0.40535465
0.03788048,0.05673922,0.08433324756667523,0.68522406,0.10332091,0.7029152,0.052043855
0.24291828,0.12561461,0.03629462037053796,0.7523162,0.06769915,0.83281565,0.26659632
0.26295832,0.18585199,0.14576748542325144,0.5590377,0.14287554,0.5911104,0.31406286
0.17373067,0.24700612,0.17922898207710178,0.51005566,0.21983437,0.5373054,0.22492632
0.15781434,0.11892284,0.03727496627250337,0.6146624,0.06070523,0.6677903,0.21741906
0.40743026,0.18855606,0.11789906321009368,0.80032325,0.15356739,0.8787876,0.3950081
0.1682916,0.12350851,0.026915503308449665,0.65775466,0.04825215,0.7412337,0.23348889
0.15786879,0.1162515,0.04735324826467517,0.69292367,0.100804016,0.7348626,0.19038701
0.12270635,0.06283476,0.013331799666820033,0.7144786,0.032307997,0.7484936,0.12251854
0.12846649,0.12901267,0.06722328927767107,0.6175818,0.08035429,0.69702494,0.19817346
0.123766765,0.1051843,0.06116194388380561,0.6608351,0.10029863,0.70987827,0.15966618
0.17099655,0.14186029,0.0606443079355692,0.5848824,0.07577191,0.6479404,0.24937877
0.15866964,0.14455451,0.05298776470122352,0.6143139,0.073418185,0.7039694,0.2401236
0.24989596,0.14389294,0.08833531116646887,0.76963294,0.13936745,0.88997597,0.2856054
0.15494248,0.13323969,0.05220983477901652,0.59734255,0.06395115,0.6824909,0.2430592
0.1977404,0.13024998,0.05279741472025852,0.617172,0.06323488,0.70455956,0.26355478
0.18576196,0.10896225,0.01309531769046823,0.6893512,0.024708822,0.7673775,0.23294845
0.12166618,0.12272678,0.07425061257493874,0.62288755,0.083059534,0.7172502,0.1954721
0.21476164,0.17806269,0.08726156127384387,0.615863,0.10309036,0.70061064,0.28106192
0.23843843,0.15835926,0.0395175630482437,0.6867122,0.0721267,0.7421411,0.30369514
0.22129905,0.1605308,0.07354722264527773,0.65981555,0.12634115,0.7153095,0.26562297
0.20756495,0.13092308,0.04002834599716539,0.6810258,0.09002672,0.7309613,0.21960738
0.3217374,0.27524468,0.25998399400160055,0.49819174,0.24746926,0.54698324,0.35016155
0.406207,0.25976598,0.20926277907372207,0.5937063,0.21693079,0.64353585,0.3964987
0.31420892,0.12594987,0.054141530585846934,0.81058395,0.07894908,0.90586525,0.2992308
0.15276334,0.16756392,0.100311759968824,0.62940973,0.14971079,0.69380295,0.18508652
0.16402075,0.16236292,0.05543372945662705,0.6147906,0.060300514,0.6955303,0.27187085
0.261396,0.168013,0.09099874490012551,0.65128595,0.0938106,0.7403717,0.32349446
0.2725168,0.20900148,0.11858472814152717,0.58454275,0.15999,0.6444597,0.3342129
0.17359318,0.100007996,0.0796370580362942,0.72436523,0.16097687,0.7236536,0.1252979
0.13718322,0.12922707,0.05179549282045072,0.63760614,0.084333524,0.72493726,0.20930406
0.23520416,0.13965207,0.026782346321765366,0.69488615,0.061652616,0.7677534,0.28675154
0.13995704,0.12798095,0.04104496089550391,0.6059095,0.06067197,0.70126754,0.23371604
0.5899478,0.5148123,0.5019800498019951,0.31452677,0.47676337,0.30225363,0.60857046
0.40227327,0.3948109,0.34958019504198046,0.38840544,0.372994,0.3947419,0.42592055
0.15753163,0.11929012,0.04347808265219173,0.7232526,0.11088888,0.7840917,0.17741156
0.21553838,0.16583979,0.0707603179239682,0.63604283,0.08065243,0.72178745,0.27508086
0.14583297,0.1429103,0.06641868335813166,0.6113658,0.10349701,0.67221636,0.21097225
0.1776504,0.1138713,0.02225242377475762,0.67371696,0.047894105,0.7402034,0.19855198
0.21175751,0.22549582,0.13299900670009931,0.5085983,0.14533274,0.5587809,0.29112557
0.196718,0.13713415,0.07285798271420173,0.5985589,0.08053596,0.66722083,0.26744112
0.28022635,0.17296122,0.10231480476851952,0.7151886,0.12790419,0.7999279,0.27845794
0.10180917,0.048848763,0.0200861819913818,0.71574944,0.03599076,0.7684202,0.12372495
0.42879274,0.36221254,0.3149245085075491,0.4174208,0.31680274,0.41104835,0.46026886
0.27101326,0.28884086,0.1599211340078866,0.48781678,0.17876337,0.51028943,0.33180204
0.16719243,0.11191701,0.030461203953879603,0.68973696,0.059378847,0.7281374,0.17124008
0.05082053,0.090441346,0.09692753030724698,0.6858363,0.12442364,0.7116965,0.05282989
0.27621818,0.31582776,0.22639097736090225,0.43570352,0.23217537,0.46787795,0.3443191
0.24043947,0.132413,0.030695747930425205,0.7153609,0.06832375,0.7468362,0.24195987
0.1825125,0.16364235,0.08733023126697687,0.5759947,0.112130865,0.64798224,0.25903952
0.23224705,0.11734185,0.0,0.72252744,0.053861246,0.7893702,0.24859653
0.15923408,0.13805503,0.0605035809496419,0.5992738,0.09030174,0.66632944,0.23147918
0.13537851,0.10925035,0.025999141400085857,0.63432735,0.06842993,0.6837655,0.1921494
0.19303805,0.10535021,0.005501672049832795,0.6953589,0.033614025,0.75910366,0.21621764
0.1967265,0.110656336,0.054267774573222544,0.7109466,0.0868883,0.8095079,0.23733768
0.1162974,0.07775791,0.030834269916573006,0.69642806,0.055553988,0.73986137,0.1303857
0.0,0.023484852,0.08357466164253384,0.732372,0.09394218,0.7536546,0.002543375
0.14450471,0.13255617,0.047671745232825476,0.6161712,0.06820463,0.7085562,0.2173425
0.23869106,0.3193596,0.3132968186703181,0.49649936,0.38867217,0.4967177,0.2922572
0.14202267,0.014378551,0.03551961144803885,0.8100868,0.07068382,0.8111752,0.07078613
0.42838687,0.2374999,0.20694162930583707,0.86783695,0.30197704,0.9750098,0.34093863
0.15666175,0.14108187,0.04633001536699846,0.5918953,0.072213426,0.67017424,0.25392213
0.31561318,0.18055815,0.07723424227657577,0.6715137,0.09829505,0.74519426,0.36728787
0.14520867,0.1497348,0.07792420220757977,0.6115126,0.10876326,0.68598413,0.20315
0.3970911,0.35750464,0.31563320843667914,0.40844506,0.29680842,0.40834743,0.4387628
0.16979048,0.13597637,0.047771881222811875,0.59797424,0.06514849,0.68855345,0.26975653
0.11995148,0.11406101,0.037734728226527174,0.6126823,0.051089868,0.69225127,0.20118235
0.16193372,0.15016204,0.05153352984664701,0.6276352,0.07398401,0.7097289,0.24130262
0.15879092,0.15300196,0.06419027358097264,0.5999955,0.08918096,0.6721841,0.2292957
0.24749592,0.1862799,0.11405980859401914,0.68874776,0.11374594,0.72370255,0.23967731
0.32536268,0.16168833,0.06270361772963823,0.7707781,0.10007988,0.82908595,0.3336076
0.16803387,0.14596549,0.04862387013761298,0.6199473,0.08036719,0.7074961,0.23829232
0.19048372,0.16596013,0.06500322349967765,0.65427893,0.11804707,0.75233036,0.2408497
0.35753238,0.12787785,0.08603767139623286,0.8720458,0.13806032,0.9361851,0.2948584
0.1062201,0.07032498,0.030969660903033908,0.6664255,0.032638296,0.75516295,0.1635899
0.2701176,0.18554291,0.11604431839556816,0.57833654,0.10190068,0.6337795,0.3413537
0.19635949,0.09037775,0.07483626251637374,0.81244177,0.10850774,0.8888406,0.18675375
0.11841805,0.12363526,0.11510977848902215,0.68174064,0.14549331,0.7690047,0.15736753
0.20067728,0.14501843,0.06229246377075362,0.6052253,0.07186465,0.69587016,0.284043
0.23609236,0.17226927,0.10563442543655745,0.66218174,0.09997715,0.7614806,0.30842116
0.14136088,0.12310086,0.03894050010594999,0.60436916,0.058685616,0.70489734,0.2425453
0.16713724,0.16039959,0.06944746305525369,0.57269007,0.075468734,0.65852946,0.25693566
0.21671197,0.13587615,0.06805626319437368,0.7002188,0.106793806,0.7601331,0.2388049
0.28605172,0.11783525,0.07587415741258424,0.8032642,0.080045864,0.8955779,0.27301168
0.16366702,0.1399017,0.052123914787608513,0.60894173,0.081264034,0.6785251,0.23399708
0.20613682,0.14563504,0.07546884245311575,0.724504,0.11540373,0.8090523,0.22343256
0.16333127,0.1473249,0.05969057403094259,0.62914574,0.083159015,0.6978521,0.2130804
0.15124105,0.1336537,0.04224918377508162,0.62145454,0.06720506,0.7040394,0.22041713
0.19093232,0.118356794,0.0606584939341506,0.6292386,0.05020605,0.7070029,0.25267956
0.072476976,0.06343221,0.0100912439908756,0.66587,0.034325793,0.7183784,0.12516704
0.26645225,0.18112752,0.07588497241150276,0.6330195,0.122527584,0.66639256,0.31452116
0.24832287,0.15422697,0.06887722811227717,0.7360456,0.09598334,0.8274069,0.30154735
0.16407786,0.06322379,0.015308065469193452,0.7493323,0.03188999,0.82436216,0.18327774
0.1273822,0.109720886,0.04471312052868794,0.6309732,0.06375839,0.7259995,0.20263512
0.15619133,0.12530035,0.05308658869134113,0.63156134,0.094680205,0.70190746,0.22517262
0.22324103,0.14950082,0.0606407609359239,0.68030596,0.0764146,0.7643885,0.28584856
0.16625687,0.12606764,0.053694108630589134,0.653662,0.08101593,0.7439768,0.2070991
0.27825987,0.23403019,0.11569583843041616,0.5607685,0.12421568,0.59323335,0.3495029
0.15305087,0.09245016,0.02839936016006398,0.6398487,0.048519686,0.6825929,0.19356406
0.48463282,0.6112226,0.5571022042897795,0.23465508,0.58758044,0.2614756,0.4912101
0.24471858,0.10687889,0.018213464178653584,0.78841084,0.04271303,0.85663253,0.25075957
0.12595394,0.17926997,0.18722292127770787,0.61127096,0.24357311,0.6446996,0.15939282
0.36211264,0.45416912,0.36640753335924664,0.3444697,0.37763864,0.38246173,0.40801924
0.18700093,0.13189462,0.028531951146804884,0.64164895,0.05155398,0.7286875,0.27538782
0.1789923,0.19011556,0.1313806168619383,0.58800495,0.1744513,0.64115447,0.23114109
0.25433815,0.307404,0.23439177656082233,0.46783447,0.23491229,0.4869507,0.30401292
0.59111774,0.67313826,0.6708648729135126,0.19888699,0.71355265,0.20881575,0.5933086
0.2191214,0.11793566,0.03540001445999855,0.7091063,0.07101922,0.78222215,0.254404
0.20486364,0.20714694,0.12278467772153222,0.53703934,0.15088628,0.56892055,0.25784826
0.2671166,0.12548852,0.05066035193396481,0.7761928,0.072807744,0.8229951,0.22726198
0.29548785,0.3076667,0.2315508668449133,0.473578,0.26905328,0.4888387,0.33651224
0.0827118,0.08050446,0.03233082276691772,0.6604224,0.052400902,0.7411535,0.14004904
0.16056472,0.13466883,0.03727982627201737,0.6263608,0.07792197,0.6974876,0.23672435
0.26571035,0.13661991,0.0902244209775579,0.73748463,0.08035196,0.8589784,0.31995237
0.20382345,0.14365613,0.08176580782341922,0.58554614,0.07753797,0.662327,0.28420985
0.28493652,0.20166102,0.12400427759957224,0.568878,0.11478914,0.6177696,0.34815675
0.18547508,0.12745366,0.042437535756246425,0.68989754,0.072685435,0.77164596,0.22575417
0.27751026,0.16414618,0.058685878131412184,0.69710475,0.09881319,0.77784395,0.29906094
0.16043591,0.13650042,0.053083518691648124,0.6187076,0.070526674,0.7210724,0.24439819
0.19487163,0.121395886,0.027299863270013672,0.6915424,0.04516597,0.7658509,0.24187848
0.17402647,0.10776238,0.035138290486170946,0.66730404,0.054807708,0.7651186,0.21580966
0.2610514,0.0004938394,0.10285681971431802,1.0,0.14555167,0.9294615,0.028836533
0.21327266,0.17368461,0.11336329866367012,0.5750501,0.14493711,0.5995482,0.25875652
0.3337179,0.279888,0.22944607705539227,0.4949318,0.2240557,0.5056785,0.37782663
0.11642869,0.10879426,0.0504348079565192,0.62229043,0.0747029,0.6517885,0.18620667
0.1838924,0.088151045,0.023666364633363537,0.68366194,0.029817984,0.72677696,0.19025089
0.3365154,0.13317949,0.06507460349253966,0.8224943,0.07631226,0.86226046,0.2602381
0.30485559,0.18591103,0.12301555769844423,0.62599695,0.11160816,0.7057511,0.35953528
0.20782027,0.097453475,0.100632969936703,0.80686975,0.14588945,0.8829951,0.17496005
0.35021922,0.15132484,0.06232083676791632,0.8152892,0.1219096,0.90228546,0.3305286
0.3312322,0.35561186,0.29337683066231696,0.4097991,0.2900291,0.42528334,0.38225773
0.2945461,0.2876187,0.2118493788150621,0.4587131,0.22343053,0.46425074,0.34035262
0.16641894,0.13710134,0.09317768068223192,0.5808727,0.079023615,0.6452994,0.23705769
0.34081042,0.19973573,0.0907935559206444,0.6989749,0.13135354,0.73634297,0.3733467
0.30254874,0.42060825,0.3595408440459156,0.370591,0.40499252,0.37392837,0.32661787
0.18083456,0.14357612,0.050928780907121905,0.62489724,0.07630204,0.6792588,0.24305476
0.20407647,0.1487118,0.08831075116892488,0.6185861,0.08439492,0.7165751,0.26989138
0.15279104,0.12259924,0.032498996750100324,0.62926507,0.052684978,0.721681,0.22924376
0.1433157,0.13058496,0.0704639329536067,0.5921338,0.064655825,0.67346656,0.22176659
0.16458786,0.059238374,0.019125981087401888,0.77139354,0.07605623,0.80412924,0.118438534
0.14113235,0.11341986,0.05716825428317457,0.601776,0.07183571,0.63474727,0.18936242
0.054320708,0.104678035,0.13271871672812832,0.66108024,0.1649722,0.6757797,0.07416466
0.16252956,0.11108144,0.047451148254885174,0.7094872,0.08487485,0.77525496,0.17842373
0.23499462,0.16384298,0.05912260108773989,0.65269387,0.11073659,0.70575666,0.25225306
0.21648565,0.14680955,0.040488849951115,0.6449106,0.078878894,0.7107011,0.27602124
0.056861192,0.15052804,0.14801520519847947,0.6012793,0.17086826,0.65097785,0.10764772
0.28303796,0.15465203,0.1418471958152804,0.775858,0.1643235,0.7994878,0.22730494
0.16560525,0.15535873,0.06830463316953668,0.60345745,0.08408822,0.6699328,0.2282589
0.22404441,0.1544173,0.03815056018494398,0.65074235,0.06335698,0.717134,0.30443186
0.20626885,0.20778635,0.14497637550236245,0.59413284,0.19371532,0.6585328,0.2542882
0.3082092,0.25234652,0.1796202020379798,0.5084612,0.18067448,0.5414481,0.372837
0.1547407,0.14693004,0.06426332357366764,0.6103715,0.117917165,0.64487815,0.21702594
0.20874822,0.121638075,0.0605300739469926,0.72800535,0.102786735,0.7888793,0.20645963
0.2838158,0.13101938,0.049652169034783096,0.77638566,0.07695927,0.84298646,0.2737661
0.15438588,0.121480525,0.03289581671041832,0.62540585,0.048770204,0.7297362,0.24747281
0.27181104,0.16061532,0.06623826337617365,0.6761559,0.10163297,0.7142491,0.2874902
0.15581915,0.14110637,0.07723353227664677,0.5914988,0.07822193,0.67447597,0.23496608
0.2748752,0.18109709,0.10318079968192002,0.59652674,0.11619045,0.65771204,0.32101214
0.12893757,0.13617378,0.05889994811000518,0.60912204,0.08162962,0.6921456,0.21150935
0.11782092,0.021586169,0.059260974073902586,0.8004495,0.09511767,0.8167894,0.044496432
0.17639108,0.113215595,0.041695158830484115,0.6265205,0.031290635,0.707765,0.24883263
0.28063297,0.20907962,0.16709298329070166,0.54074,0.15610941,0.56884897,0.3245799
0.16047618,0.07113291,0.02729226327077367,0.78029996,0.08280672,0.8167951,0.13269593
0.07710786,0.0877024,0.07800895719910428,0.67312187,0.08191989,0.7384059,0.121128164
0.11321289,0.13519809,0.09803042019695797,0.64441687,0.12671052,0.69297194,0.1527578
0.17855963,0.16234957,0.048039655196034474,0.634996,0.10359596,0.6904563,0.25212315
0.25762293,0.12191379,0.025454175454582454,0.7240405,0.06792842,0.77685976,0.25952518
0.18476346,0.10468671,0.03555152944484705,0.7457387,0.08010115,0.7872261,0.17144772
0.19878668,0.16009495,0.049766640023335994,0.6548272,0.08717476,0.7050643,0.2519879
0.18519238,0.16222598,0.09401894059810594,0.58621013,0.12412195,0.64378214,0.2417869
0.13290484,0.12337039,0.042879413712058626,0.6092979,0.062193736,0.7017415,0.22047867
0.3339198,0.253723,0.19951308004869198,0.5174669,0.19690688,0.5429831,0.3786393
0.4373329,0.42772138,0.3335909466409053,0.39289314,0.33658582,0.38114092,0.4713602
0.13350968,0.09460655,0.049817870018212994,0.6398351,0.055000976,0.72715825,0.20536838
0.10516217,0.112348154,0.058723816127618386,0.677829,0.11430894,0.70526564,0.118518494
0.16251594,0.12646559,0.03485156251484375,0.64005446,0.06116669,0.7298416,0.21833944
0.12118894,0.12358343,0.05284474271552572,0.6157539,0.08919726,0.6626027,0.18229668
0.07598524,0.06134091,0.05649999735000026,0.6958218,0.08023246,0.7252781,0.09136382
0.41467264,0.13159889,0.08734638126536186,0.9247795,0.10092957,0.98581815,0.30936992
0.14893156,0.1328133,0.07215071278492872,0.5999797,0.09860943,0.62619793,0.200521
0.30872437,0.29789892,0.16541198345880165,0.5301387,0.19500382,0.5256584,0.37560844
0.2951263,0.1611248,0.07854322214567779,0.73997855,0.124045804,0.8322404,0.29094118
0.23351428,0.12238909,0.016308410369158963,0.69677824,0.03528191,0.76630783,0.26686153
0.25735635,0.22154593,0.17605227239477275,0.55519664,0.20294304,0.59116435,0.31600574
0.31030452,0.3713692,0.3294369870563013,0.42630553,0.3818938,0.45031646,0.34037298
0.30002168,0.26976925,0.20777832922216707,0.48098624,0.209469,0.49195167,0.35842174
0.190715,0.11375901,0.014445795555420443,0.6812694,0.038500443,0.76166326,0.2416163
0.14198816,0.13750255,0.04863155913684408,0.59955823,0.0712394,0.6836308,0.22431026
0.25135008,0.11488432,0.022307944769205522,0.73620826,0.040573552,0.82530475,0.26501483
0.26267532,0.21783325,0.1514517648548235,0.53398764,0.14371331,0.5737395,0.32932457
0.1335242,0.08106361,4.595517540448246e-05,0.660699,0.031757876,0.701521,0.17101261
0.20681277,0.19586843,0.08423108157689183,0.5891036,0.11161651,0.6618875,0.2940327
0.20898688,0.14940049,0.03601671439832856,0.6475956,0.07073398,0.70781505,0.25471365
