Transactions,Entities,PointsAdjust,Envergure,TeamExp_0,TeamExp_1,TeamExp_2,TeamExp_4,TeamExp_?,ManagerExp_0,ManagerExp_1,ManagerExp_2,ManagerExp_3,ManagerExp_4,ManagerExp_5,Language_1,Language_3,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_6,Generated_Var_7,Generated_Var_9,Generated_Var_11,Effort
0.0672748004561003,0.8131578947368421,0.295066413662239,0.3191489361702128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.10477288,-0.21214333,-0.02521006,0.3260712,-0.039662335,-0.24264248,-0.2730428,0.1235786953919808
0.0,0.9973684210526316,0.3055028462998102,0.3404255319148936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.11109546,-0.23936588,-0.015517026,0.3472113,-0.036962476,-0.24807633,-0.2980584,0.1687612208258528
0.0558722919042189,0.0710526315789473,0.0180265654648956,0.5106382978723404,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.13632709,-0.28709367,-0.016013421,0.39143875,-0.04090695,-0.27313733,-0.34690073,0.0125673249551166
0.3523375142531357,0.6894736842105263,0.4876660341555977,0.6170212765957447,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.099492945,-0.19885334,-0.027132168,0.31502944,-0.038573805,-0.23798884,-0.2589754,0.6166965888689407
0.0900798175598631,0.4289473684210526,0.1755218216318785,0.6170212765957447,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.11402074,-0.24316734,-0.011189215,0.33645418,-0.039341692,-0.24044082,-0.29834074,0.1980849790544584
0.338654503990878,0.3289473684210526,0.3462998102466793,0.6808510638297872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.116610914,-0.24882337,-0.011885814,0.34824535,-0.040449258,-0.2483308,-0.30830932,0.2235188509874326
0.3363740022805017,0.1868421052631579,0.2931688804554079,0.723404255319149,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.088960156,-0.17090848,-0.026546918,0.28531092,-0.04184754,-0.22583044,-0.23354633,0.4287851585876721
0.0912200684150513,0.5078947368421053,0.2049335863377609,0.5957446808510638,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.09964977,-0.31992105,0.024430767,0.3989647,-0.028909743,-0.25516745,-0.36068732,0.146918013165769
0.0877993158494868,0.5868421052631579,0.230550284629981,0.5957446808510638,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.09281315,-0.18263596,-0.022645138,0.29314324,-0.041083314,-0.22779788,-0.24406295,0.1119090365050867
0.0706955530216647,0.6,0.2210626185958254,0.6808510638297872,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.110177785,-0.22670096,-0.01894717,0.33379266,-0.041262712,-0.2449306,-0.28866443,0.1280670257330939
0.1584948688711516,0.8342105263157895,0.3785578747628083,0.723404255319149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.09695582,-0.20432144,-0.014556639,0.30637744,-0.03948341,-0.23023713,-0.26304516,0.1594853381208857
0.1220068415051311,0.4289473684210526,0.2020872865275142,0.4680851063829787,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.117680095,-0.24763846,-0.014680091,0.35006082,-0.041184742,-0.25101346,-0.3078657,0.286654697785757
0.1892816419612314,0.7105263157894737,0.3595825426944971,0.6808510638297872,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.09485525,-0.1882936,-0.021685045,0.29780254,-0.04097992,-0.22947726,-0.24970959,0.1454219030520646
0.0798175598631698,0.3184210526315789,0.127134724857685,0.4680851063829787,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.10148231,-0.20043093,-0.03323181,0.3156472,-0.042114224,-0.241043,-0.26147592,0.144524236983842
0.1550741163055872,0.081578947368421,0.1043643263757115,0.4680851063829787,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.08558321,-0.18448114,-0.014578197,0.2853803,-0.037746564,-0.22135904,-0.23837496,0.0070103445327861
0.1881413911060433,0.1868421052631579,0.1698292220113852,0.7659574468085106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.09650545,-0.19869775,-0.018577423,0.30540738,-0.03947612,-0.23092328,-0.25869003,0.080490724117295
0.2109464082098061,0.2210526315789473,0.2011385199240986,0.6382978723404256,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.090989396,-0.21618581,-0.0030751377,0.308906,-0.036622696,-0.22680815,-0.26678097,0.2504488330341113
0.1334093500570125,0.1105263157894736,0.0967741935483871,0.7021276595744681,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.10172349,-0.20660394,-0.019326426,0.31373605,-0.040722102,-0.23554555,-0.2684925,0.0044883303411131
0.1459521094640821,0.2947368421052631,0.1736242884250474,0.6170212765957447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.08511115,-0.17833847,-0.02465913,0.29121,-0.037719164,-0.22456765,-0.23738517,0.367145421903052
0.3192702394526795,0.2131578947368421,0.2884250474383302,0.4893617021276595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.086744174,-0.17604765,-0.019147277,0.2824586,-0.039979644,-0.22159053,-0.23431678,0.0380011968880909
0.2862029646522235,0.3605263157894737,0.3140417457305502,0.4042553191489361,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1095923,-0.23134336,-0.014317226,0.32489172,-0.03802322,-0.23801167,-0.28092477,0.229802513464991
0.169897377423033,0.1368421052631579,0.1366223908918406,0.2765957446808511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.09278105,-0.23686871,0.0017118454,0.32640305,-0.0351629,-0.2312138,-0.28461522,0.0128665469778575
0.3340935005701254,0.3631578947368421,0.3548387096774194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.10104589,-0.2018705,-0.032718204,0.31913722,-0.03935067,-0.24139512,-0.26128262,0.3207660083782166
0.5039908779931584,0.1078947368421052,0.4041745730550284,0.4893617021276595,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0897373,-0.20740601,-0.0057992786,0.30226707,-0.037110023,-0.22506528,-0.25912768,0.1741472172351885
0.7434435575826682,0.3289473684210526,0.683111954459203,0.3829787234042553,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.08824368,-0.17767122,-0.0198724,0.2850847,-0.040231835,-0.22309068,-0.23662005,0.0771992818671454
0.0627137970353477,0.1236842105263157,0.0426944971537001,0.425531914893617,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.08996671,-0.20878711,-0.0053298995,0.30328274,-0.037024103,-0.22531249,-0.26031995,0.0695904932888775
0.3135689851767388,0.5868421052631579,0.4184060721062618,0.9574468085106383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.094380185,-0.26210353,0.009750761,0.34435827,-0.033478007,-0.23688489,-0.30484974,0.827049670855775
0.1972633979475484,0.3131578947368421,0.2229601518026565,0.6382978723404256,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.08280615,-0.16051006,-0.024464708,0.2712507,-0.04173855,-0.21884139,-0.22071977,0.263016157989228
0.1870011402508551,0.8552631578947368,0.4098671726755218,0.2978723404255319,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0891624,-0.17216882,-0.032494206,0.28890142,-0.0426825,-0.2287712,-0.23456581,0.6172950329144224
0.2770809578107183,0.0,0.1764705882352941,0.4893617021276595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.13064942,-0.2723259,-0.016844485,0.37683955,-0.04159283,-0.26556003,-0.33231995,0.1478156792339916
0.1391106043329532,0.4552631578947368,0.2258064516129032,0.9787234042553192,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.097668335,-0.19257039,-0.028814219,0.30721256,-0.04221725,-0.23572175,-0.25560445,0.5248354278874925
0.1106043329532497,0.0842105263157894,0.0683111954459203,0.0212765957446808,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.08796275,-0.17060459,-0.03226329,0.2869824,-0.040967397,-0.22911592,-0.23045327,0.0763016157989228
0.0992018244013683,0.2657894736842105,0.1242884250474383,0.5106382978723404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0997276,-0.19844425,-0.024448957,0.31074992,-0.04139931,-0.23599716,-0.2620534,0.2253141831238779
0.1220068415051311,0.1710526315789473,0.1091081593927893,0.2765957446808511,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.088402316,-0.1700815,-0.0323546,0.28689903,-0.04280433,-0.22795081,-0.23247047,0.1044284859365649
0.0877993158494868,0.1105263157894736,0.0588235294117647,0.574468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.10164227,-0.20361122,-0.023822743,0.315344,-0.041346125,-0.23807676,-0.26681328,0.1107121484141232
0.2417331812998859,0.3,0.2552182163187855,0.6382978723404256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.08423575,-0.15919024,-0.032363504,0.2766441,-0.043405026,-0.22385396,-0.22145556,0.5936564931178935
0.0592930444697833,0.2342105263157894,0.079696394686907,0.2765957446808511,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.089700826,-0.20718652,-0.0058738887,0.30210564,-0.03712368,-0.22502594,-0.2589381,0.0870736086175942
0.1402508551881414,0.2157894736842105,0.1404174573055028,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.08215929,-0.15812433,-0.032450274,0.27473918,-0.042192467,-0.22162001,-0.21995164,0.132555356074207
0.041049030786773,1.0,0.340607210626186,0.2340425531914893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11598714,-0.2480953,-0.0148779005,0.33310652,-0.035642393,-0.2414217,-0.28450304,0.3285457809694793
0.0524515393386545,0.2763157894736842,0.0891840607210626,0.1489361702127659,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07794113,-0.14938194,-0.026639476,0.25610402,-0.04212385,-0.2126957,-0.20545214,0.1166965888689407
0.1311288483466362,0.1184210526315789,0.0977229601518026,0.1914893617021276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.09448423,-0.25854686,0.0070214197,0.3538001,-0.028574646,-0.24110068,-0.30526826,0.0930580490724117
0.1265678449258837,0.3131578947368421,0.1641366223908918,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.094004236,-0.18491969,-0.034283437,0.30139673,-0.04171043,-0.2342043,-0.24664296,0.1250748055056852
0.0433295324971493,0.0657894736842105,0.0056925996204933,0.1914893617021276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.11009851,-0.2771673,-6.8478286e-05,0.374337,-0.029933888,-0.25455427,-0.324846,0.0439856373429084
0.1334093500570125,0.2631578947368421,0.1518026565464895,0.3829787234042553,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07540378,-0.14725405,-0.024707466,0.25591826,-0.04208801,-0.2119401,-0.20636505,0.101735487731897
0.104903078677309,0.1,0.0692599620493358,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.11360803,-0.2428298,-0.020264681,0.3506285,-0.033662785,-0.25180998,-0.29366055,0.056852184320766
0.0786773090079817,0.2421052631578947,0.0986717267552182,0.1914893617021276,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.08945142,-0.20568508,-0.0063841864,0.30100152,-0.03721713,-0.22475716,-0.25764185,0.0843806104129264
0.0684150513112884,0.1763157894736842,0.0664136622390891,0.1914893617021276,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.12565058,-0.27130365,-0.011685137,0.36135566,-0.037788026,-0.25402415,-0.31852585,0.0451825254338719
0.2109464082098061,0.2368421052631578,0.206831119544592,0.6382978723404256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.08945385,-0.18492833,-0.02396983,0.29779345,-0.038044687,-0.22804917,-0.24407889,0.1316576900059844
0.2451539338654504,0.2710526315789474,0.2476280834914611,0.4893617021276595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.091912,-0.17730716,-0.033434305,0.29079416,-0.042333413,-0.22996375,-0.23490377,0.2666068222621185
0.3580387685290764,0.4657894736842105,0.4117647058823529,0.6382978723404256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.09175299,-0.17749909,-0.027915772,0.29237705,-0.04191111,-0.22918499,-0.23998354,0.4622980251346499
0.0376282782212086,0.0631578947368421,0.0,0.4680851063829787,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.08817046,-0.18341696,-0.024544422,0.2970173,-0.03784077,-0.22745597,-0.2420633,0.0308198683423099
0.0741163055872291,0.0947368421052631,0.0417457305502846,0.425531914893617,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.108873606,-0.2818106,0.0050360262,0.3780045,-0.02971292,-0.25402296,-0.33190635,0.0855774985038898
0.104903078677309,0.131578947368421,0.0806451612903225,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.10497418,-0.21758541,-0.021752689,0.33120632,-0.03660093,-0.24281146,-0.27700374,0.026032315978456
0.1003420752565564,0.0921052631578947,0.0626185958254269,0.0212765957446808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.08729081,-0.16814399,-0.026963864,0.27872682,-0.040658765,-0.22572853,-0.2254095,0.0
0.1425313568985176,0.1842105263157894,0.1309297912713472,0.1702127659574468,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.09351994,-0.17853782,-0.032439634,0.28725922,-0.039833497,-0.2298914,-0.22805254,0.0739078396169958
0.5393386545039909,0.5789473684210527,0.603415559772296,0.4468085106382978,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.110342234,-0.22364631,-0.033493448,0.32837093,-0.041846365,-0.24700335,-0.2713663,0.3656493117893477
0.2326111744583808,0.1736842105263158,0.2020872865275142,0.0212765957446808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.09479757,-0.18008819,-0.030338854,0.29306263,-0.044933736,-0.2353029,-0.24206035,0.0020945541591861
0.1482326111744583,0.3578947368421052,0.198292220113852,0.3617021276595745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10790991,-0.21945837,-0.03038026,0.31906402,-0.03837769,-0.24041343,-0.26098582,0.1451226810293237
0.5290763968072976,0.4605263157894737,0.5521821631878557,0.7446808510638298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0860378,-0.16505197,-0.033977948,0.2825872,-0.04300485,-0.22646226,-0.22720452,0.5691202872531418
0.2508551881413911,0.4263157894736842,0.3083491461100569,0.723404255319149,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.09347689,-0.19310549,-0.017003309,0.29764512,-0.039863486,-0.22741975,-0.25207198,0.0365050867743865
0.2485746864310148,0.1736842105263158,0.215370018975332,0.6170212765957447,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.09544103,-0.18688911,-0.029977802,0.3021044,-0.04215366,-0.23373657,-0.24983372,0.0963494913225613
0.4401368301026225,0.4894736842105263,0.4886148007590132,0.7446808510638298,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.12470649,-0.26372415,-0.013972752,0.36498657,-0.041784644,-0.25823104,-0.3231254,0.3836026331538001
0.5245153933865451,0.4447368421052631,0.5426944971537002,0.8085106382978723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.08024335,-0.14913544,-0.034138806,0.26715386,-0.04410895,-0.22022338,-0.21167661,0.2280071813285457
1.0,0.6157894736842106,1.0,0.6170212765957447,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.10803351,-0.22408444,-0.017023265,0.32943958,-0.040641844,-0.24173869,-0.28577942,1.0
