size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,effort_D
0.5160601,0.6015537,0.18245342,0.17342623,0.11141306,0.10459781,0.14728642,0.33504593,0.4512451,0.09371555,0.046759307,0.50357926,0.08235964,0.08435273,0.29339984,0.40051442,0.47970355,0.15231061,0.124530196,0.16497211,0.09571338,0.107552946,0.08654055,0.12208556,0.22009364,0.2679744,0.17608902,0.15887205,0.11524266,0.14856717,0.75300467
0.39740676,0.4289019,0.29531047,0.25860035,0.22316366,0.22805458,0.20128047,0.29853055,0.4595284,0.23918757,0.19319591,0.3957635,0.33640277,0.20058092,0.44613642,0.2962274,0.38626444,0.2468844,0.14260098,0.1369587,0.27332103,0.08372617,0.25628334,0.21710981,0.24489391,0.34771088,0.23117933,0.28896767,0.11370239,0.24988016,0.614655
0.4784333,0.5795179,0.11411762,0.123671904,0.05125606,0.060845792,0.09236318,0.2914775,0.4161691,0.037455708,0.028755665,0.4765439,0.07255077,0.021259606,0.31488344,0.37984014,0.46019563,0.055094182,0.040061563,0.094808206,0.03626898,0.055728495,0.09115642,0.068397686,0.16914535,0.30217636,0.13286081,0.12199949,0.04772404,0.09218851,0.8245248
0.3399933,0.4361308,0.15105036,0.19527139,0.07601315,0.07603675,0.07506487,0.24094231,0.37929028,0.124042004,0.1459997,0.34063548,0.1764,0.11614713,0.4600821,0.26203114,0.3842128,0.08631343,0.06314808,0.03791085,0.07483947,0.02207619,0.21320957,0.11104293,0.13643669,0.4008256,0.13327387,0.16780852,0.017994672,0.13973585,0.7091522
0.60962665,0.64588666,0.37894616,0.32854944,0.321634,0.28207523,0.33741027,0.4659434,0.50712705,0.28628603,0.11271462,0.5612261,0.17415252,0.25424358,0.27367318,0.4915285,0.56248,0.4189102,0.36588296,0.36740488,0.26855314,0.3207696,0.10351673,0.24103804,0.35831404,0.21660954,0.3015879,0.261064,0.33340564,0.35209313,0.5823534
0.41325867,0.52096695,0.113587916,0.13749106,0.05436617,0.09399414,0.08578524,0.22801684,0.36159822,0.06416172,0.087554455,0.38892865,0.10939938,0.02764088,0.3828454,0.30714703,0.4508185,0.047478616,0.04147303,0.045708805,0.026366353,0.05803871,0.13365108,0.048580542,0.12628457,0.36534393,0.1023654,0.10020122,0.03510201,0.14552799,0.7661723
0.21013509,0.33619964,0.3622345,0.34815603,0.35374326,0.38265467,0.30224037,0.12542172,0.2131257,0.34593943,0.41601002,0.16887684,0.40358788,0.3277574,0.6422396,0.19758777,0.4255669,0.31623882,0.24408749,0.048501685,0.2767635,0.18734348,0.45827934,0.18328096,0.10275565,0.6315311,0.14705876,0.18645252,0.115528524,0.3989142,0.5443641
0.36896563,0.34181267,0.41670987,0.39166903,0.22418767,0.16225076,0.13045609,0.4415726,0.5462484,0.38787457,0.24322975,0.46629983,0.4033078,0.3710766,0.49892044,0.26276377,0.23899357,0.3851592,0.21743992,0.18787922,0.38096648,0.022665083,0.3515518,0.4545318,0.40725496,0.29524636,0.40213913,0.49746698,0.10660109,0.15652597,0.66176605
0.3406785,0.4365199,0.17983237,0.1985537,0.109624326,0.12654471,0.11189377,0.19542374,0.33171117,0.1397709,0.17124796,0.302993,0.18191653,0.121178865,0.46048388,0.24745996,0.41600338,0.10578203,0.08329159,0.03790039,0.06944823,0.047123194,0.22091767,0.069552734,0.10558818,0.4432371,0.12037676,0.12347309,0.037294835,0.1731219,0.6812769
0.85001993,0.87806064,0.5392755,0.48114747,0.603304,0.5704897,0.694355,0.7550657,0.6270145,0.45980284,0.111729056,0.83423805,0.15341124,0.36965075,0.07864018,0.78831255,0.8227236,0.68634546,0.7042489,0.7084967,0.40968502,0.68679273,0.04055947,0.39255422,0.53099835,0.08311013,0.48088294,0.4121852,0.7072643,0.7027167,0.75407404
0.42740953,0.5145951,0.19143292,0.14918603,0.107919276,0.13586485,0.12893707,0.26570144,0.4098789,0.12440613,0.11002901,0.4235163,0.1659548,0.080423415,0.36304098,0.30274296,0.4477713,0.1359142,0.08970192,0.09969209,0.088162124,0.07202202,0.14193326,0.079266444,0.15285495,0.34254175,0.15547991,0.11893764,0.074629545,0.15252203,0.7076705
0.67990667,0.6204149,0.44693908,0.46189815,0.29805988,0.22029471,0.33551025,0.6392092,0.65016043,0.31352994,0.09190637,0.67429423,0.18613255,0.30184212,0.24425358,0.6504784,0.501063,0.456127,0.38312688,0.46491992,0.27446812,0.33650696,0.11756104,0.38764924,0.5148313,0.13251929,0.47913152,0.3872,0.36299452,0.33868662,0.847995
0.4424187,0.4881168,0.2377244,0.1913041,0.16715187,0.17016435,0.16823262,0.31761423,0.46686196,0.15850815,0.11661503,0.4605915,0.2666884,0.12583685,0.37313408,0.36709958,0.4088569,0.1845448,0.10193345,0.14126103,0.2023992,0.077025115,0.1790596,0.157605,0.23985308,0.30941874,0.2177167,0.23107423,0.09738624,0.1807343,0.71437407
0.5716607,0.5807848,0.23761025,0.27818453,0.1595174,0.09007454,0.18811005,0.45502645,0.5513876,0.13430193,0.03790933,0.53604233,0.120657146,0.15026078,0.2838022,0.4791163,0.45973858,0.21571666,0.18387243,0.28205734,0.15904331,0.16302305,0.10029483,0.23050664,0.33507648,0.21129592,0.2948226,0.23667352,0.19506457,0.1950554,0.7983986
0.24568191,0.34283248,0.31022432,0.29647297,0.28311467,0.30418313,0.2391904,0.11897767,0.2481068,0.28855422,0.343422,0.23877087,0.3335079,0.2746068,0.5784215,0.17224923,0.42263138,0.25221747,0.19316086,0.03778164,0.2242232,0.118697286,0.37908122,0.16649978,0.09276095,0.5670332,0.14264971,0.16234396,0.08470225,0.33947626,0.5145545
0.408866,0.5090752,0.113280624,0.12766789,0.047744215,0.075449765,0.071219146,0.22638075,0.37535325,0.063183695,0.081147045,0.40885168,0.12536529,0.03779027,0.38404274,0.30583775,0.43282497,0.053898215,0.027362496,0.029294848,0.044022977,0.036707163,0.14705706,0.056951508,0.13678934,0.36033177,0.11120962,0.11408365,0.017586768,0.10900694,0.760275
0.48357862,0.5299764,0.18423173,0.1889327,0.11694312,0.10216576,0.13922298,0.33171624,0.47455484,0.10060912,0.060474098,0.45648202,0.1651712,0.08834553,0.3376323,0.3882888,0.4251237,0.1277023,0.08033177,0.15378304,0.13389295,0.06675887,0.12992322,0.13792951,0.23391294,0.28638077,0.20134154,0.19364764,0.09508914,0.14919361,0.7610699
0.5996019,0.7186777,0.29706147,0.22019027,0.32146662,0.38247567,0.42079258,0.4594839,0.48048425,0.24326703,0.10427794,0.6384801,0.066437036,0.18858221,0.1877448,0.5139338,0.6872525,0.35960454,0.38150033,0.36381745,0.18054825,0.35765535,0.05208534,0.17673613,0.262802,0.21698293,0.2316615,0.1352428,0.4131054,0.4854025,0.6445136
0.31764185,0.5011,0.1166105,0.16600879,0.17138314,0.32992363,0.22723621,0.26423815,0.33162552,0.11843929,0.18815562,0.3498085,0.19327712,0.08449578,0.47486472,0.37523597,0.53243816,0.105650544,0.1679399,0.08450338,0.1211856,0.23482561,0.23829165,0.09345941,0.061011165,0.47500747,0.04022958,0.15055667,0.13208333,0.3595442,0.76089525
0.2894389,0.21430472,0.5836419,0.53910464,0.452038,0.34238786,0.33186942,0.4466825,0.55750746,0.57222795,0.395617,0.33607998,0.60581076,0.56879675,0.6037092,0.23444913,0.22539525,0.55880725,0.330604,0.28201127,0.5934314,0.11814511,0.5421169,0.5746353,0.42123958,0.39143163,0.49020404,0.5893183,0.22350866,0.30793092,0.41755557
0.50645804,0.59084904,0.12565607,0.16457467,0.043086648,0.034329176,0.10024825,0.35645717,0.46699584,0.042210132,0.010174841,0.5105957,0.06970522,0.048749536,0.29821616,0.42317742,0.45157927,0.101635575,0.07556489,0.1430103,0.04195696,0.094684005,0.067001194,0.122115985,0.23761651,0.25166002,0.1821351,0.14829586,0.08032051,0.09900814,0.86171824
0.64629745,0.6961005,0.30258104,0.2714852,0.22856301,0.20571744,0.29374725,0.49334213,0.5124035,0.20037505,0.03799191,0.62348735,0.059507012,0.14478731,0.19223697,0.54267764,0.59098583,0.31370687,0.31404945,0.3518982,0.1391958,0.28213346,0.03596787,0.18134262,0.32657304,0.18436371,0.28453282,0.20449542,0.30638853,0.29055664,0.81001145
0.42621863,0.480277,0.21470973,0.21967696,0.13500673,0.12807977,0.1430592,0.3225337,0.4901845,0.1558381,0.11578357,0.41197386,0.22718897,0.13280311,0.4104934,0.34843993,0.3923513,0.1489684,0.07945272,0.13870238,0.18399447,0.05610013,0.1960854,0.17801444,0.22715044,0.32680964,0.20834017,0.2455249,0.07912755,0.19132897,0.7066766
0.38406447,0.51265824,0.07276943,0.08691794,0.048162222,0.11452329,0.08143771,0.18858871,0.36065003,0.02730313,0.09517068,0.37707174,0.09711164,0.021175325,0.37797043,0.27727982,0.45919877,0.028340727,0.03776914,0.023685172,0.007873148,0.026105464,0.13649502,0.0050623417,0.08224346,0.37673655,0.06157004,0.048091456,0.029775172,0.16546077,0.69881815
0.49968123,0.46700522,0.36401525,0.3680783,0.24784815,0.18662411,0.23867506,0.45976564,0.5850954,0.26832232,0.1428363,0.45231658,0.29904842,0.26770595,0.40238428,0.4200466,0.37120956,0.31203693,0.20319149,0.28186202,0.31179768,0.15026265,0.24040505,0.35435236,0.36655277,0.27342528,0.37444663,0.39415133,0.19527596,0.23335293,0.70141757
0.39094886,0.42580646,0.32434198,0.24721225,0.107572615,0.119074285,0.065374404,0.36536843,0.40863192,0.27339962,0.16331059,0.48559108,0.2665053,0.21506545,0.40510082,0.2682041,0.33144927,0.26092666,0.16547185,0.091982394,0.19003129,0.019309223,0.20707843,0.24010216,0.28361702,0.3011349,0.27060062,0.27546692,0.06028703,0.050825566,0.7473067
0.32223806,0.4303909,0.21249357,0.2336029,0.13492823,0.16394329,0.13880599,0.17190376,0.28656942,0.15983358,0.21166646,0.26143628,0.19877487,0.14504457,0.51231277,0.2488735,0.421853,0.123981714,0.109532475,0.02026476,0.0777809,0.0587883,0.26255304,0.081357405,0.08803743,0.49832708,0.113158025,0.13183689,0.03604999,0.21981063,0.6851231
0.49851894,0.5827308,0.13979188,0.15363578,0.08782178,0.08561045,0.12566042,0.3214869,0.43602338,0.06384137,0.03824526,0.4876823,0.0974015,0.046321005,0.30016905,0.39752668,0.4646123,0.10384458,0.08254561,0.13651161,0.06468704,0.087812364,0.08568473,0.08680917,0.2027787,0.27866974,0.16254902,0.14395161,0.08406022,0.13043833,0.81051713
0.45711306,0.56564677,0.10364127,0.10546894,0.054538727,0.07823473,0.09393132,0.26914856,0.4130815,0.03351745,0.043361455,0.46614003,0.090361774,0.018615037,0.32352585,0.36361986,0.45797414,0.05185324,0.032255203,0.07938187,0.03988591,0.059296846,0.098543525,0.054423884,0.15800449,0.3131476,0.122090764,0.11117825,0.041965604,0.10533348,0.80528134
0.30555677,0.36186367,0.21132657,0.26743495,0.17924958,0.16345608,0.17172241,0.22419387,0.36867958,0.18447605,0.2116394,0.26444045,0.27184105,0.20782343,0.524642,0.24904475,0.3744743,0.15903676,0.10407218,0.065866694,0.18500817,0.054167926,0.31147352,0.18045627,0.15061623,0.45402834,0.1677154,0.23102449,0.072791874,0.22267243,0.6170269
0.59240913,0.7048992,0.20088527,0.16804375,0.20846975,0.21210366,0.27295017,0.41922992,0.48763135,0.13589934,0.030696005,0.610173,0.049423724,0.117361605,0.18600327,0.461847,0.58904314,0.22545916,0.24292514,0.28104752,0.11868477,0.22874212,0.024409875,0.1297927,0.23791978,0.20261237,0.20296127,0.14939435,0.26889625,0.2806804,0.78888875
0.5052406,0.613165,0.16225347,0.13901533,0.12129164,0.1263606,0.16486734,0.32795954,0.44048274,0.0833981,0.042399526,0.51549363,0.0738692,0.066097766,0.27175173,0.3729536,0.50366384,0.13387531,0.12620321,0.16266699,0.0853672,0.11803949,0.07102911,0.090715006,0.17577603,0.27287015,0.1546272,0.11375019,0.13627967,0.17181751,0.7820798
0.44526106,0.4423775,0.28618625,0.33209503,0.21092665,0.15705752,0.1796925,0.3465144,0.49519667,0.25134316,0.16794506,0.37763423,0.26241526,0.22328392,0.46387878,0.32195693,0.37628406,0.23698592,0.15403807,0.19322662,0.24893618,0.093389034,0.2382797,0.26974374,0.26953796,0.3390739,0.26020828,0.34643102,0.12707481,0.2554069,0.6746701
0.461825,0.53818697,0.16684827,0.15294956,0.09198624,0.10339427,0.11063057,0.2774537,0.40612948,0.09859803,0.07475838,0.46436557,0.117963284,0.06961805,0.34373444,0.34143254,0.45304555,0.117376626,0.07604706,0.094571665,0.08923197,0.061809838,0.12293041,0.10283594,0.18418321,0.31586045,0.14458328,0.14926226,0.06541249,0.12548846,0.7497767
0.44450295,0.51556724,0.18503037,0.15289848,0.03460735,0.05538392,0.041458547,0.30360687,0.40903613,0.11131266,0.078339726,0.45587736,0.13836497,0.06573415,0.36125293,0.33038175,0.39893788,0.105712056,0.06439865,0.060924098,0.033501416,0.02475667,0.11263251,0.09865393,0.20500302,0.30371603,0.17459589,0.1524596,0.0090321,0.04811406,0.8522853
0.46677744,0.57288307,0.10464656,0.12114595,0.044087946,0.058514357,0.08601907,0.27872548,0.4068117,0.03252983,0.033505857,0.4580683,0.074068815,0.019277722,0.32814112,0.3685044,0.45786488,0.042994857,0.030010581,0.08286066,0.030019224,0.051696956,0.09727129,0.06073065,0.15698794,0.31572926,0.12433583,0.1187688,0.037307948,0.09437609,0.8231596
0.4517722,0.4429875,0.33129534,0.3427089,0.08881348,0.04006082,0.04618126,0.48489946,0.5721675,0.26596203,0.14133817,0.57951546,0.2567018,0.26949367,0.4232645,0.3902462,0.27316728,0.3031271,0.1737046,0.16709672,0.22285014,0.07653761,0.22331464,0.3973776,0.41274908,0.23701869,0.37359625,0.4477452,0.059549063,0.065843046,0.82053494
0.40755326,0.4269548,0.31049648,0.30122554,0.23818415,0.2223053,0.23104471,0.34985572,0.5034212,0.24216321,0.18810531,0.3661871,0.331505,0.22954997,0.4587093,0.32018298,0.37942368,0.25674355,0.16093725,0.18646325,0.30161017,0.121751785,0.27132916,0.26775295,0.25926587,0.3557222,0.26702648,0.30263186,0.14044386,0.24533477,0.60769784
0.47401854,0.58990365,0.11398399,0.1088071,0.075176656,0.106148005,0.122179985,0.2796952,0.41479492,0.040583402,0.040442944,0.47638226,0.077928394,0.024257869,0.2978931,0.3710162,0.47864747,0.074184,0.06285873,0.105140105,0.047163993,0.07295716,0.08761744,0.051759884,0.16298562,0.2997352,0.12622285,0.10494819,0.076847404,0.12367651,0.79607195
0.44488207,0.55020696,0.088024795,0.10409559,0.020787776,0.040846765,0.06030044,0.2678089,0.41183415,0.029485017,0.036441028,0.4491691,0.08913499,0.0080756545,0.34537253,0.3609528,0.4395134,0.020409703,0.0014448166,0.057637542,0.02317816,0.034009755,0.10847795,0.057363197,0.15186471,0.3236486,0.11521987,0.11587022,0.01027143,0.08090055,0.82105494
0.57246286,0.37394622,0.6806283,0.6990017,0.40068972,0.24011177,0.33394605,0.7406095,0.8620468,0.5524211,0.27060145,0.59608114,0.4903105,0.59303904,0.4722935,0.6358307,0.22784877,0.64082205,0.40608892,0.52187467,0.57122976,0.27465343,0.4048418,0.75856787,0.7426311,0.17575243,0.7284573,0.7269274,0.3444923,0.36464503,0.6804586
0.40561527,0.5129455,0.094558716,0.119359836,0.03929627,0.06559849,0.07024711,0.23572767,0.38985595,0.053040564,0.07469702,0.3986247,0.120545805,0.028987408,0.38006356,0.3193317,0.43162042,0.028725922,0.011703551,0.04147996,0.033096403,0.024850905,0.13562694,0.042584345,0.12724759,0.35708308,0.10397916,0.102373734,0.0124273,0.107130855,0.76973504
0.75746894,0.74983317,0.44779631,0.4177336,0.40532428,0.33573276,0.45915484,0.63425577,0.58924234,0.3277659,0.066476375,0.7076322,0.13381785,0.27076975,0.15915239,0.67417884,0.6601383,0.50113815,0.4939008,0.54120255,0.28346235,0.45450103,0.052074403,0.31210262,0.46281168,0.13190651,0.4157626,0.3258959,0.47844175,0.4428235,0.79565156
0.44258028,0.5487132,0.101097494,0.11718054,0.036159694,0.050346494,0.06963804,0.2780021,0.41998157,0.045387477,0.04477465,0.449922,0.097007364,0.020592064,0.3511341,0.36188084,0.43860567,0.034895986,0.011583418,0.069407806,0.04166144,0.04169607,0.115263194,0.07376115,0.15967295,0.3230369,0.122969456,0.1314744,0.016991049,0.0944418,0.81233954
0.33393174,0.38034785,0.3350983,0.24797253,0.27583677,0.2829333,0.24626338,0.25874218,0.3826211,0.29664573,0.25802857,0.34483272,0.36562747,0.2431188,0.46323287,0.23528837,0.4073705,0.2851267,0.19069898,0.12918432,0.30074847,0.13365585,0.29705483,0.19505192,0.17841437,0.41576797,0.21488684,0.18956192,0.13989043,0.24127534,0.51344323
0.41991937,0.5044343,0.15107241,0.15545894,0.06689888,0.073949754,0.09080914,0.2785077,0.42110968,0.09421167,0.084688485,0.4152602,0.14940459,0.07159126,0.3697636,0.3163582,0.41809604,0.08938879,0.053944886,0.08338642,0.093799055,0.050114214,0.14677003,0.10595794,0.17227647,0.32915562,0.15110242,0.13369435,0.04691142,0.11152375,0.74157315
0.40951467,0.39333874,0.4259089,0.4048416,0.20362276,0.1495189,0.15320098,0.4621867,0.57907426,0.3627564,0.23239398,0.52734214,0.33714116,0.367497,0.45937634,0.34105897,0.29043177,0.40388995,0.25371817,0.22137849,0.36084485,0.1400255,0.29547095,0.432209,0.41324732,0.27258226,0.4074356,0.44850135,0.14488545,0.19385847,0.61780906
0.41631824,0.47094858,0.25022277,0.19965376,0.16206932,0.17203718,0.16260761,0.30235836,0.47046068,0.18315426,0.15117475,0.43329287,0.23562828,0.15747932,0.40648198,0.33919176,0.40784454,0.19274682,0.10807493,0.12523858,0.21571255,0.077126324,0.21160662,0.18039338,0.23013654,0.33802897,0.20147833,0.2300667,0.08895701,0.1916627,0.62856543
0.18430117,0.2788579,0.46898386,0.43861777,0.4580019,0.45138687,0.37901086,0.09556233,0.16038996,0.45237604,0.52961195,0.13016462,0.4790787,0.4530228,0.71091145,0.1573763,0.41328743,0.41509682,0.31629404,0.054698214,0.3634674,0.22528994,0.56744516,0.23787604,0.12574802,0.71948826,0.19925192,0.23770927,0.14868966,0.480876,0.43191987
0.41557,0.43804368,0.25071928,0.24643569,0.08996475,0.06085515,0.062303603,0.3714822,0.51763505,0.19177112,0.107311934,0.4707535,0.25051618,0.17825449,0.4082998,0.32876122,0.30696294,0.18936902,0.09362364,0.12797849,0.17172807,0.011396587,0.20545247,0.24835826,0.30398354,0.27858096,0.27929807,0.3143813,0.05089894,0.080075026,0.76632255
0.42382732,0.42634267,0.28956214,0.2945963,0.19769353,0.16888386,0.19320732,0.36560863,0.5410123,0.2283096,0.15608361,0.38877293,0.31260222,0.2199476,0.44775867,0.3495477,0.35540047,0.22989458,0.12530485,0.18520834,0.2868908,0.07372159,0.26060575,0.27284443,0.29004452,0.32775295,0.28024304,0.33528703,0.12455347,0.23453829,0.64114153
0.48458374,0.31200525,0.62042475,0.6358246,0.366718,0.22613978,0.27471614,0.674161,0.8277856,0.5364444,0.27811426,0.53832173,0.5407333,0.5578673,0.5281167,0.5284143,0.16109908,0.5714953,0.32461914,0.4182933,0.5726847,0.13802975,0.467315,0.7457912,0.6853093,0.23217928,0.6756163,0.7901629,0.24757299,0.26877114,0.68386054
0.33211285,0.41085872,0.41208228,0.24437775,0.3497997,0.39736158,0.29736787,0.20333077,0.30703357,0.36124054,0.3378728,0.3228028,0.37981474,0.2811416,0.4908135,0.17719227,0.4637577,0.35019022,0.2678772,0.12353076,0.34491837,0.18973029,0.31835622,0.17895924,0.121581376,0.49230954,0.17236146,0.11778468,0.17232999,0.348479,0.42510217
0.28675234,0.31477734,0.3303688,0.3285854,0.28794605,0.25251615,0.24812245,0.24735248,0.37268797,0.3158135,0.29424804,0.2672609,0.3604657,0.3163205,0.5485494,0.20770851,0.37144843,0.28656924,0.1921499,0.118239865,0.32075757,0.12130284,0.37936673,0.2624274,0.18265602,0.4737166,0.22432703,0.25744087,0.12833482,0.2763075,0.5078545
0.68736565,0.75587374,0.3170928,0.300615,0.32328707,0.29553246,0.39824355,0.55359524,0.5466228,0.24028108,0.038983256,0.68241256,0.07025853,0.19707987,0.1498103,0.59049886,0.65930307,0.37582052,0.3935791,0.43303466,0.19701552,0.37786072,0.021816492,0.23155154,0.35629246,0.15167393,0.30970693,0.23887794,0.4077628,0.4014111,0.79477763
0.8457173,0.8310267,0.6327326,0.53257555,0.6429895,0.579922,0.6974623,0.7318268,0.64070904,0.51633155,0.159226,0.7857201,0.2169717,0.44200364,0.123896435,0.756702,0.7733732,0.7662473,0.7256409,0.7197112,0.49077362,0.68177104,0.08792496,0.4211492,0.5875726,0.09310169,0.5274552,0.43732446,0.7085248,0.7000488,0.602366
0.44216907,0.48558712,0.28595677,0.22614028,0.12893695,0.1284225,0.13240415,0.36288267,0.46040198,0.20963427,0.12315974,0.47849566,0.209822,0.16120076,0.3478822,0.3345726,0.39790523,0.2280876,0.14952648,0.14772455,0.19438326,0.09156513,0.16972324,0.19942127,0.25491866,0.2894047,0.2511936,0.19406061,0.1106132,0.11057788,0.726049
0.46327227,0.55574656,0.13696793,0.1449698,0.03893304,0.06231624,0.07242066,0.27867776,0.40897822,0.056585968,0.053365022,0.43302345,0.07799339,0.02924344,0.34163952,0.35474235,0.43783796,0.06964558,0.036987484,0.08579697,0.025092602,0.041115284,0.09749636,0.053858742,0.17142743,0.31865293,0.14046061,0.11625156,0.030647427,0.10128331,0.814111
0.24752113,0.3497467,0.32566527,0.32259822,0.2696743,0.28415263,0.23222435,0.17920059,0.29006565,0.3085141,0.35863537,0.23446727,0.35165548,0.29696998,0.6129904,0.2000519,0.3875637,0.2704903,0.2009848,0.041641995,0.24322313,0.104310155,0.39887753,0.20298694,0.14774017,0.55121934,0.16411391,0.23036726,0.08052057,0.33657512,0.5185219
0.47820324,0.59216076,0.12328479,0.11277296,0.06278646,0.090828955,0.10653868,0.28788593,0.40512195,0.04743597,0.0499973,0.47223738,0.07488778,0.02231437,0.3133601,0.3712945,0.4736958,0.073102355,0.06394273,0.09212667,0.036165178,0.07735902,0.08263467,0.05762489,0.16180131,0.3084957,0.12661031,0.105225146,0.059783638,0.11236355,0.81107986
0.85098886,0.8081064,0.5644647,0.55887216,0.6037916,0.52419597,0.6834316,0.80590606,0.70597506,0.4890819,0.12767038,0.7898854,0.21218976,0.39799634,0.13091137,0.8165842,0.75498563,0.6794107,0.68319166,0.7424721,0.45676386,0.67582285,0.0874079,0.43134058,0.5853902,0.07947771,0.5491139,0.47999597,0.69912255,0.7110883,0.73770213
0.49204367,0.5851067,0.1228075,0.13990285,0.05547005,0.06059009,0.101016015,0.30251673,0.415155,0.04422602,0.029058784,0.47897965,0.05994007,0.028191537,0.30327815,0.38455403,0.46763337,0.070506215,0.060138136,0.11345212,0.03202188,0.062234223,0.08195318,0.07102533,0.17446303,0.2921899,0.14143094,0.12735516,0.06667116,0.09982541,0.8261283
0.46674317,0.6078781,0.061915636,0.08660959,0.060868442,0.110993266,0.1275208,0.28572935,0.3970643,0.01467225,0.024625093,0.47554773,0.027405143,0.013476193,0.2810229,0.36583942,0.52050245,0.04338163,0.07661736,0.10770361,0.0,0.086298466,0.06188026,0.029188454,0.11473894,0.30201846,0.0887313,0.08361319,0.09745538,0.17068595,0.81749713
0.39763105,0.48056376,0.18364957,0.19209732,0.0964821,0.0918892,0.0975388,0.29710066,0.43653402,0.13688377,0.112612545,0.41269368,0.19684768,0.10732332,0.401622,0.31331515,0.39233634,0.12082183,0.076876104,0.095880404,0.115608335,0.04182571,0.18057004,0.13854216,0.19690067,0.33076286,0.17512304,0.18894048,0.047319293,0.14165297,0.7302607
