AFP,Input,Output,Enquiry,File,Added,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Effort
0.008029427,0.00737893,0.027579384,0.06367886,0.009387122,0.00757464,0.2502859,0.21677203,0.22005892,0.21542302,0.027836213,0.06289858,0.55931586,0.8472241,0.8603009,0.8651403,0.91614836,0.1946183,0.09437196,0.06436935,0.055604834
0.007131569,0.0037188008,0.037267342,-7.084198e-05,0.023938775,0.01531465,0.25187632,0.20688519,0.2168103,0.20213728,0.17364118,0.095371544,0.53737634,0.873343,0.85528386,0.88480747,0.9207145,0.17423117,0.082099244,0.05644887,0.08486557
-0.0011126623,0.0043526515,0.0040505007,-0.017760783,0.01272728,0.0038957745,0.22574432,0.18129888,0.21618783,0.19394135,0.05126168,0.030207176,0.6488838,0.7310418,0.8841075,0.75378805,0.87164634,0.35551918,0.17129502,0.07308354,0.017110925
0.007093844,0.0076623578,0.044089474,0.041346893,0.00898886,0.014014469,0.2998869,0.25891703,0.26779085,0.25971457,0.057163797,0.07932174,0.5444612,0.8910795,0.85620224,0.9040228,0.9362735,0.15730113,0.080926806,0.0629746,0.06616104
0.016218062,0.015490143,0.06664847,0.0329703,0.019518841,0.02798883,0.023862261,0.00912118,0.026195645,0.017983569,0.043354288,0.032555696,0.6537957,0.7269315,0.8958873,0.75642693,0.8584274,0.3617061,0.18477932,0.090397455,0.022144493
0.01520306,0.010584127,0.056333646,0.055253293,0.008025489,0.01975366,0.14092445,0.10612808,0.12466282,0.11072367,0.11636036,0.09989653,0.5189559,0.9750454,0.83482873,0.9722535,1.007074,0.08112267,0.05797741,0.07228894,0.08136265
0.07620354,0.074938774,0.11165205,0.22286306,0.0789321,0.06651696,0.030058483,0.017029095,0.08284044,0.07638902,0.17273846,0.20543116,0.53228587,0.8921838,0.81962734,0.90903914,0.95277447,0.14150552,0.08912824,0.07635183,0.15648337
0.05253306,0.034486823,0.118735224,0.21295474,0.046921868,0.07535236,0.07292054,0.06979586,0.07459937,0.079250135,0.10877561,0.09138431,0.6314716,0.78183025,0.8716297,0.79401577,0.9033831,0.3040419,0.16813362,0.09651065,0.07561058
0.0057921186,0.0012843944,0.064395085,-0.013182244,0.003692083,0.008857159,0.08382678,0.042569105,0.07332433,0.04438767,0.10812854,0.026971117,0.5647251,0.89047986,0.851515,0.9083847,0.9574174,0.14818925,0.07475811,0.06737723,0.024027228
0.032831233,0.022999544,0.10731272,0.055576425,0.048992135,0.039425448,0.0733547,0.052414503,0.07941303,0.0717257,0.10526972,0.10025048,0.60676277,0.778044,0.86951786,0.8121747,0.8702994,0.28224707,0.13761279,0.07209443,0.079917416
0.012704214,0.012185769,0.1055772,-0.00448143,0.001212256,0.019753205,0.0076495446,-0.01409054,0.004264458,-0.0128209945,0.034435444,0.04561226,0.59690917,0.8768171,0.88251144,0.8930501,0.9525828,0.18506987,0.109446585,0.08891264,0.039392386
0.023181723,0.020200541,0.11560716,0.0045601334,-0.0010849093,0.020986332,0.032172743,-0.0038356949,-0.0020413094,-0.028061617,0.16412714,0.018627921,0.6033575,0.9045106,0.8636795,0.9190495,0.98144096,0.13900456,0.08285522,0.08836393,0.026580729
0.03845829,0.023043655,0.12145983,0.15496661,0.022257406,0.047816306,0.075443886,0.060434256,0.05709064,0.05152501,0.087884195,0.05997269,0.55542964,0.919039,0.8364182,0.9256292,0.96754485,0.13889799,0.08557701,0.0801351,0.052364197
0.012382251,0.008204183,0.03515944,0.037942387,0.02981234,0.01670816,0.114585996,0.09495409,0.09152984,0.09013378,0.07789608,0.050873853,0.54575765,0.86566395,0.8580674,0.8850784,0.9208959,0.18102092,0.08265902,0.05574639,0.043504547
0.0077941334,-0.0053414404,0.040238965,0.08535568,0.024521843,0.014144497,0.2739086,0.24859115,0.23483452,0.2372969,0.09403401,0.14001979,0.56817764,0.8664477,0.82827854,0.8869376,0.93480736,0.18789895,0.10495429,0.07704625,0.11891101
0.016815316,0.0073509943,0.10024784,0.019089745,0.010187591,0.029678414,0.13698894,0.10681382,0.1286583,0.116181314,0.07131088,0.084808916,0.5841527,0.809428,0.88143945,0.8351693,0.9016606,0.24619362,0.11246491,0.06328395,0.07089247
0.01996694,0.022596952,0.050823018,0.066213846,0.030678902,0.013300935,0.13921797,0.10949749,0.1465025,0.13689145,0.09603002,0.105458625,0.5908909,0.76011753,0.84177166,0.7799709,0.84776086,0.2745706,0.14378075,0.07799243,0.08318208
0.0006273929,0.0008766204,0.035467766,0.03248714,0.006315944,0.002025647,0.25862166,0.2228886,0.23497912,0.22365446,0.0011989251,0.055489764,0.65186834,0.69078946,0.8639914,0.733138,0.8304441,0.36809787,0.18173568,0.07820666,0.03743829
0.002769854,0.0025881715,0.02557921,0.035639774,0.019736972,0.0045545716,0.13615324,0.10908048,0.12248434,0.11025758,0.10509949,0.05309395,0.64656734,0.7352166,0.89060813,0.76293963,0.86552584,0.3528137,0.1773504,0.07942562,0.03417355
0.015715886,0.014068091,0.009840246,0.07733414,0.027901161,0.024100857,0.094839215,0.07082608,0.082991384,0.069565065,0.11437196,0.036433425,0.57413733,0.84894335,0.86467373,0.86323416,0.92722595,0.20845595,0.10477303,0.07271757,0.033183627
0.0064944793,0.008635867,0.024037935,0.036513664,0.013822301,0.0117132645,0.060184646,0.0415912,0.056682542,0.0496552,0.03533999,0.013173432,0.5782213,0.85657656,0.87080663,0.8767165,0.92713785,0.20600575,0.108235426,0.074182816,0.0066646915
0.007814122,0.0053487606,-0.0217711,0.075884804,0.042403385,0.015428606,0.06465688,0.047114316,0.05599986,0.04798366,0.031632677,0.031073287,0.64664084,0.7605106,0.89422303,0.7860209,0.8879505,0.32353577,0.16424036,0.08468283,0.02039621
0.029434187,0.021816505,0.03473965,0.09614243,0.04127474,0.02147236,0.05481417,0.043553602,0.06302039,0.062081255,-0.0015798137,0.0817373,0.6828957,0.6818472,0.9049494,0.71006566,0.8535018,0.41101733,0.20301183,0.088856116,0.059952084
0.012071835,0.013798101,0.017406635,0.046974413,0.030897748,0.019674221,0.10832175,0.08455464,0.09958759,0.09115024,0.045848146,0.056070127,0.5809362,0.82601213,0.8568686,0.8448135,0.90556085,0.2307206,0.11798908,0.07091735,0.043204714
0.01243619,0.002228953,0.057971105,0.024117343,0.030043066,0.022584202,0.09755931,0.06498568,0.07947677,0.063964725,0.10653754,0.039730266,0.5542443,0.8878556,0.8351976,0.90514636,0.94482094,0.1642217,0.08194732,0.06470907,0.03376474
0.0035538115,0.010121202,0.00799901,0.01581527,0.028495517,0.022424472,0.08469369,0.06380013,0.08550258,0.07165769,0.08306426,0.016885158,0.6206388,0.82955384,0.89454633,0.85136586,0.9346408,0.28037307,0.13508347,0.07277825,0.008684253
0.00679587,0.013683036,0.026011959,-0.018216845,0.013164039,0.014467018,0.0891381,0.0663133,0.08728295,0.079053625,0.0804815,0.037819117,0.6768256,0.67446077,0.90986603,0.71628714,0.8392777,0.43086794,0.2038152,0.08261916,0.025159843
0.004455887,0.012264745,0.002529882,0.018338244,0.032882318,0.016713029,0.16151696,0.1246043,0.14482966,0.12558317,0.10336145,0.034197513,0.5740919,0.84278774,0.8663603,0.8637645,0.91862684,0.21483207,0.103307396,0.06336927,0.027544212
0.0027840063,0.0019241162,0.05926231,0.0200186,0.013021384,0.0065230876,0.119426064,0.09033327,0.11358859,0.097582996,0.07032952,0.057840694,0.59955895,0.7870261,0.8668801,0.8174175,0.87741536,0.27175543,0.13015106,0.06990467,0.0469683
0.006568009,0.014887871,0.030558689,-0.0018032687,0.020246636,0.006456867,0.16435783,0.1297934,0.14311239,0.12767169,0.17430155,0.058343805,0.6221469,0.7793036,0.88682604,0.8079724,0.88674,0.2976356,0.15087223,0.07531995,0.044818345
0.013128953,0.015484562,0.03912469,-0.023147505,0.026071932,0.020600693,0.041494776,0.01829078,0.049409762,0.03677889,0.10797558,0.04011383,0.6361759,0.735249,0.88666147,0.77310824,0.8608056,0.3495065,0.16517064,0.0774021,0.029868737
4.3399632e-07,0.0057784393,0.01623042,0.010474671,0.017701749,0.0024645794,0.21436779,0.17974368,0.19733693,0.18246551,0.05714392,0.022630379,0.5892978,0.84141535,0.8672235,0.8566084,0.9100587,0.2380568,0.12214428,0.06598264,0.014516838
-0.0005891789,0.001300998,0.03341306,-0.01806809,0.016563602,0.007696066,0.13886493,0.10130353,0.13567324,0.114033386,0.08584441,0.023956534,0.63576335,0.78491914,0.8997861,0.8159295,0.89981616,0.31955758,0.15199581,0.068790644,0.011471003
0.009708296,0.010614855,-0.0017163083,0.031271882,0.022921413,0.016057758,0.22498627,0.18555398,0.20104258,0.18891998,0.17230034,0.09681326,0.49281755,0.9468743,0.83096105,0.94468534,0.9774318,0.09242685,0.043679662,0.052082017,0.08242005
0.0043421835,0.0031694174,0.04358113,0.0868358,-0.012478535,0.0046447422,0.34785247,0.32050687,0.298006,0.3079479,0.05082825,0.13018085,0.5170953,0.9345463,0.84260654,0.93228257,0.96613324,0.12593985,0.068062976,0.05964186,0.11144012
0.0025937073,0.0024287105,0.037699413,0.01735517,0.012740293,0.011431348,0.12841624,0.09931654,0.12805225,0.11724578,0.015632356,0.023325022,0.5709226,0.8545731,0.8732373,0.87583125,0.9241055,0.20801981,0.10192874,0.0654897,0.013922419
0.0028285813,0.0035867393,0.031128706,0.017164031,0.012889761,0.011205176,0.09936703,0.071146384,0.09569125,0.079779446,0.06285111,0.015443453,0.56759167,0.85597306,0.8726009,0.87684864,0.9266365,0.20945531,0.10018672,0.0642742,0.008498633
0.010974649,0.013169229,0.07638049,-0.034490757,0.008792165,0.01677973,0.030469114,0.0047533903,0.004233403,-0.018653888,0.05444266,0.01300959,0.5461633,0.9444216,0.8289414,0.9431217,0.9908141,0.098046005,0.063362256,0.07312015,0.011703286
0.005890752,0.003212195,0.06636139,-0.0036481852,0.011767161,0.012163585,0.082335584,0.050332878,0.07549829,0.056480348,0.058998346,0.041837692,0.5687571,0.89585596,0.8709244,0.9161703,0.95296985,0.16333964,0.08517511,0.06972213,0.03218127
0.019812677,0.013471648,0.049793843,0.05383377,0.036979813,0.019922087,0.0780874,0.06651385,0.064863026,0.06258124,0.07250577,0.06785969,0.5672053,0.7961694,0.8434982,0.81330276,0.8704242,0.23085812,0.116627365,0.068388745,0.057750393
0.037075937,0.029371075,0.07523185,0.07917189,0.046614684,0.051424824,0.16899404,0.13562548,0.13114005,0.12131061,0.19271135,0.20658983,0.5349918,0.9541986,0.8592007,0.9639475,0.9992162,0.109972596,0.055613045,0.059514754,0.17888747
0.01307256,0.011996325,0.027037052,0.03739319,0.022512894,0.01731694,0.07587759,0.056668345,0.07730054,0.06991975,-0.0034695864,0.0592555,0.7152086,0.61373377,0.91138655,0.6541457,0.81652004,0.4934057,0.23652148,0.090626635,0.041332033
0.039503425,0.029108867,0.12617885,0.0937304,0.046905298,0.03771238,0.06374562,0.036759853,0.08162639,0.06738897,0.12325243,0.10692963,0.6151009,0.7613582,0.8661314,0.78910154,0.85801685,0.284993,0.14723134,0.08200444,0.090951204
0.0024876092,0.006728664,0.047343716,-0.012310973,-0.0015016194,0.0077290554,0.053222436,0.029945742,0.04278962,0.02568368,0.02211113,0.005667653,0.5544548,0.935369,0.8522767,0.93564343,0.98469883,0.12110914,0.07781245,0.076415986,0.00067628734
0.027417814,0.019285142,-0.0057424046,0.13063926,0.040046386,0.010244105,0.065329395,0.06112491,0.059307512,0.068156876,0.01469302,0.06517844,0.71435666,0.6337104,0.9104485,0.67150104,0.839084,0.46572646,0.22959606,0.097242005,0.046684053
0.00501429,0.008362802,0.011958305,0.061637986,0.013819148,0.00519659,0.11009658,0.08938043,0.09045311,0.08458588,0.054142796,0.023560332,0.6226222,0.769043,0.87526226,0.7942114,0.8761212,0.3000015,0.15697357,0.07616092,0.013077732
0.01715813,0.013665823,0.04607311,0.058249917,0.024184514,0.02662581,0.08855553,0.07051699,0.08409564,0.077168144,0.064827204,0.05252852,0.5957581,0.802281,0.8796398,0.8291537,0.90655774,0.26317772,0.13035426,0.07655384,0.0425951
0.017904652,0.001336664,0.101475626,-0.013582029,0.019350328,0.028695578,0.108563475,0.07104933,0.085850365,0.070677646,0.10885959,0.05742884,0.56453604,0.90613735,0.83897036,0.9233147,0.96297795,0.14569995,0.078512594,0.07189185,0.048542295
0.0032687858,0.002903223,0.009212963,0.054405678,0.026622493,0.010643259,0.1448202,0.116955906,0.1259023,0.11694983,0.09417981,0.055990394,0.60257304,0.8425134,0.88075083,0.8633471,0.92684335,0.24996978,0.12925097,0.0762617,0.04215612
-0.0022728983,0.0068111084,-0.008360766,-0.007872998,0.009217921,-0.0010383278,0.21832368,0.18133669,0.2134901,0.1951346,0.02738017,0.03131409,0.6634372,0.71076536,0.8939733,0.73670876,0.8740311,0.39479727,0.18811475,0.07678438,0.0176826
0.0008349493,0.002926562,-0.0012134649,0.038462345,0.023139693,0.0108577665,0.21151617,0.16997115,0.17916146,0.16017705,0.12237134,0.070286095,0.5539722,0.90013933,0.8475693,0.8969313,0.95232284,0.1652734,0.08866909,0.06718653,0.06662449
0.009329208,0.01028336,0.07909099,-0.009942652,0.011368771,0.013110323,0.12296586,0.09712003,0.1179566,0.10769694,0.15458806,0.061690394,0.62182707,0.75426733,0.87384313,0.7857012,0.87035644,0.31703067,0.1583708,0.0751535,0.04517598
0.008984652,0.014963713,0.019856278,0.009122687,0.02558428,0.01624311,0.09217637,0.066904604,0.08476657,0.071257524,0.07937062,0.026579324,0.6989645,0.6558146,0.9205041,0.69452155,0.8347991,0.45886493,0.21680164,0.084026515,0.018153831
0.009128905,0.010862775,-0.0043880977,0.030131985,0.020841293,0.019506114,0.0763547,0.0569056,0.076751746,0.0689975,0.027187383,0.03702439,0.6230752,0.74677026,0.86540365,0.77074623,0.88608664,0.3157348,0.16004868,0.08267907,0.023008026
0.01123336,0.0118908975,0.06289185,0.028564736,0.00664924,0.011357972,0.21071567,0.18395789,0.189849,0.1882932,0.082099326,0.059970044,0.5607259,0.8539523,0.84121656,0.8719731,0.9171428,0.19414316,0.10726744,0.07091392,0.04377574
0.0032693483,0.00837896,0.005523775,-0.0035417685,0.014049,0.008529408,0.11205649,0.08591363,0.101690836,0.09132686,0.048482828,0.025305267,0.711077,0.64802736,0.9295895,0.68873805,0.8436281,0.47781163,0.22511996,0.08164892,0.011104293
0.022134831,0.0135410745,0.0411167,0.018032644,0.046355594,0.024720894,0.17892452,0.15369274,0.14166687,0.13995335,0.20270397,0.13642554,0.5336727,0.90254205,0.8801302,0.920608,0.9579924,0.16230474,0.063948646,0.04660704,0.120709464
0.01515931,0.015204245,0.03405892,-0.0085348515,0.044507146,0.019903934,0.041995272,0.015745334,0.044412114,0.024518495,0.1139159,0.04659745,0.6534909,0.67457366,0.88869065,0.7125548,0.81943357,0.4058942,0.18802683,0.07437041,0.032950986
0.015448173,0.016454633,0.007377859,0.04717256,0.021892276,0.016268892,0.079524435,0.06652339,0.073191434,0.072207004,0.013144685,0.033682726,0.71031016,0.61122876,0.9154518,0.6524839,0.8256642,0.49606887,0.23546062,0.08783381,0.019475747
-0.0020139776,-0.0011715293,0.035575066,-0.010526202,0.007883814,0.006754089,0.30502063,0.25474107,0.28607285,0.26845998,0.015176939,0.02979593,0.6469272,0.7528917,0.894265,0.7862441,0.8728259,0.3532678,0.1676138,0.06933547,0.013883095
0.03214351,0.03709866,0.07323459,0.02259973,0.042634055,0.048159264,0.030388849,0.015226353,0.06778039,0.060924694,0.073397346,0.12072153,0.6595374,0.69556105,0.8620923,0.72592604,0.8338769,0.38744107,0.20986266,0.10745136,0.08745374
0.004626747,0.00662262,0.013215598,0.029059641,0.015056635,0.009267729,0.066462025,0.045139026,0.065632425,0.057101876,0.04898022,0.008011835,0.5927119,0.81577736,0.8710322,0.83882153,0.90637815,0.25136185,0.12396004,0.07029041,0.0019339975
0.037936386,0.028169949,0.108254895,0.14331624,0.019081559,0.055273287,0.29301643,0.26460811,0.27116513,0.26989108,0.14484125,0.30501667,0.5401783,0.92303663,0.82332057,0.92121124,0.976767,0.12288879,0.07036207,0.068409815,0.2615775
0.0011474062,0.0010581054,0.04101628,-0.0052603306,0.011114013,0.010039771,0.19844413,0.15907076,0.18035391,0.16528915,0.092267744,0.052018344,0.5563264,0.8670632,0.8455296,0.88448334,0.9261986,0.18624789,0.09653993,0.06737405,0.040653776
0.0042127576,0.0014969297,0.010979414,0.026273277,0.024193417,0.010905316,0.10601365,0.08089815,0.0801407,0.067875855,0.09745606,0.01025372,0.54092073,0.92063224,0.8460094,0.93504333,0.9736644,0.13527003,0.06539424,0.05957023,0.0068181157
0.019891527,0.014611673,0.024849504,0.13629763,0.02418831,0.016545637,0.057229355,0.03606562,0.033169553,0.021089526,0.050402462,0.02379363,0.5476743,0.9027548,0.8228941,0.9152377,0.94969094,0.1258673,0.07605603,0.07483216,0.022131111
0.005552429,0.007533131,0.044281,0.0034770165,0.01756689,0.0067246836,0.06572439,0.04553913,0.067741565,0.05788926,-0.0007541049,0.027398985,0.5908321,0.81908476,0.8904608,0.84424084,0.901166,0.2472409,0.118954316,0.06505874,0.017618831
-0.007907294,0.002369184,0.023101555,-0.015669521,0.0031670295,4.4676475e-05,0.117600456,0.079797626,0.117387794,0.091123156,0.037471667,-0.00010170415,0.5325978,0.9235126,0.8332107,0.9233878,0.965276,0.10162109,0.0706198,0.07515969,-0.0006335769
0.0049920846,0.0004582815,0.067947604,0.05154232,0.0127032595,0.021062916,0.2432578,0.21369717,0.21218301,0.21097812,0.061781153,0.104510725,0.57824385,0.85280395,0.8460397,0.86590856,0.91325575,0.20633066,0.11535759,0.07644874,0.08605392
0.00859447,0.010040838,0.027506676,0.036431927,0.0206878,0.01604622,0.06546687,0.041994233,0.04860557,0.03599012,0.072444424,0.021207366,0.53416383,0.9304509,0.8444861,0.9355379,0.9688611,0.124604866,0.07593237,0.071083784,0.014218383
0.010054624,0.009501342,-0.009809617,0.027920842,0.019013427,0.0052162968,0.1316794,0.11052458,0.12737828,0.12491341,0.008397086,0.028497312,0.72859305,0.65408343,0.9416151,0.69110113,0.87210244,0.48908547,0.22452392,0.07994062,0.011946805
0.009693915,0.003977224,0.056705456,0.033309855,0.009331127,0.013702432,0.13389216,0.08743453,0.103929766,0.075481184,0.08341214,0.052728295,0.513024,0.9824739,0.83619535,0.97515225,1.0032747,0.05746734,0.045647357,0.07027753,0.04497293
0.011311408,0.0152529515,0.09161228,-0.04099224,-0.0054751034,0.01591791,0.040375102,0.0099070035,0.010617213,-0.015722504,0.01854351,-0.0026376257,0.5455641,0.94046617,0.8377109,0.94263977,0.996407,0.09217122,0.0698876,0.08672703,0.0040361844
0.005771936,0.008244427,0.04457836,-0.013550536,0.015056119,0.012079567,0.033073734,0.020614527,0.025484994,0.021059895,0.013822487,0.01879114,0.6310773,0.7627911,0.8894411,0.7886009,0.87784725,0.32063824,0.1559518,0.07571172,0.013656769
0.015742859,0.0014694855,0.08684178,0.05553015,0.021468733,0.01780164,0.123604454,0.09701882,0.10811194,0.097979784,0.04680433,0.08487178,0.58418155,0.82695043,0.88333,0.84459376,0.9086413,0.2352863,0.10656509,0.0591996,0.074864924
0.051752366,0.047733374,0.060150206,0.17981394,0.0538133,0.05340451,0.10973078,0.096422344,0.12136742,0.12501633,0.100750126,0.17679164,0.5515959,0.93517345,0.84202987,0.9471922,1.0086677,0.14231785,0.081224024,0.06864883,0.13549045
0.0018468872,0.005482871,0.026341422,0.045730636,0.0039821872,0.0032663494,0.13590606,0.10230027,0.12656878,0.10898481,0.03798555,0.017023474,0.61345047,0.7883203,0.88939226,0.8134537,0.8937204,0.28217995,0.13781556,0.06985872,0.008304074
0.00809165,0.0060960352,0.045401074,0.021950964,0.013276902,0.013238696,0.07186338,0.05011164,0.07391337,0.06516188,0.06184227,0.03320571,0.58692974,0.8224247,0.87508696,0.84972054,0.9072711,0.24633907,0.119341515,0.069045104,0.02301649
0.0050252983,0.007468708,0.01990275,0.043533854,0.01696229,0.017096737,0.068221144,0.04072706,0.04590562,0.025692342,0.08817017,0.008698351,0.54697454,0.9653933,0.86795515,0.96616554,1.0086026,0.11278379,0.06975467,0.071613915,0.0057200976
0.011533723,0.02035217,-0.022831682,0.09476397,0.017253079,-0.00012123119,0.08381632,0.073208675,0.07330155,0.07462525,0.022430269,0.036580484,0.5634774,0.828293,0.84369063,0.8411529,0.897779,0.1805156,0.100684956,0.07528116,0.028871343
0.020384591,0.014995882,0.062090028,0.04010247,0.038820665,0.0334535,0.08809128,0.05996133,0.06633916,0.051158495,0.11555172,0.059898734,0.55923605,0.8769597,0.86228466,0.8953269,0.935524,0.1788854,0.08953437,0.06700952,0.053374115
0.013269316,0.008299189,0.11017984,-0.018230155,0.0103191985,0.015162542,0.048759326,0.024319656,0.044718903,0.031112494,0.023099395,0.041493323,0.58259934,0.78440297,0.83784384,0.8023128,0.8642578,0.24275419,0.124215096,0.074108966,0.033905745
0.023195356,0.016840436,0.065906405,0.0755641,0.029591188,0.038819723,0.07357669,0.059592362,0.057613626,0.053084627,0.09278444,0.061265577,0.5706369,0.8460547,0.8618195,0.8651197,0.92278874,0.21224235,0.10543595,0.07125037,0.054017346
0.033170193,0.033066995,0.0725466,0.048130333,0.04649817,0.05472347,0.13760732,0.11215137,0.13182968,0.11917198,0.18387909,0.18684092,0.57179344,0.86043054,0.84841764,0.8690471,0.9414116,0.20810112,0.11290596,0.07478469,0.15298517
0.04170116,0.01618777,0.0927071,0.2263867,0.02758057,0.045018397,0.058123115,0.036691718,0.022627382,0.0097905025,0.13802354,0.0677527,0.5443415,0.9923416,0.83779085,0.99234813,1.0417128,0.082804464,0.047037445,0.07316692,0.064834625
0.013594899,0.009329209,0.05103453,0.06753322,0.008119636,0.009833887,0.087022915,0.051633064,0.05105862,0.025000723,0.045516245,0.04684688,0.51498175,0.94847727,0.8100269,0.9402347,0.97717005,0.061567504,0.05318997,0.07763174,0.047755886
0.014649749,0.0154040065,0.08273685,-0.044181004,0.018234637,0.024931988,0.10148959,0.07175769,0.10805312,0.095428064,0.06695988,0.07381369,0.72939086,0.5985977,0.90501314,0.65223366,0.80964327,0.5146576,0.24767466,0.095596306,0.052288685
0.0137617905,0.004869465,0.064365804,0.017301824,0.019470457,0.019622521,0.04282691,0.018751886,0.021541946,0.004161153,0.027932068,0.021039337,0.56727827,0.897168,0.8452059,0.90049964,0.95485836,0.1599058,0.091451444,0.07539609,0.01815486
