rely,data,cplx,time,stor,turn,acap,pcap,vexp,modp,sced,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_6,Generated_Var_7,Generated_Var_8,actual
0.43858862,0.40482897,0.2896589,0.118666336,0.099896654,0.33593678,0.5114837,0.37477854,0.21411951,0.5500131,0.14214146,0.25674406,0.2963707,0.11170407,0.4689303,0.021677054,0.591545,0.06979707,0.013850559
0.22216798,0.32227632,0.20041256,-0.040834527,-0.1052393,0.30193934,0.51245874,0.40330815,0.29554275,0.55917853,0.15999886,0.12761217,0.18205482,0.23256531,0.26934785,0.08966599,0.39181215,0.22709605,-0.02167233
1.8939848,0.975043,0.98845804,0.8262518,0.7984611,0.7893325,0.81887823,0.73330355,0.11258946,1.0366288,0.058627922,1.0776097,0.81028587,-0.15311743,1.394033,-0.4486934,1.94285,-0.4706632,0.35766315
0.2091887,0.29284698,0.21749796,-0.026245091,-0.04281558,0.28469482,0.448564,0.3514735,0.28856978,0.49951342,0.20641139,0.1480323,0.16494185,0.31445217,0.2727403,0.20183153,0.34611428,0.29849264,-0.022539482
0.39004096,0.4209887,0.25566974,0.09220621,0.03820358,0.31509352,0.5520381,0.40909305,0.24424942,0.56441694,0.20569542,0.21105097,0.28297675,0.14629626,0.45011556,0.039387956,0.56211865,0.07986248,0.0037310657
0.21389592,0.34796494,0.17386973,-0.09608708,-0.17466705,0.3269948,0.589241,0.4085788,0.32482672,0.61702174,0.20494305,0.057266388,0.15505753,0.24230859,0.20512404,0.075438425,0.39476863,0.23048654,-0.013442316
0.21241006,0.2664657,0.15940718,-0.13967887,-0.15150075,0.31095603,0.50466603,0.37675706,0.31772578,0.54815924,0.1683519,0.06708805,0.1406023,0.32126218,0.16120902,0.23463233,0.30921477,0.33763406,-0.011383208
0.85112536,0.5271925,0.48793322,0.3403023,0.2853942,0.42384228,0.52664834,0.47813478,0.13965537,0.6107445,0.085815616,0.5259663,0.43070054,0.03274951,0.7317708,-0.1488169,0.9573078,-0.08570052,0.10117685
0.18473025,0.24413726,0.21034347,-0.08214101,-0.11438903,0.27687165,0.44689915,0.37004808,0.31933427,0.48807207,0.21082951,0.119247936,0.12073158,0.4314614,0.1523684,0.34221095,0.27695376,0.4286281,-0.021137554
0.41365927,0.4252321,0.24990895,0.10484208,0.029668495,0.31264004,0.50009084,0.37538266,0.2015582,0.511938,0.15636173,0.23085454,0.23844956,0.105516955,0.4292785,-0.004866652,0.56111073,0.040757127,0.013971708
0.22288658,0.29118043,0.19720803,-0.039161157,-0.10271028,0.2945669,0.45544875,0.34970817,0.3122229,0.50270313,0.2077313,0.11152532,0.12552564,0.32521614,0.23222739,0.22180492,0.31369188,0.2991054,-0.0076377857
0.25961944,0.38684693,0.22227053,0.001212379,-0.074455425,0.31083107,0.5664292,0.4076514,0.2827379,0.5740924,0.24254313,0.14611602,0.245633,0.20790723,0.32613772,0.056115054,0.4655776,0.17071325,-0.0065044286
0.23891783,0.3473391,0.17673895,-0.042960968,-0.10143827,0.31610832,0.5280491,0.380832,0.29320917,0.5763397,0.1914251,0.122458175,0.19043717,0.2051135,0.29626387,0.07905122,0.41066316,0.18609846,-0.014661639
0.20224711,0.23985276,0.18192202,-0.09911229,-0.116843194,0.27943543,0.4437932,0.3573355,0.2921844,0.47998744,0.19834341,0.10837846,0.1396006,0.38708186,0.174459,0.33860922,0.2671677,0.39332363,-0.0136019075
0.22956245,0.28277317,0.21380794,-0.0024844408,-0.040585265,0.2702242,0.46121058,0.36466673,0.27629375,0.47974455,0.22386175,0.16983671,0.19444123,0.32655448,0.29031104,0.27017072,0.34499812,0.29099685,-0.03049976
0.28093803,0.4059647,0.1785891,-0.0228739,-0.16273871,0.3036607,0.6338252,0.4391032,0.32545385,0.63287634,0.30836976,0.10341048,0.21179025,0.19069646,0.26596585,0.04059349,0.45958894,0.13942114,0.026143458
0.41005424,0.3995701,0.26552373,0.10567644,0.035615698,0.31266412,0.5231053,0.38924575,0.21938363,0.5246313,0.17865087,0.23248678,0.30039454,0.12530106,0.44794852,0.03195247,0.54964113,0.05793859,0.011536797
1.4296443,0.80247855,0.7359934,0.5994669,0.58345836,0.6249402,0.69626766,0.606811,0.1244504,0.8368497,0.093703516,0.7933978,0.66459733,-0.093096346,1.0829424,-0.27212876,1.4890598,-0.2961568,0.25344354
0.23489451,0.35639614,0.17774348,-0.111277595,-0.18539116,0.348849,0.5992545,0.43959945,0.36244965,0.626246,0.18431853,0.05522245,0.15100574,0.2846638,0.20284376,0.109099075,0.4217254,0.2908995,-0.0076519353
0.24096176,0.33345604,0.19709547,0.002877852,-0.087437764,0.28310657,0.47395632,0.35343868,0.26690525,0.48577014,0.2334481,0.13298261,0.15158558,0.25362688,0.27705902,0.11640189,0.3846087,0.19257373,-0.004900312
0.22645311,0.2894515,0.15610099,-0.11456834,-0.13879353,0.30926207,0.50993,0.37036508,0.31656379,0.54495364,0.18881893,0.093290575,0.16719621,0.28321952,0.20413888,0.20180303,0.32424903,0.2887198,-0.002562984
0.19179454,0.28343716,0.14843732,-0.06490235,-0.1093369,0.2953325,0.43946415,0.31799906,0.28241664,0.5031994,0.20315386,0.06300455,0.085403234,0.288795,0.20559266,0.1541885,0.3041091,0.23679665,-0.0024930318
0.4684936,0.6135719,0.29064295,0.13785288,-0.1346463,0.4000344,0.7125486,0.5069022,0.3121926,0.7349661,0.22304587,0.21053433,0.22955568,0.074574575,0.4987526,-0.23164244,0.77538633,-0.012558751,0.025957137
0.23430553,0.36304206,0.18602766,-0.15072116,-0.22727993,0.37461457,0.6462414,0.4422527,0.37884194,0.7006357,0.18443576,0.012033537,0.13522658,0.26843536,0.14908095,0.08115276,0.42096594,0.2622688,-0.001977419
0.25635618,0.31364706,0.2153828,0.022360459,-0.014668494,0.275626,0.474965,0.36609554,0.26303965,0.49460056,0.20069578,0.16886374,0.21445405,0.26405123,0.32415164,0.201821,0.39028504,0.22372043,-0.018506952
0.41262004,0.461856,0.24538152,0.09319422,-0.045740314,0.3274646,0.5629276,0.37335837,0.25345823,0.5145216,0.2522336,0.18887624,0.19009957,0.13695563,0.41880298,-0.026065066,0.5585301,0.05641305,0.020232787
0.19196935,0.2461918,0.19630575,-0.07442142,-0.101943925,0.272368,0.43877372,0.3581132,0.29564124,0.48074853,0.20557259,0.12026758,0.124725714,0.405707,0.18093996,0.3434016,0.275298,0.39215672,-0.013332122
0.18072116,0.2598381,0.17954718,-0.094348595,-0.13152611,0.2743686,0.47711933,0.3690697,0.29692683,0.48732778,0.22369228,0.09225083,0.12242752,0.3972895,0.1638302,0.30580837,0.28536105,0.3764074,-0.009134071
0.2549209,0.25624534,0.26001197,0.023089817,-0.0061149746,0.28546935,0.41851372,0.35412952,0.3178132,0.46520725,0.22353186,0.22442402,0.20776942,0.39526105,0.325885,0.34651196,0.3265059,0.36116466,-0.04858699
0.20908633,0.25110632,0.17364243,-0.12251745,-0.13740933,0.2942788,0.4947849,0.3503647,0.33651835,0.5301983,0.16178429,0.06211578,0.13943592,0.33306575,0.14017537,0.25094992,0.28193188,0.33557874,-0.005142426
0.23500998,0.29775208,0.15823776,-0.10997437,-0.14853121,0.30062827,0.53037876,0.39606968,0.31637764,0.5317276,0.20473121,0.100022,0.17108351,0.28769895,0.20000944,0.19116215,0.34812936,0.2713487,0.000490054
0.2429208,0.30730203,0.19614385,-0.014918119,-0.05638656,0.28027734,0.47043142,0.3594384,0.27722198,0.5020486,0.20064653,0.15147759,0.20110203,0.28548062,0.2919159,0.2228719,0.3696741,0.25777456,-0.013649878
0.25261596,0.2506839,0.19103546,-0.099456504,-0.118059516,0.32364827,0.47260386,0.39612725,0.3042446,0.5651748,0.15928473,0.075969964,0.08521249,0.36128342,0.15085721,0.32206595,0.316563,0.37702292,-0.00239714
0.26042253,0.3399353,0.15857933,-0.13811478,-0.19048172,0.36373535,0.60115427,0.4121825,0.3600299,0.64492124,0.24351388,0.08314625,0.17527744,0.23966604,0.22293717,0.13584858,0.3900893,0.2550992,-0.0005553323
0.22387214,0.23824027,0.17220972,-0.16164345,-0.16684246,0.30950445,0.5030096,0.38114598,0.3355379,0.5482886,0.19231714,0.061308667,0.12848541,0.39942348,0.1124804,0.34911698,0.2763676,0.42491123,0.00036808662
0.27412438,0.3261082,0.194832,0.012219202,-0.041631095,0.2646255,0.46577674,0.36252934,0.22355044,0.47797763,0.18774016,0.14565061,0.19112906,0.21018183,0.3041853,0.13424908,0.40130615,0.17567576,0.0046910103
0.24609245,0.32846278,0.21075423,-0.0856241,-0.14860599,0.3553352,0.54141027,0.45993826,0.31648245,0.62678283,0.1462418,0.1200721,0.14354876,0.2815506,0.22912554,0.17493612,0.41096786,0.3041048,-0.011382383
0.341253,0.39002055,0.2395075,0.047714375,-0.034511596,0.27212337,0.52217317,0.39555985,0.23977369,0.5316226,0.17591304,0.18959793,0.24521266,0.15825276,0.3627813,0.025783494,0.49577335,0.097618476,0.019555822
0.21789753,0.32987362,0.19713897,-0.036573622,-0.12777567,0.28709692,0.5080503,0.3488092,0.33901852,0.4932636,0.24219091,0.0700251,0.11782952,0.31571877,0.20589735,0.14783494,0.34739703,0.26834235,-0.008323766
0.22299713,0.2532484,0.22926696,-0.025003362,-0.05181914,0.28225923,0.4364226,0.3579537,0.29571244,0.47803822,0.20497096,0.17794812,0.18661785,0.36703336,0.27232063,0.3014276,0.31891656,0.3533763,-0.03517242
0.19019556,0.313419,0.19791085,-0.059856016,-0.13410799,0.31129915,0.5061369,0.37945387,0.31856707,0.55889505,0.23320141,0.1102665,0.16206747,0.3218665,0.21077178,0.17495114,0.347498,0.3125321,-0.013369522
0.21590164,0.26269844,0.19212571,-0.12832752,-0.15819228,0.3220945,0.50299,0.3988851,0.31044123,0.5573117,0.13673668,0.045891725,0.10428132,0.35293764,0.118884996,0.25598207,0.3202034,0.37209716,0.0015263755
0.24899621,0.3071974,0.21326347,0.0115484055,-0.021205805,0.2916027,0.4597893,0.36835957,0.27179515,0.50882953,0.217144,0.17427833,0.18956,0.2737381,0.33489466,0.17645529,0.394373,0.2283397,-0.03171725
0.24357876,0.3465232,0.19415884,-0.001940038,-0.066278756,0.27819335,0.48818013,0.386667,0.27664667,0.5501585,0.16645715,0.13800377,0.18445645,0.21199384,0.2953624,0.1129791,0.4019887,0.18854773,-0.031167723
0.20957574,0.2636251,0.16409637,-0.10002649,-0.12711519,0.2804821,0.47754225,0.35947776,0.29712823,0.50123143,0.17189221,0.0921795,0.15556939,0.29746127,0.18899363,0.21668977,0.3022071,0.29494047,-0.012654117
0.23037398,0.24156478,0.23463245,-0.030101594,-0.05062235,0.28089595,0.4216973,0.35901272,0.29028717,0.46199754,0.19142635,0.17372757,0.18170473,0.38847136,0.25287253,0.34777766,0.30171934,0.37862402,-0.0285905
0.26944137,0.26419574,0.2724822,0.055370282,-0.00043685734,0.29060888,0.42087987,0.35658243,0.30637154,0.47388592,0.20069581,0.22195819,0.19320557,0.34666505,0.35331732,0.2872697,0.3484782,0.28969705,-0.031634852
0.21593133,0.38925263,0.214173,-0.12423588,-0.1975154,0.4198081,0.6273406,0.4500693,0.39941832,0.73657095,0.23028097,0.062180985,0.13755617,0.33300608,0.16874912,0.07841708,0.4293785,0.3366107,0.016976345
0.3352691,0.38153377,0.23344754,0.031570245,-0.020581283,0.33244684,0.5131007,0.4082267,0.2084882,0.55748534,0.14653555,0.17058867,0.24298902,0.13927285,0.37711793,0.03774129,0.5208019,0.10697292,-0.0026745284
0.25341067,0.31423748,0.2143979,0.02560842,-0.047642305,0.26040906,0.47359195,0.35230568,0.26221275,0.46286884,0.21450625,0.16056685,0.18019867,0.2660976,0.30755782,0.16225125,0.38570037,0.21301961,-0.020926133
0.2905203,0.35523045,0.21295257,0.049348153,-0.030171268,0.25682247,0.48071384,0.34137136,0.23884678,0.46702164,0.22074501,0.15136029,0.18264934,0.18749867,0.35035437,0.07198639,0.44154203,0.11529359,-0.0076255314
0.8002343,0.53405607,0.45608535,0.29626307,0.25606897,0.40222123,0.5427404,0.45370036,0.16894948,0.6336601,0.09199355,0.45270193,0.435345,0.014757536,0.6771138,-0.1232568,0.8929124,-0.07431885,0.124842286
0.23364379,0.34314504,0.16012214,-0.091017395,-0.14276864,0.32257992,0.55254453,0.3987219,0.31902477,0.59249985,0.22055621,0.09865294,0.18826765,0.2534535,0.25402844,0.13371144,0.3838808,0.23912013,-0.0019209208
1.4067941,0.70702744,0.7987202,0.60462964,0.6528411,0.640783,0.62800187,0.57055974,0.17483094,0.779589,0.032244716,0.8194369,0.67934173,-0.054290295,1.1447703,-0.21772482,1.4392351,-0.24904644,0.2083533
0.71930426,0.510428,0.416687,0.24645224,0.20833573,0.42046827,0.56262994,0.46587777,0.16414444,0.6202209,0.08045209,0.3948222,0.395298,0.0050439835,0.6649187,-0.15016373,0.8700721,-0.059882708,0.095173106
0.21359158,0.2945038,0.15506972,-0.10154286,-0.1562091,0.3387925,0.48642802,0.36782232,0.33241674,0.54627687,0.22560836,0.04069236,0.053479288,0.36583012,0.13185161,0.26256865,0.30275565,0.3562321,0.020446213
0.21355009,0.28959408,0.17380573,-0.029447231,-0.07582605,0.2571505,0.46176156,0.33881655,0.2548356,0.4763357,0.1904617,0.10377726,0.14938599,0.26903448,0.22785854,0.16734521,0.34674743,0.23017451,-0.027560469
0.21573833,0.2916726,0.16216724,-0.12888405,-0.16345294,0.31608415,0.5316424,0.3850238,0.33561417,0.56662273,0.18136176,0.06649079,0.15197062,0.2823056,0.17388546,0.18619716,0.33084032,0.30546844,-0.012253414
0.2492583,0.3038487,0.19036257,-0.072122395,-0.12838244,0.2852287,0.537474,0.41750726,0.27503645,0.5449032,0.22008619,0.10054988,0.17184521,0.29719186,0.24435988,0.23005636,0.38061935,0.26516765,-0.021748032
0.21681283,0.31540152,0.16295895,-0.12492815,-0.16427955,0.32107633,0.55501276,0.39392197,0.33016354,0.5915474,0.21214193,0.059939492,0.14659622,0.2990405,0.1821641,0.19589484,0.3382508,0.29316512,-0.0050185546
0.8470942,0.52603346,0.47905824,0.32160145,0.33771777,0.4377231,0.53793544,0.45202434,0.1659654,0.62762475,0.073050424,0.4900898,0.46408015,0.011585787,0.7454598,-0.09914942,0.9352919,-0.0811853,0.10329613
0.32987532,0.40585005,0.25083473,0.06327517,0.0059339777,0.33619636,0.5426108,0.39087865,0.2406739,0.58060986,0.19332956,0.18388359,0.2620443,0.15898307,0.39835995,0.0333689,0.5337436,0.13570991,-0.014784721
0.21171811,0.26604632,0.18965551,-0.02878939,-0.06347698,0.28322297,0.4276201,0.3329584,0.28613278,0.48271292,0.18884459,0.14122675,0.14428733,0.3084472,0.26633623,0.21776584,0.31233528,0.27166384,-0.015483241
0.93518496,0.6404453,0.49441096,0.3296764,0.32108343,0.49260637,0.631123,0.52022165,0.16616756,0.74180114,0.08369986,0.48680434,0.4955806,-0.05371493,0.74322057,-0.20705073,1.0610875,-0.13532925,0.18727371
0.21361439,0.24829039,0.19467095,-0.097493276,-0.13132128,0.28931722,0.4699268,0.38705868,0.28565302,0.5105827,0.20240134,0.10783892,0.122981206,0.39870548,0.16600206,0.33554316,0.29986644,0.39313117,-0.01721171
1.093126,0.6644623,0.6303521,0.4465456,0.35704264,0.531879,0.6424557,0.5581718,0.16841891,0.74464846,0.08719102,0.64234304,0.51465654,-0.0068187416,0.9008111,-0.23949991,1.2006458,-0.16069353,0.16960467
0.23982239,0.35900575,0.17056164,-0.031373773,-0.10352366,0.28650817,0.5743008,0.37942126,0.307996,0.56814146,0.25448477,0.0896606,0.21607357,0.20245907,0.29159147,0.07574876,0.41450068,0.14802909,-0.0068822997
0.4202314,0.42692164,0.30001763,0.111885116,-0.030417204,0.30146837,0.5383968,0.41729575,0.23779804,0.53627276,0.20215425,0.26131383,0.24587503,0.16239448,0.44716603,-0.021427527,0.5978466,0.09114882,0.015235399
0.22930092,0.2977434,0.19299807,-0.04949538,-0.07953441,0.31088847,0.4688823,0.3659126,0.29476294,0.53136206,0.17060217,0.13476986,0.16759071,0.29187077,0.27561885,0.18932885,0.3527195,0.27835137,-0.015986033
0.2984807,0.3152126,0.23125537,0.047203198,0.03213497,0.30427793,0.44994146,0.35450736,0.25971043,0.50361127,0.18189245,0.20636493,0.2262807,0.23051831,0.3772611,0.17148368,0.4229664,0.20072642,-0.022003904
0.20025522,0.28656945,0.1888425,-0.14629379,-0.18719327,0.34684497,0.54714483,0.4002303,0.36483264,0.616737,0.21187381,0.055453382,0.12235953,0.3837263,0.11331517,0.23657972,0.3262434,0.39227897,0.0039466326
0.2395074,0.37355962,0.16450472,-0.036841583,-0.12424423,0.31672704,0.5683709,0.3955757,0.29387304,0.62962234,0.24306808,0.05396563,0.14372486,0.20727876,0.30418837,0.07490793,0.45922104,0.13716511,-0.005422609
0.30874932,0.3109177,0.23761849,0.03841467,0.025310658,0.28954107,0.4427377,0.36570373,0.25106046,0.48442268,0.16292787,0.22232172,0.24044989,0.24450001,0.3608321,0.19364783,0.41599086,0.20985472,-0.022208072
0.22607245,0.25509754,0.22274446,-0.01940908,-0.050265923,0.277949,0.44148037,0.3678408,0.2696243,0.47231358,0.17985919,0.16077311,0.17013752,0.31056827,0.2714012,0.246112,0.3316096,0.28603348,-0.03351131
0.40793183,0.41043803,0.26108834,0.08745613,0.07027719,0.3352931,0.49070707,0.38354677,0.19115528,0.54268765,0.12982076,0.23640618,0.27733123,0.09089261,0.41776282,-0.013340667,0.55533206,0.06520951,0.036295895
0.2692638,0.3739763,0.19943196,-0.04163741,-0.14040951,0.32619607,0.5427274,0.3792376,0.33077425,0.5237254,0.22031921,0.08915178,0.13517939,0.27058017,0.23927736,0.074681714,0.4052583,0.2264807,0.010814988
0.31575656,0.33501476,0.17363387,-0.21194668,-0.1952765,0.4566446,0.637481,0.4820634,0.4170968,0.7683882,0.1289086,0.0018948913,0.03517502,0.38749206,-0.052081853,0.38762993,0.37024722,0.43076438,0.07156017
0.32235008,0.41839242,0.20304327,-0.26136848,-0.3118449,0.49546772,0.882638,0.4895802,0.5799924,0.90002704,0.3140824,-0.063091874,0.1806596,0.31049985,0.076245464,0.19214036,0.48948556,0.34848717,0.033293236
0.26219207,0.29198042,0.2137675,0.012573263,-0.028550394,0.2734311,0.44553167,0.36629868,0.25366548,0.46994352,0.17062351,0.17830145,0.19890866,0.24521017,0.3148923,0.1891036,0.3838649,0.21979365,-0.035640605
0.49614468,0.44005543,0.28681827,0.13131423,0.07552658,0.32127675,0.5261149,0.39332998,0.198947,0.54682314,0.13374834,0.2563451,0.3281543,0.059410132,0.47376066,-0.049346328,0.61404145,0.0067287385,0.05914142
0.7362545,0.48501527,0.40957844,0.2807989,0.2909061,0.37162378,0.48588657,0.41447985,0.15426093,0.5505366,0.08997653,0.43867895,0.40148228,0.03596784,0.63534373,-0.035229847,0.81056416,-0.062086515,0.09045588
0.24068533,0.37758368,0.20416531,-0.017926048,-0.13441108,0.3465266,0.53048563,0.4138986,0.3103495,0.6058366,0.19763774,0.11564242,0.14464255,0.22880164,0.3002203,0.058155864,0.44096512,0.19994041,-0.004356304
1.6747653,0.83549494,0.92891276,0.7195902,0.69662815,0.70313704,0.714541,0.68338925,0.16298668,0.9393538,0.013858724,0.98474604,0.7488391,-0.07302569,1.2646008,-0.37467176,1.6958297,-0.3352553,0.29310465
0.2032739,0.362543,0.2075808,-0.06850581,-0.15049964,0.3623346,0.5605302,0.41244066,0.34742,0.64317185,0.23586856,0.10160126,0.17200409,0.28628185,0.22072935,0.09193646,0.406553,0.2857039,-0.0016136565
0.3320393,0.40929958,0.23528926,0.043264553,-0.044161983,0.32506877,0.56306934,0.40460718,0.2601441,0.60250574,0.18906373,0.17177516,0.25270528,0.13697939,0.39985365,0.0044386536,0.5314611,0.0938586,-0.011214453
0.29338667,0.37891167,0.23971686,0.032419916,-0.056010872,0.32250994,0.5413671,0.41437435,0.26495424,0.5945747,0.14774396,0.16508591,0.21835068,0.16517115,0.37377477,0.023303099,0.51358503,0.13001934,-0.023805998
2.0660253,1.0992056,1.1231492,0.9167632,0.91870236,0.9090841,0.8999336,0.7616164,0.13982272,1.1119741,0.072029985,1.1755006,0.93899584,-0.17289747,1.5938246,-0.47254604,2.1479764,-0.45978808,0.36005208
0.17505494,0.2949683,0.1721153,-0.064963534,-0.093774304,0.27472225,0.45671993,0.3396634,0.2952604,0.4944893,0.19959685,0.0858989,0.12316342,0.30679882,0.18361089,0.17847654,0.29838294,0.29145554,-0.0059666354
0.2441989,0.3523571,0.151252,-0.090759665,-0.14279367,0.33753705,0.54758286,0.3912535,0.32361513,0.604169,0.19597001,0.10337321,0.18758073,0.21821758,0.26388144,0.09772426,0.40344384,0.21234185,0.0018736785
0.3609402,0.36011353,0.22956902,0.08518022,0.053054743,0.29589546,0.43587494,0.33237877,0.20658876,0.4618076,0.16792282,0.21924338,0.2127239,0.14021458,0.39373124,0.049832683,0.47165164,0.08218623,0.011971526
0.23892671,0.3240933,0.21011469,-0.011882804,-0.09631258,0.27972716,0.4828684,0.38274083,0.2630856,0.4898908,0.17034861,0.12946095,0.1661285,0.24324507,0.27123055,0.11258751,0.40358314,0.20775142,-0.018698052
0.5660237,0.4276132,0.34180394,0.18829046,0.12095206,0.34013048,0.4883092,0.42235383,0.17892306,0.5542334,0.11555487,0.34883788,0.3076297,0.09990314,0.53343624,-0.042260975,0.68738353,0.020547856,0.05209845
0.22607921,0.28505066,0.16899818,-0.15695046,-0.18266866,0.33211276,0.5522274,0.40802827,0.3453081,0.57374996,0.22133142,0.05271752,0.13908474,0.36998183,0.11162907,0.26424795,0.3209898,0.3758827,0.012725737
0.59163284,0.4641858,0.34458938,0.19732505,0.19628514,0.38723788,0.5337248,0.41139948,0.19984482,0.58500034,0.13298574,0.33939445,0.36187416,0.07459958,0.59647316,-0.022740081,0.7359545,0.0129008815,0.030752804
0.33272636,0.41062963,0.21208905,0.028521288,-0.07167277,0.29604653,0.58434993,0.39471605,0.27128163,0.57450247,0.22406848,0.14130671,0.25701314,0.13832523,0.3756252,0.016841441,0.5017972,0.086405545,0.0015893395
0.25128058,0.30588692,0.21970363,0.015901763,-0.022473812,0.28261775,0.47500172,0.36701134,0.26292142,0.4947562,0.20987256,0.18418643,0.20935717,0.27017695,0.3225168,0.1995103,0.3841824,0.23569241,-0.025432572
0.19588542,0.2751277,0.18940322,-0.05412488,-0.10684712,0.28149557,0.46432042,0.3556101,0.2823252,0.49657744,0.21058604,0.11565953,0.15858814,0.3171214,0.21255505,0.21442743,0.3295195,0.30799153,-0.018111985
0.5660496,0.46742153,0.3258745,0.17687348,0.13706478,0.35168207,0.53242445,0.40761742,0.19519292,0.5836957,0.13163996,0.3057729,0.34271014,0.06035558,0.5517247,-0.04521911,0.7030095,0.0005858764,0.047864057
0.2782721,0.35194907,0.21877293,0.040777225,-0.036810905,0.26202628,0.5220043,0.35809326,0.26891324,0.49300894,0.22968188,0.12764841,0.19751802,0.21368709,0.3310292,0.105069295,0.4270578,0.159767,-0.0077727595
0.62594336,0.4848315,0.34344625,0.17939708,0.1655721,0.37613824,0.52273977,0.42895025,0.16985539,0.59222776,0.10204582,0.3497983,0.36226434,0.021291256,0.53758425,-0.09420611,0.7336606,-0.029935703,0.08969851
0.46026295,0.4724877,0.27379888,0.0992551,0.08261068,0.39958844,0.5611433,0.43307284,0.21161857,0.642272,0.15973388,0.24624512,0.3117634,0.08053111,0.4758011,-0.063664764,0.6508062,0.06369198,0.043170847
0.80547917,0.56880087,0.46012622,0.3038023,0.25141218,0.42148632,0.5857437,0.45772603,0.16813889,0.6591569,0.11241642,0.44308615,0.45063525,0.011707664,0.70833945,-0.12873065,0.9332888,-0.07138995,0.10858271
0.20175815,0.267138,0.1944632,-0.09471853,-0.14311025,0.30924606,0.47461736,0.3764154,0.31437707,0.5343036,0.20533824,0.09007556,0.11121592,0.39516443,0.15072982,0.28477636,0.3000908,0.39233816,-0.0011738455
0.22878867,0.358147,0.19921099,-0.19962025,-0.22517067,0.45260158,0.6627583,0.45865688,0.4459735,0.7570867,0.261373,-0.0018889159,0.12847959,0.40545213,0.054560974,0.18925641,0.38858727,0.41918856,0.041179825
0.22890244,0.3429783,0.18609776,-0.1487618,-0.1959165,0.38868576,0.59443414,0.444264,0.35194927,0.6583303,0.18927556,0.07303671,0.14570084,0.33799627,0.14796022,0.14311184,0.3930258,0.33410174,0.016348224
0.20456132,0.2934404,0.19999713,-0.04301201,-0.09263587,0.29781523,0.4770404,0.3950423,0.27979195,0.5267688,0.16103141,0.12473009,0.14515129,0.28701377,0.23265414,0.17319562,0.35604474,0.26955733,-0.028740514
0.26698348,0.30831602,0.22979839,0.061009236,-0.015397236,0.2962805,0.44764417,0.33438253,0.28639984,0.46497476,0.2232531,0.17742498,0.14876495,0.2856676,0.3451544,0.16556105,0.37619886,0.20667842,-0.017256767
