TeamExp,ManagerExp,Transactions,Entities,PointsAdjust,Envergure,Effort
0.33018702,0.72282094,0.28397307,0.31187508,0.23690596421435786,0.71388024,0.3172103
0.66059965,0.78182745,0.604042,0.6092497,0.5929225355753521,0.4760428,0.5968138
0.51935035,0.85781384,0.17085086,0.2865382,0.21648937298936238,0.547625,0.25712147
0.7823962,0.7564918,0.348313,0.5268833,0.35876542152592533,0.45566714,0.4021399
0.4308251,0.81949306,0.086479746,0.14336199,0.07180494430829666,0.21117908,0.11513753
0.4536656,0.75452465,0.268382,0.45687395,0.29237107754226466,0.4734456,0.32719684
0.7030657,0.4899929,0.38235897,0.5329712,0.34735768084146085,0.6937271,0.39000335
0.21949825,0.6315714,0.2486058,0.24476142,0.17077744024664643,0.591271,0.24003884
0.6421297,0.2839986,0.19553335,0.39971817,0.17623297057397824,0.4935652,0.20597619
0.37305668,0.30576602,0.2598533,0.29834497,0.1898275713896543,0.6026763,0.27005598
0.8052457,0.66044337,0.42186284,0.5671609,0.42939772576386354,0.5670004,0.44531265
0.7979099,0.47121695,0.32855695,0.5686464,0.37489157249349436,0.6130717,0.37540188
0.6374835,0.5017631,0.18179327,0.4374442,0.2514807150888429,0.44628358,0.26633123
0.26994827,0.32998073,0.1898565,0.3069476,0.18745641124738469,0.42782742,0.21338902
0.040526092,0.45826843,0.31693077,0.18753277,0.16866536011992161,0.6832441,0.2706069
0.29898724,0.5139411,0.15684739,0.29684448,0.164899149893949,0.3831523,0.20250686
0.7458923,0.8436709,0.17199886,0.327448,0.19160935149656108,0.44411826,0.22476204
0.20297143,0.70001274,0.28439516,0.17085324,0.09634957578097454,0.9875354,0.30373862
0.20908171,0.66606474,0.19694316,0.24339136,0.21342869280572158,0.47769457,0.24228814
0.39753097,0.30227715,0.26298922,0.34284544,0.1650173799010428,0.6330818,0.21579999
0.81229126,0.7208283,0.26248977,0.50454247,0.3195900791754048,0.56344754,0.34400132
0.17325649,0.45982507,0.25928915,0.21957894,0.17765681065940864,0.49381912,0.20566027
0.68221945,0.7978455,0.54605335,0.6383302,0.54639883278393,0.53057426,0.5382243
0.42318088,0.77003604,0.1310744,0.24020544,0.14624108877446532,0.29168722,0.15052366
0.63546836,0.87687266,0.2527852,0.28866172,0.21124650267479017,0.7382036,0.2860538
0.3727778,0.65776473,0.27965227,0.35862714,0.22781857366911443,0.6543571,0.2807144
0.8501424,0.78900665,0.2466514,0.4525211,0.2777122766627366,0.58717465,0.3301989
0.18376571,0.3633942,0.28411713,0.2965719,0.16992291019537462,0.73654217,0.29832852
0.31560028,0.7370198,0.09024784,0.15858379,0.09245482554728952,0.24932675,0.16104448
0.4350826,0.26310316,0.19973916,0.30985034,0.16331363979881838,0.49504614,0.22563395
0.7326066,0.69179815,0.48140693,0.65729314,0.47732218863933135,0.6026229,0.48616675
0.640326,0.78440225,0.42547554,0.5171672,0.47778498866709934,0.38174123,0.3731596
0.51566994,0.39313924,0.24290705,0.40769106,0.20816713249002797,0.5664637,0.24546929
0.81946725,0.56772065,0.44658178,0.67554754,0.4639304278358257,0.58065957,0.47378927
0.85964364,0.7229093,0.055145785,0.33718693,0.08784093527045611,0.3029374,0.117488764
0.7503461,0.75128496,0.5424782,0.61071116,0.5121094907265695,0.62480867,0.5518133
0.74224555,0.4761242,0.23836033,0.48838538,0.3098023185881391,0.47305405,0.30909455
0.36440247,0.84627044,0.22608876,0.15130703,0.10454140627248439,0.73685426,0.20701529
0.7693703,0.7141737,0.15054338,0.32608092,0.15099926905995614,0.47048205,0.1860778
0.38220036,0.4748213,0.35225654,0.38806474,0.20951069257064156,0.8125034,0.3402032
0.89745635,0.71359855,0.33211398,0.5693557,0.3753375625202538,0.55100447,0.40007895
0.8399005,0.6651174,0.32167488,0.5342909,0.3533388012003281,0.5361578,0.3731833
0.6123004,0.3303628,0.2259118,0.3915484,0.15153155909189353,0.68167144,0.26356077
0.309901,0.37990668,0.28705412,0.3313201,0.1899065113943907,0.668215,0.26692998
0.6836347,0.7825832,0.24286477,0.43266287,0.29049981742998904,0.456971,0.31045946
0.83609426,0.9015973,0.78112614,0.8387226,0.8014945880896753,0.5949325,0.765561
0.38499597,0.59939826,0.34490046,0.3769815,0.22720234363214065,0.74690384,0.33030355
0.099616095,0.5707453,0.29386878,0.20445907,0.15633330937999856,0.7687182,0.24679622
0.8355766,0.7288866,0.19138293,0.37956434,0.19403095164185713,0.47340953,0.24623288
0.72658086,0.8350426,0.5812301,0.68102515,0.5891389053483344,0.5725151,0.572959
0.40221882,0.28132015,0.22224319,0.335878,0.1422785885367153,0.5655846,0.22496095
0.21357737,0.4501664,0.16005883,0.34365284,0.17964051077843066,0.3804946,0.20871386
0.45606434,0.20380716,0.09619312,0.16865355,0.07188749031324942,0.28260309,0.10518538
0.16665173,0.65334964,0.28375328,0.17865899,0.1330246979814819,0.8547874,0.28745142
0.6959425,0.8735954,0.13453563,0.2932864,0.16254090975245458,0.4165306,0.19393207
0.46475887,0.5688132,0.07827202,0.20822142,0.06712415402744924,0.184706,0.14804786
0.25799495,0.29765558,0.16179214,0.03147708,0.06950456417027386,0.28262615,0.25861168
0.79015017,0.75280815,0.40206176,0.5753104,0.4293598257615896,0.5081289,0.4457079
0.2127259,0.8339017,0.24700883,0.15975803,0.15473370928402255,0.7374538,0.23385479
0.8081673,0.8718329,0.2736253,0.43800104,0.3103713886222833,0.49735594,0.3340241
0.585315,0.4598195,0.17347263,0.43054718,0.2476165748569945,0.48675,0.25323066
0.701572,0.36908716,0.2933529,0.4555828,0.270594716235683,0.4979412,0.31780255
0.55381685,0.30512434,0.19129333,0.42186356,0.20916894255013657,0.47213364,0.22829822
0.3658527,0.8193724,0.08441587,0.17528567,0.10062797203767833,0.2736302,0.12179181
0.68421304,0.4391864,0.3995775,0.5798011,0.36597397195843834,0.67279106,0.41952842
0.43160778,0.3730745,0.31342724,0.39624324,0.24151989449119368,0.6574108,0.3186209
0.11970868,0.4179782,0.32545474,0.24373944,0.17721040063262403,0.6883925,0.27633354
0.10012747,0.62638795,0.29498845,0.17527461,0.12115657726939465,0.8647543,0.2805331
0.6788302,0.78829575,0.6198618,0.6194436,0.5778437046706223,0.57660896,0.63977206
0.77556676,0.7281775,0.10556363,0.33357716,0.1581564094893846,0.28065392,0.14957853
0.15192485,0.8046199,0.16951299,0.084996015,0.12864752771885166,0.41625583,0.2145309
0.4502573,0.647385,0.3492415,0.5244489,0.3322313599338816,0.51165056,0.3286245
0.40621787,0.85627455,0.111185595,0.048768267,0.07263151435789086,0.3464114,0.13322143
0.56015766,0.17756751,0.15751134,0.30669793,0.11603344196200653,0.22358827,0.20979047
0.4165755,0.8916596,0.2506729,0.21833092,0.1663895099833706,0.6982089,0.2515012
0.35036427,0.2755319,0.13667883,0.2988503,0.14595857875751475,0.35502714,0.17585357
0.16911122,0.76744163,0.19760044,0.08733389,0.16078973964738438,0.4597885,0.2755351
0.6627606,0.21417616,0.20244199,0.34655088,0.14851531891091915,0.5662851,0.20440519
0.6972111,0.8866291,0.06632131,0.2694761,0.1409513084570785,0.33514097,0.1699388
0.2506513,0.26744005,0.24844418,0.24237758,0.1383692383021543,0.62703466,0.22913925
0.6842337,0.52806246,0.3382956,0.56486416,0.36741059204463555,0.53582615,0.37881848
0.28761587,0.32042372,0.2660733,0.29711336,0.14224191853451512,0.73873025,0.2567802
0.6724449,0.35975784,0.26262933,0.45182854,0.2443856146631369,0.6098123,0.26867762
0.46238494,0.45940474,0.33015424,0.44293088,0.287453817247229,0.6768455,0.3163614
0.21827015,0.8014633,0.13372998,0.1336678,0.14213912852834773,0.37496418,0.19821803
0.25581884,0.45862275,0.23405112,0.18224235,0.12593225755593546,0.38437665,0.25105396
0.69460493,0.6300469,0.2634252,0.29833618,0.28275485696529146,0.30281198,0.15786666
0.72806114,0.5668221,0.53015035,0.6307574,0.46336932780215967,0.7672762,0.5247541
0.8811846,0.8373226,0.7878338,0.79358244,0.7432531445951887,0.7190845,0.76413697
0.2777925,0.81073445,0.10116205,0.19010714,0.1425653785539227,0.2602812,0.16733754
0.5265785,0.7576122,0.48667037,0.4260282,0.3446263906775835,0.8288135,0.5455313
0.8801524,0.8797703,0.66160065,0.80215347,0.6857996411479784,0.6416005,0.6742306
0.80630416,0.7185944,0.5144793,0.63202,0.5125483307528999,0.6435385,0.5323978
0.5424922,0.8258233,0.31060877,0.37686312,0.26410701584642093,0.6891073,0.36781895
0.7413304,0.80868936,0.64160365,0.66746885,0.6138095068285704,0.633009,0.67192125
0.7504911,0.56404096,0.16553512,0.34063154,0.1395536283732177,0.58216995,0.17171332
0.48787183,0.4895997,0.3835892,0.49498832,0.31642849898570996,0.7260397,0.37142402
0.24373342,0.92558223,0.19036946,0.15960349,0.1618476897108614,0.6085889,0.27401578
0.7380303,0.71777606,0.23457,0.43278334,0.26648937598936256,0.32783246,0.2763369
0.5813016,0.69879323,0.26442647,0.44703203,0.2891619973497198,0.50440353,0.29515025
0.5362567,0.65945244,0.086781934,0.26025742,0.09926498595589917,0.2150235,0.10361225
0.7554952,0.3582682,0.17089802,0.46483558,0.22499638349978301,0.49613523,0.22218074
0.5218961,0.23155329,0.16261938,0.28685433,0.14546536872792212,0.3297872,0.16049685
0.32300538,0.35672337,0.20500693,0.40524206,0.2136365628181938,0.45904875,0.2134302
0.6764785,0.67104053,0.10619922,0.2973029,0.11862964111777848,0.27002352,0.13234942
0.71454966,0.480212,0.36109352,0.5063933,0.3466114207966853,0.6410501,0.37462047
0.81039286,0.808426,0.4111191,0.5486436,0.427439565646374,0.63372594,0.4399747
0.67694867,0.5279446,0.20744874,0.34114715,0.12104124726247484,0.6875376,0.20759274
0.41945988,0.26934868,0.24427506,0.29592347,0.16604942996296582,0.59162444,0.24664807
0.8745035,0.5346695,0.046616934,0.37363523,0.0792594597555676,0.26967818,0.10928195
0.7620066,0.32500654,0.20805039,0.4431884,0.17543977052638624,0.5204357,0.21398965
0.19138205,0.42970455,0.19701031,0.29996544,0.1634975798098548,0.4314711,0.18949074
0.16482404,0.66877425,0.34500152,0.24801618,0.20253646215218774,0.86254156,0.30945176
0.41502154,0.76272124,0.19552153,0.2989538,0.23457984407479063,0.3119752,0.23284715
0.7531529,0.69905996,0.53915983,0.6850828,0.522468231348094,0.65863436,0.5625918
0.16945055,0.64790535,0.21541685,0.2157274,0.15551011933060718,0.47873133,0.20923047
0.5809016,0.32830408,0.174469,0.35189414,0.18523299111397945,0.42840523,0.20751004
0.6607381,0.38620436,0.29084742,0.439125,0.24305891458353487,0.70478946,0.3234518
0.55485356,0.58408576,0.24248424,0.39227402,0.25740501544430094,0.6112428,0.2629002
0.52943164,0.66034794,0.16126125,0.3103818,0.15448882926932975,0.35643512,0.1930526
0.27450803,0.8105514,0.14987458,0.18620113,0.1624848097490886,0.45650268,0.22763272
0.5954541,0.63486385,0.04591188,0.18403226,0.045455566727334,0.0841462,0.05769793
0.15681915,0.35104433,0.2301043,0.23194091,0.16604498996269942,0.5269025,0.25183678
0.6101321,0.656301,0.32311887,0.4259317,0.3003470480208229,0.7079836,0.34359482
0.31732193,0.47167313,0.2552613,0.2503295,0.08742937524576253,0.8720064,0.27202553
0.67624956,0.3684044,0.26050746,0.45813185,0.24286924457215467,0.62706435,0.30475476
0.1410003,0.42965496,0.29285327,0.25209078,0.15266370915982258,0.7875732,0.27568117
0.5230185,0.80519587,0.047635898,0.19654186,0.09212635552758133,0.21194968,0.10933472
0.67703116,0.17636016,0.12123927,0.32810062,0.10308279618496777,0.28953636,0.10733553
0.8006085,0.7891658,0.34700364,0.48035747,0.3292639197558352,0.5969299,0.40559602
0.2290516,0.92095166,0.13757452,0.054189414,0.1390340383420423,0.5736585,0.26083183
0.53336334,0.8235519,0.36760858,0.53314847,0.3982677438960646,0.4767596,0.39536703
0.8033161,0.09027445,0.12944353,0.35712764,0.07279000436740025,0.33698118,0.119852506
0.61969405,0.78452545,0.37463242,0.45968845,0.3549722212983333,0.56947327,0.3800925
0.49110597,0.5380449,0.3712309,0.49300188,0.3162159489729569,0.6791596,0.3670398
0.6089142,0.720549,0.25836518,0.34594014,0.2215481432928886,0.6563565,0.27829677
0.7510486,0.3245296,0.1590411,0.42859948,0.165200149912009,0.4509198,0.17599566
0.6080997,0.17789553,0.16990417,0.36392486,0.12349284740957085,0.4228558,0.15330017
0.8899107,0.53675973,0.08163443,0.43163663,0.14590400875424053,0.2886955,0.14530739
0.009769991,0.49569076,0.32810766,0.17734197,0.13233739794024388,0.8243423,0.32249063
0.2475546,0.77379733,0.25560498,0.15914986,0.160399449623967,0.7102831,0.23164411
0.558726,0.67363524,0.25827497,0.31891257,0.18622025117321508,0.7445012,0.27204806
0.6682546,0.82883555,0.24708197,0.36114028,0.2516047150962829,0.41980267,0.24515215
0.22202718,0.8746415,0.32638314,0.16019496,0.13492852809571168,0.96548647,0.3188113
0.5839453,0.17645076,0.1468967,0.3172748,0.11623439697406383,0.34844756,0.1609465
0.52940416,0.4136783,0.3568279,0.45753396,0.28972537738352266,0.7217897,0.35658386
0.65194106,0.8447876,0.15502995,0.2466245,0.15538348932300936,0.5153987,0.1923871
0.5455202,0.7708225,0.26168448,0.39110318,0.277396616643797,0.60775733,0.30247357
0.4278618,0.6726604,0.26135522,0.34875935,0.30936439856186393,0.23768434,0.23060574
0.35588253,0.8650436,0.27636874,0.2511986,0.20799338247960297,0.70741075,0.26750633
0.7414224,0.7716733,0.4578414,0.5387875,0.4151691749101505,0.61605,0.46069607
0.73467135,0.87792933,0.66117865,0.752633,0.6969058918143536,0.50679755,0.6712707
0.34792596,0.4494772,0.14452133,0.34456244,0.1700479802028788,0.37646627,0.21413898
0.16321698,0.5270456,0.2873128,0.25370213,0.214241232854474,0.58291745,0.2685431
0.37903643,0.43429145,0.24571605,0.30529612,0.1698800901928054,0.63799644,0.20471886
0.62442,0.6729385,0.4105127,0.4523306,0.32513399950803995,0.83368534,0.4164334
0.26562208,0.8719246,0.21312696,0.18803637,0.14866477891988675,0.64073336,0.2474949
0.4353435,0.8530755,0.228919,0.31092483,0.23746645424798726,0.48518217,0.25084004
0.26789898,0.29432625,0.19941285,0.22399437,0.057413488444809306,0.6474483,0.21961395
0.90298325,0.87907463,0.75713396,0.79449856,0.755932615355957,0.679439,0.76869005
0.6267148,0.53574777,0.14427726,0.38718542,0.21977481318648878,0.4205296,0.24102028
0.7948588,0.72347105,0.11095618,0.3547347,0.1662295299737718,0.36502576,0.17488578
0.58295864,0.11857791,0.14260668,0.20831314,0.07201348432080906,0.30976987,0.15216959
0.38418263,0.66848344,0.2513428,0.36185387,0.23910108434606506,0.510415,0.2752683
0.6267234,0.7190966,0.36153892,0.46925956,0.34296077057764623,0.67467654,0.3649817
0.2019314,0.7581522,0.25852314,0.17230667,0.17218751033125063,0.6707271,0.2345756
0.6406572,0.71085835,0.28162897,0.3676601,0.274284316457059,0.35807264,0.2372744
0.5612596,0.69274914,0.3909952,0.477741,0.36918618215117094,0.704461,0.40167508
0.31541392,0.21880099,0.16801359,0.26080316,0.12380940742856444,0.37834924,0.16780108
0.48271567,0.5480228,0.34969446,0.41432765,0.25694461541667696,0.75487757,0.350046
0.89078814,0.77743715,0.49012434,0.6785159,0.541938032516282,0.58094364,0.56588084
0.57288915,0.5293445,0.06873244,0.31174487,0.10158321609499296,0.24275474,0.14111035
0.8836377,0.8372447,0.68436533,0.73309326,0.6972862418371745,0.6024147,0.70031905
0.60991037,0.2880304,0.12458156,0.33836487,0.10189410211364613,0.30259696,0.12696987
0.4437949,0.75816655,0.35763654,0.31663585,0.2482499048949943,0.85634834,0.35796714
0.8392721,0.84100926,0.6097223,0.64647543,0.6095472965728379,0.62273556,0.6253743
0.5110194,0.6841325,0.2815712,0.38037062,0.3027423781645427,0.2719788,0.28084382
0.2091614,0.588977,0.22689341,0.22583821,0.17834231070053866,0.48424256,0.21619917
0.32213354,0.22490853,0.15863189,0.17374748,0.10314231218853874,0.26045653,0.20040932
0.47395784,0.8227307,0.0927099,0.25971842,0.1407385084443105,0.31981868,0.17015202
0.8642628,0.743705,0.2125583,0.42607445,0.27285991637159496,0.5522815,0.28439924
0.26554772,0.35723275,0.23743567,0.16193706,0.15651380939082857,0.39869052,0.26837978
0.2781998,0.8289856,0.07715692,0.16190206,0.13186547791192868,0.31191635,0.15762109
0.4442835,0.68201303,0.37706262,0.44106892,0.3183167490990049,0.7019725,0.36825103
0.3240493,0.7802458,0.13689555,0.22206907,0.14896572893794374,0.2937042,0.16413149
0.15008315,0.6048688,0.04003138,0.08449149,0.028622091717325503,0.124971755,0.20251676
0.5522739,0.8758815,0.17267187,0.16449466,0.06747703404862204,0.6142227,0.20037849
0.55024403,0.73964715,0.25925228,0.34617555,0.21676525300591518,0.70428705,0.27513292
0.18099912,0.68870276,0.22032286,0.17722338,0.17413315044798902,0.51818234,0.21883664
0.85631025,0.6740884,0.15758649,0.37194443,0.18474189108451347,0.5961565,0.2221473
0.31851745,0.8241613,0.11708222,0.2149648,0.1406786984407219,0.32654327,0.17108686
0.5336163,0.87600994,0.26936716,0.26952782,0.20319466219167975,0.72487175,0.2801312
0.6531201,0.66298765,0.4618277,0.6984586,0.4779026786741607,0.56526554,0.46592215
0.66989976,0.83738136,0.50963986,0.4830703,0.41659232499553955,0.8170355,0.5235294
0.559757,0.74776113,0.31856537,0.39970905,0.32523831951429916,0.36317647,0.33408192
0.5289959,0.7101351,0.43631095,0.5530191,0.42343512540610756,0.58372027,0.42642775
0.4084948,0.35854483,0.18378788,0.3165186,0.16159357969561478,0.44013208,0.189141
0.5308548,0.59086907,0.42901647,0.52495295,0.3754012225240734,0.6936471,0.40416247
0.57817584,0.8684421,0.21977448,0.3060649,0.25721909543314575,0.61603093,0.28145686
0.395553,0.864176,0.22227472,0.28056717,0.2143564128613848,0.5370057,0.2607544
0.99540037,0.9119047,0.86501926,1.0,0.8728803923728236,0.75761455,0.8509817
0.81924117,0.8457065,0.60770017,0.74056506,0.6382593882955633,0.58048725,0.64518374
0.8942705,0.64809453,0.2145373,0.45468384,0.2538789952327397,0.55748755,0.2851223
0.5330402,0.16979998,0.11015572,0.16963652,0.05161649309698959,0.27185577,0.092759594
0.43672705,0.51552165,0.36959118,0.4307328,0.2932101375926083,0.7876303,0.34807727
0.66747725,0.65049225,0.28400183,0.43242723,0.24148954448937268,0.64373493,0.31231612
0.5136744,0.8756556,0.13802865,0.16021067,0.11052016063120963,0.4955675,0.17942786
0.2267174,0.74679965,0.13107419,0.103310645,0.12765618765937128,0.43085653,0.23682348
0.41734573,0.44286162,0.24322523,0.37351578,0.20117177207030634,0.6230887,0.22798999
0.7190556,0.84845537,0.59970117,0.7095533,0.6291134377468063,0.5769003,0.5763092
0.70878476,0.50199354,0.17638193,0.4105757,0.20626589237595355,0.51469225,0.21837881
0.22472322,0.2836545,0.22584063,0.268207,0.14868988892139334,0.56479955,0.2152092
0.46963888,0.8770529,0.122125864,0.09490638,0.09721439183286351,0.41367424,0.1416343
0.6952855,0.37352264,0.21655229,0.45501906,0.24107171446430287,0.506829,0.2626613
0.6553425,0.6994299,0.54910964,0.58604246,0.46722328803339724,0.76226044,0.5258514
0.5042085,0.70580184,0.3064235,0.4303956,0.3001333180079991,0.53253114,0.30483094
0.644486,0.63759613,0.13202165,0.20975015,0.08443724106623447,0.30139378,0.119316645
0.20200866,0.74721366,0.027230017,0.10425487,0.04521050271263016,0.14122681,0.11293786
0.22370268,0.9212838,0.126472,0.12630862,0.13017815781068948,0.3980884,0.20189087
0.41161817,0.47654507,0.049829222,0.17936206,0.05694024341641461,0.17951418,0.14336932
0.75822264,0.34102502,0.14892481,0.39538246,0.1067162764029766,0.42259884,0.13847739
0.50595784,0.67735285,0.35818106,0.42243743,0.323966399437984,0.69164884,0.3582609
0.8162955,0.83281076,0.7438294,0.7371901,0.7170534430232065,0.61587334,0.72333527
0.5009437,0.2905984,0.19989109,0.3728649,0.1967350518041031,0.46301597,0.21749194
0.089548685,0.45823783,0.30225813,0.17188118,0.1601770096106206,0.6931708,0.28146118
0.76127213,0.58509135,0.12592171,0.3618204,0.14527810871668653,0.39056265,0.1650559
0.32532087,0.8859329,0.13173151,0.042815566,0.09556317573379056,0.45987165,0.17519806
0.4995026,0.33950335,0.12737168,0.34182,0.15538248932294935,0.33871746,0.16499266
0.26818302,0.8863373,0.11830376,0.16673473,0.15286297917177874,0.46152192,0.22795151
0.62763643,0.07778498,0.11639938,0.22678465,0.04055186943311217,0.1607661,0.10868925
0.5663941,0.3086082,0.21925625,0.41173887,0.23198708391922504,0.4755473,0.23580492
0.30857062,0.80712616,0.2558341,0.24276315,0.21770547306232838,0.6245967,0.24569272
0.66892046,0.83701307,0.16669527,0.29072976,0.15675387940523275,0.36387724,0.18770748
0.51992613,0.8034081,0.51337165,0.40780318,0.3378634402718064,0.88123643,0.5906687
0.73744786,0.58815837,0.30840215,0.51191664,0.31716131902967915,0.6167805,0.32926565
1.0,0.6993715,0.38505703,0.6154307,0.4430204565812274,0.63057566,0.4488902
0.3120118,0.88503,0.14169267,0.17639728,0.15232767913966075,0.43823653,0.20965613
0.6507549,0.7349137,0.41564852,0.50128806,0.42868187572091254,0.41315985,0.41649038
0.7054198,0.69355285,0.09813891,0.31060544,0.1391384983483099,0.19994386,0.11192976
0.5206681,0.9833858,0.36361057,0.2750035,0.2503736750224205,0.9299441,0.3781609
0.7942356,0.81746334,0.3838061,0.5456955,0.4114872746892365,0.45858413,0.43074703
0.42759937,0.69776833,0.2452261,0.22145265,0.11918277215096633,0.7562472,0.22189908
0.65808094,0.7589354,0.22944435,0.29169536,0.1447384486843069,0.8132927,0.28732893
0.79978234,0.79950094,0.45947862,0.5761399,0.47480842848850574,0.4958591,0.49223867
0.495654,0.16614428,0.09628502,0.2055911,0.08954512137270727,0.2210275,0.124346614
0.66289186,0.80044293,0.47791678,0.5136138,0.4292443257546596,0.7185649,0.4830241
0.5699005,0.82092434,0.1804282,0.2198429,0.09258807555528453,0.5860042,0.23217174
0.273631,0.4838852,0.09935431,0.26118523,0.1322088779325327,0.33120605,0.18038018
0.48360038,0.2703458,0.15359947,0.34552896,0.1623213397392804,0.4095204,0.18597832
0.36764055,0.6016648,0.33481547,0.39765912,0.2788870467332228,0.7341377,0.3187024
0.39246207,0.57133806,0.4093377,0.39342514,0.26656334599380077,0.9773325,0.43613577
0.7821638,0.75115424,0.62943906,0.683967,0.5949138356948303,0.66498995,0.6102156
0.3787064,0.51263344,0.33170784,0.39985368,0.266321715979303,0.7489552,0.323894
0.41974288,0.2331565,0.2175912,0.27998784,0.1407807384468443,0.5930954,0.24713442
0.51875544,0.81483865,0.14762126,0.3324684,0.1945600016736001,0.41470164,0.22101292
0.6301215,0.6826548,0.23310378,0.31710297,0.14485010869100653,0.7364444,0.25515088
0.71483403,0.36087352,0.232887,0.43581074,0.2218143933088636,0.5768972,0.2719757
0.535703,0.78981376,0.3565231,0.31111938,0.20322854219371253,0.8296426,0.44326243
0.26381317,0.42316228,0.30674246,0.3703866,0.23612818416769105,0.6695695,0.25021237
0.5362808,0.13261166,0.10008388,0.26177192,0.07813463068807784,0.19753654,0.12688418
0.8023761,0.75668925,0.17660464,0.38946104,0.19625803177548193,0.4070052,0.23672312
0.6360495,0.8183222,0.23602754,0.3306495,0.2175408630524518,0.5979718,0.2665949
0.3317262,0.47947475,0.32586214,0.3979693,0.25197771511866296,0.69822115,0.29829228
0.14784956,0.7686288,0.13754897,0.14231318,0.12454194747251686,0.3922435,0.21502514
0.5918677,0.4845917,0.30967802,0.42551494,0.23354685401281125,0.71222323,0.3134259
0.6251295,0.7710648,0.36856097,0.5120273,0.3813542928812576,0.45448577,0.37101054
