AFP,Input,Output,Enquiry,File,Added,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Effort
0.16565555,0.3070534,0.17435111046106663,0.18237764,0.114103064,0.25061685,0.47056904,0.13045664,0.13416358341635837,0.12312238738734325,0.0952463,0.2621985857319152,0.10691889,0.112788856
0.2469385,0.27281207,0.24002422440145346,0.32193026,0.2477466,0.27462995,0.4209647,0.08992556,0.10544722054472205,0.08965017537901053,0.07169492,0.23458804407528266,0.09961487,0.1028703
0.17485617,0.27278227,0.2849191570951494,0.15995719,0.14126393,0.21435872,0.43004498,0.07199862,0.0792516879251688,0.06576829394609764,0.0462412,0.2463001147780069,0.049672287,0.053887032
0.10515265,0.21376288,0.16114266966856017,0.19209388,0.087902956,0.18597284,0.43116078,0.1724785,0.18527272852727286,0.1693430201605812,0.14911243,0.14337987860279272,0.07115768,0.071118265
0.16624093,0.3018862,0.18505996110359768,0.19229025,0.0856532,0.20981905,0.452244,0.15198945,0.16601041660104168,0.1381362082881725,0.12580374,0.1327106779626407,0.075540215,0.08285861
0.17094168,0.25483474,0.2701763362105802,0.1942188,0.10141288,0.2099446,0.43262973,0.09380718,0.100527160052716,0.06999851419991085,0.05752293,0.15215313912918835,0.042175256,0.052935243
0.12246594,0.19299473,0.2510077550604653,0.1792133,0.12591562,0.15938011,0.4030493,0.080405995,0.08882166888216689,0.06912719914763195,0.04780688,0.18136061088163666,0.03596222,0.043259405
0.11555478,0.12542033,0.23264008395840505,0.20567673,0.13056977,0.16859488,0.57039046,0.17792995,0.19435107943510793,0.16116486966989219,0.14256638,0.10254617615277058,0.07334952,0.087910816
0.42775875,0.6185657,0.25766751546005096,0.44852945,0.08603626,0.07541741,0.53567815,0.08647015,0.11142457614245763,0.05090897105453827,0.063863575,0.2775961366557682,0.14404827,0.15980783
0.1544472,0.17259666,0.23191936391516185,0.27471867,0.14305535,0.1370266,0.52352506,0.110089324,0.12140915214091522,0.09232570553954234,0.07492873,0.1671518600291116,0.073489055,0.08953723
0.11396131,0.25497895,0.1091269315476159,0.20985608,0.1067607,0.23360994,0.47619,0.35868564,0.3717467571746757,0.3521642611298557,0.34162813,0.23394535403672126,0.11643398,0.102020845
0.12536956,0.18785106,0.20018221201093273,0.2611985,0.055297177,0.16720265,0.443389,0.29281878,0.301169010116901,0.27538748652324924,0.26011148,0.20377205222632314,0.10812257,0.110458195
0.097979434,0.21970312,0.21419801285188078,0.14710726,0.08742732,0.16237003,0.49202964,0.11620528,0.12321905232190523,0.11798491307909478,0.08417558,0.1693080801584848,0.06226896,0.06563877
0.26852015,0.34522247,0.2164473629868418,0.28256518,0.2661348,0.25638437,0.5345617,0.2606788,0.2858564885856488,0.2468609148116549,0.24631825,0.5164911309894679,0.31671625,0.31983647
0.19166768,0.3352853,0.25557801533468094,0.20396751,0.06557125,0.12371125,0.5104435,0.076611444,0.0899459989945999,0.05690769841446191,0.047530882,0.17388053043283183,0.04431936,0.05481265
0.16598792,0.22721952,0.21425549285532958,0.20833772,0.11635953,0.14619163,0.5623808,0.2655482,0.293624609362461,0.24889543493372612,0.24642211,0.1691107801466468,0.13019267,0.1445516
0.12938581,0.22112381,0.18226586093595168,0.21949007,0.15101135,0.17347988,0.11307055,0.12652037,0.13677392367739238,0.08523152511389151,0.07210996,0.11501949190116952,0.052501813,0.072908744
0.13058454,0.21788716,0.15434453926067238,0.23851603,0.14658701,0.22807553,0.4086461,0.15448391,0.16046341604634162,0.1380003082800185,0.11427177,0.23111237386674244,0.07070078,0.07650459
0.13699389,0.2594924,0.18872240132334409,0.19532494,0.1011256,0.14920521,0.410175,0.110245794,0.11621593162159317,0.0828838349730301,0.07016577,0.1346298880777933,0.03372229,0.04342647
0.24990135,0.30140477,0.19706541182392473,0.31438553,0.23467432,0.31814408,0.45486683,0.08581567,0.10330463033046304,0.07845876470752589,0.05999212,0.2605850556351033,0.08594631,0.09934035
0.14213784,0.20986797,0.21831916309914978,0.17974418,0.17361408,0.18946794,0.51019955,0.18338397,0.18995475899547593,0.1631934897916094,0.14063448,0.37699380261962817,0.13618577,0.1477771
0.12949085,0.25967205,0.18283583097014988,0.15765825,0.08850155,0.16952519,0.52679664,0.14020716,0.1486924748692475,0.12908433774506026,0.10170033,0.1354785381287123,0.0611632,0.07638691
0.40577042,0.48203152,0.10624087637445259,0.5657079,0.29473987,0.3445775,0.5669517,0.23577052,0.2699935069993507,0.21426236285574177,0.21981522,0.30879159852749594,0.41218266,0.43253604
0.2315274,0.27277243,0.10551965133117908,0.4212567,0.248102,0.29579335,0.46172243,0.1691286,0.1677167167716717,0.15153160909189653,0.12039112,0.17496736049804162,0.1499024,0.16199102
0.3096216,0.42450768,0.3955478637328718,0.2011041,0.0790766,0.16101503,0.3768599,0.028315496,0.02373341337334134,0.03014273780856427,0.0057564005,0.4000610640036638,0.08036305,0.07731272
0.4302591,0.55110765,0.1619345597160736,0.5966488,0.13469021,0.14883964,0.75799036,0.5144672,0.5167706516770652,0.4936422696185362,0.497475,0.47942438876546334,0.42472532,0.4197174
0.11597775,0.17947909,0.22151294329077661,0.18813236,0.10826535,0.15672334,0.40918976,0.16657649,0.16647447664744766,0.1443129686587781,0.13003132,0.12742180764530847,0.058006067,0.06342666
0.12824427,0.19829372,0.20118226207093573,0.21568103,0.10165011,0.20179276,0.43598193,0.27951607,0.2897719689771969,0.2497833649870019,0.24198216,0.31063319863799194,0.096179515,0.10251278
0.29716584,0.35432458,0.26138471568308297,0.23598719,0.17597024,0.35107857,0.24059547,0.040918726,0.025716424571642457,0.05135345808120748,0.022264,0.5813868948832137,0.1624236,0.13005649
0.2556785,0.2695314,0.32117165927029956,0.2813989,0.23420194,0.25571525,0.42073587,0.08648328,0.08646261864626187,0.0837376450242587,0.052395463,0.17557908053474483,0.089597836,0.09396594
0.07344733,0.18737985,0.17297218037833084,0.16951904,0.0708623,0.13825133,0.4446773,0.17918654,0.18505063850506387,0.16688343001300582,0.13554981,0.1641494398489664,0.06567137,0.070236675
0.106863126,0.13903928,0.20303137218188233,0.17788664,0.09205939,0.16994505,0.462309,0.27686808,0.2939089293908929,0.2716754863005292,0.25437376,0.09878008592680516,0.10205114,0.1091667
0.18732981,0.24545854,0.2524521751471305,0.21970898,0.12560987,0.21483523,0.44842046,0.058568038,0.06584477658447765,0.04866782892006973,0.03468602,0.21038155262289318,0.054861635,0.054618195
0.487866,0.51615316,0.31216116872967015,0.59013397,0.18214616,0.12756926,0.5116259,0.098825775,0.12056010705601072,0.07642103458526207,0.07388298,0.34163552049813123,0.24508797,0.27221468
0.13563868,0.13940403,0.21080908264854495,0.2527806,0.13181485,0.23874703,0.47666034,0.26863027,0.2779015277901528,0.2488739749324385,0.2338399,0.22718615363116923,0.0959492,0.10143359
0.38474563,0.39239118,0.052280393136823596,0.5433573,0.41081768,0.4491353,0.45341045,0.064203456,0.06576041657604166,0.0672910700374642,0.03146386,0.12632978757978727,0.14992027,0.1622773
0.15022874,0.21220146,0.15877031952621917,0.3120793,0.11631372,0.20425165,0.38030812,0.22867438,0.2557710255771026,0.20479723228783395,0.21468851,0.1113524766811486,0.04348672,0.04434712
0.14373583,0.21101508,0.2458191947491517,0.22558075,0.09490607,0.17492886,0.44075254,0.09841111,0.12568978256897828,0.09250812555048754,0.08449711,0.06503232390193944,0.0554047,0.061645806
0.1371121,0.19358644,0.2187499531249972,0.27038926,0.099199235,0.16360243,0.42837948,0.16091445,0.1803124380312438,0.14137134848228092,0.1323798,0.2167412430044746,0.06654246,0.075658485
0.2064848,0.3987463,0.22670468360228102,0.168137,0.041292734,0.19724312,0.51166546,0.07102655,0.06542315254231526,0.06089907865394472,0.03473761,0.20766170245970217,0.029814633,0.032425337
0.16611986,0.24733755,0.23441444406486667,0.2108734,0.16465276,0.2134968,0.51619184,0.19375017,0.201183460118346,0.17113216026792963,0.15095726,0.47595586855735217,0.13002342,0.14092204
0.2309549,0.27538866,0.380574782834487,0.2836804,0.032896817,0.043013245,0.44879243,0.13437624,0.1788475578847558,0.10205300612318037,0.1209392,0.10907821654469299,0.11805031,0.1431173
0.15020089,0.18939802,0.2012128320727699,0.20047109,0.1546867,0.19388387,0.4961166,0.1569046,0.17778258777825878,0.1381852982911179,0.1331287,0.09982066598923997,0.09413782,0.10684319
0.23383027,0.3352872,0.3031322881879373,0.16265993,0.18160641,0.15410303,0.5767648,0.43575123,0.4495548149554815,0.43770604626236276,0.4245874,0.3076983584619015,0.29492676,0.28432468
0.14072064,0.14131093,0.28278901696734104,0.16777457,0.15659294,0.17025687,0.4468978,0.4085053,0.41982324198232424,0.3904007034240422,0.38645,0.14500520870031253,0.14565815,0.14126717
0.09608091,0.1513925,0.1424029085441745,0.20585828,0.11164323,0.17082736,0.44736528,0.34854782,0.36215889621588965,0.3243454894607294,0.31936654,0.16541964992517902,0.072937995,0.077692255
0.09565282,0.20512614,0.23908061434483688,0.1513362,0.10692992,0.17201039,0.41097873,0.07636274,0.08484689248468925,0.0813663048819783,0.053701155,0.19822309189338552,0.036413297,0.031547666
0.12995617,0.25695974,0.18333318099999085,0.19380316,0.12979652,0.22851574,0.5239173,0.30332124,0.30126943012694307,0.2718737863124272,0.25103685,0.523044381382663,0.14500771,0.14285459
0.26394475,0.3396374,0.25596781535806895,0.36848152,0.090715654,0.12752454,0.4978645,0.093897715,0.10316128531612853,0.0800885848053151,0.07113707,0.20907168254430095,0.11760625,0.12016541
0.13166845,0.2615883,0.2512158350729501,0.14724202,0.0725718,0.21096489,0.39902878,0.08754553,0.09274566327456633,0.08996117539767053,0.060948133,0.14000529840031792,0.047629405,0.04770606
0.39261556,0.37029475,0.45795347747720866,0.2828224,0.3085699,0.4760449,0.49795705,0.1343384,0.1595011559501156,0.12711447762686867,0.124148436,0.34039802042388123,0.17049074,0.17422788
0.30227625,0.2360151,0.5936394656183679,0.16887768,0.13708052,0.12385998,0.5319754,0.18240632,0.2296935729693573,0.17385797043147824,0.1927002,0.05857412851444771,0.24351063,0.2513693
0.2641133,0.34566513,0.20992411259544677,0.38576663,0.14984208,0.16010816,0.46870953,0.09642008,0.11542323154232317,0.07047552422853146,0.06809163,0.1911891814713509,0.08700295,0.10264242
0.32906651,0.19879934,0.6219249373154963,0.23244375,0.2641734,0.3285383,0.59419876,0.25921533,0.29131826913182696,0.2414703544882213,0.26155978,0.1991753119505187,0.35137853,0.3512516
0.15405871,0.3171662,0.09236480554188833,0.21288705,0.16641535,0.21269134,0.5737886,0.35664612,0.36627057662705764,0.32746906964814415,0.3132798,0.4952993097179586,0.19006021,0.19065084
0.08763637,0.15132433,0.20040774202446454,0.1793344,0.08415968,0.14611164,0.4292627,0.17837156,0.1889367588936759,0.17311281038676865,0.14979932,0.1358468881508133,0.057459567,0.06342435
0.19019777,0.20305626,0.325893749553625,0.12408085,0.14072755,0.14568985,0.44408363,0.2808728,0.3199549919954992,0.2832941569976495,0.29170847,0.11640172698410363,0.14115669,0.14227559
0.13182569,0.19642878,0.17945803076748185,0.17404085,0.120409325,0.17619672,0.4847723,0.5063043,0.5119748011974802,0.4836091290165478,0.47718546,0.33520892011253517,0.16164395,0.16008146
0.089871846,0.15930524,0.2002277520136651,0.19802932,0.09820999,0.15843269,0.406508,0.20012978,0.2070496007049601,0.18163034089782046,0.16707131,0.20951415257084915,0.08394631,0.08394764
0.22168775,0.40718955,0.26032577561954656,0.041331433,0.15103804,0.1568072,0.51259863,0.63462406,0.6211051921105193,0.6609899796593988,0.6122959,0.25939928556395714,0.35683128,0.3199994
0.20556772,0.21428841,0.3879114632746878,0.18414032,0.11008143,0.30987257,0.44158453,0.23635864,0.24037359403735942,0.20890419253425155,0.19835019,0.07015557420933445,0.14256904,0.1488872
0.14096716,0.2041156,0.20381671222900272,0.23503101,0.094905764,0.18553132,0.39667454,0.12955754,0.15380264538026453,0.11302286678137201,0.10570168,0.16594143995648641,0.055077583,0.06945239
0.13017413,0.24352671,0.15065813903948835,0.19301929,0.08848356,0.1870127,0.41363472,0.41290805,0.4216915821691582,0.40084895405093723,0.39472863,0.24495051469703089,0.14500362,0.13610865
0.1214471,0.19753408,0.1366259081975545,0.2994057,0.113729805,0.17564903,0.47703284,0.14311054,0.17585584758558476,0.1338962980337779,0.13310212,0.12275002736500165,0.03639552,0.036535624
0.3346694,0.42815554,0.3386356403181385,0.26298216,0.19798654,0.27925146,0.45676786,0.049956277,0.08204726220472622,0.057264588435875306,0.05320382,0.2529820651789239,0.07799483,0.083360024
0.263751,0.15315817,0.5119649307178958,0.1923182,0.23825867,0.3030926,0.60367143,0.21239671,0.2377004837700484,0.17695154061709245,0.19291487,0.23980693438841608,0.22803505,0.24221689
0.15530843,0.20233041,0.285158717109523,0.16572966,0.13840418,0.22510076,0.55066216,0.16077113,0.17140491714049172,0.14505668870340133,0.12502658,0.08775208526512511,0.09782751,0.10945414
0.11202176,0.13743095,0.20841479250488756,0.24085265,0.060282648,0.1908285,0.4151447,0.3738581,0.393848909384891,0.3604558216273493,0.3555784,0.27137006628220395,0.09840196,0.09558438
0.13436149,0.2566175,0.2653604859216292,0.12819628,0.114938766,0.15273425,0.39692774,0.05634188,0.06037630403763041,0.056787147407228844,0.034736954,0.2516239150974349,0.022808693,0.020366766
0.13796419,0.18761747,0.21495039289702358,0.19570379,0.12159495,0.16292185,0.38817853,0.14964281,0.18363374836337484,0.12901847774110867,0.13751009,0.06328305379698322,0.060309667,0.07498355
0.1623541,0.33362597,0.2766805766008346,0.0777475,0.13769262,0.18441066,0.39150712,0.030906454,0.019123686912368692,0.04563252573795155,0.012039162,0.3689087221345233,0.02406606,0.005093636
0.13974322,0.24984267,0.24411822464709348,0.21449728,0.06759703,0.16870916,0.4344971,0.13647673,0.14631380463138047,0.12373951742437105,0.109142624,0.19914726194883572,0.06232318,0.061784863
0.09592748,0.19245173,0.14428630865717854,0.21229546,0.104642354,0.19733518,0.44707274,0.2630238,0.27411856741185675,0.23623965417437925,0.22413296,0.15497272929836378,0.052639548,0.059168577
0.14543739,0.18947901,0.2249414634964878,0.23664746,0.15442678,0.20949717,0.4952898,0.1438506,0.1703490370349037,0.1319321479159289,0.122392006,0.38990500339430023,0.08762102,0.09434722
0.09780818,0.1714142,0.16055432963325977,0.26580793,0.0559447,0.17036626,0.4300306,0.22323307,0.23820568382056842,0.20944901256694076,0.19893458,0.27549061652943696,0.04639885,0.04422506
0.11576809,0.30101022,0.18947382136842927,0.14328541,0.052357238,0.18064573,0.4467706,0.1325196,0.1307010830701083,0.1344110480646629,0.10262994,0.1364072981844379,0.087518305,0.079868704
0.2935562,0.32220876,0.10208639612518378,0.4706648,0.26110864,0.30285123,0.46282744,0.08263406,0.1089016758901676,0.07847563470853809,0.06648886,0.12184236231054174,0.12092283,0.13477923
0.12260182,0.25966555,0.23687639421258366,0.15164967,0.055937808,0.11445059,0.51928073,0.081263684,0.09270834327083434,0.07477149448628967,0.053642906,0.12483288748997325,0.039280925,0.04714864
0.15104489,0.2254822,0.2728397463703848,0.18400268,0.092785135,0.2235389,0.42510697,0.11581739,0.1192080219208022,0.10703663642219818,0.084218964,0.12950549777032988,0.081558265,0.08212079
0.28703883,0.2842831,0.3927854235671254,0.17197825,0.33250445,0.3117103,0.2465884,0.055993892,0.05439129243912925,0.07226171433570287,0.04807549,0.2513494150809649,0.07576374,0.06432145
0.14029354,0.20361124,0.23935033436102007,0.1697883,0.09623055,0.20134084,0.46728727,0.33811763,0.3464398346439835,0.329256849755411,0.31079105,0.2972081778324907,0.12728177,0.12907879
0.811757,0.74808574,0.8056105483366329,0.46425313,0.47416824,0.42292833,0.38724345,0.07330683,0.11810781181078119,0.10199528011971681,0.12398393,0.23343603400616203,0.3880273,0.3691122
0.15813445,0.21050364,0.23402205404132323,0.22963056,0.14695606,0.2520267,0.45439786,0.2342419,0.2509361450936145,0.20149113208946792,0.1933541,0.4352014061120844,0.13213427,0.14533645
0.35133386,0.33487117,0.5311034618662078,0.18554813,0.28276122,0.38253522,0.52602947,0.23745811,0.25464170546417053,0.22985407379124442,0.22789124,0.15852417951145076,0.41862893,0.41899195
0.14947496,0.27469534,0.22520059351203564,0.18376999,0.09659619,0.20486584,0.43748584,0.13154018,0.1391633439163344,0.12374637242478234,0.105796106,0.25639911538394694,0.06896193,0.066072315
0.35799053,0.46939045,0.16614310996858658,0.57330304,0.21090648,0.42172498,0.59087586,0.4747254,0.5127723512772351,0.42389976543398594,0.45252064,0.42559137553548254,0.5478599,0.5583175
0.095501065,0.19129485,0.16873836012430163,0.19381884,0.11458903,0.1699823,0.45103568,0.15266693,0.16839426683942668,0.1380628382837703,0.11841797,0.10385017623101059,0.03341006,0.04212412
0.31515002,0.31409693,0.11344103680646221,0.4905123,0.28656465,0.36201024,0.40905386,0.14835607,0.17190216719021673,0.1373517582411055,0.13208011,0.39762642385758545,0.15859689,0.16520669
0.13764012,0.24897844,0.18472181108330865,0.17351857,0.16168341,0.16142489,0.34259176,0.17081374,0.1482408048240805,0.15095948905756937,0.10891082,0.3238374794302488,0.034598224,0.03509732
0.22943416,0.2782665,0.2760446865626812,0.2073664,0.13130713,0.19536178,0.39843696,0.029325515,0.027054036705403673,0.03519703611182217,0.007021539,0.35510590130635405,0.0575113,0.054299794
0.091199346,0.1993395,0.10786492647189559,0.1816375,0.10464176,0.12633902,0.37476695,0.735861,0.7204397720439772,0.7075988424559305,0.69744354,0.20944361256661675,0.22954571,0.20702434
0.10848831,0.20162657,0.12579550754773047,0.1571754,0.12999178,0.16917826,0.36469495,0.55348754,0.5524038052403806,0.543002432580146,0.52634203,0.15422691925361515,0.16992223,0.15860465
0.24282119,0.24004892,0.3024326181459571,0.30242217,0.14442663,0.3802083,0.3599127,0.24358523,0.2383931038393104,0.1942858916571535,0.16904828,0.48189290891357456,0.21015729,0.23279999
0.13098049,0.26518542,0.2830966869858012,0.100804955,0.090822466,0.14695434,0.45581177,0.04777305,0.045024404502440454,0.051086488065189284,0.019003969,0.2739770564386234,0.0332997,0.032121565
0.20495756,0.30153906,0.2514663450879807,0.21436776,0.11655255,0.17892396,0.5682706,0.121377,0.13796108379610839,0.08947637536858252,0.09130535,0.13579607814776468,0.093768045,0.10962464
0.16591276,0.19723302,0.263738465824308,0.22090265,0.15329888,0.17675705,0.55276585,0.1718469,0.198067729806773,0.15740640944438458,0.14502427,0.4447306066838364,0.1287154,0.14510667
0.100310415,0.15649931,0.15632796937967816,0.22731826,0.1490389,0.17000157,0.20669287,0.2269061,0.2379617037961704,0.18340325100419505,0.18127733,0.12137231728233903,0.07464777,0.085687295
0.1593627,0.22090814,0.23764276425856587,0.20049046,0.115885094,0.18232194,0.40600538,0.095425494,0.030008733000873304,0.09506206570372396,0.027818471,0.1866251211975073,0.123048276,0.11222987
0.2619175,0.24447927,0.2738144864288692,0.2810056,0.2655789,0.3192051,0.4690294,0.13053274,0.15426942542694255,0.10608525636511539,0.104739256,0.539440782366447,0.11042392,0.12763396
0.2439649,0.31373113,0.29027684741661086,0.23069093,0.13739881,0.24445416,0.46380278,0.0970246,0.11599511159951117,0.07044913422694805,0.06423013,0.2581165854869951,0.06542652,0.087029174
0.21250227,0.2683498,0.3929468935768136,0.11486335,0.13267522,0.15187727,0.5305294,0.268561,0.29278680927868095,0.277331616639897,0.2680496,0.18909294134557647,0.22469664,0.21832283
0.08444947,0.2549152,0.0790308947418537,0.25284943,0.07129219,0.20289844,0.502655,0.2363306,0.24675008467500847,0.20993741259624477,0.19773638,0.16546929992815798,0.041195065,0.038304616
0.12009108,0.15924612,0.161599199695952,0.21808775,0.11590576,0.14895175,0.3997954,0.5485919,0.5537498553749856,0.5402127324127639,0.5265467,0.17041450022487,0.19307616,0.18391211
0.14450222,0.15573739,0.16851857011111424,0.28243864,0.19714409,0.17878366,0.41202873,0.5448749,0.5661776066177607,0.522643131358588,0.5395777,0.20394070223644215,0.1831868,0.16442715
0.2110121,0.28539377,0.30448116826887006,0.28000373,0.06995551,0.14008136,0.46180478,0.086886406,0.14186240418624044,0.0812692048761523,0.10253704,0.01900892114053527,0.08561082,0.088657014
0.28773767,0.31350884,0.3018653181119191,0.30768603,0.2510363,0.40664405,0.42501706,0.14598627,0.16120191612019164,0.12397909743874586,0.110238604,0.30806936848416216,0.15063363,0.16577168
0.14655727,0.1688223,0.2254000635240038,0.16057351,0.16800852,0.18424547,0.43463808,0.35333318,0.34508288450828845,0.3546861612811697,0.32645828,0.1967292518037551,0.15185434,0.14910114
0.21896423,0.27711982,0.12418781745126904,0.3232325,0.22470348,0.3072611,0.4734124,0.087904684,0.09445169944516996,0.07489323449359407,0.045136966,0.12156670729400244,0.08350425,0.10359028
0.21647233,0.18067734,0.4648826978929619,0.1991839,0.102991946,0.27935794,0.41732556,0.25199288,0.23885017388501742,0.21008364260501855,0.20126966,0.14910805894648355,0.15107472,0.15753268
0.21451662,0.2681295,0.2509998850599931,0.2219303,0.1407264,0.19947584,0.5565452,0.055512957,0.05812056981205698,0.036040725162443506,0.020173952,0.1946007116760427,0.05475986,0.06797241
0.16743867,0.16612163,0.26399731583983893,0.2283149,0.19673856,0.22758627,0.2408753,0.12895799,0.14390049439004945,0.09939065596343936,0.09204302,0.3593413715604823,0.060690504,0.07613608
0.2460219,0.32543367,0.26544855592691335,0.26695734,0.17668936,0.20142084,0.5964346,0.26849872,0.295415429541543,0.269878216192693,0.24935257,0.3027119181627151,0.28164524,0.28531867
0.18756129,0.14657827,0.2507410450444627,0.26867574,0.18852806,0.15747793,0.20483723,0.121123664,0.12951225295122532,0.07570951454257087,0.066004336,0.1628992697739562,0.06805371,0.094131574
0.09693976,0.15414788,0.21593110295586618,0.20758997,0.1146462,0.19634399,0.37675056,0.24376097,0.24107424410742442,0.2180778930846736,0.19495216,0.13140197788411867,0.06949359,0.07478467
0.28071773,0.33526418,0.4006258240375494,0.27740005,0.06519599,0.032021612,0.57075983,0.27480328,0.31642041164204115,0.2560477453628647,0.26979598,0.1936962416217745,0.24221621,0.26150206
0.15988126,0.20385787,0.2731396763883806,0.17638707,0.17017862,0.18313688,0.4130516,0.12299978,0.13415263341526334,0.11748894704933682,0.09799168,0.264882415892945,0.117355615,0.12169331
0.6071635,0.5688208,0.5221804713308282,0.35674214,0.5746054,0.68354136,0.4573582,0.09293077,0.10571299057129906,0.11348243680894621,0.09015825,0.27394466643668003,0.3082718,0.30492276
0.1079144,0.2141483,0.20776690246601417,0.1613129,0.104298465,0.14870687,0.4931108,0.09567552,0.10135698013569802,0.09257990555479434,0.06390348,0.16912232014733922,0.020828374,0.025332138
0.2207218,0.16539012,0.35012897100773827,0.23962566,0.1732896,0.23147567,0.6348443,0.21700586,0.23074302307430233,0.16619049997143,0.15981978,0.1376711082602665,0.16905771,0.20447832
0.085203685,0.12474944,0.20973135258388115,0.17507614,0.03495449,0.13289158,0.49874812,0.38180918,0.3886762088676209,0.3711980522718832,0.3492805,0.14679852880791172,0.092302874,0.096988864
0.22861102,0.34095335,0.14967987898079274,0.28564942,0.17317775,0.3071465,0.41240838,0.08485483,0.0897588489758849,0.07724693463481609,0.054551706,0.3003542580212555,0.08942138,0.09060772
0.095250115,0.20119423,0.1343213880592833,0.28870827,0.05522804,0.1762562,0.37296504,0.211765,0.22272017227201724,0.18423683105420988,0.18618566,0.20661257239675435,0.0095159,0.0
0.26441404,0.30507094,0.23933647436018848,0.21907702,0.24361673,0.17244747,0.26884782,0.03078027,0.044575069457506944,0.049990152999409176,0.03922201,0.4497099769825987,0.092593834,0.07325822
0.22551353,0.22016421,0.37256827235409634,0.20180942,0.17415005,0.32850653,0.46068788,0.16828224,0.17328862732886274,0.1363179881790793,0.13199443,0.07419487445169247,0.15969092,0.16484804
0.11787045,0.20927626,0.19575667174540032,0.20448756,0.07937152,0.18599673,0.35450426,0.19040713,0.2113714711371471,0.17387072043224325,0.16888875,0.0822723849363431,0.06221471,0.06840323
0.16958247,0.24095961,0.2675275160516509,0.25423658,0.11873406,0.27279204,0.4463012,0.2380223,0.22369555236955524,0.20034916202094974,0.15922982,0.32148041928882515,0.13915187,0.15885623
0.78786314,0.7220246,0.9074514544470873,0.5627407,0.26165497,0.34650707,0.56852156,0.5112953,0.5626770262677027,0.4917750295065018,0.536864,0.44068067644084064,1.0,1.0
0.19035403,0.23176901,0.3343501900610114,0.20322196,0.10219847,0.16809964,0.5139629,0.09714548,0.10430621643062164,0.07374530442471827,0.055429228,0.16677327000639622,0.075728975,0.094155796
0.37144122,0.47157782,0.4539794572387675,0.20188242,0.23051308,0.24294506,0.75405097,0.4564358,0.4885286488528649,0.4403067464184048,0.44639537,0.5367864322071859,0.5739314,0.57921857
0.12031761,0.24769208,0.1899715913982955,0.20648722,0.057966262,0.212984,0.40784514,0.30716032,0.31121093112109316,0.28867997732079864,0.27982348,0.17873840072430405,0.08247725,0.07040019
0.12701546,0.23329353,0.17767871066072263,0.14373276,0.07615096,0.19629768,0.54167575,0.38755098,0.38930881893088193,0.38828938329736296,0.36356422,0.15461391927683515,0.12093438,0.113319844
