Transactions,PointsAdjust,Envergure,MI_PointsAdjust_Entities,Effort
0.19153875,0.19943172,0.5586873035212382,0.13346708,0.28608352
0.3599379,0.45362914,0.7260186435611186,0.37968987,0.6417011
0.17791031,0.1314722,0.4340197060411824,0.073040925,0.29341072
0.20523389,0.18024571,0.6131537967892278,0.09183848,0.38220367
0.13828942,0.17264226,0.4417625265057516,0.21811949,0.28456062
0.13505651,0.124864474,0.54464433267866,0.086344264,0.27559727
0.17329185,0.22675331,0.7851056471063388,0.21596771,0.52104306
0.11273825,0.083669886,0.28335321700119304,0.07320916,0.28356025
0.2854815,0.35422486,0.7780231466813888,0.3092726,0.67388034
0.1516368,0.092204295,0.4406403564384214,0.06373105,0.26552546
0.316819,0.36670715,0.830107549806453,0.24813536,0.58736086
0.4530475,0.4732373,0.5583431335005881,0.33429953,0.35649994
0.1992892,0.19668956,0.5986304359178262,0.13549088,0.2879125
0.11934585,0.10979537,0.47668692860121575,0.09521758,0.2818911
0.12062232,0.15935764,0.5813635348818121,0.20404251,0.35545796
0.41960168,0.49440756,0.6526063391563803,0.5173926,0.68982875
0.19098578,0.22636998,0.6215625372937523,0.18294378,0.4836059
0.08346559,0.011659343,0.6270114376206862,0.032672048,0.22656903
0.17600721,0.12555349,0.46971192818271573,0.08335154,0.3041373
0.15840858,0.1367015,0.5341788320507299,0.14528653,0.2865632
0.17091393,0.16979569,0.6971195718271743,0.14610799,0.37724182
0.4065838,0.4609417,0.4706224482373469,0.5025076,0.54864025
0.13829617,0.15539864,0.6557980393478824,0.17162548,0.3609027
0.15784605,0.16489242,0.6124307867458473,0.15572985,0.35795778
0.10405324,0.075553164,0.3790343027420582,0.053800125,0.21874657
0.26209146,0.2972853,0.7876567472594048,0.23391251,0.66479015
0.08886715,0.10029239,0.3501574010094441,0.06733963,0.178279
0.12593178,0.39607656,0.38258477295508636,0.65721524,0.45055693
0.19871505,0.34551764,0.8112478486748709,0.3300769,0.5251447
0.11107164,0.053295143,0.2435711746142705,0.04645938,0.2382941
0.6318163,0.7128093,0.7231870433912226,0.54435885,0.7237561
0.14806509,0.102127194,0.40053286403197186,0.09274602,0.267025
0.19559744,0.15017413,0.6374681982480919,0.09579706,0.34363717
0.13521585,0.050952114,0.6022799361367962,0.05695736,0.22441587
0.17165266,0.13685639,0.5110800306648018,0.06590685,0.20479827
0.08799847,0.11444043,0.33147354988841304,0.07560762,0.19739503
0.3606524,0.3344888,0.7329915439794927,0.19133462,0.49922407
0.13241717,0.29110935,0.7831867769912066,0.373731,0.44297472
0.1557747,0.13632295,0.541362232481734,0.10326707,0.27207148
0.19212106,0.16698872,0.5706573342394401,0.09331345,0.29315174
0.22037634,0.1769266,0.39801975388118527,0.09319253,0.29069513
0.22008836,0.2646112,0.7504418450265108,0.240054,0.5459507
0.20503595,0.19449566,0.6024514761470885,0.16222054,0.43831062
0.2870242,0.34247106,0.5055918303355099,0.24614127,0.36971185
0.25920564,0.3640193,0.7386162143169729,0.30578414,0.60135233
0.18395081,0.1433576,0.4740101284406077,0.07657952,0.31796274
0.20060529,0.19239901,0.6611155396669324,0.15153526,0.32272243
0.18896273,0.18128946,0.5547708032862482,0.1490049,0.32050395
0.35437667,0.41546845,0.8747598524855912,0.28079382,0.72420835
0.14469737,0.1823001,0.6711771902706314,0.18665352,0.32303968
0.04450787,0.09957724,0.28673823720429426,0.18039511,0.28816426
0.18958743,0.17389056,0.3784132227047934,0.13243775,0.039102003
0.15849599,0.20085247,0.6263079975784799,0.15882438,0.3734808
0.18544407,0.11298858,0.6350289381017363,0.06399604,0.30606827
0.07378094,0.15128377,0.4096358045781483,0.21398742,0.3111689
0.19805571,0.14492786,0.6542838392570304,0.09108526,0.31742573
0.098763674,0.10805211,0.3599385815963149,0.08541888,0.21390766
0.051943433,0.025135972,0.2481272348876341,0.06317826,0.23521341
0.1826784,0.11281668,0.5416139724968383,0.07441015,0.31170544
0.099146426,0.16005526,0.5197627811857669,0.13284814,0.34758723
0.088906564,0.030633144,0.4399021563941294,0.06701836,0.22808486
0.11745649,0.14873369,0.4474526268471576,0.13797109,0.32971784
0.21277726,0.15983333,0.41941716516502997,0.0940751,0.29368657
0.24136814,0.16770977,0.33695640021738404,0.070792645,0.298917
0.14703089,0.15095937,0.4757390885443453,0.14854316,0.27833667
0.2697578,0.4042419,0.8679906520794392,0.37986782,0.6060599
0.2965762,0.3372608,0.6965340817920449,0.25233203,0.55905586
0.24494702,0.25636363,0.555142533308552,0.14127299,0.281218
0.14296344,0.1690184,0.45009262700555763,0.08972751,0.14378852
0.09815853,0.0812206,0.3534028712041723,0.054341555,0.21011655
0.11923713,0.116370276,0.43523142611388554,0.10268673,0.3103432
0.15278165,0.209262,0.4145003848700231,0.20799798,0.35603714
0.08232179,0.13258559,0.5075569304534158,0.16785961,0.3700871
0.7300097,0.8242062,0.37795799267747954,0.90850365,0.58447266
0.09775847,0.34324968,0.6975778418546705,0.49863088,0.4067161
0.12063207,0.093395755,0.13998520839911252,0.061206136,0.25359294
0.11175172,0.095277645,0.23792641427558486,0.07382103,0.2788312
0.196013,0.16015387,0.6093656765619406,0.119204246,0.35453543
0.15809484,0.23981687,0.7860193171611591,0.23786984,0.41748944
0.15010154,0.18960698,0.25903387554203255,0.18355452,0.22891112
0.09269353,0.16660707,0.4166133649968019,0.21843778,0.31951648
0.19977938,0.19202304,0.6299932377995944,0.1037069,0.31809685
0.09355223,0.06172943,0.3635082418104945,0.07058779,0.18986802
0.112901255,0.06671105,0.6036175862170552,0.05046347,0.31051782
0.1093658,0.12924275,0.5050714303042858,0.093052015,0.19562271
0.13115823,0.08662855,0.40744724444683467,0.08179993,0.27149016
0.13947824,0.0620953,0.3838028530281712,0.048184175,0.21999994
0.19356526,0.15416847,0.48226859893611596,0.11058674,0.30062497
0.10834186,0.10427634,0.3762991025779462,0.08101805,0.20076661
0.09317552,0.026052075,0.40325954419557264,0.05904647,0.26081395
0.0971432,0.015688956,0.3429276005756561,0.053117927,0.2780299
0.22613266,0.2055255,0.8171722190303331,0.106460154,0.38107127
0.07471763,0.03156001,0.08913858534831512,0.062184352,0.29619557
0.1132391,0.094034754,0.4190528651431719,0.087048836,0.27521574
0.2177276,0.25977746,0.5126409307584558,0.19544981,0.35868806
0.16581078,0.20394872,0.5190601611436096,0.20423104,0.2874356
0.24234642,0.51528955,0.7096606425796386,0.5839887,0.6409695
0.36210454,0.41913617,0.3308837598530256,0.42791122,0.35146707
0.116123855,0.09387311,0.3273751896425114,0.09073609,0.26502785
0.18876669,0.16587129,0.3879592632775558,0.12340355,0.2904088
0.16684541,0.20154442,0.4630214277812857,0.13035125,0.27906284
0.19735187,0.22423163,0.630039197802352,0.14264348,0.34471363
0.394463,0.4959138,0.6796892407813545,0.5071641,0.722314
0.1706201,0.1266493,0.3587079515224771,0.08707036,0.27116382
0.51483154,0.56537837,0.6623971397438284,0.41782585,0.5830184
0.16901103,0.06887448,0.6032373361942401,0.058528744,0.2797509
0.37961727,0.3771098,0.4130362547821753,0.3171492,0.29664582
0.28386593,0.34070542,0.853962351237741,0.21600741,0.5685943
0.1254994,0.14687464,0.27411906644714396,0.12458843,0.16980559
0.2612335,0.39814928,0.7274936836496211,0.4020393,0.5727092
0.12272781,0.116731755,0.37962532277751937,0.115062095,0.32579955
0.3247199,0.39612934,0.8688856521331392,0.34625158,0.6725385
0.13622597,0.09623818,0.5771965746317945,0.068706445,0.10991666
0.46116686,0.54188603,0.8684579021074741,0.49808133,0.90053344
0.093348995,0.04158499,0.215513182930791,0.041993536,0.12909167
0.13653782,0.14970006,0.45637432738245964,0.1436469,0.2632287
0.17576213,0.13280806,0.5793183747591025,0.11012899,0.29663306
0.33461714,0.46244448,0.3716589722995383,0.5569216,0.49947074
0.20781158,0.22364366,0.2489128549347713,0.21654542,0.11542287
0.18778472,0.23865455,0.7928939975736399,0.22195134,0.4783395
0.18110369,0.15085864,0.43235745594144737,0.09861864,0.2716302
0.13978678,0.1822917,0.36272069176324157,0.1403256,0.195079
0.11372241,0.10320615,0.2922709475362568,0.0543769,0.25412387
0.15618443,0.122482516,0.42744418564665115,0.09660348,0.27196252
0.23636828,0.20640987,0.49979754998785303,0.122873545,0.30798066
0.11392883,0.19041063,0.5649883338993,0.28345644,0.28289905
0.27275252,0.28299716,0.3066616883997013,0.26862884,0.33301777
0.258592,0.26282942,0.36207064172423853,0.2320402,0.24565801
0.122766584,0.2502247,0.34933802096028127,0.31187955,0.34427515
0.1979165,0.17087106,0.5690043341402601,0.09279037,0.30492342
0.17578878,0.18258998,0.6380898782853928,0.12345634,0.33890784
0.12360561,0.15235311,0.7148654428919266,0.13336535,0.4100061
0.12542279,0.07557604,0.45780857746851467,0.1186319,0.26419413
0.17646462,0.1979999,0.5603317336199041,0.13545533,0.31598663
0.16495468,0.1757193,0.47642889858573395,0.1194449,0.27863482
0.13057363,0.111569606,0.37005712220342735,0.0855218,0.24425486
0.56631494,0.6286556,0.6979719818783189,0.53560185,0.7249875
0.15948805,0.089822486,0.6496538389792303,0.06636273,0.34437448
0.1865264,0.1605941,0.5988157359289441,0.12598956,0.2989059
0.20901635,0.17576389,0.5228595313715719,0.111922994,0.3097944
0.16479647,0.13366674,0.6618377397102644,0.07770777,0.3114937
0.1394418,0.17764924,0.38235285294117116,0.14172088,0.27373472
0.13948454,0.17246433,0.45457997727479865,0.14541927,0.28126177
0.21358722,0.22910891,0.3775701226542074,0.21894284,0.3745271
0.13173345,0.16106407,0.5212023012721381,0.121429265,0.2965858
0.15750918,0.15058702,0.44795265687715946,0.0912095,0.34009784
0.10349012,0.05211158,0.36573189194391353,0.03419789,0.18778624
0.17840089,0.18298751,0.7388325443299527,0.07044263,0.117652304
0.12195839,0.1667537,0.5202538712152323,0.15365002,0.36578804
0.08490784,0.46315432,0.5726430743585845,0.7423971,0.3821017
0.15716904,0.14654551,0.4390120763407246,0.097931,0.19751583
0.19075276,0.23909843,0.48609242916554574,0.22630435,0.43098179
0.19510615,0.19768827,0.5726929643615779,0.10025782,0.30220047
0.19950743,0.22303125,0.6988366119301967,0.24092728,0.3765115
0.11275152,0.07027022,0.6428283385697003,0.06818659,0.33205244
0.24062917,0.43142074,0.6982222418933346,0.5153241,0.55789804
0.18587501,0.15540871,0.6103209066192544,0.10003246,0.28428698
0.2116028,0.19947645,0.5203788012227281,0.0981051,0.28064317
0.12143227,0.17046455,0.5200478712028723,0.20956072,0.4021867
0.17180967,0.14580323,0.7053939423236366,0.08997156,0.35258925
0.36092496,0.38270137,0.4354828261289696,0.38211706,0.43018675
0.109938085,0.07406983,0.31766553905993233,0.054470997,0.20632088
0.2005909,0.18196248,0.6341302380478143,0.1209278,0.30272925
0.38858896,0.45634586,0.7947144976828698,0.3755198,0.7087672
0.10176193,0.058211736,0.16953977017238622,0.07524181,0.23192847
0.15490776,0.12343994,0.537100032226002,0.07186787,0.30901906
0.1814736,0.17000858,0.7063878023832681,0.10773288,0.38664505
0.20378612,0.13270997,0.487492049249523,0.07552772,0.29620695
0.14100498,0.14453506,0.5444470926668256,0.12772542,0.30201066
0.10249883,0.04897038,0.2592935755576145,0.04942822,0.16343375
0.19019133,0.21525474,0.6815479808928788,0.16697586,0.472824
0.18257648,0.08149014,0.3598219415893165,0.046071768,0.30507022
0.1622223,0.09984279,0.42316427538985657,0.057007357,0.26368517
0.26102644,0.24301739,0.6065963363957801,0.08439238,0.41011393
0.115039155,0.09453002,0.32075835924550156,0.068695836,0.15558507
0.1942117,0.12541632,0.5981106358866383,0.06423288,0.30132544
0.10336559,0.19597518,0.5410625624637538,0.26197892,0.33740324
0.3763979,0.43283206,0.7641859458511567,0.3297385,0.5955715
0.19369757,0.23367426,0.5114823306889398,0.23046277,0.4620718
0.09202205,0.08700638,0.35360852121651126,0.10803959,0.27146888
0.27158463,0.24582613,0.3180608390836504,0.12303536,0.28904182
0.10578846,0.11220898,0.5445368026722082,0.10674132,0.34711865
0.14856938,0.1007725,0.275809416548565,0.05577227,0.28926834
0.09872943,0.11049964,0.43168064590083877,0.079688154,0.22929914
0.13292083,0.1744813,0.55588983335339,0.23188312,0.28951496
0.13096307,0.16871822,0.5195141711708502,0.18364891,0.28902856
0.11115316,0.06419135,0.20087726205263573,0.082291424,0.17380612
0.75573546,0.77528954,0.5623289637397378,0.7172031,0.68978906
0.1539484,0.11365401,0.3621493217289593,0.099204056,0.28682274
0.15390417,0.16407594,0.5874073352444401,0.09981233,0.33716074
0.18087953,0.14537795,0.5375261622515698,0.12088526,0.28679603
0.15437554,0.17123374,0.45896782753806964,0.1298688,0.24780211
0.0978027,0.11336774,0.30021096801265806,0.16875322,0.29188934
0.4935062,0.5172528,0.6723824403429465,0.409229,0.51913244
0.1323424,0.15252815,0.6307527778451667,0.07309756,0.197154
0.17020546,0.19860215,0.5591760035505602,0.18923433,0.30042845
0.13676304,0.045996502,0.5957542357452542,0.042745486,0.2664855
0.06800066,0.055328317,0.10160363609621817,0.06744477,0.22618741
0.14542857,0.1013373,0.6213115872786953,0.045730185,0.31671432
0.1833057,0.41963947,0.7873098172385891,0.459722,0.62978876
0.12170269,0.22651346,0.6352569881154193,0.2143593,0.36692762
0.13050431,0.08291469,0.3491064209463853,0.09016038,0.25558475
0.13873824,0.040880024,0.47822132869327977,0.03923781,0.23908442
0.18124273,0.17280562,0.6669488900169335,0.11963881,0.3487485
0.12230772,0.050131164,0.5609785636587138,0.044446845,0.28463885
0.13874006,0.08270401,0.2421382545282953,0.0586224,0.28264195
0.088052996,0.14943281,0.4111722946703377,0.17600703,0.26818526
0.17522949,0.21263407,0.7828352969701178,0.18233065,0.5366525
0.15829527,0.21909475,0.647520698851242,0.20830896,0.30982307
0.13894036,0.12752996,0.4971171898270314,0.0847649,0.31811208
0.12729558,0.11471195,0.529289631757378,0.05557646,0.2784598
0.10917086,0.08347638,0.3423863805431828,0.069375604,0.24815333
0.12442404,0.2189637,0.6067929364075761,0.21483125,0.44366616
0.4275909,0.5453225,0.7296054837763291,0.5817969,0.7929045
0.080231816,0.20652063,0.5626793837607631,0.3419065,0.31200492
0.24591851,0.18175876,0.572194734331684,0.11617027,0.3089689
0.26340902,0.3324581,0.7750912465054748,0.2649236,0.5056032
0.1739093,0.16495441,0.5398465723907944,0.07778754,0.19625549
0.19134879,0.17309822,0.6163486369809182,0.104721755,0.40338767
0.24738507,0.1704906,0.9120847547250853,0.0838394,0.43992668
0.13766235,0.105008945,0.39305844358350667,0.05438723,0.2356323
0.19690105,0.1671416,0.3779056926743416,0.120067924,0.28211567
0.29557204,0.32777494,0.7382826442969587,0.20926481,0.56733966
0.28636914,0.33240172,0.8007986480479189,0.27795428,0.60198927
0.06040526,0.18674357,0.45776870746612247,0.2957957,0.23422791
0.13669455,0.109618336,0.5290974717458483,0.11106807,0.3056509
0.138571,0.06259049,0.33818302029098124,0.06538875,0.24489918
0.19896331,0.11938738,0.5245157814709469,0.06867069,0.29646868
0.046722494,0.2586962,0.443012566580754,0.4800978,0.39734247
0.09952739,0.10166927,0.4123587247415235,0.0771444,0.23992941
0.22782142,0.2874468,0.7805361468321688,0.20989588,0.48432022
0.22829102,0.20126094,0.6335140380108423,0.13342746,0.3689971
0.15178503,0.12326268,0.4103533846212031,0.090554595,0.2657654
0.1447533,0.07443591,0.3444701606682096,0.047900915,0.26721632
0.5009115,0.5447188,0.6056214363372862,0.49425054,0.6442244
0.16846874,0.20873876,0.5121671907300314,0.17208579,0.36202803
0.34407455,0.40635565,0.811302148678129,0.32129556,0.680581
0.14076567,0.07693609,0.5614821636889299,0.07020074,0.29749638
0.28530633,0.2419375,0.6659032399541944,0.13754614,0.3441859
0.22726092,0.28591987,0.813723148823389,0.22725578,0.5617193
0.22005959,0.1531581,0.28827054729623286,0.08339085,0.28997612
0.13050345,0.09502226,0.5027023901621435,0.09559219,0.24436185
0.18649596,0.18023576,0.55478633328718,0.09522909,0.17317896
0.2226144,0.27719894,0.8391657503499451,0.22060157,0.5411519
0.10525897,0.05110147,0.2178919030735142,0.063704915,0.14257278
0.13528457,0.056171156,0.5218547313112839,0.0635308,0.27430198
0.20021656,0.1674246,0.6395380883722853,0.08738859,0.30379927
0.02545401,0.22231238,0.3864804431888266,0.39565647,0.23022744
0.4463448,0.6008569,0.3021722581303355,0.7180094,0.43860334
0.5915556,0.65039295,0.5439510326370619,0.62798834,0.59529364
0.17430751,0.1873072,0.5237238714234324,0.13199234,0.3663022
0.2703702,0.3129408,0.5100699306041958,0.2132369,0.39183027
0.15061155,0.30911586,0.756075015364501,0.37489453,0.48849082
0.093261644,0.056687944,0.3956116637366998,0.06924588,0.23875193
0.19762073,0.17101663,0.5316382318982938,0.12141954,0.29227775
0.15525888,0.20974585,0.6943725416623525,0.2371071,0.31917775
0.11692024,0.17551757,0.6002896760173806,0.2662886,0.45160535
0.19411346,0.22389519,0.8814037928842275,0.16470501,0.5539929
0.1783131,0.21744202,0.7310004038600243,0.18549952,0.437902
0.20051102,0.1705272,0.6560261393615683,0.06427815,0.120585755
0.04237115,0.3246953,0.561843133710588,0.5740083,0.42295125
0.17455062,0.10868442,0.6354090981245458,0.054940976,0.29536447
0.19562912,0.11384532,0.6247603374856203,0.05352108,0.28044748
0.21563634,0.277481,0.7576218154573089,0.25016063,0.6210432
0.16207176,0.097544834,0.45958688757521327,0.050757624,0.25601733
0.116153,0.087729804,0.5975866658551999,0.07225636,0.26569727
0.13608652,0.19091646,0.3535591212135473,0.12738259,0.24026942
0.12934406,0.117097124,0.5207501312450079,0.09350326,0.27864587
0.15551567,0.15875849,0.4225650053539003,0.112521775,0.28466004
0.5083762,0.5348694,0.6678634100718046,0.39398044,0.40849262
0.13649884,0.14843056,0.4165354049921243,0.105598345,0.297028
0.14766276,0.11332526,0.44238677654320663,0.06227136,0.30323792
0.44048107,0.50120676,0.7747762464865748,0.44916043,0.7802261
0.3231132,0.41684148,0.8782856526971392,0.32963678,0.70746136
0.1356729,0.19293028,0.6348292380897543,0.16966565,0.29911035
0.3386699,0.43670627,0.9250625555037534,0.32719824,0.7053611
0.16983022,0.08039624,0.496284099777046,0.043666612,0.26358706
0.27669615,0.3658074,0.7111119426667166,0.38100287,0.68982065
0.20081879,0.23550683,0.6663344899800694,0.18529785,0.42084873
0.07469149,0.09322593,0.21115539266932357,0.1440687,0.22539316
0.2310816,0.23773186,0.7629087457745247,0.11048488,0.09643457
0.54187363,0.6039647,0.8150111889006714,0.458101,0.7029389
0.13071351,0.11951945,0.42438914546334877,0.09960118,0.2769694
0.12546493,0.196694,0.48210200892612054,0.2473563,0.28101677
0.13243237,0.14804702,0.42621650557299035,0.087328166,0.2753037
0.16967581,0.17165357,0.6235321374119283,0.10601986,0.3464815
0.095603354,0.063781425,0.36377282182636933,0.059746593,0.20371544
0.13872749,0.16842505,0.6219942373196543,0.122341126,0.2665792
0.33786547,0.37558818,0.7944512876670773,0.25503373,0.64459705
0.25013718,0.31924713,0.8346109900766595,0.21129161,0.5787777
0.15921761,0.09444165,0.5341005620460337,0.07344028,0.28753197
0.63785356,0.65690225,0.6773494406409665,0.49758622,0.3754633
0.16899449,0.15925719,0.5419155725149344,0.11621106,0.3023879
0.27206606,0.30765796,0.7080069424804165,0.17111054,0.44897723
0.17100292,0.14493673,0.585836685150201,0.13503416,0.3172986
0.15209939,0.12188615,0.6302695078161705,0.0898421,0.34449762
0.058410253,0.04884182,0.14506760870405652,0.08566247,0.27945536
0.17565244,0.18501,0.6233710374022623,0.16776565,0.34872437
0.41982722,0.4826341,0.8446282106776927,0.40984353,0.86976194
0.04466846,0.12861687,0.20490351229421072,0.27531075,0.31467676
0.15171443,0.18714942,0.6172302370338142,0.15580936,0.3146017
0.3601368,0.6409853,0.5087325905239555,0.81312287,0.6812736
0.15931523,0.06585006,0.5196073311764399,0.042245753,0.2578492
0.18379113,0.1263121,0.4913276094796566,0.10611817,0.27634597
0.1441365,0.0,0.4058460843507651,0.0023988783,0.19110897
0.18842559,0.08235112,0.4724692283481537,0.02837316,0.26842734
0.17871563,0.16170081,0.4993012299580738,0.11254894,0.285714
0.17548075,0.11842336,0.6312849378770964,0.10156971,0.33801687
0.16412324,0.21070029,0.5065324303919458,0.14186725,0.298584
0.49523658,0.5974195,0.7892507473550449,0.5327395,0.7634742
0.13580656,0.22248717,0.7866095771965746,0.24289359,0.45309344
0.102453515,0.06009753,0.5158242309494538,0.05642378,0.27406767
0.15689625,0.098853394,0.550822883049373,0.096916094,0.26143786
0.3761127,0.36309472,0.7598635455918128,0.1880399,0.4554177
0.14605352,0.20369071,0.7094063025643781,0.21617717,0.36192036
0.09088003,0.037785202,0.1926967815618069,0.026092462,0.10763958
0.20056047,0.21244223,0.7120964927257896,0.14967579,0.48300418
0.17578009,0.20257929,0.4762853685771221,0.16325681,0.33599663
0.3276592,0.40654826,0.7805106468306389,0.32916382,0.6300926
0.2389938,0.29103875,0.803257648195459,0.18827869,0.43863383
0.1951506,0.14894386,0.6309493378569604,0.10285657,0.32743937
0.15773849,0.11226182,0.6118495867109752,0.067725085,0.24938452
0.1995227,0.18632078,0.54455033267302,0.11227016,0.2870459
0.10108004,0.047779433,0.25990237559414253,0.057824805,0.1739468
0.29480618,0.3220396,0.6335344380120663,0.1863631,0.49769273
0.12744431,0.14646061,0.5088128305287698,0.14620417,0.25015816
0.4328658,0.5288423,0.41981550518893035,0.5592982,0.5184045
0.1625192,0.06862961,0.5569634734178084,0.055378325,0.2961069
