AFP,Enquiry,N_effort,Generated_Var_1,Generated_Var_2,Effort
0.13971141,0.15246702475329751,0.042966124,0.7304655438279326,0.48764992,0.047737334
0.3924841,0.3887256311274369,0.29838398,0.4243841454630487,0.26046753,0.3000619
0.15044698,0.15427015457298454,0.030751297,0.8845900230754014,0.66203904,0.039635208
0.21291932,0.3464328853567114,0.050032817,0.7865112871906772,0.49582076,0.051063523
0.104803555,0.17459483254051672,0.059016228,0.7739947864396872,0.48353505,0.051644374
0.1478312,0.11580089841991016,0.053847,0.8987131039227862,0.6374974,0.050673787
0.4659892,0.6602796839720316,0.27624694,0.5054199303251958,0.3264165,0.27032295
0.20502561,0.12285801771419821,0.0847238,0.8969290238157415,0.7150769,0.09460874
0.15329465,0.15440434455956553,0.04367087,0.8839960030397602,0.57393765,0.04552905
0.21431491,0.08317292168270783,0.08026223,0.7637216858233011,0.5417366,0.076759525
0.2961357,0.18205027179497282,0.18989694,0.5169078310144699,0.30509877,0.19352143
0.31170952,0.23790907620909238,0.1930517,0.5841299350477961,0.4724934,0.20273176
0.1436587,0.1597104540289546,0.034638226,0.8335090500105431,0.5564754,0.02910264
0.1381816,0.15765921423407858,0.04022392,0.6600758396045504,0.4075303,0.034281854
0.31383133,0.27798747220125275,0.1076733,0.6861223411673405,0.5728333,0.11919965
0.6693526,0.8781247421875257,0.5503054,0.20559160233549614,0.15627182,0.60117406
0.16491498,0.17924560207543977,0.03790251,0.8404182104250927,0.5577178,0.035284232
0.38891757,0.19942305005769498,0.25866356,0.4668507280110437,0.29363704,0.25027677
0.44273883,0.7551422544857744,0.2670463,0.37494864249691856,0.25318718,0.28948995
0.43986464,0.3264088873591112,0.6070035,0.05038929302335759,0.0,0.68269163
0.38386074,0.38527050147294983,0.06652104,0.7470932448255947,0.4668548,0.062153567
0.1297186,0.13212638678736133,0.035575278,0.7836221470173288,0.46064234,0.025074586
0.20636937,0.2216032478396752,0.14225969,0.7444276046656563,0.493613,0.14601688
0.21762937,0.12904043709595628,0.07333477,0.7828302469698148,0.703135,0.08021729
0.2305747,0.3670209632979036,0.04168979,0.862439051746343,0.53899765,0.028601795
0.123733535,0.17234444276555572,0.018870695,0.881098382865903,0.58180285,0.015213705
0.2125698,0.3446644655335534,0.12547906,0.6380899882853993,0.4056697,0.11777482
0.18607044,0.17840711215928878,0.046091717,0.956077217364633,0.804404,0.043401137
0.15297112,0.13845661615433838,0.043492343,0.6838757410325444,0.42148948,0.03941588
0.15348911,0.2123017387698261,0.029736327,0.847706650862399,0.58235717,0.033832755
0.15732327,0.09975241002475899,0.035053913,0.8783068526984112,0.61262345,0.032325868
0.21738166,0.16564206343579363,0.3054744,0.25528623531717415,0.20153427,0.3266895
0.10285931,0.202735229726477,0.13751636,0.8065013483900809,0.55638885,0.13072054
0.13358617,0.21634990836500914,0.12585635,0.7552347453140847,0.5059552,0.13008362
0.120779425,0.20696285930371405,0.026433274,0.9685773581146415,0.7333536,0.017950624
0.52895963,0.5483344451665554,0.23070434,0.3904351234261074,0.2392602,0.24381997
0.15109676,0.15784135421586457,0.031559348,0.8416694505001671,0.571311,0.03689083
0.29537293,0.23783141621685835,0.0777161,0.7349434940966098,0.49771643,0.070335634
0.11780465,0.12244141375585862,0.023199324,0.8516745511004731,0.5892687,0.021778125
0.4974227,0.35580858441914154,0.1899156,0.5652311739138705,0.4344771,0.18773445
0.7341586,0.5234701076529892,0.49651343,0.2931761875905713,0.15225875,0.5107306
0.18234882,0.21735221826477816,0.22242783,0.6381774882906494,0.5409806,0.22061086
0.21257389,0.15712518428748154,0.04317452,0.8954346137260768,0.55684114,0.04620833
0.17640467,0.2241887275811272,0.052355036,0.8183885491033129,0.5144584,0.048321962
0.14328867,0.13070608692939129,0.023332607,0.852568751154125,0.53927016,0.015449994
0.30207533,0.34966006503399344,0.20329231,0.4468907968134478,0.29622602,0.20580766
0.23460826,0.3673680032631997,0.24782889,0.5733929344035761,0.3383019,0.2363834
0.18734393,0.19368068063193195,0.043804687,0.6187609771256587,0.3896482,0.041894235
0.186909,0.11434625456537453,0.042898804,0.808385248503115,0.57717013,0.05646922
0.12235789,0.24446529555347044,0.09380329,0.7358709441522566,0.43706226,0.087589234
0.7271957,0.25862673413732656,0.22497533,0.5302363918141835,0.36918497,0.21616207
0.1518336,0.15711513428848656,0.050108317,0.6636515098190906,0.40083218,0.050823353
0.16412698,0.21107221889277808,0.18884495,0.6463454387807263,0.43910766,0.18828377
0.18649541,0.15920010407998958,0.11789425,0.6971562418293745,0.43318772,0.11977965
0.12674743,0.1393659160634084,0.02692591,0.7631877457912648,0.47106218,0.01841076
0.2612345,0.3692072630792737,0.23286867,0.43888070633284243,0.30578065,0.2284748
0.12632798,0.19355319064468093,0.1112442,0.7476936448616187,0.5309136,0.10993092
0.19672304,0.2576651342334866,0.049500752,0.8596166515769991,0.58406425,0.06389862
0.14615649,0.13679787632021237,0.08454345,0.7719821763189306,0.516994,0.08629356
0.35183266,0.09575674442432555,0.16515185,0.7597095455825728,0.5050459,0.16296129
0.2707653,0.2775801722419828,0.16928206,0.5914047754842865,0.34448695,0.16372594
0.1844154,0.2203947379605262,0.036158144,0.649499098969946,0.40677214,0.03515998
0.17962691,0.17578293242170673,0.01051523,0.8388447503306851,0.76678395,0.02330795
0.09735891,0.13508330649166936,0.037056804,0.6337391380243483,0.39411044,0.034413744
0.1441184,0.1413966558603344,0.08466913,0.7882343472940609,0.55888367,0.085431844
0.19363537,0.14205958579404143,0.066855416,0.7926241075574464,0.6631968,0.07294807
0.45516506,0.38017896198210377,0.072001025,0.4918545795112748,0.35064006,0.062963076
0.19269538,0.2818213118178688,0.10274795,0.7728611063716664,0.47188067,0.09781547
0.18403839,0.15741406425859358,0.124932826,0.7943637476618249,0.6903467,0.12892874
0.3244728,0.24488753551124642,0.09814477,0.7014323920859435,0.5406258,0.096385516
0.11798574,0.19049984095001588,0.02670091,0.9383205162992311,0.6183202,0.016536115
0.6725563,0.7658540234145976,0.23165895,0.48477735908664155,0.46649075,0.2456935
0.22295839,0.3042063995793601,0.267235,0.5137971908278315,0.344584,0.2601525
0.2663052,0.38968846103115384,0.060861718,0.7599295855957752,0.45728326,0.05568669
0.17239282,0.21739081826091816,0.079724506,0.7587860055271604,0.4761324,0.07704466
0.1834896,0.15714557428544257,0.11351688,0.7859231071553865,0.61479473,0.12311861
0.7088519,0.8318496168150383,0.298291,0.3278547196712832,0.22274518,0.3497813
0.23644432,0.1805368819463118,0.19971149,0.3146144888768693,0.2898233,0.20775366
0.15971395,0.18670229132977087,0.010053183,0.7198262431895746,0.4390142,0.0042535816
0.25387564,0.21324369867563012,0.06496432,0.8099477185968631,0.56425977,0.055441752
0.12422564,0.13329052667094735,0.027607406,0.6917345415040725,0.42823577,0.020636206
0.14938387,0.1296788070321193,0.026067633,0.792722217563333,0.49577188,0.020296225
0.23073956,0.09712130028786997,0.07203183,0.7476739448604367,0.6655338,0.071278706
0.17148009,0.11817374418262558,0.024340067,0.8485530509131831,0.5251305,0.02130626
0.1192307,0.14831440516855948,0.05719066,0.7119073427144406,0.39881516,0.04987958
0.21793845,0.14664870533512947,0.13112244,0.7847126470827588,0.7136283,0.14134312
0.6140208,0.7021374297862569,0.21648893,0.4748020484881229,0.33761573,0.20933999
0.21167794,0.39168491083150886,0.19040659,0.5003872300232338,0.32855272,0.18137716
0.17822278,0.1811259218874078,0.056908075,0.7771578866294732,0.53339076,0.056848742
0.32335782,0.16191391380860862,0.18480477,0.5830528349831702,0.358366,0.18434143
0.49116158,0.43959419604058037,0.35253692,0.42012634520758074,0.35936022,0.35842824
0.16432577,0.17872731212726878,0.20431474,0.6860938411656304,0.45833397,0.19632265
0.123725265,0.1300530269946973,0.036018044,0.7130904427854265,0.48504186,0.039745126
0.1660501,0.1922391507760849,0.028140835,0.6890625813437549,0.39852238,0.028862348
0.18317227,0.23470517652948233,0.17474301,0.571108634266518,0.36112094,0.16548069
0.18327478,0.14449894555010545,0.11840001,0.6409368384562103,0.43681836,0.122851655
0.120816156,0.17856292214370778,0.09555656,0.7671786460307188,0.48731852,0.086489305
0.12545487,0.17012800298719968,0.026240423,0.840926050455563,0.52903223,0.02574159
0.12890203,0.14995874500412548,0.0698762,0.814268698856122,0.51733804,0.064518616
0.26197803,0.2083308791669121,0.06339288,0.7432308045938483,0.50437,0.06416499
0.25928518,0.2659031434096857,0.071788535,0.8909721534583293,0.7088666,0.06026291
0.12109482,0.14273048572695143,0.07002777,0.807614198456852,0.51939344,0.072982825
0.09513427,0.1424991957500804,0.046238445,0.556950233417014,0.3656783,0.04410248
0.31740087,0.4944758205524179,0.14863338,0.686187901171274,0.4076171,0.13368696
0.14561516,0.09469884453011554,0.058423266,0.6915473714928423,0.47979045,0.061584163
0.084994584,0.15642677435732255,0.06672153,0.7021408421284505,0.48047256,0.05623105
0.45441318,0.5168324483167551,0.1621565,0.5777909346674561,0.4406674,0.1648524
0.30857825,0.4830830216916978,0.15028572,0.55552233333134,0.3717811,0.15256971
0.13897601,0.14593511540648846,0.030867703,0.9147337548840253,0.58669496,0.017723681
0.16505328,0.15298271470172853,0.026107714,0.8543493512609611,0.5179608,0.016104413
0.2638788,0.2893882410611759,0.06312916,0.8136256788175408,0.5872686,0.06479673
0.3919115,0.5624958937504105,0.5241377,0.379861082791665,0.29164004,0.5123841
0.389614,0.32069619793038023,0.6149178,0.37265249235914955,0.25271273,0.6076399
0.11854462,0.20405760959423902,0.03383626,1.0,0.6191032,0.009655416
0.14904386,0.18729708127029185,0.022613607,0.9039100542346032,0.5439024,0.010766969
0.3652284,0.26561067343893263,0.19158159,0.5871014352260862,0.5229993,0.20333964
0.1343542,0.1316940868305913,0.060784318,0.7835889970153398,0.56561446,0.066448234
0.086519375,0.15624195437580457,0.090970606,0.3394369203662152,0.2594967,0.10379056
0.14178927,0.13552424644757535,0.023346387,0.9561940573716434,0.68448544,0.028479533
0.15083423,0.16761878323812168,0.040838383,0.8969927938195676,0.6793351,0.044155337
0.387767,0.1918317808168219,0.21859668,0.3846925730815544,0.28345513,0.21885644
0.11565241,0.13841360615863937,0.124198884,0.7298783437927007,0.5123534,0.11627645
0.46581352,0.508198689180131,0.20139794,0.5418144825088689,0.3815515,0.19559479
0.15586615,0.18839585116041485,0.06305222,0.7465898447953907,0.42992997,0.04884656
0.12185803,0.13782788621721137,0.01638251,0.7956355477381329,0.4927709,0.008425929
0.12877603,0.14519590548040945,0.022900416,0.8899922533995352,0.67328644,0.027612703
0.17226762,0.11454766854523314,0.021709038,0.9049901942994116,0.77195406,0.020688824
0.22714111,0.11218824878117512,0.039825447,0.8994085539645134,0.54122424,0.044287585
0.114084154,0.10378368962163104,0.06829412,0.7914882774892967,0.6019418,0.061169527
0.16635644,0.20432591956740803,0.1842732,0.48943849936631,0.31491113,0.18873052
0.39553908,0.5147064485293551,0.31564927,0.33834149030048943,0.19617748,0.34851176
0.2696755,0.4157540984245901,0.26781815,0.4795056287703377,0.3309512,0.26463866
0.18379927,0.2434116056588394,0.04208468,0.9081942944916578,0.5834336,0.03489693
0.12894286,0.15702751429724857,0.035673156,0.8421409005284541,0.5597582,0.03475801
0.2643336,0.2839395116060488,0.18672931,0.5771457946287476,0.32361984,0.1866093
0.2026057,0.3146164685383531,0.26595858,0.44912692694761563,0.2881391,0.25944158
0.15469788,0.22689593731040625,0.12073082,0.7812543968752639,0.5294666,0.12075681
0.21666723,0.31077673892232605,0.027134098,0.9008966540537994,0.6331928,0.025540583
0.13606149,0.10193288980671102,0.036854386,0.7665539859932392,0.5678904,0.03535438
0.16488667,0.17385883261411675,0.15781634,0.5755928345355701,0.36563444,0.15712978
0.18784302,0.14713818528618147,0.053857494,0.7467440448046426,0.67723036,0.06177935
0.1806052,0.19692938030706197,0.053974867,0.8009892480593549,0.5112438,0.050917253
0.19100772,0.2814681718531828,0.2073807,0.6119066367143982,0.37951803,0.19807924
0.16813192,0.14789293521070646,0.078725755,0.822274049336443,0.6398907,0.08295768
0.1393339,0.11395416860458313,0.051759798,0.8573341514400491,0.5676842,0.04294794
0.1260774,0.1639329936067006,0.026313104,0.971378918282735,0.75359774,0.015931645
0.22958311,0.1793107520689248,0.10055295,0.6313146778788807,0.4874251,0.096058905
0.14666146,0.13978517602148238,0.08173719,0.8445781506746891,0.58390236,0.08841803
0.116386384,0.16596896340310363,0.06328002,0.7395936143756169,0.47631192,0.056815185
0.12687935,0.19905300009469998,0.09195641,0.5743826944629618,0.33342004,0.08592533
0.24821281,0.16521850347814965,0.07142146,0.7964756477885389,0.63587904,0.0753884
0.4191421,0.4607516039248396,0.467731,0.427112065626724,0.2579491,0.45205745
0.16715023,0.12294498370550162,0.03510508,0.7436621446197287,0.43205094,0.032796904
0.13700107,0.17430396256960373,0.04288871,0.7700741162044471,0.46724176,0.03249145
0.1166614,0.17470864252913573,0.06490887,0.5796890347813421,0.35459208,0.0525452
0.27012667,0.5368248463175154,0.038442984,0.7393694943621697,0.41611576,0.030881653
0.17079645,0.24487808551219145,0.14967404,0.40725519443531166,0.25495887,0.15061192
0.17770721,0.18220619177938083,0.018038848,0.8727165523629932,0.58397985,0.019565322
0.11862789,0.25301437469856247,0.1554375,0.4705212982312779,0.2930262,0.15458095
0.5385624,0.29673150032685,0.14394566,0.6055989063359344,0.43387032,0.14756891
0.25366506,0.2873759712624029,0.06212674,0.8414380504862831,0.5592537,0.05405122
0.19397667,0.1618105438189456,0.08721475,0.7787288467237308,0.56805825,0.08854121
0.11155367,0.15880760411923958,0.09251058,0.6776938406616305,0.4442842,0.08783609
0.13540772,0.1610346438965356,0.03407204,0.8713555522813331,0.55625916,0.03069449
