duration_D,t02,t04,t05,t06,t14,Generated_Var_2,effort_D
0.44645315,0.17414027,0.24066362,0.1358001,0.4183314,0.2206301320630132,0.393685559368556,0.6139116
0.53271466,0.069424,0.154587,0.0590913,0.3496652,0.12686218268621827,0.3112974811297481,0.7889204
0.52197134,0.10418284,0.12923604,0.05351904,0.3787895,0.16286690628669062,0.396807289680729,0.7265051
0.63010746,0.021676868,0.07239914,0.13477117,0.23023748,0.05270594927059493,0.18378940837894084,0.9095185
0.56151396,0.074328184,0.09399176,0.076952904,0.3363624,0.10491303649130367,0.3137447313744731,0.79405844
0.55622256,0.045464486,0.07693216,0.010697246,0.34714147,0.1091017809101781,0.33940473394047344,0.799413
0.65076536,0.0024264157,0.046772838,0.09273806,0.22593968,0.04073013807301381,0.20315445031544505,0.83355343
0.73926604,0.04320079,0.021106124,0.113854915,0.15188755,0.022778782277878228,0.20719062071906208,0.7736657
0.64643604,0.048894405,0.04205355,0.059034348,0.24201958,0.047267604726760476,0.2620153662015366,0.79119086
0.62006843,0.035241276,0.013001427,0.016073346,0.2706227,0.05828527182852719,0.30230016023001605,0.77832043
0.53700644,0.05481565,0.093886524,0.018962383,0.36291242,0.1200312820031282,0.34542629454262946,0.79668653
0.6070857,0.0305821,0.093132764,0.09464985,0.2734361,0.07394967239496725,0.24468287446828746,0.7889544
0.61171997,0.01999098,0.039907575,0.033512026,0.276692,0.06477742647774265,0.28058400805840084,0.8365344
0.3526979,0.25827032,0.3491435,0.24860069,0.5425092,0.35318601531860155,0.47146497714649777,0.5856214
0.53250694,0.07307285,0.14812696,0.08203694,0.3426694,0.13544790354479036,0.31153870115387017,0.73984987
0.5946577,0.018404841,0.05978307,0.021596313,0.29835647,0.07691887769188778,0.28498240849824086,0.8266969
0.4874528,0.12654838,0.21132106,0.099702954,0.38587087,0.18418731841873184,0.3570636857063686,0.6714227
0.41802692,0.17887148,0.1966674,0.12187663,0.49418116,0.2482032448203245,0.4551077455107746,0.68760264
0.52956665,0.12021062,0.20171821,0.1384669,0.36639464,0.1586090158609016,0.3105406510540651,0.6733711
0.5527534,0.0420084,0.10706815,0.1007278,0.3097732,0.1097042109704211,0.25633999563399956,0.84105456
0.62904555,0.007563412,0.043858528,0.059027225,0.25271693,0.046509224650922464,0.23927092392709243,0.8413258
0.46188146,0.0691666,0.20016286,0.19900557,0.38105878,0.199687469968747,0.24251685425168543,0.8365139
0.6895093,0.011898607,0.05454287,0.11713374,0.20596997,0.030290100029010003,0.1798214079821408,0.85351515
0.34306628,0.304394,0.44867986,0.37613884,0.5281967,0.3787006778700678,0.36193703619370365,0.47588748
0.4183873,0.19792634,0.26013964,0.19771567,0.44871265,0.2376880037688004,0.396573759657376,0.6243943
0.51216453,0.07194373,0.17254841,0.088362515,0.36820614,0.15353994535399454,0.3124184612418462,0.7417208
0.53082126,0.06730908,0.13777396,0.045117587,0.3503837,0.13495327349532735,0.3258276025827603,0.7654132
0.42476153,0.12536114,0.2930417,0.22621068,0.43695885,0.2609374460937446,0.299097569909757,0.7342423
0.5948303,0.098560244,0.21674973,0.23478314,0.28741306,0.12714220271422028,0.2091377209137721,0.7337082
0.5020602,0.061201543,0.14536786,0.07581389,0.37763125,0.15308757530875755,0.3167045716704572,0.78260106
0.4954107,0.12977201,0.22889698,0.11334926,0.37445262,0.18428777842877786,0.34455083445508344,0.6574268
0.3281465,0.2525317,0.40815276,0.32961842,0.5107475,0.36884093688409375,0.3806794080679408,0.5501815
0.47137532,0.14658445,0.21925783,0.11234537,0.4010547,0.195838559583856,0.37357578735757874,0.6464675
0.35169053,0.26601398,0.46883988,0.45405993,0.508816,0.39263159926315994,0.30558237055823706,0.56044495
0.40426895,0.19943029,0.1993356,0.13560194,0.49474305,0.2587379758737976,0.47614671761467176,0.6635048
0.43639833,0.20533621,0.31265312,0.18340957,0.50085294,0.29364442936444296,0.43348620334862037,0.6446055
0.4967519,0.092752516,0.11036596,0.0524441,0.39598867,0.1586665058666506,0.3899914389991439,0.7493235
0.6002452,0.041830838,0.07134423,0.06575939,0.28238857,0.07593541759354176,0.2771047077104708,0.7857982
0.7642617,0.2566681,0.3730858,0.5971254,0.16856469,0.18296094829609483,0.03802759580275958,0.6526519
0.8068991,0.10467401,0.113765895,0.25488362,0.1252278,0.026399540639954065,0.1466338146633815,0.7393748
0.3438815,0.25700933,0.39300692,0.3426158,0.56272364,0.3677260367726037,0.37870809787080983,0.5948757
0.52002287,0.09216893,0.11865753,0.047048062,0.40442312,0.16669361666936167,0.398181639818164,0.753821
0.76720226,0.0436548,0.03795591,0.1722424,0.14124916,0.011044116104411611,0.1712437871243787,0.75235975
0.6975543,0.079378426,0.07211763,0.12333849,0.2033911,0.04681212168121217,0.23284740328474032,0.75262564
0.5526715,0.03962174,0.08867568,0.009710133,0.34876573,0.1089629008962901,0.32992297299229734,0.8141165
0.43398276,0.13219863,0.2147837,0.13191435,0.43533653,0.21592303159230317,0.3735558773555877,0.698051
0.50057757,0.07292017,0.18406898,0.096787125,0.3806425,0.1665510666551067,0.31988663198866324,0.73593575
0.5560464,0.050163865,0.10313156,0.027659267,0.33829373,0.10894776489477649,0.3194992819499282,0.80044115
0.69278264,0.06371078,0.103642076,0.20302996,0.21211974,0.06107900110790011,0.18329578832957885,0.7110872
0.59822327,0.026656091,0.07536304,0.05526483,0.2731891,0.07214846721484672,0.2590956259095626,0.8111261
0.45776305,0.10689163,0.24576125,0.16915154,0.36650667,0.20260473026047304,0.2750875675087568,0.76286244
0.4490827,0.15694535,0.21639392,0.11236271,0.4258886,0.20492142049214207,0.39767353976735403,0.65457743
0.6911625,0.027493358,0.065060556,0.14102164,0.19236363,0.03516392751639275,0.17258782725878274,0.8162967
0.58106697,0.13566771,0.1463629,0.17266512,0.3268843,0.13983421398342138,0.29465385946538597,0.6084802
0.6585647,0.035809904,0.109763175,0.1431568,0.21783258,0.051534315153431515,0.1897695089769509,0.792971
0.51432675,0.11458799,0.1867891,0.085451216,0.37090105,0.16261748626174863,0.35105747510574753,0.67128474
0.5297979,0.047810316,0.15327597,0.13225883,0.3305238,0.1385530938553094,0.2583534258353426,0.7920397
0.64598316,0.08506507,0.12430841,0.17572129,0.24643308,0.07787079378707938,0.21458412145841216,0.66436696
0.3299576,0.31601793,0.37526584,0.30292466,0.5828713,0.40417762041776206,0.5191924519192452,0.5471768
0.35568288,0.3130839,0.36326414,0.30437794,0.53173786,0.33631006363100635,0.4867260986726099,0.4996947
0.6452824,0.032282382,0.011306867,0.015443027,0.24810146,0.04863124086312409,0.28757470875747093,0.8143802
0.6822216,0.016458184,0.054567873,0.1183517,0.20161456,0.033925833392583336,0.20373343037334304,0.8187129
0.62503815,0.015173286,0.036996275,0.066319734,0.2539883,0.05084314008431401,0.2386374538637454,0.8293905
0.4326163,0.16740137,0.29739255,0.20470801,0.42198613,0.24758529475852947,0.34174928417492845,0.6206087
0.5945281,0.063952595,0.097616255,0.07489586,0.29526395,0.0891172689117269,0.29521378952137894,0.734391
0.37122592,0.21040815,0.38601452,0.3096753,0.50259733,0.33151078315107835,0.3306483330648333,0.66910535
0.56153244,0.07771489,0.08868545,0.03651938,0.35313722,0.1100236910023691,0.34243727424372744,0.77080667
0.55055827,0.033685625,0.089267105,0.007049769,0.34159932,0.1083119308311931,0.3190944319094432,0.8261056
0.9212749,0.12915733,0.14054942,0.40071306,0.055504635,0.03277294627729463,0.07633285763328576,0.6867135
0.5617653,0.089072615,0.20842811,0.1636152,0.33286452,0.14129050412905042,0.27068745706874575,0.72383314
0.5907337,0.032174826,0.051821887,0.014237553,0.3061053,0.07615008261500826,0.30582848058284806,0.818749
0.44897443,0.16402656,0.20392272,0.14238897,0.4536813,0.21357559135755913,0.3837824383782439,0.65046966
0.65552807,0.012133777,0.0,0.016139537,0.2388371,0.036211017621101765,0.2691908269190827,0.83019644
0.5250376,0.07251507,0.12791368,0.047993302,0.37980777,0.13981388398138841,0.33316103331610336,0.785097
0.5482503,0.0459992,0.09289983,0.008203238,0.35347342,0.10683356068335607,0.3287319828731983,0.814659
0.54523164,0.05853784,0.10870597,0.039554626,0.34896353,0.12513901251390125,0.32351089235108926,0.7795381
0.41231877,0.19085217,0.41537416,0.31700155,0.4291237,0.30354323035432307,0.2672907967290797,0.6626179
0.3789565,0.24329531,0.24693567,0.19515625,0.5328008,0.3164803716480372,0.49918587991858804,0.6406143
0.441489,0.19085962,0.26215634,0.15415394,0.43174857,0.2291116329111633,0.400004540000454,0.5853319
0.37909955,0.23859489,0.2910115,0.21759292,0.51863414,0.2868587986858799,0.4401432140143214,0.59943646
0.33352754,0.22448611,0.31072962,0.29115924,0.52393186,0.3470733347073335,0.41142050114205014,0.6113947
0.58730394,0.029064268,0.089687735,0.06399977,0.27665555,0.07531501753150176,0.2514460051446005,0.80373305
0.5692763,0.07512614,0.20090675,0.17145398,0.31119946,0.1295863529586353,0.2381652538165254,0.73628384
0.7679351,0.028467506,0.07079613,0.19146249,0.15201166,0.017693208769320876,0.1423598542359854,0.81733316
0.65374744,0.08018103,0.16963467,0.29866955,0.21930304,0.10173244017324402,0.13226757322675733,0.8868416
0.6052293,0.079081416,0.07806748,0.10710099,0.29150528,0.09187892918789292,0.2674475267447527,0.7836784
0.6349246,0.013073534,0.04631546,0.067160845,0.2445116,0.041802008180200814,0.2385877138587714,0.81920695
0.39641702,0.24540299,0.23566058,0.1844646,0.5450381,0.3180573918057392,0.5288417828841784,0.6385672
0.7214939,0.01694563,0.03162411,0.10709879,0.17681207,0.008449614844961484,0.198050639805064,0.8057392
0.46517113,0.17452103,0.21767429,0.16528034,0.4214997,0.21419724141972415,0.36315170631517063,0.60322845
0.54109347,0.07837513,0.17689994,0.1673074,0.32573473,0.13594575359457536,0.2594020259402026,0.74241996
0.6509999,0.082472116,0.06488013,0.04575178,0.29102474,0.053333660333366034,0.299198989919899,0.7820275
0.5131694,0.07956448,0.14118427,0.035218626,0.37612385,0.1384842838484284,0.3498501549850155,0.76398355
0.59095526,0.03207344,0.058986247,0.029385686,0.30382293,0.08287399328739933,0.29395180939518095,0.82412136
0.59598726,0.03687668,0.06446555,0.028536499,0.29967266,0.08341852834185283,0.293579309357931,0.82785726
0.51969695,0.14204478,0.21170077,0.1212033,0.3517199,0.17567576756757675,0.34334123433412345,0.6334901
0.6682854,0.031055272,0.06723443,0.12925068,0.21539173,0.043736700373670036,0.20028447002844701,0.7812364
0.54697067,0.028931707,0.082698315,0.018812507,0.33498922,0.10395254039525405,0.3021659602165961,0.8415126
0.3757819,0.3040393,0.25488055,0.21495476,0.5727718,0.35520136552013654,0.5731889573188957,0.62065053
0.5601769,0.028301656,0.09671509,0.04979217,0.32723823,0.1003118850311885,0.2897494289749429,0.8176446
0.5917483,0.030604154,0.06809944,0.05014789,0.29645023,0.07138081713808173,0.27465334746533476,0.82780516
0.6922444,0.050874233,0.11350754,0.21667334,0.19398335,0.052178149217814926,0.13584575358457535,0.85742426
0.31018654,0.3315956,0.47010916,0.37666348,0.53365386,0.4082735908273591,0.4358915435891544,0.4641204
0.46744126,0.14192191,0.16039982,0.07922596,0.4183525,0.1884727688472769,0.4086639708663971,0.65409005
0.111955225,0.55043447,0.86292756,0.8981552,0.7250378,0.7538227753822775,0.3277739627773963,0.3740521
0.48753935,0.10517761,0.17863134,0.07632631,0.3969249,0.16606713660671368,0.34570163457016345,0.7389418
0.7107868,0.057100743,0.14447147,0.23344448,0.19362873,0.05901738090173809,0.15536315553631558,0.76904744
0.5432299,0.045114398,0.10031861,0.012702018,0.35115173,0.11357422135742214,0.3280904928090493,0.8098621
0.3247742,0.32667,0.37123156,0.28950968,0.5614773,0.36585259658525965,0.5063568506356851,0.4999412
0.5156256,0.05202511,0.16474673,0.1250293,0.33737156,0.14346443434644346,0.24457849445784946,0.782624
0.14260289,0.5735407,0.7664473,0.66989386,0.7354357,0.6646515664651567,0.5651673565167357,0.22073519
0.51677734,0.081094325,0.17897311,0.17871282,0.35006782,0.15469129546912955,0.2566184656618466,0.7663448
0.3023689,0.2595625,0.52106476,0.51616085,0.4990968,0.4271242127124213,0.22244205224420524,0.6819921
0.61595607,0.046513528,0.06881657,0.1313051,0.25315958,0.06376179237617924,0.20774437077443708,0.8574998
0.2744327,0.5414831,0.50110185,0.46883628,0.71796453,0.5814863981486398,0.7255249725524974,0.4297729
0.5072313,0.07966262,0.11470845,0.030257463,0.39456055,0.15134547513454752,0.3765251376525138,0.773728
0.5985733,0.022533745,0.061242253,0.041563272,0.28714886,0.07168803316880332,0.27313052731305276,0.8300318
0.5322389,0.04747227,0.10209134,0.11139634,0.31833524,0.11493603549360355,0.2493597949359795,0.89667666
0.6496565,0.0062862635,0.033520043,0.06906563,0.23831794,0.04038477403847741,0.23457304345730434,0.8556746
0.54101557,0.14095756,0.08795595,0.067411005,0.3628301,0.1478103547810355,0.39849159984916005,0.67224437
0.27141333,0.32421523,0.4592014,0.45713565,0.5718803,0.44140161414016144,0.40598200059820005,0.48109776
0.3853541,0.2753564,0.29208022,0.21906474,0.513602,0.3061478106147811,0.48907290890729094,0.5338791
0.5672658,0.0958167,0.13678238,0.1438789,0.32747805,0.12183280218328021,0.2853830785383079,0.69443506
0.4789366,0.0792343,0.17408922,0.17556417,0.366889,0.16897068689706868,0.24012995401299542,0.86997855
0.590953,0.02363056,0.057703257,0.021204859,0.3032096,0.08318888831888885,0.2951812295181229,0.8294095
0.5769002,0.15636596,0.13928813,0.08292386,0.35300988,0.16102101610210162,0.39153853915385395,0.6586107
0.43475667,0.17115733,0.23338228,0.12601253,0.44164476,0.2180763718076372,0.4093772909377291,0.6401521
0.43320405,0.14248297,0.1331721,0.07846758,0.45597517,0.20635881063588107,0.4383214838321484,0.71653676
0.40356308,0.2679621,0.36837018,0.2481294,0.46120074,0.2865267286526729,0.4130787713078772,0.48452026
0.43301165,0.14954343,0.17825907,0.095897615,0.45115155,0.21469914146991415,0.4285913428591343,0.6973573
0.5449848,0.04919797,0.09174231,0.012275219,0.3606398,0.11636991163699117,0.3404935940493594,0.8046195
0.5626013,0.048109442,0.09327391,0.028761387,0.330624,0.10602737560273756,0.3156855115685512,0.7919603
0.6516895,0.05683884,0.06372532,0.1034261,0.23255058,0.060450606045060605,0.24099453409945343,0.7930706
0.5184717,0.08830729,0.12488145,0.026358724,0.3884483,0.12726686272668628,0.36179939617993967,0.76345587
0.4893567,0.08348352,0.17081389,0.07165679,0.3858474,0.16152618615261863,0.3384627338462734,0.7406591
