MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,MI_PointsAdjust_ManagerExp,Effort
0.22032087,0.023796806,0.13885541611445837,0.142032
0.35722148,0.08016063,0.1502309849769015,0.21749857
0.46049267,0.1741966,0.24356492564350743,0.32246393
0.44176224,0.14479215,0.3558037644196235,0.4129696
0.34173372,0.06368581,0.2811456318854368,0.21500996
0.28058767,0.12753649,0.20545813945418603,0.19381076
0.15796809,0.3123735,0.30053910994608896,0.1195209
0.30223426,0.061074216,0.22726203727379624,0.16789359
0.2614199,0.11542909,0.13027195697280428,0.20075792
0.35891938,0.06648718,0.2090219790978021,0.17313746
0.22444652,0.017975662,0.0913492348650765,0.13439861
0.72652465,0.5404969,0.4912336008766399,0.56128883
0.62211055,0.28878564,0.4490080550991945,0.44541013
0.53551954,0.19088337,0.17639218236078175,0.2752869
0.80545586,0.47939125,0.30636980936301905,0.49103355
0.5862757,0.2745946,0.2791651720834828,0.35555595
0.28719512,0.3535969,0.3203439379656062,0.14310846
0.25402877,0.1369003,0.18881921111807887,0.18848956
0.83002377,0.55481505,0.5594953440504655,0.7873793
0.3927043,0.15041168,0.19244430075556992,0.27646157
0.37553108,0.21128869,0.08659561634043836,0.16613196
0.34156534,0.11840978,0.28852770114722986,0.21681106
0.32851574,0.13097195,0.0901982209801779,0.2604109
0.38537243,0.115795866,0.10803627919637207,0.19943391
0.5011094,0.20640202,0.29634257036574296,0.31390744
0.7883991,0.7379423,0.805803759419624,0.84558105
0.27055493,0.108891815,0.13799038620096138,0.21405327
0.6476149,0.3015423,0.3316470068352993,0.4384542
0.8296209,0.55560756,0.401084439891556,0.51263905
0.4032697,0.15118004,0.10006369999362999,0.24433655
0.61843055,0.261039,0.3136019686398031,0.40434968
0.49880934,0.23304571,0.21832116816788316,0.36913866
0.63766617,0.33266038,0.33900132609986733,0.4932729
0.39756763,0.11798984,0.2937070406292959,0.30366904
0.35644913,0.039966214,0.20501392949860703,0.18371075
0.32437167,0.11431834,0.0896305650369435,0.15348156
0.5331335,0.21440515,0.12199971780002822,0.19744644
0.30640084,0.04310938,0.1808055119194488,0.21794365
0.28548777,0.12007654,0.10880164911983507,0.10317698
0.6935081,0.47729626,0.4652689234731076,0.6586576
0.47079927,0.1979552,0.14434559556544044,0.30310714
0.461509,0.16061315,0.21444143855585612,0.24609078
0.6154726,0.35354355,0.19878378012162198,0.30120295
0.37375808,0.12362148,0.08350022764997724,0.20993564
0.36255604,0.13408628,0.10432381956761805,0.233229
0.68079805,0.3741551,0.406111319388868,0.46371835
0.5544061,0.18807885,0.3502967649703235,0.47209436
0.63285136,0.301309,0.21588604841139516,0.45184332
0.3927428,0.15554275,0.1100650089934991,0.2861141
0.6376782,0.3280691,0.21563552843644715,0.43363243
0.29910335,0.08235356,0.13645113635488634,0.1428086
0.36824697,0.06178021,0.20357192964280701,0.24380814
0.34033984,0.20392488,0.31385582861441713,0.15143241
0.8147146,0.5038502,0.3901027609897239,0.5632771
0.57533514,0.27422628,0.20800546919945306,0.40959275
0.22897097,0.04501218,0.06944650305534969,0.19297063
0.1468317,0.09474562,0.01597732840226716,0.21003824
0.20884688,0.056203693,0.15236920476307952,0.12958346
0.6134068,0.4200194,0.4326301967369803,0.42090976
0.74349093,0.40877932,0.2675356932464306,0.14964181
0.5756884,0.16214843,0.38539584146041583,0.3117972
0.41103673,0.2055598,0.24048942595105738,0.3513767
0.6720713,0.35323712,0.19245855075414492,0.49375093
0.50752336,0.3896805,0.4080161091983891,0.39032012
0.5063997,0.17916898,0.297337920266208,0.40603143
0.33000946,0.12680174,0.07471971252802874,0.20663734
0.58503157,0.23924811,0.32905546709445327,0.41056353
0.28625986,0.078207664,0.07193743280625672,0.20714915
0.6821632,0.43067867,0.397966520203348,0.56581604
0.49992746,0.20789804,0.2632176736782326,0.3721649
0.30970964,0.09765966,0.09183301581669841,0.20283058
0.5615345,0.36498186,0.40926213907378606,0.4361335
0.32289773,0.09404743,0.1513638648636135,0.2532303
0.35514897,0.0919785,0.22716640728335927,0.25755906
0.22577852,0.026291711,0.11336393866360613,0.122647315
0.42396963,0.5771923,0.5596975440302456,0.2548918
0.60657924,0.30691487,0.3335541166445883,0.48930907
0.23216255,0.059717927,0.08585866141413385,0.13983221
0.2574888,0.06481373,0.10699220430077956,0.14029652
0.3744079,0.12619366,0.11308620869137913,0.22764939
0.49069846,0.17302236,0.15338410466158953,0.3093991
0.33015785,0.08677396,0.10947278905272108,0.16916019
0.18623441,0.054110594,0.11308582469141752,0.1227674
0.27418923,0.0029868148,0.11870364812963519,0.17569867
0.59728265,0.2441094,0.5004242499575751,0.52353877
0.34394962,0.16541627,0.08613851538614845,0.19943322
0.7760171,0.60546213,0.595829310417069,0.7602355
0.8271678,0.46942398,0.38548781145121885,0.62798154
0.60544896,0.22152889,0.22869495713050425,0.3116001
0.53029513,0.21021731,0.3131564286843571,0.34939435
0.354635,0.07501053,0.19426034057396593,0.2293767
0.37222096,0.13138081,0.18975557102444288,0.22606611
0.3972989,0.1861324,0.23767674623232538,0.30814344
0.87034774,0.8430218,0.7716287828371217,0.8266605
0.3631089,0.18528517,0.26480287351971266,0.21531032
0.17343998,0.08105288,0.023832400616759935,0.15834287
0.5680054,0.2280476,0.3349672265032773,0.41279596
0.23425008,0.058974396,0.06416396858360314,0.1773721
0.40987307,0.1732402,0.08671779132822086,0.3260641
0.46584988,0.29458848,0.2133582486641751,0.25981817
0.42006135,0.21608445,0.26282760371723957,0.36574334
0.3075971,0.11692271,0.1516627248337275,0.21264422
0.6552822,0.3453359,0.1732696426730357,0.39259887
0.39728487,0.21382149,0.38557776144222383,0.3612886
0.752009,0.39163628,0.4338139566186043,0.3283733
0.50947756,0.2263268,0.15363460463653952,0.27401096
0.24238943,0.09388817,0.13297811670218831,0.19728917
0.6645205,0.37077242,0.3536310446368955,0.38987464
0.37081903,0.13554414,0.15730004426999555,0.24801062
0.56246084,0.15365262,0.40496118950388105,0.29034632
0.3200912,0.0685159,0.17684733231526675,0.19347188
0.31112924,0.11037947,0.1299512270048773,0.13133392
0.5643659,0.25829923,0.15698681430131856,0.26973552
0.32227316,0.12811281,0.15827275417272457,0.19715853
0.53705627,0.24766976,0.2796347720365228,0.29221314
0.27062017,0.026973434,0.09721935027806497,0.086824775
0.37742817,0.18800145,0.24792515520748445,0.28555283
0.24762987,0.10877235,0.16641454335854564,0.1906434
0.3383839,0.081488095,0.12432656756734324,0.2115244
0.627113,0.32008892,0.43981023601897634,0.42556262
0.6122276,0.29108155,0.39075526092447394,0.5113215
0.52702045,0.23686735,0.1305991169400883,0.2661672
0.6099538,0.48907965,0.5800004419999558,0.6415811
0.71113694,0.42594862,0.4548612345138765,0.619701
0.28216216,0.04961344,0.11786957821304217,0.14182179
0.40178183,0.12812686,0.11059093894090609,0.3063735
0.46850622,0.19779134,0.14249330575066943,0.36812723
0.43092626,0.13526927,0.12656302734369723,0.35632974
0.69551396,0.41506934,0.44952085504791445,0.52565044
0.4747908,0.21240647,0.12495747750425225,0.27417025
0.5731046,0.27285346,0.3737968426203157,0.40676218
0.49493986,0.18819793,0.15622632437736755,0.21750677
0.32038027,0.056495957,0.10627748537225146,0.16270505
0.4982506,0.25448307,0.3196855480314452,0.38338757
0.37605637,0.17177308,0.2318478168152183,0.1444394
0.57971466,0.27271006,0.18499292150070784,0.28314322
0.2605944,0.07051654,0.11131687886831211,0.19819976
0.56492203,0.2646987,0.1697631630236837,0.29252917
0.5764588,0.22007349,0.25567105443289456,0.3625232
0.4020238,0.21865468,0.10917130508286949,0.2691973
0.31815988,0.04161805,0.1917238808276119,0.2285317
0.19983937,0.096188754,0.08776165122383488,0.14898044
0.3027893,0.017157398,0.19620695037930497,0.22817141
0.4090083,0.1513175,0.23826693617330635,0.16429037
0.22020704,0.05918537,0.04540365545963445,0.17715207
0.1724027,0.07552534,0.022246645775335423,0.19114166
0.5433923,0.279301,0.2713289028671097,0.38191545
0.5474043,0.24893147,0.2926963307303669,0.43444604
0.30351865,0.159163,0.2883596711640329,0.19154108
0.4843303,0.34572068,0.29886243011375696,0.36162186
0.5286231,0.20342769,0.27807437219256276,0.3660394
0.5726268,0.31302667,0.30836888916311106,0.46266532
0.5462082,0.21760456,0.20538349946165005,0.3672176
0.3035294,0.1310796,0.198797760120224,0.2126916
0.26596949,0.06797962,0.15010138498986147,0.184241
0.378092,0.062437035,0.37704529229547074,0.30755347
0.29185432,0.08617312,0.07998508200149179,0.1899258
0.30858663,0.22299117,0.3243633175636682,0.2258229
0.3258265,0.15199557,0.1794552620544738,0.22200254
0.31215897,0.065416686,0.11327435867256412,0.21469855
0.2891243,0.015500318,0.14556120544387943,0.18461019
0.40763533,0.19719128,0.2410399658960034,0.28946918
0.3481499,0.10505053,0.16554847344515264,0.26008815
0.680342,0.87174815,0.8859111114088888,0.65695965
0.53473204,0.17421229,0.2426046457395354,0.39498174
0.31614193,0.1132427,0.08914949608505039,0.20419355
0.8559796,0.5142601,0.4618915538108446,0.6282222
0.31676382,0.09515179,0.07334670266532972,0.16633528
0.32733542,0.15914027,0.19217972078202789,0.23796843
0.5601983,0.30792892,0.2117823488217651,0.3309142
0.25631818,0.09490708,0.11125989887401011,0.16873212
0.34219196,0.11574271,0.15993671400632858,0.194576
0.5384787,0.2086209,0.3602805339719466,0.45646465
0.7028534,0.3939572,0.34921612507838745,0.49260998
0.51235837,0.22508176,0.15759490424050956,0.31234998
0.20676744,0.06168076,0.1103097239690276,0.14904654
0.49801767,0.19006224,0.23695493630450634,0.33882064
0.50958884,0.17567144,0.18899981110001887,0.4196902
0.5024803,0.20606612,0.12667490733250925,0.34943324
0.45133308,0.17164032,0.14595346540465345,0.3970288
0.43911228,0.13380331,0.10572829942717006,0.20570043
0.33143353,0.088363394,0.14328734567126541,0.23077293
0.5631533,0.25464877,0.3271304672869532,0.44206208
0.26495934,0.1083695,0.13545443645455635,0.1980002
0.33396053,0.08671157,0.1281640671835933,0.15180744
0.45606083,0.07068126,0.40200419979958,0.37060928
0.17509374,0.21235712,0.2519749148025085,0.068515696
0.73157334,0.4509462,0.4452555354744464,0.55618066
0.567857,0.29907057,0.10699460330053967,0.29154325
0.66852486,0.42035425,0.35723836427616357,0.49720633
0.51732385,0.47086552,0.5473531452646854,0.35463756
0.52902377,0.20076825,0.29766057023394293,0.36254668
0.37739518,0.14461286,0.18755899124410086,0.20959447
0.3614046,0.14180943,0.10707083929291605,0.272528
0.81436026,0.46481475,0.4631456836854316,0.6587799
0.32634318,0.14093448,0.16953049304695067,0.20595248
0.558242,0.22935012,0.16610832338916764,0.25513297
0.5161574,0.52383137,0.5216319478368052,0.43040538
0.33451125,0.15440343,0.1723502227649777,0.21401402
0.44792956,0.16341576,0.14772148522785147,0.21279263
0.4186623,0.10315754,0.3413493858650614,0.29663146
0.46700543,0.1639829,0.25960817403918257,0.31653082
0.70061165,0.44426888,0.37195983280401673,0.55955523
0.4805857,0.73971313,0.7245175275482472,0.46573418
0.25521272,0.047431145,0.0896338610366139,0.16096525
0.42103416,0.15855229,0.23336093666390634,0.29388654
0.6570601,0.35553414,0.3514838448516155,0.5392517
0.27213955,0.027576841,0.12124660787533921,0.15170306
0.5152452,0.19814412,0.1693886930611307,0.3661393
0.589169,0.24681723,0.2884569211543079,0.43643802
0.3355356,0.080746375,0.11113213388678661,0.22154517
0.2969569,0.09501139,0.15810060418993957,0.22157016
0.46293092,0.2314929,0.28322992167700783,0.32213667
0.58059615,0.22993995,0.3109159689084031,0.4133001
0.37160066,0.5771856,0.4406353359364664,0.24589682
0.39236498,0.05792391,0.18846045115395485,0.22306305
0.50767285,0.22141527,0.1483796651620335,0.28892964
0.7653985,0.40857175,0.5540451445954855,0.65206826
0.43185788,0.1574858,0.10200544979945501,0.2565369
0.33074427,0.10991046,0.12756390724360928,0.20882311
0.5475074,0.25577518,0.2398970760102924,0.29993126
0.585894,0.2416179,0.2550961744903825,0.42547792
0.39846486,0.13091339,0.09638900036109996,0.2987468
0.25683945,0.015590124,0.13943791605620837,0.16159865
0.5619437,0.22937125,0.20608107939189205,0.37157828
0.71210706,0.45055038,0.5327761467223854,0.6516096
0.7531963,0.63219076,0.5248807475119253,0.55301887
0.41158938,0.12822826,0.2639132136086786,0.30234885
0.48162377,0.17532194,0.1919141808085819,0.30326694
0.40814704,0.22169563,0.2929184707081529,0.31344837
0.41918206,0.19472654,0.1101839989816001,0.21700773
0.45823467,0.22771327,0.305371969462803,0.3443302
0.127612,0.3868549,0.4304958169504183,0.03619664
0.25479466,0.058417916,0.11496052850394714,0.20550856
0.28083703,0.06874571,0.06536211346378865,0.17881276
0.42227682,0.14567721,0.10084888991511101,0.26762223
0.5791646,0.31645373,0.1920172107982789,0.3031409
0.45721525,0.20949502,0.14560238543976145,0.2938796
0.41682556,0.10762267,0.15821816417818357,0.25167185
0.19531219,0.103218876,0.07499146250085376,0.21614154
0.5345784,0.25553718,0.10557421944257805,0.2684414
0.8878921,0.6328143,0.4527593947240605,0.6562641
0.28406185,0.09479109,0.05855381614461838,0.20781812
0.41763532,0.121772885,0.15182875481712452,0.26399684
0.43270418,0.14821205,0.2214249878575012,0.3170649
0.44848466,0.17050554,0.2509711749028825,0.32741976
0.801836,0.4929045,0.2915667008433299,0.5422476
0.7118251,0.42427474,0.3328237667176233,0.5239981
0.25246122,0.026847972,0.10310919968908003,0.17607182
0.3442847,0.13710293,0.17605048239495175,0.18609935
0.5254109,0.20946042,0.19337485066251492,0.35981065
0.48494,0.2061743,0.2733061926693807,0.36714214
0.5932441,0.23944408,0.301161939883806,0.46981853
0.61736226,0.27576712,0.20580159941984003,0.5483521
0.26059705,0.09003174,0.05417250458274954,0.23619136
0.58159083,0.2978482,0.3088788691121131,0.41026157
0.5198517,0.22843915,0.1407775459222454,0.3962283
0.35405174,0.065534145,0.19321040067895992,0.24043621
0.39227304,0.18817903,0.22932577706742227,0.30539107
0.305336,0.14253438,0.13971275602872438,0.11815471
0.61227477,0.29178944,0.23640497635950236,0.3637278
0.46921116,0.19468674,0.18373303162669682,0.27848703
0.6507265,0.29076803,0.32637796736220326,0.46319342
0.46121264,0.21624254,0.16871875312812468,0.16791907
0.60737616,0.28668287,0.3444131255586874,0.34054512
0.55595046,0.26703745,0.16288436371156362,0.36779714
0.2611658,0.5096371,0.8043199195680081,0.38767672
0.37093657,0.13200009,0.19469736053026393,0.23529434
0.5231406,0.2583179,0.2540023045997695,0.3476097
0.27537894,0.0033738874,0.1688038431196157,0.16495568
0.501683,0.34838444,0.34692606530739345,0.35112643
0.49665195,0.14267336,0.42636711736328825,0.2800253
0.6996553,0.40955552,0.4131488986851101,0.57796836
0.3924219,0.16274233,0.09459664454033555,0.22608864
0.30629426,0.07899217,0.16588835341116465,0.22846162
0.4394852,0.14475451,0.2332341866765813,0.3193233
0.6944137,0.38862747,0.5269119773088022,0.5772952
0.44442016,0.16436969,0.20846204915379507,0.30821788
0.3893307,0.1366329,0.12134578386542161,0.23592006
0.3242039,0.13832273,0.1575030242496976,0.15491764
0.26022023,0.07233377,0.047860795213920476,0.21410973
0.46949017,0.20119283,0.22628039737196026,0.29156566
0.47471982,0.20776318,0.2561399043860096,0.3500859
0.4890384,0.22714193,0.27929397207060275,0.278601
0.59911615,0.270068,0.32897564710243526,0.45159882
0.27812323,0.14758977,0.199088790091121,0.22176969
0.2769623,0.7597415,0.7515391548460845,0.29269522
0.36281025,0.09130353,0.11512164848783514,0.19291899
0.44015318,0.14071323,0.21464390853560913,0.31388044
0.68093306,0.34808072,0.3438475356152464,0.41099417
0.5335893,0.19172609,0.18824045117595486,0.24277815
0.59110546,0.21082546,0.29412690058730995,0.45424497
0.29583165,0.57584,0.6702068329793167,0.22357066
0.5300761,0.22314633,0.17805102219489777,0.34824175
0.44536287,0.14231816,0.1309044669095533,0.27335864
0.706603,0.4575938,0.4511150248884975,0.6049352
