FunctionalSize,ProjectElapsedTime,DevelopmentType,LanguageType,MaxTeamSize,NormalisedWorkEffortLevel1
0.0016299918500407497,0.002272727272727273,0.0,0.5,0.025765016086504267,0.0019075707559932898
0.00550122249388753,0.09090909090909091,0.0,0.5,0.025765016086504267,0.011066616158883056
0.022004889975550123,0.18181818181818182,0.0,0.5,0.02106969205834684,0.02676010606634558
0.006316218418907905,0.13733377017519657,0.0,0.5,0.025765016086504267,0.01363710157476054
0.015688671556642216,0.06431818181818182,0.0,1.0,0.025765016086504267,0.033849234265923484
0.02302363488182559,0.08636363636363636,0.0,0.5,0.025765016086504267,0.020401536879701282
0.0026487367563162185,0.13733377017519657,0.0,0.5,0.025765016086504267,0.0069944261053087285
0.011002444987775062,0.18181818181818182,0.0,1.0,0.008103727714748784,0.01082309648790519
0.07212713936430318,0.13733377017519657,0.0,0.5,0.025765016086504267,0.05879647167054494
0.007334963325183374,0.13733377017519657,0.0,0.5,0.025765016086504267,0.005749770009199632
0.051955990220048896,0.06818181818181818,1.0,0.5,0.008103727714748784,0.018629254829806808
0.25061124694376524,0.20454545454545456,0.0,0.5,0.10210696920583467,0.2710779804101954
0.06499592502037489,0.06818181818181818,0.0,1.0,0.014586709886547812,0.01310947562097516
0.002241238793806031,0.020454545454545454,0.0,0.5,0.025765016086504267,0.0023675523567292605
0.034637326813365926,0.06818181818181818,0.0,1.0,0.03079416531604538,0.039044320580117975
0.04095354523227383,0.11363636363636365,0.0,1.0,0.025765016086504267,0.0032739866875913202
0.08618581907090464,0.05,1.0,1.0,0.025765016086504267,0.028491801504410413
0.059494702526487364,0.34090909090909094,0.0,1.0,0.02431118314424635,0.06426213539693706
0.020374898125509373,0.13733377017519657,0.0,1.0,0.025765016086504267,0.009050814438010715
0.11267318663406682,0.1590909090909091,0.0,0.5,0.03079416531604538,0.051260890740840954
0.0028524857375713123,0.13733377017519657,0.0,0.5,0.025765016086504267,0.003165755722712268
0.009779951100244499,0.045454545454545456,0.0,1.0,0.027552674230145863,0.02207911683532659
0.11817440912795435,0.09090909090909091,0.0,1.0,0.011345218800648298,0.006385626927864062
0.11715566422167888,0.13636363636363635,0.0,0.5,0.025765016086504267,0.027301260890740843
0.002241238793806031,0.13733377017519657,0.0,0.5,0.025765016086504267,0.03413334054873099
0.05888345558272208,0.4545454545454546,1.0,1.0,0.011345218800648298,0.09031874019156881
0.028321108394458026,0.13636363636363635,0.0,0.5,0.025765016086504267,0.10177769359813843
0.26568867155664216,0.11363636363636365,0.0,0.5,0.025765016086504267,0.08923643054277829
0.0715158924205379,0.13636363636363635,1.0,0.5,0.03079416531604538,0.07926565290329564
0.10126324368378158,0.29545454545454547,0.0,1.0,0.025765016086504267,0.05479192597002002
0.29360228198859,0.25,1.0,1.0,0.025765016086504267,0.0828643324855241
0.1299918500407498,0.06818181818181818,0.0,1.0,0.00486223662884927,0.006818550787380269
0.07946210268948654,0.2272727272727273,0.0,1.0,0.03727714748784441,0.09004816277937118
0.0008149959250203748,0.13733377017519657,0.0,0.5,0.025765016086504267,0.02454137128632502
0.09005704971475142,0.18181818181818182,1.0,0.5,0.02431118314424635,0.11492775583094324
0.04441727791361043,0.06818181818181818,0.0,0.5,0.008103727714748784,0.008387899778126522
0.19926650366748166,0.13636363636363635,0.0,0.5,0.025765016086504267,0.3494913144650685
0.3266096169519152,0.1590909090909091,0.0,0.5,0.10210696920583467,0.2330483251258185
0.004482477587612062,0.011363636363636364,1.0,0.5,0.0016207455429497568,0.0012581849667189782
0.02343113284433578,0.4772727272727273,1.0,0.5,0.017828200972447323,0.12198982628930137
0.010798696006519967,0.13733377017519657,0.0,1.0,0.025765016086504267,0.013434168515612317
0.019152404237978808,0.13733377017519657,0.0,0.5,0.025765016086504267,0.033091617511770116
0.059494702526487364,0.13733377017519657,0.0,0.5,0.025765016086504267,0.023959629850100115
0.01263243683781581,0.13733377017519657,0.0,0.5,0.025765016086504267,0.008306726554467233
0.009779951100244499,0.13733377017519657,0.0,0.5,0.025765016086504267,0.009781373450944314
0.03158109209453952,0.045454545454545456,0.0,1.0,0.025765016086504267,0.006385626927864062
0.015688671556642216,0.13733377017519657,0.0,0.5,0.025765016086504267,0.05786297959846312
0.01650366748166259,0.13733377017519657,0.0,0.5,0.025765016086504267,0.01210833919584393
0.006112469437652811,0.13733377017519657,0.0,0.5,0.025765016086504267,0.007833216083121382
0.291361043194784,0.11363636363636365,1.0,0.5,0.04051863857374392,0.051869689918285625
0.015484922575387122,0.07090909090909091,0.0,1.0,0.025765016086504267,0.021389144434222632
0.007131214343928279,0.10386363636363637,0.0,0.5,0.025765016086504267,0.0076573407651929215
0.01039119804400978,0.04931818181818182,0.0,0.5,0.025765016086504267,0.001691108826235186
0.03402607986960065,0.11363636363636365,1.0,0.5,0.008103727714748784,0.015477027977704422
0.07171964140179299,0.2272727272727273,0.0,1.0,0.06320907617504051,0.13800800909140104
0.04563977180114099,0.13636363636363635,0.0,0.5,0.025765016086504267,0.03647383516424049
0.6827628361858191,0.29545454545454547,1.0,0.5,0.050243111831442464,0.4278911196493317
0.06825590872045639,0.18181818181818182,0.0,0.5,0.03079416531604538,0.13527517722820498
0.03891605541972289,0.11363636363636365,1.0,0.5,0.011345218800648298,0.02636776881865902
0.009779951100244499,0.06818181818181818,0.0,0.5,0.025765016086504267,0.01301477352670599
0.011409942950285249,0.06818181818181818,0.0,0.5,0.017828200972447323,0.012622436279019428
0.017318663406682967,0.13733377017519657,0.0,0.5,0.025765016086504267,0.07086422425455922
0.37102689486552565,0.20454545454545456,0.0,0.5,0.014586709886547812,0.043373559175280046
0.059087204563977175,0.13733377017519657,0.0,0.5,0.025765016086504267,0.07917095080902646
0.010594947025264874,0.13733377017519657,0.0,1.0,0.025765016086504267,0.011702473077547487
0.020374898125509373,0.13733377017519657,0.0,1.0,0.025765016086504267,0.02592131608853293
0.0258761206193969,0.13733377017519657,0.0,1.0,0.025765016086504267,0.015125277341847503
0.07966585167074164,0.09113636363636364,0.0,1.0,0.025765016086504267,0.03723145191839385
0.0647921760391198,0.13733377017519657,1.0,1.0,0.025765016086504267,0.031224633367606475
0.5961695191524042,0.34090909090909094,1.0,1.0,0.03727714748784441,0.10790627198441474
0.01752241238793806,0.13733377017519657,0.0,0.5,0.025765016086504267,0.013244764327073976
0.0059087204563977175,0.13733377017519657,0.0,0.5,0.025765016086504267,0.010511932463877915
0.003463732681336593,0.13733377017519657,0.0,0.5,0.025765016086504267,0.00691325288164944
0.014466177669111655,0.13733377017519657,0.0,0.5,0.025765016086504267,0.017438714216137238
0.007334963325183374,0.045454545454545456,0.0,0.5,0.008103727714748784,0.011080145029492937
0.0012224938875305623,0.1590909090909091,0.0,0.5,0.025765016086504267,0.03981546620488122
0.05440097799511002,0.11363636363636365,0.0,0.5,0.014586709886547812,0.01509821960062774
0.012224938875305624,0.11954545454545454,0.0,1.0,0.025765016086504267,0.011648357595107961
0.13590057049714752,0.39090909090909093,0.0,0.5,0.06320907617504051,0.28351101250067645
0.035044824775876116,0.18181818181818182,1.0,0.5,0.011345218800648298,0.015030575247578332
0.06927465362673187,0.13733377017519657,0.0,0.5,0.025765016086504267,0.11323664700470805
0.007131214343928279,0.13733377017519657,0.0,0.5,0.025765016086504267,0.012717138373288597
0.0291361043194784,0.09090909090909091,0.0,0.5,0.017828200972447323,0.03319984847664917
0.04462102689486552,0.13733377017519657,0.0,0.5,0.025765016086504267,0.020063315114454246
0.004686226568867156,0.022727272727272728,0.0,0.5,0.00486223662884927,0.002435196709778668
0.014669926650366748,0.18181818181818182,0.0,1.0,0.050243111831442464,0.05987878131933546
0.06764466177669111,0.06818181818181818,0.0,0.5,0.00486223662884927,0.009023756696790952
0.030562347188264057,0.22272727272727275,0.0,0.5,0.00372771474878444,0.03792142431949781
0.020171149144254278,0.06818181818181818,0.0,0.5,0.025765016086504267,0.030494074354672874
0.01589242053789731,0.06568181818181819,0.0,1.0,0.025765016086504267,0.008983170084961307
0.02526487367563162,0.045454545454545456,0.0,0.5,0.0016207455429497568,0.009240218626549055
0.01528117359413203,0.09090909090909091,0.0,0.5,0.025765016086504267,0.014611180258672005
0.02567237163814181,0.07613636363636364,0.0,1.0,0.025765016086504267,0.01626170247307755
0.002241238793806031,0.0225,0.0,1.0,0.025765016086504267,0.0028410628280751125
0.018133659331703342,0.13733377017519657,0.0,0.5,0.025765016086504267,0.012527734184750257
0.05358598207008965,0.09090909090909091,0.0,0.5,0.0016207455429497568,0.009402565073867634
0.035044824775876116,0.13636363636363635,0.0,0.5,0.00486223662884927,0.0085502462254451
0.015688671556642216,0.13733377017519657,0.0,0.5,0.025765016086504267,0.0068997240110395585
0.0024449877750611247,0.13733377017519657,0.0,1.0,0.025765016086504267,0.0027869473456355867
0.026691116544417276,0.18181818181818182,1.0,1.0,0.0016207455429497568,0.0038151415119865796
0.013447432762836185,0.11363636363636365,0.0,0.5,0.00486223662884927,0.0040586611829644455
0.01589242053789731,0.1590909090909091,0.0,0.5,0.00486223662884927,0.001691108826235186
0.007131214343928279,0.09545454545454546,0.0,0.5,0.00486223662884927,0.01626170247307755
0.09290953545232274,0.11363636363636365,0.0,0.5,0.014586709886547812,0.0365414795172899
0.019559902200488997,0.13733377017519657,1.0,0.5,0.025765016086504267,0.014814113317820229
0.1002444987775061,0.13636363636363635,1.0,0.5,0.011345218800648298,0.020049786243844365
0.023838630806845965,0.06818181818181818,0.0,0.5,0.025765016086504267,0.04161480599599546
0.03850855745721271,0.06818181818181818,1.0,0.5,0.025765016086504267,0.05928351101250068
0.0012224938875305623,0.007500000000000001,0.0,0.5,0.025765016086504267,0.0003111640240272742
0.10920945395273023,0.10681818181818183,1.0,0.5,0.025765016086504267,0.08078088641160236
0.060717196414017925,0.09090909090909091,0.0,0.5,0.04051863857374392,0.06192164078142757
0.02343113284433578,0.18181818181818182,1.0,0.5,0.017828200972447323,0.04310298176308242
0.004278728606356968,0.0590909090909091,0.0,0.5,0.025765016086504267,0.006439742410303588
0.005093724531377342,0.06818181818181818,0.0,0.5,0.025765016086504267,0.0002299908003679853
0.01752241238793806,0.06727272727272728,0.0,0.5,0.025765016086504267,0.01992802640835543
0.011002444987775062,0.13733377017519657,0.0,0.5,0.025765016086504267,0.015896422966610747
0.35656071719641397,0.06818181818181818,0.0,0.5,0.05672609400324149,0.09962660317116727
0.06316218418907905,0.11363636363636365,0.0,1.0,0.017828200972447323,0.04003192813463932
0.04176854115729421,0.13733377017519657,0.0,0.5,0.025765016086504267,0.017316954380648304
0.038304808475957616,0.13733377017519657,0.0,0.5,0.025765016086504267,0.011012500676443531
0.05460472697636511,0.13733377017519657,0.0,0.5,0.025765016086504267,0.044631744141999025
0.019356153219233903,0.13733377017519657,0.0,1.0,0.025765016086504267,0.01764164727528546
0.006519967400162999,0.12113636363636364,0.0,1.0,0.025765016086504267,0.003206342334541913
0.14099429502852487,0.25,0.0,1.0,0.017828200972447323,0.13426051193246388
0.002241238793806031,0.13733377017519657,0.0,0.5,0.025765016086504267,0.00581741436224904
0.013854930725346373,0.022727272727272728,1.0,1.0,0.025765016086504267,0.002164619297581038
0.01365118174409128,0.13733377017519657,0.0,0.5,0.025765016086504267,0.009064343308620597
0.03810105949470252,0.13733377017519657,0.0,0.5,0.025765016086504267,0.029695870988689865
0.029747351263243682,0.2727272727272727,0.0,0.5,0.0340356564019449,0.07428702851885925
0.033822330888345555,0.13636363636363635,1.0,1.0,0.00486223662884927,0.007792629471291737
0.2720048899755501,0.18181818181818182,0.0,1.0,0.03079416531604538,0.04308945289247254
0.00876120619396903,0.05454545454545454,0.0,0.5,0.025765016086504267,0.008604361707884626
0.01752241238793806,0.20454545454545456,0.0,0.5,0.02106969205834684,0.035134476973862225
0.034229828850855744,0.13733377017519657,0.0,1.0,0.025765016086504267,0.052180853942312894
0.03850855745721271,0.0225,0.0,1.0,0.025765016086504267,0.016789328426862926
0.04156479217603912,0.06818181818181818,0.0,1.0,0.00486223662884927,0.0107419232642459
0.003056234718826406,0.020454545454545454,0.0,0.5,0.025765016086504267,0.0019075707559932898
0.03769356153219233,0.18181818181818182,0.0,1.0,0.014586709886547812,0.015314681530385843
0.09474327628361857,0.2272727272727273,0.0,0.5,0.08914100486223663,0.14197196818009633
0.07518337408312958,0.13733377017519657,0.0,0.5,0.025765016086504267,0.1163482872449808
0.045028524857375705,0.13636363636363635,1.0,0.5,0.025765016086504267,0.03301044428811083
0.015077424612876936,0.13733377017519657,0.0,0.5,0.025765016086504267,0.003355159911250609
0.017318663406682967,0.13636363636363635,0.0,0.5,0.025765016086504267,0.01083662535851507
0.25122249388753054,0.3840909090909091,1.0,1.0,0.025765016086504267,0.03382217652470372
0.009779951100244499,0.13733377017519657,0.0,0.5,0.025765016086504267,0.005519779208831646
0.13060309698451508,0.13636363636363635,0.0,1.0,0.050243111831442464,0.09378213106769848
0.13712306438467808,0.20454545454545456,1.0,1.0,0.02431118314424635,0.0639509713729098
0.0012224938875305623,0.03363636363636364,0.0,1.0,0.025765016086504267,0.0031928134639320313
0.00876120619396903,0.13733377017519657,0.0,0.5,0.025765016086504267,0.01873748579468586
0.007334963325183374,0.031363636363636364,0.0,0.5,0.025765016086504267,0.007576167541533633
0.0,0.06204545454545455,0.0,0.5,0.025765016086504267,0.00032469289463715566
0.02852485737571312,0.13733377017519657,0.0,1.0,0.025765016086504267,0.023783754532171655
0.11165444172779135,0.2272727272727273,1.0,0.5,0.05348460291734198,0.22154878510741924
0.007131214343928279,0.08863636363636364,0.0,0.5,0.025765016086504267,0.005749770009199632
0.014669926650366748,0.09772727272727273,0.0,0.5,0.005186385737439222,0.02876237891660804
0.3037897310513447,0.4545454545454546,0.0,1.0,0.0858995137763371,0.27588072947670333
0.09189079054604726,0.13733377017519657,1.0,1.0,0.025765016086504267,0.0043698252069917206
0.014873675631621841,0.031363636363636364,0.0,1.0,0.025765016086504267,0.00044645273012608905
0.08353708231458842,0.06818181818181818,0.0,0.5,0.025765016086504267,0.04028897667622707
0.019967400162999183,0.13733377017519657,0.0,1.0,0.025765016086504267,0.005330375020293306
0.014058679706601468,0.09090909090909091,1.0,1.0,0.00486223662884927,0.005587423561881054
0.10289323553382232,0.3181818181818182,0.0,1.0,0.017828200972447323,0.03210400995724877
0.024449877750611245,0.06818181818181818,1.0,1.0,0.008103727714748784,0.004505113913090535
0.04563977180114099,0.09090909090909091,1.0,1.0,0.05672609400324149,0.07478759673142486
0.011409942950285249,0.045454545454545456,0.0,0.5,0.025765016086504267,0.003950430218085394
0.011206193969030154,0.13636363636363635,0.0,0.5,0.02106969205834684,0.022512040694842795
0.026691116544417276,0.09090909090909091,0.0,1.0,0.03727714748784441,0.05269495102548839
0.37163814180929094,0.06818181818181818,0.0,0.5,0.025765016086504267,0.030494074354672874
0.01650366748166259,0.13733377017519657,0.0,0.5,0.025765016086504267,0.013934736728177933
0.016299918500407497,0.13733377017519657,0.0,0.5,0.025765016086504267,0.015517614589534066
0.08618581907090464,0.13636363636363635,1.0,0.5,0.011345218800648298,0.03541858325666973
0.0004074979625101874,0.006818181818181818,0.0,0.5,0.025765016086504267,0.0004058661182964446
0.05277098614506927,0.2272727272727273,0.0,0.5,0.025765016086504267,0.05748417122138644
0.008149959250203748,0.13733377017519657,0.0,1.0,0.025765016086504267,0.0016775799556253044
0.009168704156479218,0.13733377017519657,0.0,1.0,0.025765016086504267,0.024040803073759404
0.18581907090464547,0.09090909090909091,0.0,1.0,0.011345218800648298,0.018778072406515505
0.02241238793806031,0.045454545454545456,0.0,1.0,0.008103727714748784,0.0025975431570972457
0.029747351263243682,0.11363636363636365,1.0,1.0,0.008103727714748784,0.006953839493479084
0.019559902200488997,0.13733377017519657,0.0,0.5,0.025765016086504267,0.04721575842848639
0.12184189079054604,0.36363636363636365,1.0,0.5,0.025765016086504267,0.14695059256453272
0.16768541157294214,0.20454545454545456,0.0,0.5,0.02106969205834684,0.08677417609177986
0.01752241238793806,0.13733377017519657,0.0,1.0,0.025765016086504267,0.03813788624925591
0.04400977995110024,0.13733377017519657,0.0,0.5,0.025765016086504267,0.07187888955030035
0.011409942950285249,0.04340909090909091,0.0,0.5,0.025765016086504267,0.013582986092321014
0.030562347188264057,0.13295454545454544,1.0,0.5,0.025765016086504267,0.02483900643974241
0.03748981255093724,0.045454545454545456,0.0,0.5,0.00486223662884927,0.004586287136749824
0.002241238793806031,0.10318181818181818,0.0,0.5,0.025765016086504267,0.002110503815141512
0.043398533007334955,0.09090909090909091,0.0,1.0,0.04376012965964344,0.04882569403106229
0.15158924205378974,0.125,1.0,0.5,0.025765016086504267,0.0914957519346285
0.01426242868785656,0.13733377017519657,0.0,1.0,0.025765016086504267,0.009037285567400834
0.14058679706601468,0.4545454545454546,1.0,1.0,0.027552674230145863,0.1691920558471779
0.03015484922575387,0.18181818181818182,0.0,1.0,0.014586709886547812,0.021402673304832514
0.011002444987775062,0.06818181818181818,1.0,0.5,0.025765016086504267,0.02030683478543211
0.25713121434392827,0.20454545454545456,1.0,1.0,0.025765016086504267,0.1456518209859841
0.011002444987775062,0.045454545454545456,0.0,1.0,0.00486223662884927,0.0002976351534173927
0.010798696006519967,0.04318181818181818,0.0,0.5,0.025765016086504267,0.007630283023973158
0.010187449062754686,0.045454545454545456,0.0,1.0,0.025765016086504267,0.007251474646896477
0.058679706601466985,0.1590909090909091,1.0,1.0,0.027552674230145863,0.024663131121813953
0.10330073349633251,0.13733377017519657,0.0,1.0,0.02431118314424635,0.02191677038800801
0.0517522412387938,0.06818181818181818,1.0,1.0,0.00486223662884927,0.012203041290113101
0.04462102689486552,0.18181818181818182,0.0,1.0,0.017828200972447323,0.02709832783159262
0.005297473512632436,0.13733377017519657,0.0,0.5,0.025765016086504267,0.007427349964824937
0.9999999999999999,0.4318181818181818,1.0,0.5,0.025765016086504267,0.9620921045511122
0.00550122249388753,0.13733377017519657,0.0,0.5,0.025765016086504267,0.013975323340007575
0.009983700081499593,0.13733377017519657,0.0,0.5,0.025765016086504267,0.004829806807727691
0.4519152404237978,0.5454545454545454,1.0,1.0,0.05348460291734198,0.3446885653985606
0.03687856560717196,0.13733377017519657,0.0,0.5,0.025765016086504267,0.017858109205043562
0.0008149959250203748,0.14795454545454545,0.0,1.0,0.025765016086504267,0.000554683695005141
0.011002444987775062,0.13733377017519657,0.0,0.5,0.025765016086504267,0.009781373450944314
0.0356560717196414,0.1590909090909091,0.0,0.5,0.014586709886547812,0.038706098814870936
0.001426242868785656,0.29545454545454547,0.0,0.5,0.025765016086504267,0.05231614264841171
0.018948655256723717,0.045454545454545456,0.0,0.5,0.00486223662884927,0.006629146598841929
0.0006112469437652812,0.11954545454545454,0.0,1.0,0.025765016086504267,0.009876075545213485
0.01365118174409128,0.13733377017519657,0.0,0.5,0.025765016086504267,0.0059527030683478544
0.008149959250203748,0.07772727272727273,0.0,0.5,0.025765016086504267,0.0038151415119865796
0.23634881825590873,0.2272727272727273,0.0,0.5,0.03079416531604538,0.13233941230586072
0.035452322738386305,0.13636363636363635,1.0,0.5,0.02106969205834684,0.026273066724389848
0.004278728606356968,0.06818181818181818,0.0,0.5,0.011345218800648298,0.009524324909356566
0.09922575387123064,0.11363636363636365,1.0,0.5,0.025765016086504267,0.06315276800692678
0.05440097799511002,0.2272727272727273,0.0,1.0,0.008103727714748784,0.019576275772498514
0.04462102689486552,0.045454545454545456,0.0,0.5,0.008103727714748784,0.004139834406623735
0.020374898125509373,0.045454545454545456,0.0,1.0,0.025765016086504267,0.039801937334271335
0.56519967400163,0.5454545454545454,1.0,0.5,0.02431118314424635,0.29250771145624765
0.03748981255093724,0.06568181818181819,0.0,0.5,0.025765016086504267,0.008793765896422967
0.045843520782396084,0.06818181818181818,0.0,1.0,0.011345218800648298,0.019765679961036852
0.06845965770171149,0.13636363636363635,0.0,0.5,0.13776337115072934,0.11697061529303535
