size_D,duration_D,Generated_Var_1,Generated_Var_2,Generated_Var_3,effort_D
0.31344116006692696,0.36,0.8562870989522904,0.15180924032075832,0.8578621915945415,0.14445976137281935
0.05716675962074736,0.06000000000000001,0.9920141610186296,0.010117231945796057,0.9931781362288928,0.00819191583083773
0.04991634132738428,0.2,0.9207685973924502,0.0782677523694934,0.9206065540573611,0.07914626610258117
0.0030674846625766885,0.039999999999999994,0.9924467659534028,0.007505449684487509,0.9929221976657361,0.007558111898084328
0.06999442275515895,0.039999999999999994,0.9256124317648715,0.07450880246203818,0.9258444724204554,0.07440858170524949
0.10429447852760736,0.21999999999999997,0.8806051091237841,0.1191580009810846,0.8806405062160414,0.1193769707341034
0.2816508644729504,0.09999999999999999,0.8719412136894453,0.13537159734979876,0.8740729194916136,0.12877311403717262
0.004740658114891242,0.09999999999999999,0.996650972719926,0.0034917378094486244,0.9968401044192026,0.0033750059419118683
0.09537088678192973,0.44,0.834300583758437,0.1630377674372902,0.8328011416829071,0.16542282644863815
0.04043502509760179,0.18,0.9815305610328209,0.019633272341475754,0.981884461180173,0.018570455229674702
0.41215839375348584,0.48000000000000004,0.916464712283984,0.0973744270981037,0.9209941448181752,0.08473958580912995
0.14696040156162857,0.18,0.9390370922114039,0.0650294255950709,0.9400982523082191,0.06136806578884822
0.12855549358616844,0.18,0.9525758109374605,0.051288474701904216,0.9538445633576514,0.047804661627925404
0.14919129949804796,0.15999999999999998,0.9374273027248449,0.0666745443718552,0.9386963404929168,0.06296842071905057
0.07445621862799777,0.2,0.8703689156840511,0.12759330362616056,0.8699275928384496,0.1294386081665637
0.02509760178471835,0.15999999999999998,0.9546657093970117,0.0445977266318011,0.9545334132903195,0.045269445896911786
0.05828220858895706,0.09999999999999999,0.9780245396345806,0.023735096073418498,0.9785865034460445,0.022151447449731427
0.1045733407696598,0.52,0.7917580538807115,0.20429251111209806,0.7902268560379585,0.2078401546481596
0.12465142219743447,0.32,0.8967773685615406,0.1045787625424392,0.8967788538811352,0.10334173123544232
0.16006692693809257,0.24,0.9015488355096182,0.10156380755600503,0.9021313070103215,0.09876249782129899
0.04350250976017848,0.15999999999999998,0.9359876935801648,0.06335619190795018,0.9357534921057102,0.06396666191313717
0.15839375348577803,0.21999999999999997,0.8914783012224592,0.11111734566999451,0.8921232219276369,0.10882413525375925
1.0000000000000002,0.5800000000000001,0.3856332169025759,0.6337160082326603,0.3904525603826535,0.6163109442094089
