Transactions,PointsAdjust,Generated_Var_1,Generated_Var_2,Generated_Var_3,Effort
0.10490307867730901,0.08064516129032258,0.028516324404558577,0.9762308859501542,0.9752753030881296,0.026032315978456018
0.10034207525655645,0.06261859582542693,0.0023639019622110867,0.9984626893163738,1.0,0.0
0.14253135689851767,0.13092979127134724,0.07563273274836563,0.9297949062727627,0.9273091125275955,0.07390783961699582
0.5393386545039909,0.6034155597722961,0.3620809095376355,0.6592770239853498,0.6278920325634813,0.3656493117893477
0.23261117445838084,0.20208728652751423,0.0,1.0,0.9893907063319116,0.0020945541591861176
0.14823261117445838,0.198292220113852,0.14712808120894239,0.8650977178119316,0.8593009195880406,0.14512268102932377
0.5290763968072976,0.5521821631878558,0.5708284869868713,0.4318366274919455,0.43487574772419246,0.5691202872531418
0.2508551881413911,0.3083491461100569,0.03729503585316893,0.988301781692702,0.9546471106776339,0.036505086774386596
0.2485746864310148,0.21537001897533203,0.09818295041518513,0.9101837068961346,0.9009587221624471,0.09634949132256135
0.4401368301026226,0.48861480075901326,0.38246689065701023,0.6286450294780896,0.6157591517819282,0.3836026331538001
0.5245153933865451,0.5426944971537002,0.22729030398126707,0.7989935712010652,0.7622930842744897,0.22800718132854578
1.0,1.0,1.0,0.0,0.0,1.0
