size_D,duration_D,app,har,ifc,nlan,telonuse,t02,t03,t04,t07,t08,t09,t10,t11,t14,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_duration_D_t07,effort_D
0.08813964,0.07524301,0.32605883,0.35201937,0.19121145,0.03404684604281076,0.5193432,0.13793156,0.17011973,0.28543073,0.26229031573741896,0.11314369868563012,0.16993258019595484,0.4438305,0.03629321637067836,0.28917325108267483,0.6554909,0.64555496,0.23566595,0.051811635,0.06196054,0.111068785,0.17277512
0.051566266,0.093509525,0.3983542,0.46906352,0.33619297,0.0443167266590036,0.63795143,0.18583769,0.09042442,0.42323261,0.14841972890518373,0.07664125233587477,0.12874162772449768,0.37771797,0.09679183032081697,0.3457148954285104,0.69040996,0.69367534,0.2787904,0.06654087,0.013229936,0.08740078,0.19967982
0.17061275,0.10609881,0.1575445,0.18937857,0.067066595,0.25626923537615415,0.31133926,0.42245626,0.4760729,0.17677459,0.5412330924739857,0.33669546633045333,0.4800308088018485,0.6196852,0.06844889315511067,0.5476691752330825,0.4158636,0.41863778,0.15952471,0.078707464,0.21363866,0.19101964,0.10485127
0.14388283,0.168195,0.45591524,0.471637,0.32832047,0.07548533852912032,0.6183247,0.23223954,0.14784163,0.36774415,0.216230282973817,0.14744143525585646,0.15486026929161617,0.34226418,0.1505569349443065,0.24651211534878845,0.68311864,0.733427,0.28901544,0.08887449,0.0824374,0.16070406,0.23909828
0.09006214,0.08286622,0.3192592,0.34878373,0.20119253,0.034295188057711284,0.5161216,0.15546751,0.17256078,0.29202437,0.26199841571990495,0.11824666317533367,0.17176578030594683,0.44259298,0.039631650036835,0.3116858288314171,0.655047,0.6525377,0.22959153,0.0513972,0.05158823,0.108964995,0.16516408
0.11527836,0.20052527,0.47677928,0.5153893,0.38747853,0.04402099764125986,0.67409104,0.102065176,0.0888868,0.3907078,0.15335160920109656,0.1209477979052202,0.0492748049564883,0.280122,0.15291559470844052,0.26473302352669764,0.7923301,0.79808855,0.32990465,0.14254999,0.056895696,0.15928876,0.26908186
0.05403681,0.13578674,0.46280468,0.50551665,0.39582255,0.020460771227646272,0.6550674,0.17376149,0.08390653,0.45295006,0.14192060851523652,0.11796318320368168,0.1119022767141366,0.36685413,0.11631963836803615,0.35812606418739357,0.71869624,0.7437289,0.2838208,0.073994264,0.0037230328,0.1061421,0.22788048
0.15950193,0.22068472,0.4945504,0.5155016,0.37816086,0.06093146365588782,0.6751067,0.08463755,0.10120812,0.3722856,0.17545372052722324,0.13497619650238035,0.044985118699107124,0.25942934,0.16160391383960862,0.20818739918126009,0.79401463,0.81875396,0.34145993,0.16303751,0.08790953,0.1864874,0.292518
0.12866732,0.1706568,0.4526643,0.4616397,0.3336999,0.04365058461903508,0.6258942,0.108764976,0.16563693,0.3608364,0.1961443117686587,0.12828560717143928,0.09453920067235205,0.29468018,0.10953415904658409,0.1916073408392659,0.74520445,0.7268264,0.30667695,0.14370787,0.093094386,0.1624055,0.25050718
0.1383406,0.17150287,0.43636587,0.4986987,0.36691698,0.11525391691523502,0.67652506,0.16271693,0.120061606,0.38549715,0.1675089100505346,0.08595051140494886,0.07507980450478828,0.25105903,0.15831533416846658,0.21031378896862107,0.73209286,0.75268096,0.33775538,0.15002559,0.11670149,0.15144356,0.24794193
0.15565984,0.17651363,0.40407866,0.44802254,0.2847409,0.07367943442076608,0.6360719,0.075975716,0.13597333,0.28890055,0.1960295517617731,0.12310959768904021,0.06112110966726658,0.28055078,0.13196343680365633,0.13897639610236037,0.7566526,0.77302235,0.33741084,0.14673913,0.10823766,0.17827734,0.27148512
0.37013814,0.39603686,0.56103826,0.6076628,0.45772833,0.29824413789464826,0.7731018,0.044526607,0.17481315,0.3137828,0.288425217305513,0.28996241100375886,0.038967820338069226,0.13675973,0.3573894442610555,0.1805365519463448,0.9363703,0.8968912,0.5394178,0.404274,0.35354972,0.38166323,0.45627624
0.05965911,0.10064662,0.39093214,0.4340261,0.30504528,0.0077557568653454124,0.5929733,0.15674284,0.106928855,0.38589144,0.18419875105192507,0.10830737916926209,0.12374538742472325,0.3932253,0.07248705275129473,0.33501120649887933,0.6961713,0.70404285,0.25633395,0.05147503,0.010001563,0.098683,0.19083084
0.048279695,0.110433,0.42754096,0.49920267,0.36811164,0.04217536953052217,0.6616669,0.1799897,0.06521261,0.44885057,0.12607567756454066,0.07247189275281073,0.10101861606111696,0.3573029,0.10560950943904905,0.35291608470839153,0.7019392,0.7150471,0.28088483,0.076062515,0.0069218874,0.08464007,0.19873472
0.07068478,0.15138823,0.4696349,0.51830906,0.4047663,0.03999077039944623,0.6760134,0.13455567,0.074404,0.44649982,0.1305483478329009,0.11495809850419014,0.07514757450885447,0.33107954,0.13233877676612232,0.33078053692194626,0.75031024,0.7653809,0.31145453,0.10872045,0.03223835,0.11780645,0.23588201
0.07185511,0.13263746,0.46676272,0.52968216,0.4151989,0.05049179802950788,0.6929871,0.20566338,0.06401357,0.4705006,0.1115602316936139,0.08618127138187286,0.08769357526161452,0.30494508,0.12677913732208626,0.3512105248789475,0.6988665,0.72867125,0.28944808,0.10137083,0.027011827,0.100986704,0.22642288
0.45453236,0.5212798,0.60737693,0.60561705,0.46156123,0.3317082199024932,0.7316788,0.054903895,0.30168834,0.23411584,0.4108740646524439,0.43407903659209635,0.09712249582734976,0.13187078,0.4398156260184374,0.09656097534390246,0.8930493,0.9247014,0.5740104,0.4492759,0.3975849,0.49006248,0.557663
0.041175626,0.009094212,0.3012678,0.43648303,0.24536899,0.109598866575932,0.62380016,0.23718017,0.13825414,0.40457198,0.14198087851885272,0.012833444716655528,0.16203520972211258,0.39742628,0.05327385467261453,0.3513071448692855,0.58551115,0.55064785,0.27277437,0.06931749,0.07581859,0.05453455,0.101928785
0.05699172,0.13030933,0.47367686,0.5203963,0.4071104,0.03712214722732884,0.67117536,0.20325834,0.09317565,0.46634883,0.11639126698347602,0.100131769986823,0.10041073602464416,0.33938453,0.11053255894674409,0.3428847157115284,0.693152,0.71998143,0.2816795,0.09018317,0.012216471,0.10469985,0.21515945
0.24953169,0.3075219,0.55338293,0.57856303,0.4356834,0.1937305016238301,0.73411024,0.13808402,0.15626082,0.371134,0.20349816220988973,0.1832774116722588,0.04758718885523133,0.18826777,0.23963578603642138,0.1882121111787889,0.8239886,0.8234134,0.42507663,0.25747144,0.20987955,0.27087942,0.37626117
0.113108516,0.13985457,0.44930902,0.5016855,0.37773892,0.07875012472500749,0.66451555,0.2081384,0.0785397,0.4311077,0.15115961906957714,0.08258582174141782,0.09933105595986337,0.3008144,0.13371773662822634,0.30663346933665303,0.6666368,0.72438335,0.28613913,0.09325634,0.064514436,0.11842841,0.21625875
0.114144236,0.034773763,0.1561204,0.22150049,0.09190311,0.18148678088920686,0.37375182,0.3470338,0.34803426,0.22261077,0.43177967590678057,0.23428902657109732,0.3672825920369555,0.6035258,0.015689561431043855,0.5300582069941793,0.48065168,0.4316408,0.17340934,0.037754834,0.13663831,0.11903942,0.083236635
0.16778967,0.20581704,0.48738885,0.53159595,0.39401856,0.09887825593269536,0.70367485,0.09453297,0.09903151,0.39621437,0.15490790929447454,0.11871360812863918,0.03256243695374622,0.2357935,0.1625906937409306,0.21545112845488715,0.80413383,0.8063353,0.35315093,0.19215706,0.12121672,0.18462208,0.28849456
0.050291434,0.12539303,0.4372349,0.5228932,0.3907608,0.056976515418590924,0.68747336,0.17682362,0.047030196,0.46245724,0.11069012664140761,0.07431995256800475,0.08015928480955709,0.32915163,0.13182759681724032,0.3652099634790036,0.71944994,0.7283197,0.29807773,0.10169491,0.021609217,0.084758244,0.2018162
0.09109249,0.13368475,0.50191253,0.54812557,0.40956277,0.09436114566166874,0.69983745,0.22196478,0.089588344,0.4806542,0.11562611693756703,0.09046251095374891,0.12007162720429763,0.32138777,0.12917231708276827,0.2932825406717459,0.6450077,0.7190369,0.2971946,0.10674306,0.06335267,0.115615934,0.22044984
0.11594392,0.13848342,0.35873643,0.40859073,0.25531235,0.042995202579712156,0.5814233,0.13681537,0.14777404,0.2956599,0.2172463130347788,0.1305974269402573,0.10647792238867536,0.34168255,0.12311321768867822,0.22704857729514225,0.7103864,0.73340404,0.29417157,0.09102045,0.06689758,0.14680088,0.21070173
0.06421239,0.12611827,0.46382022,0.5241956,0.4226665,0.05761848745710925,0.69299096,0.22019589,0.08394584,0.4794889,0.10760664045639844,0.09292966670703333,0.09829348589760915,0.3176293,0.11749891825010816,0.3515802248419775,0.68978685,0.71276706,0.27854005,0.08906066,0.03312575,0.096202925,0.2131591
0.12804733,0.0964488,0.32540917,0.3576888,0.20970607,0.08366729502003771,0.5184655,0.21336192,0.20258024,0.27668202,0.27582781654966904,0.13743774625622535,0.20068307204098432,0.41536433,0.07974071202592879,0.2809627919037208,0.5973159,0.6198783,0.22982523,0.07213754,0.09862367,0.12690708,0.16377059
0.37575576,0.38373965,0.6149699,0.6345049,0.49692717,0.34458437067506226,0.7909175,0.14595374,0.20093301,0.3700005,0.278641216718473,0.2872428312757168,0.08569667514180052,0.14657763,0.35007872499212744,0.15792165420783455,0.8480925,0.84898037,0.5108616,0.3923185,0.36205202,0.37022644,0.45475233
0.07157028,0.09196023,0.42941624,0.5316767,0.38236496,0.11821576209294574,0.7014528,0.28427726,0.04417555,0.48040214,0.09395404563724274,0.03662044933795506,0.13347432800845968,0.3032048,0.11529358847064114,0.3732511026748897,0.62973654,0.64246464,0.28552917,0.08631759,0.0757459,0.069771275,0.16689278
0.10488112,0.14097117,0.529669,0.58592206,0.47743386,0.1431141085868465,0.71776134,0.35138273,0.16430447,0.5490048,0.10517481631048897,0.09891957510804249,0.15030602901836176,0.31236535,0.11914789808521017,0.3322823267717673,0.630802,0.6582412,0.28325593,0.13341439,0.0702809,0.114402846,0.23659062
0.059673578,0.13500488,0.486508,0.5317318,0.42740914,0.04452996267179776,0.68182975,0.19455284,0.08923626,0.4861222,0.12241437234486234,0.11258264274173573,0.11253581175214872,0.34002587,0.11824805817519417,0.3560382943961706,0.7096162,0.7260697,0.27894026,0.091226295,0.019792162,0.10678667,0.21850671
0.047425143,0.08370252,0.35971335,0.42143703,0.28220809,0.029521124771267487,0.59615374,0.18737572,0.10308853,0.3757047,0.17733274063996443,0.08082708191729181,0.12288198737291925,0.39420414,0.06013805898619409,0.3657394834260516,0.6693791,0.6829419,0.24822295,0.04506409,0.01217778,0.083241165,0.17670895
0.12115824,0.121751375,0.5388678,0.6397991,0.5946684,0.25695921541755296,0.79525685,0.47630256,0.13356528,0.6588304,0.06413837384830243,0.10541240945875906,0.19143943148636589,0.27292126,0.1682099631790037,0.4835122516487748,0.59673095,0.573148,0.29784077,0.162149,0.11600738,0.07836816,0.15662909
0.08848181,0.045873657,0.15771076,0.24785884,0.1174016,0.13570358814221528,0.41190213,0.31316125,0.27030575,0.23138937,0.3643207518592451,0.19371177062882292,0.2793025567581534,0.54256487,0.019329768067023193,0.5313016468698353,0.534212,0.49629927,0.1763203,0.025630537,0.09270624,0.106512144,0.08588587
0.14574258,0.19234927,0.4413706,0.47198033,0.3335377,0.039829392389763546,0.6440227,0.053156197,0.10074934,0.3325979,0.18430958105857487,0.11780922421907757,0.034069659044179544,0.2611712,0.13678997632100237,0.19905500009449997,0.7985287,0.7988714,0.33350772,0.15172271,0.098060586,0.1740045,0.26046744
0.1392925,0.14568123,0.5264991,0.63306546,0.53529656,0.24049654442979265,0.790165,0.3650387,0.10833645,0.5616512,0.06428248385694904,0.08639212536078746,0.10136408208184493,0.24346346,0.15530841446915855,0.3966268603373139,0.6753546,0.6611754,0.33071873,0.18536104,0.12846896,0.11573888,0.21167538
0.075752,0.1564671,0.46564895,0.5048248,0.4088439,0.03334273600056416,0.6676984,0.14617443,0.07931468,0.4319472,0.1363645881818753,0.12135301786469821,0.07086000425160026,0.3240237,0.1213072278692772,0.3377374662262534,0.7422092,0.7535242,0.29676625,0.10909563,0.026294947,0.11755198,0.22544415
0.08549954,0.16548982,0.48571473,0.5207188,0.4009393,0.03562860413771625,0.6703266,0.14182484,0.08612394,0.43717903,0.1388376783302607,0.12393175360682462,0.0823507349410441,0.31881353,0.1310545268945473,0.301860209813979,0.74556124,0.7711619,0.30351478,0.10810364,0.034757994,0.13140021,0.2407392
0.16823676,0.2058168,0.4256767,0.43218294,0.29256395,0.044935662696139765,0.58890164,0.08314803,0.16691285,0.2742752,0.23350091401005485,0.17877949212205077,0.06575104994506299,0.2949955,0.1215333978466602,0.16599835340016467,0.74108547,0.76283413,0.30596942,0.14902298,0.09370742,0.19254065,0.27047056
0.11143269,0.19330873,0.4786603,0.5194331,0.39967763,0.0548614132916848,0.68087214,0.12326211,0.090241104,0.41176978,0.15054552903273175,0.10971747902825209,0.05224520313471219,0.27516842,0.14913552508644748,0.26641804335819563,0.78205884,0.7868249,0.3284201,0.1345396,0.065511934,0.15321171,0.2584304
0.1820156,0.23053375,0.45169327,0.4822839,0.33607075,0.07678677460720648,0.6619672,0.09593314,0.12173018,0.29507715,0.1973805818428349,0.14343915565608442,0.032324464939467897,0.24515085,0.1800146819985318,0.17632243236775674,0.7904707,0.82518315,0.3627836,0.16970861,0.11974583,0.21434443,0.2979526
0.12538372,0.13510232,0.5080971,0.6102872,0.5459986,0.20867431252045876,0.7804164,0.3590963,0.09556317,0.58922505,0.07409421044565262,0.09465152553484743,0.12056473723388424,0.25200737,0.17998638200136177,0.4487922551207744,0.66087806,0.6416348,0.3192364,0.16014445,0.10375663,0.09571991,0.1836961
0.12897818,0.12168666,0.36431247,0.36315122,0.22874703,0.06622432397345944,0.5242767,0.18082345,0.21110171,0.30821157,0.275873416552405,0.1436753756324624,0.19276876156612568,0.41447842,0.05138338486166151,0.2650999134900086,0.66227275,0.6444164,0.2294491,0.0803368,0.09462314,0.13556461,0.18961379
0.08651165,0.15914743,0.48325586,0.5320164,0.41209447,0.06236236174174171,0.6871481,0.16536468,0.083827734,0.4527008,0.13025507781530468,0.09905368609463137,0.08116966987018019,0.29701084,0.13688689631131035,0.295113370488663,0.736369,0.76061785,0.3131956,0.11349287,0.05647943,0.12768905,0.23397236
0.139902,0.19836049,0.46253133,0.5193994,0.3870436,0.08453952507237152,0.6953275,0.12869906,0.09268877,0.3709764,0.14092651845559112,0.11627207837279215,0.0338404200304252,0.24135706,0.15938682406131757,0.24223316577668338,0.79449886,0.7925856,0.3443683,0.16466187,0.09786529,0.16823627,0.2691658
0.5029446,0.5594037,0.64682084,0.6589203,0.50397146,0.4146641248798475,0.77551484,0.081587374,0.32433432,0.23568682,0.4310539058632344,0.4762022323797767,0.12228331733699906,0.11868391,0.499685210031479,0.10922305907769408,0.93435425,0.94048995,0.643739,0.5218078,0.46904495,0.53730214,0.6055642
0.07616627,0.07413654,0.27199346,0.3383857,0.18390231,0.041479634488778075,0.53581405,0.1408866,0.13021404,0.2525638,0.2218782133126928,0.08789854121014588,0.11232332073939924,0.39159545,0.026890120310987965,0.3241044275895572,0.671497,0.65019745,0.24389702,0.07721272,0.07386934,0.10042095,0.14325342
0.09911856,0.14003244,0.47779626,0.5775705,0.45803317,0.16016205960972357,0.7419406,0.2664072,0.07652739,0.49682677,0.09317279559036774,0.0605947909405209,0.08512849110770947,0.26838797,0.15310828468917154,0.3491124450887555,0.7150244,0.70671296,0.33922917,0.14093521,0.10201319,0.11919214,0.21142392
0.14826067,0.14749964,0.48630542,0.6057546,0.49076304,0.21481814288908857,0.78073525,0.27539724,0.058035135,0.50431365,0.06541419392485164,0.0722905177709482,0.056551133393068005,0.22110945,0.17835776216422378,0.38753929124607084,0.71707344,0.705114,0.3458633,0.20327309,0.1260038,0.11284998,0.20987307
0.14331949,0.1541021,0.574712,0.6617031,0.68735564,0.2979982678798961,0.8165342,0.5586044,0.1646758,0.73122585,0.07453278447196708,0.15673045432695457,0.21515382290922938,0.26968113,0.21609882839011715,0.5593159840684016,0.53532755,0.56788695,0.30381292,0.16414216,0.1367394,0.08699837,0.17281759
0.07982483,0.15028447,0.456754,0.49918795,0.38946667,0.04378791262727476,0.6615863,0.15427262,0.09741184,0.42791194,0.14566176873970613,0.100768409923159,0.08538753512325212,0.31057313,0.11836372816362717,0.29860957013904293,0.7382226,0.74180555,0.29924095,0.10050917,0.04769004,0.12140982,0.22207439
0.08921348,0.13588762,0.42020524,0.4611166,0.32491872,0.021550165293009918,0.62867236,0.11142093,0.09780344,0.37209183,0.16893966013637962,0.10757304924269506,0.0826441699586502,0.33167514,0.0998808050119195,0.25765007423499253,0.73319095,0.7485656,0.29121414,0.089524604,0.037740216,0.12677991,0.22380583
0.16516523,0.16214928,0.59449923,0.6723714,0.5702585,0.28774239726454387,0.79066825,0.4296763,0.14524153,0.6166608,0.08927730535663833,0.13418887658111234,0.18146638088798284,0.27681908,0.1810408818959118,0.3483526051647394,0.5426328,0.64035016,0.3172115,0.1990214,0.16250786,0.12711887,0.22416215
0.27630347,0.2977327,0.44662994,0.41243672,0.2606484,0.1310305778618347,0.57212365,0.038866073,0.28497806,0.16748852,0.3661068919664135,0.299110320088968,0.12303564738213885,0.2620303,0.20837637916236207,0.07089184291081571,0.7541629,0.7690494,0.37726784,0.25560454,0.21586448,0.3100465,0.35039797
0.09099089,0.15891477,0.47250092,0.5124626,0.38321644,0.03514214210852853,0.66453016,0.137613,0.079306185,0.42448884,0.14842737890564275,0.11056248894375109,0.084278350056701,0.31768256,0.12865844713415528,0.2879505512049449,0.741299,0.76996773,0.30449226,0.100347884,0.036987416,0.12910278,0.24130133
0.10397874,0.12588537,0.43160373,0.45635906,0.30954835,0.03786508927190536,0.6018233,0.17346925,0.10846156,0.3825438,0.1941216416472985,0.10840632415936759,0.13096657785799468,0.36119992,0.08981485501851448,0.2693010930698907,0.67082417,0.71386576,0.26365852,0.0743062,0.052550502,0.122446,0.20776905
0.13504966,0.139094,0.52459997,0.63928187,0.5732952,0.26366455581987336,0.8005527,0.41194588,0.11630404,0.6030388,0.07267871936072316,0.09606868539313144,0.13911355834681352,0.25164393,0.1914748108525189,0.47611452238854773,0.66722596,0.64391536,0.33749253,0.18604027,0.15875214,0.11446917,0.20056969
0.12605307,0.20086223,0.48061442,0.5122607,0.38118616,0.041813032508781954,0.6677506,0.095206976,0.09232071,0.38564444,0.1619105297146318,0.12533838746616124,0.05463898327833899,0.2788523,0.15361207463879253,0.23989649601035037,0.79689693,0.80618834,0.33141547,0.13994884,0.06456704,0.16429558,0.27287954
0.35941488,0.42950425,0.5633823,0.55439115,0.40242866,0.22606771356406283,0.70046425,0.024502486,0.22558257,0.2494129,0.337152650229159,0.32886421711357827,0.054899368293962095,0.16428009,0.3446088955391104,0.08737544626245537,0.86698776,0.9157869,0.49621022,0.34872127,0.29307097,0.39430517,0.47649825
0.07208347,0.1125748,0.46902645,0.5434029,0.4179308,0.1086667065200024,0.70328337,0.2801454,0.07744986,0.5115813,0.09460594567635675,0.06484834351516565,0.1378396582703795,0.33521336,0.12613213738678625,0.35411971458802854,0.6148931,0.67586505,0.2799188,0.09686366,0.05690538,0.08390957,0.18124765
0.099978566,0.105088994,0.48017728,0.59593487,0.46913952,0.1893501813610109,0.7484349,0.3637219,0.098715246,0.5581281,0.07187703431262206,0.053782444621755535,0.1395987683759261,0.2920815,0.1209208029079197,0.37722295227770475,0.6366009,0.6384808,0.29704216,0.14128888,0.08147692,0.084619895,0.18709254
