AFP,Added,N_effort,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_AFP_PDR_AFP,Effort
95.0,0.0,178.0,284.8,338.2,152.0,148
2376.0,2221.0,30701.0,328500.69999999995,423673.8000000001,25423.2,25482
442.0,82.0,683.0,1024.5,956.2,663.0,683
68.0,11.0,3037.0,112672.7,137576.1,2522.8,2521
268.0,248.0,2933.0,31969.7,31969.7,2921.2000000000003,2933
90.0,96.0,595.0,3272.5,3689.0,495.0,494
72.0,55.0,486.0,3304.8,3304.8,489.6,486
505.0,472.0,4955.0,48559.0,52027.5,4949.0,4955
450.0,356.0,6138.0,83476.8,89614.8,6120.0,6138
230.0,230.0,1748.0,11012.4,11362.0,1449.0,1451
242.0,0.0,375.0,487.5,637.5,314.6,311
106.0,7.0,2946.0,68052.6,84255.6,2448.6000000000004,2445
31.0,4.0,237.0,1801.1999999999998,1801.1999999999998,235.6,237
1186.0,1235.0,3711.0,11504.1,11133.0,3676.6,3711
256.0,272.0,2941.0,33821.5,31762.800000000003,2944.0,2941
191.0,159.0,2430.0,30861.0,30618.0,2425.7,2430
213.0,186.0,3051.0,36306.9,46680.3,2534.7000000000003,2532
4562.0,3933.0,26408.0,153166.4,176933.6,26459.6,26408
141.0,5.0,1499.0,13191.2,16339.1,1240.8000000000002,1244
187.0,201.0,677.0,2031.0,2301.8,561.0,562
128.0,128.0,7180.0,185244.0,402798.0,3302.4,3303
194.0,46.0,703.0,1827.8,2741.7,504.4,499
869.0,934.0,2078.0,4987.2,4571.6,2085.6,2078
125.0,20.0,2802.0,52117.2,68368.8,2325.0,2326
477.0,172.0,2741.0,15623.7,15075.5,2718.9,2741
717.0,51.0,4272.0,20932.800000000003,23923.2,3513.3,3546
25.0,0.0,140.0,784.0,700.0,140.0,140
73.0,73.0,1404.0,26956.8,26956.8,1401.6,1404
100.0,28.0,1119.0,10406.7,12197.1,930.0,929
273.0,318.0,528.0,1003.2,897.6,518.6999999999999,528
587.0,524.0,3748.0,23987.2,26985.6,3756.8,3748
1437.0,1318.0,4900.0,16660.0,18130.0,4885.8,4900
97.0,108.0,1853.0,35392.3,30203.9,1852.7,1853
224.0,195.0,3322.0,42853.8,56474.0,2889.6,2890
321.0,315.0,1076.0,3658.4,3658.4,1091.4,1076
99.0,98.0,2876.0,69311.6,84266.8,2385.9,2387
416.0,318.0,1911.0,7261.799999999999,9363.9,1580.8,1586
71.0,25.0,1201.0,16814.0,22218.5,994.0,997
120.0,12.0,212.0,381.6,381.6,216.0,212
213.0,132.0,1278.0,7668.0,7029.0,1278.0,1278
1634.0,1634.0,7060.0,30358.0,30358.0,7026.2,7060
275.0,7.0,702.0,1825.2,1965.6,715.0,702
458.0,458.0,903.0,1806.0,1806.0,916.0,903
218.0,91.0,8151.0,252681.0,332560.8,6758.0,6765
498.0,445.0,8227.0,135745.5,152199.5,8217.0,8227
143.0,11.0,402.0,924.6,1206.0,328.9,334
722.0,622.0,4164.0,24151.2,27898.8,4187.599999999999,4164
236.0,268.0,6844.0,198476.0,174522.0,6844.0,6844
239.0,244.0,1661.0,11460.9,11294.8,1649.1,1661
1882.0,1960.0,6068.0,19417.6,18810.8,6022.400000000001,6068
291.0,323.0,6519.0,135595.2,131683.8,6052.8,6063
328.0,322.0,665.0,1330.0,1396.5,656.0,665
264.0,267.0,544.0,1142.4,1088.0,554.4,544
270.0,270.0,893.0,2946.9,2946.9,891.0,893
32.0,29.0,352.0,3872.0,4259.2,352.0,352
1382.0,1439.0,3344.0,8025.599999999999,7691.2,3316.8,3344
98.0,94.0,487.0,1996.7,2435.0,401.8,404
289.0,314.0,5732.0,113493.6,104895.6,5722.2,5732
1059.0,954.0,26345.0,569052.0,727122.0,22874.4,22920
724.0,530.0,11336.0,147368.0,184776.8,9412.0,9409
40.0,49.0,285.0,2023.5,1653.0,284.0,285
128.0,4.0,1558.0,15735.8,20098.2,1292.8,1293
1248.0,1095.0,15165.0,185013.0,209277.0,15225.6,15165
387.0,391.0,3960.0,33660.0,39996.0,3289.5,3287
73.0,19.0,920.0,9660.0,12052.0,766.5,764
151.0,32.0,2643.0,38323.5,51009.9,2189.5,2194
465.0,443.0,2427.0,10436.1,13348.5,1999.5,2014
63.0,62.0,996.0,13047.6,16035.600000000002,825.3,827
226.0,92.0,2508.0,27838.8,30597.6,2508.6,2508
115.0,10.0,201.0,341.7,341.7,195.5,201
189.0,0.0,563.0,1689.0,1745.3,567.0,563
55.0,58.0,643.0,6237.099999999999,7137.3,533.5,534
85.0,12.0,1252.0,15274.4,19656.4,1037.0,1039
2143.0,1801.0,52172.0,1053874.4,1512988.0,43288.6,43303
520.0,430.0,3133.0,18798.0,22870.9,3120.0,3133
113.0,38.0,2070.0,32913.0,42021.0,1796.7,1801
264.0,157.0,3180.0,31800.0,38796.0,2640.0,2639
349.0,342.0,2360.0,16048.0,16048.0,2373.2,2360
229.0,241.0,2897.0,31867.0,34764.0,2519.0,2520
172.0,169.0,1788.0,18595.2,18952.8,1788.8,1788
323.0,323.0,1238.0,4704.4,4704.4,1227.4,1238
89.0,24.0,442.0,2210.0,2033.2,445.0,442
878.0,828.0,3742.0,14219.6,16839.0,3336.4,3368
220.0,224.0,281.0,365.3,365.3,286.0,281
150.0,6.0,828.0,3808.8,4636.799999999999,690.0,687
161.0,169.0,220.0,308.0,286.0,225.4,220
804.0,957.0,13720.0,194824.0,196196.0,11416.8,11388
272.0,245.0,11172.0,398840.4,509443.2,9710.4,9720
33.0,32.0,145.0,638.0,522.0,145.20000000000002,145
64.0,65.0,140.0,308.0,308.0,140.8,140
277.0,84.0,1265.0,5819.0,6325.0,1274.1999999999998,1265
322.0,179.0,6316.0,102950.8,133267.6,5248.6,5242
164.0,110.0,2791.0,47447.0,50796.2,2788.0,2791
145.0,144.0,894.0,4559.4,5542.8,739.5,742
73.0,0.0,704.0,5632.0,6899.200000000001,584.0,584
245.0,302.0,893.0,3214.8,2679.0,882.0,893
406.0,102.0,6794.0,94436.6,118215.6,5643.400000000001,5639
98.0,28.0,6666.0,376629.0,462620.4,5537.0,5533
83.0,15.0,494.0,2420.6000000000004,2964.0,406.7000000000001,410
182.0,0.0,1206.0,6633.0,9286.2,1001.0,1001
820.0,685.0,2552.0,7911.2,6890.400000000001,2542.0,2552
545.0,79.0,8740.0,139840.0,139840.0,8720.0,8740
105.0,21.0,198.0,376.2,376.2,199.5,198
55.0,9.0,2828.0,120755.6,156954.0,2348.5,2347
62.0,69.0,984.0,12988.8,14071.2,818.4,817
109.0,0.0,300.0,690.0,870.0,250.7,249
436.0,436.0,7762.0,138163.6,138163.6,7760.8,7762
179.0,188.0,935.0,4020.5,4675.0,769.6999999999999,776
1710.0,1900.0,13130.0,101101.0,90597.0,13167.0,13130
128.0,120.0,1890.0,24192.0,29862.0,1638.4,1644
174.0,140.0,13528.0,1051125.6,1306804.7999999998,13519.8,13528
70.0,39.0,743.0,6538.400000000001,8098.7,616.0,617
379.0,379.0,2391.0,15063.3,15063.3,2387.7,2391
258.0,26.0,605.0,1391.5,1391.5,593.4,605
129.0,121.0,2372.0,37952.0,46491.2,2064.0,2064
856.0,856.0,2551.0,7653.0,7653.0,2568.0,2551
127.0,25.0,2010.0,26331.0,33969.0,1663.7,1668
381.0,137.0,1817.0,8721.6,9993.5,1828.8,1817
234.0,231.0,5103.0,111245.4,111245.4,5101.2,5103
215.0,82.0,3417.0,45104.4,53646.9,2838.0,2836
1406.0,1326.0,14698.0,155798.8,163147.8,14903.6,14938
85.0,22.0,1049.0,12902.7,10385.1,1045.5,1049
59.0,71.0,1278.0,23004.0,23004.0,1062.0,1061
358.0,338.0,16770.0,652353.0,831792.0,13926.2,13919
73.0,0.0,4428.0,222728.4,316159.2,3671.9,3675
597.0,609.0,2542.0,10930.6,10676.4,2567.1,2542
276.0,101.0,2244.0,18176.4,19522.8,2235.6,2244
728.0,330.0,9694.0,107603.4,153165.2,8080.8,8046
59.0,11.0,5958.0,499280.4,645251.4,4944.2,4945
98.0,45.0,1582.0,21198.8,26577.6,1313.2,1313
756.0,302.0,3214.0,13820.2,14141.6,3250.8,3214
155.0,47.0,582.0,1804.2,2211.6,480.5,483
544.0,107.0,2778.0,11667.6,16390.2,2284.8,2306
813.0,18.0,1634.0,3268.0,3104.6,1626.0,1634
75.0,94.0,720.0,6912.0,5544.0,720.0,720
112.0,119.0,1073.0,10300.8,9657.0,1075.2,1073
211.0,111.0,3566.0,60265.4,60265.4,3565.9,3566
895.0,778.0,780.0,702.0,780.0,805.5,780
74.0,74.0,3995.0,215730.0,215730.0,3996.0,3995
3331.0,2922.0,49034.0,720799.7999999999,823771.2000000001,48965.7,49034
64.0,12.0,472.0,2879.2,3587.2,390.4,392
1402.0,1431.0,17219.0,216959.4,206628.0,17665.2,17607
337.0,337.0,657.0,1182.6,1248.3,606.6,591
73.0,39.0,978.0,10855.8,12420.6,810.3,812
64.0,47.0,680.0,5984.000000000001,7208.0,563.2,564
1703.0,1481.0,8549.0,42745.0,49584.2,8515.0,8549
151.0,151.0,434.0,1128.4,1258.6,392.6,391
66.0,42.0,2189.0,60197.5,74863.8,1815.0,1817
70.0,74.0,659.0,5074.3,5865.1,539.0,540
754.0,213.0,8967.0,88773.3,111190.8,7464.6,7443
325.0,136.0,10437.0,278667.9,391387.5,8677.5,8663
168.0,198.0,4622.0,127105.0,107692.6,4620.0,4622
226.0,260.0,915.0,3660.0,3202.5,904.0,915
335.0,353.0,25401.0,1925395.8,1828872.0,25393.0,25401
76.0,63.0,686.0,5145.0,6242.599999999999,570.0,569
221.0,53.0,1822.0,12389.6,15487.0,1502.8,1512
1010.0,758.0,5053.0,25265.0,30823.3,5050.0,5053
116.0,130.0,1939.0,32381.3,28891.1,1937.2,1939
39.0,11.0,114.0,330.6,307.8,113.1,114
170.0,108.0,1532.0,13788.0,15779.6,1530.0,1532
179.0,193.0,5690.0,150216.0,167855.0,4725.599999999999,4723
166.0,0.0,3580.0,64081.99999999999,78044.0,2971.4,2971
354.0,354.0,5841.0,96376.5,96376.5,5841.0,5841
615.0,627.0,941.0,1411.5,1411.5,922.5,941
126.0,135.0,1035.0,8487.0,7969.5,1033.1999999999998,1035
1390.0,1241.0,5597.0,22388.0,25186.5,5560.0,5597
129.0,94.0,3600.0,83520.0,93960.0,2992.8,2988
203.0,203.0,3219.0,51182.1,51182.1,3227.7000000000003,3219
758.0,648.0,4630.0,28243.0,32873.0,4623.8,4630
558.0,461.0,4112.0,30428.800000000003,36596.8,4129.2,4112
25.0,22.0,580.0,13456.0,13456.0,580.0,580
850.0,320.0,13183.0,170060.7,226747.6,10965.0,10942
235.0,13.0,1129.0,4516.0,4516.0,940.0,937
58.0,26.0,3030.0,131502.0,163923.0,2517.2,2515
316.0,139.0,2600.0,21320.0,22360.0,2591.2,2600
7633.0,1376.0,25217.0,83216.09999999999,88259.5,25188.9,25217
119.0,95.0,212.0,318.0,381.6,178.5,176
55.0,59.0,411.0,2548.2000000000003,2877.0,341.0,341
1644.0,1481.0,16357.0,161934.30000000002,179927.0,16275.6,16357
1193.0,516.0,3622.0,9055.0,11228.2,2982.5,3006
605.0,582.0,2041.0,5714.799999999999,7143.5,1694.0,1694
389.0,198.0,1134.0,3288.6,3515.4,1128.1,1134
132.0,128.0,1429.0,12861.0,16004.8,1188.0,1186
132.0,39.0,1666.0,17493.0,21991.2,1386.0,1383
286.0,267.0,1727.0,10362.0,11225.5,1716.0,1727
305.0,272.0,4504.0,66659.2,74766.40000000001,4514.0,4504
268.0,248.0,5517.0,98754.3,122477.4,4797.2,4800
110.0,110.0,2553.0,59229.6,59229.6,2552.0,2553
3963.0,3885.0,16921.0,72760.3,74452.40000000001,17040.899999999998,16921
397.0,409.0,8987.0,168955.6,197714.0,7463.6,7459
254.0,119.0,3877.0,59318.100000000006,60481.2,3886.2,3877
134.0,33.0,2516.0,39249.6,58119.600000000006,2090.4,2088
266.0,258.0,5657.0,100128.9,123888.3,4708.2,4695
237.0,181.0,3857.0,52069.5,70583.1,3199.5,3201
1243.0,1219.0,13843.0,127355.6,157810.2,11435.6,11490
666.0,605.0,752.0,827.2,902.4,732.6,752
1810.0,1616.0,29399.0,476263.8,535061.7999999999,29322.0,29399
88.0,9.0,2770.0,72297.0,90302.0,2296.8,2299
62.0,51.0,949.0,13475.8,17651.4,880.4,883
305.0,138.0,10484.0,298794.0,421456.8000000001,8692.5,8702
349.0,286.0,3703.0,39251.8,39251.8,3699.4,3703
156.0,143.0,849.0,3820.5,5009.1,702.0,705
100.0,40.0,1434.0,20506.2,18642.0,1430.0,1434
222.0,47.0,2952.0,32472.0,45756.0,2442.0,2450
506.0,511.0,3500.0,24150.0,23800.0,3491.4,3500
123.0,115.0,2179.0,33556.6,41183.1,1894.2,1896
252.0,109.0,6821.0,184849.1,184849.1,6829.200000000001,6821
258.0,0.0,1678.0,9061.2,11074.8,1393.2,1393
166.0,37.0,3137.0,49250.9,61171.5,2606.2,2604
181.0,169.0,4088.0,82168.8,98929.6,3638.1,3638
284.0,220.0,3234.0,36867.6,39454.8,3237.6,3234
52.0,0.0,304.0,1459.2,1550.4,249.6,252
102.0,0.0,1239.0,12513.9,15859.2,1030.2,1028
58.0,22.0,833.0,9912.7,11995.2,690.2,691
1196.0,1208.0,7824.0,50856.0,50856.0,7774.0,7824
38.0,32.0,247.0,1605.5,1605.5,247.0,247
84.0,61.0,3299.0,107547.4,134269.30000000002,2738.4,2738
73.0,40.0,1351.0,20805.4,21751.1,1124.2,1121
449.0,0.0,19328.0,690009.6000000001,873625.6000000001,16029.3,16042
551.0,223.0,2934.0,12909.6,18190.8,2424.4,2435
194.0,185.0,1440.0,10656.0,11232.0,1435.6,1440
185.0,142.0,6416.0,222635.2,290003.2,6419.500000000001,6416
134.0,156.0,1461.0,13295.1,13733.4,1219.4,1213
1241.0,1240.0,10222.0,83820.4,83820.4,10176.2,10222
99.0,6.0,241.0,578.4,578.4,237.6,241
1285.0,1512.0,1200.0,1080.0,960.0,1156.5,1200
466.0,461.0,2058.0,7614.6,9261.0,1724.2,1708
77.0,7.0,2540.0,69596.0,89662.0,2109.8,2108
81.0,64.0,547.0,3063.2,4047.8,453.6,454
694.0,598.0,4086.0,24107.4,27784.8,4094.6,4086
62.0,7.0,2442.0,79853.40000000001,102808.2,2027.4,2027
56.0,57.0,293.0,1523.6,1494.3,291.2,293
753.0,672.0,4301.0,24515.7,27526.4,4292.1,4301
421.0,421.0,16788.0,669841.2,669841.2,16797.899999999998,16788
59.0,65.0,682.0,6547.2,7161.0,566.4,566
409.0,409.0,2672.0,17368.0,17368.0,2658.5,2672
115.0,94.0,1869.0,30464.7,30464.7,1874.5,1869
93.0,22.0,967.0,8316.199999999999,10153.5,799.8,803
71.0,0.0,4842.0,274057.2,339908.4,4018.6,4019
971.0,796.0,5864.0,29320.0,43393.6,4855.0,4867
74.0,74.0,3132.0,132483.59999999998,132483.59999999998,3130.2,3132
81.0,25.0,107.0,117.7,149.79999999999998,89.10000000000001,89
106.0,113.0,1357.0,14384.2,16284.0,1123.6,1126
1168.0,1256.0,1538.0,1999.4,1845.6,1518.4,1538
1093.0,959.0,7263.0,47935.8,55198.8,7213.799999999999,7263
67.0,0.0,4642.0,266915.0,365325.4,3852.5,3853
1256.0,981.0,51527.0,1185121.0,2705167.5,28888.0,28855
72.0,6.0,1504.0,26019.2,31433.6,1245.6,1248
777.0,676.0,17286.0,335348.4,442521.6,15073.8,15039
131.0,128.0,5960.0,225288.0,277736.0,4951.799999999999,4947
134.0,141.0,2433.0,36738.3,42090.9,2023.4,2019
826.0,779.0,5400.0,35100.0,37260.0,5369.0,5400
3180.0,2718.0,33028.0,343491.2,402941.6,33072.0,33028
324.0,334.0,5078.0,79724.59999999999,77185.59999999999,5086.8,5078
220.0,49.0,701.0,2243.2000000000003,2313.3,704.0,701
258.0,241.0,736.0,2134.4,2281.6,748.1999999999999,736
139.0,139.0,976.0,6832.0,6832.0,973.0,976
274.0,308.0,1167.0,5018.099999999999,4434.599999999999,1178.2,1167
231.0,266.0,3762.0,61320.600000000006,53044.2,3765.3,3762
126.0,22.0,619.0,3033.1000000000004,2723.6000000000004,617.4000000000001,619
93.0,0.0,1327.0,15658.6,18578.0,1097.4,1101
1825.0,1674.0,1210.0,847.0,847.0,1277.5,1210
500.0,170.0,7080.0,83544.0,111156.0,5900.0,5876
373.0,389.0,2395.0,15328.0,14370.0,2387.2000000000003,2395
330.0,379.0,1050.0,3360.0,2940.0,1056.0,1050
57.0,0.0,2098.0,63989.0,79933.8,1738.5,1741
127.0,13.0,1902.0,23584.8,28910.4,1574.8,1579
1362.0,1419.0,3193.0,7343.9,7343.9,3132.6,3193
1463.0,1493.0,36046.0,886731.6000000001,868708.6000000001,35989.8,36046
148.0,140.0,4141.0,96071.2,122573.6,3433.6,3437
474.0,41.0,1829.0,7133.099999999999,7133.099999999999,1848.6,1829
77.0,18.0,492.0,2607.6,3148.8,408.1,408
213.0,52.0,801.0,3043.8,3043.8,809.4,801
175.0,59.0,597.0,2029.8,2029.8,595.0,597
360.0,336.0,763.0,1602.3,1754.9,756.0,763
331.0,156.0,1238.0,4580.6,4085.4,1224.7,1238
285.0,310.0,1249.0,5495.6,4996.0,1254.0,1249
187.0,4.0,15807.0,1161814.5,1533279.0,13744.5,13752
502.0,444.0,9296.0,171976.0,194286.4,9287.0,9296
303.0,0.0,396.0,435.6,554.4,333.3,329
174.0,98.0,3088.0,54657.6,49408.0,3079.8,3088
44.0,49.0,380.0,3268.0,2774.0,378.4,380
387.0,18.0,2811.0,16866.0,20801.4,2322.0,2333
406.0,21.0,2109.0,10966.8,10545.0,2111.2000000000003,2109
496.0,524.0,11586.0,235195.8,256050.6,10068.8,10080
116.0,33.0,553.0,2654.4,2875.6,556.8,553
53.0,63.0,354.0,2371.8,1982.4,355.1,354
209.0,225.0,190.0,171.0,152.0,188.1,190
903.0,387.0,6605.0,40290.5,49537.5,5508.299999999999,5482
469.0,419.0,3845.0,26146.0,35374.0,3189.2,3191
1894.0,966.0,3986.0,8370.6,9167.8,3977.4,3986
215.0,76.0,560.0,1456.0,1512.0,559.0,560
82.0,29.0,96.0,96.0,115.2,82.0,80
1694.0,1540.0,7816.0,35953.6,39861.6,7792.4,7816
81.0,64.0,2412.0,59576.4,76460.4,2000.7,2002
297.0,13.0,1557.0,8096.400000000001,8407.800000000001,1544.4,1557
280.0,262.0,1417.0,7226.7,7651.8,1428.0,1417
56.0,29.0,1501.0,33472.3,45030.0,1248.8,1246
492.0,248.0,4158.0,35343.0,35343.0,4182.0,4158
426.0,31.0,778.0,1167.0,1478.1999999999998,639.0,646
499.0,155.0,2310.0,10626.0,11781.0,2295.4,2310
60.0,60.0,1102.0,18183.0,20276.8,990.0,992
362.0,348.0,8543.0,167442.80000000002,209303.5,7095.200000000001,7091
363.0,82.0,4134.0,39273.0,48781.2,3448.5,3431
53.0,0.0,1213.0,23047.0,30688.9,1007.0,1007
17518.0,13580.0,54620.0,169322.0,218480.0,54305.8,54620
199.0,20.0,1049.0,4615.6,5559.7,875.6,871
2171.0,209.0,19699.0,179260.9,307304.4,19756.1,19699
220.0,12.0,2325.0,20460.0,25575.0,1936.0,1930
1355.0,1255.0,7505.0,41277.5,45030.0,7452.5,7505
374.0,398.0,363.0,290.40000000000003,326.7,299.2,300
62.0,66.0,420.0,2352.0,2688.0,347.2,349
311.0,324.0,2455.0,16203.0,18658.0,2052.6,2038
132.0,136.0,724.0,3330.4,3837.2,607.1999999999999,601
135.0,0.0,667.0,3268.3,3001.5,661.5,667
79.0,81.0,4319.0,196082.6,212062.9,3586.6,3585
155.0,14.0,2308.0,28619.2,37620.4,1922.0,1916
