rely,data,cplx,stor,turn,acap,pcap,sced,loc,MI_loc_time,MI_loc_cplx,actual
0.26226324,0.2563302953798178,0.26103386,0.24937552,0.26936927,0.5550989,0.46544605,0.6148812,0.15104346,0.1389898,0.24728927527107245,0.26477766
0.2453199,0.36700504202030254,0.23573646,0.2521845,0.32452434,0.6003632,0.53272164,0.6234032,0.12897405,0.10658647,0.21798204820179518,0.16050695
0.40362927,0.14176667850600072,0.10826132,0.31588972,0.16749553,0.59147614,0.47893548,0.8192272,0.0985372,0.17556776,0.24724343527565645,0.1604724
0.6974786,0.18394444103666646,0.3519458,0.6179156,0.25902864,0.40895396,0.117647916,0.825761,0.13457465,0.28310212,0.6580588341941166,0.24522543
0.41152525,0.1369710082182605,0.21059534,0.32308817,0.17693526,0.4421398,0.35031664,0.7371136,0.18990305,0.21373686,0.28690847130915287,0.23238619
0.48769692,0.07563800453828028,0.20366922,0.4599089,0.24539426,0.5786992,0.38196194,0.8236409,0.09346814,0.18945448,0.33783989621601035,0.18344276
0.34191725,0.3340606200436372,0.3260652,0.41945112,0.40136382,0.6751417,0.57019365,0.77464247,0.11964668,0.12170508,0.199801410019859,0.14464502
0.4211234,0.21054951263297075,0.25816908,0.40920907,0.31301218,0.5942911,0.44151163,0.80512536,0.09613338,0.14733301,0.2580299141970086,0.17671265
0.4618062,0.06465954387957264,0.16227636,0.41032773,0.17268041,0.52387893,0.36249,0.7650872,0.10924892,0.1919246,0.31115120888487907,0.16491982
0.36575633,0.2765971565958294,0.32056054,0.1133343,0.103187814,0.1600103,0.1836322,0.36573026,0.59869224,0.4302237,0.711558568844143,0.78053725
0.4903205,0.23419122405147347,0.22069862,0.22253413,0.049777847,0.27543584,0.15384106,0.67600393,0.39070415,0.42030653,0.5194246880575312,0.39176184
0.43767542,0.08665203519912212,0.08300778,0.3266601,0.13367942,0.52495426,0.34435084,0.7916447,0.131266,0.17964043,0.3251877374812262,0.1595562
0.34848434,0.2850565471033928,0.21620145,0.36096433,0.3667784,0.72047925,0.6011807,0.8522997,0.077443786,0.14885083,0.23520993647900634,0.13515308
0.47768128,0.06369697382181844,0.14503011,0.41438633,0.17984198,0.55171716,0.37978587,0.7959193,0.09995308,0.19682543,0.32919522708047727,0.17456128
0.32500735,0.03487716209262973,0.05895081,0.25774264,0.11480929,0.4465689,0.3466401,0.552988,0.17347048,0.16480082,0.33096416690358327,0.15749769
0.65441793,0.13182908790974526,0.32282177,0.63099194,0.31509265,0.52621776,0.26362222,0.8890505,0.1438126,0.26756242,0.5432331456766853,0.21934281
0.34141204,0.2581678754900726,0.27760896,0.36392233,0.338085,0.6703119,0.5410622,0.83259904,0.07903461,0.13618755,0.16259826374017364,0.14018169
0.3327102,0.4745124584707475,0.51683486,0.49414513,0.5704895,0.7664123,0.64838886,0.80899906,0.093336426,0.124125965,0.22384864761513523,0.17017591
0.58474743,0.11269439676166382,0.3162788,0.5698691,0.29796466,0.54886913,0.32963768,0.8419179,0.12652233,0.22806183,0.4268222873177713,0.23391028
0.40362638,0.15632725937963557,0.074543,0.31004122,0.14638361,0.57467,0.44435328,0.7954228,0.08907554,0.15983252,0.2632996436700356,0.14167896
0.3956352,0.12654158759249526,0.10602161,0.31528577,0.14187601,0.46494508,0.357094,0.71207935,0.13482551,0.18919282,0.31853174814682517,0.1337754
0.30337378,0.34942620096557203,0.3362281,0.4229841,0.43577668,0.6451051,0.5581004,0.7418034,0.1268476,0.119066074,0.21417551858244813,0.12021012
0.5643854,0.052242663134559796,0.18791452,0.43254742,0.11003403,0.39354566,0.21091306,0.76914203,0.17579788,0.30288714,0.4349306365069363,0.23025593
0.49417996,0.10669085640145139,0.101901114,0.3210761,0.113093376,0.44693452,0.24842301,0.80711,0.17342728,0.21058205,0.3853186614681338,0.2379966
0.4190325,0.14027616841657012,0.1829699,0.39348045,0.2581082,0.62751746,0.4652319,0.81631225,0.09094912,0.15157759,0.2684885331511467,0.15729906
0.29197735,0.23994781439686885,0.1612986,0.27065197,0.24219105,0.5558021,0.463624,0.6259867,0.1545938,0.13596435,0.24189942581005738,0.1997276
0.5381353,0.07843637470618249,0.24833062,0.52406716,0.28305313,0.55692583,0.34795982,0.84806585,0.11755615,0.21215233,0.3842247915775208,0.21196869
0.4076105,0.20084731205083872,0.22256729,0.27528748,0.18791704,0.40688592,0.30099785,0.67121184,0.21431653,0.20275721,0.3693719130628087,0.33106422
0.36071137,0.1685117301107038,0.1413115,0.3038821,0.20566672,0.5815602,0.46381858,0.7517606,0.10242611,0.15548691,0.25728571427142854,0.18552262
0.36539736,0.22922103375326203,0.1901432,0.26150644,0.16144271,0.49337173,0.43459022,0.6935849,0.15345754,0.18316,0.2903218909678109,0.1948806
0.54399586,0.25870527552231654,0.44860348,0.6105986,0.48881283,0.6378453,0.38165206,0.86654425,0.1358921,0.1877963,0.39354446064555393,0.16032907
0.36685804,0.1085808565148514,0.11289978,0.20882574,0.059810136,0.2813848,0.26752865,0.5571444,0.37399656,0.2977638,0.5340121465987854,0.4211309
0.50385225,0.08206700992402059,0.18979803,0.40871692,0.17615718,0.4245808,0.21200195,0.7469967,0.15924358,0.24974532,0.45637155436284454,0.20310877
0.5097523,0.2794269767656186,0.36300787,0.4464258,0.2636654,0.45352215,0.3029202,0.76366407,0.119124584,0.2414688,0.30816786918321304,0.24263203
0.3255457,0.5958896057533764,0.6641098,0.5839609,0.7393453,0.82506037,0.6708387,0.8002761,0.10384166,0.18089958,0.2814866918513308,0.12809445
0.3368093,0.10686115641166939,0.11020145,0.24317735,0.09030959,0.34927076,0.26975915,0.53928345,0.23745471,0.1953573,0.4123484387651561,0.22805518
0.23364547,0.3896415233784914,0.29631767,0.29610443,0.39751348,0.6521948,0.60963756,0.648069,0.16316533,0.120155856,0.22853559714644026,0.1678336
0.37041947,0.23260535395632123,0.1680595,0.325507,0.25069177,0.63583875,0.4964706,0.8229681,0.09640677,0.12354349,0.24865994513400547,0.18145613
0.41355062,0.4010207040612423,0.4992049,0.4664021,0.51153415,0.63555026,0.4063434,0.78260696,0.09017902,0.17600504,0.30337288966271103,0.14929816
0.451862,0.2787950767277046,0.37137637,0.4892277,0.35287568,0.5670306,0.42810655,0.7765336,0.11742461,0.24725597,0.2975273102472689,0.19512649
0.36662918,0.01907206414432385,0.0,0.2521912,0.023720648,0.34057233,0.2968006,0.60224473,0.32641363,0.31293097,0.4818017318198268,0.28633195
0.35238823,0.48584508915070534,0.43103686,0.5161435,0.55403847,0.695171,0.5735843,0.7874927,0.0412936,0.2271157,0.34054350594564936,0.1023665
0.6265708,0.3644228518653711,0.6359322,0.735988,0.5923134,0.6165853,0.30744427,0.8874153,0.1691046,0.26728782,0.5736567426343256,0.24540807
0.35618374,0.17158998029539882,0.24140242,0.32987204,0.27132082,0.5846102,0.4629468,0.79674304,0.12471467,0.113794334,0.22594285740571426,0.21996757
0.1803255,0.7771349466280968,0.6048318,0.34354782,0.68769634,0.8817156,0.89660585,0.8816134,0.05518173,0.060451806,0.07816600218339977,0.1743007
0.33868787,0.12191885731513144,0.13061371,0.23710634,0.12161711,0.36156166,0.3010267,0.5317109,0.24078321,0.21270382,0.4082744891725511,0.27780947
0.3888869,0.2733398564003914,0.32068327,0.46262103,0.42806283,0.6817032,0.51686645,0.8148947,0.09131312,0.15541826,0.26870832312916765,0.15365088
0.27575856,0.30288741817324505,0.26413724,0.28101277,0.31082314,0.60330415,0.53567225,0.70207524,0.103851706,0.084438235,0.21005808899419107,0.15521404
0.25039905,0.4673851680431101,0.3765494,0.37142003,0.5133746,0.7788428,0.7264285,0.83041227,0.08307415,0.13844143,0.15497951450204855,0.10807431
0.39728627,0.11608041696482502,0.1526458,0.32454902,0.21759546,0.55375695,0.41267297,0.79777735,0.16917801,0.12996367,0.30871778912822107,0.22344163
0.29665107,0.20665891239953477,0.13780496,0.18952414,0.12079711,0.33715466,0.33402416,0.49125427,0.41594404,0.27807117,0.4728255527174447,0.4390024
0.3641941,0.13517791811067512,0.10689792,0.29722837,0.16688631,0.5667444,0.43807417,0.7057817,0.10755357,0.16712576,0.27925789207421076,0.14271463
0.28808704,0.18067036084022167,0.16088971,0.16756317,0.1062261,0.27130234,0.27389574,0.37219,0.47436714,0.38661408,0.5987902401209759,0.44360194
0.26462364,0.2153751729225104,0.14603636,0.23309942,0.20280305,0.46853673,0.41879782,0.5082622,0.23345777,0.19319242,0.33776649622335037,0.27465123
0.4301217,0.1678694900721694,0.2725962,0.45648968,0.31650394,0.6399582,0.46418285,0.83121884,0.087878466,0.14905256,0.2707612229238777,0.17059739
0.40994197,0.10818312649098759,0.11907062,0.18847351,0.0,0.24352178,0.28924298,0.5552705,0.5626711,0.48328933,0.6694152330584767,0.5757451
0.27555007,0.40517508431050503,0.27867678,0.3057761,0.38596323,0.7026392,0.6298661,0.80990624,0.09138531,0.101772934,0.16796006320399368,0.14691281
0.2684333,0.3545830412749825,0.23423448,0.29029316,0.34091952,0.6655649,0.5996338,0.7699293,0.113809496,0.13102843,0.17514522248547776,0.14863695
0.3970984,0.15151817909109075,0.14799109,0.34418353,0.2253083,0.6196468,0.48876816,0.8337559,0.09221336,0.1567424,0.23836143616385636,0.15366721
0.43610424,0.04014102640846158,0.02172172,0.29879487,0.045582954,0.38784003,0.25769913,0.7097145,0.20225357,0.24269198,0.3777870122212988,0.19430129
0.5542693,0.2987081179224871,0.50970066,0.5759926,0.46283326,0.57400787,0.32289138,0.85955065,0.12608582,0.21069118,0.41972365802763417,0.233221
0.46398348,0.06303502378210142,0.14994016,0.40750495,0.18562911,0.55132437,0.38376427,0.8053679,0.099452555,0.19350311,0.302446719755328,0.17726655
0.39907396,0.08581352014881122,0.027947634,0.28898174,0.09166454,0.4652251,0.36093253,0.74640024,0.20207745,0.19593886,0.35139092486090745,0.2239217
0.41877896,0.15171590910295454,0.18281135,0.35143656,0.18222529,0.50660706,0.3752404,0.7517177,0.10725719,0.15688723,0.307495569250443,0.15667506
0.996091,0.6454093387245603,0.79506636,0.8931745,0.5022837,0.329683,0.021520913,0.9789109,0.29534253,0.46702042,0.9692432030756797,0.42258868
0.52438354,0.18632905117974308,0.17996225,0.40717468,0.15275246,0.44178966,0.27732423,0.7805537,0.1237,0.19969693,0.3814267618573238,0.1804312
0.4756953,0.20712859242771556,0.35667035,0.51723635,0.36460423,0.62030077,0.42396787,0.81899273,0.0937857,0.13344663,0.35469182453081755,0.17392135
0.31403276,0.276231066573864,0.18095031,0.30850974,0.28003797,0.65880215,0.5825735,0.79550433,0.10934145,0.1337139,0.18009917199008277,0.13510156
0.459405,0.22634018358041103,0.35585853,0.51869357,0.40039128,0.6467737,0.46330026,0.8306979,0.118762836,0.15758212,0.30646776935322306,0.18531755
0.33371025,0.20676623240597394,0.15544745,0.29684252,0.22906849,0.6001394,0.50174826,0.7522079,0.11340961,0.13354284,0.21701780829821915,0.18460876
0.2963217,0.15804362948261777,0.17463109,0.12220557,0.08500935,0.2042529,0.30112785,0.31235427,0.64220244,0.64227927,0.7271105272889473,0.636397
0.42332956,0.09354588561275314,0.11488441,0.34646934,0.17126928,0.57071865,0.434377,0.8131821,0.10690211,0.18542045,0.26964177303582265,0.15878779
0.42151266,0.2748274364896462,0.34467694,0.43176934,0.38296637,0.60279936,0.43566343,0.80377245,0.09959534,0.15799664,0.26237877376212265,0.16893901
0.460132,0.07680286460817189,0.10188997,0.35003155,0.14169963,0.55946064,0.380315,0.8268145,0.08528216,0.16999094,0.31055262894473706,0.14776842
0.37814027,0.3574509814470589,0.40784648,0.503066,0.51258534,0.70650005,0.52634037,0.82594997,0.09830846,0.14064446,0.28434741156525883,0.15624109
0.23753455,0.488117749287065,0.3026686,0.2759271,0.43056458,0.6588722,0.6015618,0.7044306,0.12288515,0.108976796,0.1898690610130939,0.17460765
0.24259885,0.331768799906128,0.23167494,0.24899851,0.3134734,0.5376015,0.56496704,0.680185,0.18034048,0.11774674,0.26557757344224264,0.2536484
0.48096138,0.20071922204315334,0.23130038,0.15076077,0.010559995,0.15914138,0.16954689,0.6211553,0.59198034,0.55828196,0.5863788713621128,0.7104721
0.3701198,0.07997134079828046,0.112549484,0.28024518,0.099491164,0.30565763,0.23620315,0.5403148,0.2483594,0.2781258,0.4567735043226495,0.268056
0.27158988,0.36906286214377176,0.22843304,0.27247226,0.31165436,0.6606713,0.6037687,0.77018774,0.1131936,0.1129755,0.15668082433191755,0.146287
0.6024528,0.33670675020240504,0.5195162,0.7060167,0.56053865,0.63828766,0.31700057,0.8845926,0.14762364,0.26004192,0.5670749432925056,0.16927798
0.37781498,0.1652631599157896,0.19304004,0.368337,0.25694504,0.5866354,0.45022917,0.80312717,0.12218884,0.1489547,0.2238514976148502,0.17490013
0.41790444,0.18668518120111088,0.24980834,0.12547131,0.009749737,0.15224661,0.2617027,0.46085244,0.7265992,0.6253456,0.803310819668918,0.74815667
0.40692192,0.14629110877746654,0.11726123,0.30814168,0.14699966,0.5537888,0.42334533,0.7738966,0.09879781,0.18099421,0.28389621161037887,0.12488249
0.46819857,0.09681051580863095,0.2222772,0.42753556,0.25395876,0.5865865,0.42006034,0.86283064,0.10776873,0.17641766,0.2803846319615368,0.1902799
0.44678995,0.08521777511306651,0.2192122,0.47887594,0.3308554,0.60671043,0.35411215,0.8000361,0.10135464,0.14207686,0.37592538240746176,0.15674542
0.39166543,0.12008285720497144,0.12141612,0.31114185,0.16607288,0.5781056,0.45494097,0.77050245,0.09567924,0.1720004,0.2591634440836556,0.17894207
0.3076745,0.2966113177966791,0.16357276,0.26957512,0.24789798,0.53037995,0.444599,0.6378777,0.14544156,0.17344528,0.27409512259048774,0.18231075
0.24844505,0.003566168413970105,0.10047251,0.21732076,0.12696815,0.4215567,0.35659367,0.42689484,0.22267978,0.22781041,0.35555136444486357,0.21169259
0.42376652,0.2229787233787234,0.26238325,0.41966698,0.28733885,0.57188404,0.41146368,0.7699944,0.064740404,0.1124606,0.2699579330042067,0.1187675
0.409288,0.06399452383967143,0.03325683,0.24632037,0.024754528,0.3261515,0.2958616,0.6563963,0.3769698,0.30114827,0.506957849304215,0.37504905
0.51274395,0.0822369149342149,0.29276702,0.50767034,0.2950896,0.5807867,0.38623774,0.8272401,0.1339518,0.21782291,0.3412317258768274,0.18129173
0.2811169,0.39945178396710707,0.27381662,0.31092358,0.393017,0.6709993,0.58113587,0.76122767,0.10629058,0.11962975,0.20420285957971404,0.17762175
0.727521,0.552012033120722,0.78486073,0.7517085,0.60613155,0.5379536,0.2303349,0.927487,0.23646557,0.27688164,0.6535180346481965,0.32823658
0.30525383,0.284197917051875,0.24736598,0.35092217,0.33060527,0.6245558,0.53709805,0.76503223,0.14137849,0.14198282,0.1708816829118317,0.16065916
0.4139468,0.11314049278842957,0.098682195,0.20935245,0.026876662,0.27550215,0.2384423,0.60124314,0.44653237,0.37282753,0.5716541428345857,0.44343355
0.24598444,0.5666072739964364,0.60342205,0.43844485,0.65194386,0.8208832,0.752056,0.83318233,0.046636462,0.12985659,0.12691417730858226,0.1588157
0.6132959,0.17413626044817562,0.38237008,0.628748,0.38408878,0.56797165,0.2978816,0.8655495,0.11455506,0.24254464,0.5377162162283783,0.22738288
0.3186831,0.12037327722239664,0.121157765,0.24500051,0.11567363,0.41525316,0.3583682,0.5767834,0.21681145,0.16156235,0.31851681814831817,0.21801338
0.6683747,0.34534062072043725,0.5307301,0.67631865,0.46443585,0.50062066,0.23641434,0.85336226,0.1678839,0.3006044,0.5609014439098556,0.24615626
0.39661068,0.08800969528058172,0.10693747,0.31832847,0.16188121,0.55250216,0.42373765,0.7818035,0.09733008,0.15968841,0.25549003445099655,0.15411574
0.23174724,0.3158028889481734,0.20696506,0.23527159,0.27930623,0.58447975,0.547739,0.6158161,0.15744314,0.11973784,0.20333408966659103,0.17948458
0.36560884,0.1109644616578677,0.114902765,0.26556644,0.13173857,0.41878688,0.3617945,0.65411353,0.22670203,0.20849995,0.31801488819851115,0.2131384
0.32844782,0.10061727603703656,0.15677407,0.259285,0.14160329,0.4400602,0.3659482,0.5547803,0.18613237,0.19245914,0.35874410412558955,0.20931162
0.26996785,0.41522752491365156,0.24175581,0.27105534,0.3447469,0.63197196,0.5719489,0.72377557,0.12355296,0.12817869,0.16590704340929566,0.16621548
0.5605445,0.2971162678269761,0.45950422,0.55921197,0.417061,0.61451155,0.35369316,0.85120386,0.14336458,0.11888439,0.43876557612344236,0.2560751
0.43395707,0.10082927204975632,0.13318351,0.36541513,0.17505842,0.58424896,0.41141248,0.8235819,0.107269496,0.15658341,0.28968597103140287,0.16273353
0.19712904,0.531681931900916,0.45229253,0.36705852,0.61589146,0.8263726,0.7596307,0.7762379,0.07095274,0.13310641,0.09853262014673797,0.07874336
0.30223453,0.11935281716116904,0.10897556,0.26968873,0.16433036,0.51710725,0.4490782,0.6452986,0.16890079,0.13294548,0.2624666737533326,0.20181312
0.3618838,0.12705803762348225,0.11836392,0.20514242,0.04427303,0.2842788,0.2811372,0.5292906,0.43187398,0.34900194,0.5851455414854458,0.43078512
0.29564372,0.3634247718054863,0.270842,0.34625223,0.41622445,0.7206677,0.6355177,0.8304143,0.10529612,0.15715617,0.201531939846806,0.13415216
0.42921546,0.17662967059778023,0.10983536,0.30031976,0.13061023,0.43133104,0.28036007,0.744782,0.23273833,0.18226877,0.34703776529622343,0.22028875
0.3309031,0.29011686740701204,0.22983065,0.37913775,0.38190955,0.66966975,0.5293398,0.8058864,0.1512281,0.13647138,0.29168267083173294,0.18525621
0.35437793,0.28759021725541306,0.4122112,0.412532,0.4804221,0.74076295,0.56255615,0.86117965,0.11491628,0.118624456,0.25583247441675255,0.1997623
0.22775552,0.3350502801030168,0.22121617,0.235408,0.27540272,0.55609673,0.51915824,0.57565486,0.15218522,0.13557273,0.22551930744806922,0.17083171
0.47755426,0.17163561029813662,0.34762403,0.5260941,0.37720498,0.645528,0.44431192,0.852364,0.1022516,0.17390403,0.32855951714404824,0.18442403
0.5404939,0.21247006274820376,0.26177302,0.48653707,0.2720315,0.46744347,0.2795759,0.7740727,0.12812078,0.22345941,0.38033353196664677,0.18396325
0.34721568,0.1594403195664192,0.123063475,0.22988136,0.099894464,0.37808448,0.3190511,0.56368506,0.2691765,0.21862583,0.4350726564927343,0.31008735
0.31014806,0.14323872859432374,0.14503828,0.20254125,0.09944829,0.31155238,0.29582727,0.4354414,0.35080123,0.3154147,0.5415728458427154,0.34658188
0.29890382,0.17540501052430063,0.17672142,0.16071892,0.087069616,0.26147392,0.26568532,0.3994733,0.48410314,0.35443467,0.595584690441531,0.49286136
0.46711487,0.3062506783750407,0.42609414,0.53431857,0.44014373,0.6351359,0.4331259,0.8207855,0.11170679,0.1858423,0.33693691630630834,0.18830794
0.56398237,0.23932595435955725,0.24290827,0.45456946,0.18265082,0.4021745,0.23283051,0.79617566,0.13216797,0.22111134,0.400867539913246,0.24466488
0.4096663,0.37897622273857334,0.4858016,0.5535122,0.5535494,0.73522234,0.52501047,0.83742976,0.11112485,0.16125852,0.3185818181418182,0.1732103
0.50258726,0.42456769547406176,0.60022485,0.6312414,0.57494426,0.6414588,0.39300507,0.81611,0.12780339,0.18929404,0.4326369967363003,0.2081668
0.37012836,0.12517378751042726,0.07970023,0.27519,0.12661803,0.44170225,0.34591663,0.69690394,0.217184,0.20347181,0.3370941262905873,0.20858581
0.1926435,0.8021895481313729,0.7498261,0.45273954,0.85712034,0.968825,0.87428,0.7875762,0.07435242,0.04339008,0.1624048837595116,0.14832757
0.46916214,0.0836760850205651,0.12587252,0.37957004,0.1739313,0.5771284,0.39415532,0.82496,0.06407146,0.19012061,0.3272600172739983,0.14185612
0.35207456,0.18592445115546707,0.1076206,0.28204542,0.16407336,0.5954883,0.5040941,0.7701558,0.11981934,0.17021255,0.2199047480095252,0.17658326
0.254514,0.6335964380157862,0.6691047,0.4414944,0.75353736,0.80513626,0.6885506,0.7122065,0.08703761,0.0,0.27136977286302266,0.21803012
0.3694195,0.163016449780987,0.11243206,0.2924051,0.1586218,0.46780244,0.3458034,0.6957999,0.18447798,0.1682214,0.3347273665272633,0.2081826
0.412085,0.16676588000595283,0.10149175,0.30656087,0.14911166,0.61952555,0.5121614,0.8207133,0.08161605,0.18761508,0.24055566594443337,0.1500377
0.47742462,0.21033246261994776,0.3522047,0.5386709,0.4000279,0.6417123,0.43947607,0.8295696,0.121883005,0.1819573,0.33885766611423335,0.18412748
0.19978589,0.8530679811840789,0.84667337,0.50614834,0.9126362,0.9484405,0.8140583,0.76254725,0.0,0.1666353,0.18366078163392183,0.156458
0.41160935,0.1348326880899613,0.098093,0.30856785,0.1441808,0.6027397,0.48259073,0.80246854,0.08090323,0.18168324,0.2499075750092425,0.16374612
0.49318933,0.5254117015247021,0.7524606,0.7309493,0.7925169,0.79511976,0.47497404,0.87072146,0.13682356,0.19592322,0.508588749141125,0.1529171
0.3627321,0.10299819617989178,0.14381722,0.2939564,0.16524231,0.54482484,0.42159086,0.70279425,0.119649135,0.14426993,0.2591348940865106,0.19366154
0.3564154,0.29774711786482705,0.23669222,0.37113422,0.3878104,0.687716,0.55973583,0.84219754,0.09039827,0.15677908,0.2405940959405904,0.15193443
0.5928153,0.30458901827534113,0.45167527,0.64035666,0.44912866,0.5847356,0.329711,0.8757497,0.17728353,0.1818668,0.4643640035635996,0.19620104
0.29628623,0.33555450013327,0.27116814,0.29353863,0.30973944,0.5711211,0.5332297,0.72216445,0.15292138,0.11345872,0.23389983661001632,0.23147899
0.3203409,0.3840154230409254,0.37266812,0.39520887,0.49045214,0.712146,0.5551455,0.7963575,0.10894053,0.10887987,0.20369267963073204,0.14461356
0.36866468,0.25313191518791495,0.3024828,0.3562143,0.36794597,0.6544169,0.48049527,0.8433234,0.14253266,0.098922476,0.31120103887989614,0.2812947
0.38588113,0.04476853768611226,0.013567179,0.25219405,0.025817078,0.34810442,0.31085405,0.635794,0.3217718,0.26536778,0.4640847535915246,0.31934315
0.40333417,0.10163523109811387,0.09056836,0.20750195,0.015547488,0.25593376,0.2651842,0.5957788,0.47667873,0.42161906,0.5873442412655758,0.46888405
0.7328259,0.48895209933712597,0.646436,0.7628907,0.55452335,0.47756884,0.16501017,0.8710388,0.20139772,0.29547706,0.6906223809377618,0.22249436
0.50806624,0.19902859194171554,0.45679244,0.56117547,0.4533271,0.63272285,0.3647398,0.8361588,0.09740022,0.15768524,0.38491698150830184,0.19035397
0.6986191,0.3850338231020294,0.39154038,0.58833814,0.28289983,0.38811478,0.15053535,0.89837915,0.17086223,0.2560344,0.610320978967902,0.29086745
0.44297394,0.2144348128660888,0.30119267,0.5071455,0.40601104,0.6816103,0.46222162,0.8446944,0.09551991,0.18511808,0.3505595649440435,0.17547704
0.22524826,0.162412949744777,0.1787658,0.16324563,0.14518428,0.28601128,0.3156532,0.25771263,0.43414074,0.39486402,0.5559147044085295,0.4364542
0.55548364,0.11703461702207703,0.2340475,0.48644873,0.22079015,0.48313183,0.29503837,0.79125094,0.13091573,0.2348816,0.3848974915102508,0.21731608
0.33542237,0.11622615097356906,0.1309224,0.27351454,0.14437406,0.5370892,0.45001286,0.68848944,0.14872117,0.15694593,0.25713384428661556,0.2020206
0.48592693,0.08907283534437013,0.21557954,0.4517459,0.23150325,0.5496082,0.34313044,0.8001584,0.05887821,0.17822182,0.3495667250433275,0.16531715
0.4155298,0.14878362892701774,0.20599279,0.40933686,0.28232417,0.6105704,0.4396537,0.81788236,0.1119329,0.13933948,0.24799861520013847,0.13629788
0.41154546,0.1373558382413503,0.21362779,0.36749315,0.25857827,0.6060142,0.46044004,0.8406862,0.10197126,0.14998387,0.2427336357266364,0.1699193
0.36709458,0.2478438148706289,0.1453081,0.31104115,0.22397259,0.5976024,0.4564165,0.7766745,0.09733625,0.14878619,0.2518973748102625,0.14008142
0.60783315,0.11887265713235942,0.3476778,0.59790576,0.34551287,0.5665828,0.2992877,0.8701608,0.13110942,0.2522934,0.4779007522099248,0.2506682
0.3820431,0.3057826683469601,0.40786228,0.48010933,0.4545037,0.6699141,0.5222319,0.8086796,0.09866045,0.13960074,0.23179468682053128,0.14511493
0.3425728,0.1615131296907878,0.13987282,0.18519953,0.055926453,0.2905059,0.28283176,0.5087534,0.46391314,0.3338169,0.5640661435933856,0.48375475
0.28126886,0.4563919273835157,0.39460585,0.41153538,0.5013885,0.76005006,0.65970135,0.7913282,0.09303619,0.1324014,0.20436443956355602,0.11276693
0.35147166,0.26004149560248974,0.16905978,0.3069738,0.24516377,0.5838028,0.47992644,0.77327186,0.10973427,0.13904162,0.22728805727119425,0.14015475
0.19919667,0.44745385684723143,0.26783577,0.23217174,0.34762302,0.6479118,0.6609745,0.674658,0.124073684,0.095840655,0.12570615742938426,0.17783521
0.53623384,0.16408771984526319,0.15135416,0.35151964,0.08518037,0.36616135,0.16722363,0.74951005,0.22738452,0.32809824,0.4453691554630844,0.203998
0.35632327,0.15532434931946096,0.14372608,0.23485199,0.12140928,0.39097863,0.33282495,0.60281056,0.3044445,0.19566923,0.4106595589340441,0.36428747
0.6890548,0.3003873980232439,0.37351415,0.5609709,0.23305923,0.33846757,0.1229571,0.80777407,0.1983306,0.30194154,0.5441201455879855,0.29938075
0.3406707,0.2654296359257781,0.2246702,0.20385998,0.16626604,0.3527071,0.32980636,0.5943428,0.37528092,0.20807973,0.4362055263794473,0.42166615
0.340927,0.15379086922745216,0.14413407,0.29662222,0.1957784,0.5706178,0.47790825,0.73758864,0.10829448,0.15066674,0.24260500573949942,0.15600152
