size_D,duration_D,app,har,dba,nlan,t02,t03,t05,t06,t11,t13,MI_size_D_t11,MI_size_D_t14,MI_duration_D_t07,effort_D
1.0,0.8963952537837152,1.0,1.0,1.0,1.0,0.22948745,0.0,1.0,0.5660134,1.0,0.032338083,1.0,1.0,0.89067745,1.0
0.022180066,0.0981320798879248,0.40321067,0.04043059,0.1314516831451683,0.22539034,0.22843489,0.3908142,0.015925556955533417,0.053284436,0.27934921676095303,0.22337715,0.12812555,0.5192874,0.7064423,0.3249778
0.005363155,0.06931886415913185,0.4245981,0.03645946,0.13529045352904537,0.18368381,0.20364633,0.36911362,0.010270119616207177,0.012213111,0.2809936868596212,0.17647184,0.13561562,0.5056242,0.6972495,0.35071707
0.009818379,0.09953569597214176,0.41770515,0.039237946,0.1592535559253556,0.18012428,0.21464375,0.3708213,0.012867868772072126,0.018340915,0.274985716499143,0.1807644,0.13963719,0.50175273,0.72594535,0.3473353
0.073858276,0.17891135073468106,0.498348,0.12273018,0.2829156782915679,0.098281056,0.33014187,0.39629275,0.18073140084388406,0.098802865,0.25786556547193396,0.09886724,0.14239168,0.25788683,0.6466897,0.28870943
0.049466792,0.03848638230918294,0.5093101,0.16187517,0.24444499444449946,0.18424736,0.35603407,0.32021487,0.18644113118646788,0.1768421,0.30709595842575754,0.1058973,0.10057863,0.3893462,0.4889688,0.29511017
0.020436238,0.03155360189321611,0.44740734,0.08440922,0.1298378829837883,0.20324242,0.23578414,0.3282668,0.06098106865886412,0.065377116,0.3051948683116921,0.13313405,0.115209356,0.47651687,0.59630966,0.33568886
0.06541787,0.05091296105477767,0.47029954,0.15162249,0.12372989737298974,0.2839911,0.25740263,0.25024068,0.1090740065444404,0.1363478,0.3683425721005543,0.14527608,0.14486454,0.5308831,0.59496707,0.41126275
0.052859332,0.19953462197207733,0.37774855,0.050114095,0.1315170131517013,0.16124994,0.2807968,0.4236024,0.10331291619877497,0.08096236,0.22455494347329663,0.20426339,0.13877138,0.40751708,0.6822858,0.27400956
0.05434159,0.1327177779630667,0.51262647,0.12034546,0.28011932801193284,0.11679771,0.28669152,0.39118838,0.14910272894616375,0.08784658,0.27365417641925055,0.091409326,0.13315225,0.31099325,0.6326739,0.3107184
0.04950593,0.17625376057522563,0.41781354,0.06653617,0.16798914679891466,0.14018622,0.2857987,0.41335,0.12006718720403123,0.07180074,0.23633503418010207,0.16460699,0.13671309,0.37723526,0.66972864,0.29544473
0.020328164,0.04683633781018027,0.444021,0.07671313,0.11707849170784917,0.20140164,0.21521488,0.3275708,0.058682863520971816,0.07284784,0.29779045786742747,0.14520243,0.11841803,0.46556854,0.5883675,0.33991292
0.025163334,0.04838948590336915,0.44508904,0.06878175,0.11781890178189018,0.18440154,0.21868232,0.34374702,0.06278735776724147,0.051986724,0.290754917445295,0.14293225,0.12844422,0.48310372,0.60756475,0.3324273
0.08891182,0.059471243568274615,0.52648264,0.2155201,0.2750296875029688,0.28918937,0.36333165,0.2669777,0.22713171362790283,0.23073798,0.3634174218050453,0.118673936,0.108525604,0.38718954,0.4488741,0.33109745
0.3516894,0.4819126289147578,0.49090415,0.32464647,0.23505874350587436,0.5372014,0.12443751,0.2490782,0.3791706227502374,0.28109843,0.47644766858686016,0.23004471,0.39366132,0.67515427,0.7602204,0.532371
0.04345907,0.035404725124283505,0.47861528,0.13366051,0.18845911884591188,0.22205907,0.32221553,0.30822864,0.1377862182671731,0.17654955,0.33093915985634964,0.11941843,0.094602905,0.42371827,0.53030974,0.3185334
0.08149862,0.22641445358486723,0.54918444,0.11679031,0.3753907375390738,0.039005183,0.2983742,0.49188727,0.16968686018121162,0.050044924,0.26834683610081017,0.07635299,0.15884908,0.24415007,0.812899,0.3339164
0.13526377,0.5831941749916505,0.14681025,0.09925909,0.20447507044750704,0.45735872,0.53130424,0.70622677,0.36692144201528654,0.51689345,0.1093414865604892,0.6508026,0.13090609,0.49739492,0.8695736,0.14787406
0.018927924,0.058150119489007175,0.45523623,0.06506866,0.13325126332512632,0.16913572,0.21739057,0.3576203,0.06688106401286385,0.050568312,0.2815131968907918,0.1421595,0.12911999,0.46820495,0.6176609,0.33813542
0.07199071,0.36501657190099435,0.2238659,0.014535338,0.03798389779838978,0.3137146,0.31232116,0.58697104,0.16091329965479798,0.24141693,0.15919665955179957,0.41329446,0.15730543,0.49034864,0.8196344,0.2469694
0.026686415,0.08487468009248081,0.46913338,0.07941271,0.16365827636582764,0.14987966,0.24149147,0.36521938,0.09499803569988215,0.06690809,0.269739316184359,0.13424325,0.13655613,0.42640573,0.60753506,0.321696
0.10005924,0.19269904156194248,0.54895675,0.14752416,0.3671700767170077,0.08662752,0.29000005,0.41936815,0.21487213289232798,0.10637358,0.287196817231809,0.055493876,0.1523985,0.22912177,0.6721158,0.3169291
0.069801286,0.05031855301911318,0.5303814,0.1960905,0.28324792832479284,0.19629169,0.40265766,0.3190214,0.23951478437088705,0.2473138,0.31258027875481675,0.12040359,0.09994926,0.33494374,0.3927451,0.26152152
0.0163842,0.027609316656559,0.4453287,0.079707965,0.11696447169644718,0.19890437,0.24101046,0.34179682,0.07115865426951926,0.09189007,0.29338796760327807,0.1296275,0.105562165,0.46756625,0.53678554,0.32082224
0.014834624,0.15536171932170315,0.35767722,0.008714497,0.06405330640533063,0.19791844,0.19789824,0.4292878,0.026524217591453056,0.036284834,0.23641620418497225,0.22037216,0.14075209,0.48308045,0.7447543,0.3310889
0.04897007,0.27112685626761135,0.29896712,0.026813835,0.09815800981580099,0.25047085,0.27875784,0.48205823,0.09012172140730329,0.1462402,0.20609419236565155,0.3172149,0.13805942,0.49712196,0.7661056,0.26677406
0.07671,0.3389598603375916,0.2612365,0.03976965,0.06598801059880106,0.3059318,0.28767672,0.49171507,0.15365818921949137,0.22240937,0.20485076229104573,0.35096806,0.14915246,0.5267541,0.77444696,0.2665609
0.18519753,0.2931794675907681,0.43009102,0.1646306,0.11059041105904112,0.379284,0.096509874,0.30087924,0.18587197115231827,0.14231157,0.37897529273851754,0.20000613,0.27753586,0.61429465,0.704638,0.44518846
0.007828549,0.1108040566482434,0.39926687,0.026308402,0.13819105381910538,0.20401905,0.21151266,0.40442255,0.0161958349717501,0.04458347,0.26548959592937577,0.22707306,0.13073029,0.51165116,0.7202835,0.33070782
0.011549,0.06551163393069805,0.44177052,0.050805256,0.1285838628583863,0.1704255,0.21460858,0.3624513,0.04306471558388293,0.03417769,0.2767786566067194,0.1575485,0.13172321,0.47812432,0.64788187,0.34455672
0.014743056,0.1083664365019862,0.37899587,0.02943492,0.06265807626580763,0.23298152,0.17084548,0.41776884,0.04578089974685399,0.10416308,0.25928296555697794,0.22479445,0.105868414,0.5063208,0.6346813,0.32428586
0.03354617,0.031884011913040716,0.4713586,0.103706256,0.14493395449339547,0.2027828,0.24817553,0.32102337,0.10224027013441621,0.10550365,0.3068034784082087,0.12556629,0.11643301,0.4462777,0.5397532,0.3244816
0.018813774,0.033211206992672423,0.43559995,0.07391447,0.10516740051674006,0.21529502,0.2274752,0.32751918,0.04054582243274935,0.06418535,0.3049797182987831,0.14612335,0.11991638,0.49102747,0.57663715,0.34300533
0.042908292,0.03638693518321612,0.49090934,0.14004026,0.18038447803844782,0.20116365,0.29959914,0.30585724,0.1459354587561275,0.14326885,0.3114677886880673,0.111682944,0.110522315,0.4086909,0.5189158,0.32077628
0.10700625,0.0835287050117223,0.52232915,0.21758358,0.25076248507624854,0.31218076,0.31396654,0.25907508,0.20091091205465472,0.19152367,0.3919058035143482,0.117981605,0.14347991,0.45468947,0.528553,0.3788808
0.088879526,0.4490973269458396,0.19915202,0.039963216,0.12502099250209925,0.33717248,0.41198704,0.61119986,0.2215653532939212,0.3243248,0.14525168871510133,0.46818423,0.14821796,0.49747702,0.8426901,0.2163979
0.0069157705,0.08472329908339796,0.43078977,0.036304876,0.14662869466286949,0.1695288,0.20606145,0.37905848,0.017285497037129824,0.00852856,0.2743371864602312,0.17633305,0.14097947,0.49403396,0.71081835,0.3531202
0.072159946,0.1866942012016521,0.42690414,0.07698952,0.1384409138440914,0.15955067,0.23789409,0.39489537,0.14803767888226074,0.08749321,0.25076065504563927,0.13310008,0.15659319,0.35622767,0.6126291,0.3002336
0.0065082163,0.07054263423255805,0.4244935,0.038842946,0.14542867454286745,0.19064781,0.20890686,0.36654243,0.01094853965691238,0.015349299,0.28430841705850507,0.17599891,0.13404752,0.50568795,0.69514245,0.3453516
0.04065952,0.21129046267742776,0.36062127,0.035348058,0.1300953730095373,0.16856545,0.2839186,0.4423772,0.09170592550235553,0.07130095,0.21706146302368778,0.20907216,0.14117055,0.4086594,0.71374273,0.282795
0.084687546,0.10625675637540538,0.5425936,0.18562244,0.3103682110368211,0.13401179,0.35967323,0.36442572,0.23539282412356946,0.17166084,0.29739569784374187,0.06741578,0.11608892,0.28474122,0.53383744,0.2742644
0.09017967,0.42899834573990075,0.21369085,0.057077482,0.14242239424223943,0.34809548,0.40082243,0.57349503,0.21112950266777017,0.32743526,0.16401178984070738,0.4647367,0.134206,0.5369199,0.83934295,0.21358134
0.028837033,0.08657102519426152,0.41295564,0.058229238,0.0905610990561099,0.22316132,0.22974905,0.33425167,0.05263048715782923,0.09307733,0.3016487180989231,0.16594076,0.11293717,0.4939217,0.628172,0.33064964
0.040016796,0.1375080282504817,0.41923282,0.07668878,0.16288091628809162,0.161894,0.28170654,0.3799776,0.09677267580636055,0.068737894,0.25272358516341514,0.16289814,0.13374011,0.41176003,0.64813936,0.2942831
0.010474674,0.06729950403797025,0.40072635,0.038603276,0.11709232170923219,0.21981919,0.18941256,0.3625866,0.03536749212204953,0.058494538,0.2762956465777388,0.21060413,0.124530636,0.5155796,0.69204795,0.34231073
0.04157285,0.15125087907505275,0.4545474,0.08855112,0.23168220316822033,0.13045658,0.3069093,0.401552,0.11694929701695782,0.07245156,0.25157804509468273,0.15874405,0.13299432,0.37328961,0.66849506,0.2982391
0.056466978,0.03039626582377595,0.49802583,0.15732487,0.2202802520280252,0.24634144,0.3278884,0.29914427,0.1679804100788246,0.18490684,0.3342899900573994,0.12639454,0.096589476,0.40340698,0.46528554,0.3167165
0.0092653595,0.057232200433932026,0.44189775,0.059298396,0.15477658547765855,0.19342124,0.24164036,0.36185935,0.03122189787331387,0.046778113,0.29013709740822585,0.16814923,0.11651941,0.47420514,0.6433428,0.35263914
0.024940908,0.03793004727580284,0.44582096,0.0932609,0.13175453317545333,0.22826764,0.22892341,0.31693426,0.06587681395260883,0.07964,0.31553681893220914,0.13981785,0.11657737,0.47850946,0.57911,0.33740547
0.057955284,0.27293291637597494,0.29998076,0.05779235,0.11072583107258312,0.29636958,0.32094893,0.47298205,0.13900676834040612,0.2322725,0.2249090534945432,0.3283306,0.11494404,0.5112379,0.7153722,0.25426155
0.04653736,0.1318922279135337,0.49466646,0.093991324,0.24206056420605643,0.11102133,0.24123362,0.4110287,0.10587770635266239,0.040318817,0.27062821623769295,0.09543627,0.14007172,0.36452436,0.6993629,0.32840365
0.020706095,0.03718829023129742,0.46255797,0.09502517,0.16116435611643562,0.19952846,0.25525,0.32862276,0.08716390022983402,0.10318446,0.30635739838144393,0.13486665,0.1046239,0.43406165,0.566841,0.33383942
0.041184638,0.2174682130480928,0.31431755,0.026005194,0.05362219136221914,0.25687456,0.23416671,0.43031654,0.06921893415313606,0.12987131,0.23626944417616666,0.2821742,0.13491236,0.5385709,0.7451259,0.28986752
0.013932031,0.11903864714231883,0.38919902,0.03458333,0.11422480142248015,0.19037756,0.2188566,0.38729247,0.03988948739336925,0.055255562,0.262235915734155,0.18933898,0.1254907,0.48503152,0.6909241,0.3272794
0.021816127,0.18500837110050228,0.35080323,0.012457043,0.08553636855363686,0.19587843,0.21433964,0.44637257,0.043467552608053156,0.0489738,0.22741871364512284,0.2299538,0.14180762,0.4603239,0.7555675,0.32061005
0.111729205,0.1421316185278971,0.5690222,0.22488861,0.35652503565250354,0.12905212,0.38505825,0.35175145,0.2954545777272746,0.20914155,0.3002718180163091,0.04988104,0.11978191,0.19205081,0.49152535,0.25861454
0.036358166,0.20876492252589535,0.3190966,0.019043371,0.06519318251931826,0.25321093,0.23014197,0.44735655,0.05351755321105319,0.118414104,0.23033565382013924,0.29500046,0.13391304,0.5433376,0.7484859,0.29198015
0.24182081,0.29213829752829784,0.5140999,0.2246979,0.198042119804212,0.39906138,0.0663749,0.27744374,0.20227320213639213,0.123805285,0.45094030705641847,0.14566809,0.33676803,0.6239984,0.7082922,0.49726787
0.009629317,0.11344463680667821,0.40048438,0.029930979,0.1413768641376864,0.18806343,0.2138938,0.38733354,0.011560202693612163,0.026044995,0.26570001594200093,0.20059757,0.13584676,0.5053522,0.7332023,0.3442853
0.030283097,0.09786190587171435,0.45076948,0.06656714,0.14615322461532249,0.14888513,0.2367957,0.37306613,0.08418798905127933,0.052381694,0.26628024597681477,0.15157095,0.13927518,0.43928447,0.63800395,0.32725707
0.06709525,0.23586942415216547,0.46501938,0.07198569,0.2705415270541527,0.075885065,0.28828833,0.47971964,0.12228936733736204,0.030587107,0.23962582437754945,0.106572576,0.15361823,0.27410233,0.82269955,0.31459528
0.004602559,0.08088638485318309,0.42659032,0.03058897,0.1490779049077905,0.17697197,0.20809254,0.3816233,0.008552522013151322,0.01060155,0.277104216626253,0.18359132,0.13699433,0.5057547,0.7180597,0.35215482
0.073241785,0.3305182698310962,0.26091647,0.05513762,0.11085738108573812,0.32781982,0.33062902,0.49102357,0.15112641906758514,0.25594908,0.20539598232375897,0.4024603,0.12737763,0.56627005,0.7963311,0.23950216
0.1462669,0.41988077519284656,0.27442044,0.11482553,0.07221872322187232,0.399796,0.2758179,0.4419266,0.24297030457821828,0.2830202,0.2430863645851819,0.38589257,0.1986166,0.5965303,0.79770184,0.30194426
0.068203405,0.3645928718755723,0.24317332,0.031641424,0.0880101388010139,0.29191458,0.34162292,0.5470848,0.15429175925750557,0.23128343,0.17028303021698182,0.38494715,0.14904147,0.483764,0.8128387,0.24144842
0.09787899,0.15580550934833057,0.44415542,0.12336327,0.12009067200906721,0.28264233,0.15853402,0.28332406,0.09273183556391014,0.07967627,0.36197837171870234,0.13490845,0.19193336,0.5409785,0.6691312,0.39475536
0.015815917,0.08458032507481951,0.38815615,0.028924674,0.030090037009003704,0.2189075,0.22720435,0.3765628,0.03658104219486254,0.07960603,0.2741425464485528,0.19306593,0.121404186,0.5064875,0.65431666,0.31811297
0.032493215,0.19818036189082172,0.3328264,0.018298745,0.07580704258070425,0.21757683,0.23853645,0.4480195,0.05921310555278633,0.087845296,0.22386300343178023,0.2637194,0.14098209,0.4876054,0.736504,0.29765394
0.08025777,0.07036482422188944,0.5612953,0.23950173,0.3875689387568939,0.18248193,0.45584872,0.3174653,0.28866173731970424,0.2649557,0.32637108958226535,0.073585056,0.08241442,0.27847746,0.47162032,0.27682197
0.003930576,0.09186031551161894,0.41326162,0.02443637,0.11460484146048415,0.17365083,0.19818601,0.389549,0.003790140427408426,0.0037065148,0.26554654593279275,0.17728397,0.13614243,0.49545097,0.717308,0.35074723
0.04071873,0.1089203265352196,0.46944436,0.08816205,0.1885930488593049,0.1326002,0.2819337,0.38476884,0.119135983148159,0.08190602,0.2691348361480902,0.14313373,0.12576813,0.40278226,0.6209123,0.30476806
0.04416242,0.10092284605537076,0.4657615,0.08504821,0.1699949669994967,0.14507577,0.25874034,0.37469256,0.11041257662475461,0.06804749,0.270945216256713,0.15057594,0.1409958,0.420214,0.6293596,0.3159173
0.119378254,0.13707860822471649,0.48501346,0.1540574,0.14256240425624045,0.3028707,0.12213129,0.27112508,0.12569866754192005,0.09171286,0.38707592322455536,0.12091209,0.19766675,0.51970696,0.6108242,0.41575712
0.01862869,0.03518690011121401,0.45307106,0.07975589,0.13607944360794436,0.20035334,0.24153164,0.33722085,0.07425207445512447,0.089161366,0.293675317620519,0.14402345,0.10760608,0.45135394,0.5517929,0.32894728
0.031053565,0.03011785980707159,0.47598273,0.11641978,0.17431868743186876,0.21656951,0.2767078,0.31557605,0.10426331225579874,0.11775175,0.31648708898922534,0.12633206,0.10819134,0.4235586,0.5455015,0.3302734
0.01979975,0.1629120697747242,0.34972125,0.008807793,0.06514835651483565,0.22053802,0.21742663,0.4365456,0.0275698316541899,0.06248018,0.23506553410393205,0.25458255,0.13760744,0.510027,0.740048,0.31361943
0.036778737,0.11923863715431823,0.40830767,0.056900114,0.10111524011152402,0.21956308,0.16820386,0.35130543,0.034547362072841724,0.04177907,0.2963863177831791,0.17471033,0.1513605,0.5112063,0.6762767,0.36751068
0.047645543,0.26304751578285096,0.28811225,0.018675804,0.05173904217390422,0.24725994,0.26888183,0.46854323,0.09231511553890694,0.14181966,0.20550395233023713,0.29822,0.14545512,0.4969174,0.7638745,0.2762059
0.011282463,0.12833624770017485,0.37831432,0.014071509,0.08719504871950488,0.19165707,0.20090094,0.40875253,0.017870457072227425,0.028248608,0.2482890048973403,0.21314196,0.13842869,0.492454,0.7328207,0.3345657
0.03977852,0.03346697200801832,0.4757181,0.12451266,0.16711546671154667,0.21951476,0.2909439,0.31594473,0.1326175079570505,0.15530893,0.31179209870752594,0.116466634,0.099759445,0.4281853,0.47754747,0.30597767
0.038426865,0.10383524623011477,0.4632051,0.078745335,0.17211230721123072,0.14136659,0.25944456,0.3795856,0.10005462600327757,0.05890742,0.267185116031107,0.15520817,0.14377487,0.42519367,0.6427594,0.31927058
0.030713473,0.016598150995889058,0.48196346,0.12887068,0.21061095106109512,0.21678628,0.29440686,0.3346688,0.10305864218351853,0.1268822,0.32791857967511484,0.12169217,0.08738101,0.46470457,0.5789191,0.34958544
0.0036310107,0.0801877748112665,0.4210474,0.031979665,0.12477142847714286,0.18826541,0.19896856,0.38453713,0.021440477286428637,0.036063045,0.27170966630258003,0.18652925,0.12415834,0.49517605,0.6707622,0.33887976
0.004838448,0.08521012011260722,0.41355336,0.027942196,0.11940927194092721,0.17923531,0.19351092,0.37844515,0.00541454582487275,0.0055488944,0.2711132962667978,0.17425682,0.13421017,0.49606812,0.7029128,0.34970298
0.025708172,0.0984063799043828,0.39174533,0.05056548,0.09079510907951091,0.22290921,0.2052367,0.34450787,0.03900009634000578,0.06353399,0.28419475705168545,0.18515494,0.13378042,0.530649,0.6627126,0.3370857
0.036894705,0.1115222066913324,0.46567744,0.07540496,0.1717077671707767,0.13532929,0.2530382,0.3824627,0.09836951590217095,0.055808812,0.26204095572245734,0.14559722,0.1461215,0.41480535,0.640997,0.31600073
0.313489,0.3082672184960331,0.58828604,0.31361538,0.2697793469779347,0.43946353,0.087974966,0.22646779,0.2989779179386751,0.16176441,0.5126312707578763,0.07311189,0.39221877,0.62474537,0.66631246,0.5692846
