TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,Generated_Var_1,Generated_Var_2,Generated_Var_3,Effort
2.0,3.0,84,134,77,211,13,2,71.2714,-34.14971,-63.287216,2275
4.0,5.0,86,482,227,709,26,2,284.48917,-140.81345,-244.36612,9100
0.0,2.0,84,213,73,286,6,3,14.974157,-6.4682207,-25.74204,595
0.0,2.0,84,139,143,282,22,2,124.48898,-59.659462,-104.41663,3941
2.0,3.0,86,473,182,655,40,2,439.87048,-230.49197,-361.09686,13860
4.0,4.0,85,229,169,398,39,3,42.734726,-11.080765,-46.753975,1400
4.0,3.0,83,227,73,300,34,1,88.05666,-41.8823,-79.22318,2800
4.0,4.0,86,395,193,588,40,1,299.66348,-152.89148,-251.70374,9520
4.0,3.0,86,469,176,645,43,3,184.15775,-85.72397,-163.0842,5880
4.0,4.0,85,886,241,1127,34,1,759.3244,-400.76282,-624.0973,23940
