FunctionalSize,ValueAdjustmentFactor,ProjectElapsedTime,DevelopmentType,BusinessAreaType,ClientServer,DevelopmentPlatform,LanguageType,FirstOS,MaxTeamSize,Generated_Var_1,Generated_Var_2,Generated_Var_3,NormalisedWorkEffortLevel1
203,1.18,6.042685887708649,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1822
14,1.0379370078740158,3.0,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,180
687,1.0,6.0,0,2,1,1,1,1,4.0,-2.614769,-7.805251,-1.3042792,1788
28,1.0,4.0,1,2,1,1,1,1,4.0,-0.38672972,-0.2645816,1.1804687,686
24,1.0379370078740158,2.7,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2347
267,1.0379370078740158,6.042685887708649,0,2,1,3,2,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,8486
324,1.0,12.0,1,1,1,1,1,1,8.0,-0.38672972,-0.2645816,1.1804687,5867
113,1.21,2.56,0,1,1,1,2,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1847
307,0.95,13.0,0,2,1,1,1,1,11.0,-0.38672972,-0.2645816,1.1804687,2994
87,0.95,4.0,0,2,1,1,2,1,4.0,-0.38672972,-0.2645816,1.1804687,1606
745,1.3,6.042685887708649,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,15112
77,1.02,6.0,0,2,1,1,1,1,6.0,-0.38672972,-0.2645816,1.1804687,1936
49,1.18,1.84,0,2,1,1,2,1,8.448507462686567,-0.0043821856,-0.6923354,0.12864819,161
161,1.15,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,9719
387,1.0,5.0,0,2,1,1,1,2,4.0,-0.108792596,-3.466719,-0.7186712,1235
340,1.15,7.0,0,2,1,2,2,2,3.0,-2.3738616,-5.752975,-1.9587129,676
40,1.0379370078740158,6.042685887708649,0,2,1,3,2,2,8.448507462686567,-0.325371,-0.27406755,1.0837039,261
51,1.0,3.0,0,2,1,3,2,2,5.0,-0.38672972,-0.2645816,1.1804687,417
100,1.28,6.84,0,2,1,3,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,878
31,1.0379370078740158,6.042685887708649,0,2,1,3,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,578
70,1.1,1.0,0,2,1,4,1,3,8.448507462686567,-0.30550152,-0.2841191,1.0521488,436
228,1.02,9.1,0,2,0,1,1,3,4.5,-0.38672972,-0.2645816,1.1804687,5876
18,1.18,1.87,0,2,1,1,2,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,268
2697,1.17,6.0,0,2,1,1,1,1,27.0,9.356278,-12.7154,-14.386324,10957
34,1.0379370078740158,6.042685887708649,0,2,1,1,2,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,847
155,1.18,6.042685887708649,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,8385
307,1.0379370078740158,6.042685887708649,0,2,1,3,2,1,8.448507462686567,0.09216466,-0.5202162,0.5236702,1596
310,1.12,14.7,0,2,0,1,1,1,4.0,-0.38672972,-0.2645816,1.1804687,5971
200,1.0,7.0,1,1,0,1,1,1,6.0,-0.38672972,-0.2645816,1.1804687,1935
474,1.0,7.0,1,1,0,1,1,1,5.0,0.50940794,-3.6297817,-1.331591,1644
215,1.0379370078740158,8.0,0,2,0,1,2,3,9.0,-0.38672972,-0.2645816,1.1804687,1946
124,1.0379370078740158,5.0,0,2,0,4,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2800
170,1.0,6.042685887708649,0,1,0,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2192
539,1.0379370078740158,6.0,0,1,0,2,1,2,5.0,1.1826668,-1.6652632,-1.188799,2409
455,1.0,20.0,1,1,0,2,2,2,6.0,-0.38672972,-0.2645816,1.1804687,10670
397,1.0379370078740158,6.042685887708649,0,1,1,3,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,4668
153,1.16,6.042685887708649,0,1,1,3,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2611
407,1.0379370078740158,1.9,0,1,1,2,1,3,8.448507462686567,1.0873882,-2.8901358,-1.7042984,1472
51,1.0379370078740158,6.042685887708649,0,1,1,1,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,385
61,1.18,1.81,0,1,1,1,2,3,8.448507462686567,-0.20652875,-0.3448133,0.9192542,353
116,1.0,5.0,0,1,1,1,2,3,2.0,-0.38672972,-0.2645816,1.1804687,1400
117,1.0379370078740158,6.042685887708649,0,1,1,3,2,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,3107
95,1.11,13.0,0,2,1,3,1,3,14.0,-0.38672972,-0.2645816,1.1804687,4220
36,1.18,2.73,0,2,1,3,2,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,734
156,1.0,4.0,0,2,1,3,2,3,8.448507462686567,-0.29267928,-0.29065266,1.0320733,901
299,1.11,17.0,1,2,1,3,2,3,8.0,-0.38672972,-0.2645816,1.1804687,8772
299,1.19,1.48,0,2,1,3,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1989
114,0.86,15.0,0,2,1,3,2,3,8.0,-0.38672972,-0.2645816,1.1804687,3583
99,1.0,2.0,1,2,1,3,2,3,1.0,0.076102175,-0.9277008,0.2496908,340
142,1.0,9.0,1,1,1,1,1,1,6.0,-0.38672972,-0.2645816,1.1804687,3090
27,1.0379370078740158,6.042685887708649,0,1,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,449
99,1.0,8.0,0,1,1,1,1,1,2.0,-0.38672972,-0.2645816,1.1804687,1200
409,1.01,4.0,0,2,1,1,1,1,2.0,-5.721272,-8.434399,-10.070545,554
32,0.73,6.0,0,2,1,1,1,1,4.0,-0.38672972,-0.2645816,1.1804687,1543
198,0.97,8.0,0,2,1,1,2,1,5.0,-0.38672972,-0.2645816,1.1804687,2151
7,1.0379370078740158,6.042685887708649,0,2,1,1,1,1,8.448507462686567,-0.5073292,-0.05101723,1.134537,94
118,1.0379370078740158,6.042685887708649,0,2,1,3,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,4485
7,1.19,2.53,0,2,1,3,1,1,8.448507462686567,-0.61606616,0.10380079,1.0991293,95
424,1.0379370078740158,6.9,1,2,1,4,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,6944
171,1.0,6.0,0,2,1,4,1,3,6.0,-0.38672972,-0.2645816,1.1804687,3920
135,1.06,4.0,0,2,1,4,2,3,6.0,-0.38672972,-0.2645816,1.1804687,1139
202,1.0379370078740158,6.042685887708649,0,2,1,3,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1846
198,1.0,4.0,1,2,1,3,1,3,3.0,-0.27322426,-0.30140027,1.0067087,1085
352,1.0,8.0,0,2,1,3,1,3,15.0,1.0000582,-1.7036914,-1.0373516,1500
465,1.0379370078740158,6.0,0,2,1,3,2,3,1.0,-2.6106586,-6.3969183,-1.5289105,1070
238,1.3,6.042685887708649,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1650
220,1.0,1.0,0,2,1,1,1,1,6.0,0.13230118,-0.5424989,0.47006455,1104
11,1.0379370078740158,8.81,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,200
19,1.0379370078740158,6.042685887708649,0,2,1,1,1,1,8.448507462686567,-0.29071677,-0.2917368,1.0295146,136
201,1.01,5.0,0,2,1,1,2,1,5.0,-0.38672972,-0.2645816,1.1804687,1520
107,1.0379370078740158,3.0,0,2,1,3,2,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,975
146,1.0379370078740158,8.3,1,2,0,1,1,1,2.0,-0.38672972,-0.2645816,1.1804687,2604
11,1.0379370078740158,0.1,0,2,0,1,1,1,8.448507462686567,-0.38019016,-0.25759283,1.1636531,145
30,1.0379370078740158,4.0,0,2,0,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,822
111,1.12,8.0,0,2,0,1,1,1,7.0,-0.38672972,-0.2645816,1.1804687,1982
34,1.0379370078740158,6.042685887708649,0,2,0,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1012
80,1.17,2.83,0,2,1,1,2,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2506
116,1.0379370078740158,3.8,0,2,1,3,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1512
16,1.0379370078740158,6.042685887708649,0,2,1,1,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,521
57,1.04,8.0,0,2,1,1,2,3,3.0,-0.38672972,-0.2645816,1.1804687,804
357,1.18,6.042685887708649,0,2,1,1,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,4350
39,1.0379370078740158,6.042685887708649,0,2,1,1,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,429
258,1.0,3.0,1,2,1,1,1,3,3.0,-0.13881591,-0.38781685,0.8325857,1381
1233,1.0,9.0,0,2,1,1,1,3,32.0,-0.38672972,-0.2645816,1.1804687,20041
322,1.08,3.0,0,2,1,2,2,2,5.0,-0.29850107,-3.1572676,-0.5215405,973
14,1.0379370078740158,0.9,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,179
173,1.0379370078740158,3.0,0,2,1,2,2,2,10.0,-0.38672972,-0.2645816,1.1804687,2890
204,1.01,5.0,0,2,1,4,2,3,8.448507462686567,-4.2160783,-4.7892523,-6.086331,246
426,1.0379370078740158,2.2,1,2,1,2,2,1,8.448507462686567,0.53096753,-0.7962449,-0.0594109,2110
295,1.11,15.0,0,2,1,2,2,1,8.0,-0.38672972,-0.2645816,1.1804687,4754
103,1.12,6.042685887708649,0,2,1,1,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,673
556,1.11,7.0,0,2,1,2,1,2,10.0,-0.38672972,-0.2645816,1.1804687,3793
17,1.0379370078740158,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,238
51,1.03,2.0,0,2,1,1,2,2,9.0,-0.38672972,-0.2645816,1.1804687,1636
583,1.0,4.0,0,2,1,1,2,2,4.0,-18.629879,-14.544706,-25.41273,476
578,1.0379370078740158,6.0,0,2,1,1,1,1,8.448507462686567,1.0115404,-4.3858376,-2.1685908,2022
14,1.0379370078740158,6.042685887708649,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2527
292,1.0,20.0,1,2,1,1,2,1,4.0,-0.38672972,-0.2645816,1.1804687,6680
142,1.0379370078740158,6.0,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,7527
1307,1.0379370078740158,5.0,0,2,1,2,1,2,8.448507462686567,1.2791289,-1.5313735,-0.9906728,6600
354,1.0,6.0,1,2,1,2,1,2,10.0,-0.38672972,-0.2645816,1.1804687,5863
500,0.93,13.0,0,2,1,4,2,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,4054
1444,1.0379370078740158,11.0,1,2,1,3,2,3,8.448507462686567,4.207738,-5.604666,-6.010872,6129
641,1.0,3.0,0,2,1,3,2,3,2.0,-20.935223,-16.014008,-28.344624,508
393,1.0,10.0,0,2,1,3,2,3,12.0,-0.38672972,-0.2645816,1.1804687,6660
7,0.95,6.042685887708649,0,2,1,3,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1818
445,1.0,8.0,1,1,1,1,1,1,8.0,-0.38672972,-0.2645816,1.1804687,8499
221,1.0,3.0,0,1,1,1,1,1,3.0,-0.5980866,-2.3483858,0.13367048,624
981,1.0379370078740158,6.0,0,1,1,3,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,25837
1606,1.0,7.0,0,1,1,3,1,3,32.0,-0.38672972,-0.2645816,1.1804687,17230
25,1.0,0.5,1,1,1,3,1,3,1.0,-0.21628055,-0.41019508,0.8163573,97
118,1.0,21.0,1,1,1,3,1,3,6.0,-0.38672972,-0.2645816,1.1804687,9021
56,1.0379370078740158,6.042685887708649,0,1,1,3,2,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,997
97,1.0379370078740158,6.042685887708649,0,1,1,1,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2450
295,1.19,6.042685887708649,0,1,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1775
65,1.0,6.042685887708649,0,1,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,618
51,0.95,6.042685887708649,0,1,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,727
158,1.01,2.0,0,2,1,4,2,3,8.448507462686567,0.07700843,-1.6299183,-0.3982962,476
80,1.09,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,4281
84,1.0379370078740158,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,899
33,1.0379370078740158,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,583
1433,1.0,5.0,1,2,1,1,1,2,13.0,-4.1241426,-15.3873,-2.9806736,3838
79,1.17,3.12,0,2,1,1,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1585
38,1.27,4.57,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,570
54,1.14,2.17,0,2,1,1,1,2,8.448507462686567,-0.1468566,-0.8499086,0.018324763,129
170,1.0,5.0,1,2,1,1,1,2,3.0,-0.38672972,-0.2645816,1.1804687,1148
355,1.03,10.0,0,2,1,2,2,2,20.0,-0.38672972,-0.2645816,1.1804687,10205
227,1.0379370078740158,6.0,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2700
3354,1.0,13.0,1,2,1,1,1,1,16.0,-0.38672972,-0.2645816,1.1804687,31632
338,1.0,8.0,0,2,1,1,1,1,10.0,-0.38672972,-0.2645816,1.1804687,10003
194,1.0,5.0,1,2,1,1,1,1,4.0,-0.38672972,-0.2645816,1.1804687,1953
51,1.0379370078740158,3.0,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,966
59,1.07,3.0,0,2,1,2,1,2,6.0,-0.38672972,-0.2645816,1.1804687,937
88,1.07,6.042685887708649,0,2,1,2,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,5242
1824,1.0,9.0,0,2,1,2,1,2,5.0,-12.631042,-32.825985,-19.496347,3210
293,1.0379370078740158,6.042685887708649,0,2,1,3,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,5856
55,1.0379370078740158,6.042685887708649,0,2,1,1,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,869
103,1.03,6.042685887708649,0,2,1,1,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1920
130,1.17,6.042685887708649,0,2,1,1,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1122
394,1.02,4.01,0,2,1,1,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2756
321,1.03,6.042685887708649,1,2,1,1,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2312
2929,1.0,15.0,1,2,1,1,2,2,12.0,-7.9639974,-30.408756,-5.4854803,7980
89,1.05,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,983
32,1.0379370078740158,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,781
20,1.0379370078740158,6.042685887708649,0,2,1,3,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,515
74,1.0379370078740158,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1293
39,1.0,2.0,0,2,1,1,1,2,3.0,-0.38672972,-0.2645816,1.1804687,823
9,1.0,7.0,0,2,1,1,1,2,8.448507462686567,-0.39665776,-0.26389036,1.1408873,2947
270,1.0,5.0,0,2,1,1,1,2,5.0,0.6641728,-1.4008452,-0.56744444,1120
63,1.12,5.26,0,2,1,1,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,865
670,0.97,17.2,0,2,0,1,1,2,20.0,-0.38672972,-0.2645816,1.1804687,20960
175,1.0,8.0,1,2,0,1,1,2,4.0,-0.38672972,-0.2645816,1.1804687,1115
343,1.07,6.042685887708649,0,2,0,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,8374
38,1.16,6.042685887708649,0,2,0,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,944
146,1.07,4.0,0,2,1,2,1,2,6.0,-0.38672972,-0.2645816,1.1804687,2458
222,1.0379370078740158,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1487
26,1.0,1.0,0,2,1,1,1,2,2.0,-0.3839444,-0.26314482,1.1808087,184
75,1.01,8.0,0,2,1,1,2,2,16.0,-0.38672972,-0.2645816,1.1804687,4430
335,1.0,3.0,0,2,1,1,1,2,2.0,-2.3298116,-5.4165473,-1.7111586,671
153,1.12,9.8,0,2,0,1,1,2,1.65,-0.38672972,-0.2645816,1.1804687,2807
102,1.0379370078740158,3.0,0,2,0,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2258
81,1.21,2.89,0,2,1,1,2,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,668
127,1.07,2.0,0,2,1,1,1,1,1.0,-0.26299345,-0.30705208,0.9933703,687
78,1.0,4.0,0,1,0,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1084
129,1.12,3.35,0,1,1,1,2,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1206
14,1.15,0.99,0,1,1,1,2,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,214
92,1.0379370078740158,6.042685887708649,0,1,1,3,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,930
266,1.0,4.0,0,1,1,3,1,1,1.0,-1.1132716,-3.0954146,-0.18729338,699
175,1.0,6.0,0,1,1,3,1,1,2.0,0.20861843,-1.2555043,-0.041365117,636
80,1.02,6.042685887708649,0,1,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,514
15,1.0379370078740158,6.042685887708649,0,1,1,3,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,210
134,1.0,8.0,1,2,1,3,2,2,1.0,-0.9842569,-2.2883556,-0.33343062,286
69,1.09,5.0,0,2,1,3,1,2,2.0,-0.118308134,-0.48193476,0.674204,304
81,1.09,7.0,0,2,1,3,1,2,2.0,-1.2449265,-1.7584481,-0.8981389,129
38,0.95,4.2,0,2,0,1,1,2,2.0,-0.38672972,-0.2645816,1.1804687,1206
459,1.0,5.0,0,2,0,1,1,2,5.0,-0.38672972,-0.2645816,1.1804687,2705
99,0.78,6.042685887708649,1,1,0,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1099
495,1.0,6.0,1,1,0,1,1,1,4.0,-0.7333388,-4.793094,-0.65398777,1486
120,1.0379370078740158,3.0,0,1,0,1,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,3080
192,1.0379370078740158,3.0,1,1,0,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,4386
9,1.01,0.33,0,1,1,1,1,1,8.448507462686567,-1.1868418,0.5182071,1.0761735,27
539,1.0379370078740158,4.7,1,1,1,3,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,5975
301,1.12,4.0,0,2,1,3,1,3,13.0,-0.38672972,-0.2645816,1.1804687,4581
118,1.0,8.0,1,2,1,3,1,3,6.0,-0.38672972,-0.2645816,1.1804687,3190
24,1.0379370078740158,2.6,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,480
28,1.0379370078740158,3.0,0,2,1,1,1,1,8.448507462686567,-2.544242,-0.40879807,0.12123588,21
89,0.92,2.96,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1477
57,1.0,6.042685887708649,0,1,0,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1179
1753,1.0379370078740158,3.0,0,1,0,4,1,3,18.0,5.4923286,-7.1772704,-7.9869986,7368
313,0.92,5.0,0,2,0,2,2,2,6.0,-0.38672972,-0.2645816,1.1804687,2963
208,1.0379370078740158,6.042685887708649,0,2,0,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1284
191,1.17,6.042685887708649,0,2,0,1,1,2,8.448507462686567,0.40552622,-1.0283588,-0.13850376,818
271,1.0379370078740158,6.042685887708649,0,2,0,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,3303
98,1.03,6.042685887708649,0,2,0,1,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1308
35,1.1,5.33,0,2,1,1,2,2,8.448507462686567,-0.32076067,-0.27639982,1.076382,241
695,1.0,11.0,0,2,1,1,2,2,6.0,-0.38672972,-0.2645816,1.1804687,9928
14,1.0379370078740158,6.042685887708649,0,2,1,3,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,434
71,0.85,1.0,1,2,1,4,2,2,8.448507462686567,-0.14063683,-1.097852,-0.3372117,164
70,1.0379370078740158,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,674
190,1.2,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2199
149,1.22,12.0,0,2,1,1,1,2,11.0,-0.38672972,-0.2645816,1.1804687,5495
169,1.0,6.0,1,2,1,1,2,2,2.0,0.014915504,-1.432008,0.06575075,580
1338,1.01,8.0,0,2,1,1,2,2,10.0,-6.7960234,-16.952793,-4.555316,3189
46,1.0379370078740158,2.4,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,640
89,1.03,9.0,0,2,1,1,1,1,7.0,-0.38672972,-0.2645816,1.1804687,2601
171,1.0379370078740158,6.042685887708649,0,2,1,3,2,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,3861
192,1.11,0.99,0,2,1,3,2,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1245
207,1.0379370078740158,3.0,0,2,1,3,2,3,2.0,0.5205322,-1.3584113,-0.40703902,798
18,1.0379370078740158,0.9,0,2,1,1,1,1,8.448507462686567,-0.2903862,-0.2867557,0.96734285,145
188,1.06,8.0,0,2,1,1,2,1,5.0,-0.38672972,-0.2645816,1.1804687,1136
468,1.0379370078740158,10.0,0,2,1,1,1,1,28.0,-0.38672972,-0.2645816,1.1804687,10498
372,1.0379370078740158,6.042685887708649,0,2,1,3,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,8604
224,1.0,6.0,1,2,1,3,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2444
77,1.3,6.042685887708649,0,2,1,1,1,1,8.448507462686567,0.050679795,-0.8957908,0.11001173,252
88,1.0379370078740158,6.0,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,805
1236,1.0379370078740158,16.9,1,2,1,4,2,3,8.448507462686567,-7.950293,-19.951004,-8.390742,2504
51,1.0379370078740158,6.042685887708649,0,2,1,3,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,412
644,1.04,6.0,0,2,1,2,2,2,16.0,-0.38672972,-0.2645816,1.1804687,6936
676,1.0,9.0,1,2,1,2,2,2,8.0,-0.38672972,-0.2645816,1.1804687,4731
9,1.0379370078740158,1.48,0,2,1,2,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,240
46,1.0379370078740158,6.042685887708649,0,2,1,3,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1389
39,1.0,1.38,0,2,1,3,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,564
3,1.02,2.73,0,2,1,3,1,2,8.448507462686567,-1.5666077,1.1229974,1.288628,28
143,1.0379370078740158,6.042685887708649,0,2,1,3,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1762
551,1.0,10.0,1,2,1,3,1,2,17.0,-0.38672972,-0.2645816,1.1804687,16380
38,1.0379370078740158,3.9,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,429
75,1.02,4.3,0,2,0,1,1,1,2.1,-0.38672972,-0.2645816,1.1804687,2130
1494,1.0379370078740158,20.0,0,2,0,1,2,1,27.0,-0.38672972,-0.2645816,1.1804687,20396
454,1.0,6.042685887708649,1,2,0,1,2,1,8.448507462686567,-15.896701,-12.086458,-21.00168,327
76,0.9,1.38,0,2,0,1,2,1,8.448507462686567,-3.9566832,-2.2373624,-3.2624052,37
413,1.0379370078740158,3.0,0,2,0,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2982
101,1.11,6.042685887708649,0,2,0,1,2,2,8.448507462686567,0.19358334,-0.89046466,0.13437894,398
72,0.85,4.0,1,2,0,2,2,2,2.0,-0.37519628,-0.2615321,1.1701347,417
508,1.0,14.0,0,2,0,2,2,2,6.0,0.8046376,-1.0961516,-0.50642276,2377
123,1.0,3.0,1,2,0,2,2,2,3.0,-0.4087497,-1.4769973,0.14969173,337
227,0.96,4.0,1,2,0,4,2,2,18.0,-0.38672972,-0.2645816,1.1804687,5532
59,1.12,2.0,0,2,0,2,1,2,8.448507462686567,-0.08337972,-0.4364284,0.72928,296
58,1.17,6.0,0,2,0,2,1,2,7.0,-0.38672972,-0.2645816,1.1804687,1668
134,1.0379370078740158,4.0,0,2,0,2,2,2,12.0,-0.38672972,-0.2645816,1.1804687,3899
