Dataset                      Metric                   metric valor    p    k
../datasets_2/kemerer.arff   RMSE                      73.3375        2    9
../datasets_2/kemerer.arff   R2 Score                   0.13221       2    9
../datasets_2/cocomo81.arff  MAE                     1321.85          1    3
../datasets_2/cocomo81.arff  Median Absolute Error    348.667         1    3
../datasets_2/cocomo81.arff  RMSE                    3044.23          1    3
../datasets_2/cocomo81.arff  R2 Score                   0.149294      1    3
../datasets_2/cocomo81.arff  MAE                     1322             2    3
../datasets_2/cocomo81.arff  Median Absolute Error    348.667         2    3
../datasets_2/cocomo81.arff  RMSE                    3044.23          2    3
../datasets_2/cocomo81.arff  R2 Score                   0.149294      2    3
../datasets_2/cocomo81.arff  MAE                     1306.06          1    4
../datasets_2/cocomo81.arff  Median Absolute Error    316             1    4
../datasets_2/cocomo81.arff  RMSE                    3069.85          1    4
../datasets_2/cocomo81.arff  R2 Score                   0.134913      1    4
../datasets_2/cocomo81.arff  MAE                     1308.06          2    4
../datasets_2/cocomo81.arff  Median Absolute Error    316             2    4
../datasets_2/cocomo81.arff  RMSE                    3069.88          2    4
../datasets_2/cocomo81.arff  R2 Score                   0.1349        2    4
../datasets_2/cocomo81.arff  MAE                     1337.42          1    5
../datasets_2/cocomo81.arff  Median Absolute Error    271.2           1    5
../datasets_2/cocomo81.arff  RMSE                    3163.03          1    5
../datasets_2/cocomo81.arff  R2 Score                   0.0816015     1    5
../datasets_2/cocomo81.arff  MAE                     1338.55          2    5
../datasets_2/cocomo81.arff  Median Absolute Error    271.2           2    5
../datasets_2/cocomo81.arff  RMSE                    3163.05          2    5
../datasets_2/cocomo81.arff  R2 Score                   0.0815917     2    5
../datasets_2/cocomo81.arff  MAE                     1346.78          1    6
../datasets_2/cocomo81.arff  Median Absolute Error    279.333         1    6
../datasets_2/cocomo81.arff  RMSE                    3195.67          1    6
../datasets_2/cocomo81.arff  R2 Score                   0.0625493     1    6
../datasets_2/cocomo81.arff  MAE                     1347.42          2    6
../datasets_2/cocomo81.arff  Median Absolute Error    279.333         2    6
../datasets_2/cocomo81.arff  RMSE                    3195.68          2    6
../datasets_2/cocomo81.arff  R2 Score                   0.0625454     2    6
../datasets_2/cocomo81.arff  MAE                     1313.93          1    7
../datasets_2/cocomo81.arff  Median Absolute Error    227.857         1    7
../datasets_2/cocomo81.arff  RMSE                    3147.74          1    7
../datasets_2/cocomo81.arff  R2 Score                   0.0904576     1    7
../datasets_2/cocomo81.arff  MAE                     1313.93          2    7
../datasets_2/cocomo81.arff  Median Absolute Error    227.857         2    7
../datasets_2/cocomo81.arff  RMSE                    3147.74          2    7
../datasets_2/cocomo81.arff  R2 Score                   0.0904576     2    7
../datasets_2/cocomo81.arff  MAE                     1328.09          1    8
../datasets_2/cocomo81.arff  Median Absolute Error    196.5           1    8
../datasets_2/cocomo81.arff  RMSE                    3199.86          1    8
../datasets_2/cocomo81.arff  R2 Score                   0.060091      1    8
../datasets_2/cocomo81.arff  MAE                     1328.52          2    8
../datasets_2/cocomo81.arff  Median Absolute Error    196.5           2    8
../datasets_2/cocomo81.arff  RMSE                    3199.86          2    8
../datasets_2/cocomo81.arff  R2 Score                   0.0600879     2    8
../datasets_2/cocomo81.arff  MAE                     1342.76          1    9
../datasets_2/cocomo81.arff  Median Absolute Error    197.222         1    9
../datasets_2/cocomo81.arff  RMSE                    3225.1           1    9
../datasets_2/cocomo81.arff  R2 Score                   0.0452059     1    9
../datasets_2/cocomo81.arff  MAE                     1342.76          2    9
../datasets_2/cocomo81.arff  Median Absolute Error    197.222         2    9
../datasets_2/cocomo81.arff  RMSE                    3225.1           2    9
../datasets_2/cocomo81.arff  R2 Score                   0.0452059     2    9
../datasets_2/china.arff     MAE                      378.583         1    3
../datasets_2/china.arff     Median Absolute Error    135.5           1    3
../datasets_2/china.arff     RMSE                     863.148         1    3
../datasets_2/china.arff     R2 Score                   0.979444      1    3
../datasets_2/china.arff     MAE                      372.21          2    3
../datasets_2/china.arff     Median Absolute Error    121             2    3
../datasets_2/china.arff     RMSE                     851.425         2    3
../datasets_2/china.arff     R2 Score                   0.979999      2    3
../datasets_2/china.arff     MAE                      396.217         1    4
../datasets_2/china.arff     Median Absolute Error    107.375         1    4
../datasets_2/china.arff     RMSE                     992.354         1    4
../datasets_2/china.arff     R2 Score                   0.97283       1    4
../datasets_2/china.arff     MAE                      354.647         2    4
../datasets_2/china.arff     Median Absolute Error    117.625         2    4
../datasets_2/china.arff     RMSE                     810.754         2    4
../datasets_2/china.arff     R2 Score                   0.981864      2    4
../datasets_2/china.arff     MAE                      352.126         1    5
../datasets_2/china.arff     Median Absolute Error    122.5           1    5
../datasets_2/china.arff     RMSE                     874.974         1    5
../datasets_2/china.arff     R2 Score                   0.978877      1    5
../datasets_2/china.arff     MAE                      365.924         2    5
../datasets_2/china.arff     Median Absolute Error    107.8           2    5
../datasets_2/china.arff     RMSE                     903.115         2    5
../datasets_2/china.arff     R2 Score                   0.977497      2    5
../datasets_2/china.arff     MAE                      341.075         1    6
../datasets_2/china.arff     Median Absolute Error    123.833         1    6
../datasets_2/china.arff     RMSE                     918.106         1    6
../datasets_2/china.arff     R2 Score                   0.976743      1    6
../datasets_2/china.arff     MAE                      358.248         2    6
../datasets_2/china.arff     Median Absolute Error    112.167         2    6
../datasets_2/china.arff     RMSE                     931.566         2    6
../datasets_2/china.arff     R2 Score                   0.976057      2    6
../datasets_2/china.arff     MAE                      322.363         1    7
../datasets_2/china.arff     Median Absolute Error    109.071         1    7
../datasets_2/china.arff     RMSE                     946.686         1    7
../datasets_2/china.arff     R2 Score                   0.975273      1    7
../datasets_2/china.arff     MAE                      326.393         2    7
../datasets_2/china.arff     Median Absolute Error    127.5           2    7
../datasets_2/china.arff     RMSE                     917.722         2    7
../datasets_2/china.arff     R2 Score                   0.976763      2    7
../datasets_2/china.arff     MAE                      349             1    8
../datasets_2/china.arff     Median Absolute Error    114.938         1    8
../datasets_2/china.arff     RMSE                     986.05          1    8
../datasets_2/china.arff     R2 Score                   0.973174      1    8
../datasets_2/china.arff     MAE                      320.499         2    8
../datasets_2/china.arff     Median Absolute Error    120.125         2    8
../datasets_2/china.arff     RMSE                     931.124         2    8
../datasets_2/china.arff     R2 Score                   0.976079      2    8
../datasets_2/china.arff     MAE                      362.982         1    9
../datasets_2/china.arff     Median Absolute Error    117.833         1    9
../datasets_2/china.arff     RMSE                    1004.31          1    9
../datasets_2/china.arff     R2 Score                   0.972171      1    9
../datasets_2/china.arff     MAE                      339.207         2    9
../datasets_2/china.arff     Median Absolute Error    117.889         2    9
../datasets_2/china.arff     RMSE                     972.536         2    9
../datasets_2/china.arff     R2 Score                   0.973904      2    9
../datasets_2/albrecht.arff  MAE                        5.05333       1    3
../datasets_2/albrecht.arff  Median Absolute Error      5.16667       1    3
../datasets_2/albrecht.arff  RMSE                       5.51974       1    3
../datasets_2/albrecht.arff  R2 Score                   0.0797969     1    3
../datasets_2/albrecht.arff  MAE                        3.63333       2    3
../datasets_2/albrecht.arff  Median Absolute Error      4.46667       2    3
../datasets_2/albrecht.arff  RMSE                       4.05087       2    3
../datasets_2/albrecht.arff  R2 Score                   0.504387      2    3
../datasets_2/albrecht.arff  MAE                        3.995         1    4
../datasets_2/albrecht.arff  Median Absolute Error      4.7           1    4
../datasets_2/albrecht.arff  RMSE                       4.29271       1    4
../datasets_2/albrecht.arff  R2 Score                   0.443443      1    4
../datasets_2/albrecht.arff  MAE                        3.995         2    4
../datasets_2/albrecht.arff  Median Absolute Error      4.7           2    4
../datasets_2/albrecht.arff  RMSE                       4.29271       2    4
../datasets_2/albrecht.arff  R2 Score                   0.443443      2    4
../datasets_2/albrecht.arff  MAE                        3.3           1    5
../datasets_2/albrecht.arff  Median Absolute Error      3             1    5
../datasets_2/albrecht.arff  RMSE                       3.58375       1    5
../datasets_2/albrecht.arff  R2 Score                   0.612098      1    5
../datasets_2/albrecht.arff  MAE                        3.3           2    5
../datasets_2/albrecht.arff  Median Absolute Error      3             2    5
../datasets_2/albrecht.arff  RMSE                       3.58375       2    5
../datasets_2/albrecht.arff  R2 Score                   0.612098      2    5
../datasets_2/albrecht.arff  MAE                        3.01333       1    6
../datasets_2/albrecht.arff  Median Absolute Error      2.45          1    6
../datasets_2/albrecht.arff  RMSE                       3.46941       1    6
../datasets_2/albrecht.arff  R2 Score                   0.636457      1    6
../datasets_2/albrecht.arff  MAE                        3.00333       2    6
../datasets_2/albrecht.arff  Median Absolute Error      2.45          2    6
../datasets_2/albrecht.arff  RMSE                       3.4626        2    6
../datasets_2/albrecht.arff  R2 Score                   0.637881      2    6
../datasets_2/albrecht.arff  MAE                        3.51143       1    7
../datasets_2/albrecht.arff  Median Absolute Error      3.08571       1    7
../datasets_2/albrecht.arff  RMSE                       3.9738        1    7
../datasets_2/albrecht.arff  R2 Score                   0.523067      1    7
../datasets_2/albrecht.arff  MAE                        2.99714       2    7
../datasets_2/albrecht.arff  Median Absolute Error      2.8           2    7
../datasets_2/albrecht.arff  RMSE                       3.53756       2    7
../datasets_2/albrecht.arff  R2 Score                   0.622033      2    7
../datasets_2/albrecht.arff  MAE                        4.915         1    8
../datasets_2/albrecht.arff  Median Absolute Error      3.7875        1    8
../datasets_2/albrecht.arff  RMSE                       5.43058       1    8
../datasets_2/albrecht.arff  R2 Score                   0.109284      1    8
../datasets_2/albrecht.arff  MAE                        4.915         2    8
../datasets_2/albrecht.arff  Median Absolute Error      3.7875        2    8
../datasets_2/albrecht.arff  RMSE                       5.43058       2    8
../datasets_2/albrecht.arff  R2 Score                   0.109284      2    8
../datasets_2/albrecht.arff  MAE                        4.42667       1    9
../datasets_2/albrecht.arff  Median Absolute Error      2.88889       1    9
../datasets_2/albrecht.arff  RMSE                       5.226         1    9
../datasets_2/albrecht.arff  R2 Score                   0.17513       1    9
../datasets_2/albrecht.arff  MAE                        4.42667       2    9
../datasets_2/albrecht.arff  Median Absolute Error      2.88889       2    9
../datasets_2/albrecht.arff  RMSE                       5.226         2    9
../datasets_2/albrecht.arff  R2 Score                   0.17513       2    9
../datasets_2/kemerer.arff   MAE                      103.622         1    3
../datasets_2/kemerer.arff   Median Absolute Error     85.7667        1    3
../datasets_2/kemerer.arff   RMSE                     117.272         1    3
../datasets_2/kemerer.arff   R2 Score                  -1.84007       1    3
../datasets_2/kemerer.arff   MAE                      103.622         2    3
../datasets_2/kemerer.arff   Median Absolute Error     85.7667        2    3
../datasets_2/kemerer.arff   RMSE                     117.272         2    3
../datasets_2/kemerer.arff   R2 Score                  -1.84007       2    3
../datasets_2/kemerer.arff   MAE                       67.775         1    4
../datasets_2/kemerer.arff   Median Absolute Error     60.075         1    4
../datasets_2/kemerer.arff   RMSE                      86.4806        1    4
../datasets_2/kemerer.arff   R2 Score                  -0.54446       1    4
../datasets_2/kemerer.arff   MAE                       68.6917        2    4
../datasets_2/kemerer.arff   Median Absolute Error     60.075         2    4
../datasets_2/kemerer.arff   RMSE                      86.5606        2    4
../datasets_2/kemerer.arff   R2 Score                  -0.547319      2    4
../datasets_2/kemerer.arff   MAE                       72.9933        1    5
../datasets_2/kemerer.arff   Median Absolute Error     88.08          1    5
../datasets_2/kemerer.arff   RMSE                      79.1077        1    5
../datasets_2/kemerer.arff   R2 Score                  -0.29234       1    5
../datasets_2/kemerer.arff   MAE                       72.9933        2    5
../datasets_2/kemerer.arff   Median Absolute Error     88.08          2    5
../datasets_2/kemerer.arff   RMSE                      79.1077        2    5
../datasets_2/kemerer.arff   R2 Score                  -0.29234       2    5
../datasets_2/kemerer.arff   MAE                      116.556         1    6
../datasets_2/kemerer.arff   Median Absolute Error     72.6667        1    6
../datasets_2/kemerer.arff   RMSE                     150.587         1    6
../datasets_2/kemerer.arff   R2 Score                  -3.6829        1    6
../datasets_2/kemerer.arff   MAE                      116.556         2    6
../datasets_2/kemerer.arff   Median Absolute Error     72.6667        2    6
../datasets_2/kemerer.arff   RMSE                     150.587         2    6
../datasets_2/kemerer.arff   R2 Score                  -3.6829        2    6
../datasets_2/kemerer.arff   MAE                      109.51          1    7
../datasets_2/kemerer.arff   Median Absolute Error     61.8714        1    7
../datasets_2/kemerer.arff   RMSE                     139.012         1    7
../datasets_2/kemerer.arff   R2 Score                  -2.99066       1    7
../datasets_2/kemerer.arff   MAE                      109.51          2    7
../datasets_2/kemerer.arff   Median Absolute Error     61.8714        2    7
../datasets_2/kemerer.arff   RMSE                     139.012         2    7
../datasets_2/kemerer.arff   R2 Score                  -2.99066       2    7
../datasets_2/kemerer.arff   MAE                      103.759         1    8
../datasets_2/kemerer.arff   Median Absolute Error     52.85          1    8
../datasets_2/kemerer.arff   RMSE                     126.523         1    8
../datasets_2/kemerer.arff   R2 Score                  -2.30581       1    8
../datasets_2/kemerer.arff   MAE                      103.759         2    8
../datasets_2/kemerer.arff   Median Absolute Error     52.85          2    8
../datasets_2/kemerer.arff   RMSE                     126.523         2    8
../datasets_2/kemerer.arff   R2 Score                  -2.30581       2    8
../datasets_2/kemerer.arff   MAE                      106.26          1    9
../datasets_2/kemerer.arff   Median Absolute Error     74.1778        1    9
../datasets_2/kemerer.arff   RMSE                     118.274         1    9
../datasets_2/kemerer.arff   R2 Score                  -1.88879       1    9
../datasets_2/kemerer.arff   MAE                      106.26          2    9
../datasets_2/kemerer.arff   Median Absolute Error     74.1778        2    9
../datasets_2/kemerer.arff   RMSE                     118.274         2    9
../datasets_2/kemerer.arff   R2 Score                  -1.88879       2    9
../datasets_2/cocomo81.arff  MAE                      299.974         1    3
../datasets_2/cocomo81.arff  Median Absolute Error     67.6667        1    3
../datasets_2/cocomo81.arff  RMSE                     552.972         1    3
../datasets_2/cocomo81.arff  R2 Score                   0.00315704    1    3
../datasets_2/cocomo81.arff  MAE                      299.974         2    3
../datasets_2/cocomo81.arff  Median Absolute Error     67.6667        2    3
../datasets_2/cocomo81.arff  RMSE                     552.972         2    3
../datasets_2/cocomo81.arff  R2 Score                   0.00315704    2    3
../datasets_2/cocomo81.arff  MAE                      286.615         1    4
../datasets_2/cocomo81.arff  Median Absolute Error     57.25          1    4
../datasets_2/cocomo81.arff  RMSE                     542.776         1    4
../datasets_2/cocomo81.arff  R2 Score                   0.0395804     1    4
../datasets_2/cocomo81.arff  MAE                      286.615         2    4
../datasets_2/cocomo81.arff  Median Absolute Error     57.25          2    4
../datasets_2/cocomo81.arff  RMSE                     542.776         2    4
../datasets_2/cocomo81.arff  R2 Score                   0.0395804     2    4
../datasets_2/cocomo81.arff  MAE                      288.923         1    5
../datasets_2/cocomo81.arff  Median Absolute Error    110.6           1    5
../datasets_2/cocomo81.arff  RMSE                     538.537         1    5
../datasets_2/cocomo81.arff  R2 Score                   0.0545228     1    5
../datasets_2/cocomo81.arff  MAE                      288.154         2    5
../datasets_2/cocomo81.arff  Median Absolute Error    110.6           2    5
../datasets_2/cocomo81.arff  RMSE                     538.501         2    5
../datasets_2/cocomo81.arff  R2 Score                   0.0546482     2    5
../datasets_2/cocomo81.arff  MAE                      270.423         1    6
../datasets_2/cocomo81.arff  Median Absolute Error     71.1667        1    6
../datasets_2/cocomo81.arff  RMSE                     507.795         1    6
../datasets_2/cocomo81.arff  R2 Score                   0.159387      1    6
../datasets_2/cocomo81.arff  MAE                      274.885         2    6
../datasets_2/cocomo81.arff  Median Absolute Error     71.1667        2    6
../datasets_2/cocomo81.arff  RMSE                     507.965         2    6
../datasets_2/cocomo81.arff  R2 Score                   0.158823      2    6
../datasets_2/cocomo81.arff  MAE                      273.868         1    7
../datasets_2/cocomo81.arff  Median Absolute Error     62.4286        1    7
../datasets_2/cocomo81.arff  RMSE                     519.565         1    7
../datasets_2/cocomo81.arff  R2 Score                   0.119967      1    7
../datasets_2/cocomo81.arff  MAE                      273.868         2    7
../datasets_2/cocomo81.arff  Median Absolute Error     62.4286        2    7
../datasets_2/cocomo81.arff  RMSE                     519.565         2    7
../datasets_2/cocomo81.arff  R2 Score                   0.119967      2    7
../datasets_2/cocomo81.arff  MAE                      286.894         1    8
../datasets_2/cocomo81.arff  Median Absolute Error     85.875         1    8
../datasets_2/cocomo81.arff  RMSE                     536.057         1    8
../datasets_2/cocomo81.arff  R2 Score                   0.0632126     1    8
../datasets_2/cocomo81.arff  MAE                      286.894         2    8
../datasets_2/cocomo81.arff  Median Absolute Error     85.875         2    8
../datasets_2/cocomo81.arff  RMSE                     536.057         2    8
../datasets_2/cocomo81.arff  R2 Score                   0.0632126     2    8
../datasets_2/cocomo81.arff  MAE                      282.65          1    9
../datasets_2/cocomo81.arff  Median Absolute Error     82.5556        1    9
../datasets_2/cocomo81.arff  RMSE                     534.222         1    9
../datasets_2/cocomo81.arff  R2 Score                   0.0696142     1    9
../datasets_2/cocomo81.arff  MAE                      291.026         2    9
../datasets_2/cocomo81.arff  Median Absolute Error     82.5556        2    9
../datasets_2/cocomo81.arff  RMSE                     538.01          2    9
../datasets_2/cocomo81.arff  R2 Score                   0.0563738     2    9
../datasets_2/china.arff     MAE                      375.65          1    3
../datasets_2/china.arff     Median Absolute Error     76.8333        1    3
../datasets_2/china.arff     RMSE                    1502.53          1    3
../datasets_2/china.arff     R2 Score                   0.94448       1    3
../datasets_2/china.arff     MAE                      369.373         2    3
../datasets_2/china.arff     Median Absolute Error     84             2    3
../datasets_2/china.arff     RMSE                    1491.85          2    3
../datasets_2/china.arff     R2 Score                   0.945267      2    3
../datasets_2/china.arff     MAE                      396.783         1    4
../datasets_2/china.arff     Median Absolute Error     86.375         1    4
../datasets_2/china.arff     RMSE                    1651.59          1    4
../datasets_2/china.arff     R2 Score                   0.932919      1    4
../datasets_2/china.arff     MAE                      376.345         2    4
../datasets_2/china.arff     Median Absolute Error    105             2    4
../datasets_2/china.arff     RMSE                    1634.05          2    4
../datasets_2/china.arff     R2 Score                   0.934336      2    4
../datasets_2/china.arff     MAE                      392.394         1    5
../datasets_2/china.arff     Median Absolute Error    108.3           1    5
../datasets_2/china.arff     RMSE                    1751.27          1    5
../datasets_2/china.arff     R2 Score                   0.924576      1    5
../datasets_2/china.arff     MAE                      370.844         2    5
../datasets_2/china.arff     Median Absolute Error    110.5           2    5
../datasets_2/china.arff     RMSE                    1686.49          2    5
../datasets_2/china.arff     R2 Score                   0.930054      2    5
../datasets_2/china.arff     MAE                      402.248         1    6
../datasets_2/china.arff     Median Absolute Error    109.917         1    6
../datasets_2/china.arff     RMSE                    1783.09          1    6
../datasets_2/china.arff     R2 Score                   0.921811      1    6
../datasets_2/china.arff     MAE                      389.433         2    6
../datasets_2/china.arff     Median Absolute Error    111.5           2    6
../datasets_2/china.arff     RMSE                    1778.44          2    6
../datasets_2/china.arff     R2 Score                   0.922218      2    6
../datasets_2/china.arff     MAE                      396.696         1    7
../datasets_2/china.arff     Median Absolute Error    103.571         1    7
../datasets_2/china.arff     RMSE                    1844.29          1    7
../datasets_2/china.arff     R2 Score                   0.916352      1    7
../datasets_2/china.arff     MAE                      399.247         2    7
../datasets_2/china.arff     Median Absolute Error    106.786         2    7
../datasets_2/china.arff     RMSE                    1845.57          2    7
../datasets_2/china.arff     R2 Score                   0.916236      2    7
../datasets_2/china.arff     MAE                      400.748         1    8
../datasets_2/china.arff     Median Absolute Error    107.688         1    8
../datasets_2/china.arff     RMSE                    1969.86          1    8
../datasets_2/china.arff     R2 Score                   0.904573      1    8
../datasets_2/china.arff     MAE                      396.12          2    8
../datasets_2/china.arff     Median Absolute Error    103.125         2    8
../datasets_2/china.arff     RMSE                    1972.59          2    8
../datasets_2/china.arff     R2 Score                   0.904308      2    8
../datasets_2/china.arff     MAE                      417.436         1    9
../datasets_2/china.arff     Median Absolute Error    112.722         1    9
../datasets_2/china.arff     RMSE                    2082.73          1    9
../datasets_2/china.arff     R2 Score                   0.893324      1    9
../datasets_2/china.arff     MAE                      415.766         2    9
../datasets_2/china.arff     Median Absolute Error    116.556         2    9
../datasets_2/china.arff     RMSE                    2045.48          2    9
../datasets_2/china.arff     R2 Score                   0.897106      2    9
../datasets_2/albrecht.arff  MAE                        6.48667       1    3
../datasets_2/albrecht.arff  Median Absolute Error      4.23333       1    3
../datasets_2/albrecht.arff  RMSE                       9.78192       1    3
../datasets_2/albrecht.arff  R2 Score                   0.766926      1    3
../datasets_2/albrecht.arff  MAE                        6.58          2    3
../datasets_2/albrecht.arff  Median Absolute Error      4.23333       2    3
../datasets_2/albrecht.arff  RMSE                       9.78701       2    3
../datasets_2/albrecht.arff  R2 Score                   0.766684      2    3
../datasets_2/albrecht.arff  MAE                        2.92          1    4
../datasets_2/albrecht.arff  Median Absolute Error      3.225         1    4
../datasets_2/albrecht.arff  RMSE                       3.33245       1    4
../datasets_2/albrecht.arff  R2 Score                   0.97295       1    4
../datasets_2/albrecht.arff  MAE                        2.92          2    4
../datasets_2/albrecht.arff  Median Absolute Error      3.225         2    4
../datasets_2/albrecht.arff  RMSE                       3.33245       2    4
../datasets_2/albrecht.arff  R2 Score                   0.97295       2    4
../datasets_2/albrecht.arff  MAE                        2.568         1    5
../datasets_2/albrecht.arff  Median Absolute Error      2.36          1    5
