rely,data,time,stor,turn,acap,pcap,vexp,lexp,modp,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_aexp_data,actual
0.2,0.0,0.0,0.1071428571428572,0.4642857142857144,0.2,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.4285714285714286,0.0505391892127314,0.0,0.0,0.0054149131299355,0.0,0.0036071300058802
0.3846153846153847,0.272727272727273,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0113412658316057,0.0021717317549883,0.0030930724995288,0.0,0.0522243713733076,0.00053536479406
0.3846153846153847,0.272727272727273,0.0,0.0,0.4642857142857144,0.0,0.0,0.3225806451612903,0.0,0.2142857142857144,0.0036758941481855,0.0,0.0010025165858687,0.0,0.0,0.0001843059127092
0.3846153846153847,0.0,0.0,0.0,0.0,0.2,0.6527777777777778,0.3225806451612903,0.2631578947368424,0.666666666666667,0.0008884862633055,0.0,0.0,0.0,0.0,0.0001843059127092
0.2,0.0,0.0,0.0,0.0,0.3866666666666667,0.0,0.0,0.0,0.2142857142857144,0.002891935680563,0.0,0.0,0.0,0.0,8.776472033771834e-06
0.2,0.454545454545455,0.0,0.1071428571428572,0.7142857142857147,0.2,0.3194444444444446,0.0,0.0,0.3095238095238095,0.0379087472343687,0.0145182436216731,0.0172312487428948,0.0040616514893966,0.1740812379110253,0.0034316005652047
0.3846153846153847,0.454545454545455,0.0,0.3749999999999999,0.7142857142857147,0.2,0.4166666666666667,0.0,0.0,0.4285714285714286,0.0231877493423459,0.0088804146417494,0.0105398860647026,0.0086954060033797,0.1740812379110253,0.0067666599380381
0.2,0.454545454545455,0.090909090909091,0.3749999999999999,0.7142857142857147,0.3866666666666667,0.4166666666666667,0.0,0.0,0.666666666666667,0.0249298792703959,0.0095476133375984,0.0113317633047254,0.0093487047263984,0.1740812379110253,0.0071177188193889
0.2,0.454545454545455,0.0,0.1071428571428572,0.7142857142857147,0.3866666666666667,0.4166666666666667,0.0,0.0,0.4285714285714286,0.028762565112106,0.0110154504684661,0.0130738932327754,0.0030817034048685,0.1740812379110253,0.0087852485058056
0.2,0.454545454545455,0.0,0.1071428571428572,0.7142857142857147,0.3866666666666667,0.2222222222222222,0.0,0.0,0.4285714285714286,0.0618630337450567,0.0236922256895961,0.0281195607932076,0.0066281821869703,0.1740812379110253,0.01054054291256
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645161290322581,0.6315789473684218,0.666666666666667,0.0183097855438058,0.0,0.0,0.0,0.0,0.0026417180821653
0.2,0.0,0.0,0.0,0.4642857142857144,0.64,0.6527777777777778,0.0,0.0,0.666666666666667,0.4024494346788383,0.0770647853640329,0.0,0.0,0.0,0.1111189124195855
0.3846153846153847,0.272727272727273,0.0,0.0,0.0,0.0,0.0,0.645161290322581,0.2631578947368424,0.0,0.077542203097507,0.0296970139522367,0.0211478735720473,0.0,0.1044487427466152,0.0131734845226915
0.6153846153846153,0.272727272727273,0.4545454545454546,0.3749999999999999,0.0,0.2,0.2222222222222222,0.645161290322581,0.2631578947368424,0.4285714285714286,0.0191808505078308,0.0073458576412969,0.0052311410475902,0.0071928189404365,0.1044487427466152,0.0149287789294459
0.2,0.272727272727273,0.0,0.0,1.0,0.64,1.0,0.3225806451612903,0.0,1.0,0.0069859410114806,0.0026754667703542,0.0019052566394947,0.0,0.1044487427466152,0.0101894840312091
0.2,0.0,0.0,0.1071428571428572,0.4642857142857144,0.3866666666666667,0.4166666666666667,0.645161290322581,0.6315789473684218,1.0,0.0054180240762356,0.0020749879440902,0.0,0.0005805025795966,0.0,0.0030805416838539
0.2,0.0,0.1666666666666668,0.3749999999999999,0.4642857142857144,0.0,0.0,0.645161290322581,0.6315789473684218,0.4285714285714286,0.002891935680563,0.0011075498351092,0.0,0.0010844758802111,0.0,0.0007108942347355
0.3846153846153847,0.0,0.0,0.1071428571428572,0.0,0.3866666666666667,0.4166666666666667,0.3225806451612903,0.0,0.2142857142857144,0.0021079772129405,0.0,0.0,0.0002258547013864,0.0,0.0012374825567618
0.2,0.0,0.0,0.0,0.0,0.2,0.6527777777777778,0.0,0.0,0.666666666666667,0.003763000644588,0.0,0.0,0.0,0.0,0.0010619531160863
0.6153846153846153,0.0,0.4545454545454546,0.3749999999999999,0.4642857142857144,0.2,0.4166666666666667,0.645161290322581,0.6315789473684218,0.666666666666667,0.0217940453999059,0.0041733278425351,0.0,0.0081727670249647,0.0,0.0835607902335419
0.3846153846153847,0.0,0.1666666666666668,0.3749999999999999,0.4642857142857144,0.3866666666666667,0.4166666666666667,0.645161290322581,0.6315789473684218,0.666666666666667,0.0130833957596557,0.0050106622058255,0.0,0.0049062734098708,0.0,0.0202824268700467
1.0,0.0,1.0,0.3749999999999999,0.4642857142857144,0.0,0.0,0.0,0.0,0.2142857142857144,0.0200519154718558,0.0,0.0,0.0075194683019459,0.0,0.0108916017939108
0.3846153846153847,0.0,0.090909090909091,0.1071428571428572,0.0,0.3866666666666667,0.4166666666666667,0.3225806451612903,0.2631578947368424,0.2142857142857144,0.0183097855438058,0.0070122582933724,0.0,0.0019617627368363,0.0,0.0056257185736477
0.6153846153846153,0.0,0.1666666666666668,0.1071428571428572,0.4642857142857144,0.2,0.2222222222222222,0.645161290322581,0.6315789473684218,0.666666666666667,0.004111426630198,0.0027117920326837,0.0,0.0004405099960926,0.0,0.0044847772092574
0.3846153846153847,0.0,0.0,0.0,0.0,0.2,0.2222222222222222,0.0,0.2631578947368424,0.0,0.0226651103639309,0.0086802550329948,0.0,0.0,0.0,0.0038704241668933
0.2,0.0,0.1666666666666668,0.3749999999999999,0.4642857142857144,0.0933333333333334,0.0,1.0,1.0,0.2142857142857144,0.0062019825438581,0.0,0.0,0.0023257434539467,0.0,0.0028172475228407
0.3846153846153847,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.0,0.0069859410114806,0.0,0.0,0.0,0.0,0.0007986589550732
