size_D,duration_D,app,dba,ifc,telonuse,t01,t02,t03,t05,t06,t07,t08,t10,t11,t12,t13,t14,effort_D
0.39617565,0.21574202,0.15297022470297753,0.19401562,0.3880984888098489,0.7889612,0.32774356,0.49144822,0.18505586149441383,0.6606805696408342,0.6531704391902264,0.291255059125506,0.16212095,0.8907592,0.7472731,0.50730056,0.4132383747943025,0.4720974,0.35149428
0.1615881,0.13537076,0.03891031010896899,0.08413416,0.09714583571458359,0.63603926,0.07591733,0.28102368,0.14777646522235346,0.17772944066376645,0.33932068035924084,0.08416262841626283,0.062281862,0.7219426,0.11265688,0.24346215,0.08953875537232532,0.10010189,0.22278522
0.15127012,0.14813927,0.10433283956671605,0.110244215,0.2356075035607504,0.66611606,0.24735442,0.4385386,0.2626426237357376,0.3162157689729462,0.45922812755368764,0.21126186112618614,0.14447095,0.74903846,0.21370585,0.4431883,0.33847852030871123,0.22660929,0.1857561
0.15841526,0.14320743,0.04893545310645469,0.05474639,0.08335093833509384,0.62138915,0.13862327,0.2784741,0.2105842289415771,0.19523616171416971,0.3102564386153863,0.09254569925456993,0.089445755,0.6914166,0.10301502,0.26282054,0.10960299657617979,0.10125822,0.23204127
0.13141605,0.11219317,0.032862078713792126,0.08229214,0.005495369949536995,0.6133708,0.006045401,0.1635654,0.10187579981242001,0.057948323476899405,0.2495640849738451,0.034441863444186344,0.04864253,0.70784867,0.017286792,0.17205423,0.01695615101736906,0.067488134,0.22327304
0.38332626,0.3284526,0.22781073721892625,0.21837449,0.296628589662859,0.48581135,0.24545154,0.24590415,0.2713154728684527,0.37440397246423834,0.2483282948996977,0.18815915881591588,0.24127086,0.4743795,0.3102932,0.16703713,0.24447919466875168,0.40170592,0.4349521
0.050425664,0.059253,0.11114022488597751,0.13169014,0.18173311817331184,0.72184587,0.26350352,0.5533982,0.3478201652179835,0.2210021732601304,0.4900526094031566,0.23382406338240636,0.117838785,0.7623932,0.15436529,0.48640788,0.4127109847626591,0.2411223,0.05099982
0.18735139,0.13824868,0.02430118356988164,0.07137078,0.07846937384693739,0.65451145,0.09764233,0.2349574,0.1405969159403084,0.1917148915028935,0.3244105194646312,0.07217556721755672,0.06205906,0.70913637,0.15166156,0.24722642,0.06787968407278104,0.11561191,0.24911365
0.48107272,0.37563503,0.3553113644688635,0.32789493,0.5268713526871354,0.5041348,0.45610592,0.5147584,0.4612381938761806,0.5923835355430122,0.4477219868633192,0.3659966665996667,0.39113772,0.53071415,0.6070444,0.36788613,0.4617745577064735,0.7511716,0.5174892
0.15629393,0.13683188,0.0704406879559312,0.08342898,0.09117139311713932,0.62992567,0.08506003,0.2179926,0.13273443672655633,0.21114464266867858,0.3204981192298872,0.10266227526622754,0.0974666,0.7768984,0.12052347,0.2861039,0.1604656696279402,0.14606744,0.2543086
0.1419014,0.13608792,0.04324055767594423,0.0780825,0.11286906528690653,0.64018416,0.102369994,0.24378645,0.1734570426542957,0.18182428090945688,0.3254673195280392,0.08203364220336422,0.08176507,0.73026675,0.10174529,0.28574705,0.12103194726191685,0.09681457,0.21919587
0.20909378,0.20227793,0.13599750640024935,0.06785351,0.14317999431799946,0.5603155,0.17001352,0.30281937,0.2343455665654433,0.20502533230151995,0.283088816985329,0.18301759830175984,0.16875051,0.6250178,0.16478504,0.21752751,0.21091945265516718,0.16755146,0.24731195
0.25784856,0.13915154,0.04417518858248114,0.11821371,0.2396945939694594,0.7455649,0.2485471,0.37652427,0.17307670269232972,0.43644609618676583,0.5091085305465118,0.14676956467695648,0.08358,0.8160322,0.42190182,0.42988098,0.21149076268944578,0.24074584,0.28590238
0.42128876,0.3326012,0.2760361123963887,0.18263406,0.34656757465675747,0.4620211,0.28596428,0.3177901,0.30121326987867303,0.40103354406201264,0.2612068856724131,0.24674427467442747,0.27164567,0.45040458,0.3388782,0.21159601,0.26725287603517256,0.4603268,0.4527126
0.16451809,0.1714426,0.061833539816646015,0.08025724,0.09384251938425195,0.5827669,0.08096501,0.22046512,0.17583237241676275,0.1395403783724227,0.26079149564748977,0.08135027813502782,0.1024939,0.64936846,0.077392355,0.17044026,0.07434756046085363,0.09519714,0.24527514
0.31245527,0.15690894,0.08244500175549982,0.16876286,0.3272863027286303,0.7868397,0.28006932,0.522548,0.1908393609160639,0.5452011327120679,0.6337123880227433,0.2388766338876634,0.08478989,0.83599085,0.5275528,0.5127602,0.32823808969428536,0.3261423,0.28808516
0.27554953,0.2548723,0.19540691045930894,0.09020263,0.22190642219064224,0.48898673,0.21459219,0.31075835,0.29897357010264297,0.22857244371434662,0.21894699313681962,0.20408576040857604,0.21511365,0.49987322,0.16915713,0.20506829,0.16650850999051062,0.19698042,0.314344
0.18170005,0.12767701,0.06347651365234863,0.06341159,0.18354694835469484,0.6897487,0.22847757,0.4097461,0.20850623914937608,0.3321390399283424,0.4533397872003872,0.1799279379927938,0.09748666,0.75387836,0.25514638,0.41426963,0.23749651424979087,0.21255332,0.21011026
0.20619032,0.15809736,0.08464796153520385,0.03723997,0.14451299445129948,0.6253587,0.17156813,0.34051526,0.202273679772632,0.25942219556533175,0.35424132125447927,0.15375081537508153,0.099765524,0.6613478,0.18157278,0.28961003,0.19685693181141592,0.1596989,0.23836967
0.17185086,0.10052258,0.04220686577931342,0.054184675,0.13649503364950336,0.6892368,0.18958357,0.34443146,0.1923059307694069,0.26037009562220575,0.39816452388987145,0.11644627164462716,0.0750014,0.7352076,0.20526184,0.36070454,0.1935719916143195,0.21056145,0.20451374
0.8038798,0.79422307,0.8518793148120685,0.92531526,1.0,0.14229113,1.0,0.6653035,1.0,0.9026473541588413,0.3620302217218133,0.8719577471957747,0.913306,0.13566402,0.9544476,0.3555047,0.8738115924286957,1.0,0.7996993
0.14041787,0.13673732,0.06501776849822315,0.04945278,0.1192377619237762,0.62625647,0.12405214,0.27210253,0.18527473147252682,0.18698336121900166,0.335187400111244,0.11313415731341574,0.096804515,0.719002,0.099625245,0.2909773,0.15993750959625058,0.12568796,0.20670584
0.17688978,0.20180261,0.12354469764553024,0.11970818,0.2509230250923025,0.5763121,0.24090329,0.45315439,0.3685508931449107,0.259863515591811,0.37628319257699155,0.17548678754867875,0.1722079,0.6057201,0.1324607,0.3323635,0.23044724382683465,0.178989,0.21497464
0.29093745,0.14775945,0.10050383994961601,0.23117071,0.33065599306559934,0.7775279,0.3594139,0.63632506,0.3205195079480492,0.561351133681068,0.6475523388531403,0.29091442909144294,0.13474955,0.79835093,0.47802836,0.5851122,0.39954252397255147,0.3513124,0.2325905
0.16352005,0.0594721,0.0404688529531147,0.11285454,0.20582538058253808,0.7777581,0.25082758,0.4495681,0.2312398068760193,0.34682132080927924,0.5556912333414741,0.197528469752847,0.09494133,0.85292363,0.31193787,0.5192717,0.3575895014553701,0.26153874,0.14628357
0.17167443,0.10483861,0.05426497257350274,0.028404057,0.17180941718094173,0.68690026,0.23269549,0.36973184,0.21909457809054217,0.269395416163725,0.4168880850132851,0.1409206240920624,0.1066183,0.7293829,0.2277583,0.40045667,0.20847113250826796,0.19656944,0.16950656
0.17242628,0.099129155,0.06817574318242567,0.038820922,0.10720576072057608,0.65500003,0.10017261,0.26749736,0.10010729998927,0.18570984114259045,0.34115262046915723,0.12742804274280428,0.069270775,0.7182542,0.1632651,0.2957061,0.18431188105871285,0.28249365,0.23126435
0.19010362,0.10164986,0.03489531251046875,0.1782437,0.17060719706071972,0.7307649,0.15320542,0.4185744,0.14611791538820845,0.274621516477291,0.48152717889163077,0.15378920537892055,0.060124412,0.7529638,0.23171477,0.38175756,0.2203728732223724,0.19876951,0.14813766
0.19973305,0.16420236,0.09377662062233794,0.039608955,0.09275437327543734,0.56391513,0.07855758,0.17692697,0.12223793777620622,0.12512994750779685,0.21678546300712778,0.09762687476268747,0.10369025,0.6249624,0.07541712,0.15336946,0.059582713574962816,0.14856362,0.26942143
0.08620403,0.061206043,0.012464804753519524,0.08169031,0.02690297669029767,0.67381155,0.03912258,0.27352226,0.13747452625254739,0.044988217699293065,0.3346722900803374,0.036212000621200065,0.029039457,0.7193321,0.035210922,0.26033074,0.09261179555670773,0.05336088,0.13043553
0.3275799,0.081480876,0.0896709910329009,0.24984157,0.3776844777684478,0.9177027,0.43250737,0.68297654,0.30588149941185006,0.6497211389832684,0.8135034888102093,0.3105667810566781,0.10135646,0.9521867,0.7030317,0.7710898,0.534344882060693,0.40741062,0.21720697
0.10683639,0.060756,0.02596382540361746,0.0305807,0.05486113548611355,0.6886903,0.108160764,0.23223114,0.1420407457959254,0.12609437756566266,0.34787395087243705,0.09336096933609694,0.0566902,0.75481033,0.10607444,0.3079806,0.1651336099080166,0.09179431,0.13896774
0.49416056,0.5098629,0.508843489115651,0.46943045,0.5123256912325692,0.30518362,0.5663805,0.45152575,0.607406679259332,0.4725947083556825,0.17918685075121105,0.5092695509269551,0.5300596,0.27699038,0.4403206,0.23120582,0.4451888467113308,0.3914079,0.49222404
0.24380568,0.06691668,0.08662659533734046,0.23289478,0.3619238161923816,0.8786447,0.45470235,0.7409573,0.38703596129640383,0.6049183962951038,0.7718816863129012,0.3149761614976162,0.13603757,0.9167833,0.5735982,0.77164745,0.5790481347428881,0.39005595,0.14668752
0.20835686,0.23786831,0.1517676148232385,0.083601415,0.12155566815556682,0.5144135,0.14177176,0.16656929,0.19850618014938196,0.1572910294374618,0.15832593949955637,0.17627732762773277,0.16469096,0.5369649,0.10345487,0.1249727,0.12524313751458827,0.061749518,0.27500015
0.19497517,0.1418034,0.0803601519639848,0.040189743,0.05219173921917392,0.58743316,0.045455188,0.17775106,0.08294614170538582,0.12449503746970225,0.23104393386263605,0.08958611895861189,0.07183106,0.6687048,0.07294898,0.17484903,0.06851232411073944,0.17351073,0.27826238
0.25663865,0.1402495,0.03323132967686703,0.09733093,0.18382357838235786,0.74855006,0.16472277,0.32143247,0.08482089151791085,0.3680642420838545,0.44512125670727537,0.12005098200509821,0.028866366,0.82925195,0.36228144,0.38724816,0.1579660894779654,0.14764589,0.28604096
0.13494168,0.13634777,0.07687402231259775,0.056320906,0.05357644535764454,0.6002151,0.07381782,0.19003314,0.13818521618147836,0.11487723089263385,0.2503526350211581,0.11534799153479916,0.08997895,0.6830616,0.05502574,0.19003654,0.12316227738973665,0.06794745,0.21053664
0.22745168,0.21289024,0.1102993529700647,0.06696862,0.14014814401481443,0.56616116,0.12111053,0.21334076,0.17731021226897878,0.22582061354923683,0.2476474948588497,0.11126349512634952,0.12815355,0.6092089,0.15152992,0.17872006,0.16474986988499218,0.19588697,0.30983865
0.23975778,0.14725912,0.04968691903130809,0.086351216,0.21374356137435616,0.7126431,0.18639949,0.38537854,0.15813423418657657,0.36838706210322375,0.4718900583134035,0.14297751429775143,0.07017182,0.7677065,0.32843488,0.3712378,0.1881039212862353,0.19740301,0.26486823
0.12803382,0.16277476,0.11248433875156612,0.06693232,0.1777529577752958,0.59721553,0.20817003,0.36926508,0.2788100721189928,0.17467664048059844,0.3016458380987503,0.16515164651516465,0.1573836,0.63364786,0.08783533,0.32001638,0.2445368946722137,0.12530828,0.17697553
0.110374205,0.084628776,0.041354875864512405,0.02797693,0.024414720441472044,0.64456093,0.042907715,0.20982862,0.11625973837402614,0.08979955538797334,0.2917512875050773,0.07497868749786876,0.05091466,0.7420643,0.0526319,0.23826593,0.10632551637953098,0.07012814,0.18889897
0.48178983,0.4986316,0.4336424066357593,0.36275584,0.43526311352631136,0.36613145,0.41858295,0.32878643,0.4221828577817142,0.5058780303526819,0.12920536775232205,0.39676482967648297,0.41806346,0.36182505,0.45366085,0.13460732,0.3814417928865076,0.320885,0.5185976
0.5005183,0.2336596,0.202699119730088,0.31103718,0.5499407549940755,0.7763959,0.45491424,0.58174735,0.30583202941679705,0.8198209891892594,0.7585017455101047,0.39330643933064396,0.2609762,0.8129127,0.8422878,0.6219928,0.6532977391978644,0.91923344,0.46162367
0.1244025,0.10446863,0.03330792166920783,0.15251404,0.1267199926719993,0.6770754,0.12903926,0.3126552,0.18423642157635783,0.20514698230881895,0.379957582797455,0.09909892990989298,0.06947021,0.7477789,0.10243155,0.33567518,0.17328460039707602,0.14109176,0.16338804
0.39131775,0.3868344,0.31630864836913514,0.27336186,0.26225852622585266,0.38527924,0.26267168,0.12072992,0.2659827534017246,0.2543181352590881,0.09712862082771725,0.2816608581660858,0.31666273,0.39286128,0.25576335,0.077319205,0.21898169313890162,0.24580479,0.45216408
0.12852825,0.15124229,0.08368361663163833,0.07956314,0.08294323829432385,0.6041596,0.11041698,0.22856641,0.19323708067629192,0.14939955896397353,0.28622694717361685,0.13967101396710138,0.09702717,0.67994994,0.087684646,0.20066762,0.14745831884749913,0.0890677,0.19805302
0.09491423,0.083057456,0.06475664352433565,0.16763854,0.15668474566847457,0.69416386,0.18778613,0.4997509,0.2812186518781348,0.21017529261051757,0.4363355861801352,0.17059920705992074,0.10263477,0.7143809,0.094289765,0.4422828,0.3030560181833611,0.23191315,0.0897561
0.14231816,0.13595638,0.0493923820607618,0.09161526,0.06210509621050963,0.6066475,0.06305599,0.2754299,0.17475081252491872,0.1377874082672445,0.29798301787898107,0.08588937858893787,0.06910439,0.6933027,0.05098237,0.20829797,0.08732170523930231,0.12036157,0.22198533
0.27063847,0.14886242,0.03316057868394213,0.109016776,0.19969861996986202,0.7192937,0.15729943,0.27161866,0.12308900269109972,0.35492828129569687,0.44187470651248245,0.09276268927626893,0.07113184,0.7825389,0.36801213,0.31869465,0.14896578893794735,0.23518878,0.31333616
0.17453565,0.1425739,0.03669128933087106,0.0994606,0.08215323821532382,0.6420263,0.054935068,0.22488344,0.10876579912342009,0.18579341114760467,0.31482031888921913,0.05441302544130255,0.046816543,0.73180485,0.13901521,0.20758814,0.08531362511881752,0.15403831,0.28269792
0.22947711,0.12116423,0.06700546329945366,0.10867125,0.24108325410832543,0.74895155,0.27525964,0.4257874,0.19766820023317996,0.4231571853894311,0.533222431993346,0.20617866061786608,0.10648142,0.8235513,0.40271318,0.48114574,0.3016728981003739,0.26905996,0.24077962
0.24624446,0.28317612,0.15946963405303657,0.12940472,0.16020165602016562,0.48359036,0.14030334,0.17194074,0.22658044734195526,0.17892531073551865,0.15399219923953197,0.15239523523952353,0.1870885,0.50156075,0.11295472,0.0929845,0.12806886768413206,0.07700342,0.3119793
0.17983481,0.14373137,0.06304410969558902,0.095796406,0.1616117861611786,0.66592205,0.17298171,0.39822274,0.20288825971117402,0.29267354756041286,0.4042170842530251,0.14240961424096144,0.09165539,0.7351193,0.1966262,0.35241836,0.20342876220572573,0.19138747,0.22399703
0.17197439,0.1549735,0.06825707317429268,0.058102608,0.09842876584287659,0.5952902,0.07916501,0.25346255,0.1435051456494854,0.16081014964860899,0.276989116619347,0.09988070498807052,0.08386411,0.6603112,0.08554785,0.19270724,0.10161984609719077,0.15038878,0.24660209
0.14060724,0.14454433,0.06158233384176661,0.09390509,0.098784189878419,0.6136848,0.1063219,0.32799208,0.20365649963435004,0.18387474103248447,0.326697249601835,0.11575595657559566,0.08811034,0.69120604,0.07279916,0.2669022,0.13820124829207492,0.14499915,0.21508859
0.14792773,0.14919147,0.07703421229657877,0.122662425,0.15718446571844658,0.6320954,0.15079579,0.40776592,0.24216377578362241,0.23516191410971485,0.3908033634482018,0.16089282608928263,0.110982046,0.6902418,0.10768519,0.33781964,0.22826524369591464,0.20820987,0.19527343
0.51093704,0.56658167,0.5220483477951652,0.49501836,0.5437164843716485,0.29313013,0.56096554,0.4051214,0.6176440382355962,0.5112694306761658,0.18209061092543666,0.49365629936563,0.547139,0.3127218,0.49856704,0.16212332,0.4683131880987913,0.36735743,0.544174
0.17445621,0.16287264,0.06602404339759566,0.0649907,0.07799965779996579,0.57437587,0.07506803,0.25606304,0.1900710609928939,0.14997485899849153,0.23902922434175347,0.08512426251242625,0.098999485,0.6421778,0.04277818,0.18840021,0.07447612446856748,0.086550474,0.24064726
0.1254138,0.10421497,0.048986565101343485,0.0535537,0.053285067328506734,0.61968917,0.06466395,0.23539317,0.14326937567306242,0.0837473350248401,0.2789446867366812,0.05359006535900654,0.05269794,0.67914736,0.039187565,0.21853727,0.05132121307927279,0.09024453,0.19164044
0.18456444,0.10536153,0.021490139850986013,0.07521039,0.09350038535003853,0.67941916,0.09875193,0.26242083,0.1218375738162426,0.20225341213520473,0.36261894175713655,0.08468309846830985,0.0459065,0.73543626,0.16612361,0.28907305,0.09634209578052576,0.13619787,0.22181329
0.21536517,0.16277283,0.07025075697492429,0.01613003,0.12586174258617427,0.6112528,0.16130355,0.25016958,0.1633752436624756,0.2472011548320693,0.2860732871643972,0.10219086021908602,0.10387401,0.6539078,0.16860564,0.2518466,0.11350775681046542,0.18076825,0.2846487
0.17023763,0.13279435,0.0719013588098641,0.06834531,0.12210313721031374,0.6571168,0.20607415,0.29828608,0.19936169006383098,0.26393295583597737,0.3632283417937005,0.16310457631045766,0.119097665,0.7396169,0.19624965,0.33889478,0.2164222129853328,0.18348444,0.22086996
0.28819108,0.16108184,0.0505850709414929,0.13069302,0.20098751009875102,0.7191403,0.14182678,0.21794528,0.08532970146702985,0.34302326058139565,0.4312476258748576,0.0697838469783847,0.07517348,0.81183004,0.40178633,0.29677713,0.11564088693845322,0.22510827,0.31996992
0.22065166,0.14783987,0.03130335686966431,0.08361465,0.15431062543106253,0.67560714,0.14074954,0.2917971,0.15577568442243153,0.281855316911319,0.3925279035516742,0.08131528813152882,0.07694535,0.7269876,0.24661641,0.28718102,0.1387981283278877,0.20244324,0.27638698
0.3142931,0.14074111,0.03777096622290338,0.16254556,0.21330350133035014,0.74528986,0.1700711,0.25982362,0.09892272010772798,0.38662948319776896,0.47763290865797453,0.10700397070039708,0.08248584,0.8194262,0.43687522,0.35003686,0.14619982877198973,0.2836035,0.30321372
0.26745063,0.060798846,0.046004245399575455,0.2808677,0.3234328623432863,0.89218116,0.3323538,0.58381504,0.24465692553430743,0.5084527305071638,0.7288855437331326,0.21318822131882215,0.06418724,0.8993861,0.5443804,0.66950214,0.44747742684864567,0.31867373,0.16281003
0.10805568,0.12629098,0.059258679074132084,0.16050613,0.11657510165751017,0.62988454,0.118780404,0.34249568,0.21872139812786018,0.1660277599616656,0.35222092113325526,0.1206042920604292,0.09288593,0.6865164,0.053978875,0.28700978,0.18041016082460964,0.18107432,0.15683423
0.17421216,0.031185076,0.04628006537199346,0.24734175,0.2375810637581064,0.8344449,0.2678503,0.52680856,0.20899814910018508,0.3048710382922623,0.6562595793755748,0.1897603189760319,0.0859655,0.8339229,0.36709893,0.5565239,0.4481145968868758,0.29804087,0.09431311
0.14323504,0.14494461,0.05630753436924656,0.099369645,0.08669037466903748,0.6043151,0.08547565,0.3050257,0.19686748031325196,0.15578371934702315,0.31662745899764755,0.09787423378742338,0.08252634,0.68120897,0.059974447,0.22854924,0.11317682679060961,0.13798511,0.21535295
0.14612602,0.1504072,0.07168821283117871,0.073960304,0.10460840046084005,0.61009634,0.12544546,0.26869828,0.19382657061734293,0.17761929065715742,0.2758678365520702,0.11262540126254014,0.10178636,0.6826667,0.096629456,0.24966484,0.10394830123689808,0.09875476,0.23457539
0.16439304,0.11721298,0.02923331907666809,0.09190136,0.07408950740895075,0.65010285,0.051700503,0.23610675,0.1005065339493466,0.15418080925084857,0.332136349928181,0.0678452917845292,0.042342797,0.7406589,0.11391355,0.22906649,0.07239962034397722,0.099665046,0.22430885
0.15945935,0.13864917,0.04954869504513049,0.07435918,0.07527402752740275,0.6271229,0.08342072,0.25069296,0.13589898641010134,0.15928260955695658,0.3080444484826669,0.09232575923257592,0.07595073,0.72044957,0.10730304,0.2313177,0.09807205588432336,0.100574195,0.22356364
0.14701226,0.14225715,0.09837792016220798,0.14223605,0.18714110871411088,0.6486283,0.17687485,0.44655794,0.23820341617965834,0.25399287523957254,0.42635312558118754,0.19580207958020796,0.12152578,0.6960492,0.13998823,0.3608151,0.29000629740037787,0.25233132,0.1642306
0.1944606,0.17692259,0.100233469976653,0.06471783,0.11186082118608213,0.6003351,0.12765333,0.27534974,0.17246685275331472,0.2421887645313259,0.2673885960433158,0.14972047497204752,0.118972704,0.6903661,0.1445568,0.22862703,0.18432815105968908,0.14494914,0.25903565
0.16786659,0.13777699,0.054621644537835544,0.058212936,0.08571571857157186,0.60344684,0.07556376,0.24819982,0.1615270238472976,0.1346458580787515,0.2827833469670008,0.07468614746861475,0.082034275,0.6753573,0.07190339,0.21238405,0.07615501456930088,0.14167476,0.24990845
0.24496886,0.18165842,0.10590747440925255,0.15283424,0.34505886450588646,0.7234484,0.3286151,0.6168336,0.2832378716762128,0.52856933171416,0.5906597754395866,0.2602812560281256,0.13751887,0.7579185,0.40019262,0.54898536,0.38784942327096544,0.34326977,0.24411975
0.1739866,0.061571836,0.06301725769827422,0.1777584,0.25448208544820855,0.80837435,0.32744148,0.6078889,0.305744349425565,0.40804948448296907,0.6246620374797223,0.2462301846230185,0.10918541,0.82210004,0.35151172,0.6004654,0.46330042779802566,0.29434597,0.09046231
0.19857219,0.123082206,0.06112635988736401,0.05517465,0.20533895053389506,0.71917766,0.23269537,0.3810616,0.17779673222032677,0.35162469109748146,0.4710949282656957,0.17517147751714776,0.09635113,0.7961222,0.3196996,0.43975884,0.26518358591101515,0.21248889,0.23136207
0.13353416,0.110612065,0.07162059283794071,0.049774587,0.1392645639264564,0.62002575,0.1551337,0.36750132,0.2546824745317525,0.13626939817616388,0.3398071203884272,0.09794173979417399,0.09867947,0.6495535,0.0891255,0.28902662,0.11666799300007959,0.13201278,0.18734592
0.41272417,0.20820853,0.1609501839049816,0.16057515,0.26814299681429965,0.6599928,0.18108615,0.19389123,0.02430513256948674,0.3983984839039091,0.3590877215452633,0.2190039119003912,0.15742432,0.7286933,0.49525422,0.3141449,0.2834235570054134,0.567955,0.41771698
0.39337352,0.4229602,0.300469789953021,0.2471959,0.23184835318483532,0.38162285,0.22356048,0.12150061,0.2829957017004298,0.2778589866715392,0.04933493296009598,0.26173007617300764,0.3078316,0.3987915,0.23608468,0.015980422,0.23137523388251402,0.13286436,0.42974007
0.13621426,0.17285171,0.10821518917848107,0.12931305,0.1690161669016167,0.6145284,0.20109871,0.37326372,0.25750363424963657,0.25545021532701295,0.336009700160582,0.1907746090774609,0.14536808,0.6716995,0.12610461,0.32974672,0.2579701154782069,0.17119855,0.19067854
