size_D,duration_D,Generated_Var_1,Generated_Var_2,Generated_Var_4,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_11,effort_D
0.6787506971556051,0.68,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5815626435962035
0.1076408254322364,0.72,0.46771038,0.42500108,0.5390675,0.766843,0.46496695,0.56532127,0.48167795,0.2292627275752246
0.0680423870607919,0.5,0.42418063,0.3833499,0.5848462,0.79085195,0.41856298,0.5120183,0.4294962,0.1656763480217394
0.8103736754043502,0.2,0.5931269,0.5169541,0.5126305,0.7564635,0.5339623,0.6537619,0.5368358,0.2838966265785679
0.071388733965421,0.2,0.7416401,0.7031539,0.33958754,0.4370157,0.6978908,0.7529547,0.6999256,0.1392150338292849
0.0850529838259899,0.48,0.82576406,0.7837037,0.28132358,0.3564161,0.76602167,0.82616943,0.7827372,0.1045934940026302
0.1447295036252091,0.24,0.42283663,0.38504326,0.5971944,0.73754305,0.40489963,0.45757014,0.3960945,0.1562960498169891
0.1168432794199665,0.18,0.4288299,0.4388166,0.6300813,0.5596446,0.40951303,0.39706224,0.41387022,0.071572309106178
0.9258226436140546,0.82,0.25221217,0.2040687,0.7795645,0.95601374,0.22884724,0.29709026,0.21796884,1.0
0.0571667596207473,0.0,0.41416702,0.40034932,0.66012794,0.67181736,0.38267773,0.40414774,0.38522595,0.0169225650045158
0.041271611823759,0.12,0.51473784,0.49459702,0.564886,0.5477571,0.486826,0.49160776,0.49192742,0.01373770024243
0.0382041271611823,0.16,0.56690824,0.53109,0.4654372,0.64829534,0.5547846,0.6552389,0.57717305,0.0184120042464863
0.0945343000557724,0.04,0.7430935,0.7127523,0.24954434,0.39093408,0.7405681,0.7855641,0.74066526,0.0192517944573846
0.1065253764640267,0.48,0.7678019,0.7350091,0.2534619,0.4445515,0.7603805,0.85533565,0.78880525,0.0376162634089144
0.0435025097601784,0.04,0.5460243,0.5021204,0.49199757,0.67151934,0.5240234,0.6099342,0.53111905,0.0060211373611573
0.0064138315672058,0.04,0.9054199,0.8352301,0.22580102,0.3987008,0.8351602,0.9317305,0.83836746,0.0102993139072427
0.2208588957055214,0.04,0.61911654,0.66481185,0.38037765,0.24683844,0.6360109,0.6155174,0.646339,0.0421004262331447
0.4461795872838817,0.14,0.42094925,0.45662537,0.5400905,0.44974703,0.4590217,0.4412709,0.46641007,0.1492132908684698
0.2752370329057446,0.08,0.44211602,0.48024815,0.5137232,0.43016818,0.48528007,0.47773263,0.4963852,0.0985089762481976
0.139431121026213,0.36,0.63367087,0.6111053,0.38624966,0.46863323,0.61802936,0.6609899,0.6272247,0.0517659362076341
0.5593976575571667,0.54,0.18406165,0.16645718,0.8685045,0.91191375,0.16140223,0.18802173,0.15915214,0.2125936841438101
0.0708310094813162,0.44,0.8293725,0.7697883,0.25082648,0.45725855,0.78843206,0.9012493,0.8006205,0.0824578916512177
0.3134411600669269,0.36,0.69092023,0.6323064,0.46373984,0.5722508,0.61009777,0.69215655,0.6258252,0.1444597613728193
0.0571667596207473,0.06,1.0,1.0,0.0,0.0,1.0,0.99856013,1.0,0.0081919158308377
0.0499163413273842,0.2,0.73274636,0.66682,0.34706092,0.5608337,0.6837503,0.7842417,0.68471164,0.0791462661025811
0.0030674846625766,0.04,0.72931033,0.665918,0.3669234,0.5639782,0.67566764,0.776311,0.68073183,0.0075581118980843
0.0699944227551589,0.04,0.3885341,0.3769437,0.63509774,0.7037898,0.3825784,0.4253093,0.39290586,0.0744085817052494
0.1042944785276073,0.22,0.83837754,0.769443,0.23509544,0.46459204,0.7975932,0.9136126,0.7996484,0.1193769707341034
0.2816508644729503,0.1,0.34696195,0.33359018,0.64002675,0.75002277,0.36340225,0.42652047,0.37723348,0.1287731140371726
0.0047406581148912,0.1,0.94606286,0.9227048,0.013064129,0.16221634,0.9703578,1.0,0.96440524,0.0033750059419118
0.0953708867819297,0.44,0.5073771,0.49285966,0.5418578,0.6052305,0.490438,0.53964686,0.50565475,0.1654228264486381
0.0404350250976017,0.18,0.9171931,0.82240814,0.22137897,0.46300647,0.85301757,0.9932078,0.85520715,0.0185704552296747
0.4121583937534858,0.48,0.63127655,0.5984377,0.4468948,0.52361304,0.59050965,0.6378438,0.59381324,0.0847395858091299
0.1469604015616285,0.18,0.6201764,0.6021906,0.4570063,0.47175586,0.58257866,0.60896724,0.5913709,0.0613680657888482
0.1285554935861684,0.18,0.5921369,0.543812,0.45125905,0.6597468,0.5694812,0.67501557,0.5843345,0.0478046616279254
0.1491912994980479,0.16,0.5409583,0.50327367,0.46556264,0.65659,0.55915105,0.67459416,0.5870363,0.0629684207190505
0.0744562186279977,0.2,0.42676362,0.43961337,0.571357,0.55672884,0.43560517,0.4405309,0.44449845,0.1294386081665636
0.0250976017847183,0.16,0.43850622,0.43470693,0.5625205,0.63356787,0.44599047,0.49257082,0.46407893,0.0452694458969117
0.058282208588957,0.1,0.50046265,0.45253968,0.54461217,0.76277816,0.48013905,0.59421307,0.49911174,0.0221514474497314
0.1045733407696598,0.52,0.6320906,0.609383,0.3706673,0.456884,0.620853,0.6564118,0.62539726,0.2078401546481595
0.1246514221974344,0.32,0.83212316,0.8240701,0.2054986,0.20433274,0.81162447,0.8258534,0.8214128,0.1033417312354423
0.1600669269380925,0.24,0.47764057,0.45348454,0.625979,0.66827464,0.4339517,0.4789205,0.4429472,0.0987624978212989
0.0435025097601784,0.16,0.40709424,0.43598655,0.5634619,0.47668126,0.42450258,0.3910702,0.40893,0.0639666619131371
0.158393753485778,0.22,0.4848299,0.47898492,0.54010344,0.55608,0.47782084,0.49530578,0.48000294,0.1088241352537592
1.0,0.58,0.39909706,0.36468312,0.6053647,0.7506205,0.39648747,0.4609651,0.39371562,0.6163109442094088
