data,modp,loc,Generated_Var_1,Generated_Var_4,Generated_Var_7,actual
0.0,1.0,0.0054180240762356,-0.29128322,0.16062036,0.18315426,0.0030805416838539
0.0,0.4285714285714286,0.002891935680563,-0.2813844,0.15295248,0.1784342,0.0007108942347355
0.0,0.2142857142857144,0.0021079772129405,-0.2908995,0.15485314,0.18469024,0.0012374825567618
0.0,0.666666666666667,0.003763000644588,-0.2847641,0.15248239,0.16265646,0.0010619531160863
0.0,0.666666666666667,0.0217940453999059,-0.2695334,0.14868769,0.16147393,0.0835607902335419
0.0,0.666666666666667,0.0130833957596557,-0.29147154,0.16253448,0.17968258,0.0202824268700467
0.0,0.2142857142857144,0.0200519154718558,-0.28552386,0.15794934,0.17761832,0.0108916017939108
0.0,0.2142857142857144,0.0183097855438058,-0.26171485,0.14119874,0.15362856,0.0056257185736477
0.0,0.666666666666667,0.004111426630198,-0.28501073,0.15863335,0.17550081,0.0044847772092574
0.0,0.0,0.0226651103639309,-0.24858794,0.13909984,0.13645163,0.0038704241668933
0.0,0.2142857142857144,0.0062019825438581,-0.29119024,0.15849978,0.20448229,0.0028172475228407
0.0,0.0,0.0069859410114806,-0.26447034,0.14503299,0.15657517,0.0007986589550732
