size_D,duration_D,nlan,t07,t11,t14,Generated_Var_2,Generated_Var_3,Generated_Var_10,Generated_Var_11,Generated_Var_12,Generated_Var_16,Generated_Var_18,Generated_Var_19,effort_D
0.2208588957055214,0.04,0.6666666666666666,0.75,0.3333333333333333,0.75,0.30197206,-0.27215382,0.21896043,-0.3027556,-0.18693635,0.3928646,0.1876534,0.16879892,0.0421004262331447
0.4461795872838817,0.14,1.0,1.0,0.6666666666666666,0.75,0.30494797,-0.27577713,0.22121307,-0.30512965,-0.18919936,0.39728695,0.1907993,0.17117792,0.1492132908684698
0.2752370329057446,0.08,1.0,1.0,0.6666666666666666,0.75,0.30501562,-0.27595276,0.22141957,-0.30526644,-0.18927649,0.39749533,0.19092101,0.17136613,0.0985089762481976
0.139431121026213,0.36,0.0,0.5,0.3333333333333333,0.5,0.30717418,-0.27740222,0.21454999,-0.30429608,-0.18817209,0.3973665,0.19067565,0.16701707,0.0517659362076341
0.5593976575571667,0.54,0.6666666666666666,0.5,1.0,0.5,0.31962106,-0.3030682,0.23649108,-0.32255727,-0.19887005,0.42694882,0.20787466,0.188783,0.2125936841438101
0.0708310094813162,0.44,0.3333333333333333,0.5,0.3333333333333333,0.75,0.30332828,-0.28109008,0.21258512,-0.3051532,-0.18293688,0.39824837,0.18744025,0.16762304,0.0824578916512177
0.3134411600669269,0.36,0.6666666666666666,0.75,0.6666666666666666,0.5,0.28079683,-0.25996014,0.21189299,-0.29556376,-0.1719027,0.37309694,0.16894332,0.16386348,0.1444597613728193
0.0571667596207473,0.06,0.0,0.5,0.3333333333333333,0.75,0.25097722,-0.22462109,0.19294167,-0.2643788,-0.14611953,0.32234195,0.14082384,0.14026566,0.0081919158308377
0.0499163413273842,0.2,0.3333333333333333,0.5,0.3333333333333333,0.5,0.27051875,-0.23505142,0.19631022,-0.27625245,-0.16306809,0.3453528,0.15533882,0.14418097,0.0791462661025811
0.0030674846625766,0.04,0.6666666666666666,0.25,0.3333333333333333,0.5,0.28450498,-0.2520845,0.20731747,-0.289622,-0.17391601,0.36770988,0.16960996,0.15651599,0.0075581118980843
0.0699944227551589,0.04,1.0,0.5,1.0,0.25,0.27193794,-0.25323904,0.21086699,-0.29309624,-0.16862065,0.36579192,0.16241083,0.16402939,0.0744085817052494
0.1042944785276073,0.22,0.0,0.5,0.6666666666666666,0.25,0.2926025,-0.26055673,0.20574775,-0.29317966,-0.17759965,0.37658274,0.17609712,0.15699811,0.1193769707341034
0.2816508644729503,0.1,0.6666666666666666,1.0,0.3333333333333333,0.75,0.2993745,-0.26376998,0.20829478,-0.2960466,-0.18352468,0.38297006,0.1820946,0.1592102,0.1287731140371726
0.0047406581148912,0.1,0.6666666666666666,0.75,0.3333333333333333,1.0,0.24733177,-0.21986899,0.19041201,-0.27081805,-0.15258758,0.3237899,0.1360594,0.13904686,0.0033750059419118
0.0953708867819297,0.44,0.6666666666666666,0.75,0.6666666666666666,0.75,0.33048835,-0.3045764,0.23508066,-0.33105874,-0.21423128,0.43019834,0.21506914,0.18101104,0.1654228264486381
0.0404350250976017,0.18,0.3333333333333333,0.25,0.3333333333333333,0.75,0.27252063,-0.2488946,0.19914976,-0.28450385,-0.15942833,0.35664922,0.15643689,0.15186507,0.0185704552296747
0.4121583937534858,0.48,1.0,0.5,0.6666666666666666,0.5,0.2558478,-0.23496819,0.19989711,-0.27995592,-0.15747671,0.34234798,0.14650571,0.15236151,0.0847395858091299
0.1469604015616285,0.18,0.3333333333333333,0.75,0.6666666666666666,0.5,0.29154676,-0.27160618,0.21483979,-0.30131072,-0.17672971,0.3862173,0.17840275,0.16722071,0.0613680657888482
0.1285554935861684,0.18,0.0,0.5,0.0,0.25,0.2910106,-0.25698802,0.20754388,-0.29212293,-0.17806257,0.37424102,0.17512912,0.1572794,0.0478046616279254
0.1491912994980479,0.16,0.6666666666666666,0.25,0.0,0.5,0.32278877,-0.30580425,0.21769354,-0.32004815,-0.19385043,0.4291963,0.2047131,0.18168285,0.0629684207190505
0.0744562186279977,0.2,0.3333333333333333,0.75,0.3333333333333333,0.5,0.31869835,-0.2888429,0.22549719,-0.3128349,-0.19864441,0.41347232,0.20335469,0.17688155,0.1294386081665636
0.0250976017847183,0.16,0.3333333333333333,0.5,0.0,0.5,0.30265686,-0.26571566,0.2075066,-0.29679972,-0.18557802,0.38580942,0.18452933,0.1590963,0.0452694458969117
0.058282208588957,0.1,0.6666666666666666,0.5,0.6666666666666666,0.75,0.31155056,-0.2850394,0.22612089,-0.31094784,-0.19376862,0.40787023,0.19782218,0.17679116,0.0221514474497314
0.1045733407696598,0.52,0.0,0.75,0.3333333333333333,0.25,0.30943617,-0.27680194,0.21721315,-0.30476743,-0.19139096,0.39882547,0.19315198,0.16837806,0.2078401546481595
0.1246514221974344,0.32,0.6666666666666666,0.5,0.3333333333333333,0.75,0.32824582,-0.28907582,0.2156601,-0.30974644,-0.20438643,0.4189064,0.2082367,0.1709529,0.1033417312354423
0.1600669269380925,0.24,1.0,0.5,0.6666666666666666,0.75,0.2821921,-0.25602642,0.21226847,-0.29409766,-0.17511457,0.37179112,0.17025477,0.1629736,0.0987624978212989
0.0435025097601784,0.16,0.3333333333333333,0.75,1.0,0.25,0.2868139,-0.25925916,0.2134668,-0.29556245,-0.17740637,0.37587443,0.1740002,0.16355944,0.0639666619131371
0.158393753485778,0.22,1.0,0.5,1.0,1.0,0.31580108,-0.29011714,0.23082069,-0.31466603,-0.19758306,0.41457054,0.20273882,0.18115014,0.1088241352537592
1.0,0.58,0.6666666666666666,0.75,1.0,1.0,0.31914914,-0.29302216,0.22138694,-0.3137284,-0.19613835,0.41533944,0.2027655,0.17550364,0.6163109442094088
