ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Resource,Dev.Type,Duration,N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Effort
0.608652,0.1597459,0.27081394,0.15736923,0.19627815,0.16783023,0.5225122,0.13492441,0.515589,0.62533605,0.38239288,0.36430067,0.421645,0.35170346,0.08358967,0.6747832,0.27170128,0.24868228,0.44250518,0.7833672,0.21905637,0.2516927,0.366432,0.38453102,0.41277027,0.11789745,0.45367885,0.27044794
0.5692445,0.13169155,0.2073126,0.101316765,0.28695107,0.09757168,0.3011043,0.13279253,0.3771174,0.39303124,0.35551515,0.32985032,0.31864083,0.29645535,0.020999966,0.5403244,0.44107798,0.11223611,0.31574637,0.6140357,0.28951204,0.13653064,0.3575861,0.45264745,0.515759,0.19573596,0.5601249,0.15356518
0.50122577,0.2733335,0.31401575,0.22272375,0.387232,0.30861846,0.2745489,0.23149736,0.47829255,0.4078424,0.18880543,0.15782526,0.18304953,0.1718936,0.038014863,0.52726537,0.8897371,0.15509716,0.16808565,0.4451606,0.3297596,0.0,0.49585158,0.52164626,0.5959065,0.2592331,0.59688115,0.17226149
0.41981345,0.122642204,0.22042619,0.12622747,0.18304287,0.1153017,0.32330874,0.08820456,0.52721226,0.5559204,0.2483387,0.23786569,0.2467482,0.22145244,0.0721784,0.49078524,0.14981881,0.08378329,0.22229235,0.4498226,0.39745343,0.17700171,0.32230228,0.48245335,0.51825404,0.36252972,0.53776145,0.09440333
0.6622913,0.2046479,0.28964782,0.16138984,0.2276742,0.24391639,0.43371338,0.19759807,0.43172485,0.5334311,0.27607882,0.26513517,0.28885576,0.24481969,0.08570358,0.6555306,0.54250115,0.22967623,0.4006757,0.7382836,0.23256052,0.20999086,0.46118313,0.374465,0.38071728,0.08588031,0.46214414,0.25447798
0.6536312,0.08650466,0.2384208,0.13722406,0.13220377,0.10488847,0.29923597,0.08859663,0.558236,0.29838908,0.07686536,0.12394376,0.080499336,0.09136508,0.036054626,0.6082782,0.015927013,0.030313157,0.24157675,0.5483988,0.37547362,0.28956896,0.57674176,0.49901605,0.49421716,0.24542376,0.5672991,0.029630609
0.52353656,0.12240728,0.20933113,0.14760661,0.20065555,0.07410875,0.2727786,0.02597621,0.6679449,0.6984722,0.18572411,0.17263058,0.13599148,0.151154,0.08086811,0.36544442,0.14907771,0.050241344,0.23891298,0.5154993,0.33798516,0.12579939,0.37096626,0.50435376,0.5696156,0.2635394,0.57696724,0.08363415
0.29210132,0.096792266,0.15794969,0.17078562,0.14489597,0.110509045,0.2995526,0.099418394,0.4538394,0.49774766,0.29232895,0.26276547,0.29129654,0.2755287,0.16006365,0.40508538,0.34753457,0.048073947,0.12168144,0.29979643,0.55741894,0.12376059,0.29263037,0.5513282,0.575073,0.5207585,0.6005342,0.05360078
0.53303504,0.3835489,0.43323803,0.35069412,0.5399761,0.36315116,0.34345883,0.4237997,0.37916785,0.32456398,0.26166674,0.26301548,0.23740824,0.22227661,0.03486965,0.5516375,0.37363568,0.36978352,0.35150784,0.6329868,0.27820444,0.15592977,0.25548673,0.48540545,0.5617938,0.24445066,0.575618,0.40896198
0.7624046,0.30619413,0.33967516,0.36434957,0.3126194,0.21070918,0.47128317,0.2707513,0.56530577,0.4958948,0.2571847,0.2640161,0.24219975,0.21586506,0.06999567,0.6461536,0.23339081,0.24723375,0.46987063,0.81288314,0.21855855,0.28075972,0.37841433,0.30229545,0.3595307,0.058057606,0.4163499,0.27549496
0.45374846,0.09281476,0.26551473,0.08173996,0.097918436,0.20716923,0.25028193,0.21570411,0.21779951,0.23255435,0.31754613,0.321989,0.3613478,0.32790434,0.096864685,0.5715152,0.21549559,0.11823139,0.3051486,0.5849605,0.34295762,0.21268621,0.33890384,0.39620543,0.4635315,0.27836695,0.46235538,0.13629368
0.77375287,0.08053435,0.15344878,0.09273082,0.19918185,0.1468083,0.2512615,0.09106255,0.42241356,0.40643245,0.41126636,0.37905306,0.41375506,0.38449225,0.020704802,0.5345009,0.18454906,0.13804886,0.54620636,0.7847443,0.28860152,0.38091612,0.43146378,0.32173085,0.38440537,0.12375674,0.4072547,0.15008721
0.43596137,0.13053206,0.21623638,0.18725649,0.16632628,0.06677961,0.6222844,0.10294016,0.5376984,0.6300774,0.22939575,0.17329945,0.21595557,0.1400118,0.5122693,0.47410274,0.40647712,0.042123206,0.20318593,0.4989002,0.392622,0.11593107,0.47596294,0.5445318,0.52118206,0.26055047,0.59867716,0.07818309
0.33848155,0.091469616,0.23622221,0.1176009,0.09508744,0.089558415,0.5122951,0.10417359,0.53536457,0.45678243,0.415681,0.38767916,0.40883964,0.3711569,0.18945965,0.6583425,0.20126384,0.13810734,0.27841282,0.46901312,0.48829806,0.2452276,0.3245029,0.64154124,0.6588087,0.46512434,0.7519431,0.14807382
0.63812196,0.12902296,0.24994546,0.12706849,0.10859191,0.18521035,0.35095742,0.16225022,0.36537677,0.4821175,0.29569522,0.28030044,0.3322326,0.28130502,0.09563899,0.60987514,0.239463,0.13149771,0.43203706,0.7481894,0.30634212,0.24313411,0.37013227,0.40039706,0.44109154,0.1399953,0.50191045,0.14721513
0.4494269,0.18927741,0.32722348,0.16524023,0.15451309,0.31142142,0.4314812,0.20331003,0.43626088,0.37843007,0.20707539,0.21775135,0.21494311,0.19350317,0.15342456,0.49546173,0.11571587,0.14636286,0.30215502,0.5586033,0.34275925,0.1698052,0.3152132,0.3986261,0.4688599,0.2843558,0.5061617,0.13743822
0.55675095,0.12335165,0.17530943,0.14475307,0.232589,0.08349944,0.43888295,0.066855416,0.5793582,0.6716032,0.28677145,0.27510154,0.28898972,0.24759643,0.071766995,0.58919203,0.22803637,0.13328724,0.29371935,0.6343661,0.27032864,0.14138404,0.34379154,0.46874785,0.5223291,0.18197224,0.54569316,0.163382
0.7105614,0.06832699,0.086356305,0.081132464,0.19753262,0.14125767,0.25363973,0.098439105,0.39467242,0.3095082,0.5332615,0.51663357,0.53522426,0.51200473,0.067389,0.59137076,0.21636248,0.1304222,0.5554104,0.7870879,0.22121704,0.41403955,0.46555537,0.2631414,0.33779335,0.13404909,0.37934136,0.15442324
0.87144506,0.14855945,0.23693264,0.12645099,0.24719656,0.16986838,0.22957513,0.13333178,0.46830788,0.41461945,0.3332322,0.29978466,0.3360482,0.31372792,0.05664906,0.5167292,0.1795428,0.17354988,0.6503076,0.8577273,0.25757134,0.491485,0.49358755,0.2749958,0.31913924,0.097022384,0.33050442,0.20038709
0.54934025,0.20792735,0.2759954,0.16330144,0.2805581,0.28470564,0.45683143,0.17428783,0.496992,0.6015507,0.21859208,0.2123523,0.23639259,0.20040183,0.05282731,0.5994384,0.21626988,0.17582528,0.32431495,0.6399218,0.26446998,0.13074785,0.337833,0.42612123,0.493083,0.1906586,0.5358398,0.18494141
0.7830458,0.14021403,0.19410285,0.20720452,0.11478655,0.102562524,0.17821541,0.1739773,0.38504684,0.3078214,0.27466276,0.2751517,0.32163888,0.27086622,0.048650727,0.6312867,0.25689915,0.08430069,0.48375827,0.7560273,0.26324153,0.39732677,0.44116873,0.29541874,0.30380464,0.11568478,0.36732626,0.10577808
0.5056109,0.3091361,0.41681784,0.15417682,0.2779876,0.49417004,0.5737415,0.26529062,0.53441745,0.46193063,0.18513796,0.18383445,0.2184681,0.17480405,0.041741993,0.57005787,0.34334275,0.22231367,0.30149996,0.60024554,0.26814592,0.14520544,0.35847074,0.35602045,0.4268813,0.19695285,0.44532657,0.22950202
0.4139045,0.23028374,0.3601677,0.23528562,0.40757674,0.20921057,0.13076957,0.14565386,0.65015596,0.5705009,0.1482841,0.122977346,0.11792772,0.11247669,0.038933907,0.39333066,0.37271157,0.09963069,0.112826794,0.3131504,0.52397275,0.060740404,0.3982516,0.6438205,0.7069285,0.4811215,0.7344301,0.08348979
0.63857776,0.35163662,0.3996294,0.37846506,0.322063,0.2825166,0.5028081,0.3155724,0.5386621,0.47776616,0.21539107,0.22802523,0.22928768,0.19845171,0.071575396,0.542836,0.15576008,0.2398227,0.44808495,0.7080141,0.24550855,0.30623606,0.37648767,0.33994126,0.40078616,0.1884692,0.43870068,0.24108315
0.53236264,0.559535,0.6160842,0.39772186,0.6644171,0.67425925,0.5066863,0.5161042,0.5212207,0.52996916,0.17512167,0.18600535,0.0746589,0.076621786,0.07942427,0.6202114,0.57275826,0.29598892,0.28330898,0.58431137,0.25676823,0.08071717,0.35838646,0.5038221,0.5545745,0.21467552,0.62359166,0.32229784
0.59187305,0.28949592,0.37501547,0.3280641,0.31772864,0.26296967,0.45772576,0.32181403,0.45018733,0.24753979,0.3421035,0.33718956,0.33541912,0.30577675,0.16115522,0.63493264,0.3097603,0.3597921,0.47490424,0.7642854,0.25037825,0.23585802,0.34150523,0.37654734,0.43431163,0.14595744,0.4971726,0.3771451
0.59783846,0.19623297,0.30952984,0.21394947,0.25241372,0.16593957,0.27996233,0.19061235,0.45805082,0.5477018,0.3018945,0.29610527,0.2786886,0.25069383,0.18625122,0.713081,0.3605503,0.1914585,0.38305587,0.6725299,0.24660885,0.17131633,0.33865649,0.3616066,0.41363668,0.15564665,0.501498,0.19589642
0.52138025,0.2738741,0.3968264,0.109794214,0.28241318,0.5621488,0.54101753,0.281299,0.37261608,0.5640758,0.27838945,0.27075118,0.28294128,0.23835988,0.090086825,0.5627582,0.4004563,0.2957199,0.39174706,0.6897478,0.23569882,0.1522803,0.3359173,0.37842393,0.48683882,0.16714165,0.5244067,0.28807938
0.6650325,0.19071884,0.27418223,0.16298243,0.1846317,0.23672317,0.39897078,0.16093901,0.50529784,0.38729793,0.39361003,0.3970905,0.44487816,0.3939873,0.109990664,0.57497454,0.20835406,0.27377096,0.58128524,0.8549614,0.20511985,0.32933587,0.33346546,0.22643447,0.30057,0.0848251,0.3756497,0.2711974
0.52848196,0.13957381,0.15911035,0.18261555,0.2457189,0.11243552,0.4473494,0.117629565,0.47623032,0.5435588,0.33650908,0.32167852,0.3812021,0.3232628,0.074875385,0.644241,0.23770997,0.15851739,0.3504495,0.6582223,0.29437172,0.17083669,0.29788226,0.48697042,0.55110073,0.2228907,0.5531292,0.18280268
0.50483525,0.08263884,0.22676365,0.086373635,0.14562286,0.15233424,0.23703155,0.16628098,0.24292405,0.39300472,0.33571628,0.34018338,0.37568307,0.33619902,0.07132091,0.7151459,0.20651981,0.10505907,0.3564328,0.6188034,0.31271493,0.21775872,0.3739652,0.46237946,0.52784467,0.2656366,0.539217,0.08923103
0.59845215,0.11886664,0.21253373,0.115876816,0.15789899,0.19292824,0.3182125,0.15931278,0.33665836,0.51092005,0.30819976,0.30804583,0.34217727,0.29499274,0.065254755,0.64013165,0.2277582,0.13770689,0.39315945,0.7161246,0.27210474,0.1978356,0.33122832,0.39410758,0.44681668,0.15937123,0.511112,0.14080727
0.45358884,0.1374303,0.14068724,0.19323143,0.17928883,0.17059258,0.27815706,0.14207584,0.38038918,0.5498158,0.67020535,0.66357255,0.76770526,0.71033055,0.080397666,0.8187679,0.44946304,0.3077575,0.5098264,0.67024755,0.20202315,0.51998717,0.5345649,0.33039594,0.38674712,0.35489312,0.37361026,0.30570722
0.69025207,0.24150865,0.2780971,0.1877449,0.32690066,0.3224674,0.51126915,0.17961657,0.5037378,0.6219145,0.33742556,0.29938143,0.35563362,0.30127978,0.111735374,0.6559548,0.41691357,0.24960527,0.4843806,0.7981869,0.21773529,0.19206887,0.33511782,0.3048854,0.35941648,0.07422,0.43156934,0.27059072
0.45621932,0.42506245,0.5950581,0.25009912,0.61733234,0.4478008,0.23983067,0.3904151,0.40247402,0.5462842,0.3193841,0.3100211,0.41209143,0.32181048,0.0899584,0.7437604,0.52115285,0.7110946,0.5092267,0.6867772,0.21708667,0.366524,0.20514536,0.28864026,0.34396434,0.34334442,0.28719378,0.7015702
0.5268205,0.14104676,0.23916416,0.17350091,0.18394585,0.15706351,0.40298676,0.10618049,0.59688973,0.5823626,0.24512306,0.2280878,0.2540394,0.1949889,0.2699511,0.5576608,0.15801907,0.10174511,0.28807074,0.62202144,0.33387566,0.18039066,0.38698226,0.49901748,0.5058193,0.20947471,0.5764818,0.13531986
0.688939,0.16210362,0.1462495,0.17774704,0.23407541,0.17866223,0.32447654,0.18932414,0.36695862,0.3095219,0.28705078,0.28328496,0.28665257,0.25205374,0.026631813,0.5757645,0.18394405,0.10741479,0.42821527,0.70809,0.2742598,0.29979515,0.40773016,0.37758255,0.42170978,0.1571661,0.47828007,0.14410482
0.640012,0.11104304,0.19137697,0.12093164,0.25406337,0.10704728,0.30228242,0.12629879,0.42068362,0.44316998,0.6146459,0.6028201,0.62861896,0.5674023,0.078780405,0.8212546,0.34771737,0.23313569,0.5248374,0.7885664,0.20106232,0.43848455,0.49221414,0.32426572,0.35170627,0.16631982,0.42704558,0.2537004
0.62467635,0.30857468,0.38064247,0.23966733,0.3651432,0.43813425,0.3158192,0.35582405,0.36190948,0.409897,0.16511038,0.17078796,0.15958038,0.1553065,0.07150593,0.51926494,0.20150489,0.15044989,0.34735823,0.62151086,0.24843979,0.23983884,0.37276167,0.38800097,0.41780543,0.19526765,0.4735198,0.20087934
0.30091703,0.07202139,0.11181159,0.115208924,0.110652335,0.20236433,0.33019355,0.13489121,0.37301484,0.21014011,0.41996378,0.35603207,0.42903996,0.37781522,0.14851929,0.51973444,0.30365208,0.08581836,0.24403878,0.40743837,0.52783406,0.17867333,0.30302787,0.6431217,0.6927731,0.49176732,0.69289184,0.11017195
0.62418365,0.10779801,0.23654354,0.10064305,0.14152478,0.114921585,0.24648735,0.15230459,0.37007314,0.35351795,0.21897805,0.24110214,0.253937,0.23041342,0.044492174,0.62599224,0.18863365,0.07480414,0.35327435,0.66160995,0.32784796,0.26593852,0.43229705,0.43967128,0.49605203,0.20259765,0.5120475,0.09267478
0.703114,0.10746867,0.25238904,0.08515456,0.23790504,0.07490761,0.14096993,0.15360406,0.2641108,0.5835063,0.16435397,0.17869757,0.172968,0.1713399,0.04182662,0.6197435,0.19868615,0.073612735,0.3884434,0.65174156,0.28259957,0.36068305,0.53998214,0.41988444,0.42384958,0.21257839,0.46494675,0.10045067
0.70684654,0.052440397,0.0970585,0.07521473,0.15116493,0.11068998,0.2702943,0.12597123,0.20451592,0.49139008,0.47652128,0.4376738,0.49130017,0.45190984,0.0,0.68472254,0.23261768,0.09399787,0.51857203,0.76891375,0.23965049,0.37013218,0.43513602,0.33362007,0.39522552,0.13852236,0.4101658,0.12177903
0.46662027,0.38602594,0.4224454,0.4562907,0.28283754,0.28347713,0.5705446,0.2830848,0.64681804,0.80437976,0.14513567,0.12974618,0.10552656,0.08567179,0.2753343,0.47832674,0.3597028,0.11337583,0.28552926,0.5300658,0.31897247,0.09070129,0.295442,0.4182992,0.46210384,0.29216287,0.5489087,0.11523019
0.75387925,0.38518208,0.5346872,0.2636704,0.8007617,0.20349213,0.22946182,0.25180793,0.7984825,0.35105756,0.3803716,0.3638894,0.3682121,0.3405773,0.022315988,0.6196814,0.2597703,0.55122375,0.5499705,0.8106464,0.25636768,0.34058487,0.30549777,0.3210132,0.37238836,0.14687672,0.38256,0.57899684
0.6123078,0.1404729,0.24336961,0.14462885,0.13059185,0.15919113,0.35194707,0.15139435,0.4092552,0.5173526,0.38345844,0.36664498,0.39823204,0.34267637,0.17048547,0.5683854,0.31031385,0.17498969,0.4443879,0.7373033,0.2284807,0.29723167,0.3831343,0.299788,0.3338213,0.13333765,0.40109897,0.2007291
0.5815077,0.2584673,0.39218515,0.18824628,0.41676366,0.26734242,0.27006552,0.1882551,0.68681955,0.2845998,0.43621063,0.43868184,0.48647362,0.46757156,0.0544373,0.67446804,0.27194083,0.3936058,0.51134825,0.7660402,0.26741767,0.3282048,0.36782497,0.4054997,0.4977002,0.20495066,0.47446465,0.42563727
0.6392896,0.12668993,0.19885771,0.13781069,0.17539582,0.17797002,0.27205786,0.12708338,0.42638165,0.5331349,0.26553395,0.2646686,0.28237453,0.24400547,0.061580002,0.6139811,0.23411497,0.11194675,0.37788016,0.69380295,0.30749357,0.21846771,0.3907979,0.43870616,0.49941206,0.16869476,0.5394559,0.12052074
0.21853068,0.09286136,0.25827047,0.10109012,0.18025155,0.11729619,0.36078563,0.12155468,0.46042177,0.5240615,0.34389848,0.3019944,0.3809868,0.34253252,0.09719674,0.48729208,0.2542543,0.13584848,0.12964259,0.24997774,0.7052717,0.23373076,0.28981656,0.7348745,0.7270334,0.6954467,0.77341914,0.13169825
0.44158375,0.1976388,0.19004793,0.2412488,0.21221653,0.2147358,0.622795,0.18010782,0.49380124,0.528839,0.25930792,0.24774793,0.26860115,0.2317435,0.12361749,0.6099825,0.15664174,0.15128374,0.29079336,0.5450544,0.35311902,0.16280374,0.29579544,0.52792454,0.5883727,0.3157023,0.59535956,0.16959052
0.6530291,0.13728362,0.210122,0.09843381,0.36495793,0.2202848,0.3315102,0.11701492,0.4575232,0.6889541,0.18916127,0.19076289,0.18510053,0.17267756,0.041061174,0.6029221,0.19570827,0.09494844,0.29881465,0.6331621,0.26972985,0.18216982,0.4612499,0.5149572,0.54161906,0.18794343,0.58341885,0.11919603
0.42125213,0.1599191,0.30670136,0.12149463,0.18647368,0.24288881,0.4154686,0.1840452,0.48741013,0.40599847,0.41504547,0.41044164,0.45693606,0.42030206,0.09294916,0.73580486,0.15903084,0.21258321,0.3431958,0.6116907,0.2809142,0.26233616,0.35254246,0.39638424,0.45060635,0.29430148,0.500931,0.23714668
0.5466962,0.19549842,0.39121416,0.0894536,0.25550318,0.2750675,0.3689722,0.15284546,0.58124876,0.4310947,0.2860672,0.27482784,0.33962756,0.29755697,0.056371845,0.49765408,0.14601043,0.28239143,0.42133206,0.6955241,0.23923814,0.21445069,0.3141638,0.3188665,0.3798375,0.17571321,0.4116435,0.27097657
0.4923556,0.12605977,0.21182427,0.18755344,0.1189195,0.14468391,0.411763,0.075671636,0.5959412,0.5292259,0.08905093,0.10322131,0.116785556,0.08437909,0.08101565,0.48135632,0.075980335,0.08942059,0.21642675,0.49938557,0.45743406,0.20134068,0.44863266,0.54673266,0.5959108,0.34085646,0.57122564,0.08520046
0.6500715,0.21125859,0.23835868,0.23411098,0.32222256,0.18586423,0.32266372,0.10269269,0.6432084,0.94519067,0.15118451,0.1594964,0.18518886,0.14270663,0.072664656,0.6656561,0.131316,0.10508077,0.31369704,0.66301805,0.2656319,0.20696947,0.4305604,0.48714423,0.5018575,0.18689528,0.57300735,0.11702781
0.8369034,0.1780963,0.21438155,0.14981657,0.27597678,0.23189759,0.42440036,0.12229177,0.60593796,0.31111425,0.42923623,0.3978225,0.4322257,0.3954251,0.0681615,0.45485586,0.1736593,0.27399576,0.66744703,0.9104346,0.2483778,0.4186172,0.38887876,0.22691894,0.28876424,0.036795318,0.36097383,0.29461735
0.45833674,0.1549945,0.29894948,0.0954213,0.17153075,0.21137443,0.4877484,0.12535995,0.50992984,0.6495373,0.33729532,0.31193662,0.34991235,0.29652557,0.07509448,0.5839482,0.2645967,0.20056166,0.33960795,0.6070326,0.3195511,0.15166876,0.2647606,0.44293857,0.48230958,0.24438944,0.54464245,0.19693723
0.61791384,0.12623131,0.16686428,0.13519856,0.17871915,0.1568448,0.41777632,0.078943625,0.5014493,0.60891765,0.3131279,0.29172212,0.32294255,0.28250825,0.07358052,0.62771016,0.23286876,0.120429076,0.41456562,0.71054196,0.27416646,0.16777256,0.32863605,0.4015379,0.4953115,0.15038767,0.5104351,0.11817375
0.60911167,0.1253149,0.22276771,0.1002472,0.17020549,0.19755569,0.35545403,0.15443516,0.35331511,0.4843575,0.25054348,0.25352126,0.2944503,0.25398114,0.04977024,0.56119925,0.19561532,0.12125174,0.37923634,0.71662074,0.28140366,0.18936542,0.35616654,0.39615846,0.46738172,0.15272817,0.50000715,0.13214651
0.49250308,0.17146298,0.28712624,0.12128346,0.25600892,0.18322791,0.28777584,0.13118613,0.48615807,0.5886876,0.2185938,0.19877023,0.18903264,0.18036796,0.063231386,0.5190593,0.31715924,0.083144605,0.24107127,0.5218651,0.3614161,0.07781441,0.37063128,0.5113461,0.6130302,0.2647604,0.5968492,0.10442277
0.5446758,0.19878165,0.28024143,0.18530506,0.09112562,0.26192343,0.3601281,0.16400133,0.49041027,0.5164511,0.22203797,0.21583259,0.22592857,0.2065759,0.09417648,0.44780493,0.2612764,0.13792738,0.36577386,0.6487734,0.25873184,0.17865694,0.34944767,0.2615223,0.33948016,0.15235034,0.3748052,0.16000336
0.42304444,0.11816947,0.2118452,0.12931783,0.20283824,0.105790846,0.42554942,0.047413614,0.6346342,0.7120023,0.38121778,0.34420907,0.4146043,0.35160547,0.05345743,0.54735184,0.1517103,0.151615,0.28166384,0.5498028,0.3220824,0.15467724,0.26356703,0.51755905,0.5522928,0.29880574,0.60530114,0.15847656
0.46326068,0.1387285,0.42299333,0.07064654,0.13278638,0.18949425,0.38510033,0.18953247,0.39472684,0.23809332,0.26068127,0.2057277,0.20688663,0.14452438,0.6348058,0.49950308,0.4640111,0.063073926,0.31582737,0.597611,0.43274987,0.14233068,0.46001703,0.53057265,0.58696747,0.22438398,0.60626674,0.08891254
0.22224312,0.31086212,0.49127832,0.36850706,0.32393396,0.2766685,0.1687019,0.2672802,0.6197618,0.75776935,0.12188053,0.049633764,0.016275644,0.043539383,0.090590574,0.7793001,0.4865383,0.06295131,0.0038248152,0.0,1.0,0.19461864,0.44554895,1.0,0.96422744,0.9286225,1.0,0.0658679
0.5451958,0.20015743,0.31599203,0.112789795,0.25802916,0.28872716,0.36450696,0.21361586,0.38317513,0.47256926,0.24540693,0.24143237,0.25649607,0.2236128,0.065008655,0.62765086,0.45443952,0.16759059,0.29423076,0.6157817,0.2803588,0.120904915,0.3768893,0.39029646,0.4429214,0.17753586,0.49837446,0.18483084
0.40091217,0.15301156,0.2961833,0.12728496,0.21493039,0.30294028,0.17139424,0.20369692,0.25573963,0.5668726,0.58822644,0.5729034,0.66030484,0.60408556,0.03844355,0.65778244,0.41047758,0.3267738,0.47822016,0.6616699,0.23897743,0.44085974,0.49390715,0.38537765,0.48271585,0.3970047,0.4329424,0.31866187
0.60934466,0.11843049,0.2596815,0.08156886,0.3069733,0.21075684,0.2279724,0.17566797,0.3324813,0.37939984,0.14893672,0.18162537,0.1383703,0.15121448,0.04298498,0.6590923,0.25511912,0.08148697,0.2519694,0.5725021,0.32848084,0.20242128,0.5116926,0.5206728,0.56537557,0.25938383,0.6142328,0.10243991
0.27346042,0.3764392,0.24710092,0.5494143,0.42477804,0.22472551,0.5543793,0.3928144,0.41072237,0.34334457,0.29066992,0.2723269,0.2961855,0.2512285,0.32873827,0.55224264,0.36900598,0.24639776,0.22929434,0.4391221,0.38562763,0.0719456,0.08811599,0.52295446,0.60444903,0.4626895,0.6601589,0.28225005
0.7297958,0.092441395,0.065380715,0.16008595,0.23083067,0.12623802,0.39694533,0.06430707,0.48482794,0.5997196,0.26527593,0.24024166,0.315113,0.25836495,0.049122952,0.5701887,0.14897773,0.10637883,0.41701293,0.73631907,0.2784505,0.23808,0.3846373,0.3896377,0.44039297,0.12188196,0.48120642,0.11889486
0.4073009,0.15149991,0.27153793,0.13191785,0.28648186,0.08172172,0.37903598,0.065532885,0.6575551,0.79005605,0.30052814,0.29023606,0.26689684,0.29151982,0.02252701,0.42078948,0.22337583,0.12198977,0.19200991,0.45009038,0.36786664,0.13543484,0.3347875,0.5494795,0.6008704,0.37283102,0.65762424,0.16608626
0.38395506,0.24804668,0.29425374,0.15093896,0.49904728,0.25233868,0.46590465,0.1057093,0.6946064,0.79002297,0.22828728,0.21065018,0.21181741,0.2040948,0.02125573,0.4242459,0.3454707,0.1382106,0.107291386,0.37387636,0.37322128,0.024363942,0.30559677,0.54296756,0.6188433,0.40022835,0.6977949,0.14990968
