rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,loc,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,actual
0.12497716,0.111741975,0.07328018,0.060921405,0.19764647,0.10762231,0.7380467,0.11608589,0.18099734,0.103544936,0.23227695,0.05012536,0.11555854,0.06810053,0.43075678,0.121424645,0.1091146,0.51375693,0.11667107,0.22226492,0.22751045,0.09474245,0.71220344,0.09089355,0.07949957
0.15198103,0.05198253,0.13496862,0.044147182,0.19969594,0.13579017,0.93122256,0.09924239,0.19988243,0.04726546,0.3029476,0.056395672,0.08668781,0.07779798,0.9283207,0.026583657,0.11650245,0.6427034,0.1470247,0.049067378,0.1328814,0.0405427,0.74500257,0.047182724,0.040507447
0.30101594,0.23818785,0.26598772,0.23624152,0.347157,0.29192382,0.50008696,0.2034224,0.32155555,0.23221976,0.3813038,0.25218663,0.19104472,0.21347941,0.8156684,0.2315678,0.26219943,0.33154434,0.2848199,0.18150598,0.205351,0.22029349,0.49912858,0.21804419,0.2353922
0.1183677,0.03650357,0.10708678,0.014177765,0.161065,0.10305656,0.95919436,0.12092894,0.17872533,0.040888947,0.26637188,0.028669255,0.09163862,0.05833344,0.89040554,0.020413294,0.096042715,0.6817341,0.12468251,0.0774754,0.15335006,0.02766227,0.79914176,0.03119433,0.022872116
0.19269729,0.11525838,0.17209601,0.10396448,0.24470922,0.18643716,0.8548452,0.14893243,0.25211436,0.11503728,0.35261452,0.10509655,0.14626974,0.13066845,0.83904,0.10176815,0.1739228,0.39965665,0.21014793,0.09328678,0.029508293,0.11154622,0.60702944,0.11180262,0.09843323
0.10679183,0.037282966,0.08052207,0.025732499,0.16234678,0.0789065,0.8415964,0.06815353,0.1312296,0.015673406,0.20712,0.037621357,0.05139748,0.049207434,0.6016344,0.053740382,0.06123303,0.73973435,0.08829483,0.14794424,0.29454792,0.027913548,0.8314636,0.024814226,0.044050712
0.091880076,0.045128733,0.06489277,0.025557201,0.13275358,0.07595156,0.7777242,0.08005297,0.11375678,0.048512686,0.17909253,0.024815025,0.070179276,0.024544612,0.64826655,0.06676637,0.07736493,0.6790833,0.07693439,0.12854347,0.22514355,0.029344283,0.82333606,0.0259659,0.04372845
0.17927504,0.099785194,0.1465069,0.08641501,0.22922204,0.17096463,0.80582577,0.10633454,0.2316984,0.08547042,0.33712268,0.08875552,0.09222456,0.087100774,0.8697675,0.06647818,0.15001059,0.44087243,0.1731923,0.020081073,0.030014575,0.078663126,0.6180929,0.08203171,0.09153925
0.08774307,0.027526826,0.05805596,0.014715486,0.14048408,0.063872114,0.83899057,0.074588776,0.09917136,0.02899151,0.17150237,0.01014303,0.07693017,0.02565281,0.61469465,0.057345286,0.060783334,0.7878813,0.071478836,0.1376437,0.25522923,0.020931363,0.84803444,0.016878746,0.026145015
0.2252999,0.17086908,0.20265715,0.15542708,0.27527335,0.22399971,0.786942,0.21865436,0.30577093,0.16123162,0.3791663,0.15782188,0.17399466,0.19762485,0.8553507,0.14481735,0.2156307,0.35295236,0.24643521,0.16453454,0.09299779,0.16853121,0.59988415,0.17122611,0.14736336
0.99999994,1.0,1.0,1.0,0.99999994,1.0,0.0,0.99999994,0.99999994,1.0,0.99999994,1.0,1.0,1.0,0.896545,1.0,1.0,0.0,1.0,1.0,0.99999994,0.99999994,0.0,1.0,1.0
0.44508424,0.39251956,0.39490062,0.391469,0.4746335,0.44060782,0.5343012,0.33405513,0.47915897,0.37768656,0.54661864,0.39596877,0.3841073,0.38332987,0.86468,0.36608022,0.42499617,0.17998189,0.4466672,0.29835954,0.2637369,0.37591273,0.36975506,0.38288262,0.3794263
0.05950466,0.037524834,0.017626733,0.016836777,0.11481236,0.037524637,0.7497044,0.096012205,0.047528356,0.053607892,0.093906,0.011323221,0.07882423,0.03143865,0.48743743,0.08997992,0.042137127,0.75431204,0.0458368,0.23817083,0.37059587,0.034900405,0.8546133,0.03163615,0.032998882
0.17196779,0.09341349,0.1353532,0.07849811,0.23211664,0.1535021,0.82874024,0.101129115,0.21281192,0.08307099,0.32092553,0.07889055,0.10124806,0.09713338,0.7184747,0.084147274,0.13544461,0.50322026,0.16312842,0.09016034,0.12829405,0.07596709,0.6643377,0.08141644,0.07294415
0.13007781,0.05519467,0.10546613,0.0326529,0.1923996,0.11831616,0.9378154,0.112350285,0.18021397,0.055802394,0.28615585,0.030360179,0.115427144,0.07331017,0.7749711,0.0506496,0.11229042,0.5540275,0.13995212,0.07652551,0.092993796,0.04650414,0.7142869,0.05295124,0.03430183
0.1933494,0.12516537,0.16855131,0.11202063,0.2401479,0.18794763,0.79403174,0.14381334,0.24254306,0.109996706,0.3306891,0.119665585,0.12947658,0.122480944,0.83814496,0.11640814,0.1737378,0.44165242,0.18516758,0.079185694,0.08377999,0.1104106,0.63781244,0.11585267,0.1172044
0.20930716,0.14841558,0.15468557,0.12920444,0.266919,0.19762197,0.7453699,0.11066437,0.24797696,0.13345437,0.35420734,0.12592249,0.14588663,0.13013929,0.7439656,0.1287971,0.18040164,0.34378302,0.19894047,0.09822157,0.1033957,0.13265829,0.5638063,0.12888402,0.12953496
0.14078376,0.09858428,0.13065627,0.074328564,0.17088354,0.13575618,0.65952814,0.13428184,0.19114739,0.09682037,0.27194232,0.07910243,0.06536343,0.056676224,0.66013825,0.10848008,0.13381547,0.47282833,0.13158204,0.07542926,0.1186865,0.07818337,0.6762541,0.06861536,0.082568645
0.12521276,0.0634448,0.10240026,0.045946803,0.18828371,0.08855787,0.8354299,0.041025832,0.11112812,0.056599107,0.20520361,0.021238852,0.103909396,0.05054681,0.4325212,0.07879394,0.082339905,0.7178827,0.09460002,0.15447867,0.35850197,0.054908097,0.7972885,0.049570426,0.059044536
0.14808166,0.08570175,0.12559152,0.0683057,0.20515521,0.13869756,0.82634693,0.13767347,0.20249382,0.08262852,0.27541524,0.082891464,0.1050481,0.087226436,0.7995907,0.083682954,0.1391068,0.5227417,0.14379498,0.0945718,0.10509592,0.07944439,0.70947766,0.08380371,0.0795171
0.08213351,0.038644157,0.057118572,0.02437957,0.11095587,0.062259838,0.7648023,0.06300801,0.11388619,0.04238342,0.16881168,0.02801953,0.04381869,0.018156178,0.61526835,0.035339385,0.058741078,0.601789,0.0664501,0.1205602,0.17318118,0.023903534,0.77461386,0.018939942,0.02581777
0.078935765,0.003003858,0.03929069,0.006002792,0.14035252,0.052943274,0.85794204,0.029046103,0.06836343,0.009022262,0.14288463,0.013790658,0.056452177,0.019381203,0.6103732,0.04234335,0.04346602,0.7830503,0.059814177,0.1456683,0.29423827,0.004798718,0.85828686,0.0041663647,0.02159809
0.055171207,0.06060691,0.014467031,0.018164128,0.1086201,0.05129414,0.8167684,0.14319468,0.09530781,0.10345039,0.14077234,0.0048554605,0.1486012,0.03149806,0.649079,0.06583384,0.08692706,0.57539165,0.09748351,0.21198669,0.1704619,0.064088985,0.7782228,0.054958582,0.01591793
0.21296084,0.17644492,0.1896809,0.14662637,0.26993257,0.19025624,0.7750923,0.18616503,0.264062,0.1366469,0.35134375,0.13591209,0.17772499,0.18088551,0.6717483,0.15441987,0.18296161,0.40717953,0.20753308,0.1902099,0.20869899,0.16672488,0.6357861,0.15922493,0.14308006
0.1864509,0.13174008,0.16451761,0.11208485,0.24502146,0.19402367,0.81440914,0.1765391,0.24409695,0.1460384,0.34476465,0.124596186,0.16512331,0.14616218,0.87279433,0.12351139,0.19097212,0.38563997,0.20561962,0.12000203,0.083269775,0.13169493,0.6189439,0.13265549,0.110382125
0.3643539,0.30183092,0.34389368,0.29335076,0.39912277,0.36027429,0.6038641,0.302144,0.39613226,0.28668055,0.47662687,0.29688787,0.29263973,0.30055076,0.9044623,0.2703253,0.34451064,0.2857602,0.36432117,0.22169527,0.2106309,0.2845666,0.4636554,0.28653935,0.29711547
0.14578722,0.059490412,0.1261534,0.046774834,0.19609617,0.12904522,0.89906794,0.12167102,0.18410477,0.05759653,0.2790394,0.04699199,0.09784678,0.07470444,0.8291673,0.054911792,0.11528902,0.6046978,0.14291486,0.07860133,0.12948734,0.04805444,0.732618,0.05439239,0.04503583
0.04635826,0.09260051,0.028327584,0.03576746,0.07546944,0.05822563,0.7906367,0.20347744,0.1301696,0.15153927,0.15237267,0.01619317,0.19084838,0.034477964,0.6100931,0.07944253,0.12001387,0.5364464,0.096008204,0.2606924,0.12377626,0.08747983,0.788658,0.07230666,0.022151336
0.14905617,0.0671926,0.12698735,0.071459875,0.19176403,0.13257718,0.77206147,0.06847891,0.17460608,0.05312999,0.2663986,0.07466261,0.044691183,0.054384217,0.7496768,0.04527682,0.10942511,0.57641995,0.12638621,0.038296044,0.12613428,0.04907365,0.71102977,0.05035723,0.0720638
0.10447973,0.04479246,0.087168455,0.02170574,0.14199638,0.089918755,0.82219493,0.10476035,0.14588676,0.043764096,0.22075264,0.030303745,0.067048885,0.04708095,0.714307,0.056016833,0.08200973,0.66011876,0.09467472,0.11856201,0.21764612,0.030452803,0.7920715,0.03231304,0.035017543
0.11525814,0.05328349,0.066526994,0.035641775,0.18985634,0.08774385,0.82353586,0.06789106,0.115590416,0.03773554,0.1753557,0.035949595,0.07547412,0.042995945,0.5106404,0.09351194,0.0729901,0.7079041,0.08286827,0.1934416,0.34771502,0.043985397,0.8146535,0.04918413,0.05470534
0.090748936,0.019366033,0.073286295,0.005185088,0.13521925,0.074506946,0.90631866,0.09339595,0.12424286,0.028223056,0.20270401,0.011701321,0.07005689,0.03922358,0.8121572,0.021233931,0.07003814,0.7559721,0.09024814,0.111863256,0.20668113,0.015516512,0.84361446,0.011124894,0.018199462
0.17892092,0.09031643,0.15909494,0.084327176,0.22230741,0.17074361,0.82751715,0.12690905,0.22274642,0.08396757,0.32591447,0.090151705,0.10374043,0.09912318,0.93262714,0.065945834,0.15206535,0.5078192,0.17897236,0.03933987,0.05911851,0.0755391,0.66577166,0.079234004,0.08164251
0.13679796,0.07994272,0.09938376,0.053864818,0.20613189,0.11554876,0.8493572,0.090752125,0.1768978,0.07426092,0.28621966,0.050678916,0.11323302,0.08823025,0.5947273,0.09243858,0.10633763,0.56085026,0.13319674,0.14067864,0.19251353,0.071148664,0.71152186,0.06533338,0.057413984
0.20241198,0.12070662,0.17704214,0.12127308,0.25371712,0.19571735,0.72585267,0.11521584,0.24255367,0.10122137,0.3334549,0.12973122,0.1065669,0.107734054,0.8571847,0.10880467,0.16888905,0.41686326,0.1952002,0.022679955,0.046096563,0.100663856,0.5985613,0.10397832,0.12368861
0.16677818,0.0925556,0.12651311,0.08255231,0.2196166,0.15089276,0.7870052,0.08339396,0.21525519,0.06934035,0.31247985,0.08897894,0.07693169,0.0857155,0.762491,0.06871766,0.1280085,0.52552986,0.15349263,0.08190781,0.122727156,0.07346296,0.6792495,0.07458177,0.08182518
0.110265635,0.032985628,0.0932949,0.024895981,0.15498964,0.086074024,0.87782574,0.08263263,0.13612875,0.035951506,0.21329772,0.021732839,0.0680579,0.03811513,0.7099466,0.03780298,0.07184715,0.7464206,0.09756031,0.09907618,0.23350453,0.020206638,0.81512105,0.020088777,0.024630152
0.2721859,0.19507931,0.22930548,0.19181962,0.31817752,0.26982334,0.67348516,0.16084239,0.31000978,0.18236281,0.40860868,0.19812961,0.17535943,0.18951301,0.93972385,0.16242677,0.2395324,0.31722444,0.26905328,0.09825185,0.06496531,0.17197096,0.5140552,0.17656101,0.18309842
0.11239238,0.017655924,0.09607121,0.000801065,0.15697804,0.091407694,0.9992254,0.08775547,0.16893879,0.029176865,0.25882775,0.01681299,0.09264641,0.055210754,0.9186511,0.0,0.08303688,0.75550544,0.121135935,0.076839596,0.19022614,0.012514569,0.82534456,0.017854653,0.009464806
0.08811933,0.044034205,0.06589643,0.026170593,0.12003649,0.073951006,0.7373632,0.08209878,0.12469389,0.059267472,0.18623613,0.029104723,0.06528475,0.018440872,0.6477338,0.0592096,0.07789246,0.66874504,0.07696027,0.12088001,0.20445877,0.026669607,0.808244,0.020920373,0.034657583
0.13025418,0.05258932,0.10009788,0.03318652,0.1856,0.10515368,0.87998414,0.11346251,0.15725774,0.0536093,0.23691697,0.025752364,0.099821575,0.05888775,0.7022075,0.06465997,0.09256794,0.6779614,0.12125436,0.12885332,0.2222302,0.041038223,0.77069867,0.04702428,0.03394361
0.1257118,0.038734406,0.10898733,0.031471293,0.16224216,0.103036255,0.86476433,0.077421755,0.17078748,0.031019758,0.26129144,0.04167334,0.06366881,0.04668674,0.76289815,0.03052625,0.0896727,0.64052546,0.11397283,0.059564263,0.15554899,0.027189307,0.7652669,0.029439025,0.03310203
0.15800348,0.07946512,0.124054566,0.06721164,0.20570669,0.14869471,0.8239956,0.103138655,0.20915978,0.07241687,0.30951026,0.07281873,0.09047013,0.07805705,0.8531246,0.05826129,0.12829626,0.5180593,0.15405151,0.04699287,0.07388598,0.061537296,0.677775,0.064772695,0.06386337
0.370669,0.3219784,0.34379905,0.30727783,0.40741855,0.35431626,0.6578902,0.3046335,0.41341913,0.30305833,0.48800167,0.3027483,0.31154746,0.33098412,0.72417045,0.29035836,0.35520363,0.23583418,0.37467587,0.28462324,0.27335626,0.32243422,0.45238012,0.31806973,0.31114784
0.34648097,0.28484568,0.31140265,0.27847767,0.38034117,0.33570284,0.6119286,0.24765584,0.3716229,0.26617044,0.4597361,0.28039774,0.2664926,0.29053235,0.89669734,0.2407878,0.31569362,0.2751271,0.35074323,0.19545507,0.17671019,0.26687443,0.46171066,0.2693647,0.26788813
0.10386045,0.04424689,0.08144031,0.014751184,0.15472753,0.08884567,0.89702296,0.11150038,0.14135703,0.057698477,0.22742073,0.009171719,0.10229965,0.049373686,0.77709866,0.03913425,0.090645246,0.6579274,0.11154675,0.11208624,0.17292005,0.03562597,0.78637946,0.03578227,0.024709959
0.0956267,0.031025775,0.070315644,0.005454112,0.14186132,0.07098505,0.9081389,0.079445064,0.12969728,0.03405377,0.21379936,0.0054393206,0.0782992,0.04929471,0.7702085,0.026652053,0.06834619,0.7658179,0.092150405,0.12961686,0.25549352,0.022811688,0.84444916,0.01643233,0.020025663
0.10234475,0.013727628,0.09126511,0.0101882545,0.14698847,0.08436441,0.91132873,0.08325571,0.13233656,0.02284335,0.22095227,0.021098275,0.054155104,0.040315136,0.80392724,0.020537496,0.06870685,0.731158,0.09650493,0.07711634,0.20485473,0.0058951452,0.8201138,0.009229168,0.019695863
0.30092,0.23458394,0.27500153,0.2217894,0.33423197,0.29039443,0.66709185,0.25291914,0.3280338,0.22602311,0.4170122,0.2245321,0.21520808,0.22618125,0.8176265,0.21858385,0.27544904,0.32682335,0.2884792,0.19132194,0.20354384,0.2246302,0.54568887,0.22417176,0.23445417
0.13774994,0.072668344,0.10004674,0.047694664,0.20709556,0.12285089,0.8691863,0.07992047,0.17958121,0.07094957,0.29381192,0.043390743,0.10509092,0.06976214,0.6607818,0.066618174,0.11225966,0.5296169,0.1373051,0.0879401,0.10939705,0.061613426,0.6851207,0.058548734,0.054455113
0.19241711,0.0973393,0.16923748,0.10034047,0.2401861,0.18639113,0.7716807,0.10603809,0.22996803,0.08924401,0.32861224,0.10907217,0.09698937,0.09805806,0.9245226,0.077598184,0.15727921,0.4684412,0.19020328,0.0,0.026315331,0.0797499,0.621075,0.08316365,0.09449381
0.10275279,0.048702136,0.070579305,0.032790568,0.1321956,0.08654703,0.76147103,0.082516074,0.12702683,0.057021882,0.2015838,0.03313847,0.055475958,0.027533278,0.70670843,0.062118858,0.08378754,0.6243848,0.09377443,0.106497884,0.17238891,0.032092795,0.77354515,0.026862197,0.044415027
0.027701665,0.11482674,0.016483176,0.038146876,0.047627453,0.038062215,0.8209129,0.25375804,0.11536078,0.19743937,0.10441027,0.02359861,0.27906805,0.053969175,0.5317236,0.14109397,0.12953815,0.5822651,0.096221745,0.4209375,0.27787805,0.11976999,0.8736774,0.10035622,0.019747589
0.0989567,0.04889697,0.06786039,0.03509446,0.15985781,0.071384616,0.75412506,0.072209775,0.09785013,0.031473305,0.15487085,0.034606673,0.04964385,0.035600707,0.504682,0.09623042,0.05646934,0.7447282,0.05943182,0.16881827,0.36932933,0.03670255,0.84692335,0.032972403,0.060081203
0.5006114,0.46212026,0.49124414,0.45541015,0.527796,0.49609965,0.4307334,0.467582,0.53195053,0.44576848,0.58623683,0.45852008,0.44761586,0.45800573,0.891523,0.43697166,0.4935362,0.23565906,0.5039493,0.3879142,0.3916186,0.44688463,0.36499143,0.44564977,0.45708004
0.071799956,0.033122413,0.024685487,0.028687939,0.11164719,0.03303513,0.71466756,0.015749782,0.05584034,0.020220999,0.09732129,0.022812983,0.04474584,0.012259975,0.395017,0.079079464,0.031071648,0.78871626,0.030839916,0.21068594,0.37752533,0.018968195,0.8708401,0.016495287,0.026944287
0.084149845,0.0068164207,0.06341076,0.012296044,0.13659497,0.061048735,0.87015676,0.058687657,0.08407119,0.012329541,0.15909854,0.01477175,0.056924887,0.025217757,0.6297987,0.041802406,0.047710985,0.79439807,0.06719877,0.12251294,0.2653656,0.0060955957,0.85958844,0.002992548,0.022275507
0.24747333,0.18336467,0.20565248,0.16441835,0.30753213,0.24297489,0.81218755,0.20519552,0.30251104,0.17772895,0.38975632,0.1724103,0.20371607,0.20138623,0.8944017,0.15672243,0.2371312,0.320785,0.24957025,0.16222939,0.10912913,0.17926097,0.56678224,0.18779758,0.16065903
0.2413029,0.17515348,0.21831644,0.16353631,0.28607225,0.22800611,0.77131945,0.18324426,0.28769425,0.1488752,0.37950695,0.16306297,0.18499768,0.17844172,0.80840945,0.14443472,0.22412904,0.37986755,0.24496654,0.12367648,0.12586677,0.16596718,0.5760998,0.16491681,0.16515581
0.053093605,0.0726704,0.025479004,0.025015682,0.0814932,0.050904397,0.7761411,0.18570524,0.114831015,0.11911774,0.13750473,0.011510685,0.14648554,0.027711347,0.6212683,0.080761686,0.10165303,0.5971237,0.08984455,0.24783018,0.17109752,0.07240252,0.81597674,0.057738915,0.015985437
0.17273222,0.108386084,0.1418703,0.09056641,0.22813497,0.15599689,0.79709697,0.11023697,0.2208017,0.08742522,0.3159921,0.08743461,0.09970508,0.096478194,0.68504363,0.08987215,0.14372975,0.5001476,0.16125214,0.10382146,0.12716234,0.09226523,0.66940105,0.09083828,0.09168255
0.18430032,0.13314718,0.14610119,0.10698642,0.23655003,0.18445572,0.73258215,0.1683518,0.2520419,0.12925906,0.33726877,0.11367709,0.12307825,0.12257929,0.79791105,0.11982581,0.17385848,0.3782311,0.18456444,0.102832615,0.08054948,0.118918434,0.614017,0.120227545,0.1128474
0.082181156,0.055289164,0.064353615,0.023861535,0.12143868,0.074892744,0.7758603,0.12155852,0.12679721,0.08294468,0.18113458,0.023136726,0.08382217,0.027624056,0.63937956,0.058058426,0.084185965,0.71692646,0.08435751,0.1587097,0.21881628,0.044164427,0.82934964,0.031589113,0.043600734
0.18468755,0.11223492,0.16664106,0.09961028,0.22851135,0.17960131,0.82032317,0.14851129,0.24453041,0.09092313,0.33690453,0.1049785,0.12802568,0.11738552,0.8918633,0.08743945,0.16813949,0.4828419,0.19315636,0.042481095,0.040153146,0.09460686,0.64686453,0.09924151,0.10086331
0.12523529,0.046232216,0.09993549,0.02815948,0.17971027,0.097513326,0.9181202,0.04941383,0.15272993,0.031667415,0.25443444,0.023819609,0.07889775,0.048825055,0.71566707,0.024633482,0.08476539,0.67400044,0.11055714,0.07917839,0.20020342,0.030283108,0.78068906,0.033973426,0.037563585
0.15732503,0.08564861,0.1458532,0.069522925,0.20619714,0.14839306,0.8511699,0.15571576,0.20468181,0.08190541,0.28856033,0.06688161,0.11742235,0.093088195,0.8226311,0.08527665,0.13851327,0.538557,0.16285361,0.10057616,0.0978449,0.07402259,0.70966524,0.078291565,0.070458114
0.04454547,0.08059502,0.0128529295,0.035003066,0.07916953,0.034506217,0.73971444,0.15027666,0.07231111,0.12191151,0.085293576,0.01978375,0.18407527,0.036272913,0.42530683,0.10661852,0.08307753,0.63400483,0.066221386,0.31503895,0.32740784,0.081613675,0.8495736,0.06571397,0.02323889
0.24904388,0.17703491,0.22732025,0.17053473,0.2871699,0.24364321,0.74437034,0.19822246,0.2926849,0.15820436,0.38682577,0.17437719,0.18963408,0.18047284,0.9100869,0.14947438,0.23100051,0.38565332,0.26245284,0.09072414,0.06806797,0.16151957,0.5693177,0.16594781,0.17257243
0.14223567,0.0716707,0.11651325,0.06602873,0.18478294,0.13018507,0.7541997,0.088038325,0.16935578,0.0661512,0.25698167,0.06670146,0.051170103,0.052727968,0.757419,0.058958948,0.111571625,0.54331976,0.12564093,0.04879588,0.12130004,0.052777335,0.7016288,0.0543337,0.07806519
0.07477385,0.019220755,0.05096197,0.009095647,0.12493275,0.059327118,0.8547832,0.08120248,0.088557705,0.033511523,0.15544736,0.010888839,0.069795065,0.02848418,0.66719866,0.039918005,0.054757204,0.7845278,0.068098135,0.14345798,0.25765705,0.016971238,0.8641275,0.012627237,0.026048139
0.23695092,0.16917261,0.19374552,0.16484585,0.28336948,0.2299732,0.73444974,0.16646439,0.28341007,0.16021754,0.36777085,0.1682658,0.16963351,0.16930069,0.87733567,0.14980346,0.21654184,0.35459754,0.24057874,0.10482368,0.067721546,0.15573277,0.5625343,0.16030791,0.15289322
0.020189915,0.120340824,0.008795477,0.051066108,0.04888769,0.017561834,0.73483443,0.23554105,0.04257176,0.18813981,0.01751031,0.0341278,0.28459463,0.07303406,0.17988014,0.1954217,0.091340356,0.7577736,0.04851573,0.5599036,0.6159808,0.13635817,0.9772253,0.11448403,0.038791403
0.07601556,0.060588703,0.0567052,0.020059783,0.112693764,0.0781059,0.8166631,0.17220795,0.1401288,0.1046285,0.18860798,0.019668765,0.1204114,0.03131415,0.76833254,0.08103202,0.10792598,0.6230643,0.10601418,0.16597265,0.1495868,0.053724438,0.8092247,0.0448118,0.028541483
0.43255204,0.38093725,0.3804199,0.3780284,0.46058756,0.42197385,0.49343264,0.32504052,0.46227074,0.3679619,0.5257066,0.3824111,0.3584456,0.3709126,0.8541262,0.35492703,0.40151933,0.20125747,0.43664414,0.30827084,0.25641096,0.36042336,0.37897944,0.36500236,0.35586232
0.06800907,0.034260757,0.03952358,0.025821645,0.10687636,0.04263959,0.74396396,0.080634624,0.07267552,0.047054697,0.109135665,0.020118352,0.07242615,0.028078705,0.47909,0.07778774,0.04275825,0.7827527,0.046618134,0.21932003,0.35488397,0.029266044,0.871629,0.021255717,0.029006291
0.324743,0.26086485,0.30165166,0.2607572,0.3549826,0.31332022,0.53879005,0.2646631,0.35337493,0.26958144,0.41517136,0.2729092,0.22985855,0.2646349,0.86421996,0.2392484,0.3007941,0.32105312,0.3394763,0.22461507,0.17904896,0.2556495,0.49517933,0.25576445,0.25425428
0.072910696,0.022552624,0.032687373,0.008681635,0.13878778,0.058015227,0.8286199,0.07816857,0.07794862,0.04710758,0.13784619,0.010598645,0.079728894,0.015779585,0.5798392,0.068231985,0.059568614,0.71219754,0.07160217,0.16520774,0.24602652,0.0265534,0.819198,0.022264227,0.03238838
0.119963504,0.050032906,0.1113662,0.043321956,0.16657947,0.09048715,0.8193879,0.077181995,0.14972922,0.022400644,0.22066341,0.049623758,0.056134768,0.054028153,0.59963083,0.057179004,0.07333266,0.76526237,0.09218307,0.13206533,0.28320926,0.03516668,0.83198225,0.030702926,0.050826896
0.06739576,0.020136595,0.022302315,0.011859934,0.11439446,0.045786243,0.77484626,0.06430036,0.0644217,0.040109422,0.1253538,0.01188959,0.058419533,0.014641747,0.57041407,0.074718714,0.050268024,0.726594,0.057518214,0.19634655,0.3055368,0.018950753,0.84119713,0.01692047,0.028552298
0.05016824,0.06618497,0.03822989,0.018700957,0.08106694,0.068323195,0.8984209,0.20783842,0.15350112,0.13360703,0.18468857,0.013930356,0.19686717,0.041749567,0.8483035,0.056989342,0.12195294,0.47666544,0.12462419,0.19914833,0.0,0.07353763,0.7581117,0.06229548,0.0020750072
0.13871364,0.07642715,0.12134415,0.047772203,0.1896255,0.13274512,0.89662933,0.12899911,0.19853306,0.07777895,0.29953885,0.050438106,0.12240001,0.079036444,0.8264358,0.06768705,0.13476558,0.52133876,0.14985865,0.06732589,0.07314342,0.064963505,0.7038801,0.067701325,0.053788964
0.023027148,0.13950358,0.040264495,0.060143273,0.03212712,0.00792183,0.566722,0.2472409,0.056559324,0.19635221,0.018697724,0.05500534,0.21712792,0.08432414,0.0913893,0.18958056,0.08079763,0.8271894,0.029025458,0.6036167,0.73982686,0.13759406,1.0000001,0.11858985,0.043252345
